,QUARTER,TIME_REMAINING,CHICAGO_ACTION,BOSTON_ACTION,CHICAGO_SCORE,BOSTON_SCORE
0,1,11:48.0,D. Wade misses 2-pt jump shot from 16 ft,,0,0
1,1,11:46.0,,Defensive rebound by A. Horford,0,0
2,1,11:30.0,,I. Thomas makes 3-pt jump shot from 25 ft,0,3
3,1,11:21.0,R. Rondo misses 3-pt jump shot from 25 ft,,0,3
4,1,11:20.0,,Defensive rebound by A. Horford,0,3
5,1,11:10.0,,Turnover by A. Horford (bad pass; steal by J. Butler),0,3
6,1,11:04.0,J. Butler misses 3-pt jump shot from 25 ft,,0,3
7,1,11:03.0,,Defensive rebound by A. Horford,0,3
8,1,10:57.0,Violation by D. Wade (def goaltending),,0,3
9,1,10:57.0,,J. Crowder makes 2-pt layup from 2 ft (assist by A. Bradley),0,5
10,1,10:42.0,R. Lopez misses 2-pt hook shot from 6 ft,,0,5
11,1,10:41.0,,Defensive rebound by I. Thomas,0,5
12,1,10:32.0,,I. Thomas makes 2-pt layup from 2 ft,0,7
13,1,10:15.0,Personal foul by A. Johnson (drawn by R. Lopez),,0,7
14,1,10:08.0,R. Rondo makes 2-pt layup from 3 ft (assist by N. Mirotić),,2,7
15,1,10:08.0,,Technical foul by I. Thomas,2,7
16,1,10:08.0,J. Butler makes technical free throw,,3,7
17,1,10:00.0,,I. Thomas misses 2-pt layup from 2 ft (block by N. Mirotić),3,7
18,1,9:59.0,,Offensive rebound by Team,3,7
19,1,9:50.0,,A. Johnson makes 2-pt layup from 2 ft (assist by A. Bradley),3,9
20,1,9:36.0,D. Wade misses 2-pt jump shot from 12 ft,,3,9
21,1,9:35.0,Offensive rebound by R. Lopez,,3,9
22,1,9:34.0,Personal foul by A. Bradley (drawn by R. Lopez),,3,9
23,1,9:22.0,J. Butler misses 3-pt jump shot from 23 ft,,3,9
24,1,9:21.0,Offensive rebound by R. Rondo,,3,9
25,1,9:17.0,R. Rondo misses 2-pt layup from 1 ft,,3,9
26,1,9:15.0,Offensive rebound by N. Mirotić,,3,9
27,1,9:15.0,N. Mirotić makes 2-pt layup from 3 ft,,5,9
28,1,9:07.0,,Turnover by A. Johnson (lost ball; steal by R. Rondo),5,9
29,1,9:01.0,D. Wade misses 2-pt layup from 2 ft (block by A. Horford),,5,9
30,1,9:00.0,Offensive rebound by J. Butler,,5,9
31,1,8:59.0,J. Butler makes 2-pt layup from 2 ft,,7,9
32,1,8:49.0,,A. Bradley misses 3-pt jump shot from 24 ft,7,9
33,1,8:48.0,Defensive rebound by R. Rondo,,7,9
34,1,8:38.0,D. Wade makes 2-pt jump shot from 4 ft (assist by R. Rondo),,9,9
35,1,8:23.0,,Shooting foul by D. Wade (drawn by I. Thomas),9,9
36,1,8:23.0,,I. Thomas makes free throw 1 of 2,9,10
37,1,8:23.0,,I. Thomas misses free throw 2 of 2,9,10
38,1,8:23.0,Defensive rebound by R. Rondo,,9,10
39,1,8:23.0,,J. Brown enters the game for A. Johnson,9,10
40,1,8:08.0,R. Rondo makes 2-pt layup from 2 ft,,11,10
41,1,7:57.0,,Shooting foul by J. Butler (drawn by I. Thomas),11,10
42,1,7:57.0,,I. Thomas misses free throw 1 of 2,11,10
43,1,7:57.0,,Offensive rebound by Team,11,10
44,1,7:57.0,,I. Thomas makes free throw 2 of 2,11,11
45,1,7:36.0,Turnover by R. Rondo (bad pass; steal by I. Thomas),,11,11
46,1,7:27.0,,A. Horford misses 2-pt layup from 2 ft (block by R. Lopez),11,11
47,1,7:27.0,Defensive rebound by D. Wade,,11,11
48,1,7:22.0,J. Butler misses 2-pt layup from 2 ft,,11,11
49,1,7:21.0,Offensive rebound by D. Wade,,11,11
50,1,7:21.0,D. Wade makes 2-pt layup from 2 ft,,13,11
51,1,7:12.0,,Turnover by I. Thomas (bad pass; steal by R. Rondo),13,11
52,1,7:06.0,J. Butler makes 2-pt jump shot from 14 ft (assist by R. Rondo),,15,11
53,1,6:43.0,,J. Brown misses 3-pt jump shot from 25 ft,15,11
54,1,6:42.0,,Offensive rebound by J. Crowder,15,11
55,1,6:38.0,,J. Crowder misses 3-pt jump shot from 23 ft,15,11
56,1,6:37.0,Defensive rebound by N. Mirotić,,15,11
57,1,6:24.0,N. Mirotić makes 2-pt layup at rim (assist by R. Rondo),,17,11
58,1,6:24.0,,Boston full timeout,17,11
59,1,6:06.0,,J. Brown misses 3-pt jump shot from 25 ft,17,11
60,1,6:05.0,Defensive rebound by R. Lopez,,17,11
61,1,5:48.0,N. Mirotić makes 3-pt jump shot from 25 ft (assist by R. Rondo),,20,11
62,1,5:32.0,,Personal foul by R. Rondo (drawn by I. Thomas),20,11
63,1,5:32.0,,M. Smart enters the game for J. Brown,20,11
