,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MILWAUKEE_ACTION,BROOKLYN_SCORE,MILWAUKEE_SCORE
151,2,7:36.0,,M. Dellavedova misses 2-pt layup from 1 ft,31,31
152,2,7:34.0,Defensive rebound by L. Scola,,31,31
153,2,7:26.0,A. Bennett misses 2-pt jump shot from 3 ft,,31,31
154,2,7:25.0,,Defensive rebound by J. Henson,31,31
155,2,7:20.0,,T. Snell misses 3-pt jump shot from 26 ft,31,31
156,2,7:18.0,Defensive rebound by L. Scola,,31,31
157,2,7:10.0,G. Vásquez misses 2-pt layup from 2 ft,,31,31
158,2,7:08.0,,Defensive rebound by M. Teletović,31,31
159,2,7:01.0,,T. Snell makes 2-pt jump shot from 20 ft,31,33
160,2,6:42.0,A. Bennett makes 3-pt jump shot from 24 ft (assist by B. Bogdanović),,34,33
161,2,6:29.0,,J. Henson misses 2-pt layup from 1 ft,34,33
162,2,6:27.0,Defensive rebound by L. Scola,,34,33
163,2,6:17.0,G. Vásquez misses 3-pt jump shot from 26 ft,,34,33
164,2,6:16.0,,Defensive rebound by J. Henson,34,33
165,2,6:10.0,,Shooting foul by B. Bogdanović (drawn by J. Henson),34,33
166,2,6:10.0,,J. Henson makes free throw 1 of 2,34,34
167,2,6:10.0,,J. Henson misses free throw 2 of 2,34,34
168,2,6:10.0,J. Hamilton enters the game for L. Scola,,34,34
169,2,6:10.0,,G. Antetokounmpo enters the game for M. Teletović,34,34
170,2,6:09.0,,Offensive rebound by T. Snell,34,34
171,2,6:06.0,,T. Snell misses 2-pt layup from 1 ft,34,34
172,2,6:05.0,Defensive rebound by B. Bogdanović,,34,34
173,2,6:04.0,Personal foul by T. Snell (drawn by B. Bogdanović),,34,34
174,2,5:46.0,S. Kilpatrick misses 2-pt jump shot from 19 ft (block by J. Henson),,34,34
175,2,5:44.0,Offensive rebound by J. Hamilton,,34,34
176,2,5:40.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,34,34
177,2,5:39.0,,Defensive rebound by J. Henson,34,34
178,2,5:33.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Dellavedova),34,36
179,2,5:32.0,Brooklyn full timeout,,34,36
180,2,5:32.0,J. Lin enters the game for G. Vásquez,,34,36
181,2,5:32.0,,R. Vaughn enters the game for T. Snell,34,36
182,2,5:14.0,Shooting foul by R. Vaughn (drawn by S. Kilpatrick),,34,36
183,2,5:14.0,S. Kilpatrick makes free throw 1 of 2,,35,36
184,2,5:14.0,S. Kilpatrick makes free throw 2 of 2,,36,36
185,2,4:51.0,,R. Vaughn makes 2-pt jump shot from 18 ft (assist by J. Parker),36,38
186,2,4:31.0,J. Hamilton misses 2-pt hook shot from 8 ft,,36,38
187,2,4:30.0,,Defensive rebound by J. Henson,36,38
188,2,4:23.0,,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by J. Henson),36,40
189,2,4:05.0,A. Bennett makes 2-pt layup at rim (assist by J. Lin),,38,40
190,2,3:59.0,,M. Dellavedova misses 2-pt jump shot from 11 ft,38,40
191,2,3:58.0,,Offensive rebound by M. Dellavedova,38,40
192,2,3:45.0,,R. Vaughn misses 3-pt jump shot from 28 ft,38,40
193,2,3:44.0,Defensive rebound by A. Bennett,,38,40
194,2,3:34.0,Turnover by A. Bennett (bad pass; steal by J. Parker),,38,40
195,2,3:32.0,,Personal foul by A. Bennett (drawn by J. Parker),38,40
196,2,3:32.0,T. Booker enters the game for B. Bogdanović,,38,40
197,2,3:32.0,J. Harris enters the game for A. Bennett,,38,40
198,2,3:18.0,,M. Dellavedova misses 3-pt jump shot from 26 ft,38,40
199,2,3:17.0,Defensive rebound by J. Harris,,38,40
200,2,2:59.0,J. Hamilton misses 3-pt jump shot from 25 ft,,38,40
201,2,2:59.0,,Defensive rebound by G. Antetokounmpo,38,40
202,2,2:59.0,,Personal foul by T. Booker (drawn by M. Dellavedova),38,40
203,2,2:59.0,Official timeout,,38,40
204,2,2:59.0,,M. Dellavedova makes free throw 1 of 2,38,41
205,2,2:59.0,R. Hollis-Jefferson enters the game for S. Kilpatrick,,38,40
206,2,2:59.0,,M. Dellavedova makes free throw 2 of 2,38,42
207,2,2:36.0,J. Lin misses 2-pt jump shot from 15 ft,,38,42
208,2,2:34.0,,Defensive rebound by G. Antetokounmpo,38,42
209,2,2:22.0,,G. Antetokounmpo misses 2-pt jump shot from 11 ft,38,42
210,2,2:20.0,,Offensive rebound by J. Henson,38,42
211,2,2:09.0,,Offensive foul by G. Antetokounmpo (drawn by J. Hamilton),38,42
212,2,2:09.0,,Turnover by G. Antetokounmpo (offensive foul),38,42
213,2,1:55.0,J. Harris misses 2-pt jump shot from 6 ft,,38,42
214,2,1:53.0,,Defensive rebound by G. Antetokounmpo,38,42
215,2,1:43.0,,J. Henson misses 2-pt layup from 3 ft,38,42
216,2,1:38.0,,Offensive rebound by J. Parker,38,42
217,2,1:38.0,,J. Parker makes 2-pt dunk at rim,38,44
218,2,1:23.0,J. Hamilton misses 3-pt jump shot from 24 ft,,38,44
219,2,1:22.0,,Defensive rebound by J. Henson,38,44
220,2,1:07.0,,Turnover by M. Dellavedova (bad pass; steal by J. Hamilton),38,44
221,2,1:00.0,J. Harris makes 3-pt jump shot from 26 ft (assist by T. Booker),,41,44
222,2,0:41.0,,R. Vaughn misses 2-pt layup from 1 ft,41,44
223,2,0:39.0,Defensive rebound by R. Hollis-Jefferson,,41,44
224,2,0:37.0,,Offensive charge foul by R. Hollis-Jefferson (drawn by G. Antetokounmpo),41,44
225,2,0:37.0,Turnover by R. Hollis-Jefferson (offensive foul),,41,44
226,2,0:26.0,,M. Dellavedova makes 2-pt jump shot from 8 ft (assist by J. Henson),41,46
227,2,0:00.0,J. Hamilton misses 2-pt jump shot from 22 ft,,41,46
228,2,0:00.0,,Defensive rebound by J. Parker,41,46
229,3,11:36.0,J. Lin makes 2-pt jump shot from 8 ft,,43,46
230,3,11:18.0,,M. Dellavedova makes 2-pt layup at rim,43,48
231,3,11:07.0,R. Hollis-Jefferson misses 2-pt jump shot from 16 ft,,43,48
232,3,11:06.0,Offensive rebound by B. Bogdanović,,43,48
233,3,11:06.0,B. Bogdanović makes 2-pt layup from 1 ft,,45,48
234,3,10:49.0,,Personal foul by J. Hamilton (drawn by M. Plumlee),45,48
235,3,10:44.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Parker),45,50
236,3,10:31.0,B. Bogdanović makes 2-pt jump shot from 4 ft (assist by R. Hollis-Jefferson),,47,50
237,3,10:31.0,Shooting foul by M. Plumlee (drawn by B. Bogdanović),,47,50
238,3,10:31.0,B. Bogdanović makes free throw 1 of 1,,48,50
239,3,10:21.0,,Turnover by G. Antetokounmpo (step out of bounds),48,50
240,3,10:02.0,B. Bogdanović misses 2-pt jump shot from 12 ft,,48,50
241,3,10:00.0,,Defensive rebound by M. Plumlee,48,50
242,3,9:58.0,,Turnover by M. Plumlee (lost ball; steal by J. Lin),48,50
243,3,9:57.0,T. Booker makes 2-pt layup from 1 ft (assist by J. Lin),,50,50
244,3,9:57.0,Shooting foul by T. Snell (drawn by T. Booker),,50,50
245,3,9:57.0,,G. Monroe enters the game for M. Plumlee,50,50
246,3,9:57.0,T. Booker makes free throw 1 of 1,,51,50
247,3,9:43.0,,J. Parker misses 2-pt hook shot from 6 ft,51,50
248,3,9:42.0,Defensive rebound by T. Booker,,51,50
249,3,9:34.0,J. Lin misses 3-pt jump shot from 23 ft,,51,50
250,3,9:33.0,,Defensive rebound by G. Antetokounmpo,51,50
251,3,9:26.0,,T. Snell makes 2-pt layup from 3 ft (assist by G. Antetokounmpo),51,52
252,3,9:20.0,Personal foul by G. Antetokounmpo (drawn by J. Lin),,51,52
253,3,9:09.0,Turnover by J. Hamilton (lost ball; steal by G. Monroe),,51,52
254,3,8:55.0,,M. Dellavedova makes 2-pt jump shot from 6 ft,51,54
255,3,8:38.0,R. Hollis-Jefferson misses 3-pt jump shot from 25 ft,,51,54
256,3,8:37.0,,Defensive rebound by J. Parker,51,54
257,3,8:35.0,,G. Monroe makes 2-pt layup from 3 ft (assist by J. Parker),51,56
258,3,8:35.0,,Shooting foul by R. Hollis-Jefferson (drawn by G. Monroe),51,56
259,3,8:35.0,,G. Monroe makes free throw 1 of 1,51,57
260,3,8:18.0,Turnover by R. Hollis-Jefferson (bad pass; steal by G. Monroe),,51,57
261,3,8:01.0,,G. Antetokounmpo misses 2-pt layup from 4 ft (block by T. Booker),51,57
262,3,7:59.0,Defensive rebound by T. Booker,,51,57
263,3,7:59.0,Personal foul by M. Dellavedova (drawn by T. Booker),,51,57
264,3,7:51.0,Turnover by J. Lin (bad pass; steal by G. Antetokounmpo),,51,57
265,3,7:48.0,,G. Antetokounmpo makes 2-pt dunk at rim,51,59
266,3,7:47.0,Brooklyn full timeout,,51,59
267,3,7:47.0,,R. Vaughn enters the game for T. Snell,51,59
268,3,7:29.0,R. Hollis-Jefferson makes 2-pt jump shot from 17 ft,,53,59
269,3,7:08.0,,R. Vaughn makes 3-pt jump shot from 22 ft (assist by G. Monroe),53,62
270,3,7:01.0,Shooting foul by R. Vaughn (drawn by J. Lin),,53,62
271,3,7:01.0,J. Lin misses free throw 1 of 2,,53,62
272,3,7:01.0,Offensive rebound by Team,,53,62
273,3,7:01.0,A. Bennett enters the game for T. Booker,,53,62
274,3,7:01.0,J. Lin makes free throw 2 of 2,,54,62
275,3,6:42.0,,R. Vaughn makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),54,65
276,3,6:30.0,B. Bogdanović misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,54,65
277,3,6:28.0,Offensive rebound by B. Bogdanović,,54,65
278,3,6:27.0,Turnover by B. Bogdanović (lost ball; steal by R. Vaughn),,54,65
279,3,6:20.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Hamilton),54,65
280,3,6:10.0,J. Hamilton makes 3-pt jump shot from 26 ft (assist by J. Lin),,57,65
281,3,5:48.0,,R. Vaughn misses 3-pt jump shot from 25 ft,57,65
282,3,5:47.0,Defensive rebound by B. Bogdanović,,57,65
283,3,5:39.0,A. Bennett makes 3-pt jump shot from 28 ft (assist by J. Hamilton),,60,65
284,3,5:16.0,,G. Monroe misses 2-pt jump shot from 3 ft (block by R. Hollis-Jefferson),60,65
285,3,5:16.0,,Offensive rebound by Team,60,65
286,3,5:16.0,J. Harris enters the game for B. Bogdanović,,60,65
287,3,5:16.0,I. Whitehead enters the game for J. Lin,,60,65
288,3,5:15.0,,Shooting foul by J. Hamilton (drawn by J. Parker),60,65
289,3,5:15.0,,J. Parker misses free throw 1 of 2,60,65
290,3,5:15.0,,Offensive rebound by Team,60,65
291,3,5:15.0,,J. Parker misses free throw 2 of 2,60,65
292,3,5:10.0,Defensive rebound by J. Hamilton,,60,65
293,3,4:57.0,J. Harris misses 3-pt jump shot from 28 ft,,60,65
294,3,4:56.0,,Defensive rebound by G. Antetokounmpo,60,65
295,3,4:52.0,,G. Antetokounmpo makes 2-pt layup from 1 ft,60,67
296,3,4:35.0,A. Bennett misses 3-pt jump shot from 25 ft,,60,67
297,3,4:34.0,Offensive rebound by R. Hollis-Jefferson,,60,67
298,3,4:25.0,A. Bennett misses 2-pt jump shot from 4 ft,,60,67
299,3,4:24.0,,Defensive rebound by G. Antetokounmpo,60,67
300,3,4:18.0,,R. Vaughn misses 3-pt jump shot from 25 ft,60,67
301,3,4:18.0,Defensive rebound by Team,,60,67
302,3,4:04.0,Turnover by J. Harris (lost ball; steal by G. Monroe),,60,67
303,3,3:58.0,,R. Vaughn misses 2-pt jump shot from 3 ft,60,67
304,3,3:58.0,,Offensive rebound by G. Antetokounmpo,60,67
305,3,3:58.0,Loose ball foul by I. Whitehead (drawn by G. Antetokounmpo),,60,67
306,3,3:58.0,,M. Brogdon enters the game for M. Dellavedova,60,67
307,3,3:58.0,L. Scola enters the game for R. Hollis-Jefferson,,60,67
308,3,3:58.0,S. Kilpatrick enters the game for J. Hamilton,,60,67
309,3,3:58.0,,M. Teletović enters the game for J. Parker,60,67
310,3,3:46.0,,M. Teletović makes 3-pt jump shot,60,70
311,3,3:43.0,Personal foul by M. Teletović (drawn by A. Bennett),,60,70
312,3,3:43.0,A. Bennett misses free throw 1 of 2,,60,70
313,3,3:43.0,Offensive rebound by Team,,60,70
314,3,3:43.0,A. Bennett makes free throw 2 of 2,,61,70
315,3,3:39.0,,Personal foul by S. Kilpatrick (drawn by M. Brogdon),61,70
316,3,3:39.0,,M. Brogdon makes free throw 1 of 2,61,71
317,3,3:39.0,,M. Brogdon makes free throw 2 of 2,61,72
318,3,3:22.0,S. Kilpatrick makes 2-pt layup from 1 ft (assist by J. Harris),,63,72
319,3,3:00.0,,G. Monroe makes 2-pt layup at rim,63,74
320,3,2:35.0,J. Harris misses 2-pt layup from 1 ft,,63,74
321,3,2:33.0,Offensive rebound by L. Scola,,63,74
322,3,2:33.0,L. Scola makes 2-pt layup at rim,,65,74
323,3,2:18.0,,Shooting foul by A. Bennett (drawn by M. Teletović),65,74
324,3,2:18.0,,Milwaukee full timeout,65,74
325,3,2:18.0,,M. Teletović makes free throw 1 of 2,65,75
326,3,2:18.0,T. Booker enters the game for A. Bennett,,65,74
327,3,2:18.0,,T. Snell enters the game for G. Antetokounmpo,65,74
328,3,2:18.0,,M. Dellavedova enters the game for M. Brogdon,65,74
329,3,2:18.0,,M. Teletović makes free throw 2 of 2,65,76
330,3,1:53.0,S. Kilpatrick misses 2-pt jump shot from 7 ft,,65,76
331,3,1:52.0,,Defensive rebound by G. Monroe,65,76
332,3,1:30.0,,Turnover by G. Monroe (lost ball; steal by J. Harris),65,76
333,3,1:26.0,J. Harris makes 2-pt layup at rim,,67,76
334,3,1:14.0,,Turnover by T. Snell (bad pass; steal by I. Whitehead),67,76
335,3,1:08.0,I. Whitehead makes 2-pt layup at rim,,69,76
336,3,0:59.0,,Personal foul by I. Whitehead (drawn by M. Dellavedova),69,76
337,3,0:59.0,,M. Dellavedova makes free throw 1 of 2,69,77
338,3,0:59.0,,M. Brogdon enters the game for R. Vaughn,69,77
339,3,0:59.0,,M. Dellavedova makes free throw 2 of 2,69,78
340,3,0:47.0,S. Kilpatrick makes 2-pt layup from 1 ft,,71,78
341,3,0:26.0,,Shooting foul by L. Scola (drawn by G. Monroe),71,78
342,3,0:26.0,,G. Monroe makes free throw 1 of 2,71,79
343,3,0:26.0,J. Hamilton enters the game for L. Scola,,71,79
344,3,0:26.0,,G. Monroe makes free throw 2 of 2,71,80
345,3,0:04.0,S. Kilpatrick makes 2-pt layup from 1 ft,,73,80
346,3,0:00.0,,T. Snell misses 3-pt jump shot from 26 ft,73,80
347,3,0:00.0,,Offensive rebound by Team,73,80
348,4,11:45.0,,M. Teletović misses 2-pt layup from 1 ft,73,80
349,4,11:44.0,Defensive rebound by J. Lin,,73,80
350,4,11:36.0,J. Lin makes 2-pt layup at rim (assist by L. Scola),,75,80
351,4,11:36.0,Shooting foul by J. Henson (drawn by J. Lin),,75,80
352,4,11:36.0,J. Lin misses free throw 1 of 1,,75,80
353,4,11:34.0,,Defensive rebound by J. Henson,75,80
354,4,11:13.0,,J. Henson makes 2-pt hook shot from 4 ft (assist by M. Teletović),75,82
355,4,10:53.0,J. Harris misses 3-pt jump shot from 25 ft,,75,82
356,4,10:51.0,Offensive rebound by T. Booker,,75,82
357,4,10:42.0,J. Lin misses 3-pt jump shot from 26 ft,,75,82
358,4,10:41.0,,Defensive rebound by J. Henson,75,82
359,4,10:25.0,,M. Beasley makes 2-pt jump shot from 4 ft,75,84
360,4,10:19.0,Personal foul by J. Henson (drawn by L. Scola),,75,84
361,4,10:19.0,B. Bogdanović enters the game for S. Kilpatrick,,75,84
362,4,10:13.0,Shooting foul by T. Snell (drawn by T. Booker),,75,84
363,4,10:13.0,T. Booker makes free throw 1 of 2,,76,84
364,4,10:13.0,,G. Antetokounmpo enters the game for T. Snell,76,84
365,4,10:13.0,T. Booker makes free throw 2 of 2,,77,84
366,4,10:01.0,,M. Brogdon misses 2-pt jump shot from 21 ft,77,84
367,4,9:59.0,Defensive rebound by T. Booker,,77,84
368,4,9:52.0,T. Booker makes 2-pt jump shot from 5 ft (assist by J. Lin),,79,84
369,4,9:52.0,Shooting foul by M. Teletović (drawn by T. Booker),,79,84
370,4,9:52.0,T. Booker makes free throw 1 of 1,,80,84
371,4,9:31.0,,M. Teletović misses 3-pt jump shot from 23 ft,80,84
372,4,9:28.0,Defensive rebound by B. Bogdanović,,80,84
