,QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,TORONTO_ACTION,PHILADELPHIA_SCORE,TORONTO_SCORE
0,1,11:39.0,,S. Ibaka misses 2-pt hook shot from 6 ft,0,0
1,1,11:39.0,Defensive rebound by T. Luwawu-Cabarrot,,0,0
2,1,11:25.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by T. McConnell),,3,0
3,1,11:13.0,,J. Valančiūnas misses 2-pt jump shot from 19 ft,3,0
4,1,11:12.0,Defensive rebound by T. Luwawu-Cabarrot,,3,0
5,1,10:55.0,D. Šarić misses 3-pt jump shot from 24 ft,,3,0
6,1,10:52.0,,Defensive rebound by C. Joseph,3,0
7,1,10:46.0,,S. Ibaka misses 2-pt jump shot from 16 ft,3,0
8,1,10:45.0,Defensive rebound by R. Holmes,,3,0
9,1,10:37.0,R. Holmes misses 3-pt jump shot from 24 ft,,3,0
10,1,10:37.0,,Defensive rebound by S. Ibaka,3,0
11,1,10:29.0,,Shooting foul by T. Luwawu-Cabarrot (drawn by D. DeRozan),3,0
12,1,10:29.0,,D. DeRozan makes free throw 1 of 2,3,1
13,1,10:29.0,,D. DeRozan makes free throw 2 of 2,3,2
14,1,10:12.0,R. Holmes misses 2-pt dunk from 1 ft (block by S. Ibaka),,3,2
15,1,10:11.0,Offensive rebound by J. Anderson,,3,2
16,1,10:03.0,J. Anderson makes 2-pt hook shot from 4 ft,,5,2
17,1,9:51.0,,S. Ibaka misses 2-pt layup from 2 ft,5,2
18,1,9:51.0,Defensive rebound by D. Šarić,,5,2
19,1,9:45.0,D. Šarić misses 2-pt layup from 2 ft (block by S. Ibaka),,5,2
20,1,9:44.0,,Defensive rebound by C. Joseph,5,2
21,1,9:39.0,,D. Carroll makes 2-pt layup from 1 ft (assist by C. Joseph),5,4
22,1,9:24.0,R. Holmes makes 2-pt hook shot from 10 ft (assist by T. McConnell),,7,4
23,1,9:14.0,,C. Joseph makes 2-pt jump shot from 18 ft,7,6
24,1,9:04.0,D. Šarić misses 2-pt layup from 2 ft (block by S. Ibaka),,7,6
25,1,9:03.0,Offensive rebound by J. Anderson,,7,6
26,1,8:52.0,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by T. McConnell),,9,6
27,1,8:32.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. DeRozan),9,9
28,1,8:32.0,Philadelphia full timeout,,9,9
29,1,8:14.0,J. Anderson makes 3-pt jump shot from 24 ft (assist by T. McConnell),,12,9
30,1,7:53.0,,S. Ibaka misses 3-pt jump shot from 25 ft,12,9
31,1,7:52.0,Defensive rebound by Team,,12,9
32,1,7:44.0,Turnover by T. McConnell (bad pass; steal by J. Valančiūnas),,12,9
33,1,7:36.0,,S. Ibaka misses 2-pt jump shot from 15 ft,12,9
34,1,7:35.0,,Offensive rebound by J. Valančiūnas,12,9
35,1,7:32.0,,J. Valančiūnas makes 2-pt layup from 1 ft,12,11
36,1,7:20.0,D. Šarić misses 3-pt jump shot from 26 ft,,12,11
37,1,7:19.0,,Defensive rebound by J. Valančiūnas,12,11
38,1,7:11.0,,S. Ibaka makes 2-pt hook shot from 3 ft (assist by D. DeRozan),12,13
39,1,6:50.0,T. McConnell misses 2-pt layup from 5 ft (block by J. Valančiūnas),,12,13
40,1,6:49.0,,Defensive rebound by C. Joseph,12,13
41,1,6:43.0,,D. Carroll misses 3-pt jump shot from 25 ft,12,13
42,1,6:41.0,Defensive rebound by R. Holmes,,12,13
43,1,6:36.0,T. Luwawu-Cabarrot misses 2-pt jump shot from 4 ft (block by S. Ibaka),,12,13
44,1,6:36.0,Offensive rebound by Team,,12,13
45,1,6:32.0,Turnover by T. Luwawu-Cabarrot (bad pass),,12,13
46,1,6:22.0,,Turnover by C. Joseph (bad pass; steal by T. McConnell),12,13
47,1,6:18.0,Turnover by T. McConnell (bad pass; steal by C. Joseph),,12,13
48,1,6:14.0,Violation by R. Holmes (def goaltending),,12,13
49,1,6:14.0,,C. Joseph makes 2-pt layup from 1 ft,12,15
50,1,5:49.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 23 ft (assist by T. McConnell),,15,15
51,1,5:34.0,,D. DeRozan misses 2-pt jump shot from 19 ft,15,15
52,1,5:33.0,Defensive rebound by T. McConnell,,15,15
53,1,5:16.0,D. Šarić misses 3-pt jump shot from 24 ft,,15,15
54,1,5:16.0,,Defensive rebound by D. Carroll,15,15
55,1,5:05.0,,D. Carroll makes 2-pt jump shot from 7 ft (assist by J. Valančiūnas),15,17
56,1,4:48.0,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by R. Holmes),,18,17
57,1,4:41.0,,D. Carroll misses 3-pt jump shot from 25 ft,18,17
58,1,4:40.0,Defensive rebound by R. Holmes,,18,17
59,1,4:28.0,Turnover by Team (back court),,18,17
60,1,4:28.0,,Toronto full timeout,18,17
61,1,4:28.0,,N. Powell enters the game for D. Carroll,18,17
62,1,4:28.0,,D. Wright enters the game for C. Joseph,18,17
63,1,4:28.0,N. Stauskas enters the game for J. Anderson,,18,17
64,1,4:28.0,A. Poythress enters the game for D. Šarić,,18,17
65,1,4:24.0,,Personal foul by N. Stauskas (drawn by D. DeRozan),18,17
66,1,4:17.0,,Personal foul by R. Holmes (drawn by J. Valančiūnas),18,17
67,1,4:06.0,,J. Valančiūnas misses 2-pt jump shot from 17 ft,18,17
