,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,HOUSTON_ACTION,BROOKLYN_SCORE,HOUSTON_SCORE
383,4,10:30.0,,E. Gordon misses 2-pt jump shot from 7 ft,88,92
384,4,10:28.0,Defensive rebound by R. Hollis-Jefferson,,88,92
385,4,10:13.0,Turnover by T. Booker (bad pass; steal by C. Brewer),,88,92
386,4,10:06.0,,P. Beverley misses 3-pt jump shot from 26 ft,88,92
387,4,10:05.0,Defensive rebound by I. Whitehead,,88,92
388,4,9:52.0,I. Whitehead misses 2-pt jump shot from 4 ft (block by P. Beverley),,88,92
389,4,9:50.0,,Defensive rebound by N. Hilário,88,92
390,4,9:44.0,,E. Gordon makes 3-pt jump shot from 28 ft (assist by P. Beverley),88,95
391,4,9:44.0,Brooklyn full timeout,,88,95
392,4,9:44.0,,C. Capela enters the game for N. Hilário,88,95
393,4,9:44.0,J. Harris enters the game for R. Hollis-Jefferson,,88,95
394,4,9:44.0,S. Kilpatrick enters the game for C. LeVert,,88,95
395,4,9:27.0,Shooting foul by C. Brewer (drawn by A. Bennett),,88,95
396,4,9:27.0,A. Bennett makes free throw 1 of 2,,89,95
397,4,9:27.0,A. Bennett makes free throw 2 of 2,,90,95
398,4,9:16.0,,Turnover by E. Gordon (step out of bounds),90,95
399,4,8:55.0,I. Whitehead makes 2-pt jump shot from 10 ft,,92,95
400,4,8:44.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by C. Capela),92,98
401,4,8:33.0,Shooting foul by C. Brewer (drawn by J. Harris),,92,98
402,4,8:33.0,J. Harris makes free throw 1 of 2,,93,98
403,4,8:33.0,R. Hollis-Jefferson enters the game for A. Bennett,,93,98
404,4,8:33.0,J. Harris makes free throw 2 of 2,,94,98
405,4,8:15.0,,C. Brewer misses 3-pt jump shot from 25 ft,94,98
406,4,8:14.0,Defensive rebound by T. Booker,,94,98
407,4,8:14.0,,Loose ball foul by C. Capela (drawn by T. Booker),94,98
408,4,8:14.0,,J. Harden enters the game for P. Beverley,94,98
409,4,8:14.0,,T. Ariza enters the game for C. Brewer,94,98
410,4,8:14.0,,R. Anderson enters the game for S. Dekker,94,98
411,4,8:00.0,T. Booker misses 2-pt jump shot from 5 ft,,94,98
412,4,7:59.0,,Defensive rebound by R. Anderson,94,98
413,4,7:39.0,,J. Harden makes 2-pt layup from 2 ft,94,100
414,4,7:19.0,I. Whitehead makes 2-pt jump shot from 12 ft (assist by S. Kilpatrick),,96,100
415,4,7:04.0,,C. Capela makes 2-pt dunk at rim (assist by J. Harden),96,102
416,4,6:44.0,S. Kilpatrick misses 2-pt jump shot from 20 ft,,96,102
417,4,6:43.0,,Defensive rebound by Team,96,102
418,4,6:43.0,B. Lopez enters the game for T. Booker,,96,102
419,4,6:43.0,,N. Hilário enters the game for C. Capela,96,102
420,4,6:35.0,,Shooting foul by S. Kilpatrick (drawn by J. Harden),96,102
421,4,6:35.0,,J. Harden misses free throw 1 of 3,96,102
422,4,6:35.0,,Offensive rebound by Team,96,102
423,4,6:35.0,,J. Harden misses free throw 2 of 3,96,102
424,4,6:35.0,,Offensive rebound by Team,96,102
425,4,6:35.0,,J. Harden makes free throw 3 of 3,96,103
426,4,6:23.0,Turnover by S. Kilpatrick (bad pass),,96,103
427,4,6:16.0,,J. Harden makes 2-pt layup from 3 ft,96,105
428,4,6:00.0,B. Lopez misses 3-pt jump shot from 27 ft,,96,105
429,4,5:59.0,Offensive rebound by R. Hollis-Jefferson,,96,105
430,4,5:57.0,Shooting block foul by R. Anderson (drawn by S. Kilpatrick),,96,105
431,4,5:57.0,Official timeout,,96,105
432,4,5:57.0,S. Kilpatrick makes free throw 1 of 2,,97,105
433,4,5:57.0,S. Kilpatrick makes free throw 2 of 2,,98,105
434,4,5:47.0,,Turnover by J. Harden (traveling),98,105
435,4,5:31.0,R. Hollis-Jefferson makes 2-pt jump shot from 13 ft (assist by S. Kilpatrick),,100,105
436,4,5:20.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),100,108
437,4,5:11.0,B. Lopez makes 2-pt layup from 1 ft (assist by I. Whitehead),,102,108
438,4,4:56.0,,E. Gordon misses 3-pt jump shot from 27 ft,102,108
439,4,4:56.0,Defensive rebound by Team,,102,108
440,4,4:56.0,J. Lin enters the game for I. Whitehead,,102,108
441,4,4:56.0,T. Booker enters the game for R. Hollis-Jefferson,,102,108
442,4,4:37.0,B. Lopez misses 2-pt layup from 3 ft,,102,108
443,4,4:36.0,,Defensive rebound by T. Ariza,102,108
444,4,4:26.0,,Turnover by T. Ariza (bad pass; steal by J. Lin),102,108
445,4,4:22.0,J. Lin makes 2-pt layup from 1 ft,,104,108
446,4,4:13.0,,Personal foul by S. Kilpatrick (drawn by J. Harden),104,108
447,4,4:04.0,,N. Hilário misses 2-pt layup from 3 ft,104,108
448,4,4:03.0,,Offensive rebound by J. Harden,104,108
449,4,3:47.0,,Shooting foul by J. Lin (drawn by E. Gordon),104,108
450,4,3:47.0,,E. Gordon misses free throw 1 of 2,104,108
451,4,3:47.0,,Offensive rebound by Team,104,108
452,4,3:47.0,,E. Gordon makes free throw 2 of 2,104,109
453,4,3:33.0,Shooting foul by N. Hilário (drawn by B. Lopez),,104,109
454,4,3:33.0,B. Lopez makes free throw 1 of 2,,105,109
455,4,3:33.0,,P. Beverley enters the game for E. Gordon,105,109
456,4,3:33.0,B. Lopez makes free throw 2 of 2,,106,109
457,4,3:23.0,,J. Harden makes 2-pt jump shot from 10 ft,106,111
458,4,3:14.0,J. Harris makes 3-pt jump shot from 27 ft (assist by J. Lin),,109,111
459,4,2:57.0,,Shooting foul by J. Harris (drawn by J. Harden),109,111
460,4,2:57.0,,Houston full timeout,109,111
461,4,2:57.0,,J. Harden makes free throw 1 of 3,109,112
462,4,2:57.0,,J. Harden misses free throw 2 of 3,109,112
463,4,2:57.0,,Offensive rebound by Team,109,112
464,4,2:57.0,,J. Harden makes free throw 3 of 3,109,113
465,4,2:40.0,B. Lopez makes 2-pt jump shot from 10 ft (assist by T. Booker),,111,113
466,4,2:26.0,,J. Harden misses 3-pt jump shot from 28 ft,111,113
467,4,2:24.0,Defensive rebound by T. Booker,,111,113
468,4,2:20.0,T. Booker makes 2-pt layup from 2 ft,,113,113
469,4,2:20.0,Shooting foul by R. Anderson (drawn by T. Booker),,113,113
470,4,2:20.0,T. Booker makes free throw 1 of 1,,114,113
471,4,2:10.0,,J. Harden misses 2-pt jump shot from 9 ft,114,113
472,4,2:09.0,,Offensive rebound by J. Harden,114,113
473,4,2:09.0,,J. Harden misses 2-pt layup from 2 ft,114,113
474,4,2:09.0,Defensive rebound by Team,,114,113
475,4,1:57.0,B. Lopez makes 2-pt hook shot from 9 ft,,116,113
476,4,1:57.0,,Houston full timeout,116,113
477,4,1:57.0,,E. Gordon enters the game for R. Anderson,116,113
478,4,1:47.0,,E. Gordon makes 3-pt jump shot from 27 ft (assist by J. Harden),116,116
479,4,1:30.0,,Offensive charge foul by S. Kilpatrick (drawn by N. Hilário),116,116
480,4,1:30.0,Turnover by S. Kilpatrick (offensive foul),,116,116
481,4,1:20.0,,J. Harden misses 2-pt jump shot from 7 ft (block by B. Lopez),116,116
482,4,1:20.0,,Offensive rebound by Team,116,116
483,4,1:11.0,,J. Harden makes 2-pt jump shot from 17 ft,116,118
484,4,1:11.0,Brooklyn full timeout,,116,118
485,4,1:03.0,Turnover by B. Lopez (lost ball; steal by N. Hilário),,116,118
486,4,0:46.0,,J. Harden misses 2-pt jump shot from 19 ft,116,118
487,4,0:45.0,Defensive rebound by J. Harris,,116,118
488,4,0:40.0,J. Harris makes 2-pt layup from 4 ft (assist by J. Lin),,118,118
489,4,0:29.0,,Personal foul by J. Lin (drawn by N. Hilário),118,118
490,4,0:29.0,,N. Hilário misses free throw 1 of 2,118,118
491,4,0:29.0,,Offensive rebound by Team,118,118
492,4,0:29.0,,N. Hilário makes free throw 2 of 2,118,119
493,4,0:19.0,J. Lin misses 3-pt jump shot from 25 ft,,118,119
494,4,0:17.0,Offensive rebound by B. Lopez,,118,119
495,4,0:13.0,J. Harris misses 2-pt layup from 3 ft (block by T. Ariza),,118,119
496,4,0:12.0,,Defensive rebound by N. Hilário,118,119
497,4,0:12.0,,Personal foul by S. Kilpatrick (drawn by E. Gordon),118,119
498,4,0:12.0,,E. Gordon makes free throw 1 of 2,118,120
499,4,0:12.0,,E. Gordon misses free throw 2 of 2,118,120
500,4,0:12.0,Defensive rebound by J. Harris,,118,120
501,4,0:12.0,Brooklyn full timeout,,118,120
502,4,0:12.0,B. Bogdanović enters the game for T. Booker,,118,120
503,4,0:08.0,Brooklyn full timeout,,118,120
504,4,0:06.0,Turnover by S. Kilpatrick (bad pass; steal by P. Beverley),,118,120
505,4,0:06.0,,Personal foul by B. Lopez (drawn by E. Gordon),118,120
506,4,0:06.0,,E. Gordon makes free throw 1 of 2,118,121
507,4,0:06.0,T. Booker enters the game for B. Bogdanović,,118,121
508,4,0:06.0,,E. Gordon makes free throw 2 of 2,118,122
509,4,0:05.0,Turnover by B. Lopez (bad pass; steal by T. Ariza),,118,122
