,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,WASHINGTON_ACTION,SAN ANTONIO_SCORE,WASHINGTON_SCORE
65,1,2:53.0,,A. Nicholson misses 3-pt jump shot from 26 ft,17,17
66,1,2:52.0,Defensive rebound by K. Leonard,,17,17
67,1,2:41.0,D. Lee misses 2-pt jump shot from 14 ft,,17,17
68,1,2:40.0,,Defensive rebound by B. Beal,17,17
69,1,2:23.0,,Personal foul by D. Lee (drawn by O. Porter),17,17
70,1,2:23.0,,Washington full timeout,17,17
71,1,2:23.0,,T. Satoranský enters the game for J. Wall,17,17
72,1,2:23.0,K. Anderson enters the game for K. Leonard,,17,17
73,1,2:23.0,D. Bertāns enters the game for L. Aldridge,,17,17
74,1,2:09.0,,T. Satoranský misses 2-pt jump shot from 14 ft,17,17
75,1,2:07.0,Defensive rebound by K. Anderson,,17,17
76,1,1:57.0,Turnover by J. Simmons (bad pass; steal by T. Satoranský),,17,17
77,1,1:51.0,,A. Nicholson misses 2-pt jump shot from 5 ft (block by D. Bertāns),17,17
78,1,1:50.0,Defensive rebound by P. Mills,,17,17
79,1,1:45.0,D. Lee makes 2-pt layup at rim (assist by P. Mills),,19,17
80,1,1:18.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Satoranský),19,20
81,1,1:04.0,D. Bertāns misses 3-pt jump shot from 25 ft,,19,20
82,1,1:03.0,,Defensive rebound by O. Porter,19,20
83,1,1:00.0,,Offensive foul by A. Nicholson (drawn by D. Bertāns),19,20
84,1,1:00.0,,Turnover by A. Nicholson (offensive foul),19,20
85,1,0:50.0,D. Lee makes 2-pt dunk at rim (assist by P. Mills),,21,20
86,1,0:35.0,,B. Beal makes 2-pt jump shot from 20 ft (assist by O. Porter),21,22
87,1,0:24.0,J. Simmons makes 2-pt jump shot from 16 ft (assist by D. Lee),,23,22
88,1,0:06.0,,Personal take foul by P. Mills,23,22
89,1,0:01.0,,B. Beal misses 3-pt jump shot from 29 ft,23,22
90,1,0:00.0,Defensive rebound by Team,,23,22
91,2,11:41.0,D. Lee misses 2-pt jump shot from 6 ft (block by I. Mahinmi),,23,22
92,2,11:41.0,Offensive rebound by Team,,23,22
93,2,11:37.0,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Bertāns),,26,22
94,2,11:19.0,,T. Satoranský misses 3-pt jump shot from 25 ft,26,22
95,2,11:17.0,Defensive rebound by D. Lee,,26,22
96,2,11:08.0,Shooting foul by T. Satoranský (drawn by J. Simmons),,26,22
97,2,11:08.0,J. Simmons makes free throw 1 of 2,,27,22
98,2,11:08.0,P. Gasol enters the game for D. Lee,,27,22
99,2,11:08.0,J. Simmons makes free throw 2 of 2,,28,22
100,2,10:54.0,,Personal foul by J. Simmons (drawn by T. Satoranský),28,22
101,2,10:54.0,T. Parker enters the game for P. Mills,,28,22
102,2,10:51.0,,Turnover by I. Mahinmi (lost ball),28,22
103,2,10:39.0,Turnover by P. Gasol (lost ball; steal by I. Mahinmi),,28,22
104,2,10:32.0,,K. Oubre misses 3-pt jump shot from 25 ft,28,22
105,2,10:31.0,,Offensive rebound by M. Thornton,28,22
106,2,10:29.0,,Shooting foul by P. Gasol (drawn by K. Oubre),28,22
107,2,10:29.0,,K. Oubre makes free throw 1 of 2,28,23
108,2,10:29.0,,K. Oubre misses free throw 2 of 2,28,23
109,2,10:29.0,,J. Wall enters the game for T. Satoranský,28,23
110,2,10:27.0,Defensive rebound by P. Gasol,,28,23
111,2,10:04.0,P. Gasol misses 3-pt jump shot from 22 ft,,28,23
112,2,10:04.0,,Defensive rebound by K. Oubre,28,23
113,2,9:53.0,,M. Thornton makes 2-pt jump shot from 19 ft,28,25
114,2,9:36.0,K. Anderson makes 2-pt layup from 3 ft (assist by J. Simmons),,30,25
115,2,9:24.0,,M. Thornton misses 3-pt jump shot from 25 ft,30,25
116,2,9:24.0,Defensive rebound by Team,,30,25
117,2,9:24.0,,Loose ball foul by I. Mahinmi (drawn by P. Gasol),30,25
118,2,9:24.0,,M. Gortat enters the game for I. Mahinmi,30,25
119,2,9:24.0,,O. Porter enters the game for K. Oubre,30,25
120,2,9:10.0,T. Parker misses 2-pt jump shot from 19 ft,,30,25
121,2,9:08.0,,Defensive rebound by M. Gortat,30,25
122,2,9:01.0,,Turnover by J. Wall (lost ball),30,25
123,2,9:01.0,D. Green enters the game for J. Simmons,,30,25
124,2,8:49.0,T. Parker makes 2-pt layup from 3 ft (assist by P. Gasol),,32,25
125,2,8:30.0,,J. Smith makes 2-pt jump shot from 20 ft (assist by M. Gortat),32,27
126,2,8:30.0,San Antonio full timeout,,32,27
127,2,8:30.0,L. Aldridge enters the game for K. Anderson,,32,27
128,2,8:30.0,K. Leonard enters the game for D. Bertāns,,32,27
129,2,8:19.0,D. Green misses 3-pt jump shot from 25 ft,,32,27
130,2,8:18.0,,Defensive rebound by M. Gortat,32,27
131,2,8:04.0,,J. Wall misses 2-pt jump shot from 16 ft,32,27
132,2,8:02.0,Defensive rebound by P. Gasol,,32,27
133,2,7:52.0,T. Parker misses 2-pt layup from 2 ft,,32,27
134,2,7:51.0,Offensive rebound by T. Parker,,32,27
135,2,7:51.0,Shooting foul by M. Gortat (drawn by T. Parker),,32,27
136,2,7:51.0,T. Parker makes free throw 1 of 2,,33,27
137,2,7:51.0,T. Parker makes free throw 2 of 2,,34,27
138,2,7:41.0,,J. Smith misses 2-pt jump shot from 19 ft,34,27
139,2,7:40.0,,Offensive rebound by O. Porter,34,27
140,2,7:37.0,,O. Porter misses 2-pt layup from 2 ft,34,27
141,2,7:36.0,Defensive rebound by P. Gasol,,34,27
142,2,7:32.0,T. Parker makes 2-pt jump shot from 4 ft,,36,27
143,2,7:32.0,Shooting foul by J. Smith (drawn by T. Parker),,36,27
144,2,7:32.0,,M. Morris enters the game for J. Smith,36,27
145,2,7:32.0,T. Parker makes free throw 1 of 1,,37,27
146,2,7:19.0,,M. Gortat misses 2-pt jump shot from 4 ft,37,27
147,2,7:18.0,Defensive rebound by P. Gasol,,37,27
148,2,7:13.0,Turnover by K. Leonard (lost ball; steal by O. Porter),,37,27
149,2,7:04.0,,M. Morris misses 3-pt jump shot from 24 ft,37,27
150,2,7:03.0,Defensive rebound by D. Green,,37,27
151,2,6:52.0,Turnover by P. Gasol (lost ball; steal by M. Thornton),,37,27
152,2,6:46.0,,O. Porter makes 2-pt dunk at rim (assist by M. Thornton),37,29
153,2,6:22.0,T. Parker makes 2-pt jump shot from 10 ft,,39,29
154,2,6:13.0,,Turnover by M. Gortat (lost ball; steal by K. Leonard),39,29
155,2,6:03.0,Shooting foul by J. Wall (drawn by K. Leonard),,39,29
156,2,6:03.0,K. Leonard makes free throw 1 of 2,,40,29
157,2,6:03.0,,B. Beal enters the game for M. Thornton,40,29
158,2,6:03.0,K. Leonard makes free throw 2 of 2,,41,29
159,2,6:03.0,,Washington full timeout,41,29
160,2,5:51.0,,M. Morris misses 2-pt jump shot from 3 ft,41,29
161,2,5:51.0,,Offensive rebound by Team,41,29
162,2,5:40.0,,B. Beal misses 2-pt layup from 3 ft (block by D. Green),41,29
163,2,5:37.0,Defensive rebound by L. Aldridge,,41,29
164,2,5:19.0,L. Aldridge misses 2-pt jump shot from 8 ft,,41,29
165,2,5:18.0,,Defensive rebound by O. Porter,41,29
166,2,5:10.0,,B. Beal misses 3-pt jump shot from 23 ft,41,29
167,2,5:09.0,Defensive rebound by P. Gasol,,41,29
168,2,4:48.0,K. Leonard misses 3-pt jump shot from 23 ft,,41,29
169,2,4:47.0,,Defensive rebound by O. Porter,41,29
170,2,4:42.0,,B. Beal makes 2-pt dunk at rim (assist by O. Porter),41,31
171,2,4:25.0,T. Parker makes 2-pt jump shot from 20 ft,,43,31
172,2,4:14.0,,Personal foul by D. Green (drawn by B. Beal),43,31
173,2,4:14.0,P. Mills enters the game for T. Parker,,43,31
174,2,4:14.0,D. Lee enters the game for P. Gasol,,43,31
175,2,4:09.0,,B. Beal misses 2-pt jump shot from 20 ft,43,31
176,2,4:07.0,,Offensive rebound by B. Beal,43,31
177,2,4:00.0,,O. Porter makes 2-pt layup from 1 ft,43,33
178,2,3:42.0,K. Leonard misses 2-pt layup from 1 ft,,43,33
179,2,3:40.0,,Defensive rebound by B. Beal,43,33
180,2,3:34.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),43,36
181,2,3:33.0,San Antonio full timeout,,43,36
182,2,3:11.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),,46,36
183,2,3:00.0,,O. Porter makes 2-pt jump shot from 19 ft,46,38
184,2,2:43.0,L. Aldridge makes 2-pt hook shot from 7 ft,,48,38
185,2,2:34.0,,J. Wall misses 2-pt jump shot from 13 ft,48,38
186,2,2:33.0,Defensive rebound by P. Mills,,48,38
187,2,2:26.0,Official timeout,,48,38
188,2,2:26.0,J. Simmons enters the game for D. Green,,48,38
189,2,2:20.0,J. Simmons makes 3-pt jump shot from 26 ft (assist by P. Mills),,51,38
190,2,2:01.0,,Personal block foul by J. Simmons (drawn by J. Wall),51,38
191,2,1:51.0,,B. Beal misses 3-pt jump shot from 27 ft,51,38
192,2,1:49.0,Defensive rebound by D. Lee,,51,38
193,2,1:31.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by K. Leonard),,53,38
194,2,1:20.0,,B. Beal makes 2-pt jump shot from 13 ft,53,40
195,2,0:58.0,Personal take foul by O. Porter (drawn by L. Aldridge),,53,40
196,2,0:58.0,L. Aldridge makes free throw 1 of 2,,54,40
197,2,0:58.0,L. Aldridge misses free throw 2 of 2,,54,40
198,2,0:55.0,,Defensive rebound by M. Gortat,54,40
199,2,0:48.0,,M. Gortat makes 2-pt hook shot from 5 ft (assist by B. Beal),54,42
200,2,0:29.0,K. Leonard misses 3-pt jump shot from 25 ft,,54,42
201,2,0:27.0,,Defensive rebound by J. Wall,54,42
202,2,0:10.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),54,44
203,2,0:01.0,K. Leonard misses 2-pt jump shot from 13 ft,,54,44
204,2,0:00.0,Offensive rebound by Team,,54,44
205,3,11:44.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Leonard),,57,44
206,3,11:26.0,,Turnover by J. Wall (lost ball; steal by K. Leonard),57,44
207,3,11:19.0,K. Leonard makes 2-pt dunk at rim,,59,44
208,3,11:08.0,,M. Morris misses 2-pt layup from 1 ft,59,44
209,3,11:07.0,,Offensive rebound by M. Morris,59,44
210,3,11:06.0,,Shooting foul by T. Parker (drawn by M. Morris),59,44
211,3,11:06.0,,M. Morris makes free throw 1 of 2,59,45
212,3,11:06.0,,M. Morris makes free throw 2 of 2,59,46
213,3,10:44.0,L. Aldridge misses 2-pt jump shot from 17 ft,,59,46
214,3,10:43.0,,Defensive rebound by J. Wall,59,46
215,3,10:32.0,,M. Morris makes 2-pt dunk at rim (assist by J. Wall),59,48
216,3,10:11.0,Turnover by T. Parker (lost ball),,59,48
217,3,10:04.0,,Shooting foul by P. Gasol (drawn by J. Wall),59,48
218,3,10:04.0,,J. Wall misses free throw 1 of 2,59,48
219,3,10:04.0,,Offensive rebound by Team,59,48
220,3,10:04.0,,J. Wall makes free throw 2 of 2,59,49
221,3,9:41.0,L. Aldridge makes 2-pt jump shot from 20 ft (assist by D. Green),,61,49
222,3,9:25.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Morris),61,52
223,3,9:22.0,San Antonio full timeout,,61,52
224,3,9:12.0,Personal foul by O. Porter (drawn by K. Leonard),,61,52
225,3,9:02.0,Turnover by K. Leonard (lost ball; steal by M. Morris),,61,52
226,3,8:58.0,,Offensive foul by O. Porter (drawn by D. Green),61,52
227,3,8:58.0,,Turnover by O. Porter (offensive foul),61,52
228,3,8:37.0,T. Parker makes 2-pt jump shot from 20 ft,,63,52
229,3,8:17.0,,M. Morris makes 3-pt jump shot from 25 ft (assist by B. Beal),63,55
230,3,8:08.0,Personal foul by J. Wall (drawn by T. Parker),,63,55
231,3,8:01.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by T. Parker),,65,55
232,3,7:44.0,,M. Morris misses 2-pt jump shot from 17 ft,65,55
233,3,7:43.0,Defensive rebound by P. Gasol,,65,55
234,3,7:33.0,Personal foul by M. Morris (drawn by L. Aldridge),,65,55
235,3,7:30.0,Personal foul by M. Morris (drawn by L. Aldridge),,65,55
236,3,7:30.0,,Technical foul by M. Morris,65,55
237,3,7:30.0,,Technical foul by M. Morris,65,55
238,3,7:30.0,K. Leonard makes technical free throw,,66,55
239,3,7:30.0,,J. Smith enters the game for M. Morris,65,55
240,3,7:30.0,K. Leonard makes technical free throw,,67,55
241,3,7:17.0,L. Aldridge misses 2-pt jump shot from 9 ft,,67,55
242,3,7:16.0,,Defensive rebound by B. Beal,67,55
243,3,7:05.0,,J. Smith misses 2-pt jump shot from 18 ft,67,55
244,3,7:03.0,Defensive rebound by D. Green,,67,55
245,3,6:55.0,T. Parker misses 2-pt jump shot from 13 ft,,67,55
246,3,6:55.0,,Defensive rebound by J. Smith,67,55
247,3,6:47.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),67,57
248,3,6:27.0,K. Leonard misses 3-pt jump shot from 23 ft,,67,57
249,3,6:27.0,,Defensive rebound by O. Porter,67,57
250,3,6:22.0,,B. Beal makes 2-pt layup from 2 ft (assist by O. Porter),67,59
251,3,6:02.0,T. Parker makes 2-pt jump shot from 19 ft,,69,59
252,3,5:55.0,,J. Wall makes 2-pt layup from 1 ft,69,61
253,3,5:55.0,,Shooting foul by L. Aldridge (drawn by J. Wall),69,61
254,3,5:55.0,,J. Wall makes free throw 1 of 1,69,62
255,3,5:34.0,K. Leonard makes 2-pt jump shot from 12 ft,,71,62
256,3,5:34.0,Shooting foul by J. Wall (drawn by K. Leonard),,71,62
257,3,5:34.0,K. Leonard misses free throw 1 of 1,,71,62
258,3,5:34.0,D. Lee enters the game for P. Gasol,,71,62
259,3,5:34.0,P. Mills enters the game for T. Parker,,71,62
260,3,5:32.0,,Defensive rebound by M. Gortat,71,62
261,3,5:19.0,,J. Wall misses 2-pt jump shot from 12 ft,71,62
262,3,5:18.0,,Offensive rebound by M. Gortat,71,62
263,3,5:15.0,,J. Wall misses 2-pt jump shot from 7 ft,71,62
264,3,5:14.0,Defensive rebound by D. Lee,,71,62
265,3,5:01.0,J. Simmons enters the game for K. Leonard,,71,62
266,3,4:51.0,L. Aldridge makes 3-pt jump shot from 26 ft (assist by D. Green),,74,62
267,3,4:43.0,,Personal foul by J. Simmons (drawn by O. Porter),74,62
268,3,4:31.0,,B. Beal makes 2-pt jump shot from 10 ft,74,64
269,3,4:09.0,Shooting foul by O. Porter (drawn by L. Aldridge),,74,64
270,3,4:09.0,L. Aldridge makes free throw 1 of 2,,75,64
271,3,4:09.0,L. Aldridge makes free throw 2 of 2,,76,64
272,3,4:05.0,,Washington full timeout,76,64
273,3,4:05.0,,T. Satoranský enters the game for O. Porter,76,64
274,3,4:05.0,D. Bertāns enters the game for L. Aldridge,,76,64
275,3,3:50.0,,M. Gortat makes 2-pt layup from 2 ft (assist by T. Satoranský),76,66
276,3,3:40.0,Personal foul by M. Gortat,,76,66
277,3,3:40.0,P. Mills makes free throw 1 of 2,,77,66
278,3,3:40.0,,I. Mahinmi enters the game for M. Gortat,77,66
279,3,3:40.0,P. Mills makes free throw 2 of 2,,78,66
280,3,3:29.0,,J. Wall makes 2-pt layup from 1 ft,78,68
281,3,3:16.0,Turnover by D. Lee (bad pass),,78,68
282,3,3:08.0,,B. Beal misses 3-pt jump shot from 23 ft,78,68
283,3,3:07.0,Defensive rebound by D. Bertāns,,78,68
284,3,2:57.0,Turnover by P. Mills (bad pass; steal by T. Satoranský),,78,68
285,3,2:53.0,,Personal foul by J. Simmons (drawn by J. Wall),78,68
286,3,2:53.0,,J. Wall makes free throw 1 of 2,78,69
287,3,2:53.0,,J. Wall misses free throw 2 of 2,78,69
288,3,2:53.0,K. Leonard enters the game for D. Green,,78,69
289,3,2:53.0,,M. Thornton enters the game for B. Beal,78,69
290,3,2:51.0,Defensive rebound by D. Lee,,78,69
291,3,2:31.0,P. Mills makes 3-pt jump shot from 24 ft (assist by J. Simmons),,81,69
292,3,2:20.0,,T. Satoranský misses 3-pt jump shot from 22 ft,81,69
293,3,2:18.0,Defensive rebound by D. Lee,,81,69
294,3,2:14.0,J. Simmons makes 2-pt dunk at rim (assist by K. Leonard),,83,69
295,3,2:14.0,,Washington full timeout,83,69
296,3,2:07.0,,Turnover by I. Mahinmi (lost ball; steal by J. Simmons),83,69
297,3,2:07.0,,Loose ball foul by I. Mahinmi (drawn by J. Simmons),83,69
298,3,2:07.0,J. Simmons makes free throw 1 of 2,,84,69
299,3,2:07.0,J. Simmons makes free throw 2 of 2,,85,69
300,3,1:58.0,,Personal foul by J. Simmons (drawn by J. Wall),85,69
301,3,1:58.0,,J. Wall makes free throw 1 of 2,85,70
302,3,1:58.0,K. Anderson enters the game for J. Simmons,,85,70
303,3,1:58.0,,J. Wall makes free throw 2 of 2,85,71
304,3,1:35.0,D. Bertāns misses 3-pt jump shot from 26 ft,,85,71
305,3,1:35.0,,Defensive rebound by M. Thornton,85,71
306,3,1:30.0,,J. Wall makes 2-pt layup from 2 ft (assist by M. Thornton),85,73
307,3,1:14.0,K. Leonard makes 2-pt jump shot from 17 ft,,87,73
308,3,1:01.0,,J. Smith makes 2-pt jump shot from 18 ft (assist by T. Satoranský),87,75
309,3,0:44.0,Shooting foul by T. Satoranský (drawn by K. Leonard),,87,75
310,3,0:44.0,K. Leonard misses free throw 1 of 2,,87,75
311,3,0:44.0,Offensive rebound by Team,,87,75
312,3,0:44.0,K. Leonard makes free throw 2 of 2,,88,75
313,3,0:36.0,,Shooting foul by D. Lee (drawn by I. Mahinmi),88,75
314,3,0:36.0,,I. Mahinmi makes free throw 1 of 2,88,76
315,3,0:36.0,,I. Mahinmi misses free throw 2 of 2,88,76
316,3,0:32.0,,Offensive rebound by M. Thornton,88,76
317,3,0:11.0,,J. Wall misses 3-pt jump shot from 26 ft,88,76
318,3,0:11.0,,Offensive rebound by Team,88,76
319,3,0:11.0,,Turnover by Team (shot clock),88,76
320,3,0:02.0,Personal foul by T. Satoranský (drawn by K. Leonard),,88,76
321,3,0:02.0,K. Leonard makes free throw 1 of 2,,89,76
322,3,0:02.0,K. Leonard makes free throw 2 of 2,,90,76
323,4,11:39.0,,Personal foul by P. Gasol (drawn by I. Mahinmi),90,76
324,4,11:39.0,D. Lee enters the game for D. Bertāns,,90,76
325,4,11:25.0,,J. Smith misses 3-pt jump shot from 23 ft,90,76
326,4,11:25.0,,Offensive rebound by T. Satoranský,90,76
327,4,11:25.0,,Turnover by Team (shot clock),90,76
328,4,11:00.0,P. Gasol makes 2-pt hook shot from 6 ft (assist by J. Simmons),,92,76
329,4,10:43.0,,Turnover by T. Satoranský (bad pass; steal by J. Simmons),92,76
330,4,10:28.0,Turnover by J. Simmons (lost ball; steal by B. Beal),,92,76
331,4,10:24.0,,M. Thornton misses 2-pt layup at rim (block by J. Simmons),92,76
332,4,10:23.0,Defensive rebound by D. Green,,92,76
333,4,9:56.0,P. Mills misses 3-pt jump shot from 25 ft,,92,76
334,4,9:54.0,,Defensive rebound by I. Mahinmi,92,76
335,4,9:47.0,,B. Beal misses 3-pt jump shot from 27 ft,92,76
336,4,9:42.0,,Offensive rebound by J. Smith,92,76
337,4,9:34.0,,B. Beal makes 2-pt jump shot from 14 ft,92,78
338,4,9:19.0,Personal foul by I. Mahinmi (drawn by P. Gasol),,92,78
339,4,9:19.0,,O. Porter enters the game for J. Smith,92,78
340,4,9:19.0,,T. Burke enters the game for T. Satoranský,92,78
341,4,9:15.0,P. Mills misses 2-pt jump shot from 19 ft,,92,78
342,4,9:13.0,,Defensive rebound by M. Thornton,92,78
343,4,8:58.0,,I. Mahinmi misses 2-pt layup from 2 ft (block by D. Lee),92,78
344,4,8:56.0,,Offensive rebound by B. Beal,92,78
345,4,8:50.0,,B. Beal misses 2-pt layup from 2 ft (block by D. Lee),92,78
346,4,8:49.0,Defensive rebound by P. Mills,,92,78
347,4,8:45.0,J. Simmons makes 2-pt dunk at rim (assist by P. Mills),,94,78
348,4,8:45.0,,Washington full timeout,94,78
349,4,8:45.0,T. Parker enters the game for D. Lee,,94,78
350,4,8:45.0,L. Aldridge enters the game for P. Mills,,94,78
351,4,8:45.0,K. Leonard enters the game for J. Simmons,,94,78
352,4,8:45.0,,M. Gortat enters the game for I. Mahinmi,94,78
353,4,8:29.0,,O. Porter makes 2-pt jump shot from 11 ft (assist by B. Beal),94,80
354,4,8:13.0,L. Aldridge makes 2-pt dunk at rim (assist by P. Gasol),,96,80
355,4,7:55.0,,Turnover by M. Thornton (lost ball; steal by P. Gasol),96,80
356,4,7:44.0,Shooting foul by O. Porter (drawn by L. Aldridge),,96,80
357,4,7:44.0,L. Aldridge makes free throw 1 of 2,,97,80
358,4,7:44.0,J. Simmons enters the game for D. Green,,97,80
359,4,7:44.0,L. Aldridge makes free throw 2 of 2,,98,80
360,4,7:36.0,,T. Burke makes 2-pt layup from 1 ft (assist by B. Beal),98,82
361,4,7:21.0,L. Aldridge misses 2-pt jump shot from 4 ft,,98,82
362,4,7:20.0,Offensive rebound by L. Aldridge,,98,82
363,4,7:20.0,L. Aldridge makes 2-pt layup from 1 ft,,100,82
364,4,7:02.0,,B. Beal makes 2-pt jump shot from 13 ft,100,84
365,4,6:42.0,T. Parker makes 3-pt jump shot from 23 ft (assist by K. Leonard),,103,84
366,4,6:31.0,,T. Burke makes 2-pt jump shot from 17 ft,103,86
367,4,6:14.0,Turnover by L. Aldridge (bad pass; steal by O. Porter),,103,86
368,4,6:08.0,,B. Beal makes 2-pt layup from 1 ft,103,88
369,4,6:08.0,San Antonio full timeout,,103,88
370,4,6:08.0,,J. Wall enters the game for M. Thornton,103,88
371,4,5:46.0,L. Aldridge misses 3-pt jump shot from 26 ft,,103,88
372,4,5:44.0,Offensive rebound by J. Simmons,,103,88
373,4,5:44.0,J. Simmons makes 2-pt dunk at rim,,105,88
374,4,5:20.0,,T. Burke misses 3-pt jump shot from 25 ft,105,88
375,4,5:18.0,Defensive rebound by P. Gasol,,105,88
376,4,4:59.0,K. Leonard misses 2-pt layup from 2 ft,,105,88
377,4,4:58.0,Offensive rebound by P. Gasol,,105,88
378,4,4:58.0,P. Gasol makes 2-pt jump shot from 7 ft,,107,88
379,4,4:48.0,,Turnover by J. Wall (lost ball),107,88
380,4,4:31.0,J. Simmons misses 3-pt jump shot from 25 ft,,107,88
381,4,4:31.0,,Defensive rebound by M. Gortat,107,88
382,4,4:22.0,,T. Burke misses 2-pt jump shot from 16 ft,107,88
383,4,4:20.0,,Offensive rebound by M. Gortat,107,88
384,4,4:14.0,,J. Wall makes 2-pt jump shot from 17 ft,107,90
385,4,3:47.0,T. Parker misses 2-pt jump shot from 9 ft,,107,90
386,4,3:46.0,Offensive rebound by L. Aldridge,,107,90
