,QUARTER,TIME_REMAINING,NEW YORK_ACTION,INDIANA_ACTION,NEW YORK_SCORE,INDIANA_SCORE
0,1,11:43.0,Shooting foul by M. Turner (drawn by J. Noah),,0,0
1,1,11:43.0,J. Noah misses free throw 1 of 2,,0,0
2,1,11:43.0,Offensive rebound by Team,,0,0
3,1,11:43.0,J. Noah misses free throw 2 of 2,,0,0
4,1,11:42.0,,Defensive rebound by G. Robinson,0,0
5,1,11:28.0,,M. Turner makes 2-pt jump shot from 17 ft (assist by J. Teague),0,2
6,1,11:09.0,D. Rose makes 2-pt jump shot from 16 ft,,2,2
7,1,10:56.0,,G. Robinson misses 2-pt jump shot from 20 ft,2,2
8,1,10:56.0,Defensive rebound by D. Rose,,2,2
9,1,10:35.0,D. Rose makes 2-pt layup from 3 ft (assist by J. Noah),,4,2
10,1,10:27.0,,Shooting foul by C. Lee (drawn by J. Teague),4,2
11,1,10:27.0,,J. Teague makes free throw 1 of 2,4,3
12,1,10:27.0,,J. Teague makes free throw 2 of 2,4,4
13,1,10:12.0,Turnover by K. Porziņģis (bad pass; steal by T. Young),,4,4
14,1,10:07.0,,J. Teague misses 3-pt jump shot from 26 ft,4,4
15,1,10:06.0,Defensive rebound by J. Noah,,4,4
16,1,9:54.0,Turnover by K. Porziņģis (bad pass; steal by P. George),,4,4
17,1,9:48.0,,T. Young makes 2-pt layup from 4 ft (assist by P. George),4,6
18,1,9:34.0,C. Anthony misses 2-pt jump shot from 8 ft,,4,6
19,1,9:34.0,,Defensive rebound by J. Teague,4,6
20,1,9:27.0,,M. Turner misses 3-pt jump shot from 27 ft,4,6
21,1,9:26.0,Defensive rebound by C. Lee,,4,6
22,1,9:15.0,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by C. Lee),,7,6
23,1,9:03.0,,P. George misses 2-pt jump shot from 16 ft,7,6
24,1,9:03.0,Defensive rebound by K. Porziņģis,,7,6
25,1,8:51.0,J. Noah makes 2-pt dunk from 3 ft (assist by K. Porziņģis),,9,6
26,1,8:37.0,,P. George makes 3-pt jump shot from 26 ft (assist by J. Teague),9,9
27,1,8:25.0,Offensive foul by J. Noah (drawn by P. George),,9,9
28,1,8:25.0,Turnover by J. Noah (offensive foul),,9,9
