,QUARTER,TIME_REMAINING,DETROIT_ACTION,CHICAGO_ACTION,DETROIT_SCORE,CHICAGO_SCORE
41,1,4:25.0,,Defensive rebound by T. Gibson,10,25
42,1,3:47.0,,R. Lopez misses 2-pt hook shot from 4 ft,10,25
43,1,3:46.0,Defensive rebound by A. Drummond,,10,25
44,1,3:40.0,T. Harris makes 3-pt jump shot from 25 ft (assist by R. Jackson),,13,25
45,1,3:39.0,,Chicago full timeout,13,25
46,1,3:39.0,,D. McDermott enters the game for T. Gibson,13,25
47,1,3:39.0,,N. Mirotić enters the game for D. Wade,13,25
48,1,3:39.0,J. Leuer enters the game for T. Harris,,13,25
49,1,3:22.0,,Turnover by R. Lopez (3 sec),13,25
50,1,3:13.0,Personal foul by N. Mirotić (drawn by J. Leuer),,13,25
51,1,3:07.0,A. Drummond misses 2-pt layup from 4 ft,,13,25
52,1,3:06.0,,Defensive rebound by R. Rondo,13,25
53,1,2:54.0,,D. McDermott makes 2-pt jump shot from 7 ft (assist by N. Mirotić),13,27
54,1,2:39.0,K. Caldwell-Pope makes 2-pt layup from 3 ft (assist by J. Leuer),,15,27
55,1,2:34.0,,Turnover by R. Rondo (bad pass; steal by R. Jackson),15,27
56,1,2:23.0,M. Morris misses 2-pt layup from 3 ft (block by N. Mirotić),,15,27
57,1,2:21.0,,Defensive rebound by Team,15,27
58,1,2:15.0,,Personal foul by K. Caldwell-Pope (drawn by D. McDermott),15,27
59,1,2:04.0,,D. McDermott makes 2-pt jump shot from 12 ft (assist by J. Butler),15,29
60,1,1:37.0,M. Morris misses 3-pt jump shot from 25 ft,,15,29
61,1,1:37.0,,Defensive rebound by R. Rondo,15,29
62,1,1:16.0,,N. Mirotić makes 2-pt jump shot from 20 ft,15,31
63,1,0:56.0,K. Caldwell-Pope makes 2-pt dunk at rim,,17,31
64,1,0:46.0,,D. McDermott makes 2-pt jump shot from 10 ft (assist by R. Rondo),17,33
65,1,0:39.0,Shooting foul by R. Rondo (drawn by M. Morris),,17,33
66,1,0:39.0,M. Morris makes free throw 1 of 2,,18,33
67,1,0:39.0,A. Baynes enters the game for A. Drummond,,18,33
68,1,0:39.0,,C. Felício enters the game for R. Lopez,18,33
69,1,0:39.0,M. Morris makes free throw 2 of 2,,19,33
70,1,0:13.0,,N. Mirotić makes 2-pt jump shot from 21 ft (assist by R. Rondo),19,35
71,1,0:00.0,M. Morris misses 2-pt jump shot from 22 ft,,19,35
72,1,0:00.0,Offensive rebound by J. Leuer,,19,35
73,2,11:45.0,K. Caldwell-Pope misses 2-pt jump shot from 20 ft,,19,35
74,2,11:43.0,,Defensive rebound by N. Mirotić,19,35
75,2,11:25.0,,D. Wade misses 2-pt jump shot from 19 ft,19,35
76,2,11:24.0,Defensive rebound by J. Leuer,,19,35
77,2,11:15.0,J. Leuer misses 3-pt jump shot from 26 ft,,19,35
78,2,11:14.0,,Defensive rebound by N. Mirotić,19,35
79,2,11:06.0,,C. Felício makes 2-pt layup from 1 ft (assist by J. Grant),19,37
80,2,11:03.0,Turnover by I. Smith (traveling),,19,37
81,2,10:52.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by D. Wade),19,40
82,2,10:49.0,Detroit full timeout,,19,40
83,2,10:41.0,Turnover by J. Leuer (bad pass; steal by D. Wade),,19,40
84,2,10:37.0,,D. Wade makes 2-pt dunk at rim,19,42
85,2,10:13.0,I. Smith misses 2-pt jump shot from 20 ft,,19,42
86,2,10:12.0,,Defensive rebound by D. McDermott,19,42
87,2,9:58.0,,J. Grant misses 2-pt jump shot from 16 ft,19,42
88,2,9:57.0,,Offensive rebound by C. Felício,19,42
89,2,9:54.0,,N. Mirotić misses 3-pt jump shot from 25 ft,19,42
90,2,9:54.0,,Offensive rebound by Team,19,42
91,2,9:54.0,Loose ball foul by A. Baynes (drawn by C. Felício),,19,42
92,2,9:54.0,S. Johnson enters the game for K. Caldwell-Pope,,19,42
93,2,9:37.0,,D. McDermott makes 3-pt jump shot from 24 ft (assist by N. Mirotić),19,45
94,2,9:14.0,A. Baynes makes 2-pt layup from 2 ft (assist by S. Johnson),,21,45
95,2,9:04.0,,Turnover by N. Mirotić (offensive foul),21,45
96,2,9:04.0,Offensive charge foul by N. Mirotić (drawn by A. Baynes),,21,45
97,2,8:51.0,I. Smith makes 2-pt jump shot from 19 ft,,23,45
98,2,8:34.0,,Turnover by J. Grant (bad pass),23,45
99,2,8:23.0,Def 3 sec tech foul by C. Felício,,23,45
100,2,8:23.0,T. Harris makes technical free throw,,24,45
101,2,8:08.0,S. Johnson misses 3-pt jump shot from 26 ft,,24,45
102,2,8:07.0,Offensive rebound by I. Smith,,24,45
103,2,8:06.0,Shooting foul by C. Felício (drawn by A. Baynes),,24,45
104,2,8:06.0,A. Baynes makes free throw 1 of 2,,25,45
105,2,8:06.0,A. Baynes makes free throw 2 of 2,,26,45
106,2,7:57.0,,Personal foul by S. Johnson (drawn by D. Wade),26,45
107,2,7:50.0,,D. McDermott misses 2-pt jump shot from 20 ft,26,45
108,2,7:50.0,Defensive rebound by T. Harris,,26,45
109,2,7:40.0,I. Smith misses 2-pt layup from 2 ft (block by J. Grant),,26,45
110,2,7:39.0,,Defensive rebound by N. Mirotić,26,45
111,2,7:36.0,,D. McDermott makes 2-pt dunk at rim (assist by D. Wade),26,47
112,2,7:21.0,I. Smith misses 2-pt jump shot from 6 ft,,26,47
113,2,7:20.0,,Defensive rebound by C. Felício,26,47
114,2,7:12.0,,N. Mirotić makes 3-pt jump shot from 26 ft (assist by J. Grant),26,50
115,2,6:45.0,J. Leuer makes 2-pt layup from 2 ft (assist by I. Smith),,28,50
116,2,6:22.0,,N. Mirotić misses 3-pt jump shot from 25 ft,28,50
117,2,6:21.0,Defensive rebound by S. Johnson,,28,50
118,2,6:08.0,S. Johnson misses 2-pt jump shot from 15 ft,,28,50
119,2,6:07.0,,Defensive rebound by D. Wade,28,50
120,2,6:00.0,,D. Wade makes 2-pt jump shot from 10 ft,28,52
121,2,6:00.0,,Shooting foul by A. Baynes (drawn by D. Wade),28,52
122,2,6:00.0,M. Morris enters the game for J. Leuer,,28,52
123,2,6:00.0,,J. Butler enters the game for D. McDermott,28,52
124,2,6:00.0,A. Drummond enters the game for A. Baynes,,28,52
125,2,6:00.0,R. Jackson enters the game for I. Smith,,28,52
126,2,6:00.0,,R. Lopez enters the game for C. Felício,28,52
127,2,6:00.0,,D. Wade makes free throw 1 of 1,28,53
128,2,5:40.0,A. Drummond misses 2-pt hook shot from 6 ft,,28,53
129,2,5:39.0,,Defensive rebound by D. Wade,28,53
130,2,5:28.0,,D. Wade misses 2-pt jump shot from 20 ft,28,53
131,2,5:27.0,Defensive rebound by T. Harris,,28,53
132,2,5:14.0,T. Harris misses 2-pt jump shot from 17 ft,,28,53
133,2,5:13.0,,Defensive rebound by N. Mirotić,28,53
134,2,4:55.0,,R. Lopez makes 2-pt hook shot from 7 ft,28,55
135,2,4:39.0,R. Jackson misses 2-pt jump shot from 8 ft,,28,55
136,2,4:35.0,Offensive rebound by A. Drummond,,28,55
137,2,4:33.0,A. Drummond makes 2-pt hook shot from 8 ft,,30,55
138,2,4:12.0,,J. Grant misses 2-pt layup from 2 ft,30,55
139,2,4:11.0,,Offensive rebound by J. Butler,30,55
140,2,4:11.0,,J. Butler makes 2-pt layup from 1 ft,30,57
141,2,4:03.0,Detroit full timeout,,30,57
142,2,4:03.0,Detroit full timeout,,30,57
143,2,4:03.0,K. Caldwell-Pope enters the game for S. Johnson,,30,57
144,2,4:03.0,,R. Rondo enters the game for D. Wade,30,57
145,2,4:03.0,,T. Gibson enters the game for N. Mirotić,30,57
146,2,4:03.0,,D. McDermott enters the game for J. Grant,30,57
147,2,3:51.0,K. Caldwell-Pope makes 2-pt jump shot from 19 ft (assist by T. Harris),,32,57
148,2,3:28.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by D. McDermott),32,59
149,2,3:11.0,T. Harris misses 3-pt jump shot from 25 ft,,32,59
150,2,3:10.0,,Defensive rebound by R. Lopez,32,59
151,2,2:58.0,,T. Gibson makes 2-pt jump shot from 14 ft (assist by R. Rondo),32,61
152,2,2:33.0,R. Jackson misses 3-pt jump shot from 27 ft,,32,61
153,2,2:32.0,,Defensive rebound by R. Rondo,32,61
154,2,2:27.0,,J. Butler makes 2-pt dunk at rim (assist by R. Rondo),32,63
155,2,2:06.0,M. Morris misses 3-pt jump shot from 25 ft,,32,63
156,2,2:05.0,,Defensive rebound by R. Rondo,32,63
157,2,1:51.0,,T. Gibson makes 2-pt jump shot from 14 ft (assist by R. Rondo),32,65
158,2,1:36.0,Shooting foul by R. Lopez (drawn by R. Jackson),,32,65
159,2,1:36.0,,Chicago full timeout,32,65
160,2,1:36.0,R. Jackson makes free throw 1 of 2,,33,65
161,2,1:36.0,R. Jackson makes free throw 2 of 2,,34,65
162,2,1:19.0,,T. Gibson makes 2-pt jump shot from 10 ft,34,67
163,2,1:01.0,T. Harris misses 2-pt layup from 2 ft (block by T. Gibson),,34,67
164,2,0:59.0,Offensive rebound by T. Harris,,34,67
165,2,0:57.0,Turnover by T. Harris (bad pass; steal by R. Rondo),,34,67
166,2,0:46.0,,D. McDermott misses 2-pt jump shot from 22 ft,34,67
167,2,0:45.0,Defensive rebound by K. Caldwell-Pope,,34,67
168,2,0:34.0,R. Jackson misses 2-pt jump shot from 5 ft,,34,67
169,2,0:33.0,Offensive rebound by M. Morris,,34,67
170,2,0:33.0,M. Morris misses 2-pt layup from 2 ft,,34,67
171,2,0:32.0,,Defensive rebound by R. Lopez,34,67
172,2,0:26.0,,T. Gibson makes 2-pt layup from 1 ft,34,69
173,2,0:03.0,Turnover by R. Jackson (bad pass; steal by T. Gibson),,34,69
174,3,11:47.0,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),,36,69
175,3,11:41.0,,R. Lopez misses 2-pt hook shot from 1 ft,36,69
176,3,11:40.0,Defensive rebound by R. Jackson,,36,69
177,3,11:24.0,Shooting foul by R. Lopez (drawn by A. Drummond),,36,69
178,3,11:24.0,A. Drummond misses free throw 1 of 2,,36,69
179,3,11:24.0,Offensive rebound by Team,,36,69
180,3,11:24.0,A. Drummond makes free throw 2 of 2,,37,69
181,3,11:03.0,,Turnover by D. Wade (bad pass; steal by R. Jackson),37,69
182,3,10:48.0,Shooting foul by R. Rondo (drawn by R. Jackson),,37,69
183,3,10:48.0,R. Jackson makes free throw 1 of 2,,38,69
184,3,10:48.0,R. Jackson misses free throw 2 of 2,,38,69
185,3,10:48.0,,Defensive rebound by T. Gibson,38,69
186,3,10:41.0,,T. Gibson makes 2-pt jump shot from 17 ft (assist by R. Rondo),38,71
187,3,10:17.0,T. Harris makes 2-pt jump shot from 16 ft,,40,71
188,3,9:57.0,,D. Wade misses 2-pt jump shot from 20 ft,40,71
189,3,9:56.0,Defensive rebound by Team,,40,71
190,3,9:43.0,Turnover by M. Morris (bad pass; steal by J. Butler),,40,71
191,3,9:35.0,,R. Rondo makes 2-pt layup from 3 ft,40,73
192,3,9:35.0,Violation by T. Harris (def goaltending),,40,73
193,3,9:29.0,Turnover by R. Jackson (lost ball; steal by R. Rondo),,40,73
194,3,9:19.0,,J. Butler misses 2-pt jump shot from 14 ft,40,73
195,3,9:18.0,Defensive rebound by A. Drummond,,40,73
196,3,9:01.0,A. Drummond makes 2-pt hook shot from 8 ft,,42,73
197,3,8:42.0,,Shooting foul by M. Morris (drawn by J. Butler),42,73
198,3,8:42.0,,J. Butler makes free throw 1 of 2,42,74
199,3,8:42.0,,J. Butler makes free throw 2 of 2,42,75
200,3,8:26.0,A. Drummond misses 2-pt hook shot from 14 ft,,42,75
201,3,8:25.0,,Defensive rebound by T. Gibson,42,75
202,3,8:18.0,,R. Lopez makes 2-pt hook shot from 7 ft (assist by R. Rondo),42,77
203,3,8:06.0,R. Jackson makes 2-pt layup from 2 ft,,44,77
204,3,7:50.0,,T. Gibson makes 2-pt jump shot from 18 ft (assist by R. Rondo),44,79
205,3,7:46.0,Detroit full timeout,,44,79
206,3,7:30.0,T. Harris misses 2-pt jump shot from 18 ft,,44,79
207,3,7:29.0,,Defensive rebound by D. Wade,44,79
208,3,7:11.0,,Turnover by R. Rondo (bad pass; steal by A. Drummond),44,79
209,3,7:05.0,Personal foul by R. Lopez (drawn by A. Drummond),,44,79
210,3,6:58.0,R. Jackson makes 2-pt jump shot from 19 ft,,46,79
211,3,6:39.0,,R. Rondo misses 3-pt jump shot from 26 ft,46,79
212,3,6:37.0,,Offensive rebound by R. Lopez,46,79
213,3,6:30.0,,R. Rondo misses 2-pt jump shot from 21 ft,46,79
214,3,6:29.0,,Offensive rebound by D. Wade,46,79
215,3,6:22.0,,R. Rondo makes 3-pt jump shot from 23 ft (assist by D. Wade),46,82
216,3,6:08.0,M. Morris misses 3-pt jump shot from 26 ft,,46,82
217,3,6:07.0,,Defensive rebound by R. Rondo,46,82
218,3,6:05.0,,Shooting foul by R. Jackson (drawn by J. Butler),46,82
219,3,6:05.0,,J. Butler makes free throw 1 of 2,46,83
220,3,6:05.0,S. Johnson enters the game for M. Morris,,46,83
221,3,6:05.0,D. Hilliard enters the game for A. Drummond,,46,83
222,3,6:05.0,A. Baynes enters the game for K. Caldwell-Pope,,46,83
223,3,6:05.0,J. Leuer enters the game for R. Jackson,,46,83
224,3,6:05.0,,D. McDermott enters the game for D. Wade,46,83
225,3,6:05.0,I. Smith enters the game for T. Harris,,46,83
226,3,6:05.0,,J. Butler makes free throw 2 of 2,46,84
227,3,5:42.0,A. Baynes misses 2-pt jump shot from 18 ft,,46,84
228,3,5:41.0,,Defensive rebound by D. McDermott,46,84
229,3,5:30.0,,Turnover by R. Rondo (lost ball; steal by S. Johnson),46,84
230,3,5:23.0,S. Johnson misses 2-pt layup from 2 ft,,46,84
231,3,5:22.0,,Defensive rebound by J. Butler,46,84
232,3,5:17.0,,D. McDermott misses 3-pt jump shot from 26 ft,46,84
233,3,5:16.0,Defensive rebound by I. Smith,,46,84
234,3,5:12.0,D. Hilliard makes 2-pt layup from 1 ft (assist by I. Smith),,48,84
235,3,5:03.0,,Turnover by T. Gibson (bad pass; steal by S. Johnson),48,84
236,3,4:59.0,J. Leuer makes 2-pt dunk at rim (assist by I. Smith),,50,84
237,3,4:59.0,,Chicago full timeout,50,84
238,3,4:59.0,,N. Mirotić enters the game for T. Gibson,50,84
239,3,4:45.0,,J. Butler makes 2-pt jump shot from 13 ft (assist by D. McDermott),50,86
240,3,4:31.0,D. Hilliard misses 2-pt jump shot from 20 ft,,50,86
241,3,4:30.0,,Defensive rebound by J. Butler,50,86
242,3,4:24.0,,Shooting foul by S. Johnson (drawn by J. Butler),50,86
243,3,4:24.0,,J. Butler makes free throw 1 of 2,50,87
244,3,4:24.0,,J. Butler makes free throw 2 of 2,50,88
245,3,4:11.0,J. Leuer makes 2-pt jump shot from 15 ft (assist by I. Smith),,52,88
246,3,3:54.0,,D. McDermott misses 3-pt jump shot from 25 ft,52,88
247,3,3:54.0,Defensive rebound by J. Leuer,,52,88
248,3,3:46.0,Shooting foul by N. Mirotić (drawn by J. Leuer),,52,88
249,3,3:46.0,J. Leuer makes free throw 1 of 2,,53,88
250,3,3:46.0,,C. Felício enters the game for R. Lopez,53,88
251,3,3:46.0,J. Leuer makes free throw 2 of 2,,54,88
252,3,3:23.0,,D. McDermott misses 2-pt jump shot from 21 ft,54,88
253,3,3:22.0,Defensive rebound by A. Baynes,,54,88
254,3,3:16.0,I. Smith makes 2-pt layup from 2 ft,,56,88
255,3,2:58.0,,R. Rondo makes 2-pt jump shot from 21 ft,56,90
256,3,2:44.0,S. Johnson makes 3-pt jump shot from 25 ft (assist by I. Smith),,59,90
257,3,2:24.0,,Turnover by R. Rondo (bad pass; steal by D. Hilliard),59,90
258,3,2:20.0,Turnover by D. Hilliard (bad pass; steal by C. Felício),,59,90
259,3,2:18.0,,D. McDermott makes 2-pt layup from 3 ft,59,92
260,3,2:00.0,J. Leuer makes 2-pt jump shot from 18 ft (assist by S. Johnson),,61,92
261,3,1:37.0,,R. Rondo makes 3-pt jump shot from 25 ft (assist by C. Felício),61,95
262,3,1:20.0,I. Smith misses 2-pt jump shot from 7 ft,,61,95
263,3,1:19.0,,Defensive rebound by C. Felício,61,95
264,3,1:01.0,,J. Butler makes 2-pt jump shot from 13 ft (assist by R. Rondo),61,97
265,3,0:45.0,D. Hilliard misses 3-pt jump shot from 26 ft,,61,97
266,3,0:44.0,,Defensive rebound by C. Felício,61,97
267,3,0:26.0,,N. Mirotić misses 2-pt jump shot from 6 ft,61,97
268,3,0:25.0,Defensive rebound by D. Hilliard,,61,97
269,3,0:21.0,J. Leuer makes 2-pt layup from 2 ft (assist by I. Smith),,63,97
270,3,0:05.0,,C. Felício misses 2-pt layup from 1 ft,63,97
271,3,0:02.0,Defensive rebound by J. Leuer,,63,97
272,4,11:41.0,,Turnover by N. Mirotić (traveling),63,97
273,4,11:16.0,J. Leuer makes 2-pt jump shot from 15 ft (assist by I. Smith),,65,97
274,4,10:53.0,,J. Grant makes 2-pt jump shot from 12 ft,65,99
275,4,10:37.0,Personal foul by D. McDermott (drawn by S. Johnson),,65,99
276,4,10:26.0,S. Johnson misses 2-pt layup from 2 ft,,65,99
277,4,10:25.0,Offensive rebound by S. Johnson,,65,99
278,4,10:24.0,S. Johnson makes 2-pt layup from 2 ft,,67,99
279,4,10:07.0,,N. Mirotić misses 2-pt layup from 2 ft,67,99
280,4,10:05.0,Defensive rebound by I. Smith,,67,99
281,4,10:03.0,Personal foul by J. Grant (drawn by I. Smith),,67,99
282,4,9:50.0,S. Johnson misses 3-pt jump shot from 26 ft,,67,99
283,4,9:48.0,Offensive rebound by J. Leuer,,67,99
284,4,9:48.0,J. Leuer misses 2-pt layup from 2 ft (block by N. Mirotić),,67,99
285,4,9:46.0,,Defensive rebound by D. Valentine,67,99
286,4,9:28.0,,Turnover by J. Grant (bad pass; steal by A. Baynes),67,99
287,4,9:24.0,Personal foul by J. Grant (drawn by I. Smith),,67,99
288,4,9:05.0,D. Hilliard makes 3-pt jump shot from 24 ft (assist by S. Johnson),,70,99
289,4,8:44.0,,D. McDermott misses 2-pt jump shot from 14 ft,70,99
290,4,8:42.0,,Offensive rebound by C. Felício,70,99
291,4,8:37.0,,N. Mirotić misses 3-pt jump shot from 26 ft,70,99
292,4,8:35.0,,Offensive rebound by C. Felício,70,99
293,4,8:24.0,,J. Grant makes 2-pt jump shot from 7 ft,70,101
294,4,8:03.0,J. Leuer makes 2-pt jump shot from 13 ft (assist by D. Hilliard),,72,101
295,4,7:40.0,,J. Grant makes 2-pt jump shot from 15 ft,72,103
296,4,7:24.0,A. Baynes misses 2-pt jump shot from 8 ft,,72,103
297,4,7:23.0,,Defensive rebound by D. McDermott,72,103
298,4,7:10.0,,N. Mirotić makes 3-pt jump shot from 24 ft (assist by C. Felício),72,106
299,4,7:08.0,Detroit full timeout,,72,106
300,4,7:08.0,,P. Zipser enters the game for D. McDermott,72,106
301,4,7:08.0,,B. Portis enters the game for N. Mirotić,72,106
302,4,7:08.0,H. Ellenson enters the game for A. Baynes,,72,106
303,4,7:08.0,B. Marjanović enters the game for J. Leuer,,72,106
304,4,6:48.0,I. Smith misses 3-pt jump shot from 25 ft,,72,106
305,4,6:47.0,Offensive rebound by Team,,72,106
306,4,6:47.0,,Loose ball foul by C. Felício (drawn by B. Marjanović),72,106
307,4,6:34.0,B. Marjanović misses 2-pt layup from 2 ft,,72,106
308,4,6:32.0,Offensive rebound by Team,,72,106
309,4,6:27.0,H. Ellenson misses 3-pt jump shot from 26 ft,,72,106
310,4,6:27.0,,Defensive rebound by D. Valentine,72,106
311,4,6:10.0,,D. Valentine makes 3-pt jump shot from 25 ft (assist by B. Portis),72,109
312,4,5:53.0,Turnover by S. Johnson (lost ball),,72,109
313,4,5:53.0,,Chicago full timeout,72,109
314,4,5:53.0,B. Udrih enters the game for I. Smith,,72,109
315,4,5:41.0,,C. Felício misses 2-pt dunk at rim,72,109
316,4,5:39.0,Defensive rebound by S. Johnson,,72,109
317,4,5:34.0,S. Johnson makes 2-pt layup from 2 ft,,74,109
318,4,5:14.0,,B. Portis misses 2-pt jump shot from 7 ft,74,109
319,4,5:11.0,,Offensive rebound by P. Zipser,74,109
320,4,5:09.0,,P. Zipser misses 2-pt layup from 2 ft (block by B. Marjanović),74,109
321,4,5:08.0,Defensive rebound by B. Marjanović,,74,109
322,4,4:57.0,B. Marjanović makes 2-pt dunk at rim (assist by B. Udrih),,76,109
323,4,4:35.0,,I. Canaan enters the game for J. Grant,76,109
324,4,4:29.0,,P. Zipser misses 2-pt jump shot from 19 ft,76,109
325,4,4:27.0,Defensive rebound by H. Ellenson,,76,109
326,4,4:14.0,B. Marjanović makes 2-pt jump shot from 9 ft,,78,109
327,4,3:56.0,,C. Felício makes 2-pt jump shot from 14 ft (assist by P. Zipser),78,111
328,4,3:30.0,H. Ellenson misses 3-pt jump shot from 24 ft,,78,111
329,4,3:29.0,,Defensive rebound by D. Valentine,78,111
330,4,3:22.0,,I. Canaan misses 3-pt jump shot from 26 ft,78,111
331,4,3:20.0,Defensive rebound by D. Hilliard,,78,111
332,4,3:09.0,B. Marjanović misses 2-pt jump shot from 10 ft,,78,111
333,4,3:07.0,,Defensive rebound by B. Portis,78,111
334,4,2:57.0,,P. Zipser misses 2-pt layup from 1 ft,78,111
335,4,2:56.0,Defensive rebound by B. Marjanović,,78,111
336,4,2:40.0,B. Marjanović makes 2-pt jump shot from 4 ft (assist by B. Udrih),,80,111
337,4,2:19.0,,B. Portis misses 2-pt layup from 1 ft (block by B. Marjanović),80,111
338,4,2:17.0,Defensive rebound by H. Ellenson,,80,111
339,4,2:08.0,D. Hilliard misses 3-pt jump shot from 25 ft,,80,111
340,4,2:07.0,,Defensive rebound by I. Canaan,80,111
341,4,1:58.0,,D. Valentine misses 3-pt jump shot from 25 ft,80,111
342,4,1:56.0,Defensive rebound by D. Hilliard,,80,111
343,4,1:51.0,B. Udrih makes 2-pt jump shot from 8 ft,,82,111
344,4,1:40.0,,Turnover by B. Portis (traveling),82,111
345,4,1:40.0,,Chicago full timeout,82,111
346,4,1:24.0,B. Marjanović misses 2-pt jump shot from 10 ft (block by C. Felício),,82,111
347,4,1:23.0,,Defensive rebound by C. Felício,82,111
348,4,1:12.0,,C. Felício makes 2-pt hook shot from 2 ft,82,113
349,4,0:51.0,S. Johnson misses 3-pt jump shot from 25 ft,,82,113
350,4,0:50.0,Offensive rebound by S. Johnson,,82,113
351,4,0:39.0,H. Ellenson misses 3-pt jump shot from 25 ft,,82,113
352,4,0:38.0,,Defensive rebound by D. Valentine,82,113
353,4,0:19.0,,Turnover by D. Valentine (bad pass; steal by B. Marjanović),82,113
354,4,0:13.0,D. Hilliard misses 3-pt jump shot from 27 ft,,82,113
355,4,0:11.0,Offensive rebound by D. Hilliard,,82,113
356,4,0:06.0,Turnover by D. Hilliard (bad pass; steal by I. Canaan),,82,113
