,QUARTER,TIME_REMAINING,CHICAGO_ACTION,SAN ANTONIO_ACTION,CHICAGO_SCORE,SAN ANTONIO_SCORE
383,4,5:00.0,,Defensive rebound by P. Gasol,93,107
384,4,4:54.0,,T. Parker makes 2-pt jump shot from 19 ft,93,109
385,4,4:51.0,Chicago full timeout,,93,109
386,4,4:51.0,,M. Ginóbili enters the game for K. Leonard,93,109
387,4,4:38.0,J. Butler makes 2-pt jump shot from 10 ft,,95,109
388,4,4:17.0,,P. Gasol makes 2-pt layup from 2 ft,95,111
389,4,4:02.0,Turnover by R. Rondo (bad pass),,95,111
390,4,3:48.0,,T. Parker misses 2-pt layup from 1 ft,95,111
391,4,3:47.0,Defensive rebound by J. Butler,,95,111
392,4,3:39.0,Shooting foul by M. Ginóbili (drawn by J. Butler),,95,111
393,4,3:39.0,J. Butler makes free throw 1 of 2,,96,111
394,4,3:39.0,,K. Leonard enters the game for D. Green,96,111
395,4,3:39.0,J. Butler makes free throw 2 of 2,,97,111
396,4,3:30.0,,Turnover by T. Parker (bad pass; steal by N. Mirotić),97,111
397,4,3:18.0,T. Gibson misses 2-pt jump shot from 5 ft (block by P. Gasol),,97,111
398,4,3:15.0,,Defensive rebound by T. Parker,97,111
399,4,3:10.0,,T. Parker makes 2-pt layup from 2 ft,97,113
400,4,2:50.0,N. Mirotić misses 2-pt layup from 2 ft (block by K. Leonard),,97,113
401,4,2:48.0,,Defensive rebound by K. Leonard,97,113
402,4,2:44.0,,Turnover by K. Leonard (bad pass; steal by J. Butler),97,113
403,4,2:38.0,J. Butler makes 2-pt dunk at rim,,99,113
404,4,2:24.0,,T. Parker misses 2-pt jump shot from 16 ft,99,113
405,4,2:23.0,,Offensive rebound by P. Gasol,99,113
406,4,2:23.0,,P. Gasol makes 2-pt layup at rim,99,115
407,4,2:23.0,Chicago full timeout,,99,115
408,4,2:23.0,J. Grant enters the game for J. Butler,,99,115
409,4,2:23.0,C. Felício enters the game for T. Gibson,,99,115
410,4,2:23.0,P. Zipser enters the game for R. Rondo,,99,115
411,4,2:23.0,D. Valentine enters the game for N. Mirotić,,99,115
412,4,2:23.0,B. Portis enters the game for D. McDermott,,99,115
413,4,2:23.0,,K. Anderson enters the game for K. Leonard,99,115
414,4,2:23.0,,D. Dedmon enters the game for L. Aldridge,99,115
415,4,2:23.0,,D. Murray enters the game for P. Gasol,99,115
416,4,2:23.0,,J. Simmons enters the game for T. Parker,99,115
417,4,2:23.0,,D. Bertāns enters the game for M. Ginóbili,99,115
418,4,2:04.0,J. Grant misses 2-pt layup from 3 ft,,99,115
419,4,2:03.0,,Defensive rebound by D. Dedmon,99,115
420,4,1:58.0,,D. Murray makes 2-pt layup from 1 ft,99,117
421,4,1:44.0,Personal foul by J. Simmons (drawn by P. Zipser),,99,117
422,4,1:44.0,P. Zipser misses free throw 1 of 2,,99,117
423,4,1:44.0,Offensive rebound by Team,,99,117
424,4,1:44.0,P. Zipser misses free throw 2 of 2,,99,117
425,4,1:42.0,,Defensive rebound by K. Anderson,99,117
426,4,1:27.0,,J. Simmons misses 2-pt jump shot from 16 ft,99,117
427,4,1:26.0,Defensive rebound by P. Zipser,,99,117
428,4,1:21.0,Offensive foul by B. Portis (drawn by D. Bertāns),,99,117
429,4,1:21.0,Turnover by B. Portis (offensive foul),,99,117
430,4,1:08.0,,D. Murray makes 2-pt layup from 1 ft,99,119
431,4,0:57.0,Turnover by P. Zipser (bad pass; steal by D. Bertāns),,99,119
432,4,0:38.0,,D. Bertāns misses 3-pt jump shot from 27 ft,99,119
433,4,0:36.0,Defensive rebound by B. Portis,,99,119
434,4,0:22.0,Shooting foul by K. Anderson (drawn by C. Felício),,99,119
435,4,0:22.0,C. Felício misses free throw 1 of 2,,99,119
436,4,0:22.0,Offensive rebound by Team,,99,119
437,4,0:22.0,C. Felício makes free throw 2 of 2,,100,119
