,QUARTER,TIME_REMAINING,NEW YORK_ACTION,CHICAGO_ACTION,NEW YORK_SCORE,CHICAGO_SCORE
105,1,1:22.0,,N. Mirotić makes free throw 1 of 2,28,18
106,1,1:22.0,,D. Wade enters the game for R. Rondo,28,18
107,1,1:22.0,J. Holiday enters the game for M. Ndour,,28,18
108,1,1:22.0,,I. Canaan enters the game for J. Butler,28,18
109,1,1:22.0,,N. Mirotić makes free throw 2 of 2,28,19
110,1,1:00.0,C. Anthony misses 2-pt jump shot from 18 ft,,28,19
111,1,0:59.0,,Defensive rebound by D. Wade,28,19
112,1,0:50.0,,Turnover by D. Wade (lost ball; steal by K. O'Quinn),28,19
113,1,0:48.0,C. Anthony makes 2-pt layup from 3 ft (assist by B. Jennings),,30,19
114,1,0:34.0,,D. McDermott makes 2-pt jump shot from 6 ft (assist by R. Lopez),30,21
115,1,0:24.0,C. Lee makes 2-pt jump shot from 21 ft (assist by K. O'Quinn),,32,21
116,1,0:01.0,,D. Wade makes 2-pt jump shot from 20 ft,32,23
117,2,11:42.0,K. O'Quinn misses 2-pt layup from 2 ft,,32,23
118,2,11:41.0,,Defensive rebound by N. Mirotić,32,23
119,2,11:31.0,,D. Wade makes 3-pt jump shot from 24 ft,32,26
120,2,11:16.0,K. O'Quinn makes 2-pt dunk at rim (assist by B. Jennings),,34,26
121,2,10:55.0,,Turnover by D. McDermott (bad pass; steal by K. O'Quinn),34,26
122,2,10:35.0,J. Holiday makes 3-pt jump shot from 25 ft (assist by C. Lee),,37,26
123,2,10:08.0,,N. Mirotić misses 2-pt hook shot from 6 ft,37,26
124,2,10:07.0,Defensive rebound by K. O'Quinn,,37,26
125,2,10:04.0,Turnover by B. Jennings (bad pass),,37,26
126,2,9:51.0,,D. Wade makes 3-pt jump shot from 25 ft (assist by D. McDermott),37,29
127,2,9:35.0,K. O'Quinn misses 2-pt jump shot from 16 ft,,37,29
128,2,9:34.0,,Defensive rebound by D. McDermott,37,29
129,2,9:19.0,,I. Canaan makes 2-pt jump shot from 20 ft (assist by C. Felício),37,31
130,2,9:04.0,K. O'Quinn makes 2-pt jump shot from 18 ft (assist by B. Jennings),,39,31
131,2,8:49.0,,Shooting foul by C. Lee (drawn by D. Wade),39,31
132,2,8:49.0,,Chicago full timeout,39,31
133,2,8:49.0,,D. Wade misses free throw 1 of 2,39,31
134,2,8:49.0,,Offensive rebound by Team,39,31
135,2,8:49.0,S. Vujačić enters the game for C. Lee,,39,31
136,2,8:49.0,,D. Wade makes free throw 2 of 2,39,32
137,2,8:31.0,K. O'Quinn misses 2-pt jump shot from 17 ft,,39,32
138,2,8:30.0,,Defensive rebound by D. Wade,39,32
139,2,8:25.0,,Turnover by D. Wade (lost ball; steal by K. O'Quinn),39,32
140,2,8:25.0,Personal foul by N. Mirotić (drawn by S. Vujačić),,39,32
141,2,8:04.0,K. Porziņģis misses 2-pt jump shot from 12 ft,,39,32
142,2,8:03.0,,Defensive rebound by D. Wade,39,32
143,2,7:47.0,,D. Wade makes 3-pt jump shot from 24 ft (assist by C. Felício),39,35
144,2,7:28.0,S. Vujačić misses 3-pt jump shot from 24 ft,,39,35
145,2,7:27.0,Offensive rebound by K. O'Quinn,,39,35
146,2,7:24.0,Shooting foul by C. Felício (drawn by K. O'Quinn),,39,35
147,2,7:24.0,K. O'Quinn makes free throw 1 of 2,,40,35
148,2,7:24.0,K. O'Quinn misses free throw 2 of 2,,40,35
149,2,7:24.0,D. Rose enters the game for S. Vujačić,,40,35
150,2,7:24.0,,J. Butler enters the game for D. Wade,40,35
151,2,7:21.0,,Defensive rebound by I. Canaan,40,35
152,2,7:04.0,,I. Canaan misses 2-pt jump shot from 16 ft,40,35
153,2,7:02.0,,Offensive rebound by C. Felício,40,35
154,2,7:02.0,,C. Felício makes 2-pt layup from 2 ft,40,37
155,2,6:53.0,B. Jennings makes 2-pt layup from 2 ft,,42,37
156,2,6:30.0,,D. McDermott makes 2-pt jump shot from 16 ft (assist by I. Canaan),42,39
157,2,6:17.0,K. Porziņģis makes 2-pt jump shot from 13 ft (assist by D. Rose),,44,39
158,2,5:59.0,,J. Butler makes 2-pt jump shot from 10 ft,44,41
159,2,5:47.0,B. Jennings misses 3-pt jump shot from 24 ft,,44,41
160,2,5:46.0,Offensive rebound by K. O'Quinn,,44,41
161,2,5:43.0,K. O'Quinn misses 2-pt layup from 2 ft,,44,41
162,2,5:42.0,,Defensive rebound by N. Mirotić,44,41
163,2,5:36.0,,I. Canaan makes 2-pt layup from 3 ft,44,43
164,2,5:35.0,New York full timeout,,44,43
165,2,5:35.0,C. Anthony enters the game for K. O'Quinn,,44,43
166,2,5:35.0,J. Noah enters the game for J. Holiday,,44,43
167,2,5:13.0,Turnover by D. Rose (bad pass; steal by J. Butler),,44,43
168,2,5:11.0,,Shooting foul by C. Anthony (drawn by J. Butler),44,43
169,2,5:11.0,,J. Butler makes free throw 1 of 2,44,44
170,2,5:11.0,,J. Butler makes free throw 2 of 2,44,45
171,2,4:56.0,D. Rose misses 2-pt jump shot from 7 ft (block by N. Mirotić),,44,45
172,2,4:54.0,,Defensive rebound by N. Mirotić,44,45
173,2,4:49.0,,N. Mirotić makes 3-pt jump shot from 25 ft,44,48
174,2,4:41.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by D. Rose),,47,48
175,2,4:15.0,,I. Canaan misses 3-pt jump shot from 25 ft,47,48
176,2,4:14.0,Defensive rebound by B. Jennings,,47,48
177,2,3:54.0,J. Noah makes 2-pt hook shot from 3 ft,,49,48
178,2,3:37.0,,N. Mirotić makes 2-pt jump shot from 6 ft (assist by J. Butler),49,50
179,2,3:28.0,K. Porziņģis misses 2-pt layup from 2 ft,,49,50
180,2,3:28.0,Offensive rebound by Team,,49,50
181,2,3:28.0,,Loose ball foul by C. Felício (drawn by K. Porziņģis),49,50
182,2,3:28.0,,T. Gibson enters the game for C. Felício,49,50
183,2,3:28.0,C. Lee enters the game for B. Jennings,,49,50
184,2,3:28.0,,R. Rondo enters the game for D. McDermott,49,50
185,2,3:16.0,K. Porziņģis misses 3-pt jump shot from 24 ft,,49,50
186,2,3:15.0,,Defensive rebound by N. Mirotić,49,50
187,2,3:05.0,,N. Mirotić misses 3-pt jump shot from 25 ft,49,50
188,2,3:04.0,,Offensive rebound by T. Gibson,49,50
189,2,2:51.0,,N. Mirotić makes 3-pt jump shot from 23 ft (assist by T. Gibson),49,53
190,2,2:25.0,Turnover by C. Anthony (lost ball; steal by R. Rondo),,49,53
191,2,2:25.0,,Personal foul by C. Anthony (drawn by J. Butler),49,53
192,2,2:25.0,,Chicago full timeout,49,53
193,2,2:25.0,,D. Wade enters the game for I. Canaan,49,53
194,2,2:03.0,,Shooting foul by C. Anthony (drawn by J. Butler),49,53
195,2,2:03.0,,J. Butler makes free throw 1 of 2,49,54
196,2,2:03.0,,J. Butler makes free throw 2 of 2,49,55
197,2,1:38.0,D. Rose misses 2-pt layup from 1 ft,,49,55
198,2,1:37.0,Offensive rebound by J. Noah,,49,55
199,2,1:37.0,J. Noah makes 2-pt layup from 2 ft,,51,55
200,2,1:26.0,,D. Wade misses 3-pt jump shot from 25 ft,51,55
201,2,1:26.0,Defensive rebound by J. Noah,,51,55
202,2,1:18.0,K. Porziņģis makes 2-pt dunk at rim (assist by C. Lee),,53,55
203,2,1:02.0,,N. Mirotić misses 3-pt jump shot from 26 ft,53,55
204,2,1:00.0,Defensive rebound by J. Noah,,53,55
205,2,0:49.0,Shooting foul by D. Wade (drawn by K. Porziņģis),,53,55
206,2,0:49.0,K. Porziņģis misses free throw 1 of 2,,53,55
207,2,0:49.0,Offensive rebound by Team,,53,55
208,2,0:49.0,J. Holiday enters the game for C. Anthony,,53,55
209,2,0:49.0,K. Porziņģis makes free throw 2 of 2,,54,55
210,2,0:39.0,,Turnover by N. Mirotić (traveling),54,55
211,2,0:33.0,D. Rose misses 2-pt jump shot from 14 ft,,54,55
212,2,0:32.0,,Defensive rebound by N. Mirotić,54,55
213,2,0:13.0,,R. Rondo misses 3-pt jump shot from 23 ft (block by D. Rose),54,55
214,2,0:11.0,,Offensive rebound by R. Rondo,54,55
215,2,0:05.0,,R. Rondo misses 3-pt jump shot from 24 ft,54,55
216,2,0:05.0,,Offensive rebound by Team,54,55
217,2,0:05.0,Loose ball foul by J. Noah (drawn by N. Mirotić),,54,55
218,2,0:05.0,New York full timeout,,54,55
219,2,0:05.0,,N. Mirotić makes free throw 1 of 2,54,56
220,2,0:05.0,C. Anthony enters the game for J. Noah,,54,55
221,2,0:05.0,,N. Mirotić makes free throw 2 of 2,54,57
222,2,0:02.0,D. Rose makes 2-pt layup from 2 ft (assist by K. Porziņģis),,56,57
223,2,0:01.0,,Turnover by J. Butler (bad pass),56,57
224,2,0:01.0,,R. Lopez enters the game for N. Mirotić,56,57
225,3,11:40.0,D. Rose misses 2-pt layup from 2 ft (block by T. Gibson),,56,57
226,3,11:39.0,,Defensive rebound by D. Wade,56,57
227,3,11:24.0,,J. Butler misses 2-pt jump shot from 20 ft,56,57
228,3,11:24.0,,Offensive rebound by Team,56,57
229,3,11:24.0,Loose ball foul by K. Porziņģis (drawn by R. Lopez),,56,57
230,3,11:11.0,,Turnover by R. Lopez (lost ball),56,57
231,3,10:54.0,Personal foul by T. Gibson (drawn by K. Porziņģis),,56,57
232,3,10:49.0,J. Noah makes 2-pt dunk at rim (assist by D. Rose),,58,57
233,3,10:39.0,,Turnover by R. Rondo (bad pass; steal by J. Noah),58,57
234,3,10:27.0,C. Lee misses 2-pt jump shot from 18 ft,,58,57
235,3,10:25.0,,Defensive rebound by D. Wade,58,57
236,3,10:15.0,,T. Gibson makes 2-pt layup from 3 ft (assist by R. Rondo),58,59
237,3,10:00.0,C. Anthony makes 2-pt jump shot from 12 ft,,60,59
238,3,9:44.0,,D. Wade misses 2-pt jump shot from 16 ft,60,59
239,3,9:43.0,,Offensive rebound by T. Gibson,60,59
240,3,9:36.0,,R. Lopez misses 2-pt hook shot from 6 ft,60,59
241,3,9:34.0,,Offensive rebound by T. Gibson,60,59
242,3,9:34.0,,Personal foul by J. Noah (drawn by T. Gibson),60,59
243,3,9:19.0,,T. Gibson makes 2-pt layup from 2 ft,60,61
244,3,9:00.0,C. Anthony makes 2-pt jump shot from 19 ft,,62,61
245,3,8:41.0,,Personal foul by J. Noah (drawn by T. Gibson),62,61
246,3,8:28.0,,D. Wade misses 2-pt jump shot from 12 ft,62,61
247,3,8:27.0,,Offensive rebound by R. Lopez,62,61
248,3,8:27.0,,R. Lopez misses 2-pt layup from 2 ft,62,61
249,3,8:26.0,Defensive rebound by D. Rose,,62,61
250,3,8:11.0,K. Porziņģis makes 2-pt jump shot from 9 ft (assist by C. Anthony),,64,61
251,3,7:56.0,,R. Rondo misses 2-pt jump shot from 19 ft,64,61
252,3,7:55.0,,Offensive rebound by J. Butler,64,61
253,3,7:51.0,,J. Butler makes 3-pt jump shot from 26 ft,64,64
254,3,7:37.0,C. Anthony makes 2-pt jump shot from 21 ft,,66,64
255,3,7:12.0,,J. Butler misses 2-pt layup from 2 ft,66,64
256,3,7:09.0,Defensive rebound by C. Anthony,,66,64
257,3,7:06.0,Personal foul by R. Rondo (drawn by D. Rose),,66,64
258,3,6:55.0,J. Noah misses 2-pt layup from 3 ft (block by R. Lopez),,66,64
259,3,6:53.0,Offensive rebound by K. Porziņģis,,66,64
260,3,6:53.0,K. Porziņģis makes 2-pt layup from 2 ft,,68,64
261,3,6:41.0,,T. Gibson makes 2-pt dunk at rim (assist by J. Butler),68,66
262,3,6:26.0,Shooting foul by R. Lopez (drawn by D. Rose),,68,66
263,3,6:26.0,D. Rose makes free throw 1 of 2,,69,66
264,3,6:26.0,K. O'Quinn enters the game for J. Noah,,69,66
265,3,6:26.0,M. Ndour enters the game for K. Porziņģis,,69,66
266,3,6:26.0,D. Rose makes free throw 2 of 2,,70,66
267,3,6:13.0,,Turnover by D. Wade (bad pass; steal by D. Rose),70,66
268,3,6:04.0,C. Lee misses 2-pt jump shot from 5 ft,,70,66
269,3,6:03.0,,Defensive rebound by R. Lopez,70,66
270,3,5:54.0,,R. Lopez makes 2-pt layup from 2 ft (assist by R. Rondo),70,68
271,3,5:33.0,K. O'Quinn makes 2-pt jump shot from 16 ft (assist by C. Anthony),,72,68
272,3,5:21.0,,R. Rondo misses 2-pt jump shot from 17 ft,72,68
273,3,5:20.0,Defensive rebound by M. Ndour,,72,68
274,3,5:13.0,D. Rose makes 2-pt jump shot from 18 ft,,74,68
275,3,5:12.0,,Chicago full timeout,74,68
276,3,5:12.0,,D. McDermott enters the game for D. Wade,74,68
277,3,5:12.0,,J. Grant enters the game for R. Rondo,74,68
278,3,4:55.0,,Personal foul by M. Ndour (drawn by T. Gibson),74,68
279,3,4:46.0,,Turnover by T. Gibson (lost ball),74,68
280,3,4:26.0,Def 3 sec tech foul by T. Gibson,,74,68
281,3,4:26.0,C. Anthony makes technical free throw,,75,68
282,3,4:19.0,D. Rose misses 2-pt layup from 3 ft,,75,68
283,3,4:18.0,,Defensive rebound by T. Gibson,75,68
284,3,4:10.0,,Shooting foul by C. Lee (drawn by J. Butler),75,68
285,3,4:10.0,,J. Butler makes free throw 1 of 2,75,69
286,3,4:10.0,,J. Butler makes free throw 2 of 2,75,70
287,3,3:56.0,Turnover by D. Rose (bad pass; steal by D. McDermott),,75,70
288,3,3:52.0,,D. McDermott makes 2-pt layup from 3 ft,75,72
289,3,3:33.0,C. Anthony misses 2-pt layup from 3 ft,,75,72
290,3,3:32.0,Offensive rebound by M. Ndour,,75,72
291,3,3:24.0,C. Anthony misses 3-pt jump shot from 23 ft,,75,72
292,3,3:23.0,,Defensive rebound by T. Gibson,75,72
293,3,3:17.0,,J. Grant misses 2-pt layup from 1 ft,75,72
294,3,3:17.0,,Offensive rebound by J. Butler,75,72
295,3,3:17.0,,Shooting foul by M. Ndour (drawn by J. Butler),75,72
296,3,3:17.0,,J. Butler makes 2-pt layup from 2 ft,75,74
297,3,3:17.0,K. Porziņģis enters the game for M. Ndour,,75,74
298,3,3:17.0,,J. Butler makes free throw 1 of 1,75,75
299,3,2:57.0,C. Anthony makes 2-pt jump shot from 4 ft,,77,75
300,3,2:39.0,,J. Butler misses 2-pt jump shot from 15 ft,77,75
301,3,2:38.0,Defensive rebound by D. Rose,,77,75
302,3,2:26.0,C. Lee makes 2-pt layup from 2 ft,,79,75
303,3,2:07.0,,J. Grant misses 2-pt jump shot from 12 ft,79,75
304,3,2:05.0,Defensive rebound by K. Porziņģis,,79,75
305,3,1:55.0,C. Anthony misses 3-pt jump shot from 26 ft,,79,75
306,3,1:54.0,,Defensive rebound by Team,79,75
307,3,1:54.0,New York full timeout,,79,75
308,3,1:54.0,,N. Mirotić enters the game for T. Gibson,79,75
309,3,1:54.0,J. Noah enters the game for K. O'Quinn,,79,75
310,3,1:31.0,,J. Grant misses 3-pt jump shot from 26 ft,79,75
311,3,1:30.0,,Offensive rebound by Team,79,75
312,3,1:30.0,,Turnover by Team (shot clock),79,75
313,3,1:30.0,,D. Wade enters the game for J. Butler,79,75
314,3,1:07.0,D. Rose makes 2-pt layup from 2 ft (assist by J. Noah),,81,75
315,3,1:00.0,,D. Wade makes 2-pt jump shot from 19 ft (assist by J. Grant),81,77
316,3,0:43.0,B. Jennings enters the game for D. Rose,,81,77
317,3,0:43.0,New York full timeout,,81,77
318,3,0:39.0,J. Noah misses 2-pt jump shot from 3 ft,,81,77
319,3,0:39.0,,Defensive rebound by Team,81,77
320,3,0:39.0,Loose ball foul by C. Anthony (drawn by D. Wade),,81,77
321,3,0:39.0,,D. Wade misses free throw 1 of 2,81,77
322,3,0:39.0,,Offensive rebound by Team,81,77
323,3,0:39.0,J. Holiday enters the game for C. Anthony,,81,77
324,3,0:39.0,,D. Wade makes free throw 2 of 2,81,78
325,3,0:23.0,C. Lee makes 3-pt jump shot from 26 ft (assist by B. Jennings),,84,78
326,3,0:04.0,,D. Wade makes 3-pt jump shot from 25 ft,84,81
327,3,0:00.0,J. Noah misses 3-pt jump shot from 25 ft,,84,81
328,3,0:00.0,Offensive rebound by Team,,84,81
329,4,11:34.0,,I. Canaan misses 3-pt jump shot from 26 ft,84,81
330,4,11:31.0,Offensive rebound by Team,,84,81
331,4,11:06.0,J. Noah makes 2-pt jump shot from 9 ft,,86,81
332,4,10:56.0,,Personal foul by K. Porziņģis (drawn by N. Mirotić),86,81
333,4,10:47.0,,B. Portis misses 2-pt jump shot from 19 ft,86,81
334,4,10:46.0,Defensive rebound by B. Jennings,,86,81
335,4,10:25.0,K. Porziņģis makes 3-pt jump shot from 24 ft (assist by B. Jennings),,89,81
336,4,10:10.0,,Turnover by N. Mirotić (lost ball; steal by J. Noah),89,81
337,4,10:06.0,Shooting foul by B. Portis (drawn by J. Holiday),,89,81
338,4,10:06.0,J. Holiday misses free throw 1 of 2,,89,81
339,4,10:06.0,Offensive rebound by Team,,89,81
340,4,10:06.0,J. Holiday makes free throw 2 of 2,,90,81
341,4,9:48.0,,D. Wade misses 2-pt jump shot from 22 ft,90,81
342,4,9:47.0,Defensive rebound by B. Jennings,,90,81
343,4,9:39.0,K. Porziņģis misses 3-pt jump shot from 25 ft,,90,81
344,4,9:38.0,Offensive rebound by J. Noah,,90,81
345,4,9:26.0,Shooting foul by B. Portis (drawn by K. Porziņģis),,90,81
346,4,9:26.0,K. Porziņģis makes free throw 1 of 2,,91,81
347,4,9:26.0,D. Rose enters the game for C. Lee,,91,81
348,4,9:26.0,K. Porziņģis makes free throw 2 of 2,,92,81
349,4,9:14.0,,N. Mirotić misses 3-pt jump shot from 26 ft,92,81
350,4,9:13.0,Defensive rebound by B. Jennings,,92,81
351,4,9:09.0,K. Porziņģis makes 2-pt dunk at rim (assist by B. Jennings),,94,81
352,4,9:09.0,,Chicago full timeout,94,81
353,4,9:09.0,,R. Rondo enters the game for D. McDermott,94,81
354,4,9:09.0,,T. Gibson enters the game for I. Canaan,94,81
355,4,9:09.0,,J. Butler enters the game for B. Portis,94,81
356,4,8:49.0,,N. Mirotić makes 2-pt layup from 2 ft (assist by R. Rondo),94,83
357,4,8:40.0,,Violation by J. Butler (kicked ball),94,83
358,4,8:34.0,J. Noah makes 2-pt layup from 2 ft (assist by D. Rose),,96,83
359,4,8:14.0,,N. Mirotić misses 2-pt layup from 1 ft,96,83
360,4,8:13.0,Defensive rebound by D. Rose,,96,83
361,4,8:05.0,Shooting foul by R. Rondo (drawn by J. Noah),,96,83
362,4,8:05.0,J. Noah makes free throw 1 of 2,,97,83
363,4,8:05.0,,R. Lopez enters the game for N. Mirotić,97,83
364,4,8:05.0,J. Noah makes free throw 2 of 2,,98,83
365,4,7:53.0,,J. Butler makes 2-pt jump shot from 5 ft,98,85
366,4,7:53.0,,Shooting foul by J. Noah (drawn by J. Butler),98,85
367,4,7:53.0,,J. Butler makes free throw 1 of 1,98,86
368,4,7:42.0,J. Holiday misses 3-pt jump shot from 23 ft,,98,86
369,4,7:42.0,,Defensive rebound by Team,98,86
370,4,7:42.0,Loose ball foul by K. Porziņģis (drawn by R. Rondo),,98,86
371,4,7:42.0,C. Anthony enters the game for J. Holiday,,98,86
372,4,7:22.0,,Shooting foul by K. Porziņģis (drawn by D. Wade),98,86
373,4,7:22.0,,D. Wade makes free throw 1 of 2,98,87
374,4,7:22.0,C. Lee enters the game for K. Porziņģis,,98,87
375,4,7:22.0,,D. Wade makes free throw 2 of 2,98,88
376,4,6:58.0,C. Anthony misses 2-pt jump shot from 12 ft,,98,88
377,4,6:57.0,,Defensive rebound by R. Lopez,98,88
378,4,6:51.0,,D. Wade makes 2-pt jump shot from 12 ft,98,90
379,4,6:51.0,,Shooting foul by D. Rose (drawn by D. Wade),98,90
380,4,6:51.0,,D. Wade makes free throw 1 of 1,98,91
381,4,6:26.0,B. Jennings misses 3-pt jump shot from 23 ft,,98,91
382,4,6:25.0,,Defensive rebound by D. Wade,98,91
383,4,6:18.0,,J. Butler misses 3-pt jump shot from 24 ft,98,91
384,4,6:16.0,Defensive rebound by C. Anthony,,98,91
385,4,6:07.0,B. Jennings makes 3-pt jump shot from 24 ft (assist by D. Rose),,101,91
