,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CHICAGO_ACTION,CHARLOTTE_SCORE,CHICAGO_SCORE
0,1,11:36.0,,M. Carter-Williams misses 2-pt jump shot from 13 ft,0,0
1,1,11:35.0,,Offensive rebound by R. Lopez,0,0
2,1,11:19.0,,M. Carter-Williams makes 2-pt jump shot from 8 ft (assist by J. Butler),0,2
3,1,11:01.0,M. Kidd-Gilchrist misses 2-pt jump shot from 5 ft (block by R. Lopez),,0,2
4,1,10:59.0,,Defensive rebound by J. Butler,0,2
5,1,10:49.0,,Turnover by D. McDermott (step out of bounds),0,2
6,1,10:36.0,K. Walker misses 2-pt jump shot from 21 ft,,0,2
7,1,10:35.0,,Defensive rebound by J. Butler,0,2
8,1,10:23.0,,T. Gibson misses 2-pt jump shot from 15 ft,0,2
9,1,10:22.0,Defensive rebound by N. Batum,,0,2
10,1,10:15.0,N. Batum makes 2-pt jump shot from 13 ft,,2,2
11,1,10:02.0,,D. McDermott makes 2-pt jump shot from 19 ft (assist by J. Butler),2,4
12,1,9:42.0,N. Batum misses 2-pt jump shot from 14 ft,,2,4
13,1,9:41.0,,Defensive rebound by M. Carter-Williams,2,4
14,1,9:34.0,,D. McDermott misses 2-pt jump shot from 11 ft,2,4
15,1,9:33.0,Defensive rebound by M. Kidd-Gilchrist,,2,4
16,1,9:19.0,R. Hibbert makes 2-pt jump shot from 9 ft (assist by M. Kidd-Gilchrist),,4,4
17,1,9:07.0,,Personal foul by M. Kidd-Gilchrist (drawn by J. Butler),4,4
18,1,8:53.0,,J. Butler makes 2-pt jump shot from 16 ft (assist by M. Carter-Williams),4,6
19,1,8:36.0,M. Kidd-Gilchrist misses 2-pt jump shot from 19 ft,,4,6
20,1,8:35.0,,Defensive rebound by M. Carter-Williams,4,6
21,1,8:21.0,,T. Gibson misses 2-pt jump shot from 16 ft,4,6
22,1,8:20.0,Defensive rebound by K. Walker,,4,6
23,1,8:10.0,M. Williams misses 3-pt jump shot from 25 ft,,4,6
24,1,8:09.0,,Defensive rebound by M. Carter-Williams,4,6
25,1,7:52.0,,T. Gibson makes 2-pt hook shot from 7 ft (assist by M. Carter-Williams),4,8
26,1,7:34.0,M. Williams makes 3-pt jump shot from 24 ft (assist by M. Kidd-Gilchrist),,7,8
27,1,7:18.0,,R. Lopez misses 2-pt hook shot from 10 ft,7,8
28,1,7:16.0,Defensive rebound by N. Batum,,7,8
29,1,7:05.0,N. Batum misses 2-pt jump shot from 12 ft,,7,8
30,1,7:04.0,,Defensive rebound by R. Lopez,7,8
31,1,6:54.0,,Shooting foul by R. Hibbert (drawn by R. Lopez),7,8
32,1,6:54.0,,R. Lopez misses free throw 1 of 2,7,8
33,1,6:54.0,,Offensive rebound by Team,7,8
34,1,6:54.0,,R. Lopez makes free throw 2 of 2,7,9
35,1,6:39.0,N. Batum misses 2-pt hook shot from 6 ft,,7,9
36,1,6:38.0,,Defensive rebound by R. Lopez,7,9
