,QUARTER,TIME_REMAINING,DETROIT_ACTION,CLEVELAND_ACTION,DETROIT_SCORE,CLEVELAND_SCORE
0,1,11:40.0,T. Harris makes 3-pt jump shot from 25 ft (assist by A. Drummond),,3,0
1,1,11:22.0,,T. Thompson misses 2-pt jump shot from 5 ft,3,0
2,1,11:21.0,Defensive rebound by M. Morris,,3,0
3,1,11:10.0,M. Morris misses 2-pt jump shot from 18 ft,,3,0
4,1,11:09.0,,Defensive rebound by L. James,3,0
5,1,11:00.0,,L. James misses 2-pt jump shot from 15 ft,3,0
6,1,10:58.0,Defensive rebound by A. Drummond,,3,0
7,1,10:53.0,I. Smith misses 2-pt layup from 2 ft,,3,0
8,1,10:52.0,,Defensive rebound by K. Love,3,0
9,1,10:37.0,,K. Irving misses 2-pt jump shot from 3 ft,3,0
10,1,10:35.0,Defensive rebound by A. Drummond,,3,0
11,1,10:23.0,K. Caldwell-Pope makes 3-pt jump shot from 25 ft (assist by I. Smith),,6,0
12,1,10:23.0,,Cleveland full timeout,6,0
13,1,10:12.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),6,2
14,1,9:54.0,M. Morris misses 2-pt jump shot from 16 ft,,6,2
15,1,9:53.0,,Defensive rebound by T. Thompson,6,2
16,1,9:44.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Love),6,5
17,1,9:22.0,A. Drummond misses 2-pt layup from 1 ft,,6,5
18,1,9:22.0,,Defensive rebound by T. Thompson,6,5
19,1,9:16.0,,K. Love misses 3-pt jump shot from 23 ft,6,5
20,1,9:15.0,,Offensive rebound by Team,6,5
21,1,9:06.0,,J. Smith makes 3-pt jump shot from 25 ft (assist by K. Irving),6,8
22,1,8:46.0,T. Harris makes 2-pt jump shot from 14 ft (assist by I. Smith),,8,8
23,1,8:39.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),8,10
24,1,8:25.0,M. Morris makes 3-pt jump shot from 26 ft (assist by I. Smith),,11,10
