,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,PHILADELPHIA_ACTION,MILWAUKEE_SCORE,PHILADELPHIA_SCORE
44,1,6:34.0,,Defensive rebound by G. Henderson,12,6
45,1,6:29.0,,G. Henderson makes 3-pt jump shot from 24 ft,12,9
46,1,6:14.0,Personal foul by J. Anderson (drawn by M. Brogdon),,12,9
47,1,6:08.0,G. Monroe misses 2-pt hook shot from 5 ft,,12,9
48,1,6:06.0,,Defensive rebound by R. Holmes,12,9
49,1,6:01.0,,Personal foul by T. Snell (drawn by G. Henderson),12,9
50,1,6:01.0,M. Dellavedova enters the game for M. Brogdon,,12,9
51,1,5:51.0,,J. Anderson misses 3-pt jump shot from 26 ft,12,9
52,1,5:50.0,Defensive rebound by T. Snell,,12,9
53,1,5:30.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by T. Snell),,14,9
54,1,5:30.0,Shooting foul by J. Anderson (drawn by G. Antetokounmpo),,14,9
55,1,5:30.0,,N. Stauskas enters the game for G. Henderson,12,9
56,1,5:30.0,G. Antetokounmpo makes free throw 1 of 1,,15,9
57,1,5:18.0,,R. Covington misses 3-pt jump shot from 26 ft,15,9
58,1,5:16.0,Defensive rebound by T. Snell,,15,9
59,1,5:10.0,T. Snell makes 3-pt jump shot from 25 ft,,18,9
60,1,4:56.0,,Turnover by J. Anderson (lost ball; steal by T. Snell),18,9
61,1,4:53.0,Turnover by T. Snell (lost ball),,18,9
62,1,4:53.0,,T. Luwawu-Cabarrot enters the game for J. Anderson,18,9
63,1,4:53.0,J. Terry enters the game for T. Snell,,18,9
64,1,4:39.0,,R. Covington makes 2-pt layup from 2 ft (assist by T. McConnell),18,11
65,1,4:20.0,K. Middleton misses 2-pt jump shot from 10 ft,,18,11
66,1,4:18.0,,Defensive rebound by Team,18,11
67,1,4:18.0,,S. Rodríguez enters the game for T. McConnell,18,11
68,1,4:18.0,,D. Šarić enters the game for R. Covington,18,11
69,1,4:05.0,,N. Stauskas makes 2-pt jump shot from 8 ft (assist by S. Rodríguez),18,13
70,1,3:49.0,G. Antetokounmpo makes 3-pt jump shot from 27 ft (assist by K. Middleton),,21,13
71,1,3:37.0,,N. Stauskas misses 3-pt jump shot from 25 ft,21,13
72,1,3:36.0,Defensive rebound by K. Middleton,,21,13
73,1,3:15.0,G. Monroe makes 2-pt hook shot from 5 ft,,23,13
74,1,2:54.0,,N. Stauskas makes 2-pt layup from 1 ft (assist by S. Rodríguez),23,15
75,1,2:39.0,Shooting foul by S. Rodríguez (drawn by M. Dellavedova),,23,15
76,1,2:39.0,Milwaukee full timeout,,23,15
77,1,2:39.0,M. Dellavedova makes free throw 1 of 2,,24,15
78,1,2:39.0,,S. Long enters the game for R. Holmes,23,15
79,1,2:39.0,M. Teletović enters the game for K. Middleton,,23,15
80,1,2:39.0,M. Dellavedova makes free throw 2 of 2,,25,15
81,1,2:19.0,,D. Šarić misses 3-pt jump shot from 27 ft,25,15
82,1,2:18.0,Defensive rebound by G. Antetokounmpo,,25,15
83,1,2:03.0,G. Monroe misses 2-pt jump shot at rim (block by S. Long),,25,15
84,1,2:01.0,,Defensive rebound by S. Rodríguez,25,15
85,1,1:55.0,,Turnover by S. Long (traveling),25,15
86,1,1:44.0,Personal foul by D. Šarić (drawn by G. Monroe),,25,15
87,1,1:36.0,G. Antetokounmpo misses 2-pt jump shot from 19 ft,,25,15
88,1,1:35.0,,Defensive rebound by S. Long,25,15
89,1,1:13.0,,S. Rodríguez misses 2-pt jump shot from 18 ft,25,15
90,1,1:12.0,Defensive rebound by M. Dellavedova,,25,15
91,1,1:03.0,Shooting foul by T. Luwawu-Cabarrot (drawn by G. Monroe),,25,15
92,1,1:03.0,G. Monroe makes free throw 1 of 2,,26,15
93,1,1:03.0,G. Monroe makes free throw 2 of 2,,27,15
94,1,0:43.0,,D. Šarić makes 2-pt jump shot from 14 ft (assist by N. Stauskas),27,17
95,1,0:33.0,M. Teletović misses 3-pt jump shot from 26 ft,,27,17
96,1,0:31.0,Offensive rebound by G. Antetokounmpo,,27,17
97,1,0:06.0,G. Antetokounmpo misses 2-pt jump shot from 3 ft,,27,17
98,1,0:05.0,,Defensive rebound by D. Šarić,27,17
99,1,0:00.0,,S. Long makes 2-pt layup from 2 ft (assist by D. Šarić),27,19
100,2,11:52.0,M. Teletović misses 2-pt layup from 3 ft,,27,19
101,2,11:50.0,,Defensive rebound by D. Šarić,27,19
102,2,11:43.0,,N. Stauskas makes 2-pt layup from 3 ft (assist by D. Šarić),27,21
103,2,11:25.0,J. Terry misses 2-pt layup from 1 ft,,27,21
104,2,11:23.0,,Defensive rebound by R. Covington,27,21
105,2,11:11.0,,Turnover by R. Holmes (step out of bounds),27,21
106,2,10:56.0,M. Dellavedova misses 2-pt jump shot from 5 ft,,27,21
107,2,10:54.0,Offensive rebound by M. Dellavedova,,27,21
108,2,10:51.0,T. Snell makes 3-pt jump shot from 24 ft (assist by M. Dellavedova),,30,21
109,2,10:39.0,,R. Holmes makes 2-pt layup at rim (assist by S. Rodríguez),30,23
110,2,10:17.0,M. Teletović makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,33,23
111,2,9:57.0,,R. Holmes misses 3-pt jump shot from 25 ft,33,23
112,2,9:55.0,Defensive rebound by J. Terry,,33,23
113,2,9:51.0,T. Snell makes 2-pt dunk at rim (assist by J. Terry),,35,23
114,2,9:51.0,,Philadelphia full timeout,35,23
115,2,9:32.0,,S. Rodríguez makes 3-pt jump shot from 26 ft,35,26
116,2,9:13.0,J. Terry makes 2-pt jump shot from 9 ft (assist by M. Dellavedova),,37,26
117,2,8:54.0,,Shooting foul by G. Monroe (drawn by R. Holmes),37,26
118,2,8:54.0,,R. Holmes makes free throw 1 of 2,37,27
119,2,8:54.0,,G. Henderson enters the game for N. Stauskas,37,27
120,2,8:54.0,,R. Holmes makes free throw 2 of 2,37,28
121,2,8:41.0,M. Teletović misses 3-pt jump shot from 27 ft,,37,28
122,2,8:40.0,Offensive rebound by T. Snell,,37,28
123,2,8:37.0,T. Snell misses 2-pt jump shot from 9 ft,,37,28
124,2,8:36.0,,Defensive rebound by R. Holmes,37,28
125,2,8:22.0,,D. Šarić misses 2-pt layup from 2 ft,37,28
126,2,8:21.0,Defensive rebound by M. Teletović,,37,28
127,2,8:15.0,T. Snell makes 3-pt jump shot from 26 ft (assist by J. Terry),,40,28
128,2,7:59.0,,D. Šarić misses 2-pt jump shot from 6 ft,40,28
129,2,7:56.0,,Offensive rebound by R. Holmes,40,28
130,2,7:56.0,,R. Holmes misses 2-pt layup from 2 ft,40,28
131,2,7:55.0,,Offensive rebound by R. Holmes,40,28
132,2,7:52.0,,Turnover by D. Šarić (bad pass),40,28
133,2,7:52.0,,J. Anderson enters the game for D. Šarić,40,28
134,2,7:52.0,K. Middleton enters the game for J. Terry,,40,28
135,2,7:42.0,G. Monroe makes 2-pt layup from 3 ft (assist by M. Dellavedova),,42,28
136,2,7:25.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by J. Anderson),42,31
137,2,7:07.0,M. Dellavedova makes 3-pt jump shot from 26 ft (assist by K. Middleton),,45,31
138,2,6:59.0,,Turnover by G. Henderson (lost ball; steal by T. Snell),45,31
139,2,6:42.0,K. Middleton makes 3-pt jump shot from 26 ft (assist by M. Dellavedova),,48,31
140,2,6:41.0,,Philadelphia full timeout,48,31
141,2,6:41.0,M. Brogdon enters the game for M. Dellavedova,,48,31
142,2,6:26.0,,G. Henderson misses 2-pt jump shot from 9 ft,48,31
143,2,6:24.0,,Offensive rebound by R. Holmes,48,31
144,2,6:24.0,,R. Holmes makes 2-pt dunk at rim,48,33
145,2,6:13.0,Personal foul by R. Holmes (drawn by G. Monroe),,48,33
146,2,6:13.0,,T. McConnell enters the game for S. Rodríguez,48,33
147,2,6:06.0,K. Middleton makes 2-pt jump shot from 12 ft,,50,33
148,2,5:46.0,,J. Anderson misses 2-pt jump shot from 17 ft,50,33
149,2,5:46.0,Defensive rebound by Team,,50,33
150,2,5:46.0,Official timeout,,50,33
151,2,5:46.0,S. Hawes enters the game for G. Monroe,,50,33
152,2,5:46.0,G. Antetokounmpo enters the game for M. Teletović,,50,33
153,2,5:43.0,Personal block foul by T. McConnell,,50,33
154,2,5:31.0,K. Middleton misses 3-pt jump shot from 26 ft,,50,33
155,2,5:29.0,,Defensive rebound by G. Henderson,50,33
156,2,5:22.0,,Turnover by R. Covington (bad pass; steal by G. Antetokounmpo),50,33
157,2,5:15.0,Turnover by M. Brogdon (step out of bounds),,50,33
158,2,4:58.0,,Personal foul by K. Middleton (drawn by R. Holmes),50,33
159,2,4:58.0,,D. Šarić enters the game for R. Holmes,50,33
160,2,4:48.0,,R. Covington misses 3-pt jump shot from 26 ft,50,33
161,2,4:47.0,Defensive rebound by G. Antetokounmpo,,50,33
162,2,4:38.0,,Violation by D. Šarić (kicked ball),50,33
163,2,4:30.0,S. Hawes misses 3-pt jump shot from 28 ft,,50,33
164,2,4:29.0,,Defensive rebound by J. Anderson,50,33
165,2,4:21.0,,J. Anderson misses 3-pt jump shot from 27 ft,50,33
166,2,4:20.0,Defensive rebound by G. Antetokounmpo,,50,33
167,2,4:03.0,M. Brogdon makes 2-pt layup from 1 ft (assist by S. Hawes),,52,33
168,2,3:50.0,,J. Anderson makes 2-pt jump shot from 18 ft (assist by D. Šarić),52,35
169,2,3:33.0,M. Brogdon makes 2-pt layup from 2 ft (assist by S. Hawes),,54,35
170,2,3:25.0,,Shooting foul by S. Hawes (drawn by J. Anderson),54,35
171,2,3:25.0,,J. Anderson makes free throw 1 of 2,54,36
172,2,3:25.0,,J. Anderson misses free throw 2 of 2,54,36
173,2,3:25.0,,N. Stauskas enters the game for G. Henderson,54,36
174,2,3:24.0,Defensive rebound by G. Antetokounmpo,,54,36
175,2,3:15.0,S. Hawes misses 2-pt jump shot from 6 ft (block by R. Covington),,54,36
176,2,3:15.0,,Defensive rebound by Team,54,36
177,2,3:05.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by T. McConnell),54,39
178,2,2:45.0,Turnover by K. Middleton (bad pass; steal by R. Covington),,54,39
179,2,2:42.0,Violation by M. Brogdon (kicked ball),,54,39
180,2,2:42.0,Milwaukee full timeout,,54,39
181,2,2:42.0,T. Maker enters the game for S. Hawes,,54,39
182,2,2:37.0,,D. Šarić misses 3-pt jump shot from 25 ft,54,39
183,2,2:35.0,Defensive rebound by K. Middleton,,54,39
184,2,2:16.0,T. Snell misses 3-pt jump shot from 25 ft,,54,39
185,2,2:15.0,,Defensive rebound by D. Šarić,54,39
186,2,2:06.0,,T. McConnell makes 2-pt layup from 1 ft (assist by D. Šarić),54,41
187,2,1:48.0,T. Maker misses 2-pt jump shot from 4 ft,,54,41
188,2,1:47.0,Offensive rebound by T. Maker,,54,41
189,2,1:45.0,T. Maker makes 2-pt layup from 2 ft,,56,41
190,2,1:31.0,,Turnover by D. Šarić (bad pass; steal by M. Brogdon),56,41
191,2,1:20.0,K. Middleton misses 2-pt jump shot from 16 ft,,56,41
192,2,1:18.0,,Defensive rebound by D. Šarić,56,41
193,2,1:10.0,,J. Anderson makes 2-pt layup from 2 ft (assist by T. McConnell),56,43
194,2,0:53.0,Turnover by T. Snell (lost ball),,56,43
195,2,0:36.0,,T. McConnell misses 2-pt layup from 1 ft,56,43
196,2,0:35.0,Defensive rebound by G. Antetokounmpo,,56,43
197,2,0:30.0,T. Snell makes 2-pt layup from 2 ft,,58,43
198,2,0:20.0,,N. Stauskas misses 3-pt jump shot from 25 ft,58,43
199,2,0:19.0,Defensive rebound by M. Brogdon,,58,43
200,2,0:02.0,M. Brogdon makes 2-pt dunk at rim (assist by K. Middleton),,60,43
201,2,0:00.0,,J. Anderson misses 3-pt jump shot from 50 ft,60,43
202,2,0:00.0,,Offensive rebound by Team,60,43
203,3,11:44.0,M. Brogdon makes 2-pt layup from 1 ft (assist by K. Middleton),,62,43
204,3,11:31.0,,D. Šarić misses 2-pt layup from 2 ft (block by G. Antetokounmpo),62,43
205,3,11:30.0,Defensive rebound by T. Maker,,62,43
206,3,11:23.0,Shooting foul by G. Henderson (drawn by G. Antetokounmpo),,62,43
207,3,11:23.0,G. Antetokounmpo makes free throw 1 of 2,,63,43
208,3,11:23.0,G. Antetokounmpo makes free throw 2 of 2,,64,43
209,3,11:15.0,,R. Holmes misses 2-pt layup from 1 ft (block by G. Antetokounmpo),64,43
210,3,11:15.0,,Offensive rebound by Team,64,43
211,3,11:03.0,,T. McConnell misses 2-pt jump shot from 5 ft (block by M. Brogdon),64,43
212,3,11:03.0,,Offensive rebound by Team,64,43
213,3,10:59.0,,Turnover by Team (shot clock),64,43
214,3,10:43.0,T. Maker misses 3-pt jump shot from 27 ft,,64,43
215,3,10:41.0,,Defensive rebound by R. Covington,64,43
216,3,10:35.0,,R. Covington makes 3-pt jump shot from 26 ft (assist by T. McConnell),64,46
217,3,10:10.0,G. Antetokounmpo misses 2-pt jump shot from 18 ft,,64,46
218,3,10:09.0,,Defensive rebound by D. Šarić,64,46
219,3,10:03.0,,Turnover by D. Šarić (lost ball; steal by G. Antetokounmpo),64,46
220,3,9:50.0,K. Middleton makes 3-pt jump shot from 24 ft,,67,46
221,3,9:49.0,,Philadelphia full timeout,67,46
222,3,9:31.0,,R. Covington misses 3-pt jump shot from 26 ft,67,46
223,3,9:31.0,,Offensive rebound by Team,67,46
224,3,9:31.0,Loose ball foul by T. Maker (drawn by R. Holmes),,67,46
225,3,9:15.0,,D. Šarić misses 3-pt jump shot from 25 ft,67,46
226,3,9:13.0,,Offensive rebound by R. Holmes,67,46
227,3,9:05.0,,R. Holmes makes 2-pt hook shot from 7 ft (assist by T. McConnell),67,48
228,3,8:51.0,Turnover by M. Brogdon (bad pass; steal by T. McConnell),,67,48
229,3,8:27.0,,Turnover by Team (shot clock),67,48
230,3,8:27.0,,N. Stauskas enters the game for R. Covington,67,48
231,3,8:14.0,Shooting foul by R. Holmes (drawn by T. Maker),,67,48
232,3,8:14.0,T. Maker makes free throw 1 of 2,,68,48
233,3,8:14.0,T. Maker makes free throw 2 of 2,,69,48
234,3,8:02.0,,D. Šarić makes 2-pt layup at rim (assist by T. McConnell),69,50
235,3,7:51.0,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,72,50
236,3,7:28.0,,G. Henderson makes 2-pt jump shot from 16 ft,72,52
237,3,7:11.0,Personal block foul by N. Stauskas (drawn by K. Middleton),,72,52
238,3,7:05.0,K. Middleton misses 3-pt jump shot from 24 ft,,72,52
239,3,7:04.0,,Defensive rebound by R. Holmes,72,52
240,3,6:51.0,,D. Šarić misses 2-pt jump shot from 4 ft (block by G. Antetokounmpo),72,52
241,3,6:50.0,Defensive rebound by M. Brogdon,,72,52
242,3,6:42.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by K. Middleton),,74,52
243,3,6:42.0,Shooting foul by R. Holmes (drawn by G. Antetokounmpo),,74,52
244,3,6:42.0,,T. Luwawu-Cabarrot enters the game for G. Henderson,74,52
245,3,6:42.0,G. Antetokounmpo makes free throw 1 of 1,,75,52
246,3,6:32.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 23 ft,75,52
247,3,6:30.0,Defensive rebound by T. Snell,,75,52
248,3,6:24.0,Personal foul by R. Holmes (drawn by G. Antetokounmpo),,75,52
249,3,6:24.0,G. Antetokounmpo makes free throw 1 of 2,,76,52
250,3,6:24.0,,S. Long enters the game for R. Holmes,76,52
251,3,6:24.0,G. Antetokounmpo makes free throw 2 of 2,,77,52
252,3,6:13.0,,T. McConnell misses 2-pt layup from 2 ft,77,52
253,3,6:11.0,Defensive rebound by T. Maker,,77,52
254,3,6:07.0,Shooting foul by S. Long (drawn by G. Antetokounmpo),,77,52
255,3,6:07.0,G. Antetokounmpo makes free throw 1 of 2,,78,52
256,3,6:07.0,G. Antetokounmpo misses free throw 2 of 2,,78,52
257,3,6:07.0,J. Terry enters the game for K. Middleton,,78,52
258,3,6:06.0,,Defensive rebound by S. Long,78,52
259,3,5:51.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,78,52
260,3,5:48.0,,Offensive rebound by T. McConnell,78,52
261,3,5:41.0,,Shooting foul by T. Maker (drawn by S. Long),78,52
262,3,5:41.0,,S. Long misses free throw 1 of 2,78,52
263,3,5:41.0,,Offensive rebound by Team,78,52
264,3,5:41.0,,S. Long makes free throw 2 of 2,78,53
265,3,5:22.0,T. Maker misses 2-pt jump shot from 18 ft,,78,53
266,3,5:21.0,,Defensive rebound by D. Šarić,78,53
267,3,5:10.0,,S. Long misses 2-pt layup from 3 ft,78,53
268,3,5:09.0,,Offensive rebound by S. Long,78,53
269,3,5:08.0,,S. Long makes 2-pt layup from 2 ft,78,55
270,3,4:51.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,81,55
271,3,4:41.0,,T. Luwawu-Cabarrot makes 2-pt layup at rim (assist by T. McConnell),81,57
272,3,4:25.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,83,57
273,3,4:11.0,,D. Šarić makes 2-pt layup from 2 ft (assist by T. Luwawu-Cabarrot),83,59
274,3,3:52.0,T. Maker misses 3-pt jump shot from 24 ft,,83,59
275,3,3:51.0,Offensive rebound by Team,,83,59
276,3,3:51.0,,S. Rodríguez enters the game for T. McConnell,83,59
277,3,3:51.0,M. Dellavedova enters the game for M. Brogdon,,83,59
278,3,3:51.0,G. Monroe enters the game for T. Maker,,83,59
279,3,3:42.0,G. Monroe misses 2-pt hook shot from 6 ft,,83,59
280,3,3:40.0,,Defensive rebound by S. Long,83,59
281,3,3:29.0,,D. Šarić misses 2-pt jump shot from 5 ft (block by J. Terry),83,59
282,3,3:29.0,,Offensive rebound by Team,83,59
283,3,3:27.0,,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft,83,59
284,3,3:26.0,,Offensive rebound by D. Šarić,83,59
285,3,3:26.0,,D. Šarić makes 2-pt layup from 2 ft,83,61
286,3,3:26.0,Milwaukee full timeout,,83,61
287,3,3:09.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Terry),,85,61
288,3,2:49.0,,S. Rodríguez misses 3-pt jump shot from 27 ft,85,61
289,3,2:48.0,,Offensive rebound by S. Long,85,61
290,3,2:45.0,,S. Long misses 2-pt layup from 1 ft,85,61
291,3,2:43.0,Defensive rebound by T. Snell,,85,61
292,3,2:28.0,G. Monroe makes 2-pt hook shot from 3 ft (assist by G. Antetokounmpo),,87,61
293,3,2:11.0,,S. Long makes 2-pt layup from 2 ft (assist by S. Rodríguez),87,63
294,3,2:11.0,,Shooting foul by T. Snell (drawn by S. Long),87,63
295,3,2:11.0,,S. Long misses free throw 1 of 1,87,63
296,3,2:11.0,,R. Covington enters the game for D. Šarić,87,63
297,3,2:10.0,Defensive rebound by T. Snell,,87,63
298,3,1:46.0,G. Monroe makes 2-pt hook shot from 6 ft,,89,63
299,3,1:29.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by S. Long),89,65
300,3,1:15.0,J. Terry makes 2-pt layup from 1 ft (assist by M. Dellavedova),,91,65
301,3,0:51.0,,T. Luwawu-Cabarrot misses 2-pt jump shot from 15 ft,91,65
302,3,0:50.0,Defensive rebound by Team,,91,65
303,3,0:35.0,Offensive foul by G. Monroe (drawn by T. Luwawu-Cabarrot),,91,65
304,3,0:35.0,Turnover by G. Monroe (offensive foul),,91,65
305,3,0:27.0,,S. Long makes 3-pt jump shot from 27 ft (assist by S. Rodríguez),91,68
306,3,0:03.0,Turnover by Team (shot clock),,91,68
307,3,0:01.0,,S. Rodríguez misses 3-pt jump shot from 30 ft,91,68
308,3,0:00.0,,Offensive rebound by Team,91,68
309,4,11:50.0,,Shooting foul by G. Monroe (drawn by S. Long),91,68
310,4,11:50.0,,S. Long misses free throw 1 of 2,91,68
311,4,11:50.0,,Offensive rebound by Team,91,68
312,4,11:50.0,,S. Long makes free throw 2 of 2,91,69
313,4,11:35.0,G. Monroe makes 2-pt layup from 1 ft (assist by M. Dellavedova),,93,69
314,4,11:26.0,,R. Covington makes 2-pt layup from 2 ft (assist by S. Rodríguez),93,71
315,4,11:04.0,M. Dellavedova misses 2-pt layup from 2 ft,,93,71
316,4,11:02.0,Offensive rebound by G. Monroe,,93,71
317,4,10:58.0,M. Teletović misses 3-pt jump shot from 27 ft,,93,71
318,4,10:58.0,Offensive rebound by Team,,93,71
319,4,10:58.0,Turnover by Team (shot clock),,93,71
320,4,10:46.0,,S. Rodríguez misses 3-pt jump shot from 26 ft,93,71
321,4,10:44.0,Defensive rebound by M. Teletović,,93,71
322,4,10:33.0,,Offensive charge foul by K. Middleton (drawn by R. Covington),93,71
323,4,10:33.0,Turnover by K. Middleton (offensive foul),,93,71
324,4,10:20.0,,Turnover by T. Luwawu-Cabarrot (bad pass; steal by J. Terry),93,71
325,4,10:10.0,M. Teletović makes 3-pt jump shot from 22 ft (assist by K. Middleton),,96,71
326,4,10:09.0,,Philadelphia full timeout,96,71
327,4,10:09.0,,D. Šarić enters the game for S. Long,96,71
328,4,10:09.0,,N. Stauskas enters the game for T. Luwawu-Cabarrot,96,71
329,4,9:58.0,,R. Covington misses 2-pt jump shot from 8 ft (block by K. Middleton),96,71
330,4,9:56.0,Defensive rebound by M. Dellavedova,,96,71
331,4,9:53.0,M. Teletović misses 2-pt layup at rim,,96,71
332,4,9:49.0,Offensive rebound by G. Monroe,,96,71
333,4,9:46.0,J. Terry misses 3-pt jump shot from 24 ft (block by R. Covington),,96,71
334,4,9:46.0,Offensive rebound by Team,,96,71
335,4,9:39.0,G. Monroe misses 2-pt jump shot from 6 ft,,96,71
336,4,9:37.0,Offensive rebound by K. Middleton,,96,71
337,4,9:36.0,K. Middleton makes 2-pt layup from 1 ft,,98,71
338,4,9:25.0,,R. Covington makes 3-pt jump shot from 28 ft (assist by J. Anderson),98,74
339,4,9:11.0,Personal foul by S. Rodríguez (drawn by M. Dellavedova),,98,74
340,4,8:58.0,K. Middleton misses 3-pt jump shot from 24 ft,,98,74
341,4,8:57.0,Offensive rebound by Team,,98,74
342,4,8:49.0,G. Monroe misses 2-pt jump shot from 12 ft,,98,74
343,4,8:48.0,,Defensive rebound by J. Anderson,98,74
344,4,8:37.0,,Shooting foul by G. Monroe (drawn by D. Šarić),98,74
345,4,8:37.0,,D. Šarić makes free throw 1 of 2,98,75
346,4,8:37.0,,D. Šarić misses free throw 2 of 2,98,75
347,4,8:36.0,Defensive rebound by M. Teletović,,98,75
348,4,8:25.0,Turnover by K. Middleton (bad pass; steal by D. Šarić),,98,75
349,4,8:24.0,,Personal foul by G. Monroe (drawn by D. Šarić),98,75
350,4,8:11.0,,J. Anderson makes 2-pt layup from 1 ft (assist by D. Šarić),98,77
351,4,7:51.0,M. Teletović misses 3-pt jump shot from 26 ft,,98,77
352,4,7:49.0,Offensive rebound by J. Terry,,98,77
353,4,7:43.0,G. Antetokounmpo enters the game for G. Monroe,,98,77
354,4,7:43.0,Personal foul by S. Rodríguez (drawn by M. Dellavedova),,98,77
355,4,7:36.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,98,77
356,4,7:35.0,Offensive rebound by Team,,98,77
357,4,7:33.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by K. Middleton),,100,77
358,4,7:19.0,,R. Covington misses 2-pt jump shot from 4 ft,100,77
359,4,7:18.0,,Offensive rebound by J. Anderson,100,77
360,4,7:18.0,,J. Anderson makes 2-pt layup from 1 ft,100,79
361,4,7:08.0,Turnover by M. Dellavedova (bad pass; steal by D. Šarić),,100,79
362,4,7:02.0,,J. Anderson makes 2-pt layup from 2 ft (assist by D. Šarić),100,81
363,4,6:35.0,J. Terry misses 3-pt jump shot from 25 ft,,100,81
364,4,6:33.0,,Defensive rebound by J. Anderson,100,81
365,4,6:19.0,,S. Rodríguez misses 2-pt jump shot from 10 ft,100,81
366,4,6:18.0,Defensive rebound by M. Teletović,,100,81
367,4,6:12.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,100,81
368,4,6:10.0,,Defensive rebound by R. Covington,100,81
369,4,6:05.0,,J. Anderson misses 3-pt jump shot from 25 ft,100,81
370,4,6:03.0,Defensive rebound by G. Antetokounmpo,,100,81
371,4,5:46.0,Shooting foul by R. Covington (drawn by K. Middleton),,100,81
372,4,5:46.0,Official timeout,,100,81
373,4,5:46.0,K. Middleton misses free throw 1 of 2,,100,81
