,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,DENVER_ACTION,MILWAUKEE_SCORE,DENVER_SCORE
381,4,8:35.0,M. Beasley makes 2-pt jump shot from 12 ft,,97,102
382,4,8:18.0,,D. Arthur makes 2-pt jump shot from 19 ft (assist by W. Barton),97,104
383,4,8:01.0,M. Brogdon misses 3-pt jump shot from 26 ft,,97,104
384,4,8:00.0,,Defensive rebound by E. Mudiay,97,104
385,4,7:48.0,,W. Barton misses 2-pt layup from 2 ft (block by J. Henson),97,104
386,4,7:46.0,Defensive rebound by J. Terry,,97,104
387,4,7:44.0,Shooting foul by W. Chandler (drawn by G. Antetokounmpo),,97,104
388,4,7:44.0,G. Antetokounmpo makes free throw 1 of 2,,98,104
389,4,7:44.0,G. Antetokounmpo makes free throw 2 of 2,,99,104
390,4,7:28.0,,Turnover by J. Murray (traveling),99,104
391,4,7:28.0,,N. Jokić enters the game for W. Barton,99,104
392,4,7:17.0,M. Beasley misses 3-pt jump shot from 23 ft,,99,104
393,4,7:16.0,,Defensive rebound by W. Chandler,99,104
394,4,7:12.0,Violation by G. Antetokounmpo (kicked ball),,99,104
395,4,7:12.0,J. Parker enters the game for M. Beasley,,99,104
396,4,7:04.0,,Shooting foul by G. Antetokounmpo (drawn by W. Chandler),99,104
397,4,7:04.0,,W. Chandler misses free throw 1 of 2,99,104
398,4,7:04.0,,Offensive rebound by Team,99,104
399,4,7:04.0,,W. Chandler makes free throw 2 of 2,99,105
400,4,6:50.0,J. Parker makes 2-pt jump shot from 17 ft,,101,105
401,4,6:29.0,,Shooting foul by G. Antetokounmpo (drawn by W. Chandler),101,105
402,4,6:29.0,,W. Chandler makes free throw 1 of 2,101,106
403,4,6:29.0,,G. Harris enters the game for E. Mudiay,101,106
404,4,6:29.0,,J. Nelson enters the game for J. Murray,101,106
405,4,6:29.0,,W. Chandler makes free throw 2 of 2,101,107
406,4,6:15.0,Shooting foul by D. Arthur (drawn by J. Parker),,101,107
407,4,6:15.0,J. Parker makes free throw 1 of 2,,102,107
408,4,6:15.0,M. Dellavedova enters the game for M. Brogdon,,102,107
409,4,6:15.0,J. Parker makes free throw 2 of 2,,103,107
410,4,5:52.0,,D. Arthur misses 2-pt jump shot from 4 ft (block by G. Antetokounmpo),103,107
411,4,5:52.0,,Offensive rebound by W. Chandler,103,107
412,4,5:52.0,,Turnover by W. Chandler (step out of bounds),103,107
413,4,5:52.0,,K. Faried enters the game for D. Arthur,103,107
414,4,5:52.0,,Denver full timeout,103,107
415,4,5:30.0,J. Parker makes 2-pt layup from 2 ft (assist by M. Dellavedova),,105,107
416,4,5:17.0,,Personal foul by J. Henson (drawn by N. Jokić),105,107
417,4,5:05.0,,K. Faried misses 2-pt layup from 2 ft,105,107
418,4,5:04.0,,Offensive rebound by K. Faried,105,107
419,4,5:01.0,,K. Faried makes 2-pt jump shot from 3 ft,105,109
420,4,4:46.0,J. Parker misses 3-pt jump shot from 25 ft,,105,109
421,4,4:45.0,,Defensive rebound by N. Jokić,105,109
422,4,4:42.0,,K. Faried makes 2-pt dunk at rim (assist by N. Jokić),105,111
423,4,4:15.0,J. Henson misses 2-pt hook shot from 4 ft,,105,111
424,4,4:13.0,Offensive rebound by J. Parker,,105,111
425,4,4:10.0,J. Parker makes 2-pt layup from 3 ft,,107,111
426,4,4:02.0,,Shooting foul by J. Parker (drawn by K. Faried),107,111
427,4,4:02.0,,K. Faried makes free throw 1 of 2,107,112
428,4,4:02.0,,K. Faried makes free throw 2 of 2,107,113
429,4,3:50.0,G. Antetokounmpo misses 2-pt dunk at rim (block by W. Chandler),,107,113
430,4,3:47.0,,Defensive rebound by K. Faried,107,113
431,4,3:42.0,,G. Harris misses 2-pt jump shot from 21 ft (block by J. Henson),107,113
432,4,3:42.0,Defensive rebound by J. Parker,,107,113
433,4,3:30.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by J. Parker),,109,113
434,4,3:08.0,,N. Jokić misses 2-pt jump shot from 15 ft,109,113
435,4,3:07.0,Defensive rebound by J. Parker,,109,113
436,4,2:53.0,G. Antetokounmpo makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),,112,113
437,4,2:33.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),112,115
438,4,2:31.0,Milwaukee full timeout,,112,115
439,4,2:16.0,M. Dellavedova misses 2-pt jump shot from 20 ft,,112,115
440,4,2:15.0,,Defensive rebound by K. Faried,112,115
441,4,1:59.0,,Turnover by W. Chandler (bad pass),112,115
442,4,1:43.0,J. Parker makes 2-pt layup from 2 ft,,114,115
443,4,1:30.0,,J. Nelson makes 3-pt jump shot from 26 ft,114,118
444,4,1:15.0,J. Henson misses 2-pt hook shot from 7 ft,,114,118
445,4,1:14.0,,Defensive rebound by N. Jokić,114,118
446,4,0:50.0,,W. Chandler misses 2-pt jump shot from 20 ft,114,118
447,4,0:50.0,Defensive rebound by J. Terry,,114,118
448,4,0:47.0,Turnover by G. Antetokounmpo (lost ball),,114,118
449,4,0:27.0,,G. Harris misses 3-pt jump shot from 25 ft,114,118
450,4,0:26.0,,Offensive rebound by K. Faried,114,118
451,4,0:24.0,,Shooting foul by J. Parker (drawn by K. Faried),114,118
452,4,0:24.0,,K. Faried makes free throw 1 of 2,114,119
453,4,0:24.0,,K. Faried misses free throw 2 of 2,114,119
454,4,0:24.0,Defensive rebound by G. Antetokounmpo,,114,119
455,4,0:24.0,Milwaukee full timeout,,114,119
456,4,0:18.0,Turnover by J. Parker (traveling),,114,119
457,4,0:17.0,,Personal take foul by J. Henson (drawn by W. Chandler),114,119
458,4,0:17.0,,W. Chandler makes free throw 1 of 2,114,120
459,4,0:17.0,T. Snell enters the game for J. Henson,,114,119
460,4,0:17.0,,W. Barton enters the game for N. Jokić,114,121
461,4,0:17.0,,W. Chandler makes free throw 2 of 2,114,121
462,4,0:17.0,Milwaukee full timeout,,114,121
463,4,0:15.0,J. Terry makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,117,121
464,4,0:12.0,,Personal take foul by G. Antetokounmpo (drawn by W. Chandler),117,121
465,4,0:12.0,,W. Chandler misses free throw 1 of 2,117,121
466,4,0:12.0,,Offensive rebound by Team,117,121
467,4,0:12.0,,W. Chandler misses free throw 2 of 2,117,121
468,4,0:09.0,Defensive rebound by J. Parker,,117,121
469,4,0:09.0,Milwaukee full timeout,,117,121
470,4,0:02.0,J. Parker misses 3-pt jump shot from 25 ft,,117,121
471,4,0:01.0,,Defensive rebound by K. Faried,117,121
472,4,0:00.0,,Personal foul by G. Antetokounmpo (drawn by K. Faried),117,121
473,4,0:00.0,,K. Faried misses free throw 1 of 2,117,121
474,4,0:00.0,,Offensive rebound by Team,117,121
475,4,0:00.0,,K. Faried misses free throw 2 of 2,117,121
476,4,0:00.0,Defensive rebound by G. Antetokounmpo,,117,121
