,QUARTER,TIME_REMAINING,ORLANDO_ACTION,NEW ORLEANS_ACTION,ORLANDO_SCORE,NEW ORLEANS_SCORE
31,1,8:37.0,,Personal foul by E. Payton (drawn by A. Davis),10,11
32,1,8:17.0,,S. Hill misses 2-pt dunk at rim (block by S. Ibaka),10,11
33,1,8:14.0,Defensive rebound by N. Vučević,,10,11
34,1,8:10.0,Turnover by J. Meeks (bad pass; steal by J. Holiday),,10,11
35,1,8:03.0,,Turnover by J. Holiday (bad pass; steal by E. Payton),10,11
36,1,7:58.0,S. Ibaka makes 2-pt layup from 2 ft (assist by E. Payton),,12,11
37,1,7:50.0,,B. Hield misses 3-pt jump shot from 26 ft,12,11
38,1,7:49.0,Defensive rebound by N. Vučević,,12,11
39,1,7:36.0,Turnover by N. Vučević (bad pass; steal by J. Holiday),,12,11
40,1,7:36.0,,Personal foul by J. Meeks (drawn by S. Hill),12,11
41,1,7:23.0,,Shooting foul by A. Gordon (drawn by A. Davis),12,11
42,1,7:23.0,,A. Davis makes free throw 1 of 2,12,12
43,1,7:23.0,,A. Davis makes free throw 2 of 2,12,13
44,1,7:15.0,N. Vučević makes 2-pt layup from 1 ft (assist by A. Gordon),,14,13
45,1,7:04.0,,D. Cunningham makes 2-pt layup from 3 ft (assist by A. Davis),14,15
46,1,6:41.0,A. Gordon misses 2-pt jump shot from 9 ft,,14,15
47,1,6:41.0,,Defensive rebound by A. Davis,14,15
48,1,6:33.0,,S. Hill makes 3-pt jump shot from 26 ft (assist by B. Hield),14,18
49,1,6:18.0,A. Gordon makes 2-pt dunk at rim (assist by S. Ibaka),,16,18
50,1,6:11.0,,B. Hield misses 3-pt jump shot from 25 ft,16,18
51,1,6:09.0,Defensive rebound by J. Meeks,,16,18
52,1,5:48.0,E. Payton makes 3-pt jump shot from 28 ft (assist by N. Vučević),,19,18
53,1,5:37.0,,J. Holiday misses 3-pt jump shot from 24 ft,19,18
54,1,5:36.0,Defensive rebound by S. Ibaka,,19,18
55,1,5:24.0,S. Ibaka makes 2-pt hook shot from 12 ft,,21,18
56,1,5:17.0,,New Orleans full timeout,21,18
57,1,5:06.0,,Turnover by J. Holiday (bad pass; steal by J. Meeks),21,18
58,1,5:02.0,N. Vučević makes 2-pt layup from 2 ft (assist by E. Payton),,23,18
59,1,4:51.0,,A. Davis makes 2-pt dunk at rim (assist by J. Holiday),23,20
60,1,4:33.0,Turnover by E. Payton (lost ball),,23,20
61,1,4:33.0,D. Augustin enters the game for E. Payton,,23,20
62,1,4:33.0,M. Hezonja enters the game for A. Gordon,,23,20
63,1,4:33.0,,E. Moore enters the game for S. Hill,23,20
64,1,4:21.0,,D. Cunningham misses 2-pt jump shot from 4 ft,23,20
65,1,4:20.0,Defensive rebound by N. Vučević,,23,20
66,1,4:11.0,S. Ibaka makes 2-pt layup from 2 ft (assist by N. Vučević),,25,20
67,1,4:01.0,,A. Davis misses 2-pt jump shot from 4 ft (block by S. Ibaka),25,20
68,1,3:56.0,,Offensive rebound by D. Cunningham,25,20
69,1,3:56.0,,D. Cunningham misses 3-pt jump shot from 27 ft,25,20
70,1,3:56.0,Defensive rebound by J. Meeks,,25,20
71,1,3:48.0,Turnover by J. Meeks (lost ball; steal by J. Holiday),,25,20
72,1,3:42.0,,B. Hield makes 3-pt jump shot from 23 ft (assist by J. Holiday),25,23
73,1,3:27.0,J. Meeks misses 3-pt jump shot from 25 ft,,25,23
74,1,3:26.0,,Defensive rebound by B. Hield,25,23
75,1,3:13.0,,D. Cunningham makes 2-pt layup from 2 ft (assist by B. Hield),25,25
76,1,2:56.0,S. Ibaka misses 3-pt jump shot from 24 ft,,25,25
77,1,2:56.0,,Defensive rebound by A. Davis,25,25
78,1,2:50.0,,D. Cunningham makes 2-pt dunk at rim (assist by J. Holiday),25,27
79,1,2:49.0,Orlando full timeout,,25,27
80,1,2:49.0,J. Green enters the game for S. Ibaka,,25,27
81,1,2:49.0,B. Biyombo enters the game for N. Vučević,,25,27
82,1,2:49.0,C. Watson enters the game for J. Meeks,,25,27
83,1,2:49.0,,T. Jones enters the game for D. Cunningham,25,27
84,1,2:31.0,D. Augustin makes 2-pt jump shot from 21 ft,,27,27
85,1,2:10.0,,J. Holiday misses 2-pt jump shot from 17 ft,27,27
86,1,2:09.0,,Offensive rebound by A. Davis,27,27
87,1,2:09.0,,A. Davis makes 2-pt dunk at rim,27,29
88,1,1:52.0,Personal foul by E. Moore (drawn by D. Augustin),,27,29
89,1,1:52.0,,T. Evans enters the game for J. Holiday,27,29
90,1,1:52.0,,L. Galloway enters the game for B. Hield,27,29
91,1,1:40.0,J. Green makes 2-pt hook shot from 4 ft,,29,29
92,1,1:26.0,,Personal foul by B. Biyombo (drawn by A. Davis),29,29
93,1,1:26.0,,A. Davis makes free throw 1 of 2,29,30
94,1,1:26.0,,A. Davis misses free throw 2 of 2,29,30
95,1,1:24.0,Defensive rebound by B. Biyombo,,29,30
96,1,1:12.0,D. Augustin misses 2-pt jump shot from 18 ft,,29,30
97,1,1:12.0,,Defensive rebound by T. Evans,29,30
98,1,1:00.0,,L. Galloway misses 3-pt jump shot from 26 ft,29,30
99,1,1:00.0,Defensive rebound by J. Green,,29,30
100,1,0:49.0,Turnover by C. Watson (bad pass; steal by T. Jones),,29,30
101,1,0:46.0,,A. Davis makes 2-pt layup from 2 ft,29,32
102,1,0:32.0,J. Green misses 3-pt jump shot from 26 ft,,29,32
103,1,0:30.0,,Defensive rebound by A. Davis,29,32
104,1,0:05.0,,Turnover by Team (shot clock),29,32
105,1,0:00.0,B. Biyombo misses 2-pt jump shot from 13 ft,,29,32
106,1,0:00.0,Offensive rebound by Team,,29,32
107,2,11:52.0,C. Watson misses 2-pt layup from 2 ft (block by E. Moore),,29,32
108,2,11:52.0,Offensive rebound by Team,,29,32
109,2,11:44.0,Personal foul by S. Hill (drawn by J. Green),,29,32
110,2,11:31.0,D. Augustin misses 2-pt jump shot from 14 ft,,29,32
111,2,11:28.0,Offensive rebound by M. Hezonja,,29,32
112,2,11:19.0,M. Hezonja misses 2-pt jump shot from 20 ft,,29,32
113,2,11:19.0,,Defensive rebound by S. Hill,29,32
114,2,11:02.0,,E. Moore makes 3-pt jump shot from 25 ft (assist by T. Evans),29,35
115,2,10:36.0,J. Green misses 2-pt jump shot from 13 ft,,29,35
116,2,10:36.0,,Defensive rebound by T. Jones,29,35
117,2,10:25.0,,L. Galloway makes 2-pt jump shot from 22 ft (assist by T. Jones),29,37
118,2,10:09.0,Personal foul by L. Galloway (drawn by D. Augustin),,29,37
119,2,9:57.0,M. Hezonja misses 2-pt jump shot from 8 ft,,29,37
120,2,9:56.0,,Defensive rebound by L. Galloway,29,37
121,2,9:50.0,Violation by B. Biyombo (def goaltending),,29,37
122,2,9:50.0,,T. Evans makes 2-pt layup from 2 ft,29,39
123,2,9:37.0,C. Watson makes 2-pt jump shot from 4 ft,,31,39
124,2,9:37.0,Shooting foul by E. Moore (drawn by C. Watson),,31,39
125,2,9:37.0,A. Gordon enters the game for M. Hezonja,,31,39
126,2,9:37.0,C. Watson makes free throw 1 of 1,,32,39
127,2,9:20.0,,T. Evans misses 2-pt jump shot from 17 ft,32,39
128,2,9:20.0,Defensive rebound by D. Augustin,,32,39
129,2,9:11.0,D. Augustin misses 2-pt jump shot from 19 ft,,32,39
130,2,9:06.0,,Offensive rebound by Team,32,39
131,2,8:57.0,,E. Moore misses 3-pt jump shot from 25 ft,32,39
132,2,8:57.0,Defensive rebound by J. Green,,32,39
133,2,8:53.0,J. Green makes 2-pt layup from 1 ft,,34,39
134,2,8:36.0,,E. Moore misses 2-pt layup from 2 ft,34,39
135,2,8:34.0,Defensive rebound by B. Biyombo,,34,39
136,2,8:25.0,D. Augustin makes 3-pt jump shot from 25 ft,,37,39
137,2,8:15.0,,New Orleans full timeout,37,39
138,2,8:15.0,,B. Hield enters the game for E. Moore,37,39
139,2,8:05.0,,Shooting foul by B. Biyombo (drawn by T. Evans),37,39
140,2,8:05.0,,T. Evans makes free throw 1 of 2,37,40
141,2,8:05.0,,T. Evans makes free throw 2 of 2,37,41
142,2,7:53.0,Turnover by C. Watson (bad pass),,37,41
143,2,7:46.0,,T. Evans makes 2-pt layup at rim,37,43
144,2,7:27.0,J. Green makes 2-pt layup from 3 ft (assist by A. Gordon),,39,43
145,2,7:15.0,,T. Evans misses 2-pt layup from 1 ft,39,43
146,2,7:13.0,Defensive rebound by D. Augustin,,39,43
147,2,7:07.0,Shooting foul by S. Hill (drawn by J. Green),,39,43
148,2,7:07.0,J. Green makes free throw 1 of 2,,40,43
149,2,7:07.0,,D. Cunningham enters the game for S. Hill,40,43
150,2,7:07.0,J. Green makes free throw 2 of 2,,41,43
151,2,6:54.0,,B. Hield makes 3-pt jump shot from 25 ft (assist by T. Jones),41,46
152,2,6:30.0,D. Augustin misses 3-pt jump shot from 25 ft,,41,46
153,2,6:29.0,,Defensive rebound by T. Evans,41,46
154,2,6:25.0,Violation by C. Watson (def goaltending),,41,46
155,2,6:25.0,,B. Hield makes 2-pt layup from 2 ft,41,48
156,2,6:25.0,,Shooting foul by C. Watson (drawn by B. Hield),41,48
157,2,6:25.0,,B. Hield misses free throw 1 of 1,41,48
158,2,6:24.0,Defensive rebound by B. Biyombo,,41,48
159,2,6:14.0,A. Gordon misses 2-pt jump shot from 21 ft,,41,48
160,2,6:13.0,,Defensive rebound by B. Hield,41,48
161,2,6:04.0,,T. Evans makes 3-pt jump shot from 25 ft,41,51
162,2,6:03.0,Orlando full timeout,,41,51
163,2,6:03.0,N. Vučević enters the game for D. Augustin,,41,51
164,2,6:03.0,E. Payton enters the game for B. Biyombo,,41,51
165,2,6:03.0,S. Ibaka enters the game for J. Green,,41,51
166,2,6:03.0,J. Meeks enters the game for C. Watson,,41,51
167,2,5:56.0,J. Meeks misses 2-pt layup from 2 ft,,41,51
168,2,5:55.0,,Defensive rebound by T. Jones,41,51
169,2,5:49.0,,L. Galloway makes 3-pt jump shot from 24 ft (assist by T. Evans),41,54
170,2,5:29.0,E. Payton misses 2-pt layup from 1 ft (block by T. Jones),,41,54
171,2,5:28.0,,Defensive rebound by T. Jones,41,54
172,2,5:06.0,,T. Jones misses 2-pt jump shot from 6 ft,41,54
173,2,5:05.0,Defensive rebound by S. Ibaka,,41,54
174,2,4:55.0,S. Ibaka misses 3-pt jump shot from 25 ft,,41,54
175,2,4:55.0,Offensive rebound by Team,,41,54
176,2,4:55.0,,Loose ball foul by T. Jones (drawn by N. Vučević),41,54
177,2,4:55.0,N. Vučević makes free throw 1 of 2,,42,54
178,2,4:55.0,,A. Davis enters the game for T. Jones,42,54
179,2,4:55.0,,J. Holiday enters the game for T. Evans,42,54
180,2,4:55.0,N. Vučević makes free throw 2 of 2,,43,54
181,2,4:42.0,,Turnover by B. Hield (bad pass; steal by J. Meeks),43,54
182,2,4:37.0,J. Meeks misses 2-pt layup from 2 ft,,43,54
183,2,4:35.0,Offensive rebound by S. Ibaka,,43,54
184,2,4:32.0,J. Meeks makes 2-pt layup from 1 ft (assist by S. Ibaka),,45,54
185,2,4:23.0,,B. Hield misses 3-pt jump shot from 25 ft,45,54
186,2,4:21.0,Defensive rebound by J. Meeks,,45,54
187,2,4:09.0,A. Gordon makes 2-pt layup from 2 ft,,47,54
188,2,3:58.0,,J. Holiday misses 2-pt jump shot from 15 ft,47,54
189,2,3:56.0,Defensive rebound by A. Gordon,,47,54
190,2,3:51.0,A. Gordon makes 3-pt jump shot from 26 ft,,50,54
191,2,3:33.0,,A. Davis misses 2-pt jump shot from 20 ft,50,54
192,2,3:32.0,Defensive rebound by J. Meeks,,50,54
193,2,3:23.0,N. Vučević misses 2-pt jump shot from 13 ft,,50,54
194,2,3:22.0,,Defensive rebound by J. Holiday,50,54
195,2,3:16.0,,L. Galloway makes 3-pt jump shot from 26 ft (assist by J. Holiday),50,57
196,2,3:14.0,Orlando full timeout,,50,57
197,2,3:14.0,,S. Hill enters the game for B. Hield,50,57
198,2,2:59.0,E. Payton makes 2-pt layup from 2 ft,,52,57
199,2,2:51.0,,Shooting foul by J. Meeks (drawn by L. Galloway),52,57
200,2,2:51.0,Official timeout,,52,57
201,2,2:51.0,,L. Galloway makes free throw 1 of 3,52,58
202,2,2:51.0,,L. Galloway makes free throw 2 of 3,52,59
203,2,2:51.0,D. Augustin enters the game for J. Meeks,,52,57
204,2,2:51.0,,L. Galloway misses free throw 3 of 3,52,59
205,2,2:49.0,Defensive rebound by N. Vučević,,52,59
206,2,2:31.0,E. Payton misses 2-pt jump shot from 17 ft,,52,59
207,2,2:31.0,,Defensive rebound by A. Davis,52,59
208,2,2:15.0,,D. Cunningham misses 3-pt jump shot from 26 ft,52,59
209,2,2:14.0,,Offensive rebound by Team,52,59
210,2,2:13.0,Loose ball foul by D. Augustin (drawn by A. Davis),,52,59
211,2,2:01.0,,J. Holiday makes 2-pt jump shot from 3 ft (assist by L. Galloway),52,61
212,2,1:35.0,E. Payton misses 3-pt jump shot from 27 ft,,52,61
213,2,1:35.0,,Defensive rebound by S. Hill,52,61
214,2,1:28.0,,S. Hill makes 2-pt dunk at rim (assist by A. Davis),52,63
215,2,1:18.0,Turnover by N. Vučević (bad pass; steal by S. Hill),,52,63
216,2,1:15.0,,S. Hill misses 2-pt layup from 3 ft,52,63
217,2,1:14.0,,Offensive rebound by D. Cunningham,52,63
218,2,1:12.0,,D. Cunningham makes 2-pt dunk at rim,52,65
219,2,1:12.0,Orlando full timeout,,52,65
220,2,1:12.0,,T. Evans enters the game for S. Hill,52,65
221,2,1:12.0,J. Green enters the game for S. Ibaka,,52,65
222,2,0:53.0,Turnover by E. Payton (bad pass; steal by T. Evans),,52,65
223,2,0:51.0,,Turnover by T. Evans (bad pass; steal by J. Green),52,65
224,2,0:38.0,J. Green misses 3-pt jump shot from 25 ft,,52,65
225,2,0:37.0,,Defensive rebound by A. Davis,52,65
226,2,0:26.0,,L. Galloway misses 3-pt jump shot from 23 ft,52,65
227,2,0:24.0,Defensive rebound by A. Gordon,,52,65
228,2,0:00.0,D. Augustin misses 3-pt jump shot from 28 ft (block by J. Holiday),,52,65
229,2,0:00.0,Offensive rebound by Team,,52,65
230,3,11:45.0,J. Meeks misses 3-pt jump shot from 27 ft,,52,65
231,3,11:43.0,,Defensive rebound by D. Cunningham,52,65
232,3,11:23.0,,A. Davis makes 2-pt jump shot from 9 ft,52,67
233,3,11:06.0,A. Gordon makes 2-pt layup from 3 ft,,54,67
234,3,10:53.0,,A. Davis misses 2-pt jump shot from 21 ft,54,67
235,3,10:52.0,Defensive rebound by S. Ibaka,,54,67
236,3,10:42.0,N. Vučević misses 2-pt jump shot from 21 ft,,54,67
237,3,10:41.0,,Defensive rebound by S. Hill,54,67
238,3,10:36.0,,J. Holiday makes 3-pt jump shot from 23 ft (assist by S. Hill),54,70
239,3,10:18.0,S. Ibaka misses 3-pt jump shot from 26 ft,,54,70
240,3,10:17.0,,Defensive rebound by B. Hield,54,70
241,3,10:04.0,,Turnover by A. Davis (bad pass; steal by A. Gordon),54,70
242,3,9:58.0,E. Payton makes 2-pt layup from 2 ft,,56,70
243,3,9:36.0,,A. Davis makes 2-pt dunk at rim (assist by B. Hield),56,72
244,3,9:20.0,J. Meeks makes 2-pt jump shot from 11 ft,,58,72
245,3,9:20.0,Shooting foul by B. Hield (drawn by J. Meeks),,58,72
246,3,9:20.0,J. Meeks makes free throw 1 of 1,,59,72
247,3,9:09.0,,B. Hield misses 3-pt jump shot from 26 ft,59,72
248,3,9:08.0,Defensive rebound by S. Ibaka,,59,72
249,3,8:56.0,A. Gordon misses 3-pt jump shot from 25 ft,,59,72
250,3,8:55.0,,Defensive rebound by A. Davis,59,72
251,3,8:42.0,,J. Holiday misses 2-pt layup from 2 ft (block by S. Ibaka),59,72
252,3,8:41.0,Defensive rebound by A. Gordon,,59,72
253,3,8:37.0,A. Gordon makes 2-pt layup from 2 ft,,61,72
254,3,8:37.0,Shooting foul by A. Davis (drawn by A. Gordon),,61,72
255,3,8:37.0,A. Gordon misses free throw 1 of 1,,61,72
256,3,8:37.0,D. Augustin enters the game for J. Meeks,,61,72
257,3,8:36.0,,Defensive rebound by A. Davis,61,72
258,3,8:20.0,,A. Davis misses 2-pt jump shot from 13 ft,61,72
259,3,8:19.0,Defensive rebound by A. Gordon,,61,72
260,3,8:06.0,N. Vučević misses 2-pt hook shot from 5 ft,,61,72
261,3,8:05.0,,Defensive rebound by S. Hill,61,72
262,3,8:00.0,,New Orleans full timeout,61,72
263,3,7:45.0,,Turnover by A. Davis (traveling),61,72
264,3,7:20.0,D. Augustin misses 2-pt jump shot from 16 ft,,61,72
265,3,7:20.0,,Defensive rebound by Team,61,72
266,3,7:20.0,Loose ball foul by N. Vučević (drawn by A. Davis),,61,72
267,3,7:03.0,,J. Holiday misses 2-pt layup from 2 ft,61,72
268,3,7:03.0,Defensive rebound by E. Payton,,61,72
269,3,6:58.0,A. Gordon misses 3-pt jump shot from 24 ft,,61,72
270,3,6:57.0,,Defensive rebound by A. Davis,61,72
271,3,6:49.0,,S. Hill misses 2-pt jump shot from 16 ft,61,72
272,3,6:47.0,Defensive rebound by N. Vučević,,61,72
273,3,6:30.0,D. Augustin makes 3-pt jump shot from 26 ft (assist by N. Vučević),,64,72
274,3,6:27.0,,New Orleans full timeout,64,72
275,3,6:10.0,,S. Hill misses 3-pt jump shot from 25 ft,64,72
276,3,6:09.0,Defensive rebound by A. Gordon,,64,72
277,3,5:56.0,Turnover by D. Augustin (bad pass; steal by J. Holiday),,64,72
278,3,5:47.0,,D. Cunningham misses 3-pt jump shot from 24 ft,64,72
279,3,5:46.0,Defensive rebound by N. Vučević,,64,72
280,3,5:38.0,D. Augustin misses 3-pt jump shot from 25 ft,,64,72
281,3,5:37.0,,Defensive rebound by A. Davis,64,72
282,3,5:19.0,,J. Holiday misses 2-pt layup from 2 ft,64,72
283,3,5:19.0,,Offensive rebound by Team,64,72
284,3,5:19.0,,E. Moore enters the game for S. Hill,64,72
285,3,5:19.0,,L. Galloway enters the game for B. Hield,64,72
286,3,5:16.0,,A. Davis misses 2-pt layup from 2 ft (block by S. Ibaka),64,72
287,3,5:16.0,Defensive rebound by N. Vučević,,64,72
288,3,5:11.0,,Violation by D. Cunningham (kicked ball),64,72
289,3,5:07.0,D. Augustin misses 3-pt jump shot from 26 ft,,64,72
290,3,5:06.0,,Defensive rebound by D. Cunningham,64,72
291,3,5:00.0,,E. Moore makes 2-pt layup from 1 ft (assist by A. Davis),64,74
292,3,4:46.0,E. Payton misses 2-pt layup from 2 ft,,64,74
293,3,4:44.0,,Offensive rebound by Team,64,74
294,3,4:32.0,,A. Davis misses 2-pt jump shot from 9 ft,64,74
295,3,4:31.0,Defensive rebound by S. Ibaka,,64,74
296,3,4:18.0,A. Gordon misses 2-pt jump shot from 14 ft (block by J. Holiday),,64,74
297,3,4:15.0,Offensive rebound by A. Gordon,,64,74
298,3,4:13.0,Turnover by A. Gordon (bad pass),,64,74
299,3,4:02.0,,A. Davis makes 2-pt jump shot from 4 ft (assist by E. Moore),64,76
300,3,3:47.0,S. Ibaka misses 2-pt jump shot from 7 ft (block by A. Davis),,64,76
301,3,3:46.0,,Defensive rebound by E. Moore,64,76
302,3,3:30.0,,J. Holiday makes 2-pt jump shot from 19 ft (assist by E. Moore),64,78
303,3,3:29.0,Orlando full timeout,,64,78
304,3,3:29.0,J. Green enters the game for A. Gordon,,64,78
305,3,3:18.0,S. Ibaka makes 2-pt dunk at rim (assist by N. Vučević),,66,78
306,3,3:04.0,,D. Cunningham makes 2-pt dunk at rim (assist by A. Davis),66,80
307,3,2:47.0,N. Vučević misses 2-pt jump shot from 5 ft,,66,80
308,3,2:46.0,,Defensive rebound by D. Cunningham,66,80
309,3,2:40.0,,E. Moore makes 2-pt layup from 1 ft (assist by L. Galloway),66,82
310,3,2:31.0,N. Vučević makes 2-pt dunk at rim (assist by E. Payton),,68,82
311,3,2:16.0,,J. Holiday makes 2-pt jump shot from 19 ft,68,84
312,3,2:05.0,N. Vučević misses 2-pt jump shot from 21 ft,,68,84
313,3,2:04.0,,Defensive rebound by L. Galloway,68,84
314,3,1:53.0,,J. Holiday misses 3-pt jump shot from 27 ft,68,84
315,3,1:51.0,Defensive rebound by E. Payton,,68,84
316,3,1:42.0,E. Payton makes 3-pt jump shot from 25 ft,,71,84
317,3,1:27.0,,A. Davis makes 2-pt jump shot from 5 ft (assist by J. Holiday),71,86
318,3,1:18.0,Turnover by E. Payton (lost ball; steal by J. Holiday),,71,86
319,3,1:15.0,,Personal foul by N. Vučević (drawn by J. Holiday),71,86
320,3,1:15.0,M. Hezonja enters the game for S. Ibaka,,71,86
321,3,1:15.0,C. Watson enters the game for N. Vučević,,71,86
322,3,1:15.0,B. Biyombo enters the game for E. Payton,,71,86
323,3,1:13.0,,T. Evans enters the game for J. Holiday,71,86
324,3,1:00.0,,D. Cunningham makes 2-pt dunk at rim (assist by T. Evans),71,88
325,3,0:52.0,Personal foul by D. Cunningham (drawn by C. Watson),,71,88
326,3,0:52.0,,S. Hill enters the game for D. Cunningham,71,88
327,3,0:48.0,Turnover by M. Hezonja (lost ball; steal by T. Evans),,71,88
328,3,0:47.0,,Personal foul by M. Hezonja (drawn by L. Galloway),71,88
329,3,0:47.0,,L. Galloway makes free throw 1 of 2,71,89
330,3,0:47.0,,L. Galloway makes free throw 2 of 2,71,90
331,3,0:32.0,D. Augustin misses 3-pt jump shot from 25 ft,,71,90
332,3,0:32.0,,Defensive rebound by T. Evans,71,90
333,3,0:17.0,,A. Davis makes 2-pt jump shot from 18 ft (assist by T. Evans),71,92
334,3,0:00.0,J. Green makes 2-pt jump shot from 16 ft,,73,92
335,4,11:39.0,,T. Evans misses 3-pt jump shot from 27 ft,73,92
336,4,11:37.0,Defensive rebound by M. Hezonja,,73,92
337,4,11:25.0,M. Hezonja makes 2-pt jump shot from 18 ft,,75,92
338,4,11:11.0,,T. Jones makes 3-pt jump shot from 25 ft (assist by L. Galloway),75,95
339,4,10:58.0,Turnover by M. Hezonja (lost ball),,75,95
340,4,10:34.0,,T. Evans misses 2-pt jump shot from 21 ft,75,95
341,4,10:34.0,Defensive rebound by B. Biyombo,,75,95
342,4,10:19.0,C. Watson misses 3-pt jump shot from 25 ft,,75,95
343,4,10:18.0,,Defensive rebound by S. Hill,75,95
344,4,10:08.0,,T. Jones misses 3-pt jump shot from 25 ft,75,95
345,4,10:08.0,Defensive rebound by M. Hezonja,,75,95
346,4,10:02.0,Turnover by D. Augustin (bad pass),,75,95
347,4,9:50.0,,New Orleans full timeout,75,95
348,4,9:44.0,,Personal foul by C. Watson (drawn by T. Evans),75,95
349,4,9:30.0,,T. Jones makes 2-pt jump shot from 7 ft,75,97
350,4,9:12.0,J. Green misses 2-pt jump shot from 12 ft,,75,97
351,4,9:11.0,,Defensive rebound by T. Jones,75,97
352,4,8:48.0,,L. Galloway makes 3-pt jump shot from 27 ft (assist by T. Evans),75,100
353,4,8:42.0,Turnover by D. Augustin (lost ball),,75,100
354,4,8:42.0,Official timeout,,75,100
355,4,8:42.0,A. Gordon enters the game for C. Watson,,75,100
356,4,8:26.0,,L. Galloway makes 3-pt jump shot from 27 ft,75,103
357,4,8:06.0,J. Green misses 3-pt jump shot from 26 ft,,75,103
358,4,8:05.0,,Defensive rebound by T. Evans,75,103
359,4,7:45.0,,T. Jones misses 2-pt layup from 2 ft,75,103
360,4,7:44.0,Defensive rebound by Team,,75,103
361,4,7:26.0,B. Biyombo makes 2-pt hook shot from 3 ft (assist by A. Gordon),,77,103
362,4,7:11.0,,T. Evans misses 2-pt layup from 2 ft,77,103
363,4,7:10.0,Defensive rebound by A. Gordon,,77,103
364,4,7:02.0,J. Green makes 3-pt jump shot from 25 ft (assist by D. Augustin),,80,103
365,4,6:32.0,,T. Evans makes 3-pt jump shot from 27 ft (assist by T. Jones),80,106
366,4,6:12.0,Turnover by D. Augustin (lost ball; steal by S. Hill),,80,106
367,4,6:07.0,,Turnover by S. Hill (bad pass; steal by J. Green),80,106
368,4,6:02.0,A. Gordon makes 2-pt jump shot from 3 ft (assist by M. Hezonja),,82,106
369,4,5:40.0,,T. Evans makes 3-pt jump shot from 28 ft,82,109
370,4,5:38.0,Orlando full timeout,,82,109
371,4,5:38.0,C. Watson enters the game for M. Hezonja,,82,109
372,4,5:38.0,D. Rudež enters the game for J. Green,,82,109
373,4,5:25.0,Turnover by C. Watson (bad pass; steal by T. Evans),,82,109
374,4,5:04.0,,E. Moore misses 2-pt jump shot from 12 ft,82,109
375,4,5:03.0,Defensive rebound by B. Biyombo,,82,109
376,4,4:54.0,D. Augustin makes 2-pt jump shot from 7 ft,,84,109
377,4,4:44.0,,T. Evans makes 3-pt jump shot from 26 ft,84,112
378,4,4:24.0,B. Biyombo misses 2-pt jump shot from 7 ft,,84,112
379,4,4:23.0,,Defensive rebound by T. Jones,84,112
380,4,4:14.0,,T. Evans misses 3-pt jump shot from 30 ft,84,112
381,4,4:12.0,Defensive rebound by B. Biyombo,,84,112
382,4,4:03.0,B. Biyombo makes 2-pt layup from 2 ft (assist by D. Augustin),,86,112
383,4,3:45.0,,T. Jones makes 2-pt layup from 2 ft,86,114
384,4,3:27.0,A. Gordon misses 2-pt jump shot from 17 ft,,86,114
385,4,3:26.0,Offensive rebound by B. Biyombo,,86,114
386,4,3:26.0,,Loose ball foul by T. Evans (drawn by B. Biyombo),86,114
