,QUARTER,TIME_REMAINING,PORTLAND_ACTION,DETROIT_ACTION,PORTLAND_SCORE,DETROIT_SCORE
383,4,5:45.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by M. Morris),92,97
384,4,5:31.0,D. Lillard makes 2-pt layup from 1 ft,,94,97
385,4,5:20.0,,K. Caldwell-Pope makes 3-pt jump shot from 27 ft (assist by M. Morris),94,100
386,4,5:05.0,D. Lillard misses 3-pt jump shot from 25 ft,,94,100
387,4,5:04.0,,Defensive rebound by S. Johnson,94,100
388,4,4:51.0,,A. Drummond makes 2-pt dunk at rim (assist by R. Jackson),94,102
389,4,4:50.0,Portland full timeout,,94,102
390,4,4:50.0,Official timeout,,94,102
391,4,4:50.0,,I. Smith enters the game for R. Jackson,94,102
392,4,4:41.0,M. Harkless makes 2-pt dunk at rim (assist by J. Nurkić),,96,102
393,4,4:27.0,,A. Drummond makes 2-pt dunk at rim (assist by M. Morris),96,104
394,4,4:27.0,,Shooting foul by J. Nurkić (drawn by A. Drummond),96,104
395,4,4:27.0,,A. Drummond misses free throw 1 of 1,96,104
396,4,4:26.0,Defensive rebound by M. Harkless,,96,104
397,4,4:18.0,D. Lillard makes 2-pt layup from 1 ft,,98,104
398,4,4:10.0,,Personal take foul by A. Crabbe (drawn by A. Drummond),98,104
399,4,4:10.0,,A. Drummond makes free throw 1 of 2,98,105
400,4,4:10.0,,A. Drummond misses free throw 2 of 2,98,105
401,4,4:09.0,,Offensive rebound by S. Johnson,98,105
402,4,4:04.0,,S. Johnson misses 2-pt jump shot from 6 ft (block by M. Harkless),98,105
403,4,4:04.0,Defensive rebound by M. Harkless,,98,105
404,4,4:01.0,Personal foul by K. Caldwell-Pope (drawn by D. Lillard),,98,105
405,4,4:01.0,,A. Baynes enters the game for A. Drummond,98,105
406,4,3:46.0,A. Crabbe makes 2-pt jump shot from 18 ft (assist by J. Nurkić),,100,105
407,4,3:27.0,,M. Morris misses 2-pt layup at rim,100,105
408,4,3:26.0,Defensive rebound by M. Harkless,,100,105
409,4,3:23.0,Turnover by M. Harkless (lost ball; steal by S. Johnson),,100,105
410,4,2:58.0,,M. Morris misses 2-pt jump shot from 17 ft,100,105
411,4,2:56.0,Defensive rebound by D. Lillard,,100,105
412,4,2:50.0,A. Crabbe makes 3-pt jump shot from 27 ft (assist by J. Nurkić),,103,105
413,4,2:27.0,,I. Smith misses 2-pt jump shot from 17 ft,103,105
414,4,2:26.0,Defensive rebound by C. McCollum,,103,105
415,4,2:19.0,Shooting foul by A. Baynes (drawn by D. Lillard),,103,105
416,4,2:19.0,,Detroit full timeout,103,105
417,4,2:19.0,D. Lillard makes free throw 1 of 2,,104,105
418,4,2:19.0,D. Lillard makes free throw 2 of 2,,105,105
419,4,1:56.0,,S. Johnson misses 3-pt jump shot from 27 ft,105,105
420,4,1:56.0,,Offensive rebound by Team,105,105
421,4,1:46.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,105,105
422,4,1:46.0,Defensive rebound by Team,,105,105
423,4,1:46.0,,Loose ball foul by M. Morris (drawn by J. Nurkić),105,105
424,4,1:46.0,J. Nurkić makes free throw 1 of 2,,106,105
425,4,1:46.0,,A. Drummond enters the game for A. Baynes,106,105
426,4,1:46.0,J. Nurkić makes free throw 2 of 2,,107,105
427,4,1:31.0,,M. Morris makes 2-pt jump shot from 17 ft,107,107
428,4,1:17.0,D. Lillard misses 2-pt layup from 1 ft,,107,107
429,4,1:17.0,,Defensive rebound by A. Drummond,107,107
430,4,1:11.0,,K. Caldwell-Pope makes 2-pt jump shot from 16 ft,107,109
431,4,0:53.0,J. Nurkić misses 2-pt jump shot from 6 ft,,107,109
432,4,0:53.0,Offensive rebound by Team,,107,109
433,4,0:53.0,Offensive foul by J. Nurkić (drawn by M. Morris),,107,109
434,4,0:53.0,Turnover by J. Nurkić (offensive foul),,107,109
435,4,0:53.0,,T. Harris enters the game for S. Johnson,107,109
436,4,0:32.0,,M. Morris misses 2-pt jump shot from 16 ft,107,109
437,4,0:32.0,,Offensive rebound by Team,107,109
438,4,0:11.0,,K. Caldwell-Pope misses 2-pt jump shot from 15 ft,107,109
439,4,0:11.0,Defensive rebound by Team,,107,109
440,4,0:11.0,Portland full timeout,,107,109
441,4,0:11.0,,Technical foul by K. Caldwell-Pope,107,109
442,4,0:11.0,D. Lillard misses technical free throw,,107,109
443,4,0:11.0,Offensive rebound by Team,,107,109
444,4,0:11.0,,S. Johnson enters the game for T. Harris,107,109
445,4,0:03.0,D. Lillard makes 2-pt layup at rim,,109,109
446,4,0:03.0,,Detroit full timeout,109,109
447,4,0:03.0,,T. Harris enters the game for S. Johnson,109,109
448,4,0:01.0,,M. Morris misses 2-pt jump shot from 18 ft,109,109
449,4,0:00.0,,Offensive rebound by A. Drummond,109,109
450,1OT,4:41.0,Personal foul by A. Drummond (drawn by J. Nurkić),,109,109
451,1OT,4:32.0,C. McCollum misses 3-pt jump shot from 24 ft,,109,109
452,1OT,4:31.0,,Defensive rebound by I. Smith,109,109
453,1OT,4:25.0,,I. Smith misses 2-pt layup from 1 ft,109,109
454,1OT,4:24.0,Defensive rebound by J. Nurkić,,109,109
455,1OT,4:14.0,Turnover by D. Lillard (bad pass; steal by K. Caldwell-Pope),,109,109
456,1OT,4:10.0,,K. Caldwell-Pope misses 2-pt jump shot from 5 ft (block by C. McCollum),109,109
457,1OT,4:09.0,,Offensive rebound by Team,109,109
458,1OT,4:02.0,,Personal foul by J. Nurkić (drawn by A. Drummond),109,109
459,1OT,3:50.0,,M. Morris makes 2-pt jump shot from 15 ft,109,111
460,1OT,3:34.0,J. Nurkić misses 2-pt layup from 1 ft,,109,111
461,1OT,3:33.0,Offensive rebound by M. Harkless,,109,111
462,1OT,3:31.0,M. Harkless makes 2-pt layup at rim,,111,111
463,1OT,3:18.0,,M. Morris makes 2-pt jump shot from 16 ft,111,113
464,1OT,3:18.0,,Shooting foul by M. Harkless (drawn by M. Morris),111,113
465,1OT,3:18.0,A. Aminu enters the game for M. Harkless,,111,113
466,1OT,3:18.0,,M. Morris makes free throw 1 of 1,111,114
467,1OT,3:02.0,D. Lillard misses 2-pt jump shot from 6 ft,,111,114
468,1OT,3:02.0,Offensive rebound by Team,,111,114
469,1OT,2:53.0,C. McCollum misses 3-pt jump shot from 27 ft,,111,114
470,1OT,2:53.0,,Defensive rebound by M. Morris,111,114
471,1OT,2:33.0,,M. Morris makes 2-pt jump shot from 18 ft,111,116
472,1OT,2:16.0,Turnover by C. McCollum (lost ball; steal by I. Smith),,111,116
473,1OT,2:12.0,,Shooting foul by A. Crabbe (drawn by A. Drummond),111,116
474,1OT,2:12.0,,A. Drummond misses free throw 1 of 2,111,116
475,1OT,2:12.0,,Offensive rebound by Team,111,116
476,1OT,2:12.0,,A. Drummond misses free throw 2 of 2,111,116
477,1OT,2:11.0,Defensive rebound by A. Crabbe,,111,116
478,1OT,1:57.0,D. Lillard misses 2-pt layup from 1 ft,,111,116
479,1OT,1:56.0,,Defensive rebound by S. Johnson,111,116
480,1OT,1:39.0,,I. Smith makes 2-pt jump shot from 20 ft,111,118
481,1OT,1:39.0,Portland full timeout,,111,118
482,1OT,1:30.0,Turnover by J. Nurkić (bad pass; steal by I. Smith),,111,118
483,1OT,1:12.0,,I. Smith makes 2-pt jump shot from 20 ft,111,120
484,1OT,1:03.0,Shooting foul by A. Drummond (drawn by D. Lillard),,111,120
485,1OT,1:03.0,D. Lillard makes free throw 1 of 2,,112,120
486,1OT,1:03.0,,A. Baynes enters the game for A. Drummond,112,120
487,1OT,1:03.0,D. Lillard makes free throw 2 of 2,,113,120
488,1OT,0:37.0,,I. Smith misses 2-pt jump shot from 16 ft,113,120
489,1OT,0:37.0,Defensive rebound by J. Nurkić,,113,120
490,1OT,0:28.0,A. Aminu misses 2-pt layup at rim,,113,120
491,1OT,0:27.0,,Defensive rebound by A. Baynes,113,120
492,1OT,0:02.0,,Turnover by Team (shot clock),113,120
493,1OT,0:01.0,C. McCollum misses 3-pt jump shot from 26 ft,,113,120
494,1OT,0:00.0,Offensive rebound by Team,,113,120
