,QUARTER,TIME_REMAINING,PHOENIX_ACTION,DALLAS_ACTION,PHOENIX_SCORE,DALLAS_SCORE
0,1,11:35.0,D. Jones makes 2-pt jump shot from 16 ft (assist by M. Chriss),,2,0
1,1,11:18.0,,D. Nowitzki makes 2-pt jump shot from 22 ft (assist by W. Matthews),2,2
2,1,11:00.0,Turnover by E. Bledsoe (lost ball),,2,2
3,1,10:43.0,,D. Nowitzki makes 2-pt jump shot from 17 ft (assist by S. Curry),2,4
4,1,10:30.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,2,4
5,1,10:29.0,,Defensive rebound by S. Curry,2,4
6,1,10:22.0,,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by S. Curry),2,7
7,1,10:07.0,Shooting foul by Y. Ferrell (drawn by D. Booker),,2,7
8,1,10:07.0,D. Booker makes free throw 1 of 2,,3,7
9,1,10:07.0,D. Booker makes free throw 2 of 2,,4,7
10,1,9:55.0,,Turnover by S. Curry (bad pass),4,7
11,1,9:38.0,M. Chriss misses 3-pt jump shot from 25 ft,,4,7
12,1,9:37.0,,Defensive rebound by W. Matthews,4,7
13,1,9:28.0,,H. Barnes misses 2-pt layup from 1 ft,4,7
14,1,9:26.0,Defensive rebound by D. Jones,,4,7
15,1,9:21.0,E. Bledsoe misses 2-pt jump shot from 16 ft,,4,7
16,1,9:18.0,,Defensive rebound by H. Barnes,4,7
17,1,9:07.0,,Shooting foul by T. Warren (drawn by D. Nowitzki),4,7
18,1,9:07.0,,D. Nowitzki makes free throw 1 of 2,4,8
19,1,9:07.0,,D. Nowitzki makes free throw 2 of 2,4,9
20,1,8:49.0,E. Bledsoe makes 2-pt jump shot from 18 ft,,6,9
21,1,8:29.0,,S. Curry misses 2-pt layup from 1 ft (block by M. Chriss),6,9
22,1,8:27.0,Defensive rebound by E. Bledsoe,,6,9
23,1,8:22.0,E. Bledsoe misses 2-pt jump shot from 19 ft,,6,9
24,1,8:21.0,,Defensive rebound by D. Nowitzki,6,9
25,1,8:10.0,,Y. Ferrell makes 2-pt layup from 1 ft,6,11
26,1,8:00.0,T. Warren misses 2-pt jump shot from 20 ft,,6,11
27,1,7:59.0,,Defensive rebound by D. Nowitzki,6,11
28,1,7:48.0,,D. Nowitzki makes 2-pt jump shot from 12 ft (assist by Y. Ferrell),6,13
29,1,7:48.0,Phoenix full timeout,,6,13
30,1,7:35.0,T. Warren makes 2-pt jump shot from 10 ft (assist by E. Bledsoe),,8,13
31,1,7:20.0,,Turnover by S. Curry (bad pass),8,13
32,1,7:08.0,E. Bledsoe misses 3-pt jump shot from 24 ft,,8,13
33,1,7:07.0,,Defensive rebound by D. Nowitzki,8,13
34,1,6:55.0,,H. Barnes misses 2-pt jump shot from 5 ft (block by T. Warren),8,13
35,1,6:53.0,Defensive rebound by D. Jones,,8,13
36,1,6:50.0,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),,10,13
37,1,6:24.0,,S. Curry misses 3-pt jump shot from 23 ft,10,13
38,1,6:23.0,Defensive rebound by M. Chriss,,10,13
39,1,6:15.0,E. Bledsoe misses 2-pt jump shot from 23 ft,,10,13
40,1,6:14.0,,Defensive rebound by Team,10,13
41,1,6:14.0,,S. Mejri enters the game for D. Nowitzki,10,13
42,1,6:04.0,,S. Mejri misses 2-pt layup from 1 ft,10,13
43,1,6:02.0,Defensive rebound by T. Warren,,10,13
44,1,5:55.0,D. Booker makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,13,13
45,1,5:40.0,,Shooting foul by M. Chriss (drawn by Y. Ferrell),13,13
46,1,5:40.0,,Y. Ferrell makes free throw 1 of 2,13,14
47,1,5:40.0,,Y. Ferrell makes free throw 2 of 2,13,15
48,1,5:22.0,Personal foul by S. Mejri (drawn by M. Chriss),,13,15
49,1,5:14.0,M. Chriss makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),,16,15
50,1,4:55.0,Offensive charge foul by H. Barnes (drawn by M. Chriss),,16,15
51,1,4:55.0,,Turnover by H. Barnes (offensive foul),16,15
52,1,4:55.0,,D. Powell enters the game for S. Mejri,16,15
53,1,4:47.0,E. Bledsoe makes 2-pt jump shot from 4 ft,,18,15
54,1,4:26.0,,Shooting foul by T. Warren (drawn by H. Barnes),18,15
55,1,4:26.0,,H. Barnes makes free throw 1 of 2,18,16
56,1,4:26.0,,H. Barnes makes free throw 2 of 2,18,17
57,1,4:17.0,Shooting foul by Y. Ferrell (drawn by E. Bledsoe),,18,17
58,1,4:17.0,E. Bledsoe makes free throw 1 of 3,,19,17
59,1,4:17.0,E. Bledsoe makes free throw 2 of 3,,20,17
60,1,4:17.0,J. Dudley enters the game for T. Warren,,20,17
61,1,4:17.0,,J. Barea enters the game for Y. Ferrell,20,17
62,1,4:17.0,E. Bledsoe makes free throw 3 of 3,,21,17
63,1,4:03.0,,W. Matthews misses 3-pt jump shot from 25 ft,21,17
64,1,4:01.0,Defensive rebound by M. Chriss,,21,17
65,1,3:51.0,Turnover by D. Jones (bad pass),,21,17
66,1,3:38.0,,Def 3 sec tech foul by M. Chriss,21,17
67,1,3:38.0,,S. Curry makes technical free throw,21,18
68,1,3:23.0,,H. Barnes misses 2-pt jump shot from 11 ft,21,18
69,1,3:21.0,Defensive rebound by M. Chriss,,21,18
70,1,3:16.0,Turnover by E. Bledsoe (bad pass),,21,18
71,1,3:01.0,,Shooting foul by E. Bledsoe (drawn by H. Barnes),21,18
72,1,3:01.0,,H. Barnes makes free throw 1 of 2,21,19
73,1,3:01.0,,H. Barnes makes free throw 2 of 2,21,20
74,1,2:43.0,E. Bledsoe misses 2-pt jump shot from 13 ft,,21,20
75,1,2:42.0,,Defensive rebound by D. Powell,21,20
76,1,2:26.0,,S. Curry misses 3-pt jump shot from 25 ft,21,20
77,1,2:24.0,Defensive rebound by D. Jones,,21,20
78,1,2:14.0,D. Booker makes 2-pt jump shot from 11 ft,,23,20
79,1,2:02.0,,J. Barea misses 2-pt jump shot from 5 ft,23,20
80,1,2:02.0,Defensive rebound by M. Chriss,,23,20
81,1,2:02.0,Personal foul by D. Powell (drawn by M. Chriss),,23,20
82,1,2:02.0,,Dallas full timeout,23,20
83,1,2:02.0,A. Williams enters the game for M. Chriss,,23,20
84,1,2:02.0,T. Ulis enters the game for E. Bledsoe,,23,20
85,1,2:02.0,,D. Harris enters the game for H. Barnes,23,20
86,1,2:02.0,,D. Nowitzki enters the game for S. Curry,23,20
87,1,1:45.0,D. Booker misses 2-pt jump shot from 18 ft,,23,20
88,1,1:44.0,,Defensive rebound by D. Nowitzki,23,20
89,1,1:26.0,,Shooting foul by A. Williams (drawn by W. Matthews),23,20
90,1,1:26.0,,W. Matthews makes free throw 1 of 2,23,21
91,1,1:26.0,,W. Matthews makes free throw 2 of 2,23,22
92,1,1:15.0,A. Williams makes 2-pt jump shot from 11 ft (assist by T. Ulis),,25,22
93,1,0:58.0,,D. Nowitzki makes 2-pt jump shot from 14 ft (assist by J. Barea),25,24
94,1,0:35.0,T. Ulis misses 3-pt jump shot from 25 ft,,25,24
95,1,0:34.0,,Defensive rebound by D. Nowitzki,25,24
96,1,0:24.0,,D. Nowitzki misses 2-pt jump shot from 21 ft,25,24
97,1,0:23.0,Defensive rebound by D. Jones,,25,24
98,1,0:02.0,D. Booker misses 3-pt jump shot from 27 ft,,25,24
99,1,0:00.0,,Defensive rebound by D. Nowitzki,25,24
100,2,11:42.0,,D. Finney-Smith makes 3-pt jump shot from 23 ft (assist by D. Harris),25,27
101,2,11:30.0,Offensive foul by A. Williams (drawn by J. Barea),,25,27
102,2,11:30.0,Turnover by A. Williams (offensive foul),,25,27
103,2,11:13.0,,Turnover by D. Harris (lost ball),25,27
104,2,11:00.0,T. Ulis misses 2-pt jump shot from 11 ft,,25,27
105,2,10:59.0,,Defensive rebound by D. Finney-Smith,25,27
106,2,10:49.0,,D. Nowitzki makes 2-pt jump shot from 13 ft (assist by J. Barea),25,29
107,2,10:34.0,L. Barbosa misses 2-pt jump shot from 8 ft,,25,29
108,2,10:32.0,,Defensive rebound by S. Mejri,25,29
109,2,10:26.0,,J. Barea misses 3-pt jump shot from 25 ft,25,29
110,2,10:25.0,Defensive rebound by T. Ulis,,25,29
111,2,10:14.0,T. Warren misses 2-pt jump shot from 13 ft,,25,29
112,2,10:13.0,,Defensive rebound by D. Nowitzki,25,29
113,2,10:04.0,,Turnover by J. Barea (bad pass),25,29
114,2,9:51.0,Shooting foul by D. Nowitzki (drawn by T. Warren),,25,29
115,2,9:51.0,T. Warren makes free throw 1 of 2,,26,29
116,2,9:51.0,T. Warren misses free throw 2 of 2,,26,29
117,2,9:50.0,,Defensive rebound by J. Barea,26,29
118,2,9:34.0,,Turnover by J. Barea (lost ball; steal by T. Ulis),26,29
119,2,9:24.0,A. Williams misses 2-pt jump shot from 14 ft,,26,29
120,2,9:23.0,,Defensive rebound by S. Mejri,26,29
121,2,9:12.0,,J. Barea misses 3-pt jump shot from 25 ft,26,29
122,2,9:11.0,Defensive rebound by Team,,26,29
123,2,8:51.0,J. Dudley misses 3-pt jump shot from 23 ft,,26,29
124,2,8:50.0,,Defensive rebound by S. Mejri,26,29
125,2,8:32.0,,D. Harris makes 3-pt jump shot from 24 ft (assist by D. Finney-Smith),26,32
126,2,8:30.0,Phoenix full timeout,,26,32
127,2,8:30.0,,Y. Ferrell enters the game for J. Barea,26,32
128,2,8:12.0,J. Dudley misses 3-pt jump shot from 26 ft,,26,32
129,2,8:11.0,,Defensive rebound by D. Harris,26,32
130,2,8:04.0,,D. Harris misses 3-pt jump shot from 24 ft,26,32
131,2,8:02.0,Defensive rebound by T. Ulis,,26,32
132,2,7:51.0,T. Ulis makes 2-pt jump shot from 7 ft,,28,32
133,2,7:27.0,,D. Nowitzki makes 2-pt jump shot from 22 ft (assist by D. Harris),28,34
134,2,7:15.0,Turnover by T. Warren (lost ball),,28,34
135,2,7:15.0,,S. Curry enters the game for D. Harris,28,34
136,2,7:15.0,,H. Barnes enters the game for D. Nowitzki,28,34
137,2,6:56.0,,H. Barnes misses 2-pt jump shot from 18 ft,28,34
138,2,6:55.0,,Offensive rebound by D. Finney-Smith,28,34
139,2,6:54.0,,Turnover by D. Finney-Smith (lost ball),28,34
140,2,6:45.0,T. Ulis makes 2-pt jump shot from 6 ft,,30,34
141,2,6:27.0,,S. Mejri misses 2-pt layup from 3 ft (block by A. Williams),30,34
142,2,6:25.0,,Offensive rebound by S. Mejri,30,34
143,2,6:24.0,,Turnover by S. Mejri (lost ball; steal by J. Dudley),30,34
144,2,6:00.0,T. Ulis misses 2-pt jump shot from 12 ft,,30,34
145,2,5:59.0,,Defensive rebound by S. Mejri,30,34
146,2,5:50.0,,S. Curry misses 2-pt jump shot from 12 ft,30,34
147,2,5:49.0,Defensive rebound by A. Williams,,30,34
148,2,5:35.0,T. Warren misses 2-pt jump shot from 10 ft,,30,34
149,2,5:34.0,,Defensive rebound by S. Mejri,30,34
150,2,5:16.0,,H. Barnes makes 2-pt jump shot from 12 ft,30,36
151,2,4:54.0,Turnover by L. Barbosa (bad pass),,30,36
152,2,4:53.0,Official timeout,,30,36
153,2,4:53.0,D. Booker enters the game for J. Dudley,,30,36
154,2,4:53.0,E. Bledsoe enters the game for T. Ulis,,30,36
155,2,4:53.0,M. Chriss enters the game for L. Barbosa,,30,36
156,2,4:53.0,,W. Matthews enters the game for D. Finney-Smith,30,36
157,2,4:37.0,,H. Barnes misses 2-pt jump shot from 12 ft,30,36
158,2,4:36.0,Defensive rebound by M. Chriss,,30,36
159,2,4:23.0,T. Warren makes 2-pt dunk at rim (assist by A. Williams),,32,36
160,2,4:01.0,,Shooting foul by M. Chriss (drawn by S. Mejri),32,36
161,2,4:01.0,,S. Mejri makes free throw 1 of 2,32,37
162,2,4:01.0,,S. Mejri makes free throw 2 of 2,32,38
163,2,3:36.0,A. Williams makes 2-pt layup from 2 ft (assist by T. Warren),,34,38
164,2,3:24.0,,Y. Ferrell misses 3-pt jump shot from 24 ft,34,38
165,2,3:23.0,Defensive rebound by E. Bledsoe,,34,38
166,2,3:18.0,A. Williams misses 2-pt layup from 2 ft (block by S. Mejri),,34,38
167,2,3:17.0,Offensive rebound by T. Warren,,34,38
168,2,3:16.0,T. Warren makes 2-pt layup from 2 ft,,36,38
169,2,3:16.0,,Dallas full timeout,36,38
170,2,3:15.0,,D. Nowitzki enters the game for S. Mejri,36,38
171,2,2:56.0,,Shooting foul by M. Chriss (drawn by H. Barnes),36,38
172,2,2:56.0,,H. Barnes makes free throw 1 of 2,36,39
173,2,2:56.0,T. Ulis enters the game for M. Chriss,,36,39
174,2,2:56.0,,H. Barnes makes free throw 2 of 2,36,40
175,2,2:46.0,Turnover by D. Booker (lost ball; steal by Y. Ferrell),,36,40
176,2,2:41.0,,Y. Ferrell misses 2-pt layup from 2 ft,36,40
177,2,2:37.0,,Offensive rebound by H. Barnes,36,40
178,2,2:37.0,,H. Barnes makes 2-pt layup from 2 ft,36,42
179,2,2:22.0,T. Ulis makes 2-pt jump shot from 14 ft,,38,42
180,2,1:59.0,,D. Nowitzki makes 2-pt jump shot from 13 ft,38,44
181,2,1:59.0,,Shooting foul by T. Ulis (drawn by D. Nowitzki),38,44
182,2,1:59.0,,D. Nowitzki misses free throw 1 of 1,38,44
183,2,1:58.0,Defensive rebound by T. Warren,,38,44
184,2,1:48.0,D. Booker makes 2-pt jump shot from 11 ft,,40,44
185,2,1:27.0,,Y. Ferrell makes 3-pt jump shot from 24 ft (assist by D. Nowitzki),40,47
186,2,1:15.0,D. Booker misses 2-pt jump shot from 10 ft,,40,47
187,2,1:14.0,Offensive rebound by D. Booker,,40,47
188,2,1:12.0,D. Booker makes 2-pt jump shot from 8 ft,,42,47
189,2,0:52.0,,H. Barnes misses 2-pt hook shot from 5 ft,42,47
190,2,0:50.0,,Offensive rebound by H. Barnes,42,47
191,2,0:48.0,,H. Barnes misses 2-pt layup from 2 ft,42,47
192,2,0:47.0,Defensive rebound by A. Williams,,42,47
193,2,0:28.0,T. Warren misses 2-pt jump shot from 14 ft,,42,47
194,2,0:27.0,,Defensive rebound by D. Nowitzki,42,47
195,2,0:06.0,,Y. Ferrell misses 2-pt layup from 2 ft (block by T. Ulis),42,47
196,2,0:04.0,Defensive rebound by D. Booker,,42,47
197,2,0:01.0,T. Warren makes 2-pt layup from 1 ft (assist by D. Booker),,44,47
198,2,0:01.0,Shooting foul by D. Nowitzki (drawn by T. Warren),,44,47
