,QUARTER,TIME_REMAINING,BOSTON_ACTION,PHOENIX_ACTION,BOSTON_SCORE,PHOENIX_SCORE
31,1,6:57.0,,Offensive rebound by A. Len,16,6
32,1,6:55.0,,A. Len makes 2-pt layup from 2 ft,16,8
33,1,6:35.0,J. Jerebko misses 3-pt jump shot from 23 ft,,16,8
34,1,6:33.0,,Defensive rebound by E. Bledsoe,16,8
35,1,6:18.0,,T. Warren misses 3-pt jump shot from 23 ft,16,8
36,1,6:17.0,Defensive rebound by J. Brown,,16,8
37,1,6:04.0,Turnover by J. Brown (bad pass),,16,8
38,1,5:57.0,,Turnover by E. Bledsoe (lost ball; steal by A. Johnson),16,8
39,1,5:54.0,I. Thomas misses 2-pt layup from 1 ft (block by M. Chriss),,16,8
40,1,5:54.0,Offensive rebound by J. Jerebko,,16,8
41,1,5:54.0,Shooting foul by D. Booker (drawn by J. Jerebko),,16,8
42,1,5:54.0,J. Jerebko makes free throw 1 of 2,,17,8
43,1,5:54.0,J. Jerebko misses free throw 2 of 2,,17,8
44,1,5:54.0,,A. Williams enters the game for A. Len,17,8
45,1,5:53.0,Offensive rebound by A. Johnson,,17,8
46,1,5:51.0,Shooting foul by M. Chriss (drawn by A. Johnson),,17,8
47,1,5:51.0,A. Johnson makes free throw 1 of 2,,18,8
48,1,5:51.0,A. Johnson makes free throw 2 of 2,,19,8
49,1,5:38.0,,Turnover by E. Bledsoe (lost ball; steal by I. Thomas),19,8
50,1,5:33.0,I. Thomas misses 2-pt jump shot from 7 ft (block by M. Chriss),,19,8
51,1,5:31.0,Offensive rebound by Team,,19,8
52,1,5:28.0,I. Thomas misses 2-pt jump shot from 22 ft,,19,8
53,1,5:27.0,,Defensive rebound by A. Williams,19,8
54,1,5:22.0,,M. Chriss misses 3-pt jump shot from 24 ft,19,8
55,1,5:17.0,Defensive rebound by J. Jerebko,,19,8
56,1,5:14.0,A. Johnson misses 2-pt layup from 1 ft,,19,8
57,1,5:13.0,Offensive rebound by A. Johnson,,19,8
58,1,5:03.0,Personal foul by A. Williams (drawn by I. Thomas),,19,8
59,1,4:59.0,M. Smart enters the game for J. Brown,,19,8
60,1,4:58.0,A. Johnson misses 2-pt dunk at rim (block by M. Chriss),,19,8
61,1,4:56.0,,Defensive rebound by A. Williams,19,8
62,1,4:50.0,,T. Warren makes 2-pt layup from 1 ft (assist by E. Bledsoe),19,10
63,1,4:28.0,A. Johnson misses 3-pt jump shot from 25 ft,,19,10
64,1,4:26.0,,Defensive rebound by T. Warren,19,10
65,1,4:20.0,,E. Bledsoe makes 3-pt jump shot from 25 ft,19,13
66,1,4:20.0,Boston full timeout,,19,13
67,1,4:20.0,T. Zeller enters the game for A. Johnson,,19,13
68,1,4:03.0,I. Thomas misses 3-pt jump shot from 25 ft,,19,13
69,1,4:01.0,,Defensive rebound by T. Warren,19,13
70,1,3:42.0,,A. Williams misses 2-pt layup from 2 ft,19,13
71,1,3:40.0,Defensive rebound by T. Zeller,,19,13
72,1,3:30.0,Offensive foul by T. Zeller (drawn by T. Warren),,19,13
73,1,3:30.0,Turnover by T. Zeller (offensive foul),,19,13
74,1,3:13.0,,M. Chriss makes 2-pt dunk at rim (assist by E. Bledsoe),19,15
75,1,2:59.0,Personal foul by M. Chriss (drawn by I. Thomas),,19,15
76,1,2:59.0,I. Thomas makes free throw 1 of 2,,20,15
77,1,2:59.0,,J. Dudley enters the game for M. Chriss,20,15
78,1,2:59.0,K. Olynyk enters the game for J. Jerebko,,20,15
79,1,2:59.0,I. Thomas makes free throw 2 of 2,,21,15
80,1,2:45.0,,E. Bledsoe misses 2-pt jump shot from 6 ft,21,15
81,1,2:43.0,Defensive rebound by T. Zeller,,21,15
82,1,2:35.0,Turnover by T. Zeller (bad pass; steal by A. Williams),,21,15
83,1,2:31.0,,E. Bledsoe misses 2-pt layup from 2 ft,21,15
84,1,2:31.0,,Offensive rebound by A. Williams,21,15
85,1,2:31.0,,Personal foul by I. Thomas (drawn by A. Williams),21,15
86,1,2:31.0,G. Green enters the game for I. Thomas,,21,15
87,1,2:18.0,,E. Bledsoe misses 2-pt layup from 2 ft,21,15
88,1,2:15.0,Defensive rebound by T. Zeller,,21,15
89,1,1:58.0,T. Zeller misses 2-pt jump shot from 4 ft,,21,15
90,1,1:57.0,,Defensive rebound by E. Bledsoe,21,15
91,1,1:51.0,,J. Dudley misses 3-pt jump shot from 26 ft,21,15
92,1,1:48.0,Defensive rebound by T. Zeller,,21,15
93,1,1:47.0,Turnover by T. Zeller (bad pass; steal by D. Booker),,21,15
94,1,1:44.0,,D. Booker misses 3-pt jump shot from 23 ft,21,15
95,1,1:41.0,Defensive rebound by J. Crowder,,21,15
96,1,1:25.0,Personal foul by A. Williams (drawn by M. Smart),,21,15
97,1,1:25.0,M. Smart makes free throw 1 of 2,,22,15
98,1,1:25.0,M. Smart misses free throw 2 of 2,,22,15
99,1,1:25.0,T. Rozier enters the game for J. Crowder,,22,15
100,1,1:25.0,,T. Ulis enters the game for E. Bledsoe,22,15
101,1,1:24.0,,Defensive rebound by T. Warren,22,15
102,1,1:18.0,,Personal foul by T. Zeller (drawn by A. Williams),22,15
103,1,1:12.0,,D. Booker misses 2-pt jump shot from 13 ft,22,15
104,1,1:10.0,Defensive rebound by G. Green,,22,15
105,1,0:54.0,G. Green misses 2-pt jump shot from 10 ft,,22,15
106,1,0:51.0,Offensive rebound by K. Olynyk,,22,15
107,1,0:51.0,K. Olynyk misses 2-pt layup from 2 ft,,22,15
108,1,0:49.0,Offensive rebound by T. Zeller,,22,15
109,1,0:36.0,K. Olynyk misses 2-pt jump shot from 16 ft,,22,15
110,1,0:33.0,,Defensive rebound by D. Booker,22,15
111,1,0:31.0,,Personal foul by M. Smart (drawn by D. Booker),22,15
112,1,0:31.0,,D. Booker makes free throw 1 of 2,22,16
113,1,0:31.0,J. Brown enters the game for T. Zeller,,22,16
114,1,0:31.0,,D. Booker makes free throw 2 of 2,22,17
115,1,0:10.0,Turnover by K. Olynyk (bad pass; steal by T. Warren),,22,17
116,1,0:05.0,,T. Warren makes 2-pt layup from 1 ft,22,19
117,1,0:00.0,M. Smart misses 3-pt jump shot from 45 ft,,22,19
118,1,0:00.0,Offensive rebound by Team,,22,19
119,2,11:45.0,Turnover by K. Olynyk (traveling),,22,19
120,2,11:35.0,,J. Dudley misses 2-pt jump shot from 21 ft,22,19
121,2,11:33.0,,Offensive rebound by A. Williams,22,19
122,2,11:22.0,,L. Barbosa makes 2-pt jump shot from 21 ft,22,21
123,2,11:10.0,Personal foul by D. Jones (drawn by M. Smart),,22,21
124,2,11:04.0,T. Rozier makes 2-pt jump shot from 21 ft,,24,21
125,2,10:49.0,,A. Williams misses 2-pt jump shot from 6 ft (block by K. Olynyk),24,21
126,2,10:46.0,Defensive rebound by T. Rozier,,24,21
127,2,10:43.0,M. Smart misses 3-pt jump shot from 26 ft,,24,21
128,2,10:41.0,,Defensive rebound by A. Williams,24,21
129,2,10:30.0,,L. Barbosa misses 3-pt jump shot from 25 ft,24,21
130,2,10:27.0,Defensive rebound by K. Olynyk,,24,21
131,2,10:19.0,Shooting foul by D. Jones (drawn by M. Smart),,24,21
132,2,10:19.0,M. Smart makes free throw 1 of 2,,25,21
133,2,10:19.0,M. Smart misses free throw 2 of 2,,25,21
134,2,10:19.0,,Defensive rebound by A. Williams,25,21
135,2,10:19.0,A. Johnson enters the game for T. Zeller,,25,21
136,2,10:01.0,,L. Barbosa misses 2-pt jump shot from 22 ft,25,21
137,2,9:59.0,Defensive rebound by T. Rozier,,25,21
138,2,9:43.0,A. Johnson misses 2-pt hook shot from 10 ft,,25,21
139,2,9:41.0,,Defensive rebound by A. Williams,25,21
140,2,9:38.0,,Personal foul by A. Johnson (drawn by A. Williams),25,21
141,2,9:32.0,,T. Ulis makes 2-pt jump shot from 16 ft,25,23
142,2,9:20.0,Turnover by G. Green (lost ball; steal by J. Dudley),,25,23
143,2,9:19.0,,Offensive foul by J. Dudley (drawn by G. Green),25,23
144,2,9:19.0,,Turnover by J. Dudley (offensive foul),25,23
145,2,9:02.0,K. Olynyk misses 3-pt jump shot from 26 ft,,25,23
146,2,8:59.0,,Defensive rebound by J. Dudley,25,23
147,2,8:51.0,,A. Williams makes 2-pt jump shot from 7 ft (assist by T. Ulis),25,25
148,2,8:41.0,M. Smart makes 2-pt jump shot from 9 ft,,27,25
149,2,8:27.0,,L. Barbosa misses 2-pt jump shot from 10 ft,27,25
150,2,8:25.0,Defensive rebound by G. Green,,27,25
151,2,8:16.0,K. Olynyk misses 2-pt jump shot from 10 ft,,27,25
152,2,8:12.0,,Defensive rebound by J. Dudley,27,25
153,2,7:55.0,,A. Williams misses 2-pt jump shot from 3 ft,27,25
154,2,7:53.0,Defensive rebound by G. Green,,27,25
155,2,7:44.0,G. Green makes 2-pt jump shot from 15 ft,,29,25
156,2,7:25.0,,T. Ulis misses 2-pt jump shot from 12 ft,29,25
157,2,7:23.0,,Offensive rebound by L. Barbosa,29,25
158,2,7:18.0,,T. Ulis makes 2-pt jump shot from 8 ft,29,27
159,2,7:16.0,,Violation by Team (jump ball),29,27
160,2,6:58.0,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Smart),,32,27
161,2,6:42.0,,J. Dudley misses 3-pt jump shot from 25 ft,32,27
162,2,6:40.0,Defensive rebound by M. Smart,,32,27
163,2,6:36.0,G. Green misses 3-pt jump shot from 25 ft,,32,27
164,2,6:35.0,Offensive rebound by Team,,32,27
165,2,6:35.0,,Loose ball foul by J. Dudley (drawn by K. Olynyk),32,27
166,2,6:35.0,Official timeout,,32,27
167,2,6:35.0,I. Thomas enters the game for M. Smart,,32,27
168,2,6:35.0,J. Brown enters the game for G. Green,,32,27
169,2,6:26.0,I. Thomas misses 2-pt jump shot from 7 ft (block by A. Williams),,32,27
170,2,6:23.0,,Defensive rebound by J. Dudley,32,27
171,2,6:13.0,,Personal foul by T. Rozier (drawn by A. Williams),32,27
172,2,6:04.0,,L. Barbosa misses 2-pt jump shot from 21 ft,32,27
173,2,6:02.0,Defensive rebound by I. Thomas,,32,27
174,2,5:51.0,Personal foul by T. Ulis (drawn by I. Thomas),,32,27
175,2,5:51.0,,Phoenix full timeout,32,27
176,2,5:51.0,,E. Bledsoe enters the game for D. Jones,32,27
177,2,5:51.0,J. Crowder enters the game for K. Olynyk,,32,27
178,2,5:37.0,Turnover by Team (shot clock),,32,27
179,2,5:20.0,,E. Bledsoe misses 3-pt jump shot from 25 ft,32,27
180,2,5:18.0,Defensive rebound by J. Crowder,,32,27
181,2,5:13.0,I. Thomas misses 3-pt jump shot from 26 ft,,32,27
182,2,5:10.0,,Defensive rebound by L. Barbosa,32,27
183,2,5:06.0,,Turnover by L. Barbosa (bad pass; steal by I. Thomas),32,27
184,2,4:57.0,J. Crowder makes 3-pt jump shot from 24 ft,,35,27
185,2,4:48.0,,T. Ulis makes 2-pt jump shot from 6 ft,35,29
186,2,4:33.0,I. Thomas misses 2-pt layup from 2 ft,,35,29
187,2,4:29.0,,Defensive rebound by E. Bledsoe,35,29
188,2,4:26.0,,J. Dudley misses 3-pt jump shot from 25 ft,35,29
189,2,4:23.0,,Offensive rebound by L. Barbosa,35,29
190,2,4:08.0,,T. Ulis makes 2-pt jump shot from 15 ft,35,31
191,2,4:08.0,,Shooting foul by I. Thomas (drawn by T. Ulis),35,31
192,2,4:08.0,,D. Booker enters the game for J. Dudley,35,31
193,2,4:08.0,J. Jerebko enters the game for T. Rozier,,35,31
194,2,4:08.0,,T. Ulis makes free throw 1 of 1,35,32
195,2,3:56.0,Personal block foul by D. Booker (drawn by I. Thomas),,35,32
196,2,3:56.0,I. Thomas makes free throw 1 of 2,,36,32
197,2,3:56.0,I. Thomas makes free throw 2 of 2,,37,32
198,2,3:42.0,,T. Ulis makes 2-pt jump shot from 11 ft,37,34
199,2,3:29.0,I. Thomas misses 2-pt jump shot from 17 ft,,37,34
200,2,3:26.0,,Defensive rebound by D. Booker,37,34
201,2,3:16.0,,A. Williams misses 2-pt jump shot from 5 ft (block by A. Johnson),37,34
202,2,3:15.0,Defensive rebound by J. Crowder,,37,34
203,2,3:03.0,J. Crowder misses 2-pt jump shot from 20 ft,,37,34
204,2,3:01.0,,Defensive rebound by E. Bledsoe,37,34
205,2,2:44.0,,T. Ulis makes 2-pt jump shot from 18 ft,37,36
206,2,2:43.0,Boston full timeout,,37,36
207,2,2:43.0,,T. Warren enters the game for A. Williams,37,36
208,2,2:43.0,,M. Chriss enters the game for L. Barbosa,37,36
209,2,2:43.0,M. Smart enters the game for A. Johnson,,37,36
210,2,2:26.0,J. Jerebko misses 2-pt dunk at rim (block by M. Chriss),,37,36
211,2,2:25.0,,Defensive rebound by Team,37,36
212,2,2:17.0,,Shooting foul by M. Smart (drawn by E. Bledsoe),37,36
213,2,2:17.0,,E. Bledsoe makes free throw 1 of 2,37,37
214,2,2:17.0,,E. Bledsoe makes free throw 2 of 2,37,38
215,2,1:57.0,Turnover by M. Smart (traveling),,37,38
216,2,1:45.0,,D. Booker makes 2-pt jump shot from 16 ft,37,40
217,2,1:21.0,J. Brown misses 2-pt layup from 2 ft,,37,40
218,2,1:20.0,Offensive rebound by J. Brown,,37,40
219,2,1:18.0,J. Brown misses 2-pt layup from 1 ft,,37,40
220,2,1:18.0,,Defensive rebound by E. Bledsoe,37,40
221,2,1:13.0,,E. Bledsoe misses 2-pt layup from 2 ft,37,40
222,2,1:12.0,,Offensive rebound by M. Chriss,37,40
223,2,1:12.0,,M. Chriss makes 2-pt dunk at rim,37,42
224,2,1:05.0,I. Thomas makes 2-pt layup from 2 ft,,39,42
225,2,0:53.0,,Personal block foul by I. Thomas (drawn by E. Bledsoe),39,42
226,2,0:53.0,,E. Bledsoe makes free throw 1 of 2,39,43
227,2,0:53.0,K. Olynyk enters the game for J. Jerebko,,39,43
228,2,0:53.0,,E. Bledsoe makes free throw 2 of 2,39,44
229,2,0:40.0,Turnover by I. Thomas (lost ball; steal by T. Ulis),,39,44
230,2,0:40.0,,Clear path foul by I. Thomas,39,44
231,2,0:40.0,,T. Ulis makes clear path free throw 1 of 2,39,45
232,2,0:40.0,T. Rozier enters the game for I. Thomas,,39,44
233,2,0:40.0,,T. Ulis makes clear path free throw 2 of 2,39,46
234,2,0:33.0,,D. Booker makes 3-pt jump shot from 25 ft (assist by E. Bledsoe),39,49
235,2,0:15.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by J. Brown),,42,49
236,2,0:02.0,,E. Bledsoe misses 3-pt jump shot from 26 ft,42,49
237,2,0:01.0,Defensive rebound by T. Rozier,,42,49
238,2,0:00.0,T. Rozier misses 3-pt jump shot from 40 ft,,42,49
239,2,0:00.0,Offensive rebound by Team,,42,49
240,3,11:52.0,Shooting foul by D. Booker (drawn by J. Brown),,42,49
241,3,11:52.0,J. Brown misses free throw 1 of 2,,42,49
242,3,11:52.0,Offensive rebound by Team,,42,49
243,3,11:52.0,J. Brown misses free throw 2 of 2,,42,49
244,3,11:51.0,Offensive rebound by J. Jerebko,,42,49
245,3,11:38.0,A. Johnson misses 2-pt layup from 1 ft,,42,49
246,3,11:37.0,Offensive rebound by J. Jerebko,,42,49
247,3,11:31.0,I. Thomas misses 3-pt jump shot from 25 ft (block by T. Warren),,42,49
248,3,11:28.0,,Defensive rebound by M. Chriss,42,49
249,3,11:09.0,,T. Warren misses 3-pt jump shot from 25 ft,42,49
250,3,11:08.0,Defensive rebound by A. Johnson,,42,49
251,3,11:03.0,J. Brown makes 2-pt dunk at rim (assist by I. Thomas),,44,49
252,3,10:36.0,,A. Len misses 2-pt hook shot from 4 ft,44,49
253,3,10:33.0,,Offensive rebound by T. Warren,44,49
254,3,10:33.0,,T. Warren makes 2-pt layup from 2 ft,44,51
255,3,10:12.0,Shooting foul by A. Len (drawn by J. Crowder),,44,51
256,3,10:12.0,J. Crowder misses free throw 1 of 2,,44,51
257,3,10:12.0,Offensive rebound by Team,,44,51
258,3,10:12.0,J. Crowder makes free throw 2 of 2,,45,51
259,3,10:12.0,,Personal foul by J. Brown,45,51
260,3,10:10.0,,A. Len makes 2-pt layup from 2 ft (assist by E. Bledsoe),45,53
261,3,10:10.0,,Shooting foul by A. Johnson (drawn by A. Len),45,53
262,3,10:10.0,,A. Len misses free throw 1 of 1,45,53
263,3,10:10.0,Defensive rebound by J. Crowder,,45,53
264,3,10:02.0,Shooting block foul by A. Len (drawn by I. Thomas),,45,53
265,3,10:02.0,I. Thomas makes free throw 1 of 2,,46,53
266,3,10:02.0,I. Thomas makes free throw 2 of 2,,47,53
267,3,9:46.0,,E. Bledsoe makes 2-pt jump shot from 16 ft,47,55
268,3,9:36.0,I. Thomas makes 3-pt jump shot from 25 ft,,50,55
269,3,9:24.0,,A. Len misses 2-pt jump shot from 16 ft,50,55
270,3,9:22.0,Defensive rebound by J. Crowder,,50,55
271,3,9:12.0,Personal foul by A. Len (drawn by I. Thomas),,50,55
272,3,9:01.0,A. Johnson misses 3-pt jump shot from 24 ft,,50,55
273,3,8:59.0,,Defensive rebound by D. Booker,50,55
274,3,8:58.0,,Personal foul by J. Jerebko (drawn by D. Booker),50,55
275,3,8:47.0,,D. Booker misses 2-pt jump shot from 22 ft,50,55
276,3,8:46.0,,Offensive rebound by Team,50,55
277,3,8:35.0,,E. Bledsoe makes 2-pt jump shot from 20 ft,50,57
278,3,8:17.0,J. Jerebko misses 3-pt jump shot from 24 ft,,50,57
279,3,8:16.0,,Defensive rebound by T. Warren,50,57
280,3,8:11.0,,Shooting foul by J. Jerebko (drawn by T. Warren),50,57
281,3,8:11.0,,T. Warren makes 2-pt jump shot from 8 ft,50,59
282,3,8:11.0,,T. Warren misses free throw 1 of 1,50,59
283,3,8:11.0,Defensive rebound by J. Brown,,50,59
284,3,8:01.0,J. Crowder makes 2-pt jump shot from 19 ft (assist by J. Brown),,52,59
285,3,7:56.0,,Shooting foul by J. Brown (drawn by D. Booker),52,59
286,3,7:56.0,,D. Booker makes free throw 1 of 2,52,60
287,3,7:56.0,,D. Booker makes free throw 2 of 2,52,61
288,3,7:43.0,Shooting foul by D. Booker (drawn by J. Brown),,52,61
289,3,7:43.0,J. Brown makes free throw 1 of 2,,53,61
290,3,7:43.0,J. Brown misses free throw 2 of 2,,53,61
291,3,7:43.0,,T. Ulis enters the game for D. Booker,53,61
292,3,7:41.0,,Defensive rebound by M. Chriss,53,61
293,3,7:24.0,,M. Chriss makes 2-pt layup from 1 ft (assist by E. Bledsoe),53,63
294,3,7:08.0,I. Thomas misses 2-pt layup from 3 ft,,53,63
295,3,7:06.0,Offensive rebound by A. Johnson,,53,63
296,3,7:05.0,A. Johnson makes 2-pt layup from 2 ft,,55,63
297,3,6:50.0,,A. Len misses 2-pt jump shot from 5 ft (block by A. Johnson),55,63
298,3,6:47.0,Defensive rebound by A. Johnson,,55,63
299,3,6:32.0,I. Thomas misses 3-pt jump shot from 25 ft,,55,63
300,3,6:30.0,,Defensive rebound by M. Chriss,55,63
301,3,6:25.0,,Shooting foul by A. Johnson (drawn by A. Len),55,63
302,3,6:25.0,,A. Len makes free throw 1 of 2,55,64
303,3,6:25.0,,A. Len makes free throw 2 of 2,55,65
304,3,6:16.0,I. Thomas makes 2-pt layup from 2 ft,,57,65
305,3,6:09.0,,T. Ulis makes 2-pt jump shot from 7 ft (assist by E. Bledsoe),57,67
306,3,5:54.0,A. Johnson makes 2-pt layup from 2 ft (assist by I. Thomas),,59,67
307,3,5:33.0,,A. Len makes 2-pt layup from 3 ft (assist by T. Ulis),59,69
308,3,5:23.0,J. Brown misses 2-pt layup from 1 ft,,59,69
309,3,5:21.0,Offensive rebound by J. Brown,,59,69
310,3,5:21.0,J. Brown makes 2-pt layup from 1 ft,,61,69
311,3,5:03.0,,Shooting foul by J. Brown (drawn by E. Bledsoe),61,69
312,3,5:03.0,,Phoenix full timeout,61,69
313,3,5:03.0,,E. Bledsoe makes free throw 1 of 2,61,70
314,3,5:03.0,M. Smart enters the game for A. Johnson,,61,69
315,3,5:03.0,K. Olynyk enters the game for J. Jerebko,,61,69
316,3,5:03.0,,A. Williams enters the game for A. Len,61,70
317,3,5:03.0,,E. Bledsoe makes free throw 2 of 2,61,71
318,3,4:51.0,Turnover by K. Olynyk (bad pass; steal by A. Williams),,61,71
319,3,4:47.0,,E. Bledsoe makes 2-pt layup from 1 ft,61,73
320,3,4:35.0,J. Crowder makes 2-pt layup from 1 ft (assist by K. Olynyk),,63,73
321,3,4:19.0,,M. Chriss makes 2-pt dunk at rim (assist by T. Ulis),63,75
322,3,3:55.0,Shooting foul by E. Bledsoe (drawn by J. Brown),,63,75
323,3,3:55.0,J. Brown makes free throw 1 of 2,,64,75
324,3,3:55.0,J. Brown misses free throw 2 of 2,,64,75
325,3,3:55.0,J. Mickey enters the game for I. Thomas,,64,75
326,3,3:53.0,,Defensive rebound by A. Williams,64,75
327,3,3:36.0,,A. Williams makes 2-pt jump shot from 5 ft,64,77
328,3,3:16.0,M. Smart misses 2-pt jump shot from 4 ft (block by M. Chriss),,64,77
329,3,3:14.0,,Defensive rebound by T. Ulis,64,77
330,3,3:11.0,,T. Warren makes 2-pt dunk at rim (assist by E. Bledsoe),64,79
331,3,3:00.0,Personal foul by E. Bledsoe (drawn by J. Brown),,64,79
332,3,3:00.0,J. Brown makes free throw 1 of 2,,65,79
333,3,3:00.0,J. Brown makes free throw 2 of 2,,66,79
334,3,2:46.0,,E. Bledsoe misses 2-pt jump shot from 19 ft,66,79
335,3,2:44.0,Defensive rebound by J. Crowder,,66,79
336,3,2:41.0,J. Brown makes 2-pt layup from 1 ft (assist by J. Crowder),,68,79
337,3,2:28.0,,M. Chriss misses 3-pt jump shot from 25 ft,68,79
338,3,2:27.0,Defensive rebound by Team,,68,79
339,3,2:27.0,Boston full timeout,,68,79
340,3,2:27.0,,L. Barbosa enters the game for E. Bledsoe,68,79
341,3,2:27.0,T. Rozier enters the game for J. Crowder,,68,79
342,3,2:10.0,Shooting foul by T. Warren (drawn by M. Smart),,68,79
343,3,2:10.0,M. Smart makes free throw 1 of 2,,69,79
344,3,2:10.0,M. Smart makes free throw 2 of 2,,70,79
345,3,1:57.0,,Shooting foul by J. Brown (drawn by T. Warren),70,79
346,3,1:57.0,,T. Warren makes free throw 1 of 2,70,80
347,3,1:57.0,,T. Warren makes free throw 2 of 2,70,81
348,3,1:44.0,G. Green enters the game for J. Brown,,70,81
349,3,1:42.0,Personal foul by A. Williams (drawn by M. Smart),,70,81
350,3,1:42.0,M. Smart makes free throw 1 of 2,,71,81
351,3,1:42.0,M. Smart misses free throw 2 of 2,,71,81
352,3,1:40.0,,Defensive rebound by A. Williams,71,81
353,3,1:31.0,,Turnover by L. Barbosa (step out of bounds),71,81
354,3,1:17.0,K. Olynyk misses 3-pt jump shot from 24 ft,,71,81
355,3,1:15.0,,Defensive rebound by M. Chriss,71,81
356,3,1:09.0,,T. Ulis misses 2-pt layup from 3 ft,71,81
357,3,1:07.0,Defensive rebound by M. Smart,,71,81
358,3,1:03.0,T. Rozier makes 3-pt jump shot from 25 ft (assist by M. Smart),,74,81
359,3,1:01.0,,Phoenix full timeout,74,81
360,3,1:01.0,,J. Dudley enters the game for M. Chriss,74,81
361,3,0:40.0,,L. Barbosa misses 2-pt layup from 3 ft (block by J. Mickey),74,81
362,3,0:37.0,Defensive rebound by K. Olynyk,,74,81
363,3,0:21.0,T. Rozier makes 3-pt jump shot from 24 ft (assist by J. Mickey),,77,81
364,3,0:02.0,,J. Dudley misses 2-pt jump shot from 22 ft,77,81
365,3,0:01.0,,Offensive rebound by T. Warren,77,81
366,3,0:00.0,,T. Warren misses 2-pt jump shot from 14 ft,77,81
367,3,0:00.0,,Offensive rebound by Team,77,81
368,4,11:44.0,,L. Barbosa misses 2-pt hook shot from 5 ft,77,81
369,4,11:41.0,Defensive rebound by J. Mickey,,77,81
370,4,11:20.0,M. Smart misses 3-pt jump shot from 24 ft,,77,81
371,4,11:17.0,,Defensive rebound by T. Ulis,77,81
372,4,11:11.0,,L. Barbosa misses 3-pt jump shot from 25 ft,77,81
373,4,11:11.0,Defensive rebound by Team,,77,81
374,4,10:56.0,T. Rozier misses 2-pt layup from 2 ft,,77,81
375,4,10:54.0,Offensive rebound by J. Mickey,,77,81
376,4,10:54.0,J. Mickey misses 2-pt layup from 1 ft (block by D. Jones),,77,81
377,4,10:51.0,Offensive rebound by G. Green,,77,81
378,4,10:51.0,G. Green misses 3-pt jump shot from 27 ft,,77,81
379,4,10:51.0,,Defensive rebound by A. Williams,77,81
380,4,10:51.0,,Personal foul by J. Mickey (drawn by A. Williams),77,81
381,4,10:36.0,,J. Dudley misses 3-pt jump shot from 25 ft,77,81
382,4,10:34.0,Defensive rebound by J. Mickey,,77,81
383,4,10:29.0,Shooting block foul by L. Barbosa (drawn by M. Smart),,77,81
384,4,10:29.0,M. Smart makes free throw 1 of 2,,78,81
385,4,10:29.0,,D. Booker enters the game for L. Barbosa,78,81
386,4,10:29.0,M. Smart makes free throw 2 of 2,,79,81
387,4,10:24.0,,Offensive foul by A. Williams (drawn by J. Mickey),79,81
388,4,10:24.0,,Turnover by A. Williams (offensive foul),79,81
389,4,10:04.0,J. Mickey misses 2-pt layup from 3 ft (block by D. Jones),,79,81
