,QUARTER,TIME_REMAINING,DENVER_ACTION,LA LAKERS_ACTION,DENVER_SCORE,LA LAKERS_SCORE
0,1,11:45.0,,T. Mozgov misses 2-pt jump shot from 19 ft,0,0
1,1,11:44.0,Defensive rebound by E. Mudiay,,0,0
2,1,11:28.0,N. Jokić misses 2-pt jump shot from 8 ft,,0,0
3,1,11:25.0,,Defensive rebound by J. Randle,0,0
4,1,11:21.0,,T. Mozgov makes 2-pt layup from 3 ft (assist by J. Randle),0,2
5,1,11:04.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by D. Gallinari),,3,2
6,1,10:49.0,,N. Young makes 2-pt jump shot from 17 ft (assist by J. Randle),3,4
7,1,10:32.0,K. Faried makes 2-pt layup from 1 ft (assist by E. Mudiay),,5,4
8,1,10:20.0,,Turnover by J. Randle (bad pass; steal by E. Mudiay),5,4
9,1,10:12.0,D. Gallinari makes 3-pt jump shot from 27 ft (assist by K. Faried),,8,4
10,1,9:56.0,,D. Russell misses 2-pt jump shot from 4 ft,8,4
11,1,9:54.0,,Offensive rebound by T. Mozgov,8,4
12,1,9:45.0,,B. Ingram makes 3-pt jump shot from 24 ft (assist by J. Randle),8,7
13,1,9:24.0,Turnover by N. Jokić (bad pass; steal by B. Ingram),,8,7
14,1,9:15.0,,N. Young makes 3-pt jump shot from 25 ft (assist by J. Randle),8,10
15,1,9:02.0,Personal foul by J. Randle (drawn by N. Jokić),,8,10
16,1,8:55.0,K. Faried makes 2-pt dunk at rim (assist by W. Barton),,10,10
17,1,8:42.0,,J. Randle misses 2-pt jump shot from 17 ft,10,10
18,1,8:39.0,Defensive rebound by N. Jokić,,10,10
19,1,8:34.0,Turnover by E. Mudiay (lost ball; steal by D. Russell),,10,10
20,1,8:28.0,,T. Mozgov makes 2-pt dunk at rim (assist by D. Russell),10,12
21,1,8:11.0,N. Jokić makes 2-pt jump shot from 6 ft (assist by D. Gallinari),,12,12
22,1,7:59.0,,D. Russell misses 2-pt jump shot from 19 ft,12,12
23,1,7:58.0,Defensive rebound by W. Barton,,12,12
24,1,7:51.0,N. Jokić makes 2-pt hook shot from 7 ft (assist by W. Barton),,14,12
25,1,7:51.0,Shooting foul by N. Young (drawn by N. Jokić),,14,12
26,1,7:51.0,N. Jokić misses free throw 1 of 1,,14,12
27,1,7:49.0,,Defensive rebound by B. Ingram,14,12
28,1,7:36.0,,N. Young misses 3-pt jump shot from 25 ft,14,12
29,1,7:35.0,Defensive rebound by K. Faried,,14,12
30,1,7:28.0,K. Faried makes 2-pt dunk at rim,,16,12
31,1,7:07.0,,B. Ingram misses 3-pt jump shot from 26 ft,16,12
32,1,7:06.0,Defensive rebound by W. Barton,,16,12
33,1,7:00.0,D. Gallinari misses 2-pt jump shot from 20 ft,,16,12
34,1,6:57.0,,Defensive rebound by B. Ingram,16,12
35,1,6:47.0,,B. Ingram makes 2-pt layup from 1 ft,16,14
36,1,6:47.0,,Violation by Team (jump ball),16,14
37,1,6:30.0,E. Mudiay makes 3-pt jump shot from 26 ft (assist by W. Barton),,19,14
38,1,6:12.0,,Turnover by T. Mozgov (traveling),19,14
39,1,6:10.0,Shooting foul by T. Mozgov (drawn by K. Faried),,19,14
40,1,6:10.0,,LA Lakers full timeout,19,14
41,1,6:10.0,K. Faried makes free throw 1 of 2,,20,14
42,1,6:10.0,,J. Calderón enters the game for B. Ingram,19,14
43,1,6:10.0,,J. Clarkson enters the game for J. Randle,19,14
44,1,6:10.0,,L. Williams enters the game for T. Mozgov,19,14
45,1,6:10.0,,I. Zubac enters the game for N. Young,19,14
46,1,6:10.0,,T. Black enters the game for D. Russell,19,14
47,1,6:10.0,K. Faried makes free throw 2 of 2,,21,14
48,1,5:49.0,,J. Clarkson misses 2-pt jump shot from 2 ft,21,14
49,1,5:45.0,Defensive rebound by N. Jokić,,21,14
50,1,5:38.0,N. Jokić makes 2-pt jump shot from 13 ft (assist by E. Mudiay),,23,14
51,1,5:17.0,,Shooting foul by W. Barton (drawn by L. Williams),23,14
