,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA CLIPPERS_ACTION,SAN ANTONIO_SCORE,LA CLIPPERS_SCORE
0,1,11:40.0,L. Aldridge misses 3-pt jump shot from 23 ft,,0,0
1,1,11:39.0,,Defensive rebound by C. Paul,0,0
2,1,11:27.0,,D. Jordan misses 2-pt layup from 4 ft,0,0
3,1,11:26.0,Defensive rebound by D. Green,,0,0
4,1,11:17.0,P. Gasol makes 2-pt jump shot from 17 ft (assist by T. Parker),,2,0
5,1,10:59.0,,D. Jordan makes 2-pt layup from 2 ft (assist by C. Paul),2,2
6,1,10:46.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by T. Parker),,4,2
7,1,10:21.0,,J. Redick misses 3-pt jump shot from 24 ft,4,2
8,1,10:21.0,Defensive rebound by T. Parker,,4,2
9,1,10:14.0,Shooting foul by L. Mbah a Moute (drawn by K. Leonard),,4,2
10,1,10:14.0,K. Leonard makes free throw 1 of 2,,5,2
11,1,10:14.0,K. Leonard makes free throw 2 of 2,,6,2
12,1,9:54.0,,P. Pierce misses 2-pt jump shot from 14 ft,6,2
13,1,9:53.0,Defensive rebound by D. Green,,6,2
14,1,9:39.0,Shooting foul by L. Mbah a Moute (drawn by K. Leonard),,6,2
15,1,9:39.0,K. Leonard makes free throw 1 of 2,,7,2
16,1,9:39.0,,W. Johnson enters the game for L. Mbah a Moute,7,2
17,1,9:39.0,K. Leonard makes free throw 2 of 2,,8,2
18,1,9:20.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),8,4
19,1,9:03.0,P. Gasol misses 2-pt hook shot from 6 ft,,8,4
20,1,9:01.0,,Defensive rebound by C. Paul,8,4
21,1,9:01.0,,Turnover by C. Paul (lost ball; steal by D. Green),8,4
22,1,8:53.0,D. Green misses 3-pt jump shot from 26 ft,,8,4
23,1,8:52.0,,Defensive rebound by D. Jordan,8,4
24,1,8:34.0,,C. Paul makes 3-pt jump shot from 24 ft,8,7
25,1,8:20.0,Turnover by P. Gasol (lost ball; steal by J. Redick),,8,7
26,1,8:09.0,,J. Redick makes 3-pt jump shot from 25 ft (assist by D. Jordan),8,10
27,1,7:50.0,L. Aldridge makes 2-pt jump shot from 19 ft (assist by K. Leonard),,10,10
28,1,7:35.0,,C. Paul misses 2-pt jump shot from 15 ft,10,10
29,1,7:34.0,,Offensive rebound by D. Jordan,10,10
30,1,7:23.0,,P. Pierce misses 3-pt jump shot from 25 ft,10,10
31,1,7:22.0,Defensive rebound by P. Gasol,,10,10
32,1,7:10.0,Offensive foul by L. Aldridge (drawn by P. Pierce),,10,10
33,1,7:10.0,Turnover by L. Aldridge (offensive foul),,10,10
34,1,6:45.0,,J. Redick makes 3-pt jump shot from 26 ft (assist by D. Jordan),10,13
35,1,6:30.0,L. Aldridge misses 2-pt jump shot from 21 ft,,10,13
36,1,6:30.0,,Defensive rebound by Team,10,13
37,1,6:22.0,,Turnover by D. Jordan (bad pass; steal by K. Leonard),10,13
38,1,6:19.0,Turnover by K. Leonard (bad pass; steal by C. Paul),,10,13
39,1,6:12.0,,W. Johnson misses 3-pt jump shot from 24 ft,10,13
40,1,6:11.0,Defensive rebound by D. Green,,10,13
41,1,6:01.0,T. Parker makes 2-pt jump shot from 19 ft,,12,13
42,1,5:46.0,,D. Jordan makes 2-pt dunk at rim (assist by C. Paul),12,15
43,1,5:46.0,San Antonio full timeout,,12,15
44,1,5:46.0,,B. Bass enters the game for P. Pierce,12,15
45,1,5:46.0,P. Mills enters the game for T. Parker,,12,15
46,1,5:30.0,K. Leonard misses 3-pt jump shot from 24 ft,,12,15
47,1,5:30.0,,Defensive rebound by D. Jordan,12,15
48,1,5:07.0,,B. Bass misses 2-pt jump shot from 9 ft,12,15
49,1,5:03.0,Defensive rebound by P. Gasol,,12,15
50,1,5:01.0,Personal foul by B. Bass (drawn by L. Aldridge),,12,15
51,1,5:01.0,D. Lee enters the game for P. Gasol,,12,15
52,1,5:01.0,J. Simmons enters the game for D. Green,,12,15
53,1,4:49.0,L. Aldridge misses 2-pt jump shot from 15 ft,,12,15
54,1,4:47.0,,Defensive rebound by B. Bass,12,15
55,1,4:22.0,,J. Redick makes 3-pt jump shot from 28 ft,12,18
56,1,4:09.0,P. Mills misses 2-pt jump shot from 15 ft,,12,18
57,1,4:09.0,,Defensive rebound by B. Bass,12,18
58,1,3:54.0,,W. Johnson misses 2-pt jump shot from 20 ft,12,18
59,1,3:54.0,,Offensive rebound by Team,12,18
60,1,3:54.0,Loose ball foul by D. Lee (drawn by D. Jordan),,12,18
61,1,3:54.0,,LA Clippers full timeout,12,18
62,1,3:54.0,D. Dedmon enters the game for L. Aldridge,,12,18
63,1,3:44.0,,J. Redick misses 2-pt jump shot from 23 ft,12,18
64,1,3:42.0,Defensive rebound by D. Dedmon,,12,18
65,1,3:28.0,Turnover by J. Simmons (bad pass; steal by C. Paul),,12,18
66,1,3:24.0,,W. Johnson makes 2-pt layup from 1 ft (assist by C. Paul),12,20
67,1,3:24.0,,Shooting foul by P. Mills (drawn by W. Johnson),12,20
68,1,3:24.0,,W. Johnson misses free throw 1 of 1,12,20
69,1,3:24.0,,J. Crawford enters the game for J. Redick,12,20
70,1,3:23.0,Defensive rebound by D. Dedmon,,12,20
71,1,3:09.0,K. Leonard makes 2-pt jump shot from 17 ft,,14,20
72,1,2:52.0,,B. Bass misses 2-pt jump shot from 18 ft,14,20
73,1,2:51.0,Defensive rebound by J. Simmons,,14,20
74,1,2:45.0,D. Lee makes 2-pt dunk at rim (assist by K. Leonard),,16,20
75,1,2:31.0,,Personal foul by J. Simmons (drawn by B. Bass),16,20
76,1,2:31.0,,A. Rivers enters the game for C. Paul,16,20
77,1,2:23.0,,J. Crawford misses 2-pt jump shot from 18 ft,16,20
78,1,2:22.0,Defensive rebound by D. Dedmon,,16,20
79,1,2:14.0,K. Leonard misses 2-pt jump shot from 16 ft,,16,20
80,1,2:13.0,Offensive rebound by D. Dedmon,,16,20
81,1,2:10.0,D. Dedmon misses 2-pt hook shot from 8 ft,,16,20
82,1,2:09.0,,Defensive rebound by W. Johnson,16,20
83,1,1:56.0,,A. Rivers misses 2-pt jump shot from 16 ft,16,20
84,1,1:55.0,Defensive rebound by K. Leonard,,16,20
85,1,1:50.0,D. Lee makes 2-pt layup from 1 ft (assist by K. Leonard),,18,20
86,1,1:34.0,,W. Johnson misses 3-pt jump shot from 24 ft,18,20
87,1,1:33.0,Defensive rebound by K. Leonard,,18,20
88,1,1:31.0,Shooting foul by A. Rivers (drawn by K. Leonard),,18,20
89,1,1:31.0,K. Leonard makes free throw 1 of 2,,19,20
90,1,1:31.0,,M. Speights enters the game for D. Jordan,19,20
91,1,1:31.0,K. Leonard makes free throw 2 of 2,,20,20
92,1,1:10.0,,M. Speights misses 3-pt jump shot from 27 ft,20,20
93,1,1:09.0,Defensive rebound by D. Lee,,20,20
94,1,0:59.0,Turnover by K. Leonard (bad pass; steal by M. Speights),,20,20
95,1,0:55.0,,Shooting foul by P. Mills (drawn by A. Rivers),20,20
96,1,0:55.0,,A. Rivers makes free throw 1 of 2,20,21
97,1,0:55.0,K. Anderson enters the game for K. Leonard,,20,21
98,1,0:55.0,,R. Felton enters the game for B. Bass,20,21
99,1,0:55.0,,A. Rivers makes free throw 2 of 2,20,22
100,1,0:45.0,Shooting foul by J. Crawford (drawn by D. Dedmon),,20,22
101,1,0:45.0,D. Dedmon makes free throw 1 of 2,,21,22
102,1,0:45.0,D. Murray enters the game for P. Mills,,21,22
103,1,0:45.0,D. Dedmon makes free throw 2 of 2,,22,22
104,1,0:28.0,,J. Crawford makes 2-pt jump shot from 19 ft,22,24
105,1,0:08.0,J. Simmons misses 2-pt jump shot from 16 ft,,22,24
106,1,0:07.0,,Defensive rebound by R. Felton,22,24
107,1,0:01.0,,J. Crawford makes 3-pt jump shot from 27 ft,22,27
108,2,11:36.0,,M. Speights makes 2-pt jump shot from 17 ft (assist by W. Johnson),22,29
109,2,11:13.0,T. Parker misses 2-pt jump shot from 18 ft,,22,29
110,2,11:12.0,,Defensive rebound by M. Speights,22,29
111,2,11:03.0,,A. Rivers misses 2-pt layup from 1 ft,22,29
112,2,11:03.0,Defensive rebound by D. Dedmon,,22,29
113,2,10:52.0,Offensive foul by J. Simmons (drawn by A. Rivers),,22,29
114,2,10:52.0,Turnover by J. Simmons (offensive foul),,22,29
115,2,10:28.0,,A. Rivers misses 3-pt jump shot from 25 ft,22,29
116,2,10:27.0,Defensive rebound by K. Anderson,,22,29
117,2,10:15.0,T. Parker misses 2-pt jump shot from 18 ft,,22,29
118,2,10:14.0,,Defensive rebound by Team,22,29
119,2,9:57.0,,R. Felton makes 2-pt layup from 2 ft,22,31
120,2,9:42.0,J. Simmons misses 2-pt jump shot from 16 ft,,22,31
121,2,9:41.0,Offensive rebound by K. Anderson,,22,31
122,2,9:41.0,K. Anderson makes 2-pt layup from 2 ft,,24,31
123,2,9:30.0,,Turnover by R. Felton (lost ball; steal by K. Anderson),24,31
124,2,9:27.0,Shooting foul by W. Johnson (drawn by J. Simmons),,24,31
125,2,9:27.0,J. Simmons makes free throw 1 of 2,,25,31
126,2,9:27.0,J. Simmons misses free throw 2 of 2,,25,31
127,2,9:27.0,P. Gasol enters the game for D. Dedmon,,25,31
128,2,9:26.0,,Defensive rebound by W. Johnson,25,31
129,2,9:13.0,,J. Crawford makes 2-pt jump shot from 10 ft,25,33
130,2,8:56.0,K. Anderson makes 2-pt jump shot from 9 ft,,27,33
131,2,8:43.0,Official timeout,,27,33
132,2,8:43.0,D. Green enters the game for D. Lee,,27,33
133,2,8:43.0,L. Aldridge enters the game for J. Simmons,,27,33
134,2,8:38.0,,A. Rivers misses 2-pt layup from 2 ft (block by K. Anderson),27,33
135,2,8:38.0,Defensive rebound by K. Anderson,,27,33
136,2,8:33.0,Personal foul by M. Speights (drawn by K. Anderson),,27,33
