,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,TORONTO_ACTION,MILWAUKEE_SCORE,TORONTO_SCORE
0,1,11:43.0,,J. Valančiūnas makes 2-pt hook shot from 4 ft,0,2
1,1,11:43.0,,Shooting foul by T. Maker (drawn by J. Valančiūnas),0,2
2,1,11:43.0,,J. Valančiūnas makes free throw 1 of 1,0,3
3,1,11:22.0,T. Maker misses 2-pt hook shot from 3 ft,,0,3
4,1,11:20.0,,Defensive rebound by J. Valančiūnas,0,3
5,1,11:01.0,,J. Valančiūnas misses 2-pt hook shot from 7 ft,0,3
6,1,11:01.0,,Offensive rebound by J. Valančiūnas,0,3
7,1,10:46.0,,J. Valančiūnas misses 2-pt jump shot from 6 ft,0,3
8,1,10:46.0,Defensive rebound by Team,,0,3
9,1,10:46.0,,Loose ball foul by S. Ibaka (drawn by K. Middleton),0,3
10,1,10:21.0,T. Maker makes 3-pt jump shot from 23 ft (assist by G. Antetokounmpo),,3,3
11,1,10:06.0,,S. Ibaka misses 2-pt jump shot from 14 ft,3,3
12,1,10:06.0,Defensive rebound by M. Brogdon,,3,3
13,1,9:55.0,G. Antetokounmpo misses 2-pt jump shot from 12 ft,,3,3
14,1,9:54.0,,Defensive rebound by J. Valančiūnas,3,3
15,1,9:41.0,,S. Ibaka makes 3-pt jump shot from 23 ft (assist by D. Carroll),3,6
16,1,9:29.0,Turnover by G. Antetokounmpo (lost ball; steal by K. Lowry),,3,6
17,1,9:25.0,,Shooting block foul by K. Middleton (drawn by K. Lowry),3,6
18,1,9:25.0,,K. Lowry makes free throw 1 of 2,3,7
19,1,9:25.0,,K. Lowry makes free throw 2 of 2,3,8
20,1,9:15.0,T. Snell makes 3-pt jump shot from 27 ft (assist by T. Maker),,6,8
21,1,8:57.0,,J. Valančiūnas misses 2-pt hook shot from 5 ft,6,8
22,1,8:57.0,Defensive rebound by G. Antetokounmpo,,6,8
23,1,8:49.0,G. Antetokounmpo misses 2-pt jump shot from 9 ft,,6,8
24,1,8:48.0,,Defensive rebound by J. Valančiūnas,6,8
25,1,8:42.0,,D. Carroll misses 3-pt jump shot from 26 ft,6,8
26,1,8:41.0,Defensive rebound by T. Snell,,6,8
27,1,8:24.0,T. Maker misses 2-pt hook shot from 4 ft,,6,8
28,1,8:24.0,Offensive rebound by T. Maker,,6,8
29,1,8:22.0,T. Maker misses 2-pt layup from 2 ft (block by K. Lowry),,6,8
30,1,8:22.0,,Defensive rebound by Team,6,8
31,1,8:02.0,,D. DeRozan makes 2-pt jump shot from 19 ft (assist by K. Lowry),6,10
32,1,7:42.0,K. Middleton misses 2-pt jump shot from 20 ft,,6,10
33,1,7:42.0,,Defensive rebound by S. Ibaka,6,10
34,1,7:29.0,,Turnover by J. Valančiūnas (3 sec),6,10
35,1,7:13.0,M. Brogdon misses 2-pt jump shot from 7 ft,,6,10
36,1,7:13.0,,Defensive rebound by J. Valančiūnas,6,10
37,1,7:05.0,,S. Ibaka misses 2-pt hook shot from 6 ft,6,10
38,1,7:05.0,Defensive rebound by G. Antetokounmpo,,6,10
39,1,6:51.0,T. Snell makes 3-pt jump shot from 28 ft (assist by T. Maker),,9,10
40,1,6:24.0,,D. DeRozan misses 2-pt jump shot from 17 ft,9,10
41,1,6:24.0,Defensive rebound by M. Brogdon,,9,10
42,1,6:14.0,K. Middleton makes 2-pt jump shot from 11 ft,,11,10
43,1,6:05.0,,Toronto full timeout,11,10
44,1,6:05.0,G. Monroe enters the game for T. Maker,,11,10
45,1,5:55.0,,K. Lowry makes 3-pt jump shot from 26 ft (assist by D. DeRozan),11,13
46,1,5:41.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by M. Brogdon),,13,13
47,1,5:14.0,,S. Ibaka misses 2-pt jump shot from 11 ft,13,13
48,1,5:13.0,Defensive rebound by G. Antetokounmpo,,13,13
49,1,5:00.0,G. Monroe misses 2-pt hook shot from 7 ft,,13,13
50,1,4:59.0,Offensive rebound by G. Antetokounmpo,,13,13
51,1,4:58.0,G. Antetokounmpo misses 2-pt layup from 1 ft,,13,13
52,1,4:56.0,Offensive rebound by G. Antetokounmpo,,13,13
53,1,4:56.0,G. Antetokounmpo misses 2-pt dunk from 1 ft,,13,13
54,1,4:56.0,,Defensive rebound by D. Carroll,13,13
55,1,4:48.0,,D. DeRozan makes 2-pt layup from 2 ft,13,15
56,1,4:34.0,M. Brogdon misses 2-pt jump shot from 5 ft,,13,15
57,1,4:33.0,,Defensive rebound by K. Lowry,13,15
58,1,4:25.0,,K. Lowry misses 2-pt jump shot from 3 ft,13,15
59,1,4:25.0,Defensive rebound by Team,,13,15
60,1,4:25.0,Personal foul by J. Valančiūnas (drawn by K. Middleton),,13,15
61,1,4:25.0,M. Dellavedova enters the game for M. Brogdon,,13,15
62,1,4:25.0,,P. Tucker enters the game for S. Ibaka,13,15
63,1,4:10.0,G. Antetokounmpo misses 2-pt layup from 1 ft (block by D. Carroll),,13,15
64,1,4:10.0,Offensive rebound by Team,,13,15
65,1,4:08.0,Shooting foul by J. Valančiūnas (drawn by G. Monroe),,13,15
66,1,4:08.0,G. Monroe makes 2-pt jump shot from 3 ft (assist by K. Middleton),,15,15
67,1,4:08.0,,P. Patterson enters the game for J. Valančiūnas,15,15
68,1,4:08.0,G. Monroe makes free throw 1 of 1,,16,15
69,1,3:45.0,,P. Patterson misses 3-pt jump shot from 27 ft,16,15
70,1,3:44.0,,Offensive rebound by Team,16,15
71,1,3:44.0,,Turnover by Team (shot clock),16,15
72,1,3:44.0,,J. Poeltl enters the game for D. Carroll,16,15
73,1,3:26.0,Personal foul by P. Tucker,,16,15
74,1,3:26.0,M. Teletović enters the game for G. Antetokounmpo,,16,15
75,1,3:13.0,Turnover by K. Middleton (step out of bounds),,16,15
76,1,2:52.0,,D. DeRozan makes 2-pt layup from 3 ft (assist by K. Lowry),16,17
77,1,2:34.0,M. Dellavedova makes 2-pt jump shot from 19 ft,,18,17
78,1,2:30.0,,Turnover by K. Lowry (bad pass; steal by K. Middleton),18,17
79,1,2:28.0,Personal foul by D. DeRozan (drawn by K. Middleton),,18,17
80,1,2:28.0,Milwaukee full timeout,,18,17
81,1,2:28.0,K. Middleton makes free throw 1 of 2,,19,17
82,1,2:28.0,,C. Joseph enters the game for K. Lowry,18,17
83,1,2:28.0,K. Middleton makes free throw 2 of 2,,20,17
84,1,2:06.0,,C. Joseph makes 3-pt jump shot from 25 ft (assist by P. Tucker),20,20
85,1,1:49.0,Turnover by G. Monroe (traveling),,20,20
86,1,1:40.0,,Shooting foul by M. Teletović (drawn by D. DeRozan),20,20
