,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DETROIT_ACTION,MINNESOTA_SCORE,DETROIT_SCORE
216,2,0:37.0,,Offensive rebound by K. Caldwell-Pope,50,50
217,2,0:30.0,,Shooting foul by K. Towns (drawn by M. Morris),50,50
218,2,0:30.0,,M. Morris misses free throw 1 of 2,50,50
219,2,0:30.0,,Offensive rebound by Team,50,50
220,2,0:30.0,N. Bjelica enters the game for K. Towns,,50,50
221,2,0:30.0,,T. Harris enters the game for J. Leuer,50,50
222,2,0:30.0,,M. Morris makes free throw 2 of 2,50,51
223,2,0:26.0,Personal foul by K. Caldwell-Pope (drawn by R. Rubio),,50,51
224,2,0:26.0,R. Rubio makes free throw 1 of 2,,51,51
225,2,0:26.0,R. Rubio makes free throw 2 of 2,,52,51
226,2,0:02.0,,R. Jackson makes 2-pt dunk at rim,52,53
227,3,11:47.0,G. Dieng misses 3-pt jump shot from 23 ft,,52,53
228,3,11:47.0,,Defensive rebound by A. Drummond,52,53
229,3,11:34.0,,J. Leuer makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),52,56
230,3,11:16.0,K. Towns makes 2-pt hook shot from 7 ft,,54,56
231,3,10:58.0,,K. Caldwell-Pope misses 3-pt jump shot from 24 ft,54,56
232,3,10:58.0,Defensive rebound by K. Towns,,54,56
233,3,10:49.0,A. Wiggins misses 2-pt jump shot from 13 ft,,54,56
234,3,10:49.0,,Defensive rebound by M. Morris,54,56
235,3,10:49.0,Loose ball foul by G. Dieng (drawn by M. Morris),,54,56
236,3,10:32.0,,M. Morris misses 2-pt jump shot from 11 ft,54,56
237,3,10:31.0,,Offensive rebound by A. Drummond,54,56
238,3,10:30.0,,A. Drummond misses 2-pt layup from 1 ft,54,56
239,3,10:29.0,,Offensive rebound by Team,54,56
240,3,10:27.0,,Turnover by M. Morris (bad pass; steal by R. Rubio),54,56
241,3,10:20.0,Z. LaVine makes 2-pt layup from 1 ft (assist by G. Dieng),,56,56
242,3,10:01.0,,Personal foul by Z. LaVine (drawn by K. Caldwell-Pope),56,56
243,3,9:50.0,,A. Drummond misses 2-pt jump shot from 4 ft (block by G. Dieng),56,56
244,3,9:49.0,Defensive rebound by R. Rubio,,56,56
245,3,9:45.0,R. Rubio misses 2-pt layup at rim,,56,56
246,3,9:43.0,Offensive rebound by A. Wiggins,,56,56
247,3,9:39.0,A. Wiggins makes 2-pt layup from 1 ft,,58,56
248,3,9:23.0,,R. Jackson misses 2-pt jump shot from 12 ft,58,56
249,3,9:22.0,,Offensive rebound by A. Drummond,58,56
250,3,9:21.0,,A. Drummond misses 2-pt layup at rim,58,56
251,3,9:20.0,,Offensive rebound by A. Drummond,58,56
252,3,9:19.0,,A. Drummond makes 2-pt layup at rim,58,58
253,3,9:19.0,,Violation by Team (jump ball),58,58
254,3,8:55.0,Z. LaVine misses 2-pt jump shot from 10 ft,,58,58
255,3,8:53.0,,Defensive rebound by A. Drummond,58,58
256,3,8:48.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Jackson),58,61
257,3,8:29.0,A. Wiggins misses 2-pt jump shot from 7 ft,,58,61
258,3,8:29.0,,Defensive rebound by A. Drummond,58,61
259,3,8:21.0,,M. Morris misses 3-pt jump shot from 23 ft,58,61
260,3,8:21.0,,Offensive rebound by J. Leuer,58,61
261,3,8:13.0,,A. Drummond makes 2-pt layup at rim (assist by M. Morris),58,63
262,3,8:13.0,Minnesota full timeout,,58,63
263,3,8:01.0,R. Rubio makes 2-pt jump shot from 17 ft,,60,63
264,3,7:37.0,,J. Leuer makes 3-pt jump shot from 26 ft (assist by M. Morris),60,66
265,3,7:20.0,Z. LaVine makes 2-pt layup at rim (assist by R. Rubio),,62,66
266,3,7:20.0,Shooting foul by A. Drummond (drawn by Z. LaVine),,62,66
267,3,7:20.0,Minnesota full timeout,,62,66
268,3,7:20.0,Z. LaVine misses free throw 1 of 1,,62,66
269,3,7:20.0,,Defensive rebound by A. Drummond,62,66
270,3,7:02.0,,R. Jackson misses 2-pt jump shot from 16 ft,62,66
271,3,7:02.0,Defensive rebound by Z. LaVine,,62,66
272,3,6:47.0,K. Towns makes 2-pt jump shot from 17 ft (assist by R. Rubio),,64,66
273,3,6:27.0,,Shooting foul by K. Towns (drawn by J. Leuer),64,66
274,3,6:27.0,,J. Leuer makes free throw 1 of 2,64,67
275,3,6:27.0,N. Bjelica enters the game for K. Towns,,64,67
276,3,6:27.0,,J. Leuer makes free throw 2 of 2,64,68
277,3,6:14.0,A. Wiggins makes 2-pt layup from 1 ft (assist by N. Bjelica),,66,68
278,3,5:54.0,,R. Jackson misses 3-pt jump shot from 26 ft,66,68
279,3,5:54.0,Defensive rebound by G. Dieng,,66,68
280,3,5:43.0,G. Dieng makes 2-pt layup at rim (assist by Z. LaVine),,68,68
281,3,5:18.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by R. Jackson),68,71
282,3,5:01.0,A. Wiggins makes 2-pt jump shot from 14 ft (assist by R. Rubio),,70,71
283,3,4:43.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by R. Jackson),70,74
284,3,4:21.0,Turnover by Z. LaVine (step out of bounds),,70,74
285,3,4:21.0,,T. Harris enters the game for J. Leuer,70,74
286,3,4:08.0,,R. Jackson misses 2-pt layup from 1 ft (block by N. Bjelica),70,74
287,3,4:07.0,Defensive rebound by Team,,70,74
288,3,3:51.0,A. Wiggins misses 2-pt jump shot from 8 ft,,70,74
289,3,3:51.0,,Defensive rebound by A. Drummond,70,74
290,3,3:42.0,,I. Smith enters the game for R. Jackson,70,74
291,3,3:29.0,,A. Drummond misses 2-pt jump shot from 6 ft,70,74
292,3,3:28.0,Defensive rebound by N. Bjelica,,70,74
293,3,3:18.0,G. Dieng makes 2-pt jump shot from 5 ft (assist by R. Rubio),,72,74
294,3,2:53.0,,M. Morris misses 3-pt jump shot from 25 ft,72,74
295,3,2:53.0,Defensive rebound by R. Rubio,,72,74
296,3,2:42.0,A. Wiggins makes 2-pt jump shot from 20 ft (assist by R. Rubio),,74,74
297,3,2:28.0,,I. Smith makes 2-pt jump shot from 16 ft,74,76
298,3,2:09.0,N. Bjelica misses 2-pt jump shot from 6 ft,,74,76
299,3,2:06.0,,Defensive rebound by A. Drummond,74,76
300,3,2:01.0,,Turnover by A. Drummond (bad pass; steal by G. Dieng),74,76
301,3,1:47.0,Turnover by R. Rubio (step out of bounds),,74,76
302,3,1:47.0,,Detroit full timeout,74,76
303,3,1:47.0,,A. Baynes enters the game for A. Drummond,74,76
304,3,1:47.0,S. Muhammad enters the game for Z. LaVine,,74,76
305,3,1:47.0,T. Jones enters the game for R. Rubio,,74,76
306,3,1:33.0,,T. Harris misses 2-pt jump shot from 13 ft,74,76
307,3,1:33.0,Defensive rebound by G. Dieng,,74,76
308,3,1:22.0,Shooting foul by M. Morris (drawn by A. Wiggins),,74,76
309,3,1:22.0,A. Wiggins makes free throw 1 of 2,,75,76
310,3,1:22.0,,S. Johnson enters the game for K. Caldwell-Pope,75,76
311,3,1:22.0,A. Wiggins makes free throw 2 of 2,,76,76
312,3,1:00.0,,M. Morris makes 2-pt jump shot from 20 ft (assist by S. Johnson),76,78
313,3,0:51.0,Turnover by S. Muhammad (step out of bounds),,76,78
314,3,0:35.0,,M. Morris makes 2-pt jump shot from 11 ft,76,80
315,3,0:21.0,G. Dieng misses 2-pt jump shot from 8 ft,,76,80
316,3,0:21.0,,Defensive rebound by Team,76,80
317,3,0:21.0,Loose ball foul by S. Muhammad (drawn by I. Smith),,76,80
318,3,0:01.0,,T. Harris makes 3-pt jump shot from 26 ft (assist by I. Smith),76,83
319,4,11:47.0,,T. Harris misses 2-pt jump shot from 5 ft,76,83
320,4,11:46.0,Defensive rebound by N. Bjelica,,76,83
321,4,11:25.0,T. Jones misses 3-pt jump shot from 27 ft,,76,83
322,4,11:25.0,,Defensive rebound by T. Harris,76,83
323,4,11:23.0,,Personal foul by T. Jones (drawn by I. Smith),76,83
324,4,11:23.0,A. Wiggins enters the game for Z. LaVine,,76,83
325,4,11:06.0,,T. Harris makes 2-pt jump shot from 6 ft,76,85
326,4,10:53.0,S. Muhammad makes 3-pt jump shot from 27 ft (assist by T. Jones),,79,85
327,4,10:34.0,,J. Leuer misses 2-pt jump shot from 15 ft,79,85
328,4,10:33.0,,Offensive rebound by S. Johnson,79,85
329,4,10:30.0,,J. Leuer misses 3-pt jump shot from 27 ft,79,85
330,4,10:30.0,Defensive rebound by Team,,79,85
331,4,10:30.0,K. Towns enters the game for C. Aldrich,,79,85
332,4,10:16.0,K. Towns misses 3-pt jump shot from 27 ft,,79,85
333,4,10:15.0,,Defensive rebound by I. Smith,79,85
334,4,10:08.0,,A. Baynes makes 2-pt hook shot from 7 ft (assist by S. Johnson),79,87
335,4,9:51.0,K. Towns misses 2-pt hook shot from 6 ft,,79,87
336,4,9:49.0,,Defensive rebound by I. Smith,79,87
337,4,9:33.0,,S. Johnson misses 2-pt jump shot from 13 ft,79,87
338,4,9:33.0,Defensive rebound by T. Jones,,79,87
339,4,9:21.0,A. Wiggins misses 3-pt jump shot from 26 ft,,79,87
340,4,9:20.0,,Defensive rebound by I. Smith,79,87
341,4,9:19.0,,I. Smith makes 2-pt layup from 1 ft,79,89
342,4,9:19.0,Minnesota full timeout,,79,89
343,4,9:19.0,R. Rubio enters the game for A. Wiggins,,79,89
344,4,8:58.0,S. Muhammad misses 3-pt jump shot from 24 ft,,79,89
345,4,8:57.0,,Defensive rebound by A. Baynes,79,89
346,4,8:49.0,,Personal foul by N. Bjelica (drawn by S. Johnson),79,89
347,4,8:33.0,,T. Harris misses 2-pt jump shot from 4 ft,79,89
348,4,8:33.0,,Offensive rebound by A. Baynes,79,89
349,4,8:29.0,,A. Baynes misses 2-pt layup from 3 ft,79,89
350,4,8:29.0,,Offensive rebound by A. Baynes,79,89
351,4,8:29.0,,A. Baynes misses 2-pt layup from 3 ft,79,89
352,4,8:29.0,Defensive rebound by Team,,79,89
353,4,8:29.0,,K. Caldwell-Pope enters the game for S. Johnson,79,89
354,4,8:15.0,N. Bjelica misses 2-pt layup from 1 ft,,79,89
355,4,8:15.0,Offensive rebound by K. Towns,,79,89
356,4,8:15.0,Shooting foul by A. Baynes (drawn by K. Towns),,79,89
357,4,8:15.0,K. Towns misses free throw 1 of 2,,79,89
358,4,8:15.0,Offensive rebound by Team,,79,89
359,4,8:15.0,A. Wiggins enters the game for T. Jones,,79,89
360,4,8:15.0,,A. Drummond enters the game for A. Baynes,79,89
361,4,8:15.0,K. Towns makes free throw 2 of 2,,80,89
362,4,7:51.0,,Turnover by Team (shot clock),80,89
363,4,7:37.0,K. Towns misses 2-pt jump shot from 5 ft,,80,89
364,4,7:36.0,Offensive rebound by K. Towns,,80,89
365,4,7:33.0,K. Towns makes 2-pt layup from 1 ft,,82,89
366,4,7:20.0,,J. Leuer makes 3-pt jump shot from 26 ft (assist by K. Caldwell-Pope),82,92
367,4,7:01.0,R. Rubio makes 3-pt jump shot from 27 ft (assist by N. Bjelica),,85,92
368,4,7:01.0,Shooting foul by I. Smith (drawn by R. Rubio),,85,92
369,4,7:01.0,R. Rubio misses free throw 1 of 1,,85,92
370,4,7:01.0,,Defensive rebound by T. Harris,85,92
371,4,7:01.0,,R. Jackson enters the game for I. Smith,85,92
372,4,6:41.0,,A. Drummond misses 2-pt hook shot from 7 ft,85,92
373,4,6:41.0,Defensive rebound by K. Towns,,85,92
374,4,6:32.0,R. Rubio makes 2-pt jump shot from 18 ft,,87,92
375,4,6:12.0,,J. Leuer misses 2-pt layup from 1 ft,87,92
376,4,6:11.0,Defensive rebound by N. Bjelica,,87,92
377,4,6:07.0,S. Muhammad makes 2-pt dunk at rim (assist by N. Bjelica),,89,92
378,4,6:07.0,,Detroit full timeout,89,92
379,4,6:05.0,,M. Morris enters the game for T. Harris,89,92
380,4,5:47.0,,A. Drummond makes 2-pt hook shot from 8 ft,89,94
381,4,5:31.0,Turnover by A. Wiggins (bad pass; steal by A. Drummond),,89,94
382,4,5:26.0,,R. Jackson makes 2-pt layup at rim,89,96
