,QUARTER,TIME_REMAINING,CLEVELAND_ACTION,DETROIT_ACTION,CLEVELAND_SCORE,DETROIT_SCORE
0,1,11:35.0,,Turnover by Team (shot clock),0,0
1,1,11:21.0,K. Irving misses 2-pt jump shot from 4 ft (block by T. Harris),,0,0
2,1,11:20.0,,Defensive rebound by T. Harris,0,0
3,1,10:57.0,,T. Harris misses 3-pt jump shot from 26 ft,0,0
4,1,10:54.0,Defensive rebound by L. James,,0,0
5,1,10:48.0,L. James misses 3-pt jump shot from 26 ft,,0,0
6,1,10:47.0,Offensive rebound by Team,,0,0
7,1,10:38.0,R. Jefferson misses 3-pt jump shot from 26 ft,,0,0
8,1,10:38.0,,Defensive rebound by Team,0,0
9,1,10:38.0,Loose ball foul by T. Thompson (drawn by R. Jackson),,0,0
10,1,10:28.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by T. Harris),0,3
11,1,10:08.0,L. James misses 2-pt jump shot from 17 ft,,0,3
12,1,10:08.0,Offensive rebound by T. Thompson,,0,3
13,1,10:00.0,I. Shumpert makes 3-pt jump shot from 26 ft (assist by T. Thompson),,3,3
14,1,9:43.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by A. Drummond),3,6
15,1,9:17.0,L. James makes 2-pt layup from 1 ft,,5,6
16,1,9:04.0,,R. Jackson makes 2-pt jump shot from 19 ft (assist by A. Drummond),5,8
17,1,8:41.0,K. Irving misses 2-pt jump shot from 7 ft,,5,8
18,1,8:41.0,,Defensive rebound by A. Drummond,5,8
19,1,8:36.0,,Offensive foul by A. Drummond (drawn by R. Jefferson),5,8
20,1,8:36.0,,Turnover by A. Drummond (offensive foul),5,8
21,1,8:14.0,L. James makes 2-pt dunk at rim (assist by T. Thompson),,7,8
22,1,8:03.0,,Turnover by M. Morris (bad pass; steal by T. Thompson),7,8
23,1,7:54.0,T. Thompson misses 2-pt layup from 1 ft,,7,8
24,1,7:53.0,,Defensive rebound by T. Harris,7,8
25,1,7:34.0,,R. Jackson misses 2-pt layup from 1 ft,7,8
26,1,7:34.0,,Offensive rebound by A. Drummond,7,8
27,1,7:31.0,,A. Drummond makes 2-pt layup at rim,7,10
28,1,7:16.0,K. Irving makes 2-pt jump shot from 8 ft,,9,10
29,1,7:03.0,,K. Caldwell-Pope misses 2-pt jump shot from 18 ft,9,10
30,1,7:02.0,Defensive rebound by K. Irving,,9,10
31,1,6:57.0,L. James makes 2-pt layup at rim (assist by R. Jefferson),,11,10
32,1,6:36.0,,R. Jackson misses 3-pt jump shot from 25 ft,11,10
33,1,6:36.0,Defensive rebound by R. Jefferson,,11,10
34,1,6:15.0,I. Shumpert misses 3-pt jump shot from 27 ft,,11,10
35,1,6:14.0,Offensive rebound by L. James,,11,10
36,1,5:55.0,Turnover by K. Irving (step out of bounds),,11,10
37,1,5:55.0,,Detroit full timeout,11,10
38,1,5:55.0,,S. Johnson enters the game for M. Morris,11,10
39,1,5:55.0,,I. Smith enters the game for R. Jackson,11,10
40,1,5:43.0,,T. Harris misses 2-pt jump shot from 15 ft,11,10
41,1,5:42.0,,Offensive rebound by A. Drummond,11,10
42,1,5:40.0,,Turnover by A. Drummond (lost ball; steal by L. James),11,10
43,1,5:30.0,I. Shumpert misses 2-pt jump shot from 18 ft,,11,10
44,1,5:30.0,Offensive rebound by T. Thompson,,11,10
45,1,5:23.0,R. Jefferson makes 3-pt jump shot from 26 ft (assist by T. Thompson),,14,10
46,1,5:08.0,,T. Harris misses 2-pt jump shot from 17 ft,14,10
47,1,5:07.0,Defensive rebound by R. Jefferson,,14,10
48,1,4:53.0,K. Irving makes 2-pt jump shot from 7 ft,,16,10
49,1,4:39.0,,K. Caldwell-Pope misses 3-pt jump shot from 25 ft,16,10
50,1,4:39.0,Defensive rebound by R. Jefferson,,16,10
51,1,4:19.0,K. Irving makes 2-pt layup at rim,,18,10
52,1,4:15.0,,Detroit full timeout,18,10
53,1,4:15.0,J. Smith enters the game for T. Thompson,,18,10
54,1,4:15.0,C. Frye enters the game for I. Shumpert,,18,10
55,1,4:15.0,,J. Leuer enters the game for A. Drummond,18,10
56,1,4:06.0,,I. Smith makes 2-pt jump shot from 18 ft,18,12
57,1,3:44.0,K. Irving makes 2-pt layup at rim,,20,12
58,1,3:26.0,,T. Harris misses 2-pt jump shot from 8 ft,20,12
59,1,3:25.0,Defensive rebound by C. Frye,,20,12
60,1,3:15.0,L. James makes 2-pt layup from 1 ft,,22,12
61,1,2:55.0,,S. Johnson misses 3-pt jump shot from 26 ft,22,12
62,1,2:54.0,Defensive rebound by R. Jefferson,,22,12
63,1,2:46.0,K. Irving makes 3-pt jump shot from 26 ft (assist by L. James),,25,12
64,1,2:18.0,,T. Harris misses 2-pt jump shot from 5 ft,25,12
65,1,2:17.0,Defensive rebound by L. James,,25,12
66,1,1:55.0,L. James makes 2-pt dunk at rim (assist by K. Irving),,27,12
67,1,1:55.0,Technical foul by L. James,,27,12
68,1,1:55.0,Cleveland full timeout,,27,12
69,1,1:55.0,I. Shumpert enters the game for L. James,,27,12
70,1,1:55.0,D. Williams enters the game for R. Jefferson,,27,12
71,1,1:55.0,,M. Morris enters the game for T. Harris,27,12
72,1,1:55.0,,K. Caldwell-Pope makes technical free throw,27,13
73,1,1:42.0,,K. Caldwell-Pope makes 2-pt jump shot from 19 ft (assist by M. Morris),27,15
74,1,1:25.0,J. Smith misses 3-pt jump shot from 25 ft,,27,15
75,1,1:25.0,,Defensive rebound by M. Morris,27,15
76,1,1:18.0,,I. Smith makes 2-pt layup from 1 ft,27,17
77,1,1:01.0,C. Frye misses 3-pt jump shot from 27 ft,,27,17
78,1,1:01.0,,Defensive rebound by S. Johnson,27,17
79,1,0:50.0,,S. Johnson misses 3-pt jump shot from 27 ft,27,17
80,1,0:49.0,Defensive rebound by D. Williams,,27,17
81,1,0:33.0,D. Williams misses 3-pt jump shot from 26 ft,,27,17
82,1,0:32.0,,Defensive rebound by I. Smith,27,17
83,1,0:25.0,,M. Morris makes 2-pt layup from 1 ft (assist by I. Smith),27,19
84,1,0:04.0,D. Williams makes 2-pt dunk at rim (assist by K. Irving),,29,19
85,1,0:00.0,,I. Smith makes 3-pt jump shot from 26 ft,29,22
86,2,11:49.0,J. Smith misses 3-pt jump shot from 24 ft,,29,22
87,2,11:47.0,,Defensive rebound by M. Morris,29,22
88,2,11:31.0,,M. Morris misses 2-pt jump shot from 19 ft,29,22
89,2,11:31.0,Defensive rebound by L. James,,29,22
90,2,11:18.0,D. Williams misses 3-pt jump shot from 23 ft,,29,22
91,2,11:18.0,,Defensive rebound by A. Drummond,29,22
92,2,11:00.0,,M. Morris makes 2-pt dunk at rim (assist by J. Leuer),29,24
93,2,10:45.0,Personal foul by R. Bullock (drawn by D. Williams),,29,24
94,2,10:31.0,L. James misses 2-pt jump shot from 17 ft,,29,24
95,2,10:30.0,,Defensive rebound by A. Drummond,29,24
96,2,10:23.0,,Shooting foul by D. Williams (drawn by R. Jackson),29,24
97,2,10:23.0,,R. Jackson makes free throw 1 of 2,29,25
98,2,10:23.0,I. Shumpert enters the game for J. Smith,,29,25
99,2,10:23.0,,R. Jackson makes free throw 2 of 2,29,26
100,2,10:14.0,L. James makes 2-pt dunk at rim (assist by D. Williams),,31,26
101,2,9:57.0,,M. Morris misses 3-pt jump shot from 24 ft,31,26
102,2,9:57.0,Defensive rebound by C. Frye,,31,26
103,2,9:54.0,Turnover by L. James (bad pass; steal by R. Bullock),,31,26
104,2,9:44.0,,A. Drummond makes 2-pt layup at rim (assist by R. Bullock),31,28
105,2,9:44.0,,Shooting foul by C. Frye (drawn by A. Drummond),31,28
106,2,9:44.0,,A. Drummond misses free throw 1 of 1,31,28
107,2,9:43.0,Defensive rebound by L. James,,31,28
108,2,9:30.0,Def 3 sec tech foul by J. Leuer,,31,28
109,2,9:30.0,D. Williams makes technical free throw,,32,28
110,2,9:21.0,L. James makes 2-pt dunk at rim (assist by D. Williams),,34,28
111,2,9:21.0,Shooting foul by R. Jackson (drawn by L. James),,34,28
112,2,9:21.0,R. Jefferson enters the game for D. Williams,,34,28
113,2,9:21.0,L. James makes free throw 1 of 1,,35,28
114,2,9:09.0,,R. Jackson misses 2-pt jump shot from 20 ft,35,28
115,2,9:08.0,Defensive rebound by L. James,,35,28
116,2,8:42.0,I. Shumpert makes 2-pt jump shot from 21 ft,,37,28
117,2,8:22.0,,M. Morris misses 2-pt jump shot from 11 ft,37,28
118,2,8:22.0,,Offensive rebound by A. Drummond,37,28
119,2,8:16.0,,J. Leuer misses 2-pt jump shot from 15 ft,37,28
120,2,8:16.0,Defensive rebound by C. Frye,,37,28
121,2,8:12.0,Shooting foul by M. Morris (drawn by L. James),,37,28
122,2,8:12.0,Official timeout,,37,28
123,2,8:12.0,L. James misses free throw 1 of 2,,37,28
124,2,8:12.0,Offensive rebound by Team,,37,28
125,2,8:12.0,,T. Harris enters the game for J. Leuer,37,28
126,2,8:12.0,L. James makes free throw 2 of 2,,38,28
127,2,7:52.0,,A. Drummond makes 2-pt hook shot from 9 ft (assist by M. Morris),38,30
128,2,7:30.0,C. Frye misses 3-pt jump shot from 24 ft,,38,30
129,2,7:30.0,,Defensive rebound by A. Drummond,38,30
130,2,7:24.0,,R. Bullock misses 3-pt jump shot from 26 ft,38,30
131,2,7:23.0,Defensive rebound by L. James,,38,30
132,2,7:06.0,L. James misses 3-pt jump shot from 26 ft,,38,30
133,2,7:05.0,,Defensive rebound by R. Bullock,38,30
134,2,7:00.0,,Turnover by R. Jackson (bad pass; steal by C. Frye),38,30
135,2,6:54.0,Turnover by L. James (lost ball; steal by M. Morris),,38,30
136,2,6:44.0,,T. Harris makes 2-pt layup at rim (assist by R. Jackson),38,32
137,2,6:36.0,Cleveland full timeout,,38,32
138,2,6:36.0,T. Thompson enters the game for L. James,,38,32
139,2,6:36.0,K. Irving enters the game for C. Frye,,38,32
140,2,6:20.0,R. Jefferson misses 2-pt jump shot from 3 ft (block by T. Harris),,38,32
141,2,6:20.0,,Defensive rebound by Team,38,32
142,2,6:08.0,,R. Jackson makes 2-pt jump shot from 8 ft,38,34
143,2,5:49.0,K. Irving makes 2-pt jump shot from 10 ft,,40,34
144,2,5:39.0,,R. Bullock misses 2-pt layup at rim,40,34
145,2,5:38.0,,Offensive rebound by A. Drummond,40,34
146,2,5:36.0,,A. Drummond makes 2-pt dunk at rim,40,36
147,2,5:25.0,Shooting foul by R. Jackson (drawn by K. Irving),,40,36
148,2,5:25.0,K. Irving makes 2-pt layup at rim,,42,36
149,2,5:25.0,,I. Smith enters the game for R. Jackson,42,36
150,2,5:25.0,,K. Caldwell-Pope enters the game for R. Bullock,42,36
151,2,5:25.0,K. Irving makes free throw 1 of 1,,43,36
152,2,5:06.0,,A. Drummond misses 2-pt hook shot from 9 ft,43,36
153,2,5:04.0,Defensive rebound by T. Thompson,,43,36
154,2,4:56.0,K. Irving misses 3-pt jump shot from 26 ft,,43,36
155,2,4:56.0,,Defensive rebound by Team,43,36
156,2,4:37.0,,I. Smith misses 2-pt layup at rim,43,36
157,2,4:37.0,,Offensive rebound by Team,43,36
158,2,4:37.0,J. Smith enters the game for D. Williams,,43,36
159,2,4:22.0,,I. Smith makes 2-pt jump shot from 5 ft,43,38
160,2,3:58.0,K. Irving makes 2-pt jump shot from 22 ft,,45,38
161,2,3:58.0,Shooting foul by K. Caldwell-Pope (drawn by K. Irving),,45,38
162,2,3:58.0,K. Irving makes free throw 1 of 1,,46,38
163,2,3:38.0,,K. Caldwell-Pope makes 3-pt jump shot from 26 ft (assist by T. Harris),46,41
164,2,3:14.0,K. Irving misses 2-pt jump shot from 8 ft,,46,41
165,2,3:14.0,,Defensive rebound by I. Smith,46,41
166,2,3:09.0,,T. Harris makes 2-pt layup from 1 ft (assist by I. Smith),46,43
167,2,3:08.0,Cleveland full timeout,,46,43
168,2,3:08.0,L. James enters the game for R. Jefferson,,46,43
169,2,3:08.0,,S. Johnson enters the game for M. Morris,46,43
170,2,2:59.0,Def 3 sec tech foul by A. Drummond,,46,43
171,2,2:59.0,,Detroit full timeout,46,43
172,2,2:59.0,K. Irving misses technical free throw,,46,43
173,2,2:59.0,Offensive rebound by Team,,46,43
174,2,2:49.0,Turnover by K. Irving (bad pass; steal by S. Johnson),,46,43
175,2,2:45.0,,S. Johnson makes 2-pt dunk at rim,46,45
176,2,2:24.0,J. Smith makes 3-pt jump shot from 25 ft (assist by L. James),,49,45
177,2,2:13.0,,Turnover by A. Drummond (bad pass; steal by L. James),49,45
178,2,2:07.0,L. James makes 2-pt dunk at rim,,51,45
179,2,1:54.0,,Offensive foul by S. Johnson (drawn by J. Smith),51,45
180,2,1:54.0,,Turnover by S. Johnson (offensive foul),51,45
181,2,1:43.0,Personal foul by A. Drummond (drawn by L. James),,51,45
182,2,1:43.0,L. James makes free throw 1 of 2,,52,45
183,2,1:43.0,L. James misses free throw 2 of 2,,52,45
184,2,1:43.0,,A. Baynes enters the game for A. Drummond,52,45
185,2,1:43.0,,M. Morris enters the game for S. Johnson,52,45
186,2,1:41.0,,Defensive rebound by M. Morris,52,45
187,2,1:26.0,,I. Smith makes 2-pt jump shot from 13 ft,52,47
188,2,1:10.0,J. Smith misses 3-pt jump shot from 27 ft,,52,47
189,2,1:10.0,,Defensive rebound by I. Smith,52,47
190,2,1:02.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by I. Smith),52,50
