,QUARTER,TIME_REMAINING,UTAH_ACTION,ORLANDO_ACTION,UTAH_SCORE,ORLANDO_SCORE
59,1,4:05.0,,A. Gordon makes free throw 2 of 2,15,11
60,1,3:57.0,Personal foul by A. Gordon (drawn by G. Hayward),,15,11
61,1,3:48.0,T. Lyles makes 3-pt jump shot from 25 ft (assist by G. Hayward),,18,11
62,1,3:28.0,,E. Payton misses 2-pt jump shot from 20 ft,18,11
63,1,3:27.0,Defensive rebound by G. Hayward,,18,11
64,1,3:20.0,Shooting foul by E. Payton (drawn by G. Hayward),,18,11
65,1,3:20.0,G. Hayward makes free throw 1 of 2,,19,11
66,1,3:20.0,,D. Augustin enters the game for E. Payton,19,11
67,1,3:20.0,G. Hayward makes free throw 2 of 2,,20,11
68,1,3:02.0,,E. Fournier makes 2-pt jump shot from 17 ft,20,13
69,1,2:47.0,G. Hayward misses 3-pt jump shot from 26 ft,,20,13
70,1,2:46.0,,Defensive rebound by B. Biyombo,20,13
71,1,2:27.0,,N. Vučević misses 2-pt jump shot from 11 ft (block by R. Gobert),20,13
72,1,2:26.0,Defensive rebound by R. Gobert,,20,13
73,1,2:13.0,R. Gobert misses 2-pt hook shot from 6 ft,,20,13
74,1,2:12.0,,Defensive rebound by N. Vučević,20,13
75,1,2:01.0,,Personal foul by T. Lyles (drawn by N. Vučević),20,13
76,1,2:01.0,Utah full timeout,,20,13
77,1,2:01.0,,D. Rudež enters the game for N. Vučević,20,13
78,1,1:50.0,,A. Gordon misses 2-pt jump shot from 17 ft,20,13
79,1,1:49.0,Defensive rebound by G. Hayward,,20,13
80,1,1:36.0,Turnover by R. Gobert (bad pass; steal by E. Fournier),,20,13
81,1,1:31.0,,D. Augustin makes 2-pt layup from 3 ft (assist by E. Fournier),20,15
82,1,1:15.0,T. Lyles misses 2-pt jump shot from 20 ft,,20,15
83,1,1:13.0,,Defensive rebound by A. Gordon,20,15
84,1,1:07.0,,E. Fournier makes 2-pt layup from 3 ft (assist by D. Augustin),20,17
85,1,0:48.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by G. Hayward),,23,17
86,1,0:39.0,,Personal foul by S. Mack (drawn by D. Augustin),23,17
87,1,0:39.0,J. Withey enters the game for J. Ingles,,23,17
88,1,0:39.0,J. Johnson enters the game for R. Gobert,,23,17
89,1,0:30.0,,B. Biyombo misses 2-pt jump shot from 17 ft,23,17
90,1,0:29.0,Defensive rebound by T. Lyles,,23,17
91,1,0:14.0,T. Lyles misses 3-pt jump shot from 26 ft,,23,17
92,1,0:13.0,,Defensive rebound by A. Gordon,23,17
93,1,0:02.0,,E. Fournier misses 2-pt layup from 3 ft,23,17
94,1,0:00.0,Defensive rebound by Team,,23,17
95,1,0:00.0,G. Hayward misses 3-pt jump shot from 34 ft,,23,17
96,1,0:00.0,Offensive rebound by Team,,23,17
97,2,11:49.0,,D. Augustin makes 3-pt jump shot from 26 ft (assist by C. Watson),23,20
98,2,11:31.0,Turnover by S. Mack (bad pass; steal by A. Gordon),,23,20
99,2,11:25.0,,D. Augustin makes 3-pt jump shot from 24 ft (assist by A. Gordon),23,23
100,2,11:07.0,Turnover by S. Mack (bad pass; steal by D. Rudež),,23,23
101,2,10:57.0,,D. Augustin misses 2-pt layup from 2 ft (block by J. Withey),23,23
102,2,10:57.0,,Offensive rebound by Team,23,23
103,2,10:49.0,,A. Gordon makes 2-pt jump shot from 19 ft (assist by D. Augustin),23,25
104,2,10:48.0,Utah full timeout,,23,25
105,2,10:48.0,D. Favors enters the game for J. Ingles,,23,25
106,2,10:48.0,D. Exum enters the game for S. Mack,,23,25
107,2,10:48.0,R. Hood enters the game for J. Withey,,23,25
108,2,10:36.0,J. Johnson makes 2-pt jump shot from 10 ft,,25,25
109,2,10:10.0,,Turnover by B. Biyombo (3 sec),25,25
110,2,9:49.0,J. Johnson misses 2-pt jump shot from 16 ft,,25,25
111,2,9:47.0,,Defensive rebound by B. Biyombo,25,25
112,2,9:36.0,,B. Biyombo misses 2-pt layup from 2 ft,25,25
113,2,9:35.0,Defensive rebound by D. Favors,,25,25
114,2,9:24.0,R. Hood misses 2-pt jump shot from 6 ft,,25,25
115,2,9:23.0,Offensive rebound by R. Hood,,25,25
116,2,9:14.0,Turnover by T. Lyles (lost ball),,25,25
117,2,9:00.0,,B. Biyombo misses 2-pt hook shot from 8 ft,25,25
118,2,8:59.0,Defensive rebound by T. Lyles,,25,25
119,2,8:48.0,Turnover by R. Hood (bad pass; steal by D. Rudež),,25,25
120,2,8:33.0,,A. Gordon makes 2-pt layup from 3 ft,25,27
121,2,8:13.0,T. Lyles misses 3-pt jump shot from 26 ft,,25,27
122,2,8:12.0,,Defensive rebound by B. Biyombo,25,27
123,2,8:08.0,,Turnover by D. Augustin (bad pass; steal by T. Lyles),25,27
124,2,7:46.0,Turnover by R. Hood (lost ball; steal by C. Watson),,25,27
125,2,7:43.0,,Shooting foul by D. Exum (drawn by D. Augustin),25,27
126,2,7:43.0,,D. Augustin makes free throw 1 of 2,25,28
127,2,7:43.0,G. Hayward enters the game for T. Lyles,,25,28
128,2,7:43.0,,S. Ibaka enters the game for B. Biyombo,25,28
129,2,7:43.0,,D. Augustin makes free throw 2 of 2,25,29
130,2,7:33.0,D. Favors makes 2-pt jump shot from 12 ft (assist by G. Hayward),,27,29
131,2,7:19.0,,D. Rudež makes 3-pt jump shot from 25 ft (assist by D. Augustin),27,32
132,2,6:59.0,R. Hood misses 3-pt jump shot from 26 ft,,27,32
133,2,6:57.0,,Defensive rebound by A. Gordon,27,32
134,2,6:46.0,,A. Gordon makes 2-pt jump shot from 19 ft,27,34
135,2,6:44.0,Utah full timeout,,27,34
136,2,6:44.0,S. Mack enters the game for D. Exum,,27,34
137,2,6:21.0,S. Mack misses 3-pt jump shot from 25 ft,,27,34
138,2,6:20.0,,Defensive rebound by A. Gordon,27,34
139,2,6:09.0,,Turnover by S. Ibaka (traveling),27,34
140,2,5:55.0,D. Favors makes 2-pt layup from 2 ft (assist by G. Hayward),,29,34
141,2,5:41.0,,C. Watson misses 2-pt layup from 2 ft,29,34
142,2,5:40.0,Defensive rebound by J. Johnson,,29,34
143,2,5:34.0,R. Hood makes 2-pt dunk at rim (assist by S. Mack),,31,34
144,2,5:34.0,,Orlando full timeout,31,34
145,2,5:34.0,R. Gobert enters the game for J. Johnson,,31,34
146,2,5:34.0,,J. Green enters the game for A. Gordon,31,34
147,2,5:34.0,,E. Fournier enters the game for D. Rudež,31,34
148,2,5:34.0,,N. Vučević enters the game for C. Watson,31,34
149,2,5:17.0,,D. Augustin misses 3-pt jump shot from 26 ft,31,34
150,2,5:15.0,Defensive rebound by R. Gobert,,31,34
151,2,4:52.0,S. Mack misses 2-pt jump shot from 10 ft,,31,34
152,2,4:50.0,Offensive rebound by G. Hayward,,31,34
153,2,4:50.0,G. Hayward makes 2-pt dunk at rim,,33,34
154,2,4:35.0,,N. Vučević misses 2-pt jump shot from 18 ft,33,34
155,2,4:34.0,Defensive rebound by R. Hood,,33,34
156,2,4:19.0,Shooting foul by J. Green (drawn by G. Hayward),,33,34
157,2,4:19.0,G. Hayward makes free throw 1 of 2,,34,34
158,2,4:19.0,,E. Payton enters the game for D. Augustin,34,34
159,2,4:19.0,G. Hayward makes free throw 2 of 2,,35,34
160,2,3:56.0,,E. Payton misses 2-pt jump shot from 8 ft,35,34
161,2,3:54.0,Defensive rebound by S. Mack,,35,34
162,2,3:38.0,D. Favors misses 2-pt jump shot from 10 ft,,35,34
163,2,3:37.0,Offensive rebound by R. Gobert,,35,34
164,2,3:37.0,R. Gobert makes 2-pt layup from 1 ft,,37,34
165,2,3:19.0,,N. Vučević misses 2-pt hook shot from 4 ft,37,34
166,2,3:19.0,Defensive rebound by Team,,37,34
167,2,3:07.0,Turnover by S. Mack (bad pass; steal by J. Green),,37,34
168,2,3:02.0,,J. Green misses 2-pt jump shot from 6 ft,37,34
169,2,3:01.0,Defensive rebound by S. Mack,,37,34
170,2,2:48.0,G. Hayward makes 2-pt jump shot from 16 ft,,39,34
171,2,2:33.0,,S. Ibaka misses 2-pt jump shot from 18 ft,39,34
172,2,2:32.0,Defensive rebound by G. Hayward,,39,34
173,2,2:11.0,S. Mack misses 2-pt jump shot from 15 ft (block by E. Payton),,39,34
174,2,2:10.0,,Defensive rebound by E. Payton,39,34
175,2,2:10.0,,Personal foul by R. Hood (drawn by E. Fournier),39,34
176,2,2:10.0,Official timeout,,39,34
177,2,2:10.0,D. Exum enters the game for R. Hood,,39,34
178,2,2:10.0,J. Ingles enters the game for S. Mack,,39,34
179,2,1:50.0,,E. Fournier makes 3-pt jump shot from 25 ft (assist by N. Vučević),39,37
180,2,1:32.0,D. Exum misses 3-pt jump shot from 26 ft,,39,37
181,2,1:31.0,,Defensive rebound by J. Green,39,37
182,2,1:21.0,,S. Ibaka misses 2-pt hook shot from 9 ft,39,37
183,2,1:19.0,Defensive rebound by R. Gobert,,39,37
184,2,1:05.0,G. Hayward makes 3-pt jump shot from 24 ft,,42,37
185,2,0:42.0,,N. Vučević misses 2-pt hook shot from 7 ft,42,37
186,2,0:41.0,Defensive rebound by D. Favors,,42,37
187,2,0:34.0,Personal foul by E. Payton (drawn by J. Ingles),,42,37
188,2,0:34.0,,D. Augustin enters the game for E. Payton,42,37
189,2,0:34.0,,B. Biyombo enters the game for N. Vučević,42,37
190,2,0:31.0,G. Hayward misses 2-pt jump shot from 19 ft,,42,37
191,2,0:29.0,,Defensive rebound by S. Ibaka,42,37
192,2,0:24.0,,Orlando full timeout,42,37
193,2,0:24.0,,N. Vučević enters the game for B. Biyombo,42,37
194,2,0:10.0,,Shooting foul by D. Exum (drawn by E. Fournier),42,37
195,2,0:10.0,,E. Fournier makes free throw 1 of 2,42,38
196,2,0:10.0,,E. Fournier misses free throw 2 of 2,42,38
197,2,0:10.0,Defensive rebound by D. Favors,,42,38
198,2,0:10.0,,B. Biyombo enters the game for N. Vučević,42,38
199,2,0:01.0,D. Exum misses 3-pt jump shot from 25 ft,,42,38
200,2,0:00.0,Offensive rebound by Team,,42,38
201,3,11:42.0,,S. Ibaka misses 2-pt hook shot from 9 ft,42,38
202,3,11:40.0,Defensive rebound by D. Exum,,42,38
203,3,11:26.0,Turnover by D. Favors (bad pass; steal by E. Fournier),,42,38
204,3,11:23.0,,Personal foul by R. Hood (drawn by E. Fournier),42,38
205,3,11:15.0,,N. Vučević makes 2-pt jump shot from 6 ft,42,40
206,3,10:51.0,D. Favors misses 2-pt jump shot from 14 ft,,42,40
207,3,10:50.0,,Defensive rebound by S. Ibaka,42,40
208,3,10:45.0,,E. Payton makes 2-pt layup from 2 ft,42,42
209,3,10:29.0,G. Hayward makes 3-pt jump shot from 25 ft (assist by D. Favors),,45,42
210,3,10:09.0,,J. Green misses 3-pt jump shot from 27 ft,45,42
211,3,10:06.0,,Offensive rebound by N. Vučević,45,42
212,3,9:56.0,,S. Ibaka misses 2-pt jump shot from 11 ft (block by D. Favors),45,42
213,3,9:54.0,Defensive rebound by D. Favors,,45,42
214,3,9:43.0,R. Hood misses 3-pt jump shot from 27 ft,,45,42
215,3,9:40.0,Offensive rebound by R. Gobert,,45,42
216,3,9:35.0,R. Gobert misses 2-pt layup from 3 ft (block by S. Ibaka),,45,42
217,3,9:33.0,,Defensive rebound by E. Payton,45,42
218,3,9:30.0,,Personal foul by D. Favors (drawn by S. Ibaka),45,42
219,3,9:25.0,,Turnover by E. Fournier (bad pass; steal by R. Gobert),45,42
220,3,9:24.0,R. Gobert makes 2-pt dunk at rim,,47,42
221,3,9:24.0,,E. Fournier misses 2-pt jump shot from 17 ft,47,42
222,3,9:23.0,Defensive rebound by G. Hayward,,47,42
223,3,9:04.0,G. Hayward misses 2-pt jump shot from 12 ft,,47,42
224,3,9:03.0,,Defensive rebound by N. Vučević,47,42
225,3,8:46.0,,Turnover by S. Ibaka (bad pass; steal by G. Hayward),47,42
226,3,8:44.0,Personal foul by E. Fournier (drawn by R. Hood),,47,42
227,3,8:29.0,G. Hayward misses 3-pt jump shot from 25 ft,,47,42
228,3,8:28.0,,Defensive rebound by J. Green,47,42
229,3,8:16.0,,N. Vučević misses 2-pt hook shot from 5 ft,47,42
230,3,8:14.0,,Offensive rebound by S. Ibaka,47,42
231,3,8:12.0,,S. Ibaka misses 2-pt jump shot from 8 ft,47,42
232,3,8:10.0,Defensive rebound by D. Exum,,47,42
233,3,7:59.0,Turnover by D. Exum (lost ball; steal by E. Payton),,47,42
234,3,7:51.0,,J. Green makes 2-pt layup from 3 ft (assist by E. Fournier),47,44
235,3,7:31.0,D. Favors makes 2-pt jump shot from 18 ft (assist by G. Hayward),,49,44
236,3,7:15.0,,Shooting foul by D. Exum (drawn by E. Fournier),49,44
237,3,7:15.0,,E. Fournier makes free throw 1 of 2,49,45
238,3,7:15.0,S. Mack enters the game for D. Exum,,49,45
239,3,7:15.0,,E. Fournier makes free throw 2 of 2,49,46
240,3,6:54.0,D. Favors makes 3-pt jump shot from 25 ft (assist by S. Mack),,52,46
241,3,6:32.0,,Shooting foul by R. Gobert (drawn by J. Green),52,46
242,3,6:32.0,,J. Green makes free throw 1 of 2,52,47
243,3,6:32.0,,J. Green makes free throw 2 of 2,52,48
244,3,6:17.0,Turnover by D. Favors (bad pass),,52,48
245,3,6:05.0,,J. Green misses 2-pt jump shot from 18 ft,52,48
246,3,6:04.0,Defensive rebound by D. Favors,,52,48
247,3,5:56.0,S. Mack misses 2-pt jump shot from 20 ft,,52,48
248,3,5:54.0,,Defensive rebound by E. Fournier,52,48
249,3,5:49.0,,E. Fournier misses 2-pt layup from 1 ft,52,48
250,3,5:47.0,,Offensive rebound by S. Ibaka,52,48
251,3,5:42.0,,S. Ibaka makes 3-pt jump shot from 25 ft,52,51
252,3,5:30.0,D. Favors misses 2-pt jump shot from 14 ft,,52,51
253,3,5:28.0,Offensive rebound by Team,,52,51
254,3,5:28.0,,Orlando full timeout,52,51
255,3,5:28.0,,A. Gordon enters the game for J. Green,52,51
256,3,5:28.0,J. Ingles enters the game for D. Favors,,52,51
257,3,5:28.0,T. Lyles enters the game for R. Hood,,52,51
258,3,5:19.0,Turnover by G. Hayward (bad pass),,52,51
259,3,5:07.0,,Personal foul by J. Ingles (drawn by E. Fournier),52,51
260,3,5:07.0,,E. Fournier makes free throw 1 of 2,52,52
261,3,5:07.0,,E. Fournier makes free throw 2 of 2,52,53
262,3,4:53.0,G. Hayward makes 2-pt layup from 3 ft,,54,53
263,3,4:32.0,,N. Vučević misses 2-pt jump shot from 5 ft (block by R. Gobert),54,53
264,3,4:30.0,,Offensive rebound by S. Ibaka,54,53
265,3,4:29.0,,S. Ibaka makes 2-pt layup from 3 ft,54,55
266,3,4:08.0,Personal foul by E. Payton (drawn by G. Hayward),,54,55
267,3,4:08.0,,D. Augustin enters the game for E. Payton,54,55
268,3,4:08.0,,B. Biyombo enters the game for N. Vučević,54,55
269,3,3:57.0,S. Mack misses 2-pt jump shot from 11 ft,,54,55
270,3,3:56.0,Offensive rebound by S. Mack,,54,55
271,3,3:46.0,Personal foul by E. Fournier (drawn by S. Mack),,54,55
272,3,3:37.0,T. Lyles misses 3-pt jump shot from 26 ft,,54,55
273,3,3:36.0,,Defensive rebound by B. Biyombo,54,55
274,3,3:15.0,,E. Fournier misses 2-pt layup from 3 ft,54,55
275,3,3:13.0,Defensive rebound by T. Lyles,,54,55
276,3,2:56.0,T. Lyles makes 2-pt layup from 2 ft,,56,55
277,3,2:36.0,,A. Gordon misses 3-pt jump shot from 23 ft,56,55
278,3,2:34.0,Defensive rebound by S. Mack,,56,55
279,3,2:16.0,Shooting foul by B. Biyombo (drawn by G. Hayward),,56,55
280,3,2:16.0,Utah full timeout,,56,55
281,3,2:16.0,G. Hayward makes free throw 1 of 2,,57,55
282,3,2:16.0,,D. Rudež enters the game for S. Ibaka,56,55
283,3,2:16.0,D. Favors enters the game for R. Gobert,,56,55
284,3,2:16.0,G. Hayward makes free throw 2 of 2,,58,55
285,3,2:02.0,,B. Biyombo makes 2-pt dunk at rim (assist by E. Fournier),58,57
286,3,1:46.0,S. Mack misses 3-pt jump shot from 26 ft,,58,57
287,3,1:45.0,,Defensive rebound by A. Gordon,58,57
288,3,1:28.0,,D. Augustin makes 2-pt layup from 2 ft,58,59
289,3,1:16.0,Turnover by T. Lyles (bad pass; steal by E. Fournier),,58,59
290,3,1:13.0,,E. Fournier makes 2-pt dunk at rim,58,61
291,3,0:51.0,D. Favors misses 2-pt jump shot from 16 ft,,58,61
292,3,0:50.0,,Defensive rebound by B. Biyombo,58,61
293,3,0:43.0,,Turnover by D. Augustin (lost ball; steal by S. Mack),58,61
294,3,0:36.0,G. Hayward misses 2-pt layup from 2 ft (block by B. Biyombo),,58,61
295,3,0:34.0,,Defensive rebound by D. Rudež,58,61
296,3,0:32.0,,D. Augustin makes 3-pt jump shot from 25 ft (assist by E. Fournier),58,64
297,3,0:13.0,G. Hayward misses 3-pt jump shot from 26 ft,,58,64
298,3,0:12.0,,Defensive rebound by E. Fournier,58,64
299,3,0:05.0,,Turnover by E. Fournier (lost ball; steal by J. Ingles),58,64
300,3,0:01.0,S. Mack makes 2-pt layup from 2 ft (assist by G. Hayward),,60,64
301,4,11:47.0,R. Hood misses 3-pt jump shot from 26 ft,,60,64
302,4,11:46.0,,Defensive rebound by A. Gordon,60,64
303,4,11:27.0,,A. Gordon misses 2-pt jump shot from 16 ft,60,64
304,4,11:26.0,Defensive rebound by D. Favors,,60,64
305,4,11:10.0,Shooting foul by C. Watson (drawn by D. Favors),,60,64
306,4,11:10.0,D. Favors makes free throw 1 of 2,,61,64
307,4,11:10.0,D. Favors makes free throw 2 of 2,,62,64
308,4,10:54.0,,A. Gordon misses 2-pt jump shot from 14 ft,62,64
309,4,10:53.0,,Offensive rebound by Team,62,64
310,4,10:53.0,Loose ball foul by S. Mack (drawn by B. Biyombo),,62,64
311,4,10:45.0,,D. Augustin makes 2-pt layup from 3 ft,62,66
312,4,10:27.0,Turnover by D. Favors (bad pass; steal by C. Watson),,62,66
313,4,10:22.0,,C. Watson misses 2-pt layup from 2 ft (block by R. Hood),62,66
314,4,10:20.0,Defensive rebound by S. Mack,,62,66
315,4,10:13.0,S. Mack makes 2-pt layup from 3 ft (assist by T. Lyles),,64,66
316,4,10:01.0,,D. Augustin misses 3-pt jump shot from 26 ft,64,66
317,4,10:00.0,,Offensive rebound by A. Gordon,64,66
318,4,9:58.0,,A. Gordon makes 2-pt dunk at rim,64,68
319,4,9:48.0,Shooting foul by B. Biyombo (drawn by S. Mack),,64,68
320,4,9:48.0,S. Mack makes free throw 1 of 2,,65,68
321,4,9:48.0,S. Mack makes free throw 2 of 2,,66,68
322,4,9:37.0,,Shooting foul by S. Mack (drawn by D. Augustin),66,68
323,4,9:37.0,,D. Augustin misses free throw 1 of 3,66,68
324,4,9:37.0,,Offensive rebound by Team,66,68
325,4,9:37.0,,D. Augustin makes free throw 2 of 3,66,69
326,4,9:37.0,D. Exum enters the game for S. Mack,,66,69
327,4,9:37.0,,D. Augustin makes free throw 3 of 3,66,70
328,4,9:26.0,D. Exum misses 2-pt dunk at rim (block by B. Biyombo),,66,70
329,4,9:24.0,Offensive rebound by D. Exum,,66,70
330,4,9:23.0,D. Exum makes 2-pt layup from 2 ft,,68,70
331,4,9:12.0,,Personal foul by D. Exum (drawn by D. Augustin),68,70
332,4,9:03.0,,Offensive foul by D. Augustin (drawn by D. Exum),68,70
333,4,9:03.0,,Turnover by D. Augustin (offensive foul),68,70
334,4,8:47.0,Personal foul by B. Biyombo (drawn by D. Exum),,68,70
335,4,8:47.0,Official timeout,,68,70
336,4,8:47.0,,E. Fournier enters the game for C. Watson,68,70
337,4,8:41.0,R. Hood makes 3-pt jump shot from 25 ft (assist by T. Lyles),,71,70
338,4,8:23.0,,Personal foul by T. Lyles (drawn by D. Augustin),71,70
339,4,8:23.0,R. Gobert enters the game for D. Favors,,71,70
340,4,8:11.0,,B. Biyombo misses 2-pt jump shot from 18 ft,71,70
341,4,8:09.0,Defensive rebound by R. Hood,,71,70
342,4,7:52.0,R. Hood makes 2-pt dunk at rim,,73,70
343,4,7:42.0,,Personal foul by J. Johnson (drawn by B. Biyombo),73,70
344,4,7:42.0,,B. Biyombo misses free throw 1 of 2,73,70
345,4,7:42.0,,Offensive rebound by Team,73,70
346,4,7:42.0,G. Hayward enters the game for J. Johnson,,73,70
347,4,7:42.0,,B. Biyombo makes free throw 2 of 2,73,71
348,4,7:20.0,R. Hood makes 2-pt jump shot from 22 ft,,75,71
349,4,7:13.0,,Orlando full timeout,75,71
350,4,7:13.0,,S. Ibaka enters the game for D. Augustin,75,71
351,4,7:13.0,,E. Payton enters the game for D. Rudež,75,71
352,4,7:03.0,,E. Fournier misses 2-pt jump shot from 10 ft,75,71
353,4,7:00.0,,Offensive rebound by E. Fournier,75,71
354,4,6:59.0,,E. Fournier misses 2-pt layup from 2 ft,75,71
355,4,6:58.0,Defensive rebound by Team,,75,71
356,4,6:58.0,,Loose ball foul by B. Biyombo (drawn by T. Lyles),75,71
357,4,6:44.0,D. Exum misses 3-pt jump shot from 24 ft,,75,71
358,4,6:43.0,Offensive rebound by R. Gobert,,75,71
359,4,6:35.0,R. Hood misses 2-pt jump shot from 19 ft,,75,71
360,4,6:34.0,Offensive rebound by T. Lyles,,75,71
361,4,6:16.0,R. Hood misses 3-pt jump shot from 30 ft,,75,71
362,4,6:14.0,,Defensive rebound by B. Biyombo,75,71
363,4,6:04.0,,S. Ibaka misses 2-pt jump shot from 8 ft,75,71
364,4,6:02.0,Defensive rebound by R. Gobert,,75,71
365,4,5:45.0,D. Exum misses 3-pt jump shot from 25 ft,,75,71
366,4,5:44.0,,Defensive rebound by B. Biyombo,75,71
367,4,5:36.0,,E. Payton misses 2-pt layup from 2 ft,75,71
368,4,5:34.0,,Offensive rebound by E. Payton,75,71
369,4,5:33.0,,E. Payton misses 2-pt jump shot from 4 ft,75,71
370,4,5:31.0,Defensive rebound by D. Exum,,75,71
371,4,5:22.0,Turnover by D. Exum (bad pass; steal by A. Gordon),,75,71
372,4,5:20.0,,Shooting foul by T. Lyles (drawn by B. Biyombo),75,71
373,4,5:20.0,,B. Biyombo misses free throw 1 of 2,75,71
374,4,5:20.0,,Offensive rebound by Team,75,71
375,4,5:20.0,D. Favors enters the game for T. Lyles,,75,71
376,4,5:20.0,S. Mack enters the game for D. Exum,,75,71
377,4,5:20.0,,J. Green enters the game for A. Gordon,75,71
378,4,5:20.0,,B. Biyombo makes free throw 2 of 2,75,72
379,4,4:59.0,G. Hayward misses 3-pt jump shot from 26 ft,,75,72
380,4,4:58.0,,Defensive rebound by J. Green,75,72
381,4,4:40.0,,S. Ibaka misses 2-pt jump shot from 11 ft (block by D. Favors),75,72
382,4,4:38.0,Defensive rebound by G. Hayward,,75,72
383,4,4:19.0,D. Favors misses 2-pt jump shot from 17 ft,,75,72
384,4,4:18.0,,Defensive rebound by B. Biyombo,75,72
385,4,4:09.0,,S. Ibaka misses 3-pt jump shot from 25 ft,75,72
386,4,4:07.0,Defensive rebound by R. Hood,,75,72
387,4,3:53.0,Personal foul by E. Fournier (drawn by R. Hood),,75,72
388,4,3:53.0,R. Hood makes free throw 1 of 2,,76,72
389,4,3:53.0,,D. Augustin enters the game for E. Payton,76,72
