,QUARTER,TIME_REMAINING,TORONTO_ACTION,CHARLOTTE_ACTION,TORONTO_SCORE,CHARLOTTE_SCORE
269,3,4:48.0,Defensive rebound by D. DeRozan,,59,74
270,3,4:39.0,N. Powell misses 3-pt jump shot from 24 ft,,59,74
271,3,4:38.0,,Defensive rebound by K. Walker,59,74
272,3,4:22.0,,F. Kaminsky makes 2-pt jump shot from 10 ft,59,76
273,3,4:05.0,K. Lowry misses 3-pt jump shot from 27 ft,,59,76
274,3,4:04.0,,Defensive rebound by M. Kidd-Gilchrist,59,76
275,3,3:49.0,J. Sullinger enters the game for N. Powell,,59,76
276,3,3:42.0,,K. Walker misses 3-pt jump shot from 29 ft,59,76
277,3,3:41.0,Defensive rebound by P. Siakam,,59,76
278,3,3:29.0,Turnover by D. DeRozan (lost ball; steal by M. Kidd-Gilchrist),,59,76
279,3,3:22.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),59,79
280,3,3:21.0,Toronto full timeout,,59,79
281,3,3:21.0,C. Joseph enters the game for K. Lowry,,59,79
282,3,3:21.0,,R. Hibbert enters the game for C. Zeller,59,79
283,3,3:06.0,J. Sullinger misses 3-pt jump shot from 25 ft,,59,79
284,3,3:05.0,,Defensive rebound by M. Belinelli,59,79
285,3,2:50.0,,M. Belinelli misses 3-pt jump shot from 24 ft,59,79
286,3,2:49.0,Defensive rebound by D. DeRozan,,59,79
287,3,2:31.0,T. Ross misses 3-pt jump shot from 25 ft,,59,79
288,3,2:30.0,,Defensive rebound by M. Kidd-Gilchrist,59,79
289,3,2:15.0,,M. Belinelli misses 3-pt jump shot from 27 ft,59,79
290,3,2:13.0,Defensive rebound by D. DeRozan,,59,79
291,3,2:07.0,Shooting foul by R. Hibbert (drawn by D. DeRozan),,59,79
292,3,2:07.0,,Charlotte full timeout,59,79
293,3,2:07.0,D. DeRozan makes free throw 1 of 2,,60,79
294,3,2:07.0,D. DeRozan misses free throw 2 of 2,,60,79
295,3,2:05.0,,Defensive rebound by M. Kidd-Gilchrist,60,79
296,3,1:41.0,,F. Kaminsky misses 2-pt jump shot from 8 ft,60,79
297,3,1:40.0,,Offensive rebound by F. Kaminsky,60,79
298,3,1:28.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 18 ft,60,79
299,3,1:27.0,Defensive rebound by T. Ross,,60,79
300,3,1:11.0,J. Sullinger misses 2-pt jump shot from 8 ft,,60,79
301,3,1:10.0,,Defensive rebound by F. Kaminsky,60,79
302,3,1:01.0,,M. Belinelli makes 2-pt jump shot from 20 ft (assist by K. Walker),60,81
303,3,0:44.0,D. DeRozan misses 2-pt jump shot from 16 ft,,60,81
304,3,0:43.0,,Defensive rebound by R. Hibbert,60,81
305,3,0:33.0,,K. Walker makes 3-pt jump shot from 25 ft,60,84
306,3,0:10.0,D. DeRozan makes 3-pt jump shot from 27 ft (assist by C. Joseph),,63,84
307,3,0:03.0,,K. Walker makes 3-pt jump shot from 27 ft,63,87
308,3,0:03.0,,Shooting foul by C. Joseph (drawn by K. Walker),63,87
309,3,0:03.0,,K. Walker makes free throw 1 of 1,63,88
310,4,11:49.0,J. Valančiūnas misses 2-pt jump shot from 9 ft,,63,88
311,4,11:47.0,,Defensive rebound by R. Hibbert,63,88
312,4,11:39.0,,R. Sessions makes 2-pt jump shot from 9 ft,63,90
313,4,11:18.0,T. Ross misses 3-pt jump shot from 25 ft,,63,90
314,4,11:16.0,,Defensive rebound by N. Batum,63,90
315,4,11:09.0,,Turnover by F. Kaminsky (traveling),63,90
316,4,10:56.0,Turnover by C. Joseph (bad pass; steal by F. Kaminsky),,63,90
317,4,10:36.0,,Turnover by R. Hibbert (bad pass; steal by T. Ross),63,90
318,4,10:27.0,D. Carroll misses 2-pt jump shot from 8 ft,,63,90
319,4,10:26.0,Offensive rebound by Team,,63,90
320,4,10:20.0,K. Lowry misses 3-pt jump shot from 25 ft,,63,90
321,4,10:18.0,,Defensive rebound by F. Kaminsky,63,90
322,4,10:12.0,,Turnover by N. Batum (bad pass; steal by K. Lowry),63,90
323,4,10:07.0,Shooting foul by R. Hibbert (drawn by K. Lowry),,63,90
324,4,10:07.0,K. Lowry makes free throw 1 of 2,,64,90
325,4,10:07.0,K. Lowry makes free throw 2 of 2,,65,90
326,4,9:49.0,,N. Batum misses 2-pt jump shot from 22 ft,65,90
327,4,9:47.0,,Offensive rebound by F. Kaminsky,65,90
328,4,9:37.0,,R. Sessions makes 3-pt jump shot from 24 ft (assist by N. Batum),65,93
329,4,9:20.0,K. Lowry makes 3-pt jump shot from 24 ft (assist by T. Ross),,68,93
330,4,8:56.0,,R. Sessions misses 2-pt jump shot from 13 ft,68,93
331,4,8:54.0,Defensive rebound by J. Valančiūnas,,68,93
332,4,8:53.0,Turnover by J. Valančiūnas (lost ball; steal by R. Sessions),,68,93
333,4,8:48.0,,F. Kaminsky makes 3-pt jump shot from 25 ft (assist by M. Belinelli),68,96
334,4,8:29.0,T. Ross misses 2-pt jump shot from 17 ft,,68,96
335,4,8:29.0,,Defensive rebound by Team,68,96
336,4,8:29.0,Loose ball foul by J. Valančiūnas (drawn by R. Hibbert),,68,96
337,4,8:29.0,Official timeout,,68,96
338,4,8:29.0,J. Poeltl enters the game for J. Valančiūnas,,68,96
339,4,8:17.0,,Shooting foul by C. Joseph (drawn by M. Belinelli),68,96
340,4,8:17.0,,M. Belinelli makes free throw 1 of 2,68,97
341,4,8:17.0,,M. Belinelli makes free throw 2 of 2,68,98
342,4,7:53.0,D. Carroll misses 2-pt jump shot from 13 ft,,68,98
343,4,7:52.0,,Defensive rebound by R. Sessions,68,98
344,4,7:40.0,,N. Batum misses 2-pt jump shot from 16 ft,68,98
345,4,7:40.0,,Offensive rebound by Team,68,98
346,4,7:40.0,Loose ball foul by J. Poeltl (drawn by F. Kaminsky),,68,98
347,4,7:29.0,,R. Sessions misses 2-pt layup from 2 ft,68,98
348,4,7:28.0,Defensive rebound by J. Poeltl,,68,98
349,4,7:21.0,K. Lowry makes 3-pt jump shot from 25 ft (assist by C. Joseph),,71,98
350,4,6:59.0,,F. Kaminsky makes 2-pt jump shot from 14 ft (assist by N. Batum),71,100
351,4,6:44.0,K. Lowry misses 3-pt jump shot from 25 ft,,71,100
352,4,6:44.0,,Defensive rebound by Team,71,100
353,4,6:33.0,,Shooting foul by C. Joseph (drawn by F. Kaminsky),71,100
354,4,6:33.0,,F. Kaminsky makes free throw 1 of 2,71,101
355,4,6:33.0,J. Sullinger enters the game for D. Carroll,,71,101
356,4,6:33.0,N. Powell enters the game for K. Lowry,,71,101
357,4,6:33.0,,F. Kaminsky makes free throw 2 of 2,71,102
358,4,6:20.0,Turnover by N. Powell (bad pass; steal by M. Belinelli),,71,102
359,4,6:15.0,,M. Belinelli makes 2-pt layup at rim,71,104
360,4,6:07.0,Personal foul by R. Sessions (drawn by C. Joseph),,71,104
361,4,5:58.0,J. Sullinger makes 3-pt jump shot from 25 ft,,74,104
362,4,5:42.0,,N. Batum misses 2-pt jump shot from 16 ft,74,104
363,4,5:41.0,Defensive rebound by N. Powell,,74,104
364,4,5:31.0,Turnover by J. Sullinger (bad pass; steal by F. Kaminsky),,74,104
365,4,5:29.0,,Flagrant foul type 1 by J. Sullinger (drawn by N. Batum),74,104
366,4,5:29.0,,Charlotte full timeout,74,104
367,4,5:29.0,,N. Batum makes flagrant free throw 1 of 2,74,105
368,4,5:29.0,,B. Roberts enters the game for M. Belinelli,74,104
369,4,5:29.0,,S. Hawes enters the game for R. Hibbert,74,104
370,4,5:29.0,,T. Graham enters the game for N. Batum,74,106
371,4,5:29.0,,N. Batum makes flagrant free throw 2 of 2,74,106
372,4,5:12.0,,F. Kaminsky misses 2-pt jump shot from 14 ft,74,106
373,4,5:11.0,Defensive rebound by J. Poeltl,,74,106
374,4,4:58.0,C. Joseph misses 2-pt jump shot from 17 ft,,74,106
375,4,4:57.0,Offensive rebound by J. Poeltl,,74,106
376,4,4:53.0,J. Sullinger misses 3-pt jump shot from 25 ft,,74,106
