,QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,SAN ANTONIO_ACTION,GOLDEN STATE_SCORE,SAN ANTONIO_SCORE
0,1,11:37.0,,D. Dedmon misses 2-pt jump shot from 10 ft,0,0
1,1,11:35.0,,Offensive rebound by Team,0,0
2,1,11:35.0,,Turnover by Team (shot clock),0,0
3,1,11:19.0,P. McCaw misses 2-pt jump shot from 19 ft,,0,0
4,1,11:18.0,,Defensive rebound by D. Dedmon,0,0
5,1,11:10.0,,P. Mills makes 2-pt jump shot from 20 ft,0,2
6,1,10:53.0,Z. Pachulia makes 2-pt layup from 1 ft (assist by M. Barnes),,2,2
7,1,10:43.0,,D. Dedmon makes 2-pt dunk at rim (assist by P. Mills),2,4
8,1,10:19.0,M. Barnes makes 3-pt jump shot from 25 ft (assist by K. Looney),,5,4
9,1,10:01.0,,D. Green makes 2-pt layup from 1 ft (assist by D. Lee),5,6
10,1,9:48.0,Z. Pachulia misses 2-pt jump shot from 19 ft,,5,6
11,1,9:48.0,,Defensive rebound by D. Lee,5,6
12,1,9:32.0,,K. Anderson makes 3-pt jump shot from 23 ft (assist by P. Mills),5,9
13,1,9:13.0,M. Barnes makes 2-pt layup from 1 ft (assist by Z. Pachulia),,7,9
14,1,9:00.0,,K. Anderson misses 3-pt jump shot from 23 ft,7,9
15,1,8:59.0,Defensive rebound by Z. Pachulia,,7,9
16,1,8:46.0,P. McCaw misses 3-pt jump shot from 24 ft,,7,9
17,1,8:46.0,Offensive rebound by K. Looney,,7,9
18,1,8:43.0,M. Barnes misses 3-pt jump shot from 25 ft,,7,9
19,1,8:41.0,,Defensive rebound by Team,7,9
20,1,8:27.0,,P. Mills misses 3-pt jump shot from 26 ft,7,9
21,1,8:27.0,,Offensive rebound by K. Anderson,7,9
22,1,8:23.0,,K. Anderson makes 2-pt layup from 1 ft,7,11
23,1,8:06.0,K. Looney misses 2-pt jump shot from 7 ft,,7,11
24,1,8:05.0,Offensive rebound by Z. Pachulia,,7,11
25,1,8:03.0,Z. Pachulia makes 2-pt layup from 2 ft,,9,11
26,1,7:53.0,,D. Green misses 3-pt jump shot from 26 ft,9,11
27,1,7:52.0,Defensive rebound by M. Barnes,,9,11
28,1,7:44.0,Shooting foul by D. Lee (drawn by Z. Pachulia),,9,11
29,1,7:44.0,Z. Pachulia makes free throw 1 of 2,,10,11
30,1,7:44.0,Z. Pachulia makes free throw 2 of 2,,11,11
31,1,7:28.0,,D. Lee makes 2-pt jump shot from 6 ft (assist by D. Green),11,13
32,1,7:12.0,S. Livingston misses 2-pt jump shot from 14 ft,,11,13
33,1,7:11.0,Offensive rebound by Z. Pachulia,,11,13
34,1,7:07.0,Z. Pachulia misses 2-pt jump shot from 5 ft (block by K. Anderson),,11,13
35,1,7:07.0,,Defensive rebound by D. Lee,11,13
36,1,7:01.0,,D. Dedmon makes 2-pt dunk at rim (assist by P. Mills),11,15
37,1,6:40.0,P. McCaw misses 2-pt layup from 2 ft,,11,15
38,1,6:39.0,Offensive rebound by Z. Pachulia,,11,15
39,1,6:38.0,Turnover by M. Barnes (traveling),,11,15
40,1,6:18.0,,P. Mills makes 2-pt jump shot from 19 ft,11,17
41,1,6:07.0,Z. Pachulia misses 2-pt layup from 1 ft,,11,17
42,1,6:06.0,Offensive rebound by K. Looney,,11,17
43,1,6:03.0,K. Looney misses 2-pt layup from 1 ft (block by D. Green),,11,17
44,1,6:03.0,,Defensive rebound by D. Lee,11,17
45,1,5:59.0,,P. Mills makes 2-pt layup from 1 ft (assist by D. Lee),11,19
46,1,5:59.0,Golden State full timeout,,11,19
47,1,5:59.0,D. West enters the game for P. McCaw,,11,19
48,1,5:59.0,I. Clark enters the game for K. Looney,,11,19
49,1,5:40.0,M. Barnes misses 3-pt jump shot from 23 ft,,11,19
50,1,5:39.0,,Defensive rebound by D. Dedmon,11,19
51,1,5:38.0,,Turnover by D. Dedmon (bad pass),11,19
52,1,5:28.0,D. West misses 2-pt jump shot from 13 ft,,11,19
53,1,5:27.0,,Defensive rebound by D. Lee,11,19
54,1,5:17.0,,P. Mills makes 3-pt jump shot from 25 ft,11,22
55,1,5:06.0,Shooting foul by D. Lee (drawn by M. Barnes),,11,22
56,1,5:06.0,M. Barnes makes free throw 1 of 2,,12,22
57,1,5:06.0,,P. Gasol enters the game for D. Lee,12,22
58,1,5:06.0,,M. Ginóbili enters the game for P. Mills,12,22
59,1,5:06.0,M. Barnes makes free throw 2 of 2,,13,22
60,1,4:44.0,,D. Green makes 3-pt jump shot from 26 ft (assist by K. Anderson),13,25
61,1,4:30.0,D. West makes 2-pt jump shot from 12 ft (assist by M. Barnes),,15,25
62,1,4:11.0,,Turnover by M. Ginóbili (bad pass),15,25
63,1,4:11.0,J. McGee enters the game for Z. Pachulia,,15,25
64,1,3:58.0,S. Livingston misses 2-pt jump shot from 15 ft,,15,25
65,1,3:57.0,,Defensive rebound by K. Anderson,15,25
66,1,3:45.0,,Turnover by D. Green (bad pass; steal by J. McGee),15,25
67,1,3:38.0,I. Clark misses 2-pt jump shot from 10 ft,,15,25
68,1,3:36.0,,Defensive rebound by D. Dedmon,15,25
69,1,3:28.0,P. McCaw enters the game for M. Barnes,,15,25
70,1,3:16.0,,Turnover by P. Gasol (lost ball; steal by D. West),15,25
71,1,3:13.0,Shooting foul by M. Ginóbili (drawn by P. McCaw),,15,25
72,1,3:13.0,P. McCaw makes free throw 1 of 2,,16,25
73,1,3:13.0,,J. Simmons enters the game for K. Anderson,16,25
74,1,3:13.0,,B. Forbes enters the game for D. Green,16,25
75,1,3:13.0,M. Barnes enters the game for S. Livingston,,16,25
76,1,3:13.0,P. McCaw makes free throw 2 of 2,,17,25
77,1,2:49.0,,P. Gasol misses 2-pt jump shot from 16 ft,17,25
78,1,2:47.0,Defensive rebound by M. Barnes,,17,25
79,1,2:39.0,M. Barnes makes 3-pt jump shot from 22 ft (assist by D. West),,20,25
80,1,2:38.0,,San Antonio full timeout,20,25
81,1,2:19.0,,D. Dedmon makes 2-pt dunk at rim (assist by P. Gasol),20,27
82,1,2:01.0,D. West makes 2-pt jump shot from 10 ft,,22,27
83,1,1:49.0,,J. Simmons misses 2-pt jump shot from 14 ft,22,27
84,1,1:48.0,Defensive rebound by M. Barnes,,22,27
85,1,1:37.0,Turnover by I. Clark (lost ball; steal by M. Ginóbili),,22,27
86,1,1:32.0,,Personal foul by I. Clark (drawn by M. Ginóbili),22,27
87,1,1:32.0,,D. Bertāns enters the game for D. Dedmon,22,27
88,1,1:32.0,J. McAdoo enters the game for J. McGee,,22,27
89,1,1:27.0,,P. Gasol misses 2-pt jump shot from 6 ft (block by J. McAdoo),22,27
90,1,1:25.0,,Offensive rebound by M. Ginóbili,22,27
91,1,1:19.0,,M. Ginóbili misses 3-pt jump shot from 25 ft,22,27
92,1,1:18.0,Defensive rebound by I. Clark,,22,27
93,1,1:11.0,D. West misses 2-pt jump shot from 17 ft,,22,27
94,1,1:10.0,,Defensive rebound by P. Gasol,22,27
95,1,1:02.0,,Personal foul by J. McAdoo (drawn by D. Bertāns),22,27
96,1,1:02.0,,D. Bertāns makes free throw 1 of 2,22,28
97,1,1:02.0,,D. Bertāns makes free throw 2 of 2,22,29
98,1,0:45.0,Turnover by D. West (lost ball),,22,29
99,1,0:30.0,,P. Gasol makes 2-pt layup at rim (assist by M. Ginóbili),22,31
100,1,0:20.0,J. McAdoo misses 2-pt layup from 2 ft (block by P. Gasol),,22,31
101,1,0:18.0,,Defensive rebound by M. Ginóbili,22,31
102,1,0:01.0,,P. Gasol makes 2-pt jump shot from 8 ft (assist by M. Ginóbili),22,33
103,1,0:01.0,Turnover by M. Barnes (bad pass),,22,33
104,1,0:00.0,,B. Forbes misses 2-pt jump shot from 14 ft,22,33
105,1,0:00.0,,Offensive rebound by Team,22,33
106,2,11:39.0,I. Clark makes 2-pt jump shot from 15 ft,,24,33
107,2,11:22.0,,M. Ginóbili misses 3-pt jump shot from 26 ft,24,33
108,2,11:21.0,Defensive rebound by J. McAdoo,,24,33
109,2,11:11.0,Turnover by J. McAdoo (lost ball; steal by M. Ginóbili),,24,33
110,2,11:05.0,,D. Bertāns makes 3-pt jump shot from 25 ft (assist by M. Ginóbili),24,36
111,2,10:40.0,J. McAdoo misses 2-pt jump shot from 4 ft (block by D. Bertāns),,24,36
112,2,10:39.0,Offensive rebound by M. Barnes,,24,36
113,2,10:38.0,Shooting foul by M. Ginóbili (drawn by M. Barnes),,24,36
114,2,10:38.0,M. Barnes makes free throw 1 of 2,,25,36
115,2,10:38.0,,P. Mills enters the game for B. Forbes,25,36
116,2,10:38.0,M. Barnes makes free throw 2 of 2,,26,36
117,2,10:29.0,,Shooting foul by P. McCaw (drawn by P. Gasol),26,36
118,2,10:29.0,,P. Gasol makes free throw 1 of 2,26,37
119,2,10:29.0,,P. Gasol misses free throw 2 of 2,26,37
120,2,10:29.0,S. Livingston enters the game for M. Barnes,,26,37
121,2,10:27.0,Defensive rebound by D. Jones,,26,37
122,2,10:11.0,S. Livingston misses 2-pt jump shot from 10 ft,,26,37
123,2,10:09.0,Offensive rebound by P. McCaw,,26,37
124,2,10:09.0,P. McCaw misses 2-pt layup from 1 ft,,26,37
125,2,10:07.0,Offensive rebound by D. Jones,,26,37
126,2,9:53.0,D. Jones misses 2-pt jump shot from 17 ft,,26,37
127,2,9:53.0,,Defensive rebound by D. Bertāns,26,37
128,2,9:38.0,,Turnover by P. Gasol (bad pass; steal by J. McAdoo),26,37
129,2,9:29.0,I. Clark makes 2-pt jump shot from 21 ft,,28,37
130,2,9:29.0,,San Antonio full timeout,28,37
131,2,9:29.0,,D. Green enters the game for M. Ginóbili,28,37
132,2,9:29.0,,K. Anderson enters the game for J. Simmons,28,37
133,2,9:21.0,,Shooting foul by D. Jones (drawn by P. Gasol),28,37
134,2,9:21.0,,P. Gasol makes free throw 1 of 2,28,38
135,2,9:21.0,,P. Gasol makes free throw 2 of 2,28,39
136,2,9:05.0,I. Clark makes 2-pt jump shot from 12 ft (assist by J. McAdoo),,30,39
137,2,8:54.0,,Turnover by D. Green (bad pass; steal by J. McAdoo),30,39
138,2,8:49.0,J. McAdoo makes 2-pt layup from 2 ft (assist by S. Livingston),,32,39
139,2,8:49.0,,San Antonio full timeout,32,39
140,2,8:49.0,,D. Lee enters the game for P. Gasol,32,39
141,2,8:38.0,,P. Mills makes 3-pt jump shot from 25 ft (assist by D. Green),32,42
142,2,8:26.0,Offensive foul by I. Clark (drawn by K. Anderson),,32,42
143,2,8:26.0,Turnover by I. Clark (offensive foul),,32,42
144,2,8:12.0,,D. Lee misses 2-pt layup at rim,32,42
145,2,8:12.0,,Offensive rebound by D. Lee,32,42
146,2,8:12.0,,D. Lee makes 2-pt dunk at rim,32,44
147,2,8:12.0,Golden State full timeout,,32,44
148,2,7:53.0,S. Livingston makes 2-pt jump shot from 9 ft,,34,44
149,2,7:43.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by K. Anderson),34,47
150,2,7:32.0,D. Jones misses 2-pt jump shot from 17 ft,,34,47
151,2,7:32.0,,Defensive rebound by P. Mills,34,47
152,2,7:26.0,,Turnover by P. Mills (bad pass; steal by I. Clark),34,47
153,2,7:13.0,I. Clark makes 3-pt jump shot from 24 ft (assist by J. McAdoo),,37,47
154,2,6:50.0,,J. Simmons enters the game for K. Anderson,37,47
155,2,6:46.0,,D. Bertāns makes 3-pt jump shot from 24 ft (assist by P. Mills),37,50
156,2,6:30.0,I. Clark misses 2-pt jump shot from 15 ft,,37,50
157,2,6:29.0,,Defensive rebound by D. Green,37,50
