,QUARTER,TIME_REMAINING,DALLAS_ACTION,PHILADELPHIA_ACTION,DALLAS_SCORE,PHILADELPHIA_SCORE
378,4,6:35.0,,Offensive foul by J. Okafor (drawn by S. Mejri),63,99
379,4,6:35.0,,Turnover by J. Okafor (offensive foul),63,99
380,4,6:35.0,,J. Anderson enters the game for J. Okafor,63,99
381,4,6:15.0,D. Powell misses 3-pt jump shot from 25 ft,,63,99
382,4,6:14.0,Offensive rebound by Team,,63,99
383,4,6:14.0,,Loose ball foul by J. Anderson (drawn by D. Powell),63,99
384,4,6:01.0,Shooting foul by T. Luwawu-Cabarrot (drawn by S. Mejri),,63,99
385,4,6:01.0,S. Mejri misses free throw 1 of 2,,63,99
386,4,6:01.0,Offensive rebound by Team,,63,99
387,4,6:01.0,S. Mejri misses free throw 2 of 2,,63,99
388,4,6:00.0,,Defensive rebound by S. Rodríguez,63,99
389,4,5:43.0,,N. Stauskas misses 3-pt jump shot from 26 ft,63,99
390,4,5:42.0,Defensive rebound by M. Harris,,63,99
391,4,5:33.0,S. Mejri misses 2-pt layup from 2 ft,,63,99
392,4,5:30.0,,Defensive rebound by S. Long,63,99
393,4,5:27.0,,T. Luwawu-Cabarrot makes 2-pt layup from 1 ft (assist by S. Long),63,101
394,4,5:07.0,S. Mejri makes 2-pt layup from 1 ft,,65,101
395,4,5:06.0,,Philadelphia full timeout,65,101
396,4,4:46.0,,S. Rodríguez makes 2-pt jump shot from 3 ft (assist by J. Anderson),65,103
397,4,4:25.0,M. Harris misses 2-pt layup from 2 ft,,65,103
398,4,4:23.0,,Defensive rebound by J. Anderson,65,103
399,4,4:18.0,,J. Anderson misses 3-pt jump shot from 24 ft,65,103
400,4,4:15.0,Defensive rebound by D. Finney-Smith,,65,103
401,4,3:55.0,Shooting foul by N. Stauskas (drawn by D. Finney-Smith),,65,103
402,4,3:55.0,D. Finney-Smith misses free throw 1 of 2,,65,103
403,4,3:55.0,Offensive rebound by Team,,65,103
404,4,3:55.0,Y. Ferrell enters the game for S. Mejri,,65,103
405,4,3:55.0,D. Finney-Smith makes free throw 2 of 2,,66,103
406,4,3:41.0,,S. Rodríguez makes 2-pt layup from 2 ft,66,105
407,4,3:41.0,,Shooting block foul by Y. Ferrell (drawn by S. Rodríguez),66,105
408,4,3:41.0,,S. Rodríguez makes free throw 1 of 1,66,106
409,4,3:22.0,D. Finney-Smith misses 2-pt layup from 1 ft (block by S. Long),,66,106
410,4,3:20.0,,Defensive rebound by J. Anderson,66,106
411,4,3:12.0,,J. Anderson makes 2-pt layup from 2 ft (assist by S. Long),66,108
412,4,3:12.0,,Shooting foul by M. Harris (drawn by J. Anderson),66,108
413,4,3:12.0,,J. Anderson makes free throw 1 of 1,66,109
414,4,3:01.0,D. Powell makes 2-pt layup from 2 ft (assist by Y. Ferrell),,68,109
415,4,2:47.0,,N. Stauskas misses 2-pt jump shot from 17 ft,68,109
416,4,2:46.0,,Offensive rebound by N. Stauskas,68,109
417,4,2:32.0,,J. Anderson misses 3-pt jump shot from 27 ft,68,109
418,4,2:30.0,Defensive rebound by M. Harris,,68,109
419,4,2:24.0,D. Powell makes 2-pt jump shot from 11 ft (assist by M. Harris),,70,109
420,4,2:09.0,,S. Long misses 3-pt jump shot from 25 ft,70,109
421,4,2:07.0,Defensive rebound by M. Harris,,70,109
422,4,2:00.0,M. Harris misses 2-pt jump shot from 5 ft (block by S. Long),,70,109
423,4,1:59.0,Offensive rebound by M. Harris,,70,109
424,4,1:59.0,M. Harris misses 2-pt layup from 3 ft (block by S. Long),,70,109
425,4,1:59.0,Offensive rebound by Team,,70,109
426,4,1:59.0,Official timeout,,70,109
427,4,1:46.0,N. Brussino misses 3-pt jump shot from 24 ft,,70,109
428,4,1:45.0,,Defensive rebound by N. Stauskas,70,109
429,4,1:40.0,,J. Anderson makes 2-pt layup from 1 ft (assist by S. Rodríguez),70,111
430,4,1:25.0,D. Powell misses 3-pt jump shot from 22 ft,,70,111
431,4,1:25.0,Offensive rebound by Team,,70,111
432,4,1:17.0,Shooting foul by S. Rodríguez (drawn by M. Harris),,70,111
433,4,1:17.0,M. Harris misses free throw 1 of 2,,70,111
434,4,1:17.0,Offensive rebound by Team,,70,111
435,4,1:17.0,M. Harris makes free throw 2 of 2,,71,111
436,4,1:05.0,,T. Luwawu-Cabarrot makes 3-pt jump shot from 24 ft (assist by J. Anderson),71,114
437,4,0:52.0,D. Powell makes 3-pt jump shot from 25 ft (assist by M. Harris),,74,114
438,4,0:32.0,,N. Stauskas misses 3-pt jump shot from 24 ft,74,114
439,4,0:30.0,,Offensive rebound by S. Long,74,114
440,4,0:30.0,,S. Long makes 2-pt layup from 1 ft,74,116
441,4,0:15.0,M. Harris misses 3-pt jump shot from 25 ft,,74,116
442,4,0:14.0,,Defensive rebound by J. Anderson,74,116
