,QUARTER,TIME_REMAINING,PORTLAND_ACTION,MEMPHIS_ACTION,PORTLAND_SCORE,MEMPHIS_SCORE
0,1,11:44.0,,M. Conley makes 2-pt jump shot from 12 ft,0,2
1,1,11:20.0,Turnover by M. Plumlee (lost ball; steal by T. Allen),,0,2
2,1,11:10.0,,C. Parsons misses 3-pt jump shot from 26 ft,0,2
3,1,11:08.0,Defensive rebound by C. McCollum,,0,2
4,1,10:58.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by M. Plumlee),,3,2
5,1,10:39.0,,M. Gasol misses 2-pt jump shot from 12 ft,3,2
6,1,10:39.0,Defensive rebound by M. Plumlee,,3,2
7,1,10:39.0,,Loose ball foul by M. Gasol (drawn by M. Plumlee),3,2
8,1,10:27.0,M. Harkless makes 2-pt layup from 2 ft (assist by A. Aminu),,5,2
9,1,10:10.0,,Turnover by C. Parsons (bad pass),5,2
10,1,9:56.0,M. Harkless misses 2-pt layup from 1 ft (block by M. Conley),,5,2
11,1,9:56.0,Offensive rebound by M. Plumlee,,5,2
12,1,9:56.0,Shooting foul by T. Allen (drawn by M. Plumlee),,5,2
13,1,9:56.0,M. Plumlee misses free throw 1 of 2,,5,2
14,1,9:56.0,Offensive rebound by Team,,5,2
15,1,9:56.0,M. Plumlee misses free throw 2 of 2,,5,2
16,1,9:56.0,,Defensive rebound by J. Green,5,2
17,1,9:44.0,,Turnover by M. Gasol (bad pass; steal by C. McCollum),5,2
18,1,9:35.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),,8,2
19,1,9:30.0,,Memphis full timeout,8,2
20,1,9:19.0,,C. Parsons misses 2-pt layup from 2 ft (block by M. Harkless),8,2
21,1,9:17.0,,Offensive rebound by C. Parsons,8,2
22,1,9:14.0,,C. Parsons misses 2-pt jump shot from 5 ft,8,2
23,1,9:13.0,,Offensive rebound by T. Allen,8,2
24,1,9:07.0,,J. Green misses 3-pt jump shot from 24 ft,8,2
25,1,9:06.0,,Offensive rebound by T. Allen,8,2
26,1,9:05.0,,Shooting foul by M. Harkless (drawn by T. Allen),8,2
27,1,9:05.0,,T. Allen makes free throw 1 of 2,8,3
28,1,9:05.0,,T. Allen makes free throw 2 of 2,8,4
29,1,8:51.0,A. Aminu misses 3-pt jump shot from 23 ft,,8,4
30,1,8:50.0,,Defensive rebound by T. Allen,8,4
31,1,8:39.0,,Turnover by M. Conley (bad pass; steal by D. Lillard),8,4
32,1,8:36.0,Turnover by M. Harkless (lost ball; steal by M. Conley),,8,4
33,1,8:31.0,,T. Allen makes 2-pt layup from 2 ft (assist by M. Gasol),8,6
34,1,8:14.0,D. Lillard misses 3-pt jump shot from 26 ft,,8,6
35,1,8:13.0,,Defensive rebound by C. Parsons,8,6
36,1,8:04.0,,M. Conley misses 3-pt jump shot from 26 ft,8,6
37,1,8:04.0,Defensive rebound by A. Aminu,,8,6
38,1,7:55.0,C. McCollum makes 2-pt jump shot from 20 ft,,10,6
39,1,7:30.0,,T. Allen misses 2-pt jump shot from 10 ft,10,6
40,1,7:28.0,Defensive rebound by A. Aminu,,10,6
41,1,7:20.0,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),,13,6
42,1,7:05.0,,M. Conley misses 2-pt jump shot from 7 ft,13,6
43,1,7:02.0,Defensive rebound by D. Lillard,,13,6
44,1,6:53.0,Turnover by M. Plumlee (lost ball; steal by T. Allen),,13,6
45,1,6:53.0,,Personal foul by M. Plumlee (drawn by T. Allen),13,6
46,1,6:53.0,,J. Ennis enters the game for C. Parsons,13,6
47,1,6:36.0,,M. Gasol makes 2-pt layup from 2 ft (assist by M. Conley),13,8
48,1,6:23.0,Shooting foul by T. Allen (drawn by D. Lillard),,13,8
49,1,6:23.0,D. Lillard makes free throw 1 of 2,,14,8
50,1,6:23.0,D. Lillard makes free throw 2 of 2,,15,8
51,1,6:09.0,,M. Gasol misses 2-pt layup from 2 ft,15,8
52,1,6:08.0,Defensive rebound by C. McCollum,,15,8
53,1,5:59.0,M. Harkless misses 3-pt jump shot from 23 ft,,15,8
54,1,5:57.0,,Defensive rebound by M. Conley,15,8
55,1,5:48.0,,M. Gasol makes 2-pt jump shot from 22 ft (assist by M. Conley),15,10
56,1,5:32.0,D. Lillard makes 3-pt jump shot from 31 ft,,18,10
57,1,5:07.0,,T. Allen makes 2-pt jump shot from 6 ft (assist by M. Conley),18,12
58,1,4:54.0,M. Harkless makes 2-pt dunk at rim (assist by A. Aminu),,20,12
59,1,4:48.0,,Memphis full timeout,20,12
60,1,4:48.0,E. Turner enters the game for M. Harkless,,20,12
61,1,4:48.0,E. Davis enters the game for M. Plumlee,,20,12
62,1,4:48.0,A. Crabbe enters the game for C. McCollum,,20,12
63,1,4:48.0,,V. Carter enters the game for M. Gasol,20,12
64,1,4:48.0,,Z. Randolph enters the game for T. Allen,20,12
65,1,4:32.0,,V. Carter makes 3-pt jump shot from 26 ft (assist by M. Conley),20,15
66,1,4:16.0,D. Lillard misses 3-pt jump shot from 28 ft,,20,15
67,1,4:16.0,,Defensive rebound by Team,20,15
68,1,4:03.0,,V. Carter makes 2-pt jump shot from 23 ft (assist by Z. Randolph),20,17
69,1,3:46.0,A. Crabbe misses 2-pt jump shot from 20 ft,,20,17
70,1,3:46.0,,Defensive rebound by J. Green,20,17
71,1,3:32.0,,V. Carter misses 2-pt jump shot from 11 ft,20,17
72,1,3:31.0,,Offensive rebound by Team,20,17
73,1,3:31.0,Loose ball foul by E. Davis (drawn by J. Green),,20,17
74,1,3:31.0,,A. Harrison enters the game for M. Conley,20,17
75,1,3:20.0,,J. Green misses 2-pt jump shot from 22 ft,20,17
76,1,3:20.0,Defensive rebound by Team,,20,17
77,1,3:20.0,,Loose ball foul by J. Ennis (drawn by D. Lillard),20,17
78,1,3:05.0,A. Aminu makes 2-pt dunk at rim,,22,17
79,1,2:57.0,,Personal foul by D. Lillard (drawn by A. Harrison),22,17
80,1,2:57.0,Portland full timeout,,22,17
81,1,2:57.0,,J. Martin enters the game for J. Green,22,17
82,1,2:46.0,,Turnover by V. Carter (bad pass; steal by E. Turner),22,17
83,1,2:43.0,Inbound foul by A. Harrison,,22,17
84,1,2:43.0,D. Lillard makes free throw 1 of 1,,23,17
85,1,2:30.0,D. Lillard misses 2-pt jump shot from 20 ft,,23,17
86,1,2:28.0,,Defensive rebound by Z. Randolph,23,17
87,1,2:13.0,,Shooting foul by E. Davis (drawn by Z. Randolph),23,17
88,1,2:13.0,,Z. Randolph makes free throw 1 of 2,23,18
89,1,2:13.0,C. McCollum enters the game for D. Lillard,,23,18
90,1,2:13.0,,Z. Randolph makes free throw 2 of 2,23,19
91,1,1:52.0,Turnover by A. Crabbe (bad pass),,23,19
92,1,1:36.0,,V. Carter misses 3-pt jump shot from 23 ft,23,19
93,1,1:36.0,,Offensive rebound by Team,23,19
94,1,1:36.0,Loose ball foul by E. Davis (drawn by J. Martin),,23,19
95,1,1:36.0,,J. Martin misses free throw 1 of 2,23,19
96,1,1:36.0,,Offensive rebound by Team,23,19
97,1,1:36.0,M. Leonard enters the game for E. Davis,,23,19
98,1,1:36.0,M. Harkless enters the game for A. Aminu,,23,19
99,1,1:36.0,,J. Martin makes free throw 2 of 2,23,20
100,1,1:19.0,M. Harkless misses 2-pt layup from 1 ft (block by J. Martin),,23,20
101,1,1:19.0,Offensive rebound by Team,,23,20
102,1,1:13.0,Turnover by M. Harkless (lost ball),,23,20
103,1,1:06.0,,Offensive foul by V. Carter (drawn by M. Leonard),23,20
104,1,1:06.0,,Turnover by V. Carter (offensive foul),23,20
105,1,0:43.0,M. Harkless misses 2-pt jump shot from 9 ft,,23,20
106,1,0:41.0,,Defensive rebound by V. Carter,23,20
107,1,0:37.0,,Shooting foul by C. McCollum (drawn by A. Harrison),23,20
108,1,0:37.0,,A. Harrison makes free throw 1 of 2,23,21
109,1,0:37.0,,A. Harrison makes free throw 2 of 2,23,22
110,1,0:27.0,C. McCollum makes 2-pt jump shot from 19 ft,,25,22
111,1,0:05.0,,V. Carter misses 3-pt jump shot from 26 ft,25,22
112,1,0:04.0,Defensive rebound by Team,,25,22
113,2,11:48.0,Turnover by E. Turner (bad pass; steal by A. Harrison),,25,22
114,2,11:43.0,,A. Harrison misses 2-pt layup from 1 ft,25,22
115,2,11:41.0,,Offensive rebound by J. Martin,25,22
116,2,11:40.0,,J. Martin misses 2-pt layup from 1 ft (block by M. Leonard),25,22
117,2,11:40.0,,Offensive rebound by J. Martin,25,22
118,2,11:40.0,,Personal foul by E. Turner (drawn by J. Martin),25,22
119,2,11:40.0,,J. Martin makes free throw 1 of 2,25,23
120,2,11:40.0,,J. Martin makes free throw 2 of 2,25,24
121,2,11:16.0,C. McCollum misses 2-pt layup from 2 ft,,25,24
122,2,11:16.0,,Defensive rebound by Z. Randolph,25,24
123,2,11:00.0,,Personal foul by M. Harkless (drawn by J. Martin),25,24
124,2,10:48.0,,J. Martin misses 2-pt layup from 2 ft,25,24
125,2,10:46.0,Defensive rebound by M. Harkless,,25,24
126,2,10:35.0,M. Leonard misses 2-pt jump shot from 15 ft,,25,24
127,2,10:34.0,,Defensive rebound by A. Harrison,25,24
128,2,10:25.0,,Z. Randolph misses 2-pt jump shot from 22 ft,25,24
129,2,10:25.0,Defensive rebound by M. Harkless,,25,24
130,2,10:16.0,M. Harkless misses 3-pt jump shot from 25 ft,,25,24
131,2,10:14.0,,Defensive rebound by Z. Randolph,25,24
132,2,10:03.0,,Z. Randolph makes 2-pt jump shot from 16 ft (assist by V. Carter),25,26
133,2,9:37.0,M. Leonard makes 3-pt jump shot from 25 ft (assist by E. Turner),,28,26
134,2,9:25.0,,Personal foul by M. Leonard (drawn by Z. Randolph),28,26
135,2,9:25.0,,C. Parsons enters the game for J. Martin,28,26
136,2,9:25.0,N. Vonleh enters the game for M. Harkless,,28,26
137,2,9:16.0,,A. Harrison misses 2-pt layup from 2 ft (block by C. McCollum),28,26
138,2,9:15.0,Defensive rebound by A. Crabbe,,28,26
139,2,9:13.0,C. McCollum misses 2-pt layup from 1 ft (block by C. Parsons),,28,26
140,2,9:13.0,Offensive rebound by Team,,28,26
141,2,9:04.0,Turnover by E. Turner (bad pass),,28,26
142,2,8:48.0,,J. Ennis misses 2-pt layup from 1 ft,28,26
143,2,8:45.0,Defensive rebound by M. Leonard,,28,26
144,2,8:40.0,C. McCollum misses 2-pt layup from 1 ft,,28,26
145,2,8:38.0,,Defensive rebound by J. Ennis,28,26
146,2,8:28.0,,C. Parsons misses 2-pt jump shot from 5 ft (block by E. Turner),28,26
147,2,8:25.0,Defensive rebound by N. Vonleh,,28,26
148,2,8:14.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by C. McCollum),,31,26
149,2,8:06.0,,Memphis full timeout,31,26
150,2,8:06.0,,J. Green enters the game for V. Carter,31,26
151,2,8:06.0,,M. Conley enters the game for A. Harrison,31,26
152,2,7:58.0,,Offensive foul by C. Parsons (drawn by M. Leonard),31,26
153,2,7:58.0,,Turnover by C. Parsons (offensive foul),31,26
154,2,7:39.0,M. Leonard misses 2-pt jump shot from 12 ft,,31,26
155,2,7:38.0,,Defensive rebound by J. Green,31,26
156,2,7:28.0,,Z. Randolph makes 2-pt jump shot from 16 ft (assist by M. Conley),31,28
157,2,7:09.0,C. McCollum misses 3-pt jump shot from 26 ft,,31,28
158,2,7:09.0,,Defensive rebound by Z. Randolph,31,28
159,2,6:57.0,,Z. Randolph makes 3-pt jump shot from 26 ft (assist by M. Conley),31,31
160,2,6:56.0,Portland full timeout,,31,31
161,2,6:56.0,M. Plumlee enters the game for C. McCollum,,31,31
162,2,6:56.0,D. Lillard enters the game for M. Leonard,,31,31
163,2,6:56.0,A. Aminu enters the game for N. Vonleh,,31,31
164,2,6:56.0,,M. Gasol enters the game for Z. Randolph,31,31
165,2,6:56.0,,T. Allen enters the game for J. Ennis,31,31
166,2,6:42.0,,Violation by M. Gasol (kicked ball),31,31
167,2,6:32.0,A. Crabbe makes 3-pt jump shot from 23 ft (assist by E. Turner),,34,31
168,2,6:16.0,,Personal foul by E. Turner (drawn by M. Gasol),34,31
169,2,6:08.0,,C. Parsons misses 3-pt jump shot from 25 ft,34,31
170,2,6:08.0,Defensive rebound by D. Lillard,,34,31
171,2,6:02.0,A. Crabbe misses 2-pt jump shot from 22 ft,,34,31
172,2,6:01.0,,Defensive rebound by T. Allen,34,31
173,2,6:01.0,,Personal foul by A. Crabbe (drawn by T. Allen),34,31
174,2,6:01.0,,T. Allen makes free throw 1 of 2,34,32
