,QUARTER,TIME_REMAINING,MIAMI_ACTION,PHILADELPHIA_ACTION,MIAMI_SCORE,PHILADELPHIA_SCORE
0,1,11:45.0,W. Ellington misses 3-pt jump shot from 27 ft,,0,0
1,1,11:44.0,,Defensive rebound by R. Covington,0,0
2,1,11:27.0,,G. Henderson misses 2-pt jump shot from 10 ft,0,0
3,1,11:25.0,Defensive rebound by H. Whiteside,,0,0
4,1,11:14.0,G. Dragić misses 2-pt layup from 3 ft (block by R. Covington),,0,0
5,1,11:14.0,Offensive rebound by Team,,0,0
6,1,11:14.0,Personal foul by N. Noel (drawn by H. Whiteside),,0,0
7,1,11:04.0,H. Whiteside misses 2-pt hook shot from 8 ft,,0,0
8,1,11:02.0,,Defensive rebound by E. İlyasova,0,0
9,1,10:56.0,,N. Noel makes 2-pt dunk at rim (assist by T. McConnell),0,2
10,1,10:36.0,R. McGruder makes 2-pt jump shot from 15 ft,,2,2
11,1,10:31.0,,N. Noel misses 2-pt layup from 1 ft,2,2
12,1,10:28.0,Defensive rebound by L. Babbitt,,2,2
13,1,10:15.0,H. Whiteside makes 2-pt layup from 3 ft (assist by L. Babbitt),,4,2
14,1,9:58.0,,N. Noel makes 2-pt dunk at rim (assist by E. İlyasova),4,4
15,1,9:44.0,R. McGruder misses 2-pt layup from 3 ft,,4,4
16,1,9:42.0,,Defensive rebound by T. McConnell,4,4
17,1,9:36.0,,R. Covington makes 3-pt jump shot from 25 ft (assist by T. McConnell),4,7
18,1,9:20.0,W. Ellington misses 3-pt jump shot from 25 ft,,4,7
19,1,9:19.0,,Defensive rebound by Team,4,7
20,1,9:08.0,,Shooting foul by L. Babbitt (drawn by E. İlyasova),4,7
21,1,9:08.0,,E. İlyasova makes free throw 1 of 2,4,8
22,1,9:08.0,,E. İlyasova misses free throw 2 of 2,4,8
23,1,9:06.0,Defensive rebound by H. Whiteside,,4,8
24,1,8:56.0,G. Dragić misses 2-pt jump shot from 17 ft,,4,8
25,1,8:55.0,,Defensive rebound by R. Covington,4,8
26,1,8:49.0,,N. Noel makes 2-pt layup at rim (assist by T. McConnell),4,10
27,1,8:30.0,Turnover by G. Dragić (bad pass; steal by G. Henderson),,4,10
28,1,8:25.0,,G. Henderson misses 2-pt layup from 2 ft,4,10
29,1,8:22.0,Defensive rebound by L. Babbitt,,4,10
30,1,8:20.0,Shooting foul by R. Covington (drawn by W. Ellington),,4,10
31,1,8:20.0,W. Ellington makes free throw 1 of 2,,5,10
32,1,8:20.0,W. Ellington makes free throw 2 of 2,,6,10
33,1,8:08.0,,R. Covington misses 2-pt jump shot from 4 ft (block by H. Whiteside),6,10
34,1,8:07.0,,Offensive rebound by T. McConnell,6,10
35,1,8:05.0,,R. Covington makes 3-pt jump shot from 24 ft (assist by T. McConnell),6,13
36,1,7:49.0,H. Whiteside makes 2-pt jump shot from 4 ft,,8,13
37,1,7:44.0,,Personal foul by R. McGruder (drawn by R. Covington),8,13
38,1,7:35.0,,T. McConnell makes 2-pt layup from 2 ft,8,15
39,1,7:20.0,Turnover by R. McGruder (lost ball; steal by R. Covington),,8,15
40,1,7:17.0,,Shooting foul by L. Babbitt (drawn by E. İlyasova),8,15
41,1,7:17.0,,E. İlyasova makes free throw 1 of 2,8,16
42,1,7:17.0,,E. İlyasova misses free throw 2 of 2,8,16
43,1,7:17.0,J. Johnson enters the game for L. Babbitt,,8,16
