,QUARTER,TIME_REMAINING,INDIANA_ACTION,BROOKLYN_ACTION,INDIANA_SCORE,BROOKLYN_SCORE
75,1,4:06.0,Turnover by J. Teague (traveling),,18,8
76,1,4:06.0,M. Ellis enters the game for C. Miles,,18,8
77,1,4:06.0,L. Allen enters the game for T. Young,,18,8
78,1,3:51.0,,J. Harris makes 3-pt jump shot from 26 ft (assist by R. Foye),18,11
79,1,3:30.0,M. Turner makes 3-pt jump shot from 25 ft (assist by M. Ellis),,21,11
80,1,3:20.0,,Turnover by T. Booker (bad pass),21,11
81,1,3:20.0,,L. Scola enters the game for B. Lopez,21,11
82,1,3:20.0,,S. Kilpatrick enters the game for R. Foye,21,11
83,1,3:15.0,Turnover by J. Teague (bad pass; steal by J. Harris),,21,11
84,1,3:08.0,,Turnover by J. Harris (bad pass; steal by J. Teague),21,11
85,1,3:02.0,Personal foul by T. Booker (drawn by M. Turner),,21,11
86,1,3:02.0,A. Jefferson enters the game for M. Turner,,21,11
87,1,2:50.0,P. George makes 2-pt jump shot from 16 ft,,23,11
88,1,2:40.0,,J. Harris makes 2-pt dunk at rim (assist by S. Kilpatrick),23,13
89,1,2:28.0,A. Jefferson misses 2-pt jump shot from 6 ft,,23,13
90,1,2:27.0,,Defensive rebound by Team,23,13
91,1,2:27.0,Indiana full timeout,,23,13
92,1,2:27.0,A. Brooks enters the game for P. George,,23,13
93,1,2:27.0,G. Robinson enters the game for J. Teague,,23,13
94,1,2:08.0,,Shooting foul by M. Ellis (drawn by S. Dinwiddie),23,13
95,1,2:08.0,,S. Dinwiddie makes free throw 1 of 2,23,14
96,1,2:08.0,,S. Dinwiddie makes free throw 2 of 2,23,15
97,1,1:44.0,M. Ellis misses 2-pt jump shot from 18 ft,,23,15
98,1,1:43.0,,Defensive rebound by S. Kilpatrick,23,15
99,1,1:38.0,,Shooting foul by A. Brooks (drawn by L. Scola),23,15
100,1,1:38.0,,L. Scola misses free throw 1 of 2,23,15
101,1,1:38.0,,Offensive rebound by Team,23,15
102,1,1:38.0,,L. Scola makes free throw 2 of 2,23,16
103,1,1:18.0,M. Ellis misses 2-pt jump shot from 4 ft,,23,16
104,1,1:17.0,,Defensive rebound by L. Scola,23,16
105,1,1:07.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,23,16
106,1,1:05.0,,Offensive rebound by T. Booker,23,16
107,1,1:02.0,,T. Booker misses 2-pt jump shot from 17 ft,23,16
108,1,1:01.0,Defensive rebound by G. Robinson,,23,16
109,1,0:55.0,Personal foul by L. Scola (drawn by A. Jefferson),,23,16
110,1,0:55.0,A. Jefferson makes free throw 1 of 2,,24,16
111,1,0:55.0,A. Jefferson makes free throw 2 of 2,,25,16
112,1,0:47.0,,J. Harris misses 3-pt jump shot from 25 ft,25,16
113,1,0:46.0,Defensive rebound by A. Jefferson,,25,16
114,1,0:33.0,Turnover by A. Brooks (bad pass; steal by T. Booker),,25,16
115,1,0:14.0,,Turnover by L. Scola (lost ball),25,16
116,1,0:03.0,A. Brooks makes 2-pt jump shot from 13 ft,,27,16
117,1,0:00.0,,J. Harris misses 2-pt jump shot from 15 ft,27,16
118,1,0:00.0,,Offensive rebound by Team,27,16
119,2,11:35.0,Turnover by M. Ellis (lost ball; steal by J. Harris),,27,16
120,2,11:29.0,,S. Dinwiddie makes 2-pt layup from 1 ft,27,18
121,2,11:09.0,A. Jefferson misses 2-pt layup from 1 ft,,27,18
122,2,11:08.0,,Defensive rebound by L. Scola,27,18
123,2,10:59.0,,L. Scola misses 2-pt hook shot from 7 ft,27,18
124,2,10:57.0,,Offensive rebound by T. Booker,27,18
125,2,10:56.0,,T. Booker makes 2-pt layup from 2 ft,27,20
126,2,10:43.0,L. Allen makes 2-pt jump shot from 20 ft (assist by A. Brooks),,29,20
127,2,10:28.0,,J. Harris makes 2-pt layup from 2 ft (assist by T. Booker),29,22
128,2,10:14.0,G. Robinson misses 2-pt jump shot from 19 ft,,29,22
129,2,10:13.0,Offensive rebound by A. Jefferson,,29,22
130,2,10:11.0,Personal foul by L. Scola (drawn by A. Jefferson),,29,22
131,2,10:00.0,A. Brooks misses 2-pt layup from 2 ft,,29,22
132,2,9:58.0,,Defensive rebound by T. Booker,29,22
133,2,9:52.0,,T. Booker misses 2-pt layup from 2 ft,29,22
134,2,9:51.0,Defensive rebound by A. Jefferson,,29,22
135,2,9:37.0,L. Allen misses 2-pt jump shot from 11 ft,,29,22
136,2,9:36.0,,Defensive rebound by T. Booker,29,22
137,2,9:25.0,,J. Harris misses 2-pt jump shot from 19 ft,29,22
138,2,9:24.0,Defensive rebound by M. Ellis,,29,22
139,2,9:17.0,Personal foul by J. Harris (drawn by A. Brooks),,29,22
140,2,9:17.0,,C. LeVert enters the game for J. Harris,29,22
141,2,9:12.0,,Violation by T. Booker (kicked ball),29,22
142,2,9:07.0,Shooting foul by S. Kilpatrick (drawn by M. Ellis),,29,22
143,2,9:07.0,M. Ellis makes free throw 1 of 2,,30,22
144,2,9:07.0,M. Ellis makes free throw 2 of 2,,31,22
145,2,8:45.0,,S. Dinwiddie makes 3-pt jump shot from 24 ft (assist by T. Booker),31,25
146,2,8:31.0,A. Jefferson makes 2-pt jump shot from 7 ft (assist by A. Brooks),,33,25
147,2,8:20.0,,L. Scola misses 3-pt jump shot from 24 ft,33,25
148,2,8:19.0,Defensive rebound by G. Robinson,,33,25
149,2,8:13.0,A. Brooks makes 3-pt jump shot from 25 ft,,36,25
150,2,7:57.0,,S. Kilpatrick makes 2-pt jump shot from 13 ft,36,27
151,2,7:46.0,Official timeout,,36,27
152,2,7:46.0,,B. Lopez enters the game for L. Scola,36,27
153,2,7:46.0,,R. Hollis-Jefferson enters the game for T. Booker,36,27
154,2,7:46.0,T. Young enters the game for G. Robinson,,36,27
155,2,7:46.0,P. George enters the game for L. Allen,,36,27
156,2,7:33.0,A. Jefferson misses 2-pt hook shot from 6 ft,,36,27
157,2,7:32.0,,Defensive rebound by R. Hollis-Jefferson,36,27
158,2,7:22.0,,S. Kilpatrick makes 2-pt jump shot from 17 ft (assist by R. Hollis-Jefferson),36,29
159,2,7:06.0,M. Ellis makes 2-pt layup from 2 ft,,38,29
160,2,6:56.0,,Shooting foul by A. Jefferson (drawn by B. Lopez),38,29
161,2,6:56.0,,B. Lopez makes free throw 1 of 2,38,30
162,2,6:56.0,J. Teague enters the game for M. Ellis,,38,30
163,2,6:56.0,M. Turner enters the game for A. Jefferson,,38,30
164,2,6:56.0,C. Miles enters the game for A. Brooks,,38,30
165,2,6:56.0,,B. Lopez makes free throw 2 of 2,38,31
166,2,6:35.0,P. George misses 3-pt jump shot from 25 ft,,38,31
167,2,6:35.0,Offensive rebound by T. Young,,38,31
168,2,6:31.0,P. George makes 2-pt layup from 3 ft (assist by T. Young),,40,31
169,2,6:16.0,,C. LeVert misses 3-pt jump shot from 24 ft,40,31
170,2,6:15.0,Defensive rebound by T. Young,,40,31
171,2,6:07.0,M. Turner misses 2-pt hook shot from 5 ft,,40,31
172,2,6:05.0,,Defensive rebound by S. Kilpatrick,40,31
173,2,5:55.0,,Personal foul by T. Young (drawn by B. Lopez),40,31
174,2,5:55.0,,Brooklyn full timeout,40,31
175,2,5:45.0,,B. Lopez makes 2-pt dunk at rim,40,33
176,2,5:30.0,P. George makes 2-pt jump shot from 8 ft (assist by J. Teague),,42,33
177,2,5:20.0,,Turnover by C. LeVert (bad pass; steal by T. Young),42,33
178,2,5:12.0,C. Miles makes 3-pt jump shot from 24 ft (assist by J. Teague),,45,33
179,2,5:01.0,,S. Kilpatrick misses 2-pt layup from 2 ft (block by P. George),45,33
180,2,5:00.0,,Offensive rebound by Team,45,33
181,2,5:00.0,,I. Whitehead enters the game for S. Dinwiddie,45,33
182,2,4:47.0,,S. Kilpatrick misses 3-pt jump shot from 25 ft,45,33
183,2,4:46.0,Defensive rebound by J. Teague,,45,33
184,2,4:36.0,P. George misses 2-pt jump shot from 16 ft,,45,33
185,2,4:35.0,,Defensive rebound by S. Kilpatrick,45,33
186,2,4:23.0,,C. LeVert misses 2-pt jump shot from 10 ft,45,33
187,2,4:21.0,Defensive rebound by T. Young,,45,33
188,2,4:16.0,P. George makes 2-pt layup from 2 ft (assist by T. Young),,47,33
189,2,3:58.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by I. Whitehead),47,36
190,2,3:46.0,,R. Foye enters the game for S. Kilpatrick,47,36
191,2,3:41.0,M. Turner makes 2-pt layup from 2 ft (assist by P. George),,49,36
192,2,3:29.0,,Personal foul by M. Turner (drawn by B. Lopez),49,36
193,2,3:29.0,,J. Harris enters the game for C. LeVert,49,36
194,2,3:19.0,,B. Lopez makes 2-pt layup from 2 ft (assist by R. Hollis-Jefferson),49,38
195,2,3:01.0,T. Young misses 2-pt jump shot from 6 ft,,49,38
196,2,3:00.0,Offensive rebound by M. Turner,,49,38
197,2,2:57.0,M. Turner makes 2-pt layup from 3 ft,,51,38
198,2,2:50.0,,I. Whitehead misses 2-pt layup from 2 ft (block by M. Turner),51,38
199,2,2:50.0,,Offensive rebound by Team,51,38
200,2,2:50.0,Indiana full timeout,,51,38
201,2,2:50.0,G. Robinson enters the game for M. Turner,,51,38
202,2,2:50.0,L. Allen enters the game for T. Young,,51,38
203,2,2:46.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by I. Whitehead),51,41
204,2,2:30.0,C. Miles misses 2-pt jump shot from 11 ft,,51,41
205,2,2:29.0,,Defensive rebound by I. Whitehead,51,41
206,2,2:21.0,,B. Lopez makes 2-pt dunk at rim (assist by I. Whitehead),51,43
207,2,2:03.0,J. Teague makes 2-pt layup from 2 ft,,53,43
208,2,1:55.0,,R. Foye makes 3-pt jump shot from 23 ft (assist by I. Whitehead),53,46
209,2,1:38.0,P. George misses 2-pt jump shot from 16 ft,,53,46
210,2,1:37.0,,Defensive rebound by R. Hollis-Jefferson,53,46
211,2,1:30.0,,J. Harris misses 2-pt layup at rim,53,46
212,2,1:29.0,Defensive rebound by L. Allen,,53,46
213,2,1:23.0,P. George makes 3-pt jump shot from 24 ft (assist by J. Teague),,56,46
214,2,1:04.0,,R. Foye misses 3-pt jump shot from 24 ft,56,46
215,2,1:03.0,Defensive rebound by P. George,,56,46
216,2,0:56.0,J. Teague misses 2-pt layup from 1 ft,,56,46
217,2,0:54.0,,Defensive rebound by B. Lopez,56,46
218,2,0:45.0,,Turnover by R. Hollis-Jefferson (bad pass),56,46
219,2,0:31.0,P. George misses 3-pt jump shot from 25 ft,,56,46
220,2,0:29.0,,Defensive rebound by B. Lopez,56,46
221,2,0:07.0,,Turnover by B. Lopez (offensive foul),56,46
222,2,0:07.0,Offensive charge foul by B. Lopez (drawn by C. Miles),,56,46
223,2,0:07.0,,T. Booker enters the game for B. Lopez,56,46
224,2,0:02.0,P. George misses 3-pt jump shot from 27 ft,,56,46
225,2,0:00.0,Offensive rebound by Team,,56,46
226,3,11:43.0,M. Turner misses 3-pt jump shot from 25 ft,,56,46
227,3,11:42.0,,Defensive rebound by C. LeVert,56,46
228,3,11:28.0,,B. Lopez makes 2-pt jump shot from 12 ft (assist by R. Foye),56,48
229,3,11:18.0,Shooting foul by I. Whitehead (drawn by J. Teague),,56,48
230,3,11:18.0,J. Teague makes free throw 1 of 2,,57,48
231,3,11:18.0,J. Teague makes free throw 2 of 2,,58,48
232,3,11:04.0,,B. Lopez misses 2-pt layup from 3 ft,58,48
233,3,11:03.0,Defensive rebound by M. Turner,,58,48
234,3,10:54.0,J. Teague makes 2-pt jump shot from 6 ft,,60,48
235,3,10:38.0,,I. Whitehead misses 3-pt jump shot from 25 ft,60,48
236,3,10:37.0,Defensive rebound by T. Young,,60,48
237,3,10:27.0,J. Teague makes 3-pt jump shot from 25 ft,,63,48
238,3,10:19.0,,Brooklyn full timeout,63,48
239,3,10:19.0,,S. Dinwiddie enters the game for I. Whitehead,63,48
240,3,10:11.0,,Turnover by R. Foye (lost ball),63,48
241,3,9:58.0,Turnover by J. Teague (lost ball; steal by R. Foye),,63,48
242,3,9:51.0,,B. Lopez misses 2-pt layup from 3 ft (block by M. Turner),63,48
243,3,9:50.0,,Offensive rebound by Team,63,48
244,3,9:36.0,,C. LeVert misses 3-pt jump shot from 25 ft (block by P. George),63,48
245,3,9:34.0,Defensive rebound by C. Miles,,63,48
246,3,9:25.0,T. Young makes 2-pt dunk at rim (assist by J. Teague),,65,48
247,3,9:12.0,,Turnover by B. Lopez (3 sec),65,48
248,3,9:00.0,P. George misses 2-pt jump shot from 18 ft,,65,48
249,3,8:58.0,,Defensive rebound by R. Hollis-Jefferson,65,48
250,3,8:48.0,,B. Lopez misses 2-pt jump shot from 7 ft,65,48
251,3,8:47.0,Defensive rebound by T. Young,,65,48
252,3,8:40.0,C. Miles misses 3-pt jump shot from 24 ft,,65,48
253,3,8:39.0,Offensive rebound by P. George,,65,48
254,3,8:25.0,T. Young makes 2-pt jump shot from 7 ft (assist by J. Teague),,67,48
255,3,8:10.0,,S. Dinwiddie makes 3-pt jump shot from 23 ft (assist by R. Hollis-Jefferson),67,51
256,3,7:55.0,P. George misses 2-pt jump shot from 5 ft (block by S. Dinwiddie),,67,51
257,3,7:54.0,,Defensive rebound by R. Hollis-Jefferson,67,51
258,3,7:50.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by T. Young),67,51
259,3,7:43.0,M. Turner makes 2-pt dunk at rim (assist by T. Young),,69,51
260,3,7:42.0,,Brooklyn full timeout,69,51
261,3,7:28.0,,B. Lopez makes 2-pt layup from 2 ft,69,53
262,3,7:10.0,T. Young makes 2-pt layup from 1 ft (assist by J. Teague),,71,53
263,3,6:58.0,,Personal foul by P. George (drawn by C. LeVert),71,53
264,3,6:58.0,,J. Harris enters the game for R. Foye,71,53
265,3,6:58.0,,T. Booker enters the game for R. Hollis-Jefferson,71,53
266,3,6:47.0,,Shooting foul by J. Teague (drawn by T. Booker),71,53
267,3,6:47.0,,T. Booker makes free throw 1 of 2,71,54
268,3,6:47.0,,T. Booker makes free throw 2 of 2,71,55
269,3,6:33.0,T. Young misses 2-pt jump shot from 20 ft,,71,55
270,3,6:32.0,,Defensive rebound by J. Harris,71,55
271,3,6:21.0,,Def 3 sec tech foul by M. Turner,71,55
272,3,6:21.0,,B. Lopez makes technical free throw,71,56
273,3,6:21.0,,S. Kilpatrick enters the game for C. LeVert,71,56
274,3,6:18.0,,Shooting foul by M. Turner (drawn by B. Lopez),71,56
275,3,6:18.0,,B. Lopez makes free throw 1 of 2,71,57
276,3,6:18.0,,B. Lopez makes free throw 2 of 2,71,58
277,3,6:10.0,Personal foul by J. Harris (drawn by M. Turner),,71,58
278,3,6:03.0,,Violation by B. Lopez (kicked ball),71,58
279,3,5:59.0,Shooting foul by S. Dinwiddie (drawn by J. Teague),,71,58
280,3,5:59.0,J. Teague misses free throw 1 of 3,,71,58
281,3,5:59.0,Offensive rebound by Team,,71,58
282,3,5:59.0,J. Teague misses free throw 2 of 3,,71,58
283,3,5:59.0,Offensive rebound by Team,,71,58
284,3,5:59.0,J. Teague misses free throw 3 of 3,,71,58
285,3,5:57.0,,Defensive rebound by T. Booker,71,58
286,3,5:39.0,,B. Lopez misses 2-pt hook shot from 11 ft,71,58
287,3,5:38.0,Defensive rebound by J. Teague,,71,58
288,3,5:28.0,T. Young misses 2-pt layup from 2 ft (block by B. Lopez),,71,58
289,3,5:26.0,,Defensive rebound by S. Dinwiddie,71,58
290,3,5:20.0,,S. Dinwiddie misses 2-pt layup from 1 ft (block by T. Young),71,58
291,3,5:17.0,Defensive rebound by P. George,,71,58
292,3,5:14.0,P. George misses 2-pt jump shot from 17 ft,,71,58
293,3,5:12.0,Offensive rebound by T. Young,,71,58
294,3,5:08.0,T. Young misses 2-pt layup from 1 ft,,71,58
295,3,5:07.0,Offensive rebound by Team,,71,58
296,3,5:05.0,Turnover by Team (back court),,71,58
297,3,4:47.0,,Turnover by J. Harris (lost ball; steal by T. Young),71,58
298,3,4:38.0,P. George makes 2-pt jump shot from 20 ft (assist by C. Miles),,73,58
299,3,4:26.0,,Shooting foul by C. Miles (drawn by J. Harris),73,58
300,3,4:26.0,,J. Harris makes free throw 1 of 2,73,59
301,3,4:26.0,L. Allen enters the game for T. Young,,73,59
302,3,4:26.0,,L. Scola enters the game for B. Lopez,73,59
303,3,4:26.0,,J. Harris makes free throw 2 of 2,73,60
304,3,4:14.0,P. George misses 3-pt jump shot from 24 ft,,73,60
305,3,4:13.0,,Defensive rebound by T. Booker,73,60
306,3,4:07.0,,Personal foul by L. Allen (drawn by S. Kilpatrick),73,60
307,3,4:07.0,,S. Kilpatrick makes free throw 1 of 2,73,61
308,3,4:07.0,A. Jefferson enters the game for M. Turner,,73,61
309,3,4:07.0,M. Ellis enters the game for C. Miles,,73,61
310,3,4:07.0,,S. Kilpatrick makes free throw 2 of 2,73,62
311,3,3:46.0,M. Ellis misses 2-pt jump shot from 17 ft,,73,62
312,3,3:46.0,,Defensive rebound by S. Kilpatrick,73,62
313,3,3:31.0,,T. Booker makes 2-pt layup from 1 ft (assist by S. Dinwiddie),73,64
314,3,3:19.0,Turnover by M. Ellis (bad pass; steal by L. Scola),,73,64
315,3,3:05.0,,S. Dinwiddie makes 3-pt jump shot from 27 ft (assist by T. Booker),73,67
316,3,3:04.0,Indiana full timeout,,73,67
317,3,3:04.0,A. Brooks enters the game for J. Teague,,73,67
318,3,2:47.0,M. Ellis makes 2-pt jump shot from 5 ft,,75,67
319,3,2:47.0,Shooting foul by L. Scola (drawn by M. Ellis),,75,67
320,3,2:47.0,M. Ellis misses free throw 1 of 1,,75,67
321,3,2:46.0,Offensive rebound by L. Allen,,75,67
322,3,2:45.0,Turnover by L. Allen (lost ball),,75,67
323,3,2:34.0,,S. Kilpatrick misses 2-pt jump shot from 12 ft,75,67
324,3,2:33.0,,Offensive rebound by L. Scola,75,67
325,3,2:31.0,,L. Scola misses 2-pt layup from 2 ft,75,67
326,3,2:30.0,Defensive rebound by P. George,,75,67
327,3,2:22.0,A. Brooks misses 2-pt jump shot from 18 ft,,75,67
328,3,2:21.0,,Defensive rebound by L. Scola,75,67
329,3,2:03.0,,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),75,70
330,3,1:47.0,A. Jefferson makes 2-pt hook shot from 6 ft,,77,70
331,3,1:37.0,,T. Booker misses 2-pt layup from 2 ft,77,70
332,3,1:36.0,Defensive rebound by L. Allen,,77,70
333,3,1:35.0,Personal foul by L. Scola (drawn by L. Allen),,77,70
334,3,1:35.0,L. Allen makes free throw 1 of 2,,78,70
335,3,1:35.0,L. Allen misses free throw 2 of 2,,78,70
336,3,1:35.0,G. Robinson enters the game for P. George,,78,70
337,3,1:33.0,Offensive rebound by Team,,78,70
338,3,1:17.0,M. Ellis misses 2-pt jump shot from 18 ft,,78,70
339,3,1:16.0,Offensive rebound by G. Robinson,,78,70
340,3,1:05.0,A. Jefferson misses 2-pt jump shot from 6 ft,,78,70
341,3,1:04.0,,Defensive rebound by J. Harris,78,70
342,3,0:55.0,,S. Dinwiddie misses 2-pt jump shot from 23 ft,78,70
343,3,0:53.0,,Offensive rebound by T. Booker,78,70
344,3,0:48.0,,S. Dinwiddie misses 3-pt jump shot from 23 ft,78,70
345,3,0:46.0,Defensive rebound by G. Robinson,,78,70
346,3,0:35.0,M. Ellis misses 2-pt layup from 1 ft,,78,70
347,3,0:34.0,,Defensive rebound by S. Kilpatrick,78,70
348,3,0:33.0,,Personal foul by A. Jefferson (drawn by S. Kilpatrick),78,70
349,3,0:33.0,,S. Kilpatrick makes free throw 1 of 2,78,71
350,3,0:33.0,,Q. Acy enters the game for L. Scola,78,71
351,3,0:33.0,,S. Kilpatrick makes free throw 2 of 2,78,72
352,3,0:12.0,A. Jefferson makes 2-pt layup from 2 ft (assist by A. Brooks),,80,72
353,3,0:03.0,,S. Kilpatrick makes 2-pt jump shot from 7 ft,80,74
354,3,0:01.0,A. Brooks misses 3-pt jump shot from 45 ft,,80,74
355,3,0:00.0,Offensive rebound by Team,,80,74
356,4,11:45.0,,Q. Acy misses 3-pt jump shot from 23 ft,80,74
357,4,11:44.0,Defensive rebound by M. Ellis,,80,74
358,4,11:27.0,A. Jefferson makes 2-pt dunk at rim (assist by M. Ellis),,82,74
359,4,11:05.0,,T. Booker makes 2-pt jump shot from 17 ft,82,76
360,4,10:46.0,,Violation by S. Kilpatrick (kicked ball),82,76
361,4,10:46.0,,C. LeVert enters the game for S. Dinwiddie,82,76
362,4,10:32.0,A. Jefferson misses 2-pt jump shot from 20 ft,,82,76
363,4,10:31.0,,Defensive rebound by C. LeVert,82,76
364,4,10:22.0,,J. Harris misses 2-pt jump shot from 21 ft,82,76
365,4,10:21.0,Defensive rebound by A. Jefferson,,82,76
366,4,10:17.0,Turnover by A. Brooks (step out of bounds),,82,76
367,4,9:58.0,,T. Booker misses 2-pt jump shot from 6 ft,82,76
368,4,9:57.0,Defensive rebound by Team,,82,76
369,4,9:43.0,A. Brooks misses 2-pt jump shot from 6 ft,,82,76
370,4,9:41.0,,Defensive rebound by C. LeVert,82,76
371,4,9:35.0,,S. Kilpatrick makes 3-pt jump shot from 25 ft (assist by T. Booker),82,79
372,4,9:21.0,G. Robinson misses 2-pt layup from 3 ft (block by Q. Acy),,82,79
373,4,9:20.0,Offensive rebound by A. Jefferson,,82,79
374,4,9:19.0,Shooting foul by Q. Acy (drawn by A. Jefferson),,82,79
375,4,9:19.0,A. Jefferson misses free throw 1 of 2,,82,79
376,4,9:19.0,Offensive rebound by Team,,82,79
377,4,9:19.0,T. Young enters the game for L. Allen,,82,79
378,4,9:19.0,,R. Foye enters the game for J. Harris,82,79
379,4,9:19.0,A. Jefferson makes free throw 2 of 2,,83,79
380,4,9:03.0,,Q. Acy makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),83,82
381,4,8:53.0,Turnover by G. Robinson (step out of bounds),,83,82
382,4,8:53.0,Official timeout,,83,82
383,4,8:53.0,J. Teague enters the game for A. Jefferson,,83,82
384,4,8:53.0,P. George enters the game for A. Brooks,,83,82
385,4,8:53.0,M. Turner enters the game for G. Robinson,,83,82
386,4,8:37.0,,Q. Acy makes 3-pt jump shot from 27 ft (assist by C. LeVert),83,85
387,4,8:16.0,T. Young makes 2-pt hook shot from 5 ft (assist by M. Turner),,85,85
388,4,8:11.0,,C. LeVert misses 2-pt layup from 2 ft (block by T. Young),85,85
