,QUARTER,TIME_REMAINING,ORLANDO_ACTION,CHARLOTTE_ACTION,ORLANDO_SCORE,CHARLOTTE_SCORE
32,1,8:47.0,Orlando full timeout,,2,8
33,1,8:35.0,D. Augustin misses 3-pt jump shot from 25 ft,,2,8
34,1,8:34.0,,Defensive rebound by M. Williams,2,8
35,1,8:25.0,,C. Zeller makes 2-pt dunk at rim (assist by N. Batum),2,10
36,1,8:13.0,Shooting foul by M. Williams (drawn by B. Biyombo),,2,10
37,1,8:13.0,B. Biyombo makes free throw 1 of 2,,3,10
38,1,8:13.0,B. Biyombo misses free throw 2 of 2,,3,10
39,1,8:10.0,,Defensive rebound by M. Kidd-Gilchrist,3,10
40,1,8:01.0,,Personal foul by E. Fournier (drawn by M. Kidd-Gilchrist),3,10
41,1,8:01.0,J. Green enters the game for E. Fournier,,3,10
42,1,7:54.0,,N. Batum makes 2-pt jump shot from 19 ft,3,12
43,1,7:35.0,Turnover by S. Ibaka (bad pass; steal by M. Williams),,3,12
44,1,7:35.0,,Personal foul by D. Augustin (drawn by M. Williams),3,12
45,1,7:09.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 22 ft,3,12
46,1,7:09.0,,Offensive rebound by Team,3,12
47,1,7:05.0,,Turnover by K. Walker (bad pass; steal by A. Gordon),3,12
48,1,7:01.0,D. Augustin misses 2-pt layup at rim,,3,12
49,1,6:56.0,Offensive rebound by A. Gordon,,3,12
50,1,6:56.0,A. Gordon makes 2-pt layup from 1 ft,,5,12
51,1,6:48.0,,Turnover by M. Williams (bad pass; steal by D. Augustin),5,12
52,1,6:45.0,D. Augustin makes 2-pt layup from 1 ft,,7,12
53,1,6:22.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 17 ft,7,12
54,1,6:20.0,,Offensive rebound by C. Zeller,7,12
55,1,6:15.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),7,14
56,1,5:53.0,A. Gordon makes 2-pt jump shot from 18 ft,,9,14
57,1,5:35.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 12 ft (assist by K. Walker),9,16
58,1,5:10.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by A. Gordon),,12,16
59,1,4:47.0,,M. Williams misses 3-pt jump shot from 25 ft,12,16
60,1,4:45.0,Defensive rebound by B. Biyombo,,12,16
61,1,4:25.0,B. Biyombo makes 2-pt layup from 3 ft (assist by S. Ibaka),,14,16
62,1,4:20.0,,Charlotte full timeout,14,16
63,1,4:20.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,14,16
64,1,4:20.0,,F. Kaminsky enters the game for M. Williams,14,16
65,1,4:20.0,N. Vučević enters the game for S. Ibaka,,14,16
66,1,4:20.0,E. Payton enters the game for D. Augustin,,14,16
67,1,4:15.0,,N. Batum makes 2-pt jump shot from 19 ft,14,18
68,1,4:00.0,N. Vučević misses 2-pt jump shot from 18 ft,,14,18
69,1,3:58.0,,Defensive rebound by C. Zeller,14,18
70,1,3:45.0,,Shooting foul by N. Vučević (drawn by F. Kaminsky),14,18
71,1,3:45.0,,F. Kaminsky makes free throw 1 of 2,14,19
72,1,3:45.0,,R. Sessions enters the game for K. Walker,14,19
73,1,3:45.0,,F. Kaminsky makes free throw 2 of 2,14,20
74,1,3:32.0,N. Vučević makes 2-pt layup from 1 ft (assist by E. Payton),,16,20
75,1,3:17.0,,N. Batum misses 2-pt jump shot from 20 ft,16,20
76,1,3:16.0,Defensive rebound by E. Payton,,16,20
77,1,3:08.0,B. Biyombo makes 2-pt dunk at rim (assist by E. Payton),,18,20
78,1,2:46.0,,M. Belinelli misses 2-pt jump shot from 18 ft,18,20
79,1,2:45.0,Defensive rebound by E. Payton,,18,20
80,1,2:26.0,J. Green misses 3-pt jump shot from 23 ft,,18,20
81,1,2:24.0,Offensive rebound by A. Gordon,,18,20
82,1,2:16.0,N. Vučević misses 2-pt hook shot from 11 ft,,18,20
83,1,2:14.0,Offensive rebound by E. Payton,,18,20
84,1,2:14.0,Turnover by E. Payton (lost ball),,18,20
85,1,2:14.0,,R. Hibbert enters the game for C. Zeller,18,20
86,1,2:00.0,,R. Hibbert misses 2-pt jump shot from 18 ft,18,20
87,1,1:59.0,Defensive rebound by J. Green,,18,20
88,1,1:37.0,B. Biyombo makes 2-pt jump shot from 18 ft,,20,20
89,1,1:25.0,,Turnover by R. Sessions (bad pass),20,20
90,1,1:25.0,S. Ibaka enters the game for B. Biyombo,,20,20
91,1,1:25.0,J. Meeks enters the game for A. Gordon,,20,20
92,1,1:14.0,Shooting foul by R. Hibbert (drawn by N. Vučević),,20,20
93,1,1:14.0,N. Vučević makes free throw 1 of 2,,21,20
94,1,1:14.0,N. Vučević misses free throw 2 of 2,,21,20
95,1,1:13.0,,Defensive rebound by N. Batum,21,20
96,1,1:00.0,,N. Batum misses 2-pt jump shot from 13 ft,21,20
97,1,1:00.0,Defensive rebound by N. Vučević,,21,20
98,1,0:41.0,J. Meeks misses 3-pt jump shot from 25 ft,,21,20
99,1,0:38.0,Offensive rebound by J. Green,,21,20
100,1,0:31.0,E. Payton misses 2-pt jump shot from 8 ft,,21,20
101,1,0:28.0,,Defensive rebound by N. Batum,21,20
102,1,0:10.0,,R. Sessions misses 2-pt layup from 2 ft,21,20
103,1,0:09.0,Defensive rebound by S. Ibaka,,21,20
104,1,0:04.0,J. Meeks misses 2-pt layup from 1 ft,,21,20
105,1,0:03.0,,Defensive rebound by F. Kaminsky,21,20
106,1,0:00.0,,F. Kaminsky misses 3-pt jump shot from 32 ft,21,20
107,1,0:00.0,,Offensive rebound by Team,21,20
108,2,11:42.0,,R. Hibbert misses 2-pt hook shot from 5 ft,21,20
109,2,11:41.0,Defensive rebound by N. Vučević,,21,20
110,2,11:26.0,S. Ibaka misses 2-pt jump shot from 17 ft,,21,20
111,2,11:25.0,,Defensive rebound by J. Lamb,21,20
112,2,11:15.0,,J. Lamb makes 2-pt jump shot from 17 ft,21,22
113,2,10:54.0,S. Ibaka makes 3-pt jump shot from 25 ft (assist by J. Green),,24,22
114,2,10:41.0,,R. Sessions makes 2-pt layup at rim,24,24
115,2,10:36.0,Shooting foul by J. Lamb (drawn by S. Ibaka),,24,24
116,2,10:36.0,S. Ibaka makes free throw 1 of 2,,25,24
117,2,10:36.0,S. Ibaka makes free throw 2 of 2,,26,24
118,2,10:22.0,,R. Hibbert misses 2-pt hook shot from 6 ft,26,24
119,2,10:21.0,Defensive rebound by S. Ibaka,,26,24
120,2,10:10.0,N. Vučević misses 2-pt hook shot from 6 ft,,26,24
121,2,10:08.0,Offensive rebound by S. Ibaka,,26,24
122,2,10:08.0,S. Ibaka misses 2-pt layup at rim,,26,24
123,2,10:05.0,,Defensive rebound by R. Hibbert,26,24
124,2,9:55.0,,R. Sessions makes 2-pt layup from 1 ft,26,26
125,2,9:46.0,E. Payton misses 2-pt jump shot from 8 ft,,26,26
126,2,9:45.0,,Defensive rebound by R. Sessions,26,26
127,2,9:31.0,,M. Belinelli misses 3-pt jump shot from 25 ft,26,26
128,2,9:30.0,Defensive rebound by J. Meeks,,26,26
129,2,9:23.0,J. Green misses 2-pt layup from 2 ft,,26,26
130,2,9:21.0,Offensive rebound by S. Ibaka,,26,26
131,2,9:21.0,S. Ibaka makes 2-pt hook shot from 4 ft,,28,26
132,2,9:04.0,,M. Belinelli makes 2-pt jump shot from 17 ft (assist by R. Sessions),28,28
133,2,8:53.0,Personal foul by M. Belinelli (drawn by J. Green),,28,28
134,2,8:53.0,Official timeout,,28,28
135,2,8:53.0,,K. Walker enters the game for R. Sessions,28,28
136,2,8:53.0,E. Fournier enters the game for J. Green,,28,28
137,2,8:37.0,N. Vučević misses 2-pt jump shot from 17 ft (block by R. Hibbert),,28,28
138,2,8:36.0,,Defensive rebound by J. Lamb,28,28
139,2,8:24.0,,F. Kaminsky makes 3-pt jump shot from 26 ft (assist by K. Walker),28,31
140,2,8:12.0,N. Vučević misses 2-pt jump shot from 18 ft,,28,31
141,2,8:11.0,,Defensive rebound by J. Lamb,28,31
142,2,7:58.0,,R. Hibbert misses 2-pt hook shot from 12 ft,28,31
143,2,7:56.0,Defensive rebound by N. Vučević,,28,31
144,2,7:50.0,S. Ibaka misses 3-pt jump shot from 25 ft,,28,31
145,2,7:47.0,,Defensive rebound by R. Hibbert,28,31
146,2,7:33.0,,F. Kaminsky misses 3-pt jump shot from 25 ft,28,31
147,2,7:32.0,Defensive rebound by N. Vučević,,28,31
148,2,7:23.0,N. Vučević makes 2-pt jump shot from 18 ft (assist by E. Payton),,30,31
149,2,7:08.0,,K. Walker makes 2-pt layup at rim,30,33
150,2,6:56.0,Turnover by E. Payton (bad pass; steal by K. Walker),,30,33
151,2,6:51.0,,K. Walker makes 2-pt layup from 1 ft,30,35
152,2,6:36.0,E. Payton misses 2-pt jump shot from 10 ft,,30,35
153,2,6:35.0,,Defensive rebound by F. Kaminsky,30,35
154,2,6:25.0,,Turnover by K. Walker (bad pass; steal by J. Meeks),30,35
155,2,6:19.0,E. Fournier makes 2-pt layup at rim (assist by J. Meeks),,32,35
156,2,6:18.0,Technical foul by E. Fournier,,32,35
157,2,6:18.0,,M. Belinelli makes technical free throw,32,36
158,2,6:06.0,,M. Belinelli misses 2-pt jump shot from 19 ft,32,36
159,2,6:04.0,,Offensive rebound by J. Lamb,32,36
160,2,6:03.0,,Shooting foul by J. Meeks (drawn by R. Hibbert),32,36
161,2,6:03.0,,R. Hibbert misses free throw 1 of 2,32,36
162,2,6:03.0,,Offensive rebound by Team,32,36
163,2,6:03.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,32,36
164,2,6:03.0,,M. Williams enters the game for F. Kaminsky,32,36
165,2,6:03.0,J. Green enters the game for S. Ibaka,,32,36
166,2,6:03.0,A. Gordon enters the game for J. Meeks,,32,36
167,2,6:03.0,,R. Hibbert makes free throw 2 of 2,32,37
168,2,5:52.0,E. Payton misses 2-pt jump shot from 3 ft (block by R. Hibbert),,32,37
169,2,5:50.0,Offensive rebound by E. Payton,,32,37
170,2,5:50.0,E. Payton makes 2-pt layup at rim,,34,37
171,2,5:35.0,,J. Lamb makes 2-pt jump shot from 17 ft,34,39
172,2,5:10.0,E. Fournier misses 3-pt jump shot from 26 ft,,34,39
173,2,5:09.0,,Defensive rebound by R. Hibbert,34,39
174,2,4:51.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 11 ft (assist by J. Lamb),34,41
175,2,4:51.0,Orlando full timeout,,34,41
176,2,4:51.0,,C. Zeller enters the game for R. Hibbert,34,41
177,2,4:51.0,,N. Batum enters the game for J. Lamb,34,41
178,2,4:38.0,N. Vučević misses 2-pt jump shot from 20 ft,,34,41
179,2,4:36.0,,Defensive rebound by M. Kidd-Gilchrist,34,41
180,2,4:19.0,,K. Walker misses 2-pt jump shot from 8 ft,34,41
181,2,4:18.0,,Offensive rebound by M. Kidd-Gilchrist,34,41
182,2,4:14.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by M. Kidd-Gilchrist),34,44
183,2,3:59.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),,37,44
184,2,3:43.0,,C. Zeller makes 2-pt layup from 2 ft (assist by N. Batum),37,46
185,2,3:16.0,E. Payton makes 2-pt layup from 3 ft,,39,46
186,2,2:59.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by K. Walker),39,48
187,2,2:39.0,E. Fournier makes 2-pt jump shot from 7 ft (assist by E. Payton),,41,48
188,2,2:19.0,,Turnover by N. Batum (bad pass),41,48
189,2,2:19.0,,Charlotte full timeout,41,48
190,2,2:19.0,D. Augustin enters the game for E. Payton,,41,48
191,2,2:19.0,B. Biyombo enters the game for N. Vučević,,41,48
192,2,2:06.0,E. Fournier misses 2-pt layup from 1 ft,,41,48
193,2,2:06.0,,Defensive rebound by Team,41,48
194,2,2:06.0,Loose ball foul by B. Biyombo (drawn by C. Zeller),,41,48
195,2,1:52.0,,K. Walker makes 2-pt layup from 1 ft (assist by N. Batum),41,50
196,2,1:37.0,B. Biyombo misses 2-pt jump shot from 7 ft,,41,50
197,2,1:36.0,,Defensive rebound by C. Zeller,41,50
198,2,1:31.0,,M. Kidd-Gilchrist makes 2-pt layup from 1 ft,41,52
199,2,1:30.0,Orlando full timeout,,41,52
200,2,1:13.0,J. Green misses 2-pt jump shot from 10 ft,,41,52
201,2,1:10.0,,Defensive rebound by M. Kidd-Gilchrist,41,52
202,2,0:56.0,,N. Batum misses 2-pt jump shot from 16 ft,41,52
203,2,0:54.0,,Offensive rebound by M. Williams,41,52
204,2,0:54.0,,M. Williams misses 2-pt layup from 1 ft,41,52
205,2,0:52.0,Defensive rebound by E. Fournier,,41,52
206,2,0:45.0,A. Gordon makes 3-pt jump shot from 24 ft (assist by J. Green),,44,52
207,2,0:32.0,,Turnover by C. Zeller (bad pass),44,52
208,2,0:32.0,E. Payton enters the game for E. Fournier,,44,52
209,2,0:32.0,S. Ibaka enters the game for B. Biyombo,,44,52
210,2,0:15.0,A. Gordon makes 2-pt jump shot from 16 ft,,46,52
211,2,0:03.0,,K. Walker misses 3-pt jump shot from 27 ft,46,52
212,2,0:01.0,Defensive rebound by J. Green,,46,52
213,3,11:51.0,,K. Walker misses 2-pt jump shot from 19 ft,46,52
214,3,11:50.0,Defensive rebound by B. Biyombo,,46,52
215,3,11:38.0,Offensive foul by B. Biyombo (drawn by K. Walker),,46,52
216,3,11:38.0,Turnover by B. Biyombo (offensive foul),,46,52
217,3,11:20.0,,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,46,52
218,3,11:19.0,,Offensive rebound by M. Kidd-Gilchrist,46,52
219,3,11:15.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by K. Walker),46,55
220,3,10:59.0,A. Gordon misses 2-pt jump shot from 8 ft,,46,55
221,3,10:58.0,Offensive rebound by B. Biyombo,,46,55
222,3,10:58.0,B. Biyombo makes 2-pt layup from 1 ft,,48,55
223,3,10:58.0,Shooting foul by C. Zeller (drawn by B. Biyombo),,48,55
224,3,10:58.0,B. Biyombo misses free throw 1 of 1,,48,55
225,3,10:55.0,,Defensive rebound by M. Williams,48,55
226,3,10:39.0,,K. Walker makes 2-pt layup from 1 ft (assist by C. Zeller),48,57
227,3,10:33.0,S. Ibaka misses 2-pt jump shot from 20 ft,,48,57
228,3,10:31.0,,Defensive rebound by M. Williams,48,57
229,3,10:12.0,,N. Batum misses 2-pt jump shot from 21 ft,48,57
230,3,10:11.0,,Offensive rebound by M. Kidd-Gilchrist,48,57
231,3,10:10.0,,Shooting foul by D. Augustin (drawn by M. Kidd-Gilchrist),48,57
232,3,10:10.0,,M. Kidd-Gilchrist makes free throw 1 of 2,48,58
233,3,10:10.0,,M. Kidd-Gilchrist makes free throw 2 of 2,48,59
234,3,9:55.0,Turnover by B. Biyombo (3 sec),,48,59
235,3,9:36.0,,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),48,62
236,3,9:15.0,D. Augustin makes 3-pt jump shot from 25 ft (assist by A. Gordon),,51,62
237,3,9:01.0,,Turnover by K. Walker (bad pass; steal by D. Augustin),51,62
238,3,8:54.0,D. Augustin misses 3-pt jump shot from 25 ft,,51,62
239,3,8:53.0,,Defensive rebound by M. Kidd-Gilchrist,51,62
240,3,8:49.0,,Shooting foul by B. Biyombo (drawn by C. Zeller),51,62
241,3,8:49.0,,C. Zeller makes free throw 1 of 2,51,63
242,3,8:49.0,,C. Zeller misses free throw 2 of 2,51,63
243,3,8:49.0,N. Vučević enters the game for B. Biyombo,,51,63
244,3,8:48.0,Defensive rebound by D. Augustin,,51,63
245,3,8:28.0,E. Fournier misses 3-pt jump shot from 25 ft,,51,63
246,3,8:26.0,,Defensive rebound by N. Batum,51,63
247,3,8:10.0,,K. Walker misses 3-pt jump shot from 25 ft,51,63
248,3,8:09.0,Defensive rebound by S. Ibaka,,51,63
249,3,7:48.0,E. Fournier makes 2-pt layup from 2 ft (assist by S. Ibaka),,53,63
250,3,7:31.0,,C. Zeller makes 2-pt jump shot from 10 ft (assist by N. Batum),53,65
251,3,7:04.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by S. Ibaka),,56,65
252,3,6:31.0,,K. Walker misses 2-pt jump shot from 16 ft,56,65
253,3,6:30.0,,Offensive rebound by N. Batum,56,65
254,3,6:26.0,,K. Walker makes 3-pt jump shot from 25 ft (assist by N. Batum),56,68
255,3,6:26.0,Orlando full timeout,,56,68
256,3,6:05.0,D. Augustin misses 3-pt jump shot from 26 ft,,56,68
257,3,6:05.0,Offensive rebound by Team,,56,68
258,3,5:51.0,N. Vučević makes 2-pt jump shot from 19 ft (assist by D. Augustin),,58,68
259,3,5:27.0,,N. Batum makes 3-pt jump shot from 25 ft,58,71
260,3,5:17.0,E. Payton enters the game for D. Augustin,,58,71
261,3,5:17.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,58,71
262,3,5:17.0,,F. Kaminsky enters the game for M. Williams,58,71
263,3,5:17.0,J. Green enters the game for A. Gordon,,58,71
264,3,5:04.0,E. Payton misses 3-pt jump shot from 25 ft,,58,71
265,3,5:02.0,,Defensive rebound by M. Belinelli,58,71
266,3,4:54.0,,C. Zeller misses 2-pt layup from 2 ft (block by E. Payton),58,71
267,3,4:53.0,,Offensive rebound by C. Zeller,58,71
268,3,4:53.0,,C. Zeller makes 2-pt layup from 1 ft,58,73
269,3,4:37.0,E. Fournier makes 3-pt jump shot from 25 ft (assist by E. Payton),,61,73
270,3,4:26.0,,K. Walker makes 2-pt layup from 1 ft,61,75
271,3,4:17.0,S. Ibaka misses 3-pt jump shot from 25 ft,,61,75
272,3,4:16.0,,Defensive rebound by N. Batum,61,75
273,3,4:11.0,Violation by J. Green (kicked ball),,61,75
274,3,4:11.0,,R. Sessions enters the game for K. Walker,61,75
275,3,4:11.0,,R. Hibbert enters the game for C. Zeller,61,75
276,3,4:04.0,,Shooting foul by N. Vučević (drawn by R. Hibbert),61,75
277,3,4:04.0,,R. Hibbert misses free throw 1 of 2,61,75
278,3,4:04.0,,Offensive rebound by Team,61,75
279,3,4:04.0,,R. Hibbert misses free throw 2 of 2,61,75
280,3,4:03.0,Defensive rebound by J. Green,,61,75
281,3,3:52.0,N. Vučević misses 2-pt jump shot from 21 ft,,61,75
282,3,3:51.0,,Defensive rebound by N. Batum,61,75
283,3,3:33.0,,R. Sessions makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),61,78
284,3,3:19.0,E. Fournier misses 3-pt jump shot from 24 ft,,61,78
285,3,3:18.0,,Defensive rebound by N. Batum,61,78
286,3,3:14.0,,M. Belinelli makes 2-pt layup from 1 ft (assist by N. Batum),61,80
287,3,3:14.0,Orlando full timeout,,61,80
288,3,2:51.0,E. Fournier makes 2-pt jump shot from 8 ft (assist by N. Vučević),,63,80
289,3,2:36.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,63,80
290,3,2:35.0,Defensive rebound by S. Ibaka,,63,80
291,3,2:20.0,E. Payton misses 3-pt jump shot from 23 ft,,63,80
292,3,2:19.0,,Defensive rebound by F. Kaminsky,63,80
293,3,2:12.0,,R. Sessions makes 3-pt jump shot from 25 ft (assist by M. Belinelli),63,83
294,3,2:04.0,E. Payton makes 2-pt layup at rim,,65,83
295,3,2:04.0,,Charlotte full timeout,65,83
296,3,2:04.0,A. Gordon enters the game for S. Ibaka,,65,83
297,3,1:52.0,,Shooting foul by A. Gordon (drawn by R. Hibbert),65,83
298,3,1:52.0,,R. Hibbert makes free throw 1 of 2,65,84
299,3,1:52.0,,R. Hibbert makes free throw 2 of 2,65,85
300,3,1:42.0,Shooting foul by N. Batum (drawn by J. Green),,65,85
301,3,1:42.0,J. Green makes 2-pt layup from 1 ft (assist by N. Vučević),,67,85
302,3,1:42.0,J. Green makes free throw 1 of 1,,68,85
303,3,1:20.0,,R. Sessions makes 2-pt jump shot from 14 ft,68,87
304,3,1:02.0,J. Green misses 2-pt jump shot from 15 ft,,68,87
305,3,1:02.0,,Defensive rebound by R. Hibbert,68,87
306,3,0:56.0,,Shooting foul by N. Vučević (drawn by F. Kaminsky),68,87
307,3,0:56.0,,F. Kaminsky misses free throw 1 of 2,68,87
308,3,0:56.0,,Offensive rebound by Team,68,87
309,3,0:56.0,,F. Kaminsky makes free throw 2 of 2,68,88
310,3,0:42.0,E. Payton makes 2-pt layup from 1 ft,,70,88
311,3,0:34.0,,Turnover by N. Batum (bad pass; steal by N. Vučević),70,88
312,3,0:24.0,E. Payton misses 2-pt layup from 2 ft (block by F. Kaminsky),,70,88
313,3,0:22.0,,Defensive rebound by R. Sessions,70,88
314,3,0:08.0,,N. Batum makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),70,91
315,3,0:08.0,Orlando full timeout,,70,91
316,3,0:08.0,J. Meeks enters the game for N. Vučević,,70,91
317,3,0:08.0,,M. Kidd-Gilchrist enters the game for F. Kaminsky,70,91
318,3,0:08.0,,M. Williams enters the game for R. Hibbert,70,91
319,3,0:01.0,E. Payton misses 2-pt layup from 2 ft (block by R. Sessions),,70,91
320,3,0:00.0,,Defensive rebound by N. Batum,70,91
321,4,11:51.0,Shooting foul by J. Lamb (drawn by J. Meeks),,70,91
322,4,11:51.0,J. Meeks makes free throw 1 of 2,,71,91
323,4,11:51.0,J. Meeks makes free throw 2 of 2,,72,91
324,4,11:37.0,,F. Kaminsky misses 2-pt jump shot from 11 ft (block by S. Ibaka),72,91
325,4,11:35.0,Defensive rebound by J. Meeks,,72,91
326,4,11:32.0,Turnover by E. Payton (step out of bounds),,72,91
327,4,11:17.0,,R. Hibbert misses 2-pt hook shot from 6 ft,72,91
328,4,11:16.0,Defensive rebound by J. Meeks,,72,91
329,4,11:00.0,Turnover by J. Green (lost ball; steal by J. Lamb),,72,91
330,4,10:56.0,,J. Lamb makes 2-pt dunk at rim,72,93
331,4,10:56.0,Orlando full timeout,,72,93
332,4,10:56.0,D. Augustin enters the game for J. Green,,72,93
333,4,10:39.0,J. Meeks misses 2-pt jump shot from 19 ft,,72,93
334,4,10:38.0,,Defensive rebound by R. Sessions,72,93
335,4,10:15.0,,M. Belinelli makes 2-pt layup from 2 ft,72,95
336,4,10:01.0,A. Gordon misses 2-pt jump shot from 18 ft,,72,95
337,4,10:00.0,,Defensive rebound by M. Belinelli,72,95
338,4,9:50.0,,Personal foul by E. Payton (drawn by R. Hibbert),72,95
339,4,9:37.0,,J. Lamb misses 3-pt jump shot from 23 ft,72,95
340,4,9:36.0,Defensive rebound by A. Gordon,,72,95
341,4,9:29.0,E. Payton misses 3-pt jump shot from 25 ft,,72,95
342,4,9:27.0,Offensive rebound by J. Meeks,,72,95
343,4,9:26.0,Personal foul by R. Hibbert (drawn by J. Meeks),,72,95
344,4,9:11.0,S. Ibaka misses 2-pt jump shot from 2 ft (block by R. Hibbert),,72,95
345,4,9:10.0,,Defensive rebound by J. Lamb,72,95
346,4,9:03.0,,J. Lamb misses 2-pt layup from 1 ft,72,95
347,4,9:01.0,Defensive rebound by S. Ibaka,,72,95
348,4,8:56.0,D. Augustin misses 3-pt jump shot from 25 ft,,72,95
349,4,8:54.0,,Defensive rebound by M. Belinelli,72,95
350,4,8:42.0,,F. Kaminsky misses 2-pt hook shot from 8 ft,72,95
351,4,8:40.0,,Offensive rebound by R. Hibbert,72,95
352,4,8:28.0,,Shooting foul by S. Ibaka (drawn by F. Kaminsky),72,95
353,4,8:28.0,,F. Kaminsky makes free throw 1 of 2,72,96
354,4,8:28.0,M. Hezonja enters the game for A. Gordon,,72,96
355,4,8:28.0,C. Watson enters the game for S. Ibaka,,72,96
356,4,8:28.0,C. Wilcox enters the game for D. Augustin,,72,96
357,4,8:28.0,D. Rudež enters the game for E. Payton,,72,96
358,4,8:28.0,,F. Kaminsky makes free throw 2 of 2,72,97
359,4,8:19.0,J. Meeks misses 3-pt jump shot from 25 ft,,72,97
360,4,8:18.0,,Defensive rebound by F. Kaminsky,72,97
361,4,8:07.0,,R. Hibbert misses 2-pt jump shot from 8 ft,72,97
362,4,8:06.0,Defensive rebound by D. Rudež,,72,97
363,4,7:59.0,D. Rudež misses 3-pt jump shot from 26 ft,,72,97
364,4,7:58.0,,Defensive rebound by F. Kaminsky,72,97
365,4,7:48.0,,R. Sessions misses 2-pt jump shot from 4 ft,72,97
366,4,7:47.0,Defensive rebound by C. Wilcox,,72,97
367,4,7:37.0,M. Hezonja misses 3-pt jump shot from 25 ft,,72,97
368,4,7:36.0,,Defensive rebound by J. Lamb,72,97
369,4,7:34.0,,Charlotte full timeout,72,97
370,4,7:34.0,,S. Hawes enters the game for R. Hibbert,72,97
371,4,7:22.0,,J. Lamb makes 2-pt jump shot from 4 ft,72,99
372,4,7:12.0,J. Meeks misses 3-pt jump shot from 24 ft,,72,99
373,4,7:11.0,,Defensive rebound by S. Hawes,72,99
374,4,7:03.0,,B. Roberts enters the game for M. Belinelli,72,99
375,4,6:54.0,,S. Hawes misses 3-pt jump shot from 25 ft,72,99
376,4,6:53.0,Defensive rebound by M. Hezonja,,72,99
377,4,6:38.0,M. Hezonja misses 2-pt jump shot from 19 ft,,72,99
378,4,6:37.0,,Defensive rebound by J. Lamb,72,99
379,4,6:20.0,,J. Lamb makes 2-pt layup from 1 ft (assist by F. Kaminsky),72,101
380,4,6:03.0,D. Rudež makes 2-pt jump shot from 21 ft,,74,101
