,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,NEW YORK_ACTION,OKLAHOMA CITY_SCORE,NEW YORK_SCORE
71,1,3:17.0,Shooting foul by K. O'Quinn (drawn by R. Westbrook),,14,25
72,1,3:17.0,R. Westbrook makes free throw 1 of 2,,15,25
73,1,3:17.0,R. Westbrook makes free throw 2 of 2,,16,25
74,1,2:59.0,,C. Anthony makes 2-pt layup at rim,16,27
75,1,2:43.0,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),,18,27
76,1,2:29.0,,K. O'Quinn misses 2-pt jump shot from 15 ft,18,27
77,1,2:27.0,Defensive rebound by A. Roberson,,18,27
78,1,2:19.0,A. Morrow misses 3-pt jump shot from 25 ft,,18,27
79,1,2:18.0,,Defensive rebound by Team,18,27
80,1,2:18.0,S. Christon enters the game for R. Westbrook,,18,27
81,1,2:01.0,,C. Anthony misses 2-pt jump shot from 18 ft,18,27
82,1,2:00.0,Defensive rebound by J. Lauvergne,,18,27
83,1,1:54.0,,B. Jennings enters the game for D. Rose,18,27
84,1,1:54.0,,Violation by J. Holiday (kicked ball),18,27
85,1,1:54.0,,K. Porziņģis enters the game for W. Hernangómez,18,27
86,1,1:54.0,J. Grant enters the game for A. Roberson,,18,27
87,1,1:54.0,,M. Kuzminskas enters the game for C. Anthony,18,27
88,1,1:45.0,J. Lauvergne misses 3-pt jump shot from 25 ft,,18,27
89,1,1:44.0,Offensive rebound by E. Freedom,,18,27
90,1,1:31.0,A. Morrow makes 2-pt layup from 2 ft,,20,27
91,1,1:22.0,,Personal foul by J. Lauvergne (drawn by K. Porziņģis),20,27
92,1,1:20.0,,Personal foul by J. Grant (drawn by M. Kuzminskas),20,27
93,1,1:20.0,,M. Kuzminskas makes free throw 1 of 2,20,28
94,1,1:20.0,,M. Kuzminskas makes free throw 2 of 2,20,29
95,1,1:10.0,Personal foul by B. Jennings (drawn by S. Christon),,20,29
96,1,1:00.0,Personal foul by J. Holiday (drawn by A. Morrow),,20,29
97,1,1:00.0,A. Morrow makes free throw 1 of 2,,21,29
98,1,1:00.0,A. Morrow misses free throw 2 of 2,,21,29
99,1,1:00.0,,Defensive rebound by K. O'Quinn,21,29
100,1,0:45.0,,J. Holiday misses 3-pt jump shot from 24 ft,21,29
101,1,0:44.0,Defensive rebound by J. Lauvergne,,21,29
102,1,0:38.0,A. Morrow makes 3-pt jump shot from 24 ft (assist by S. Christon),,24,29
103,1,0:26.0,,K. Porziņģis misses 3-pt jump shot from 26 ft,24,29
104,1,0:26.0,Defensive rebound by E. Freedom,,24,29
105,1,0:04.0,E. Freedom misses 3-pt jump shot from 25 ft,,24,29
106,1,0:03.0,,Defensive rebound by J. Holiday,24,29
107,1,0:00.0,,J. Holiday misses 3-pt jump shot from 65 ft,24,29
108,1,0:00.0,,Offensive rebound by Team,24,29
109,2,11:35.0,,J. Holiday misses 2-pt jump shot from 14 ft,24,29
110,2,11:33.0,,Offensive rebound by K. Porziņģis,24,29
111,2,11:33.0,,K. Porziņģis makes 2-pt dunk at rim,24,31
112,2,11:11.0,J. Lauvergne misses 3-pt jump shot from 24 ft,,24,31
113,2,11:10.0,,Defensive rebound by J. Holiday,24,31
114,2,11:05.0,,M. Kuzminskas makes 2-pt layup from 1 ft (assist by B. Jennings),24,33
115,2,10:41.0,S. Christon misses 3-pt jump shot from 25 ft,,24,33
116,2,10:40.0,Offensive rebound by E. Freedom,,24,33
117,2,10:36.0,E. Freedom misses 2-pt jump shot from 4 ft (block by J. Holiday),,24,33
118,2,10:34.0,,Defensive rebound by K. O'Quinn,24,33
119,2,10:27.0,,K. Porziņģis misses 2-pt jump shot from 5 ft (block by E. Freedom),24,33
120,2,10:25.0,Defensive rebound by J. Lauvergne,,24,33
121,2,10:20.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by S. Christon),,27,33
122,2,10:04.0,D. Sabonis enters the game for J. Lauvergne,,27,33
123,2,10:00.0,,J. Holiday makes 2-pt layup from 1 ft (assist by M. Kuzminskas),27,35
124,2,9:40.0,A. Morrow makes 2-pt jump shot from 9 ft,,29,35
125,2,9:27.0,,K. O'Quinn makes 2-pt layup from 1 ft (assist by B. Jennings),29,37
126,2,9:27.0,,Shooting foul by D. Sabonis (drawn by K. O'Quinn),29,37
127,2,9:27.0,V. Oladipo enters the game for A. Morrow,,29,37
128,2,9:27.0,,K. O'Quinn makes free throw 1 of 1,29,38
129,2,9:13.0,E. Freedom makes 2-pt layup at rim (assist by S. Christon),,31,38
130,2,8:59.0,,K. O'Quinn misses 2-pt layup from 1 ft (block by E. Freedom),31,38
131,2,8:58.0,,Offensive rebound by Team,31,38
132,2,8:58.0,Official timeout,,31,38
133,2,8:58.0,R. Westbrook enters the game for S. Christon,,31,38
134,2,8:58.0,,D. Rose enters the game for K. O'Quinn,31,38
135,2,8:58.0,,J. Noah enters the game for J. Holiday,31,38
136,2,8:55.0,,K. Porziņģis makes 3-pt jump shot from 26 ft (assist by M. Kuzminskas),31,41
137,2,8:39.0,Turnover by R. Westbrook (bad pass; steal by K. Porziņģis),,31,41
138,2,8:30.0,,Personal foul by E. Freedom (drawn by K. Porziņģis),31,41
139,2,8:23.0,,M. Kuzminskas misses 3-pt jump shot from 24 ft,31,41
140,2,8:23.0,Defensive rebound by Team,,31,41
141,2,8:13.0,V. Oladipo misses 2-pt jump shot from 9 ft,,31,41
142,2,8:13.0,Offensive rebound by Team,,31,41
143,2,8:10.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,33,41
144,2,8:00.0,,K. Porziņģis makes 2-pt dunk at rim (assist by J. Noah),33,43
145,2,7:51.0,R. Westbrook makes 3-pt jump shot from 27 ft,,36,43
146,2,7:38.0,,D. Rose makes 2-pt hook shot from 5 ft,36,45
147,2,7:29.0,R. Westbrook misses 2-pt layup from 1 ft (block by K. Porziņģis),,36,45
148,2,7:28.0,Offensive rebound by R. Westbrook,,36,45
149,2,7:26.0,R. Westbrook misses 2-pt layup at rim (block by J. Noah),,36,45
150,2,7:25.0,Offensive rebound by R. Westbrook,,36,45
151,2,7:21.0,E. Freedom makes 2-pt hook shot from 6 ft,,38,45
152,2,7:21.0,Shooting foul by J. Noah (drawn by E. Freedom),,38,45
153,2,7:21.0,E. Freedom misses free throw 1 of 1,,38,45
154,2,7:21.0,,C. Anthony enters the game for M. Kuzminskas,38,45
155,2,7:20.0,,Defensive rebound by C. Anthony,38,45
156,2,7:03.0,,K. Porziņģis misses 2-pt jump shot from 20 ft,38,45
157,2,7:02.0,Defensive rebound by J. Grant,,38,45
158,2,6:50.0,Turnover by J. Grant (lost ball; steal by C. Anthony),,38,45
159,2,6:44.0,,K. Porziņģis makes 2-pt dunk at rim (assist by J. Noah),38,47
160,2,6:35.0,Turnover by D. Sabonis (bad pass; steal by B. Jennings),,38,47
161,2,6:32.0,,B. Jennings misses 2-pt layup from 1 ft,38,47
162,2,6:29.0,Defensive rebound by D. Sabonis,,38,47
163,2,6:28.0,V. Oladipo misses 2-pt layup from 3 ft,,38,47
164,2,6:27.0,Offensive rebound by E. Freedom,,38,47
165,2,6:27.0,Shooting foul by J. Noah (drawn by E. Freedom),,38,47
166,2,6:27.0,E. Freedom makes free throw 1 of 2,,39,47
167,2,6:27.0,E. Freedom misses free throw 2 of 2,,39,47
168,2,6:27.0,S. Adams enters the game for D. Sabonis,,39,47
169,2,6:25.0,Offensive rebound by J. Grant,,39,47
170,2,6:25.0,Shooting foul by J. Noah (drawn by E. Freedom),,39,47
171,2,6:25.0,J. Grant makes free throw 1 of 2,,40,47
172,2,6:25.0,J. Grant misses free throw 2 of 2,,40,47
173,2,6:25.0,,W. Hernangómez enters the game for J. Noah,40,47
174,2,6:23.0,Offensive rebound by S. Adams,,40,47
175,2,6:15.0,V. Oladipo makes 2-pt layup at rim,,42,47
176,2,6:15.0,,New York full timeout,42,47
177,2,6:15.0,,C. Lee enters the game for B. Jennings,42,47
178,2,6:04.0,,C. Anthony makes 2-pt jump shot from 18 ft (assist by W. Hernangómez),42,49
179,2,5:47.0,E. Freedom makes 2-pt layup from 2 ft,,44,49
180,2,5:28.0,,C. Anthony misses 2-pt layup from 3 ft (block by J. Grant),44,49
181,2,5:27.0,Defensive rebound by R. Westbrook,,44,49
182,2,5:22.0,E. Freedom misses 2-pt layup from 1 ft (block by K. Porziņģis),,44,49
183,2,5:22.0,Offensive rebound by R. Westbrook,,44,49
184,2,5:11.0,Turnover by R. Westbrook (bad pass; steal by W. Hernangómez),,44,49
185,2,5:07.0,,D. Rose misses 2-pt jump shot from 5 ft,44,49
186,2,5:07.0,Defensive rebound by Team,,44,49
187,2,5:07.0,,Loose ball foul by K. Porziņģis (drawn by S. Adams),44,49
188,2,4:58.0,V. Oladipo makes 2-pt dunk at rim (assist by R. Westbrook),,46,49
189,2,4:39.0,,Shooting foul by V. Oladipo (drawn by D. Rose),46,49
190,2,4:39.0,,D. Rose makes free throw 1 of 2,46,50
191,2,4:39.0,,K. O'Quinn enters the game for W. Hernangómez,46,50
192,2,4:39.0,,D. Rose makes free throw 2 of 2,46,51
193,2,4:28.0,S. Adams makes 2-pt jump shot from 7 ft (assist by R. Westbrook),,48,51
194,2,4:13.0,,C. Anthony misses 2-pt jump shot from 10 ft,48,51
195,2,4:12.0,,Offensive rebound by K. O'Quinn,48,51
196,2,4:08.0,,C. Lee misses 3-pt jump shot from 22 ft,48,51
197,2,4:08.0,Defensive rebound by R. Westbrook,,48,51
198,2,3:59.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,50,51
199,2,3:43.0,,K. Porziņģis misses 2-pt jump shot from 4 ft,50,51
200,2,3:43.0,Defensive rebound by R. Westbrook,,50,51
201,2,3:37.0,V. Oladipo misses 3-pt jump shot from 25 ft,,50,51
202,2,3:36.0,,Defensive rebound by K. Porziņģis,50,51
203,2,3:36.0,,Personal foul by E. Freedom (drawn by K. Porziņģis),50,51
204,2,3:36.0,A. Roberson enters the game for J. Grant,,50,51
205,2,3:22.0,,C. Lee misses 2-pt jump shot from 15 ft,50,51
206,2,3:22.0,Defensive rebound by A. Roberson,,50,51
207,2,3:13.0,E. Freedom makes 2-pt jump shot from 18 ft (assist by R. Westbrook),,52,51
208,2,2:57.0,,Shooting foul by E. Freedom (drawn by D. Rose),52,51
209,2,2:57.0,Oklahoma City full timeout,,52,51
210,2,2:57.0,,D. Rose makes free throw 1 of 2,52,52
211,2,2:57.0,J. Lauvergne enters the game for E. Freedom,,52,51
212,2,2:57.0,,D. Rose makes free throw 2 of 2,52,53
213,2,2:46.0,R. Westbrook misses 2-pt jump shot from 11 ft,,52,53
214,2,2:46.0,,Defensive rebound by K. O'Quinn,52,53
215,2,2:25.0,,C. Anthony misses 2-pt jump shot from 8 ft,52,53
216,2,2:24.0,Defensive rebound by V. Oladipo,,52,53
217,2,2:13.0,J. Lauvergne makes 2-pt hook shot from 8 ft,,54,53
218,2,1:54.0,Violation by J. Lauvergne (kicked ball),,54,53
219,2,1:45.0,,C. Anthony misses 2-pt layup from 2 ft (block by A. Roberson),54,53
220,2,1:44.0,Defensive rebound by S. Adams,,54,53
221,2,1:36.0,R. Westbrook misses 2-pt jump shot from 12 ft,,54,53
222,2,1:35.0,Offensive rebound by Team,,54,53
223,2,1:35.0,Oklahoma City full timeout,,54,53
224,2,1:30.0,R. Westbrook makes 2-pt jump shot from 11 ft (assist by V. Oladipo),,56,53
225,2,1:14.0,,C. Anthony misses 2-pt layup from 1 ft,56,53
226,2,1:14.0,,Offensive rebound by K. O'Quinn,56,53
227,2,1:07.0,,D. Rose misses 2-pt jump shot from 19 ft,56,53
228,2,1:06.0,Defensive rebound by R. Westbrook,,56,53
229,2,1:01.0,J. Lauvergne makes 2-pt dunk at rim (assist by R. Westbrook),,58,53
230,2,0:51.0,,Shooting foul by J. Lauvergne (drawn by C. Anthony),58,53
231,2,0:51.0,,C. Anthony makes free throw 1 of 2,58,54
232,2,0:51.0,,C. Anthony makes free throw 2 of 2,58,55
233,2,0:32.0,J. Lauvergne misses 3-pt jump shot from 26 ft,,58,55
234,2,0:32.0,,Defensive rebound by C. Anthony,58,55
235,2,0:23.0,,C. Anthony misses 2-pt jump shot from 14 ft,58,55
236,2,0:22.0,Defensive rebound by R. Westbrook,,58,55
237,2,0:05.0,Turnover by R. Westbrook (bad pass; steal by K. Porziņģis),,58,55
238,2,0:00.0,,K. O'Quinn misses 3-pt jump shot from 79 ft,58,55
239,2,0:00.0,,Offensive rebound by Team,58,55
240,3,11:45.0,,C. Lee misses 2-pt jump shot from 19 ft,58,55
241,3,11:44.0,Defensive rebound by V. Oladipo,,58,55
242,3,11:25.0,S. Adams makes 2-pt hook shot from 5 ft,,60,55
243,3,11:10.0,,K. Porziņģis misses 2-pt jump shot from 20 ft,60,55
244,3,11:09.0,Defensive rebound by R. Westbrook,,60,55
245,3,10:58.0,S. Adams makes 2-pt hook shot from 6 ft,,62,55
246,3,10:46.0,,D. Rose misses 2-pt jump shot from 5 ft,62,55
247,3,10:46.0,Defensive rebound by R. Westbrook,,62,55
248,3,10:41.0,V. Oladipo makes 2-pt dunk at rim (assist by R. Westbrook),,64,55
249,3,10:41.0,,New York full timeout,64,55
250,3,10:24.0,,C. Anthony makes 2-pt jump shot from 11 ft,64,57
251,3,10:09.0,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),,66,57
252,3,9:47.0,,D. Rose makes 2-pt jump shot from 11 ft (assist by C. Lee),66,59
253,3,9:30.0,Turnover by R. Westbrook (bad pass; steal by C. Lee),,66,59
254,3,9:25.0,,C. Lee makes 2-pt layup from 1 ft,66,61
255,3,9:08.0,D. Sabonis makes 2-pt jump shot from 20 ft (assist by V. Oladipo),,68,61
256,3,8:56.0,,C. Anthony misses 2-pt jump shot from 15 ft,68,61
257,3,8:56.0,Defensive rebound by R. Westbrook,,68,61
258,3,8:45.0,V. Oladipo misses 3-pt jump shot from 25 ft,,68,61
259,3,8:44.0,,Defensive rebound by Team,68,61
260,3,8:44.0,Loose ball foul by R. Westbrook (drawn by D. Rose),,68,61
261,3,8:29.0,,C. Lee misses 3-pt jump shot from 23 ft,68,61
262,3,8:26.0,,Offensive rebound by D. Rose,68,61
263,3,8:17.0,,D. Rose makes 2-pt jump shot from 6 ft,68,63
264,3,7:54.0,A. Roberson misses 2-pt layup from 2 ft (block by K. Porziņģis),,68,63
265,3,7:53.0,,Defensive rebound by D. Rose,68,63
266,3,7:53.0,,Personal foul by A. Roberson (drawn by D. Rose),68,63
267,3,7:44.0,,Shooting foul by S. Adams (drawn by D. Rose),68,63
268,3,7:44.0,,D. Rose makes free throw 1 of 2,68,64
269,3,7:44.0,,D. Rose makes free throw 2 of 2,68,65
270,3,7:35.0,Shooting foul by J. Noah (drawn by R. Westbrook),,68,65
271,3,7:35.0,R. Westbrook makes free throw 1 of 2,,69,65
272,3,7:35.0,R. Westbrook makes free throw 2 of 2,,70,65
273,3,7:17.0,,C. Anthony misses 2-pt jump shot from 13 ft,70,65
274,3,7:16.0,Defensive rebound by S. Adams,,70,65
275,3,7:06.0,R. Westbrook misses 2-pt jump shot from 18 ft,,70,65
276,3,7:05.0,,Defensive rebound by C. Anthony,70,65
277,3,6:54.0,,Turnover by K. Porziņģis (bad pass; steal by R. Westbrook),70,65
278,3,6:54.0,,Loose ball foul by C. Anthony (drawn by R. Westbrook),70,65
279,3,6:54.0,Oklahoma City full timeout,,70,65
280,3,6:48.0,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),,72,65
281,3,6:31.0,,D. Rose makes 2-pt layup from 1 ft,72,67
282,3,6:18.0,R. Westbrook misses 2-pt layup from 2 ft (block by K. Porziņģis),,72,67
283,3,6:16.0,Offensive rebound by R. Westbrook,,72,67
284,3,6:16.0,R. Westbrook makes 2-pt layup from 1 ft,,74,67
285,3,5:59.0,,D. Rose makes 2-pt jump shot from 18 ft,74,69
286,3,5:44.0,R. Westbrook misses 2-pt jump shot from 3 ft,,74,69
287,3,5:44.0,,Defensive rebound by C. Lee,74,69
288,3,5:37.0,,C. Lee makes 3-pt jump shot from 23 ft (assist by K. Porziņģis),74,72
289,3,5:20.0,V. Oladipo misses 2-pt jump shot from 9 ft,,74,72
290,3,5:20.0,,Defensive rebound by D. Rose,74,72
291,3,5:13.0,,Shooting foul by D. Sabonis (drawn by J. Noah),74,72
292,3,5:13.0,,J. Noah misses free throw 1 of 2,74,72
293,3,5:13.0,,Offensive rebound by Team,74,72
294,3,5:13.0,,J. Noah misses free throw 2 of 2,74,72
295,3,5:13.0,E. Freedom enters the game for D. Sabonis,,74,72
296,3,5:13.0,A. Morrow enters the game for V. Oladipo,,74,72
297,3,5:13.0,,W. Hernangómez enters the game for K. Porziņģis,74,72
298,3,5:11.0,Defensive rebound by S. Adams,,74,72
299,3,4:59.0,R. Westbrook makes 2-pt layup from 1 ft,,76,72
300,3,4:59.0,Shooting foul by W. Hernangómez (drawn by R. Westbrook),,76,72
301,3,4:59.0,R. Westbrook makes free throw 1 of 1,,77,72
302,3,4:37.0,,Shooting foul by A. Roberson (drawn by C. Anthony),77,72
303,3,4:37.0,,C. Anthony makes free throw 1 of 2,77,73
304,3,4:37.0,,C. Anthony misses free throw 2 of 2,77,73
305,3,4:37.0,,K. O'Quinn enters the game for J. Noah,77,73
306,3,4:34.0,Defensive rebound by S. Adams,,77,73
307,3,4:23.0,E. Freedom makes 2-pt jump shot from 17 ft (assist by R. Westbrook),,79,73
308,3,3:59.0,,C. Anthony misses 2-pt jump shot from 12 ft,79,73
309,3,3:59.0,,Offensive rebound by W. Hernangómez,79,73
310,3,3:55.0,,W. Hernangómez makes 2-pt layup from 2 ft,79,75
311,3,3:38.0,E. Freedom misses 2-pt jump shot from 18 ft,,79,75
312,3,3:37.0,Offensive rebound by R. Westbrook,,79,75
313,3,3:22.0,S. Adams makes 2-pt hook shot from 8 ft,,81,75
314,3,3:02.0,,W. Hernangómez misses 2-pt jump shot from 11 ft,81,75
315,3,3:01.0,Defensive rebound by R. Westbrook,,81,75
316,3,2:52.0,R. Westbrook misses 3-pt jump shot from 25 ft,,81,75
317,3,2:52.0,,Defensive rebound by C. Anthony,81,75
318,3,2:41.0,,W. Hernangómez makes 2-pt dunk at rim (assist by C. Anthony),81,77
319,3,2:30.0,Personal foul by C. Lee (drawn by A. Morrow),,81,77
320,3,2:30.0,,J. Holiday enters the game for C. Lee,81,77
321,3,2:30.0,S. Christon enters the game for R. Westbrook,,81,77
322,3,2:30.0,J. Lauvergne enters the game for S. Adams,,81,77
323,3,2:30.0,,B. Jennings enters the game for D. Rose,81,77
324,3,2:15.0,A. Roberson makes 3-pt jump shot from 25 ft (assist by A. Morrow),,84,77
325,3,1:59.0,,C. Anthony misses 2-pt jump shot from 10 ft,84,77
326,3,1:57.0,,Offensive rebound by K. O'Quinn,84,77
327,3,1:39.0,,J. Holiday makes 2-pt layup from 3 ft,84,79
328,3,1:23.0,J. Lauvergne makes 2-pt hook shot from 3 ft (assist by A. Roberson),,86,79
329,3,1:10.0,,C. Anthony misses 2-pt jump shot from 11 ft,86,79
330,3,1:09.0,Defensive rebound by Team,,86,79
331,3,1:08.0,,Loose ball foul by W. Hernangómez (drawn by E. Freedom),86,79
332,3,1:08.0,E. Freedom makes free throw 1 of 2,,87,79
333,3,1:08.0,E. Freedom makes free throw 2 of 2,,88,79
334,3,0:52.0,,Shooting foul by J. Lauvergne (drawn by W. Hernangómez),88,79
335,3,0:52.0,,W. Hernangómez makes free throw 1 of 2,88,80
336,3,0:52.0,,M. Ndour enters the game for C. Anthony,88,80
337,3,0:52.0,,W. Hernangómez makes free throw 2 of 2,88,81
338,3,0:31.0,S. Christon misses 2-pt jump shot from 3 ft,,88,81
339,3,0:31.0,,Defensive rebound by B. Jennings,88,81
340,3,0:15.0,,M. Ndour misses 2-pt jump shot from 18 ft (block by A. Roberson),88,81
341,3,0:14.0,,Offensive rebound by Team,88,81
342,3,0:14.0,Violation by A. Roberson (kicked ball),,88,81
343,3,0:09.0,,B. Jennings misses 3-pt jump shot from 25 ft,88,81
344,3,0:08.0,,Offensive rebound by M. Ndour,88,81
345,3,0:08.0,,M. Ndour misses 2-pt layup from 3 ft,88,81
346,3,0:06.0,Defensive rebound by E. Freedom,,88,81
347,3,0:01.0,A. Roberson misses 3-pt jump shot from 25 ft,,88,81
348,3,0:00.0,Offensive rebound by Team,,88,81
349,4,11:50.0,Personal foul by C. Lee (drawn by A. Morrow),,88,81
350,4,11:41.0,J. Lauvergne misses 2-pt jump shot from 18 ft,,88,81
351,4,11:40.0,,Defensive rebound by J. Holiday,88,81
352,4,11:17.0,,K. Porziņģis misses 2-pt jump shot from 20 ft,88,81
353,4,11:16.0,Defensive rebound by S. Christon,,88,81
354,4,11:03.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by S. Christon),,91,81
355,4,10:46.0,,W. Hernangómez misses 2-pt hook shot from 6 ft,91,81
356,4,10:44.0,Defensive rebound by E. Freedom,,91,81
357,4,10:32.0,Shooting foul by K. Porziņģis (drawn by J. Grant),,91,81
358,4,10:32.0,J. Grant misses free throw 1 of 2,,91,81
359,4,10:32.0,Offensive rebound by Team,,91,81
360,4,10:32.0,J. Grant misses free throw 2 of 2,,91,81
361,4,10:31.0,,Defensive rebound by J. Holiday,91,81
362,4,10:14.0,,K. Porziņģis misses 2-pt jump shot from 12 ft,91,81
363,4,10:13.0,Defensive rebound by J. Lauvergne,,91,81
364,4,10:06.0,Turnover by E. Freedom (traveling),,91,81
365,4,9:46.0,,C. Lee misses 2-pt jump shot from 8 ft,91,81
366,4,9:46.0,Defensive rebound by E. Freedom,,91,81
367,4,9:28.0,Turnover by J. Lauvergne (bad pass),,91,81
368,4,9:28.0,,D. Rose enters the game for B. Jennings,91,81
369,4,9:05.0,,D. Rose makes 2-pt jump shot from 19 ft,91,83
370,4,8:52.0,J. Lauvergne misses 2-pt jump shot from 19 ft,,91,83
371,4,8:52.0,Offensive rebound by E. Freedom,,91,83
372,4,8:50.0,E. Freedom makes 2-pt layup from 1 ft,,93,83
373,4,8:32.0,,K. Porziņģis makes 2-pt jump shot from 17 ft (assist by W. Hernangómez),93,85
374,4,8:16.0,Turnover by J. Grant (bad pass; steal by W. Hernangómez),,93,85
375,4,8:12.0,,W. Hernangómez makes 2-pt layup from 2 ft,93,87
376,4,8:12.0,Oklahoma City full timeout,,93,87
377,4,8:12.0,,J. Noah enters the game for W. Hernangómez,93,87
