,QUARTER,TIME_REMAINING,DALLAS_ACTION,PORTLAND_ACTION,DALLAS_SCORE,PORTLAND_SCORE
40,1,5:40.0,S. Mejri enters the game for D. Nowitzki,,22,8
41,1,5:40.0,,A. Crabbe enters the game for C. McCollum,22,8
42,1,5:39.0,Defensive rebound by S. Mejri,,22,8
43,1,5:27.0,W. Matthews misses 3-pt jump shot from 23 ft,,22,8
44,1,5:26.0,,Defensive rebound by N. Vonleh,22,8
45,1,5:15.0,,N. Vonleh makes 2-pt jump shot from 20 ft (assist by E. Turner),22,10
46,1,4:53.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by W. Matthews),,25,10
47,1,4:43.0,,Offensive foul by D. Lillard (drawn by Y. Ferrell),25,10
48,1,4:43.0,,Turnover by D. Lillard (offensive foul),25,10
49,1,4:43.0,,M. Harkless enters the game for N. Vonleh,25,10
50,1,4:43.0,S. Curry enters the game for Y. Ferrell,,25,10
51,1,4:43.0,,A. Aminu enters the game for E. Turner,25,10
52,1,4:32.0,S. Curry misses 2-pt jump shot from 4 ft,,25,10
53,1,4:31.0,,Defensive rebound by A. Aminu,25,10
54,1,4:24.0,,D. Lillard misses 2-pt layup from 2 ft (block by S. Mejri),25,10
55,1,4:23.0,Defensive rebound by S. Curry,,25,10
56,1,4:12.0,S. Curry misses 3-pt jump shot from 25 ft,,25,10
57,1,4:11.0,,Defensive rebound by D. Lillard,25,10
58,1,4:05.0,,A. Aminu misses 3-pt jump shot from 25 ft,25,10
59,1,4:04.0,Defensive rebound by W. Matthews,,25,10
60,1,3:42.0,Shooting foul by A. Crabbe (drawn by W. Matthews),,25,10
61,1,3:42.0,W. Matthews makes free throw 1 of 2,,26,10
62,1,3:42.0,,E. Davis enters the game for M. Plumlee,26,10
63,1,3:42.0,W. Matthews makes free throw 2 of 2,,27,10
64,1,3:31.0,,Personal foul by S. Curry (drawn by M. Harkless),27,10
65,1,3:31.0,Y. Ferrell enters the game for S. Curry,,27,10
66,1,3:19.0,,D. Lillard misses 2-pt jump shot from 5 ft (block by S. Mejri),27,10
67,1,3:17.0,Defensive rebound by S. Mejri,,27,10
68,1,3:07.0,W. Matthews makes 3-pt jump shot from 26 ft (assist by H. Barnes),,30,10
69,1,2:49.0,,D. Lillard misses 2-pt jump shot from 16 ft,30,10
70,1,2:48.0,Defensive rebound by H. Barnes,,30,10
71,1,2:37.0,W. Matthews misses 2-pt jump shot from 7 ft,,30,10
72,1,2:36.0,,Defensive rebound by A. Aminu,30,10
73,1,2:20.0,,A. Crabbe makes 3-pt jump shot from 24 ft (assist by A. Aminu),30,13
74,1,2:20.0,Dallas full timeout,,30,13
75,1,2:20.0,,C. McCollum enters the game for D. Lillard,30,13
76,1,2:11.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,33,13
77,1,1:54.0,,Shooting foul by S. Mejri (drawn by A. Crabbe),33,13
78,1,1:54.0,,A. Crabbe makes free throw 1 of 2,33,14
79,1,1:54.0,,A. Crabbe makes free throw 2 of 2,33,15
80,1,1:35.0,Shooting foul by E. Davis (drawn by S. Mejri),,33,15
81,1,1:35.0,S. Mejri makes free throw 1 of 2,,34,15
82,1,1:35.0,D. Nowitzki enters the game for H. Barnes,,34,15
83,1,1:35.0,S. Mejri makes free throw 2 of 2,,35,15
84,1,1:24.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by C. McCollum),35,18
85,1,1:04.0,D. Finney-Smith misses 2-pt layup from 1 ft (block by M. Harkless),,35,18
86,1,1:04.0,,Defensive rebound by A. Aminu,35,18
87,1,0:53.0,,C. McCollum makes 2-pt jump shot from 12 ft,35,20
88,1,0:33.0,Y. Ferrell misses 3-pt jump shot from 26 ft,,35,20
89,1,0:31.0,,Defensive rebound by E. Davis,35,20
90,1,0:13.0,,C. McCollum makes 2-pt layup from 2 ft,35,22
91,1,0:02.0,W. Matthews misses 2-pt jump shot from 20 ft,,35,22
92,1,0:01.0,Offensive rebound by Team,,35,22
93,1,0:01.0,D. Powell enters the game for S. Mejri,,35,22
94,1,0:00.0,D. Nowitzki misses 2-pt jump shot from 22 ft,,35,22
95,1,0:00.0,Offensive rebound by Team,,35,22
96,2,11:40.0,D. Finney-Smith misses 2-pt layup from 2 ft (block by C. McCollum),,35,22
97,2,11:39.0,Offensive rebound by D. Finney-Smith,,35,22
98,2,11:34.0,Y. Ferrell makes 3-pt jump shot from 23 ft (assist by D. Finney-Smith),,38,22
99,2,11:19.0,,A. Crabbe misses 2-pt jump shot from 21 ft,38,22
100,2,11:19.0,Defensive rebound by D. Powell,,38,22
101,2,11:00.0,D. Nowitzki misses 2-pt jump shot from 18 ft,,38,22
102,2,10:59.0,,Defensive rebound by A. Aminu,38,22
103,2,10:43.0,,Turnover by M. Harkless (traveling),38,22
104,2,10:29.0,D. Nowitzki misses 2-pt jump shot from 11 ft,,38,22
105,2,10:28.0,,Defensive rebound by M. Harkless,38,22
106,2,10:15.0,,C. McCollum misses 2-pt jump shot from 22 ft,38,22
107,2,10:15.0,,Offensive rebound by Team,38,22
108,2,10:14.0,,Personal foul by D. Powell (drawn by A. Aminu),38,22
109,2,10:07.0,,A. Aminu makes 2-pt layup from 2 ft (assist by C. McCollum),38,24
110,2,9:46.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by Y. Ferrell),,41,24
111,2,9:30.0,,M. Harkless misses 3-pt jump shot from 24 ft,41,24
112,2,9:28.0,Defensive rebound by D. Nowitzki,,41,24
113,2,9:17.0,D. Finney-Smith misses 3-pt jump shot from 23 ft,,41,24
114,2,9:15.0,,Defensive rebound by C. McCollum,41,24
115,2,9:09.0,,Turnover by C. McCollum (bad pass; steal by D. Powell),41,24
116,2,8:54.0,S. Curry misses 2-pt jump shot from 16 ft,,41,24
117,2,8:53.0,,Defensive rebound by C. McCollum,41,24
118,2,8:50.0,,Personal foul by S. Curry (drawn by C. McCollum),41,24
119,2,8:50.0,Official timeout,,41,24
120,2,8:50.0,W. Matthews enters the game for S. Curry,,41,24
121,2,8:50.0,,D. Lillard enters the game for C. McCollum,41,24
122,2,8:40.0,,M. Harkless misses 2-pt layup from 2 ft (block by D. Finney-Smith),41,24
123,2,8:40.0,,Offensive rebound by M. Harkless,41,24
124,2,8:37.0,,M. Harkless misses 2-pt layup from 1 ft,41,24
125,2,8:37.0,Defensive rebound by D. Finney-Smith,,41,24
126,2,8:24.0,D. Powell makes 2-pt layup from 3 ft (assist by D. Nowitzki),,43,24
127,2,8:03.0,,E. Davis makes 2-pt layup from 3 ft (assist by D. Lillard),43,26
128,2,7:49.0,Shooting foul by E. Davis (drawn by D. Powell),,43,26
129,2,7:49.0,D. Powell misses free throw 1 of 2,,43,26
130,2,7:49.0,Offensive rebound by Team,,43,26
131,2,7:49.0,,M. Plumlee enters the game for E. Davis,43,26
132,2,7:49.0,H. Barnes enters the game for D. Nowitzki,,43,26
133,2,7:49.0,D. Powell makes free throw 2 of 2,,44,26
134,2,7:37.0,Violation by Y. Ferrell (kicked ball),,44,26
135,2,7:37.0,S. Mejri enters the game for D. Powell,,44,26
136,2,7:29.0,,D. Lillard makes 2-pt jump shot from 21 ft,44,28
137,2,7:10.0,H. Barnes misses 2-pt jump shot from 19 ft,,44,28
138,2,7:09.0,Offensive rebound by S. Mejri,,44,28
139,2,7:07.0,W. Matthews makes 2-pt jump shot from 3 ft,,46,28
140,2,7:07.0,Shooting foul by A. Crabbe (drawn by W. Matthews),,46,28
141,2,7:07.0,W. Matthews makes free throw 1 of 1,,47,28
142,2,6:55.0,,Personal foul by D. Finney-Smith (drawn by A. Crabbe),47,28
143,2,6:44.0,,D. Lillard misses 3-pt jump shot from 24 ft,47,28
144,2,6:43.0,,Offensive rebound by M. Plumlee,47,28
145,2,6:43.0,,M. Plumlee misses 2-pt dunk at rim,47,28
146,2,6:41.0,Defensive rebound by W. Matthews,,47,28
147,2,6:37.0,Personal block foul by A. Aminu (drawn by W. Matthews),,47,28
148,2,6:37.0,,E. Turner enters the game for M. Harkless,47,28
149,2,6:37.0,J. Anderson enters the game for W. Matthews,,47,28
150,2,6:31.0,Y. Ferrell makes 3-pt jump shot from 24 ft,,50,28
151,2,6:10.0,,D. Lillard misses 3-pt jump shot from 25 ft,50,28
152,2,6:09.0,Defensive rebound by H. Barnes,,50,28
153,2,6:00.0,Y. Ferrell misses 2-pt jump shot from 15 ft (block by D. Lillard),,50,28
154,2,6:00.0,,Defensive rebound by Team,50,28
155,2,6:00.0,,Portland full timeout,50,28
156,2,6:00.0,,C. McCollum enters the game for A. Crabbe,50,28
157,2,5:48.0,,E. Turner misses 2-pt jump shot from 15 ft,50,28
158,2,5:48.0,Defensive rebound by Y. Ferrell,,50,28
159,2,5:28.0,H. Barnes makes 2-pt jump shot from 20 ft,,52,28
160,2,5:02.0,,E. Turner makes 2-pt jump shot from 10 ft,52,30
161,2,4:43.0,D. Finney-Smith misses 2-pt jump shot from 7 ft (block by M. Plumlee),,52,30
162,2,4:41.0,,Defensive rebound by E. Turner,52,30
163,2,4:35.0,,Personal foul by Y. Ferrell (drawn by C. McCollum),52,30
164,2,4:35.0,,Personal foul by S. Mejri (drawn by M. Plumlee),52,30
165,2,4:35.0,,M. Plumlee misses free throw 1 of 2,52,30
166,2,4:35.0,,Offensive rebound by Team,52,30
167,2,4:35.0,W. Matthews enters the game for D. Finney-Smith,,52,30
168,2,4:35.0,,M. Plumlee makes free throw 2 of 2,52,31
169,2,4:15.0,J. Anderson misses 3-pt jump shot from 25 ft,,52,31
170,2,4:14.0,,Defensive rebound by D. Lillard,52,31
171,2,4:05.0,,D. Lillard misses 2-pt jump shot from 17 ft,52,31
172,2,4:04.0,Defensive rebound by J. Anderson,,52,31
173,2,3:56.0,Y. Ferrell misses 2-pt jump shot from 17 ft,,52,31
174,2,3:55.0,,Defensive rebound by Team,52,31
175,2,3:42.0,,D. Lillard makes 2-pt jump shot from 6 ft,52,33
176,2,3:42.0,,Shooting foul by Y. Ferrell (drawn by D. Lillard),52,33
177,2,3:42.0,Dallas full timeout,,52,33
178,2,3:42.0,D. Nowitzki enters the game for J. Anderson,,52,33
179,2,3:42.0,D. Finney-Smith enters the game for S. Mejri,,52,33
180,2,3:42.0,,D. Lillard makes free throw 1 of 1,52,34
181,2,3:36.0,Personal foul by C. McCollum (drawn by W. Matthews),,52,34
182,2,3:20.0,Shooting foul by D. Lillard (drawn by W. Matthews),,52,34
183,2,3:20.0,W. Matthews misses free throw 1 of 2,,52,34
184,2,3:20.0,Offensive rebound by Team,,52,34
185,2,3:20.0,W. Matthews makes free throw 2 of 2,,53,34
186,2,3:11.0,,E. Turner makes 2-pt jump shot from 10 ft,53,36
187,2,2:44.0,W. Matthews misses 3-pt jump shot from 23 ft,,53,36
188,2,2:43.0,,Defensive rebound by E. Turner,53,36
189,2,2:26.0,,C. McCollum misses 2-pt jump shot from 9 ft,53,36
190,2,2:26.0,,Offensive rebound by C. McCollum,53,36
191,2,2:26.0,,Personal foul by D. Nowitzki (drawn by C. McCollum),53,36
192,2,2:26.0,,C. McCollum makes free throw 1 of 2,53,37
193,2,2:26.0,,C. McCollum makes free throw 2 of 2,53,38
194,2,2:13.0,Y. Ferrell makes 2-pt layup from 2 ft,,55,38
195,2,2:06.0,,Personal foul by D. Finney-Smith (drawn by D. Lillard),55,38
196,2,2:06.0,,D. Lillard misses free throw 1 of 2,55,38
197,2,2:06.0,,Offensive rebound by Team,55,38
198,2,2:06.0,,D. Lillard makes free throw 2 of 2,55,39
199,2,1:53.0,W. Matthews misses 2-pt layup from 2 ft,,55,39
200,2,1:52.0,,Defensive rebound by A. Aminu,55,39
201,2,1:41.0,,E. Turner misses 2-pt jump shot from 10 ft,55,39
202,2,1:40.0,Defensive rebound by D. Nowitzki,,55,39
203,2,1:33.0,H. Barnes misses 2-pt jump shot from 12 ft,,55,39
204,2,1:32.0,,Defensive rebound by D. Lillard,55,39
205,2,1:20.0,,D. Lillard makes 2-pt jump shot from 21 ft,55,41
206,2,1:06.0,Y. Ferrell makes 3-pt jump shot from 25 ft (assist by W. Matthews),,58,41
207,2,0:50.0,,C. McCollum makes 2-pt jump shot from 12 ft,58,43
208,2,0:36.0,Shooting foul by C. McCollum (drawn by W. Matthews),,58,43
209,2,0:36.0,W. Matthews makes free throw 1 of 2,,59,43
210,2,0:36.0,D. Powell enters the game for D. Nowitzki,,59,43
211,2,0:36.0,W. Matthews makes free throw 2 of 2,,60,43
212,2,0:30.0,,M. Plumlee makes 2-pt dunk at rim (assist by D. Lillard),60,45
213,2,0:06.0,Turnover by Team (shot clock),,60,45
214,2,0:06.0,,Portland full timeout,60,45
215,2,0:06.0,,A. Crabbe enters the game for E. Turner,60,45
216,2,0:00.0,,C. McCollum makes 2-pt jump shot from 21 ft,60,47
217,3,11:46.0,D. Nowitzki misses 3-pt jump shot from 24 ft,,60,47
218,3,11:43.0,,Defensive rebound by D. Lillard,60,47
219,3,11:37.0,,E. Turner makes 2-pt jump shot from 8 ft,60,49
220,3,11:17.0,H. Barnes misses 2-pt jump shot from 21 ft,,60,49
221,3,11:12.0,,Defensive rebound by M. Plumlee,60,49
222,3,11:07.0,,E. Turner misses 2-pt jump shot from 12 ft,60,49
223,3,11:07.0,,Offensive rebound by Team,60,49
224,3,11:07.0,Loose ball foul by H. Barnes (drawn by M. Plumlee),,60,49
225,3,10:55.0,,C. McCollum misses 2-pt jump shot from 16 ft,60,49
226,3,10:55.0,Defensive rebound by W. Matthews,,60,49
227,3,10:34.0,W. Matthews misses 2-pt jump shot from 19 ft,,60,49
228,3,10:34.0,,Defensive rebound by M. Plumlee,60,49
229,3,10:26.0,,D. Lillard misses 3-pt jump shot from 25 ft,60,49
230,3,10:24.0,,Offensive rebound by M. Plumlee,60,49
231,3,10:24.0,,M. Plumlee makes 2-pt dunk at rim,60,51
232,3,9:58.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,63,51
233,3,9:37.0,,D. Lillard misses 3-pt jump shot from 24 ft,63,51
234,3,9:36.0,,Offensive rebound by M. Plumlee,63,51
235,3,9:36.0,,M. Plumlee makes 2-pt dunk at rim,63,53
236,3,9:12.0,D. Nowitzki misses 2-pt jump shot from 17 ft,,63,53
237,3,9:11.0,,Defensive rebound by C. McCollum,63,53
238,3,9:02.0,,Shooting foul by S. Curry (drawn by E. Turner),63,53
239,3,9:02.0,,E. Turner makes free throw 1 of 2,63,54
240,3,9:02.0,,E. Turner makes free throw 2 of 2,63,55
241,3,8:45.0,W. Matthews makes 2-pt layup at rim (assist by Y. Ferrell),,65,55
242,3,8:23.0,,Personal foul by W. Matthews (drawn by M. Plumlee),65,55
243,3,8:14.0,,A. Aminu makes 3-pt jump shot from 24 ft (assist by D. Lillard),65,58
244,3,8:03.0,Personal foul by C. McCollum (drawn by W. Matthews),,65,58
245,3,7:52.0,S. Curry makes 2-pt layup from 2 ft,,67,58
246,3,7:44.0,,E. Turner makes 3-pt jump shot from 23 ft (assist by D. Lillard),67,61
247,3,7:24.0,Personal foul by D. Lillard (drawn by W. Matthews),,67,61
248,3,7:15.0,H. Barnes misses 2-pt layup from 1 ft,,67,61
249,3,7:14.0,,Defensive rebound by A. Aminu,67,61
250,3,7:06.0,,E. Turner makes 2-pt jump shot from 9 ft,67,63
251,3,7:06.0,Dallas full timeout,,67,63
252,3,6:48.0,H. Barnes makes 2-pt jump shot from 11 ft,,69,63
253,3,6:28.0,,C. McCollum misses 3-pt jump shot from 24 ft,69,63
254,3,6:27.0,Defensive rebound by Y. Ferrell,,69,63
255,3,6:22.0,Y. Ferrell makes 3-pt jump shot from 25 ft,,72,63
256,3,5:59.0,,M. Plumlee misses 2-pt jump shot from 18 ft,72,63
257,3,5:58.0,Defensive rebound by W. Matthews,,72,63
258,3,5:37.0,H. Barnes makes 2-pt layup at rim (assist by Y. Ferrell),,74,63
259,3,5:17.0,,C. McCollum makes 2-pt jump shot from 13 ft,74,65
260,3,5:05.0,Turnover by Y. Ferrell (bad pass; steal by E. Turner),,74,65
261,3,5:05.0,,Personal foul by Y. Ferrell (drawn by E. Turner),74,65
262,3,5:05.0,S. Mejri enters the game for D. Nowitzki,,74,65
263,3,5:05.0,D. Finney-Smith enters the game for S. Curry,,74,65
264,3,5:05.0,,M. Harkless enters the game for A. Aminu,74,65
265,3,5:05.0,,A. Crabbe enters the game for C. McCollum,74,65
266,3,4:51.0,,E. Turner makes 2-pt layup from 1 ft,74,67
267,3,4:51.0,,Shooting foul by W. Matthews (drawn by E. Turner),74,67
268,3,4:51.0,,E. Turner makes free throw 1 of 1,74,68
269,3,4:31.0,Y. Ferrell misses 2-pt jump shot from 19 ft,,74,68
270,3,4:31.0,,Defensive rebound by D. Lillard,74,68
271,3,4:22.0,,E. Turner misses 3-pt jump shot from 24 ft,74,68
272,3,4:21.0,Defensive rebound by H. Barnes,,74,68
273,3,4:13.0,W. Matthews misses 2-pt layup from 1 ft,,74,68
274,3,4:12.0,,Defensive rebound by M. Plumlee,74,68
275,3,4:01.0,,M. Harkless misses 3-pt jump shot from 25 ft,74,68
276,3,4:00.0,Defensive rebound by S. Mejri,,74,68
277,3,3:40.0,H. Barnes makes 2-pt jump shot from 16 ft,,76,68
278,3,3:40.0,,Portland full timeout,76,68
279,3,3:40.0,,E. Davis enters the game for M. Plumlee,76,68
280,3,3:25.0,,Shooting foul by Y. Ferrell (drawn by D. Lillard),76,68
281,3,3:25.0,,D. Lillard makes free throw 1 of 2,76,69
282,3,3:25.0,,D. Lillard makes free throw 2 of 2,76,70
283,3,3:09.0,Shooting foul by M. Harkless (drawn by S. Mejri),,76,70
284,3,3:09.0,S. Mejri makes free throw 1 of 2,,77,70
285,3,3:09.0,S. Mejri makes free throw 2 of 2,,78,70
286,3,2:48.0,,D. Lillard misses 2-pt layup from 3 ft (block by S. Mejri),78,70
287,3,2:48.0,,Offensive rebound by Team,78,70
288,3,2:45.0,,Turnover by E. Turner (bad pass; steal by H. Barnes),78,70
289,3,2:28.0,H. Barnes misses 2-pt jump shot from 21 ft,,78,70
290,3,2:27.0,,Defensive rebound by E. Turner,78,70
291,3,2:15.0,,E. Turner makes 2-pt jump shot from 13 ft,78,72
292,3,1:47.0,H. Barnes misses 3-pt jump shot from 23 ft,,78,72
293,3,1:46.0,,Defensive rebound by D. Lillard,78,72
294,3,1:39.0,,E. Turner misses 2-pt layup from 3 ft,78,72
295,3,1:39.0,,Offensive rebound by E. Davis,78,72
296,3,1:39.0,,Shooting foul by D. Finney-Smith (drawn by E. Davis),78,72
297,3,1:39.0,,E. Davis makes free throw 1 of 2,78,73
298,3,1:39.0,,E. Davis misses free throw 2 of 2,78,73
299,3,1:39.0,S. Curry enters the game for Y. Ferrell,,78,73
300,3,1:39.0,D. Nowitzki enters the game for H. Barnes,,78,73
301,3,1:39.0,,C. McCollum enters the game for D. Lillard,78,73
302,3,1:39.0,,A. Aminu enters the game for E. Turner,78,73
303,3,1:37.0,Defensive rebound by D. Nowitzki,,78,73
304,3,1:16.0,S. Curry makes 2-pt jump shot from 20 ft,,80,73
305,3,0:57.0,,A. Crabbe misses 2-pt jump shot from 21 ft,80,73
306,3,0:56.0,Defensive rebound by D. Finney-Smith,,80,73
307,3,0:38.0,S. Curry makes 2-pt jump shot from 7 ft,,82,73
308,3,0:30.0,,A. Aminu misses 3-pt jump shot from 25 ft,82,73
309,3,0:28.0,Defensive rebound by S. Curry,,82,73
310,3,0:05.0,Shooting foul by C. McCollum (drawn by S. Curry),,82,73
311,3,0:05.0,S. Curry makes free throw 1 of 2,,83,73
312,3,0:05.0,D. Powell enters the game for D. Nowitzki,,83,73
313,3,0:05.0,,D. Lillard enters the game for M. Harkless,83,73
314,3,0:05.0,S. Curry makes free throw 2 of 2,,84,73
315,3,0:00.0,,C. McCollum makes 3-pt jump shot from 25 ft,84,76
316,4,11:41.0,,Personal foul by D. Powell (drawn by C. McCollum),84,76
317,4,11:31.0,,E. Davis makes 2-pt dunk at rim (assist by C. McCollum),84,78
318,4,11:16.0,S. Curry makes 2-pt layup from 2 ft,,86,78
319,4,10:55.0,,C. McCollum misses 2-pt jump shot from 19 ft,86,78
320,4,10:55.0,Defensive rebound by D. Powell,,86,78
321,4,10:29.0,Y. Ferrell misses 2-pt jump shot from 15 ft,,86,78
322,4,10:27.0,,Defensive rebound by C. McCollum,86,78
323,4,10:22.0,,A. Crabbe misses 2-pt layup from 1 ft,86,78
324,4,10:21.0,Defensive rebound by D. Finney-Smith,,86,78
325,4,10:07.0,Turnover by Y. Ferrell (bad pass; steal by A. Crabbe),,86,78
326,4,9:56.0,,Personal foul by D. Powell (drawn by E. Davis),86,78
327,4,9:48.0,,Turnover by C. McCollum (bad pass; steal by D. Finney-Smith),86,78
328,4,9:44.0,Shooting foul by A. Crabbe (drawn by Y. Ferrell),,86,78
329,4,9:44.0,Y. Ferrell misses free throw 1 of 2,,86,78
330,4,9:44.0,Offensive rebound by Team,,86,78
331,4,9:44.0,Y. Ferrell makes free throw 2 of 2,,87,78
332,4,9:31.0,,M. Harkless makes 2-pt jump shot from 2 ft (assist by C. McCollum),87,80
333,4,9:23.0,Personal foul by A. Crabbe (drawn by Y. Ferrell),,87,80
334,4,9:23.0,W. Matthews enters the game for S. Curry,,87,80
335,4,9:10.0,D. Finney-Smith misses 3-pt jump shot from 22 ft,,87,80
336,4,9:10.0,,Defensive rebound by C. McCollum,87,80
337,4,9:02.0,,C. McCollum makes 2-pt layup at rim,87,82
338,4,9:02.0,Dallas full timeout,,87,82
339,4,9:02.0,,D. Lillard enters the game for C. McCollum,87,82
340,4,9:02.0,H. Barnes enters the game for D. Powell,,87,82
341,4,8:38.0,W. Matthews makes 3-pt jump shot from 24 ft (assist by Y. Ferrell),,90,82
342,4,8:20.0,,A. Aminu misses 2-pt jump shot from 6 ft,90,82
343,4,8:19.0,Defensive rebound by H. Barnes,,90,82
344,4,7:56.0,Y. Ferrell misses 3-pt jump shot from 29 ft,,90,82
345,4,7:56.0,Offensive rebound by Team,,90,82
346,4,7:56.0,Turnover by Team (shot clock),,90,82
347,4,7:44.0,,D. Lillard makes 3-pt jump shot from 25 ft,90,85
348,4,7:30.0,S. Mejri enters the game for D. Nowitzki,,90,85
349,4,7:30.0,S. Curry enters the game for Y. Ferrell,,90,85
350,4,7:30.0,,E. Turner enters the game for M. Harkless,90,85
351,4,7:22.0,W. Matthews misses 2-pt jump shot from 21 ft,,90,85
352,4,7:22.0,,Defensive rebound by A. Aminu,90,85
353,4,7:16.0,,Personal foul by D. Finney-Smith (drawn by E. Davis),90,85
354,4,7:16.0,,M. Plumlee enters the game for E. Davis,90,85
355,4,7:12.0,,Personal block foul by S. Mejri (drawn by D. Lillard),90,85
356,4,7:03.0,,E. Turner misses 3-pt jump shot from 24 ft,90,85
357,4,7:01.0,Defensive rebound by S. Curry,,90,85
358,4,6:44.0,W. Matthews makes 2-pt jump shot from 17 ft,,92,85
359,4,6:31.0,,D. Lillard misses 2-pt jump shot from 15 ft,92,85
360,4,6:30.0,Defensive rebound by S. Mejri,,92,85
361,4,6:17.0,S. Curry misses 2-pt jump shot from 19 ft,,92,85
362,4,6:16.0,,Defensive rebound by E. Turner,92,85
363,4,6:06.0,,Turnover by E. Turner (lost ball),92,85
364,4,6:06.0,,C. McCollum enters the game for A. Crabbe,92,85
365,4,5:49.0,H. Barnes misses 3-pt jump shot from 23 ft,,92,85
366,4,5:47.0,,Defensive rebound by M. Plumlee,92,85
367,4,5:37.0,,D. Lillard misses 2-pt layup from 1 ft,92,85
368,4,5:36.0,,Offensive rebound by M. Plumlee,92,85
369,4,5:35.0,,M. Plumlee makes 2-pt layup from 1 ft,92,87
370,4,5:14.0,,Offensive charge foul by W. Matthews (drawn by C. McCollum),92,87
371,4,5:14.0,Turnover by W. Matthews (offensive foul),,92,87
372,4,5:14.0,Official timeout,,92,87
373,4,5:00.0,,C. McCollum makes 2-pt jump shot from 16 ft,92,89
374,4,4:34.0,Turnover by Team (shot clock),,92,89
375,4,4:34.0,D. Nowitzki enters the game for S. Mejri,,92,89
376,4,4:17.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by C. McCollum),92,92
377,4,4:02.0,D. Nowitzki makes 3-pt jump shot from 25 ft (assist by S. Curry),,95,92
378,4,3:43.0,,Shooting foul by S. Curry (drawn by C. McCollum),95,92
379,4,3:43.0,,C. McCollum makes free throw 1 of 2,95,93
380,4,3:43.0,Y. Ferrell enters the game for D. Finney-Smith,,95,93
381,4,3:43.0,,C. McCollum makes free throw 2 of 2,95,94
382,4,3:29.0,S. Curry makes 2-pt jump shot from 6 ft,,97,94
