,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,DENVER_ACTION,MINNESOTA_SCORE,DENVER_SCORE
0,1,11:40.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,2,0
1,1,11:20.0,,D. Gallinari makes 2-pt jump shot from 12 ft,2,2
2,1,10:53.0,G. Dieng misses 2-pt jump shot from 16 ft,,2,2
3,1,10:52.0,Offensive rebound by R. Rubio,,2,2
4,1,10:43.0,Z. LaVine makes 2-pt jump shot from 18 ft (assist by G. Dieng),,4,2
5,1,10:24.0,,Turnover by D. Gallinari (lost ball; steal by A. Wiggins),4,2
6,1,10:09.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,6,2
7,1,9:48.0,,G. Harris misses 3-pt jump shot from 26 ft,6,2
8,1,9:47.0,Defensive rebound by K. Towns,,6,2
9,1,9:31.0,K. Towns misses 2-pt jump shot from 8 ft,,6,2
10,1,9:30.0,,Defensive rebound by N. Jokić,6,2
11,1,9:24.0,,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),6,4
12,1,9:00.0,A. Wiggins makes 2-pt jump shot from 19 ft (assist by K. Towns),,8,4
13,1,8:46.0,,D. Gallinari makes 3-pt jump shot from 25 ft (assist by E. Mudiay),8,7
14,1,8:25.0,A. Wiggins makes 3-pt jump shot from 26 ft (assist by K. Towns),,11,7
15,1,8:25.0,,Denver full timeout,11,7
16,1,8:06.0,,W. Chandler misses 2-pt jump shot from 19 ft,11,7
17,1,8:04.0,,Offensive rebound by N. Jokić,11,7
18,1,8:01.0,,N. Jokić makes 2-pt jump shot from 4 ft,11,9
19,1,7:36.0,Z. LaVine makes 2-pt jump shot from 19 ft,,13,9
20,1,7:25.0,,G. Harris misses 2-pt jump shot from 13 ft,13,9
21,1,7:24.0,Defensive rebound by G. Dieng,,13,9
22,1,7:13.0,R. Rubio misses 2-pt layup from 1 ft,,13,9
23,1,7:13.0,,Defensive rebound by D. Gallinari,13,9
24,1,7:04.0,,W. Chandler misses 3-pt jump shot from 26 ft,13,9
25,1,7:04.0,Defensive rebound by G. Dieng,,13,9
26,1,6:41.0,R. Rubio misses 3-pt jump shot from 26 ft,,13,9
27,1,6:40.0,,Defensive rebound by D. Gallinari,13,9
28,1,6:27.0,,E. Mudiay misses 2-pt jump shot from 15 ft,13,9
29,1,6:25.0,Defensive rebound by K. Towns,,13,9
30,1,6:19.0,K. Towns makes 2-pt layup from 2 ft,,15,9
31,1,6:07.0,,G. Harris makes 2-pt layup from 1 ft (assist by N. Jokić),15,11
32,1,5:42.0,Turnover by R. Rubio (traveling),,15,11
33,1,5:42.0,,K. Faried enters the game for W. Chandler,15,11
34,1,5:28.0,,G. Harris makes 3-pt jump shot from 25 ft (assist by N. Jokić),15,14
35,1,5:10.0,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),,17,14
36,1,5:06.0,Offensive charge foul by E. Mudiay (drawn by G. Dieng),,17,14
37,1,5:06.0,,Turnover by E. Mudiay (offensive foul),17,14
38,1,5:06.0,S. Muhammad enters the game for Z. LaVine,,17,14
39,1,4:51.0,G. Dieng makes 2-pt hook shot from 7 ft (assist by R. Rubio),,19,14
40,1,4:32.0,,N. Jokić misses 3-pt jump shot from 23 ft,19,14
41,1,4:31.0,Defensive rebound by A. Wiggins,,19,14
42,1,4:27.0,G. Dieng makes 2-pt dunk at rim (assist by R. Rubio),,21,14
43,1,4:27.0,,Denver full timeout,21,14
44,1,4:27.0,,W. Barton enters the game for G. Harris,21,14
45,1,4:27.0,,J. Nelson enters the game for E. Mudiay,21,14
46,1,4:19.0,,Turnover by J. Nelson (bad pass; steal by G. Dieng),21,14
47,1,4:13.0,R. Rubio misses 2-pt jump shot from 16 ft,,21,14
48,1,4:10.0,Offensive rebound by R. Rubio,,21,14
49,1,4:01.0,A. Wiggins makes 2-pt jump shot from 18 ft,,23,14
50,1,3:43.0,,D. Gallinari makes 2-pt jump shot from 21 ft (assist by K. Faried),23,16
51,1,3:37.0,A. Wiggins makes 2-pt layup at rim (assist by R. Rubio),,25,16
52,1,3:37.0,,Denver full timeout,25,16
53,1,3:37.0,N. Bjelica enters the game for K. Towns,,25,16
54,1,3:16.0,,N. Jokić misses 3-pt jump shot from 25 ft,25,16
55,1,3:15.0,Defensive rebound by S. Muhammad,,25,16
56,1,2:57.0,R. Rubio misses 3-pt jump shot from 24 ft,,25,16
57,1,2:56.0,,Defensive rebound by J. Nelson,25,16
58,1,2:40.0,,K. Faried makes 2-pt layup from 2 ft (assist by N. Jokić),25,18
59,1,2:25.0,A. Wiggins misses 2-pt jump shot from 7 ft,,25,18
60,1,2:22.0,,Defensive rebound by N. Jokić,25,18
61,1,2:20.0,,Personal foul by N. Bjelica (drawn by K. Faried),25,18
62,1,2:20.0,K. Dunn enters the game for R. Rubio,,25,18
63,1,2:20.0,,W. Chandler enters the game for N. Jokić,25,18
64,1,2:08.0,,Turnover by D. Gallinari (lost ball; steal by A. Wiggins),25,18
65,1,2:07.0,Personal foul by D. Gallinari (drawn by A. Wiggins),,25,18
66,1,1:45.0,G. Dieng makes 2-pt jump shot from 11 ft (assist by K. Dunn),,27,18
67,1,1:33.0,,D. Gallinari misses 2-pt jump shot from 18 ft,27,18
68,1,1:32.0,Defensive rebound by Team,,27,18
69,1,1:20.0,K. Dunn misses 3-pt jump shot from 25 ft,,27,18
70,1,1:18.0,,Defensive rebound by Team,27,18
71,1,1:03.0,,J. Nelson misses 2-pt layup from 2 ft,27,18
72,1,1:01.0,,Offensive rebound by K. Faried,27,18
73,1,0:59.0,,W. Barton makes 2-pt layup from 2 ft (assist by K. Faried),27,20
74,1,0:45.0,Shooting foul by W. Barton (drawn by G. Dieng),,27,20
75,1,0:45.0,G. Dieng makes free throw 1 of 2,,28,20
76,1,0:45.0,G. Dieng makes free throw 2 of 2,,29,20
77,1,0:33.0,,W. Barton misses 3-pt jump shot from 23 ft,29,20
78,1,0:32.0,,Offensive rebound by K. Faried,29,20
79,1,0:32.0,,K. Faried makes 2-pt dunk at rim,29,22
80,1,0:13.0,A. Wiggins makes 2-pt jump shot from 15 ft,,31,22
81,1,0:06.0,,Personal take foul by S. Muhammad (drawn by W. Barton),31,22
82,1,0:01.0,,W. Barton misses 2-pt jump shot from 16 ft,31,22
83,1,0:00.0,,Offensive rebound by Team,31,22
84,2,11:49.0,,Personal foul by C. Aldrich (drawn by J. Nurkić),31,22
85,2,11:42.0,,Turnover by J. Nelson (bad pass),31,22
86,2,11:27.0,Z. LaVine makes 3-pt jump shot from 27 ft (assist by K. Dunn),,34,22
87,2,11:15.0,,W. Barton makes 2-pt layup from 3 ft,34,24
88,2,10:59.0,C. Aldrich misses 2-pt jump shot from 5 ft,,34,24
89,2,10:58.0,Offensive rebound by S. Muhammad,,34,24
90,2,10:57.0,S. Muhammad misses 2-pt layup from 1 ft (block by J. Nurkić),,34,24
91,2,10:56.0,Offensive rebound by C. Aldrich,,34,24
92,2,10:55.0,Shooting foul by J. Nurkić (drawn by C. Aldrich),,34,24
93,2,10:55.0,C. Aldrich misses free throw 1 of 2,,34,24
94,2,10:55.0,Offensive rebound by Team,,34,24
95,2,10:55.0,C. Aldrich makes free throw 2 of 2,,35,24
96,2,10:36.0,,Turnover by J. Nurkić (back court),35,24
97,2,10:25.0,N. Bjelica misses 3-pt jump shot from 23 ft,,35,24
98,2,10:25.0,,Defensive rebound by Team,35,24
99,2,10:14.0,,W. Chandler misses 3-pt jump shot from 26 ft,35,24
100,2,10:13.0,,Offensive rebound by Team,35,24
101,2,10:00.0,,W. Chandler misses 2-pt jump shot from 12 ft,35,24
102,2,9:59.0,Defensive rebound by C. Aldrich,,35,24
103,2,9:48.0,S. Muhammad makes 2-pt jump shot from 11 ft (assist by Z. LaVine),,37,24
104,2,9:33.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by J. Nelson),37,26
105,2,9:10.0,Z. LaVine misses 3-pt jump shot from 24 ft,,37,26
106,2,9:10.0,Offensive rebound by C. Aldrich,,37,26
107,2,8:57.0,K. Dunn misses 2-pt jump shot from 17 ft,,37,26
108,2,8:55.0,,Defensive rebound by W. Chandler,37,26
109,2,8:42.0,,W. Chandler makes 2-pt hook shot from 4 ft,37,28
