,QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,BOSTON_ACTION,CHARLOTTE_SCORE,BOSTON_SCORE
133,2,6:23.0,Defensive rebound by N. Batum,,44,48
134,2,6:15.0,K. Walker makes 2-pt jump shot from 14 ft,,46,48
135,2,5:55.0,,K. Olynyk misses 2-pt jump shot from 12 ft,46,48
136,2,5:54.0,Defensive rebound by N. Batum,,46,48
137,2,5:44.0,S. Hawes misses 3-pt jump shot from 26 ft,,46,48
138,2,5:43.0,,Defensive rebound by A. Bradley,46,48
139,2,5:28.0,,M. Smart misses 3-pt jump shot from 27 ft,46,48
140,2,5:27.0,Defensive rebound by N. Batum,,46,48
141,2,5:18.0,S. Hawes makes 2-pt dunk at rim (assist by R. Sessions),,48,48
142,2,5:18.0,,Boston full timeout,48,48
143,2,5:18.0,,I. Thomas enters the game for K. Olynyk,48,48
144,2,5:18.0,,J. Crowder enters the game for M. Smart,48,48
145,2,5:18.0,,A. Johnson enters the game for J. Brown,48,48
146,2,5:18.0,,A. Horford enters the game for J. Jerebko,48,48
147,2,5:18.0,C. Zeller enters the game for S. Hawes,,48,48
148,2,5:18.0,M. Kidd-Gilchrist enters the game for R. Sessions,,48,48
149,2,4:55.0,,A. Bradley misses 2-pt jump shot from 21 ft,48,48
150,2,4:54.0,Defensive rebound by Team,,48,48
151,2,4:40.0,C. Zeller misses 2-pt layup from 1 ft,,48,48
152,2,4:39.0,,Defensive rebound by A. Johnson,48,48
153,2,4:25.0,,J. Crowder misses 3-pt jump shot from 26 ft,48,48
154,2,4:24.0,Defensive rebound by M. Williams,,48,48
155,2,4:09.0,Turnover by K. Walker (lost ball; steal by A. Bradley),,48,48
156,2,3:55.0,,J. Crowder misses 2-pt layup from 1 ft,48,48
157,2,3:54.0,,Offensive rebound by A. Horford,48,48
158,2,3:51.0,,I. Thomas misses 3-pt jump shot from 24 ft,48,48
159,2,3:50.0,Defensive rebound by Team,,48,48
160,2,3:49.0,F. Kaminsky enters the game for M. Williams,,48,48
161,2,3:41.0,Shooting foul by A. Bradley (drawn by N. Batum),,48,48
162,2,3:41.0,N. Batum makes free throw 1 of 3,,49,48
163,2,3:41.0,N. Batum makes free throw 2 of 3,,50,48
164,2,3:41.0,N. Batum misses free throw 3 of 3,,50,48
165,2,3:41.0,,Defensive rebound by A. Horford,50,48
166,2,3:22.0,,A. Horford makes 3-pt jump shot from 24 ft (assist by A. Bradley),50,51
167,2,3:08.0,K. Walker misses 2-pt jump shot from 17 ft,,50,51
168,2,3:07.0,,Defensive rebound by A. Bradley,50,51
169,2,2:52.0,,A. Horford makes 2-pt hook shot from 7 ft,50,53
170,2,2:35.0,K. Walker makes 3-pt jump shot from 26 ft (assist by N. Batum),,53,53
171,2,2:18.0,,I. Thomas makes 3-pt jump shot from 24 ft,53,56
172,2,2:06.0,K. Walker misses 2-pt jump shot from 5 ft,,53,56
173,2,2:04.0,,Defensive rebound by J. Crowder,53,56
174,2,1:55.0,,M. Smart enters the game for A. Bradley,53,56
175,2,1:52.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by J. Crowder),53,59
176,2,1:24.0,F. Kaminsky misses 2-pt jump shot from 21 ft,,53,59
177,2,1:23.0,,Defensive rebound by I. Thomas,53,59
178,2,1:18.0,,I. Thomas misses 2-pt layup from 1 ft,53,59
179,2,1:16.0,Defensive rebound by F. Kaminsky,,53,59
180,2,1:07.0,Turnover by C. Zeller (offensive foul),,53,59
181,2,1:07.0,Offensive foul by C. Zeller (drawn by I. Thomas),,53,59
182,2,0:51.0,,I. Thomas misses 3-pt jump shot from 28 ft,53,59
183,2,0:50.0,Defensive rebound by N. Batum,,53,59
184,2,0:44.0,Offensive foul by C. Zeller (drawn by M. Smart),,53,59
185,2,0:44.0,Turnover by C. Zeller (offensive foul),,53,59
186,2,0:44.0,S. Hawes enters the game for C. Zeller,,53,59
187,2,0:25.0,,I. Thomas misses 3-pt jump shot from 25 ft,53,59
188,2,0:24.0,Defensive rebound by N. Batum,,53,59
189,2,0:02.0,K. Walker misses 2-pt jump shot from 20 ft,,53,59
190,2,0:01.0,,Defensive rebound by J. Crowder,53,59
191,2,0:00.0,,Boston full timeout,53,59
192,2,0:00.0,,K. Olynyk enters the game for J. Crowder,53,59
193,2,0:00.0,,J. Brown enters the game for A. Johnson,53,59
194,3,11:40.0,M. Williams misses 2-pt jump shot from 6 ft,,53,59
195,3,11:39.0,,Defensive rebound by A. Johnson,53,59
196,3,11:13.0,,J. Crowder makes 2-pt jump shot from 20 ft (assist by A. Bradley),53,61
197,3,10:53.0,N. Batum misses 3-pt jump shot from 27 ft,,53,61
198,3,10:52.0,,Defensive rebound by I. Thomas,53,61
199,3,10:42.0,,Turnover by I. Thomas (lost ball),53,61
200,3,10:22.0,M. Williams misses 2-pt jump shot from 21 ft,,53,61
201,3,10:21.0,Offensive rebound by M. Kidd-Gilchrist,,53,61
202,3,10:18.0,Shooting foul by A. Bradley (drawn by M. Williams),,53,61
203,3,10:18.0,M. Williams makes free throw 1 of 2,,54,61
204,3,10:18.0,M. Williams makes free throw 2 of 2,,55,61
205,3,10:08.0,,J. Crowder misses 3-pt jump shot from 26 ft,55,61
206,3,10:07.0,,Offensive rebound by A. Horford,55,61
207,3,10:03.0,,I. Thomas misses 3-pt jump shot from 25 ft,55,61
208,3,10:02.0,,Offensive rebound by Team,55,61
209,3,9:47.0,,A. Johnson misses 3-pt jump shot from 26 ft,55,61
210,3,9:46.0,Defensive rebound by M. Kidd-Gilchrist,,55,61
211,3,9:35.0,Shooting foul by A. Johnson (drawn by C. Zeller),,55,61
212,3,9:35.0,C. Zeller misses free throw 1 of 2,,55,61
213,3,9:35.0,Offensive rebound by Team,,55,61
214,3,9:35.0,C. Zeller makes free throw 2 of 2,,56,61
215,3,9:14.0,,Turnover by A. Horford (3 sec),56,61
216,3,9:04.0,,K. Olynyk enters the game for A. Johnson,56,61
217,3,8:56.0,M. Kidd-Gilchrist misses 2-pt jump shot from 20 ft,,56,61
218,3,8:55.0,,Defensive rebound by A. Horford,56,61
219,3,8:47.0,,I. Thomas makes 2-pt jump shot from 18 ft (assist by A. Horford),56,63
220,3,8:35.0,M. Williams makes 3-pt jump shot from 25 ft (assist by K. Walker),,59,63
221,3,8:17.0,,A. Bradley misses 3-pt jump shot from 26 ft,59,63
222,3,8:16.0,Defensive rebound by M. Kidd-Gilchrist,,59,63
223,3,8:09.0,C. Zeller makes 2-pt dunk at rim,,61,63
224,3,7:51.0,,Personal foul by M. Williams,61,63
225,3,7:44.0,,Turnover by A. Horford (lost ball),61,63
226,3,7:31.0,K. Walker misses 3-pt jump shot from 27 ft,,61,63
227,3,7:30.0,,Defensive rebound by Team,61,63
228,3,7:18.0,,Shooting foul by K. Walker (drawn by A. Horford),61,63
229,3,7:18.0,,A. Horford makes free throw 1 of 2,61,64
230,3,7:18.0,,A. Horford makes free throw 2 of 2,61,65
231,3,6:52.0,M. Williams makes 2-pt layup from 1 ft (assist by N. Batum),,63,65
232,3,6:41.0,,I. Thomas makes 3-pt jump shot from 23 ft (assist by J. Crowder),63,68
233,3,6:17.0,K. Walker misses 2-pt layup from 2 ft,,63,68
234,3,6:15.0,Offensive rebound by K. Walker,,63,68
235,3,6:14.0,N. Batum misses 3-pt jump shot from 27 ft,,63,68
236,3,6:13.0,,Defensive rebound by J. Crowder,63,68
237,3,5:55.0,,I. Thomas misses 3-pt jump shot from 27 ft,63,68
238,3,5:55.0,,Offensive rebound by I. Thomas,63,68
239,3,5:43.0,,K. Olynyk makes 2-pt layup from 1 ft (assist by A. Horford),63,70
240,3,5:43.0,Charlotte full timeout,,63,70
241,3,5:43.0,M. Belinelli enters the game for N. Batum,,63,70
242,3,5:27.0,C. Zeller makes 2-pt hook shot from 2 ft (assist by M. Belinelli),,65,70
243,3,5:04.0,,J. Crowder makes 3-pt jump shot from 26 ft (assist by A. Horford),65,73
244,3,4:46.0,K. Walker misses 2-pt jump shot from 4 ft,,65,73
245,3,4:45.0,,Defensive rebound by I. Thomas,65,73
246,3,4:39.0,,A. Bradley misses 3-pt jump shot from 28 ft,65,73
247,3,4:38.0,Defensive rebound by M. Belinelli,,65,73
248,3,4:30.0,K. Walker makes 2-pt layup from 1 ft (assist by M. Belinelli),,67,73
249,3,4:16.0,,J. Crowder makes 2-pt layup at rim (assist by I. Thomas),67,75
250,3,4:06.0,Charlotte full timeout,,67,75
251,3,4:06.0,F. Kaminsky enters the game for M. Williams,,67,75
252,3,4:06.0,,M. Smart enters the game for I. Thomas,67,75
253,3,3:53.0,F. Kaminsky misses 3-pt jump shot from 26 ft,,67,75
254,3,3:52.0,,Defensive rebound by A. Horford,67,75
255,3,3:26.0,,J. Crowder misses 3-pt jump shot from 26 ft,67,75
256,3,3:25.0,Defensive rebound by M. Kidd-Gilchrist,,67,75
257,3,3:21.0,Turnover by M. Kidd-Gilchrist (bad pass),,67,75
258,3,2:57.0,,A. Horford misses 2-pt jump shot from 16 ft,67,75
259,3,2:56.0,,Offensive rebound by M. Smart,67,75
260,3,2:52.0,,J. Crowder misses 3-pt jump shot from 24 ft,67,75
261,3,2:51.0,Defensive rebound by M. Kidd-Gilchrist,,67,75
262,3,2:40.0,M. Kidd-Gilchrist misses 2-pt layup from 3 ft,,67,75
263,3,2:39.0,Offensive rebound by C. Zeller,,67,75
264,3,2:39.0,C. Zeller misses 2-pt layup from 1 ft,,67,75
265,3,2:38.0,,Defensive rebound by M. Smart,67,75
266,3,2:25.0,,A. Horford makes 2-pt hook shot from 6 ft (assist by K. Olynyk),67,77
267,3,2:07.0,M. Belinelli misses 3-pt jump shot from 26 ft,,67,77
268,3,2:06.0,,Defensive rebound by K. Olynyk,67,77
269,3,1:45.0,,A. Bradley makes 2-pt jump shot from 14 ft (assist by A. Horford),67,79
270,3,1:26.0,M. Belinelli makes 2-pt jump shot from 21 ft (assist by C. Zeller),,69,79
271,3,1:23.0,,Boston full timeout,69,79
272,3,1:23.0,R. Sessions enters the game for C. Zeller,,69,79
273,3,1:23.0,S. Hawes enters the game for K. Walker,,69,79
274,3,1:23.0,,J. Jerebko enters the game for A. Horford,69,79
275,3,1:23.0,,J. Brown enters the game for A. Bradley,69,79
276,3,1:08.0,,Turnover by M. Smart (lost ball; steal by S. Hawes),69,79
277,3,0:51.0,M. Belinelli misses 3-pt jump shot from 26 ft,,69,79
278,3,0:51.0,,Defensive rebound by K. Olynyk,69,79
279,3,0:30.0,,Turnover by J. Jerebko (traveling),69,79
280,3,0:17.0,F. Kaminsky makes 2-pt jump shot from 12 ft (assist by R. Sessions),,71,79
281,3,0:06.0,,Personal foul by R. Sessions,71,79
282,3,0:04.0,,Shooting foul by M. Kidd-Gilchrist (drawn by K. Olynyk),71,79
283,3,0:04.0,,K. Olynyk makes free throw 1 of 2,71,80
284,3,0:04.0,,K. Olynyk misses free throw 2 of 2,71,80
285,3,0:04.0,Defensive rebound by M. Kidd-Gilchrist,,71,80
286,3,0:00.0,M. Kidd-Gilchrist misses 3-pt jump shot from 39 ft,,71,80
287,3,0:00.0,Offensive rebound by Team,,71,80
288,4,11:43.0,,K. Olynyk makes 3-pt jump shot from 24 ft (assist by M. Smart),71,83
289,4,11:17.0,F. Kaminsky makes 2-pt jump shot from 5 ft (assist by R. Sessions),,73,83
290,4,11:02.0,,I. Thomas makes 2-pt jump shot from 23 ft,73,85
291,4,10:47.0,S. Hawes makes 2-pt dunk at rim (assist by N. Batum),,75,85
292,4,10:29.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by J. Jerebko),75,88
293,4,10:29.0,Charlotte full timeout,,75,88
294,4,10:16.0,N. Batum misses 2-pt jump shot from 12 ft,,75,88
295,4,10:15.0,Offensive rebound by Team,,75,88
296,4,10:15.0,,Loose ball foul by J. Brown,75,88
297,4,10:07.0,M. Belinelli misses 3-pt jump shot from 25 ft,,75,88
298,4,10:06.0,,Defensive rebound by K. Olynyk,75,88
299,4,9:47.0,,M. Smart misses 2-pt jump shot from 11 ft,75,88
300,4,9:46.0,Defensive rebound by R. Sessions,,75,88
301,4,9:42.0,Personal foul by J. Brown,,75,88
302,4,9:35.0,M. Belinelli makes 2-pt layup from 2 ft (assist by N. Batum),,77,88
303,4,9:18.0,,Turnover by I. Thomas (lost ball; steal by R. Sessions),77,88
304,4,9:10.0,R. Sessions makes 2-pt layup from 1 ft,,79,88
305,4,9:10.0,Shooting foul by K. Olynyk (drawn by R. Sessions),,79,88
306,4,9:10.0,,A. Johnson enters the game for K. Olynyk,79,88
307,4,9:10.0,R. Sessions misses free throw 1 of 1,,79,88
308,4,9:10.0,,Defensive rebound by J. Jerebko,79,88
309,4,9:01.0,,Personal foul by R. Sessions,79,88
310,4,9:01.0,K. Walker enters the game for M. Belinelli,,79,88
311,4,8:55.0,,I. Thomas misses 3-pt jump shot from 26 ft,79,88
312,4,8:54.0,Defensive rebound by S. Hawes,,79,88
313,4,8:37.0,F. Kaminsky misses 2-pt jump shot from 4 ft (block by M. Smart),,79,88
314,4,8:36.0,Offensive rebound by N. Batum,,79,88
315,4,8:35.0,S. Hawes makes 2-pt layup from 2 ft (assist by N. Batum),,81,88
316,4,8:17.0,,M. Smart misses 2-pt layup from 2 ft,81,88
317,4,8:16.0,Defensive rebound by K. Walker,,81,88
318,4,8:07.0,K. Walker makes 2-pt layup from 2 ft,,83,88
319,4,7:54.0,,I. Thomas makes 2-pt jump shot from 14 ft,83,90
320,4,7:39.0,K. Walker misses 3-pt jump shot from 25 ft,,83,90
321,4,7:38.0,,Defensive rebound by M. Smart,83,90
322,4,7:32.0,,I. Thomas makes 3-pt jump shot from 26 ft (assist by J. Jerebko),83,93
323,4,7:17.0,Shooting foul by A. Johnson (drawn by K. Walker),,83,93
324,4,7:17.0,K. Walker makes free throw 1 of 2,,84,93
325,4,7:17.0,K. Walker makes free throw 2 of 2,,85,93
326,4,7:00.0,,I. Thomas makes 3-pt jump shot from 25 ft (assist by J. Brown),85,96
327,4,6:38.0,K. Walker misses 2-pt jump shot from 18 ft,,85,96
328,4,6:37.0,,Defensive rebound by I. Thomas,85,96
329,4,6:27.0,,I. Thomas misses 3-pt jump shot from 27 ft,85,96
330,4,6:25.0,Defensive rebound by N. Batum,,85,96
331,4,6:18.0,R. Sessions makes 2-pt layup from 3 ft (assist by F. Kaminsky),,87,96
332,4,6:16.0,,Boston full timeout,87,96
333,4,6:16.0,,A. Bradley enters the game for I. Thomas,87,96
334,4,6:16.0,,A. Horford enters the game for J. Jerebko,87,96
335,4,6:16.0,M. Williams enters the game for F. Kaminsky,,87,96
336,4,6:16.0,C. Zeller enters the game for S. Hawes,,87,96
337,4,6:16.0,M. Kidd-Gilchrist enters the game for R. Sessions,,87,96
338,4,5:54.0,,M. Smart misses 2-pt layup from 2 ft,87,96
339,4,5:53.0,Defensive rebound by C. Zeller,,87,96
340,4,5:34.0,M. Williams makes 2-pt jump shot from 13 ft (assist by N. Batum),,89,96
341,4,5:12.0,,Turnover by M. Smart (lost ball; steal by K. Walker),89,96
342,4,5:08.0,M. Kidd-Gilchrist misses 2-pt layup from 1 ft,,89,96
343,4,5:06.0,Offensive rebound by K. Walker,,89,96
344,4,4:55.0,N. Batum misses 2-pt jump shot from 7 ft,,89,96
345,4,4:54.0,,Defensive rebound by A. Johnson,89,96
346,4,4:48.0,,J. Brown misses 2-pt jump shot from 3 ft (block by N. Batum),89,96
347,4,4:46.0,Defensive rebound by N. Batum,,89,96
348,4,4:40.0,Turnover by K. Walker (lost ball; steal by M. Smart),,89,96
349,4,4:37.0,,J. Brown makes 2-pt layup from 1 ft (assist by M. Smart),89,98
350,4,4:16.0,K. Walker misses 2-pt jump shot from 20 ft,,89,98
351,4,4:16.0,,Defensive rebound by M. Smart,89,98
352,4,4:03.0,,A. Horford misses 3-pt jump shot from 26 ft,89,98
353,4,4:02.0,Defensive rebound by M. Kidd-Gilchrist,,89,98
354,4,3:53.0,N. Batum makes 2-pt jump shot from 13 ft (assist by M. Kidd-Gilchrist),,91,98
355,4,3:35.0,,A. Horford makes 2-pt hook shot from 2 ft,91,100
356,4,3:13.0,M. Kidd-Gilchrist makes 2-pt layup from 1 ft (assist by N. Batum),,93,100
357,4,3:00.0,,Personal foul by M. Kidd-Gilchrist,93,100
358,4,3:00.0,,I. Thomas enters the game for M. Smart,93,100
359,4,3:00.0,,J. Crowder enters the game for J. Brown,93,100
360,4,3:00.0,,K. Olynyk enters the game for A. Johnson,93,100
361,4,2:54.0,,A. Bradley misses 3-pt jump shot from 27 ft,93,100
362,4,2:53.0,Defensive rebound by C. Zeller,,93,100
363,4,2:45.0,N. Batum misses 2-pt jump shot from 3 ft,,93,100
364,4,2:44.0,Offensive rebound by C. Zeller,,93,100
365,4,2:43.0,C. Zeller makes 2-pt layup from 2 ft,,95,100
366,4,2:43.0,Shooting foul by A. Horford (drawn by C. Zeller),,95,100
367,4,2:43.0,Official timeout,,95,100
368,4,2:43.0,C. Zeller makes free throw 1 of 1,,96,100
369,4,2:20.0,,I. Thomas makes 2-pt jump shot from 21 ft,96,102
370,4,1:57.0,Turnover by N. Batum (lost ball; steal by A. Bradley),,96,102
371,4,1:52.0,,Personal foul by M. Williams,96,102
372,4,1:47.0,,A. Horford misses 2-pt layup from 2 ft,96,102
373,4,1:46.0,Defensive rebound by M. Williams,,96,102
374,4,1:30.0,M. Williams misses 3-pt jump shot from 26 ft,,96,102
375,4,1:29.0,,Defensive rebound by J. Crowder,96,102
376,4,1:17.0,,I. Thomas misses 2-pt layup from 1 ft (block by C. Zeller),96,102
377,4,1:16.0,Defensive rebound by N. Batum,,96,102
378,4,0:59.0,K. Walker misses 3-pt jump shot from 27 ft,,96,102
379,4,0:58.0,Offensive rebound by C. Zeller,,96,102
380,4,0:54.0,N. Batum misses 3-pt jump shot from 26 ft,,96,102
