,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,MEMPHIS_ACTION,BROOKLYN_SCORE,MEMPHIS_SCORE
380,4,8:05.0,,T. Douglas enters the game for T. Allen,96,95
381,4,8:05.0,,V. Carter enters the game for A. Harrison,96,95
382,4,7:48.0,,T. Douglas misses 3-pt jump shot from 26 ft,96,95
383,4,7:48.0,Defensive rebound by I. Whitehead,,96,95
384,4,7:32.0,Shooting foul by V. Carter (drawn by S. Kilpatrick),,96,95
385,4,7:32.0,S. Kilpatrick makes free throw 1 of 2,,97,95
386,4,7:32.0,R. Hollis-Jefferson enters the game for T. Booker,,97,95
387,4,7:32.0,C. LeVert enters the game for S. Dinwiddie,,97,95
388,4,7:32.0,S. Kilpatrick makes free throw 2 of 2,,98,95
389,4,7:13.0,,M. Gasol makes 2-pt jump shot from 11 ft,98,97
390,4,6:52.0,Turnover by B. Lopez (lost ball; steal by M. Conley),,98,97
391,4,6:52.0,,Personal take foul by B. Lopez (drawn by M. Conley),98,97
392,4,6:52.0,J. Lin enters the game for S. Kilpatrick,,98,97
393,4,6:39.0,,Shooting foul by J. Lin (drawn by M. Conley),98,97
394,4,6:39.0,,M. Conley makes free throw 1 of 3,98,98
395,4,6:39.0,,M. Conley makes free throw 2 of 3,98,99
396,4,6:39.0,,M. Conley makes free throw 3 of 3,98,100
397,4,6:21.0,B. Lopez makes 2-pt jump shot from 9 ft,,100,100
398,4,6:07.0,,M. Gasol misses 3-pt jump shot from 25 ft,100,100
399,4,6:07.0,Defensive rebound by Team,,100,100
400,4,6:07.0,,A. Harrison enters the game for M. Conley,100,100
401,4,5:51.0,J. Lin makes 2-pt jump shot from 15 ft,,102,100
402,4,5:34.0,,T. Douglas makes 2-pt layup from 2 ft (assist by M. Gasol),102,102
403,4,5:12.0,Shooting foul by J. Green (drawn by R. Hollis-Jefferson),,102,102
404,4,5:12.0,,Memphis full timeout,102,102
405,4,5:12.0,R. Hollis-Jefferson misses free throw 1 of 2,,102,102
406,4,5:12.0,Offensive rebound by Team,,102,102
407,4,5:12.0,S. Kilpatrick enters the game for I. Whitehead,,102,102
408,4,5:12.0,R. Hollis-Jefferson makes free throw 2 of 2,,103,102
409,4,4:47.0,,Turnover by J. Green (lost ball; steal by R. Hollis-Jefferson),103,102
410,4,4:41.0,C. LeVert misses 3-pt jump shot from 24 ft,,103,102
411,4,4:39.0,,Defensive rebound by A. Harrison,103,102
412,4,4:35.0,,Personal foul by B. Lopez (drawn by M. Gasol),103,102
413,4,4:35.0,,M. Gasol makes free throw 1 of 2,103,103
414,4,4:35.0,,M. Conley enters the game for A. Harrison,103,103
415,4,4:35.0,,M. Gasol makes free throw 2 of 2,103,104
416,4,4:22.0,Personal foul by M. Conley (drawn by J. Lin),,103,104
417,4,4:15.0,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by C. LeVert),,105,104
418,4,3:51.0,,V. Carter misses 2-pt layup from 2 ft,105,104
419,4,3:49.0,,Offensive rebound by V. Carter,105,104
420,4,3:49.0,,V. Carter misses 2-pt layup from 2 ft,105,104
421,4,3:47.0,Defensive rebound by J. Lin,,105,104
422,4,3:43.0,Shooting foul by M. Conley (drawn by S. Kilpatrick),,105,104
423,4,3:43.0,S. Kilpatrick makes free throw 1 of 2,,106,104
424,4,3:43.0,,Z. Randolph enters the game for J. Green,106,104
425,4,3:43.0,T. Booker enters the game for R. Hollis-Jefferson,,106,104
426,4,3:43.0,S. Kilpatrick makes free throw 2 of 2,,107,104
427,4,3:30.0,,T. Douglas misses 2-pt layup from 3 ft (block by T. Booker),107,104
428,4,3:28.0,Defensive rebound by T. Booker,,107,104
429,4,3:23.0,J. Lin misses 2-pt layup from 3 ft,,107,104
430,4,3:20.0,Offensive rebound by T. Booker,,107,104
431,4,3:08.0,Turnover by J. Lin (lost ball; steal by V. Carter),,107,104
432,4,3:02.0,,M. Conley misses 2-pt layup from 3 ft,107,104
433,4,2:58.0,,Offensive rebound by M. Gasol,107,104
434,4,2:55.0,,M. Conley misses 3-pt jump shot from 24 ft,107,104
435,4,2:54.0,Defensive rebound by S. Kilpatrick,,107,104
436,4,2:48.0,Shooting foul by T. Douglas (drawn by J. Lin),,107,104
437,4,2:48.0,Brooklyn full timeout,,107,104
438,4,2:48.0,J. Lin makes free throw 1 of 2,,108,104
439,4,2:48.0,J. Lin makes free throw 2 of 2,,109,104
440,4,2:34.0,,M. Conley misses 2-pt jump shot from 12 ft,109,104
441,4,2:33.0,Defensive rebound by Team,,109,104
442,4,2:33.0,,Loose ball foul by Z. Randolph (drawn by J. Lin),109,104
443,4,2:33.0,J. Lin makes free throw 1 of 2,,110,104
444,4,2:33.0,J. Lin makes free throw 2 of 2,,111,104
445,4,2:32.0,,Personal foul by S. Kilpatrick (drawn by M. Conley),111,104
446,4,2:32.0,,M. Conley makes free throw 1 of 2,111,105
447,4,2:32.0,,J. Green enters the game for Z. Randolph,111,105
448,4,2:32.0,,T. Allen enters the game for V. Carter,111,105
449,4,2:32.0,,M. Conley makes free throw 2 of 2,111,106
450,4,2:17.0,J. Lin makes 2-pt jump shot from 10 ft,,113,106
451,4,2:02.0,,T. Douglas misses 3-pt jump shot from 25 ft,113,106
452,4,2:01.0,Defensive rebound by S. Kilpatrick,,113,106
453,4,1:43.0,J. Lin makes 3-pt jump shot from 26 ft,,116,106
454,4,1:43.0,,Memphis full timeout,116,106
455,4,1:43.0,,Z. Randolph enters the game for J. Green,116,106
456,4,1:43.0,,T. Daniels enters the game for T. Allen,116,106
457,4,1:43.0,,Turnover by Team (5 sec inbounds),116,106
458,4,1:43.0,,T. Allen enters the game for T. Daniels,116,106
459,4,1:43.0,,J. Green enters the game for Z. Randolph,116,106
460,4,1:33.0,Personal foul by M. Conley (drawn by B. Lopez),,116,106
461,4,1:33.0,B. Lopez makes free throw 1 of 2,,117,106
462,4,1:33.0,,T. Daniels enters the game for T. Allen,117,106
463,4,1:33.0,,V. Carter enters the game for J. Green,118,106
464,4,1:33.0,R. Hollis-Jefferson enters the game for B. Lopez,,118,106
465,4,1:33.0,B. Lopez makes free throw 2 of 2,,118,106
466,4,1:33.0,,Memphis full timeout,118,106
467,4,1:24.0,,T. Daniels misses 3-pt jump shot from 25 ft,118,106
468,4,1:23.0,Defensive rebound by S. Kilpatrick,,118,106
469,4,1:16.0,Personal take foul by M. Gasol (drawn by S. Kilpatrick),,118,106
470,4,1:16.0,S. Kilpatrick makes free throw 1 of 2,,119,106
471,4,1:16.0,S. Kilpatrick makes free throw 2 of 2,,120,106
472,4,1:16.0,,Memphis full timeout,120,106
473,4,1:10.0,,T. Daniels misses 3-pt jump shot from 26 ft,120,106
474,4,1:08.0,Defensive rebound by S. Kilpatrick,,120,106
475,4,0:45.0,R. Hollis-Jefferson misses 3-pt jump shot from 23 ft,,120,106
476,4,0:45.0,,Defensive rebound by V. Carter,120,106
477,4,0:34.0,,M. Gasol misses 2-pt layup from 3 ft,120,106
478,4,0:32.0,Defensive rebound by R. Hollis-Jefferson,,120,106
479,4,0:32.0,Personal take foul by M. Conley (drawn by S. Kilpatrick),,120,106
480,4,0:32.0,S. Kilpatrick makes free throw 1 of 2,,121,106
481,4,0:32.0,S. Dinwiddie enters the game for J. Lin,,121,106
482,4,0:32.0,S. Kilpatrick makes free throw 2 of 2,,122,106
483,4,0:28.0,,Shooting foul by R. Hollis-Jefferson (drawn by M. Conley),122,106
484,4,0:28.0,,M. Conley makes free throw 1 of 3,122,107
485,4,0:28.0,,M. Conley makes free throw 2 of 3,122,108
486,4,0:28.0,B. Lopez enters the game for R. Hollis-Jefferson,,122,107
487,4,0:28.0,,M. Conley makes free throw 3 of 3,122,109
488,4,0:04.0,Turnover by Team (shot clock),,122,109
489,4,0:00.0,,V. Carter misses 3-pt jump shot from 25 ft,122,109
490,4,0:00.0,,Offensive rebound by Team,122,109
