,QUARTER,TIME_REMAINING,TORONTO_ACTION,UTAH_ACTION,TORONTO_SCORE,UTAH_SCORE
386,4,4:08.0,,G. Hayward makes 2-pt jump shot from 18 ft (assist by J. Ingles),94,88
387,4,3:54.0,K. Lowry makes 2-pt jump shot from 6 ft,,96,88
388,4,3:35.0,,Turnover by S. Mack (bad pass; steal by D. DeRozan),96,88
389,4,3:26.0,D. DeRozan misses 2-pt layup from 2 ft (block by G. Hayward),,96,88
390,4,3:25.0,,Defensive rebound by T. Lyles,96,88
391,4,3:12.0,,T. Lyles makes 3-pt jump shot from 23 ft (assist by J. Ingles),96,91
392,4,3:08.0,Toronto full timeout,,96,91
393,4,2:54.0,D. DeRozan makes 2-pt jump shot from 8 ft,,98,91
394,4,2:39.0,,T. Lyles makes 2-pt jump shot from 22 ft,98,93
395,4,2:16.0,K. Lowry makes 2-pt jump shot from 19 ft,,100,93
396,4,1:58.0,,T. Lyles misses 2-pt layup from 2 ft,100,93
397,4,1:56.0,,Offensive rebound by S. Mack,100,93
398,4,1:50.0,,S. Mack makes 3-pt jump shot from 25 ft (assist by J. Ingles),100,96
399,4,1:32.0,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),,102,96
400,4,1:16.0,,Turnover by T. Lyles (lost ball; steal by K. Lowry),102,96
401,4,0:55.0,D. DeRozan misses 3-pt jump shot from 23 ft,,102,96
402,4,0:53.0,,Defensive rebound by R. Gobert,102,96
403,4,0:45.0,,G. Hayward misses 3-pt jump shot from 24 ft,102,96
404,4,0:44.0,Defensive rebound by P. Patterson,,102,96
405,4,0:43.0,Toronto full timeout,,102,96
406,4,0:43.0,J. Valančiūnas enters the game for L. Nogueira,,102,96
407,4,0:43.0,,R. Neto enters the game for T. Lyles,102,96
408,4,0:21.0,K. Lowry makes 2-pt jump shot from 16 ft,,104,96
409,4,0:21.0,,Utah full timeout,104,96
410,4,0:21.0,L. Nogueira enters the game for J. Valančiūnas,,104,96
411,4,0:21.0,,T. Lyles enters the game for R. Neto,104,96
412,4,0:18.0,,G. Hayward misses 3-pt jump shot from 26 ft,104,96
413,4,0:18.0,,Offensive rebound by G. Hayward,104,96
414,4,0:13.0,,S. Mack misses 3-pt jump shot from 26 ft,104,96
415,4,0:12.0,Defensive rebound by N. Powell,,104,96
416,4,0:12.0,Personal foul by T. Lyles (drawn by N. Powell),,104,96
417,4,0:10.0,Turnover by K. Lowry (lost ball),,104,96
418,4,0:05.0,,R. Gobert makes 2-pt layup from 2 ft,104,98
