,QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PHILADELPHIA_ACTION,SAN ANTONIO_SCORE,PHILADELPHIA_SCORE
383,4,4:41.0,Defensive rebound by K. Leonard,,92,87
384,4,4:35.0,Shooting foul by E. İlyasova (drawn by K. Leonard),,92,87
385,4,4:35.0,K. Leonard makes free throw 1 of 2,,93,87
386,4,4:35.0,K. Leonard makes free throw 2 of 2,,94,87
387,4,4:18.0,,J. Okafor misses 2-pt jump shot from 4 ft (block by D. Green),94,87
388,4,4:18.0,,Offensive rebound by Team,94,87
389,4,4:18.0,P. Mills enters the game for T. Parker,,94,87
390,4,4:12.0,,N. Stauskas misses 3-pt jump shot from 27 ft,94,87
391,4,4:11.0,,Offensive rebound by J. Okafor,94,87
392,4,4:08.0,,J. Okafor makes 2-pt layup from 2 ft,94,89
393,4,3:50.0,K. Leonard makes 2-pt jump shot from 11 ft,,96,89
394,4,3:49.0,,Philadelphia full timeout,96,89
395,4,3:49.0,,N. Noel enters the game for J. Okafor,96,89
396,4,3:34.0,,E. İlyasova makes 2-pt jump shot from 13 ft (assist by T. McConnell),96,91
397,4,3:21.0,Shooting foul by N. Noel (drawn by K. Leonard),,96,91
398,4,3:21.0,K. Leonard makes free throw 1 of 2,,97,91
399,4,3:21.0,T. Parker enters the game for P. Mills,,97,91
400,4,3:21.0,K. Leonard makes free throw 2 of 2,,98,91
401,4,3:14.0,,E. İlyasova misses 3-pt jump shot from 26 ft,98,91
402,4,3:12.0,Defensive rebound by K. Leonard,,98,91
403,4,3:08.0,Turnover by K. Leonard (lost ball),,98,91
404,4,2:58.0,,R. Covington misses 2-pt jump shot from 18 ft,98,91
405,4,2:57.0,,Offensive rebound by N. Noel,98,91
406,4,2:57.0,,Shooting foul by D. Dedmon (drawn by N. Noel),98,91
407,4,2:57.0,,N. Noel makes free throw 1 of 2,98,92
408,4,2:57.0,,N. Noel misses free throw 2 of 2,98,92
409,4,2:56.0,Defensive rebound by L. Aldridge,,98,92
410,4,2:35.0,T. Parker makes 2-pt jump shot from 6 ft,,100,92
411,4,2:20.0,,T. McConnell misses 2-pt layup from 3 ft,100,92
412,4,2:19.0,Defensive rebound by T. Parker,,100,92
413,4,2:14.0,D. Green makes 3-pt jump shot from 23 ft (assist by T. Parker),,103,92
414,4,2:12.0,,Philadelphia full timeout,103,92
415,4,2:00.0,,N. Stauskas makes 3-pt jump shot from 26 ft,103,95
416,4,1:38.0,D. Green misses 2-pt hook shot from 11 ft,,103,95
417,4,1:38.0,Offensive rebound by L. Aldridge,,103,95
418,4,1:38.0,L. Aldridge makes 2-pt dunk at rim,,105,95
419,4,1:21.0,,N. Stauskas misses 2-pt jump shot from 7 ft (block by D. Dedmon),105,95
420,4,1:18.0,Defensive rebound by D. Dedmon,,105,95
421,4,0:59.0,T. Parker misses 2-pt layup from 1 ft,,105,95
422,4,0:58.0,Offensive rebound by D. Dedmon,,105,95
423,4,0:58.0,D. Dedmon makes 2-pt layup from 2 ft,,107,95
424,4,0:58.0,,Philadelphia full timeout,107,95
425,4,0:58.0,,D. Šarić enters the game for N. Noel,107,95
426,4,0:43.0,,D. Šarić makes 3-pt jump shot from 26 ft (assist by N. Stauskas),107,98
427,4,0:27.0,Personal foul by T. McConnell,,107,98
428,4,0:27.0,T. Parker makes free throw 1 of 2,,108,98
429,4,0:27.0,J. Simmons enters the game for K. Leonard,,108,98
430,4,0:27.0,K. Anderson enters the game for D. Green,,108,98
431,4,0:27.0,J. Anthony enters the game for L. Aldridge,,108,98
432,4,0:27.0,T. Parker makes free throw 2 of 2,,109,98
433,4,0:17.0,,N. Stauskas makes 3-pt jump shot from 26 ft (assist by D. Šarić),109,101
434,4,0:13.0,J. Anthony makes 2-pt dunk at rim (assist by D. Dedmon),,111,101
435,4,0:04.0,,D. Šarić makes 2-pt jump shot from 6 ft (assist by E. İlyasova),111,103
