,QUARTER,TIME_REMAINING,INDIANA_ACTION,DETROIT_ACTION,INDIANA_SCORE,DETROIT_SCORE
0,1,11:44.0,,Turnover by R. Jackson (bad pass; steal by M. Turner),0,0
1,1,11:44.0,,Loose ball foul by A. Drummond (drawn by J. Teague),0,0
2,1,11:29.0,M. Turner misses 2-pt jump shot from 17 ft,,0,0
3,1,11:29.0,,Defensive rebound by A. Drummond,0,0
4,1,11:18.0,,A. Drummond makes 2-pt hook shot from 6 ft (assist by R. Jackson),0,2
5,1,10:53.0,P. George makes 3-pt jump shot from 26 ft,,3,2
6,1,10:34.0,,K. Caldwell-Pope misses 2-pt layup at rim,3,2
7,1,10:33.0,Defensive rebound by M. Turner,,3,2
8,1,10:18.0,J. Teague misses 2-pt jump shot from 16 ft,,3,2
9,1,10:17.0,,Defensive rebound by A. Drummond,3,2
10,1,10:03.0,,R. Jackson misses 2-pt jump shot from 10 ft,3,2
11,1,10:02.0,Defensive rebound by T. Young,,3,2
12,1,9:50.0,T. Young makes 2-pt jump shot from 19 ft (assist by G. Robinson),,5,2
13,1,9:35.0,,M. Morris misses 2-pt jump shot from 4 ft (block by M. Turner),5,2
14,1,9:34.0,Defensive rebound by M. Turner,,5,2
15,1,9:26.0,Turnover by J. Teague (back court),,5,2
16,1,9:15.0,,Turnover by M. Morris (bad pass; steal by M. Turner),5,2
17,1,8:56.0,P. George makes 3-pt jump shot from 26 ft (assist by J. Teague),,8,2
18,1,8:44.0,,K. Caldwell-Pope misses 2-pt jump shot from 17 ft,8,2
19,1,8:42.0,Defensive rebound by T. Young,,8,2
20,1,8:28.0,G. Robinson makes 3-pt jump shot from 25 ft (assist by T. Young),,11,2
21,1,8:23.0,,Detroit full timeout,11,2
22,1,8:11.0,,M. Morris misses 3-pt jump shot from 23 ft,11,2
23,1,8:11.0,Defensive rebound by J. Teague,,11,2
24,1,8:03.0,G. Robinson misses 2-pt layup at rim,,11,2
25,1,8:01.0,,Defensive rebound by J. Leuer,11,2
26,1,7:51.0,,A. Drummond makes 2-pt dunk at rim (assist by M. Morris),11,4
27,1,7:38.0,Shooting foul by M. Morris (drawn by P. George),,11,4
28,1,7:38.0,P. George makes free throw 1 of 2,,12,4
29,1,7:38.0,P. George makes free throw 2 of 2,,13,4
30,1,7:21.0,,M. Morris misses 3-pt jump shot from 26 ft,13,4
31,1,7:21.0,Defensive rebound by G. Robinson,,13,4
32,1,7:04.0,T. Young misses 3-pt jump shot from 24 ft,,13,4
33,1,7:03.0,,Defensive rebound by K. Caldwell-Pope,13,4
