,QUARTER,TIME_REMAINING,CHICAGO_ACTION,LA CLIPPERS_ACTION,CHICAGO_SCORE,LA CLIPPERS_SCORE
390,4,2:00.0,,C. Paul misses free throw 1 of 2,90,94
391,4,2:00.0,,Offensive rebound by Team,90,94
392,4,2:00.0,,C. Paul makes free throw 2 of 2,90,95
393,4,1:51.0,D. Wade misses 3-pt jump shot from 26 ft,,90,95
394,4,1:50.0,Offensive rebound by R. Rondo,,90,95
395,4,1:49.0,Turnover by R. Rondo (bad pass),,90,95
396,4,1:49.0,,J. Redick enters the game for A. Rivers,90,95
397,4,1:29.0,,C. Paul misses 3-pt jump shot from 25 ft,90,95
398,4,1:27.0,Defensive rebound by J. Butler,,90,95
399,4,1:17.0,J. Butler misses 3-pt jump shot from 24 ft,,90,95
400,4,1:16.0,Offensive rebound by R. Rondo,,90,95
401,4,1:14.0,Shooting block foul by M. Speights (drawn by J. Butler),,90,95
402,4,1:14.0,J. Butler makes free throw 1 of 2,,91,95
403,4,1:14.0,J. Butler makes free throw 2 of 2,,92,95
404,4,1:14.0,,LA Clippers full timeout,92,95
405,4,0:54.0,,J. Crawford misses 3-pt jump shot from 24 ft,92,95
406,4,0:52.0,,Offensive rebound by M. Speights,92,95
407,4,0:50.0,,J. Crawford makes 2-pt layup from 1 ft (assist by M. Speights),92,97
408,4,0:50.0,Chicago full timeout,,92,97
409,4,0:50.0,I. Canaan enters the game for R. Rondo,,92,97
410,4,0:50.0,N. Mirotić enters the game for B. Portis,,92,97
411,4,0:50.0,,D. Jordan enters the game for J. Redick,92,97
412,4,0:50.0,,L. Mbah a Moute enters the game for J. Crawford,92,97
413,4,0:50.0,,A. Rivers enters the game for M. Speights,92,97
414,4,0:45.0,I. Canaan makes 3-pt jump shot from 26 ft (assist by D. Wade),,95,97
415,4,0:39.0,,LA Clippers full timeout,95,97
416,4,0:39.0,,J. Redick enters the game for L. Mbah a Moute,95,97
417,4,0:39.0,,M. Speights enters the game for D. Jordan,95,97
418,4,0:39.0,,J. Crawford enters the game for A. Rivers,95,97
419,4,0:39.0,R. Rondo enters the game for N. Mirotić,,95,97
420,4,0:21.0,,Shooting foul by J. Butler (drawn by B. Griffin),95,97
421,4,0:21.0,,B. Griffin makes free throw 1 of 2,95,98
422,4,0:21.0,R. Lopez enters the game for I. Canaan,,95,97
423,4,0:21.0,,L. Mbah a Moute enters the game for J. Crawford,95,97
424,4,0:21.0,,D. Jordan enters the game for M. Speights,95,98
425,4,0:21.0,,A. Rivers enters the game for J. Redick,95,98
426,4,0:21.0,N. Mirotić enters the game for R. Lopez,,95,99
427,4,0:21.0,I. Canaan enters the game for R. Rondo,,95,99
428,4,0:21.0,,J. Redick enters the game for L. Mbah a Moute,95,99
429,4,0:21.0,,J. Crawford enters the game for A. Rivers,95,99
430,4,0:21.0,,B. Griffin makes free throw 2 of 2,95,99
431,4,0:21.0,Chicago full timeout,,95,99
432,4,0:14.0,D. Wade misses 3-pt jump shot from 25 ft,,95,99
433,4,0:12.0,,Defensive rebound by D. Jordan,95,99
434,4,0:09.0,,Personal take foul by I. Canaan (drawn by J. Redick),95,99
435,4,0:09.0,Technical foul by T. Gibson,,95,99
436,4,0:09.0,Technical foul by Team,,95,99
437,4,0:09.0,,J. Redick makes technical free throw,95,100
438,4,0:09.0,,J. Redick makes technical free throw,95,101
439,4,0:09.0,,J. Redick makes free throw 1 of 2,95,102
440,4,0:09.0,R. Lopez enters the game for N. Mirotić,,95,101
441,4,0:09.0,,J. Redick misses free throw 2 of 2,95,102
442,4,0:07.0,,Offensive rebound by B. Griffin,95,102
