,QUARTER,TIME_REMAINING,ORLANDO_ACTION,SAN ANTONIO_ACTION,ORLANDO_SCORE,SAN ANTONIO_SCORE
385,4,4:24.0,,Defensive rebound by L. Aldridge,87,74
386,4,4:15.0,,M. Ginóbili misses 2-pt layup from 1 ft,87,74
387,4,4:15.0,Defensive rebound by D. Augustin,,87,74
388,4,4:10.0,J. Green misses 2-pt layup from 1 ft,,87,74
389,4,4:08.0,Offensive rebound by D. Augustin,,87,74
390,4,4:04.0,S. Ibaka misses 3-pt jump shot from 24 ft,,87,74
391,4,4:02.0,,Defensive rebound by D. Green,87,74
392,4,3:53.0,,D. Green misses 3-pt jump shot from 24 ft,87,74
393,4,3:52.0,,Offensive rebound by K. Leonard,87,74
394,4,3:49.0,,K. Leonard misses 3-pt jump shot from 25 ft,87,74
395,4,3:49.0,Defensive rebound by Team,,87,74
396,4,3:49.0,,D. Murray enters the game for P. Mills,87,74
397,4,3:26.0,J. Green makes 2-pt dunk at rim (assist by E. Fournier),,89,74
398,4,3:26.0,,San Antonio full timeout,89,74
399,4,3:26.0,,K. Anderson enters the game for K. Leonard,89,74
400,4,3:26.0,,D. Dedmon enters the game for L. Aldridge,89,74
401,4,3:26.0,,J. Simmons enters the game for D. Green,89,74
402,4,3:11.0,,Turnover by J. Simmons (lost ball; steal by S. Ibaka),89,74
403,4,2:49.0,Turnover by E. Fournier (bad pass; steal by J. Simmons),,89,74
404,4,2:46.0,,Turnover by K. Anderson (palming),89,74
405,4,2:26.0,D. Augustin misses 3-pt jump shot from 26 ft,,89,74
406,4,2:25.0,,Defensive rebound by D. Murray,89,74
407,4,2:18.0,,Turnover by D. Murray (bad pass; steal by E. Fournier),89,74
408,4,2:01.0,E. Fournier misses 2-pt jump shot from 18 ft,,89,74
409,4,2:00.0,,Defensive rebound by M. Ginóbili,89,74
410,4,2:00.0,,Personal foul by B. Biyombo (drawn by M. Ginóbili),89,74
411,4,2:00.0,,M. Ginóbili makes free throw 1 of 2,89,75
412,4,2:00.0,,M. Ginóbili makes free throw 2 of 2,89,76
413,4,1:51.0,Personal foul by M. Ginóbili (drawn by D. Augustin),,89,76
414,4,1:43.0,E. Fournier makes 2-pt jump shot from 10 ft,,91,76
415,4,1:36.0,,Turnover by M. Ginóbili (lost ball; steal by S. Ibaka),91,76
416,4,1:36.0,Personal foul by M. Ginóbili (drawn by S. Ibaka),,91,76
417,4,1:36.0,S. Ibaka makes free throw 1 of 2,,92,76
418,4,1:36.0,A. Onuaku enters the game for B. Biyombo,,92,76
419,4,1:36.0,C. Wilcox enters the game for E. Fournier,,92,76
420,4,1:36.0,D. Rudež enters the game for J. Green,,92,76
421,4,1:36.0,S. Ibaka makes free throw 2 of 2,,93,76
422,4,1:27.0,,Shooting foul by A. Onuaku (drawn by D. Murray),93,76
423,4,1:27.0,,D. Murray makes free throw 1 of 2,93,77
424,4,1:27.0,M. Hezonja enters the game for S. Ibaka,,93,77
425,4,1:27.0,,D. Murray makes free throw 2 of 2,93,78
426,4,1:01.0,Turnover by C. Wilcox (bad pass; steal by D. Dedmon),,93,78
427,4,0:51.0,,M. Ginóbili makes 3-pt jump shot from 24 ft (assist by D. Murray),93,81
428,4,0:41.0,A. Onuaku makes 2-pt hook shot from 6 ft (assist by C. Wilcox),,95,81
429,4,0:32.0,,J. Simmons misses 3-pt jump shot from 26 ft,95,81
430,4,0:31.0,,Offensive rebound by M. Ginóbili,95,81
431,4,0:28.0,,D. Murray misses 3-pt jump shot from 25 ft,95,81
432,4,0:27.0,,Offensive rebound by M. Ginóbili,95,81
433,4,0:27.0,,M. Ginóbili makes 2-pt layup from 2 ft,95,83
434,4,0:04.0,D. Rudež misses 3-pt jump shot from 26 ft,,95,83
435,4,0:03.0,,Defensive rebound by K. Anderson,95,83
