,QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,PORTLAND_ACTION,SACRAMENTO_SCORE,PORTLAND_SCORE
0,1,11:38.0,D. Cousins makes 2-pt jump shot from 21 ft (assist by D. Collison),,2,0
1,1,11:23.0,,M. Harkless misses 2-pt dunk at rim,2,0
2,1,11:22.0,Defensive rebound by D. Cousins,,2,0
3,1,11:13.0,D. Collison misses 2-pt jump shot from 22 ft,,2,0
4,1,11:12.0,,Defensive rebound by M. Plumlee,2,0
5,1,11:03.0,,Turnover by C. McCollum (lost ball; steal by B. McLemore),2,0
6,1,10:50.0,D. Cousins misses 2-pt jump shot from 17 ft,,2,0
7,1,10:50.0,,Defensive rebound by A. Aminu,2,0
8,1,10:41.0,,A. Crabbe makes 3-pt jump shot from 23 ft (assist by A. Aminu),2,3
9,1,10:18.0,D. Cousins misses 2-pt jump shot from 20 ft,,2,3
10,1,10:17.0,,Defensive rebound by C. McCollum,2,3
11,1,10:08.0,,Turnover by M. Plumlee (bad pass; steal by B. McLemore),2,3
12,1,10:03.0,Shooting foul by A. Crabbe (drawn by D. Collison),,2,3
13,1,10:03.0,D. Collison makes free throw 1 of 2,,3,3
14,1,10:03.0,D. Collison makes free throw 2 of 2,,4,3
15,1,9:51.0,,Turnover by M. Harkless (traveling),4,3
16,1,9:34.0,B. McLemore misses 2-pt jump shot from 20 ft,,4,3
17,1,9:33.0,,Defensive rebound by M. Plumlee,4,3
18,1,9:24.0,,C. McCollum makes 2-pt jump shot from 16 ft,4,5
19,1,8:57.0,D. Collison misses 2-pt jump shot from 14 ft,,4,5
20,1,8:56.0,Offensive rebound by K. Koufos,,4,5
21,1,8:55.0,K. Koufos makes 2-pt layup from 1 ft,,6,5
22,1,8:42.0,,Shooting foul by M. Barnes (drawn by C. McCollum),6,5
23,1,8:42.0,,C. McCollum makes free throw 1 of 2,6,6
24,1,8:42.0,,C. McCollum misses free throw 2 of 2,6,6
25,1,8:42.0,Defensive rebound by K. Koufos,,6,6
26,1,8:24.0,D. Cousins misses 2-pt jump shot from 9 ft,,6,6
27,1,8:24.0,Offensive rebound by Team,,6,6
28,1,8:19.0,B. McLemore misses 3-pt jump shot from 26 ft,,6,6
29,1,8:18.0,,Defensive rebound by M. Plumlee,6,6
30,1,8:13.0,,Shooting foul by D. Cousins (drawn by A. Aminu),6,6
31,1,8:13.0,,A. Aminu makes free throw 1 of 2,6,7
32,1,8:13.0,,A. Aminu makes free throw 2 of 2,6,8
33,1,7:56.0,B. McLemore makes 2-pt layup from 2 ft (assist by M. Barnes),,8,8
34,1,7:41.0,,C. McCollum misses 2-pt jump shot from 12 ft (block by D. Cousins),8,8
35,1,7:40.0,Defensive rebound by K. Koufos,,8,8
36,1,7:33.0,D. Cousins makes 2-pt layup from 2 ft (assist by D. Collison),,10,8
37,1,7:22.0,,Personal foul by B. McLemore (drawn by M. Harkless),10,8
38,1,7:15.0,,M. Harkless makes 3-pt jump shot from 25 ft (assist by C. McCollum),10,11
39,1,7:02.0,D. Collison misses 2-pt jump shot from 20 ft,,10,11
40,1,7:01.0,,Defensive rebound by M. Harkless,10,11
41,1,6:51.0,,A. Aminu makes 2-pt dunk at rim (assist by M. Plumlee),10,13
42,1,6:21.0,B. McLemore misses 2-pt jump shot from 21 ft,,10,13
43,1,6:20.0,,Defensive rebound by M. Plumlee,10,13
44,1,6:09.0,,A. Aminu misses 2-pt jump shot from 7 ft,10,13
45,1,6:08.0,,Offensive rebound by M. Plumlee,10,13
46,1,6:07.0,,M. Plumlee makes 2-pt layup at rim,10,15
47,1,5:51.0,M. Barnes misses 3-pt jump shot from 24 ft,,10,15
48,1,5:50.0,,Defensive rebound by M. Plumlee,10,15
49,1,5:42.0,,C. McCollum makes 3-pt jump shot from 24 ft,10,18
50,1,5:26.0,Sacramento full timeout,,10,18
51,1,5:26.0,A. Tolliver enters the game for K. Koufos,,10,18
52,1,5:26.0,,E. Turner enters the game for A. Crabbe,10,18
53,1,5:19.0,B. McLemore misses 3-pt jump shot from 25 ft,,10,18
54,1,5:18.0,,Defensive rebound by M. Plumlee,10,18
55,1,5:08.0,,M. Plumlee misses 2-pt layup from 2 ft,10,18
56,1,5:08.0,Defensive rebound by D. Cousins,,10,18
57,1,5:00.0,D. Cousins makes 2-pt layup from 2 ft,,12,18
58,1,4:43.0,,M. Harkless makes 2-pt dunk at rim (assist by C. McCollum),12,20
59,1,4:25.0,D. Collison makes 2-pt layup from 1 ft (assist by D. Cousins),,14,20
60,1,4:13.0,,A. Aminu makes 2-pt jump shot from 19 ft,14,22
61,1,3:50.0,Turnover by A. Tolliver (lost ball),,14,22
62,1,3:50.0,T. Lawson enters the game for D. Collison,,14,22
63,1,3:50.0,,M. Leonard enters the game for M. Plumlee,14,22
64,1,3:35.0,,C. McCollum misses 2-pt jump shot from 15 ft,14,22
65,1,3:34.0,Defensive rebound by A. Tolliver,,14,22
66,1,3:17.0,D. Cousins misses 3-pt jump shot from 25 ft,,14,22
67,1,3:17.0,,Defensive rebound by E. Turner,14,22
68,1,3:09.0,,Turnover by E. Turner (lost ball; steal by D. Cousins),14,22
69,1,3:04.0,D. Cousins makes 2-pt dunk at rim (assist by A. Tolliver),,16,22
70,1,2:52.0,,M. Leonard makes 3-pt jump shot from 24 ft (assist by C. McCollum),16,25
71,1,2:33.0,M. Barnes misses 3-pt jump shot from 25 ft,,16,25
72,1,2:32.0,,Defensive rebound by M. Harkless,16,25
73,1,2:23.0,,Personal foul by D. Cousins (drawn by M. Leonard),16,25
74,1,2:23.0,,Portland full timeout,16,25
75,1,2:23.0,,N. Vonleh enters the game for A. Aminu,16,25
76,1,2:23.0,G. Temple enters the game for M. Barnes,,16,25
77,1,2:23.0,O. Casspi enters the game for D. Cousins,,16,25
78,1,2:23.0,W. Cauley-Stein enters the game for B. McLemore,,16,25
79,1,2:12.0,,M. Leonard misses 2-pt jump shot from 19 ft,16,25
80,1,2:11.0,Defensive rebound by O. Casspi,,16,25
81,1,1:51.0,T. Lawson misses 2-pt jump shot from 22 ft,,16,25
82,1,1:50.0,,Defensive rebound by E. Turner,16,25
83,1,1:34.0,,M. Harkless misses 3-pt jump shot from 23 ft,16,25
84,1,1:34.0,Defensive rebound by O. Casspi,,16,25
85,1,1:28.0,Shooting foul by M. Leonard (drawn by W. Cauley-Stein),,16,25
86,1,1:28.0,W. Cauley-Stein misses free throw 1 of 2,,16,25
87,1,1:28.0,Offensive rebound by Team,,16,25
88,1,1:28.0,W. Cauley-Stein misses free throw 2 of 2,,16,25
89,1,1:28.0,,A. Crabbe enters the game for M. Harkless,16,25
90,1,1:28.0,,S. Napier enters the game for C. McCollum,16,25
91,1,1:27.0,,Defensive rebound by E. Turner,16,25
92,1,1:05.0,,M. Leonard misses 2-pt hook shot from 5 ft,16,25
93,1,1:05.0,Defensive rebound by O. Casspi,,16,25
94,1,1:00.0,Shooting foul by S. Napier (drawn by T. Lawson),,16,25
