,QUARTER,TIME_REMAINING,BOSTON_ACTION,TORONTO_ACTION,BOSTON_SCORE,TORONTO_SCORE
0,1,11:42.0,,J. Valančiūnas misses 2-pt jump shot from 18 ft,0,0
1,1,11:42.0,Defensive rebound by A. Horford,,0,0
2,1,11:19.0,A. Horford misses 2-pt jump shot from 14 ft,,0,0
3,1,11:18.0,,Defensive rebound by J. Valančiūnas,0,0
4,1,11:12.0,,Shooting foul by A. Johnson (drawn by J. Valančiūnas),0,0
5,1,11:12.0,,J. Valančiūnas makes free throw 1 of 2,0,1
6,1,11:12.0,,J. Valančiūnas makes free throw 2 of 2,0,2
7,1,10:57.0,I. Thomas misses 2-pt jump shot from 20 ft,,0,2
8,1,10:57.0,,Defensive rebound by J. Valančiūnas,0,2
9,1,10:39.0,,J. Valančiūnas makes 2-pt hook shot from 2 ft,0,4
10,1,10:23.0,M. Smart misses 2-pt jump shot from 19 ft,,0,4
11,1,10:23.0,,Defensive rebound by J. Valančiūnas,0,4
12,1,10:11.0,,K. Lowry misses 2-pt hook shot from 7 ft,0,4
13,1,10:11.0,Defensive rebound by M. Smart,,0,4
14,1,10:06.0,A. Horford makes 2-pt dunk at rim (assist by M. Smart),,2,4
15,1,9:47.0,,Turnover by J. Valančiūnas (offensive foul),2,4
16,1,9:47.0,Offensive charge foul by J. Valančiūnas (drawn by A. Johnson),,2,4
17,1,9:33.0,J. Crowder misses 3-pt jump shot from 26 ft,,2,4
18,1,9:33.0,,Defensive rebound by D. DeRozan,2,4
19,1,9:22.0,,D. DeRozan makes 2-pt dunk at rim,2,6
20,1,9:06.0,A. Johnson misses 3-pt jump shot from 26 ft,,2,6
21,1,9:05.0,Offensive rebound by A. Horford,,2,6
22,1,8:56.0,M. Smart makes 3-pt jump shot from 23 ft (assist by J. Crowder),,5,6
23,1,8:29.0,,D. Carroll misses 2-pt jump shot from 19 ft,5,6
24,1,8:28.0,Defensive rebound by I. Thomas,,5,6
25,1,8:10.0,Turnover by A. Horford (bad pass; steal by D. DeRozan),,5,6
26,1,8:02.0,,P. Patterson misses 3-pt jump shot from 24 ft,5,6
27,1,8:02.0,Defensive rebound by A. Horford,,5,6
28,1,7:53.0,A. Johnson makes 2-pt layup from 5 ft (assist by A. Horford),,7,6
29,1,7:33.0,,D. DeRozan misses 2-pt jump shot from 9 ft,7,6
30,1,7:32.0,,Offensive rebound by J. Valančiūnas,7,6
31,1,7:32.0,,J. Valančiūnas misses 2-pt layup from 1 ft,7,6
32,1,7:29.0,,Offensive rebound by J. Valančiūnas,7,6
33,1,7:26.0,,J. Valančiūnas makes 2-pt layup from 2 ft,7,8
34,1,7:04.0,A. Johnson misses 2-pt dunk at rim (block by P. Patterson),,7,8
35,1,7:03.0,Offensive rebound by A. Johnson,,7,8
36,1,7:02.0,A. Johnson makes 2-pt layup from 1 ft,,9,8
37,1,6:40.0,,J. Valančiūnas misses 2-pt jump shot from 9 ft,9,8
38,1,6:39.0,Defensive rebound by A. Johnson,,9,8
39,1,6:29.0,I. Thomas misses 3-pt jump shot from 25 ft,,9,8
40,1,6:28.0,,Defensive rebound by D. DeRozan,9,8
41,1,6:12.0,,D. DeRozan misses 2-pt jump shot from 7 ft,9,8
42,1,6:12.0,,Offensive rebound by J. Valančiūnas,9,8
43,1,6:11.0,,J. Valančiūnas misses 2-pt layup from 2 ft,9,8
44,1,6:08.0,,Offensive rebound by J. Valančiūnas,9,8
45,1,6:04.0,,Turnover by Team (back court),9,8
46,1,5:51.0,M. Smart misses 3-pt jump shot from 25 ft,,9,8
47,1,5:50.0,,Defensive rebound by D. DeRozan,9,8
48,1,5:41.0,,K. Lowry makes 2-pt layup from 1 ft,9,10
49,1,5:41.0,Boston full timeout,,9,10
50,1,5:27.0,Turnover by J. Crowder (bad pass; steal by K. Lowry),,9,10
51,1,5:21.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by K. Lowry),9,13
52,1,5:08.0,Personal block foul by D. Carroll (drawn by I. Thomas),,9,13
53,1,5:04.0,I. Thomas makes 3-pt jump shot from 26 ft (assist by A. Johnson),,12,13
54,1,4:43.0,,D. DeRozan makes 2-pt jump shot from 4 ft,12,15
55,1,4:43.0,,Shooting foul by A. Johnson (drawn by D. DeRozan),12,15
56,1,4:43.0,K. Olynyk enters the game for A. Johnson,,12,15
57,1,4:43.0,J. Brown enters the game for M. Smart,,12,15
58,1,4:43.0,,D. DeRozan makes free throw 1 of 1,12,16
59,1,4:24.0,A. Horford misses 3-pt jump shot from 23 ft,,12,16
60,1,4:24.0,,Defensive rebound by J. Valančiūnas,12,16
61,1,4:10.0,,D. DeRozan misses 2-pt jump shot from 6 ft,12,16
62,1,4:10.0,,Offensive rebound by K. Lowry,12,16
63,1,4:03.0,,K. Lowry makes 3-pt jump shot from 27 ft,12,19
64,1,3:55.0,I. Thomas makes 2-pt layup from 3 ft,,14,19
65,1,3:40.0,,Turnover by J. Valančiūnas (3 sec),14,19
66,1,3:40.0,,L. Nogueira enters the game for P. Patterson,14,19
67,1,3:24.0,J. Crowder misses 3-pt jump shot from 24 ft,,14,19
68,1,3:24.0,,Defensive rebound by K. Lowry,14,19
69,1,3:18.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),14,21
70,1,3:01.0,J. Crowder misses 2-pt jump shot from 5 ft,,14,21
71,1,3:00.0,Offensive rebound by K. Olynyk,,14,21
72,1,3:00.0,Shooting foul by J. Valančiūnas (drawn by K. Olynyk),,14,21
73,1,3:00.0,K. Olynyk misses free throw 1 of 2,,14,21
74,1,3:00.0,Offensive rebound by Team,,14,21
75,1,3:00.0,K. Olynyk misses free throw 2 of 2,,14,21
