,QUARTER,TIME_REMAINING,ORLANDO_ACTION,BROOKLYN_ACTION,ORLANDO_SCORE,BROOKLYN_SCORE
218,3,11:29.0,,Offensive rebound by B. Lopez,55,60
219,3,11:28.0,,B. Lopez makes 2-pt layup from 2 ft,55,62
220,3,11:12.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),,57,62
221,3,10:54.0,,B. Lopez makes 2-pt jump shot from 11 ft (assist by R. Foye),57,64
222,3,10:38.0,E. Fournier makes 2-pt jump shot from 17 ft (assist by E. Payton),,59,64
223,3,10:25.0,,B. Lopez misses 3-pt jump shot from 25 ft,59,64
224,3,10:24.0,Defensive rebound by N. Vučević,,59,64
225,3,10:15.0,N. Vučević misses 2-pt jump shot from 19 ft,,59,64
226,3,10:14.0,,Defensive rebound by R. Hollis-Jefferson,59,64
227,3,10:08.0,,R. Hollis-Jefferson misses 2-pt jump shot from 8 ft (block by N. Vučević),59,64
228,3,10:06.0,Defensive rebound by N. Vučević,,59,64
229,3,10:00.0,Turnover by E. Payton (bad pass),,59,64
230,3,9:41.0,,C. LeVert misses 3-pt jump shot from 24 ft,59,64
231,3,9:40.0,Defensive rebound by E. Payton,,59,64
232,3,9:28.0,A. Gordon misses 3-pt jump shot from 22 ft,,59,64
233,3,9:27.0,,Defensive rebound by R. Hollis-Jefferson,59,64
234,3,9:10.0,,R. Foye misses 3-pt jump shot from 25 ft,59,64
235,3,9:09.0,Defensive rebound by N. Vučević,,59,64
236,3,8:56.0,N. Vučević makes 2-pt jump shot from 21 ft (assist by A. Gordon),,61,64
237,3,8:44.0,,J. Lin makes 3-pt jump shot from 24 ft,61,67
238,3,8:26.0,Personal foul by J. Lin (drawn by A. Gordon),,61,67
239,3,8:16.0,N. Vučević misses 3-pt jump shot from 25 ft,,61,67
240,3,8:15.0,,Defensive rebound by R. Foye,61,67
241,3,8:01.0,,C. LeVert makes 2-pt layup from 3 ft,61,69
242,3,7:49.0,N. Vučević misses 2-pt jump shot from 9 ft (block by B. Lopez),,61,69
243,3,7:47.0,Offensive rebound by N. Vučević,,61,69
244,3,7:44.0,A. Gordon misses 2-pt layup from 3 ft,,61,69
245,3,7:43.0,Offensive rebound by A. Gordon,,61,69
246,3,7:42.0,A. Gordon misses 2-pt layup from 2 ft,,61,69
247,3,7:41.0,Offensive rebound by N. Vučević,,61,69
248,3,7:40.0,N. Vučević makes 2-pt layup from 2 ft,,63,69
249,3,7:19.0,,B. Lopez misses 3-pt jump shot from 25 ft,63,69
250,3,7:18.0,Defensive rebound by A. Gordon,,63,69
251,3,7:10.0,Shooting foul by R. Foye (drawn by E. Payton),,63,69
252,3,7:10.0,E. Payton makes free throw 1 of 2,,64,69
253,3,7:10.0,E. Payton misses free throw 2 of 2,,64,69
254,3,7:10.0,,I. Whitehead enters the game for C. LeVert,64,69
255,3,7:09.0,,Defensive rebound by B. Lopez,64,69
256,3,6:59.0,,Turnover by R. Hollis-Jefferson (lost ball; steal by T. Ross),64,69
257,3,6:55.0,E. Fournier misses 2-pt layup from 1 ft,,64,69
258,3,6:54.0,Offensive rebound by A. Gordon,,64,69
259,3,6:49.0,E. Fournier makes 2-pt layup from 2 ft (assist by N. Vučević),,66,69
260,3,6:49.0,,Brooklyn full timeout,66,69
261,3,6:49.0,,S. Kilpatrick enters the game for R. Foye,66,69
262,3,6:49.0,,T. Booker enters the game for R. Hollis-Jefferson,66,69
263,3,6:33.0,,I. Whitehead makes 2-pt layup from 1 ft (assist by T. Booker),66,71
264,3,6:10.0,T. Ross makes 2-pt jump shot from 16 ft,,68,71
265,3,6:00.0,,Turnover by T. Booker (lost ball; steal by E. Fournier),68,71
266,3,5:49.0,N. Vučević makes 2-pt layup from 3 ft (assist by A. Gordon),,70,71
267,3,5:44.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Lin),70,73
268,3,5:44.0,,Shooting foul by N. Vučević (drawn by B. Lopez),70,73
269,3,5:44.0,,B. Lopez makes free throw 1 of 1,70,74
270,3,5:30.0,Personal foul by J. Lin (drawn by E. Payton),,70,74
271,3,5:30.0,E. Payton makes free throw 1 of 2,,71,74
272,3,5:30.0,E. Payton makes free throw 2 of 2,,72,74
273,3,5:09.0,,S. Kilpatrick makes 2-pt jump shot from 18 ft,72,76
274,3,4:51.0,E. Fournier makes 2-pt jump shot from 6 ft,,74,76
275,3,4:34.0,,J. Lin misses 3-pt jump shot from 23 ft,74,76
276,3,4:33.0,Defensive rebound by T. Ross,,74,76
277,3,4:24.0,T. Ross misses 3-pt jump shot from 28 ft,,74,76
278,3,4:23.0,Offensive rebound by A. Gordon,,74,76
279,3,4:20.0,A. Gordon makes 3-pt jump shot from 24 ft,,77,76
280,3,4:09.0,,Personal foul by A. Gordon (drawn by J. Lin),77,76
281,3,4:09.0,,J. Hamilton enters the game for B. Lopez,77,76
282,3,4:09.0,,S. Dinwiddie enters the game for J. Lin,77,76
283,3,4:09.0,J. Meeks enters the game for T. Ross,,77,76
284,3,4:03.0,,S. Kilpatrick misses 2-pt jump shot from 19 ft,77,76
285,3,4:02.0,Defensive rebound by A. Gordon,,77,76
286,3,3:51.0,N. Vučević makes 2-pt jump shot from 15 ft,,79,76
287,3,3:49.0,Violation by Team (delay of game),,79,76
288,3,3:36.0,,Turnover by S. Kilpatrick (bad pass; steal by N. Vučević),79,76
289,3,3:30.0,J. Meeks makes 3-pt jump shot from 23 ft (assist by E. Payton),,82,76
290,3,3:15.0,,S. Kilpatrick makes 2-pt jump shot from 9 ft (assist by I. Whitehead),82,78
291,3,3:03.0,E. Fournier misses 2-pt jump shot from 5 ft,,82,78
292,3,3:01.0,Offensive rebound by N. Vučević,,82,78
293,3,2:49.0,N. Vučević misses 2-pt hook shot from 9 ft,,82,78
294,3,2:48.0,,Defensive rebound by S. Kilpatrick,82,78
295,3,2:42.0,,I. Whitehead makes 2-pt layup from 2 ft (assist by S. Kilpatrick),82,80
296,3,2:41.0,Orlando full timeout,,82,80
297,3,2:17.0,A. Gordon makes 3-pt jump shot from 27 ft,,85,80
298,3,1:59.0,,S. Kilpatrick misses 2-pt jump shot from 6 ft,85,80
299,3,1:58.0,,Offensive rebound by S. Kilpatrick,85,80
300,3,1:57.0,,S. Kilpatrick makes 2-pt hook shot from 5 ft,85,82
301,3,1:44.0,E. Payton misses 2-pt layup from 2 ft (block by S. Dinwiddie),,85,82
302,3,1:42.0,,Defensive rebound by J. Hamilton,85,82
303,3,1:23.0,,J. Hamilton misses 3-pt jump shot from 25 ft,85,82
304,3,1:22.0,Defensive rebound by E. Payton,,85,82
305,3,1:14.0,N. Vučević misses 2-pt jump shot from 12 ft,,85,82
306,3,1:13.0,,Defensive rebound by T. Booker,85,82
307,3,1:05.0,,Shooting foul by A. Gordon (drawn by J. Hamilton),85,82
308,3,1:05.0,,J. Hamilton makes free throw 1 of 2,85,83
309,3,1:05.0,D. Augustin enters the game for E. Payton,,85,83
310,3,1:05.0,B. Biyombo enters the game for A. Gordon,,85,83
311,3,1:05.0,M. Hezonja enters the game for N. Vučević,,85,83
312,3,1:05.0,,J. Hamilton makes free throw 2 of 2,85,84
313,3,0:50.0,E. Fournier misses 2-pt jump shot from 23 ft,,85,84
314,3,0:49.0,,Defensive rebound by J. Hamilton,85,84
315,3,0:40.0,,T. Booker makes 2-pt layup from 3 ft (assist by S. Kilpatrick),85,86
316,3,0:29.0,D. Augustin makes 2-pt jump shot from 12 ft,,87,86
317,3,0:11.0,,S. Kilpatrick makes 3-pt jump shot from 24 ft,87,89
318,3,0:03.0,E. Fournier makes 2-pt layup from 3 ft,,89,89
319,3,0:02.0,,S. Kilpatrick misses 3-pt jump shot from 67 ft,89,89
320,3,0:00.0,,Offensive rebound by Team,89,89
321,4,11:38.0,,A. Goodwin misses 3-pt jump shot from 25 ft,89,89
322,4,11:37.0,,Offensive rebound by J. Hamilton,89,89
323,4,11:27.0,,T. Booker makes 2-pt hook shot from 4 ft,89,91
324,4,11:10.0,Turnover by J. Meeks (step out of bounds),,89,91
325,4,11:00.0,,S. Dinwiddie makes 2-pt layup from 1 ft,89,93
326,4,10:44.0,D. Augustin misses 2-pt jump shot from 7 ft,,89,93
327,4,10:43.0,Offensive rebound by M. Hezonja,,89,93
328,4,10:35.0,Turnover by D. Augustin (bad pass; steal by T. Booker),,89,93
329,4,10:29.0,,T. Booker makes 2-pt jump shot from 8 ft,89,95
330,4,10:29.0,Orlando full timeout,,89,95
331,4,10:13.0,Personal foul by S. Dinwiddie (drawn by J. Meeks),,89,95
332,4,10:07.0,J. Meeks misses 3-pt jump shot from 24 ft,,89,95
333,4,10:06.0,,Defensive rebound by T. Booker,89,95
334,4,9:58.0,,S. Dinwiddie makes 2-pt hook shot from 7 ft,89,97
335,4,9:58.0,,Shooting foul by J. Meeks (drawn by S. Dinwiddie),89,97
336,4,9:58.0,,S. Dinwiddie makes free throw 1 of 1,89,98
337,4,9:38.0,D. Augustin misses 2-pt layup from 2 ft,,89,98
338,4,9:37.0,,Defensive rebound by T. Booker,89,98
339,4,9:29.0,,T. Booker makes 2-pt jump shot from 7 ft (assist by S. Dinwiddie),89,100
340,4,9:29.0,Orlando full timeout,,89,100
341,4,9:29.0,E. Payton enters the game for J. Meeks,,89,100
342,4,9:21.0,Personal foul by T. Booker (drawn by M. Hezonja),,89,100
343,4,9:11.0,T. Ross misses 3-pt jump shot from 24 ft,,89,100
344,4,9:10.0,,Defensive rebound by J. Hamilton,89,100
345,4,9:02.0,,S. Dinwiddie misses 3-pt jump shot from 25 ft,89,100
346,4,9:01.0,Defensive rebound by E. Payton,,89,100
347,4,8:51.0,E. Payton makes 2-pt jump shot from 17 ft,,91,100
348,4,8:34.0,,T. Booker makes 2-pt jump shot from 18 ft,91,102
349,4,8:17.0,Shooting foul by S. Dinwiddie (drawn by E. Payton),,91,102
350,4,8:17.0,E. Payton makes free throw 1 of 2,,92,102
351,4,8:17.0,E. Payton makes free throw 2 of 2,,93,102
352,4,7:59.0,,I. Whitehead makes 2-pt hook shot from 5 ft,93,104
353,4,7:37.0,T. Ross misses 2-pt layup from 3 ft,,93,104
354,4,7:36.0,,Defensive rebound by T. Booker,93,104
355,4,7:32.0,,Shooting foul by M. Hezonja (drawn by A. Goodwin),93,104
356,4,7:32.0,,A. Goodwin makes free throw 1 of 2,93,105
357,4,7:32.0,N. Vučević enters the game for M. Hezonja,,93,105
358,4,7:32.0,A. Gordon enters the game for B. Biyombo,,93,105
359,4,7:32.0,,A. Goodwin makes free throw 2 of 2,93,106
360,4,7:09.0,E. Payton makes 3-pt jump shot from 26 ft (assist by A. Gordon),,96,106
361,4,6:56.0,,A. Goodwin makes 2-pt dunk at rim (assist by I. Whitehead),96,108
362,4,6:41.0,E. Payton makes 2-pt layup from 2 ft,,98,108
363,4,6:27.0,Offensive charge foul by J. Hamilton (drawn by D. Augustin),,98,108
364,4,6:27.0,,Turnover by J. Hamilton (offensive foul),98,108
365,4,6:27.0,,J. Lin enters the game for S. Dinwiddie,98,108
366,4,6:27.0,,B. Lopez enters the game for J. Hamilton,98,108
367,4,6:27.0,E. Fournier enters the game for D. Augustin,,98,108
368,4,6:26.0,J. Meeks enters the game for T. Ross,,98,108
369,4,6:18.0,E. Payton misses 2-pt jump shot from 14 ft (block by A. Goodwin),,98,108
370,4,6:17.0,,Defensive rebound by J. Lin,98,108
371,4,6:04.0,,B. Lopez makes 2-pt layup from 2 ft (assist by J. Lin),98,110
372,4,5:59.0,Orlando full timeout,,98,110
373,4,5:59.0,,C. LeVert enters the game for I. Whitehead,98,110
