,QUARTER,TIME_REMAINING,NEW YORK_ACTION,WASHINGTON_ACTION,NEW YORK_SCORE,WASHINGTON_SCORE
192,2,4:31.0,,Personal foul by R. Baker (drawn by O. Porter),41,44
193,2,4:19.0,,M. Morris makes 2-pt jump shot from 5 ft (assist by J. Wall),41,46
194,2,4:04.0,C. Lee makes 3-pt jump shot from 25 ft (assist by R. Baker),,44,46
195,2,3:48.0,,Turnover by J. Wall (bad pass),44,46
196,2,3:31.0,Shooting foul by J. Wall (drawn by B. Jennings),,44,46
197,2,3:31.0,B. Jennings makes free throw 1 of 2,,45,46
198,2,3:31.0,B. Jennings misses free throw 2 of 2,,45,46
199,2,3:30.0,,Defensive rebound by M. Morris,45,46
200,2,3:22.0,,B. Beal makes 2-pt layup from 2 ft,45,48
201,2,3:17.0,Shooting foul by M. Morris (drawn by B. Jennings),,45,48
202,2,3:17.0,B. Jennings misses free throw 1 of 2,,45,48
203,2,3:17.0,Offensive rebound by Team,,45,48
204,2,3:17.0,B. Jennings makes free throw 2 of 2,,46,48
205,2,3:04.0,,Turnover by B. Beal (lost ball; steal by J. Noah),46,48
206,2,2:51.0,Turnover by C. Lee (bad pass; steal by B. Beal),,46,48
207,2,2:47.0,,B. Beal makes 2-pt dunk at rim,46,50
208,2,2:27.0,C. Anthony makes 2-pt jump shot from 15 ft,,48,50
209,2,2:09.0,,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),48,52
210,2,1:56.0,,Washington full timeout,48,52
211,2,1:56.0,,K. Oubre enters the game for M. Morris,48,52
212,2,1:52.0,Turnover by J. Noah (bad pass),,48,52
213,2,1:41.0,,Turnover by B. Beal (bad pass),48,52
214,2,1:32.0,Personal foul by B. Beal (drawn by B. Jennings),,48,52
215,2,1:32.0,B. Jennings makes free throw 1 of 2,,49,52
216,2,1:32.0,B. Jennings makes free throw 2 of 2,,50,52
217,2,1:20.0,,J. Wall misses 3-pt jump shot from 27 ft,50,52
218,2,1:20.0,,Offensive rebound by B. Beal,50,52
219,2,1:17.0,,B. Beal makes 2-pt layup from 1 ft,50,54
220,2,0:56.0,C. Anthony makes 2-pt jump shot from 17 ft,,52,54
221,2,0:41.0,,J. Wall makes 2-pt jump shot from 18 ft,52,56
222,2,0:33.0,B. Jennings misses 2-pt jump shot from 3 ft,,52,56
223,2,0:32.0,,Defensive rebound by M. Gortat,52,56
224,2,0:15.0,,J. Wall makes 2-pt layup from 1 ft,52,58
225,2,0:15.0,,Shooting foul by B. Jennings (drawn by J. Wall),52,58
226,2,0:15.0,M. Kuzminskas enters the game for J. Noah,,52,58
227,2,0:15.0,,J. Smith enters the game for M. Gortat,52,58
228,2,0:15.0,,J. Wall makes free throw 1 of 1,52,59
229,2,0:01.0,C. Anthony misses 3-pt jump shot from 30 ft,,52,59
230,2,0:00.0,Offensive rebound by R. Baker,,52,59
231,2,0:00.0,R. Baker makes 2-pt layup from 1 ft,,54,59
232,3,11:34.0,,M. Morris makes 2-pt jump shot from 6 ft,54,61
233,3,11:17.0,C. Anthony makes 2-pt jump shot from 18 ft (assist by W. Hernangómez),,56,61
234,3,11:00.0,,M. Gortat makes 2-pt jump shot from 16 ft (assist by B. Beal),56,63
235,3,10:38.0,Offensive foul by W. Hernangómez (drawn by M. Gortat),,56,63
236,3,10:38.0,Turnover by W. Hernangómez (offensive foul),,56,63
237,3,10:23.0,,O. Porter misses 3-pt jump shot from 26 ft,56,63
238,3,10:21.0,Defensive rebound by W. Hernangómez,,56,63
239,3,10:11.0,C. Lee misses 2-pt jump shot from 17 ft,,56,63
240,3,10:10.0,,Defensive rebound by M. Gortat,56,63
241,3,10:05.0,,B. Beal makes 3-pt jump shot from 28 ft (assist by J. Wall),56,66
242,3,9:43.0,J. Noah misses 2-pt layup from 2 ft,,56,66
243,3,9:42.0,,Defensive rebound by O. Porter,56,66
244,3,9:30.0,,O. Porter makes 2-pt jump shot from 21 ft,56,68
245,3,9:18.0,C. Anthony misses 2-pt jump shot from 18 ft,,56,68
246,3,9:17.0,,Defensive rebound by M. Gortat,56,68
247,3,9:06.0,,M. Gortat makes 2-pt layup from 2 ft (assist by B. Beal),56,70
248,3,9:06.0,,Shooting foul by J. Noah (drawn by M. Gortat),56,70
249,3,9:06.0,,M. Gortat makes free throw 1 of 1,56,71
250,3,9:06.0,New York full timeout,,56,71
251,3,8:44.0,C. Anthony misses 2-pt jump shot from 19 ft,,56,71
252,3,8:43.0,,Defensive rebound by J. Wall,56,71
253,3,8:38.0,K. O'Quinn enters the game for J. Noah,,56,71
254,3,8:22.0,,J. Wall misses 2-pt jump shot from 19 ft,56,71
255,3,8:21.0,Defensive rebound by K. O'Quinn,,56,71
256,3,8:17.0,Turnover by B. Jennings (bad pass; steal by M. Gortat),,56,71
257,3,8:07.0,,B. Beal makes 2-pt layup from 3 ft,56,73
258,3,7:45.0,W. Hernangómez misses 2-pt jump shot from 17 ft,,56,73
259,3,7:44.0,,Defensive rebound by B. Beal,56,73
260,3,7:32.0,,O. Porter makes 2-pt jump shot from 15 ft (assist by M. Morris),56,75
261,3,7:05.0,C. Lee misses 3-pt jump shot from 24 ft,,56,75
262,3,7:04.0,,Defensive rebound by O. Porter,56,75
263,3,6:53.0,,M. Morris misses 3-pt jump shot from 23 ft,56,75
264,3,6:52.0,Defensive rebound by B. Jennings,,56,75
265,3,6:41.0,B. Jennings makes 2-pt layup from 1 ft (assist by K. O'Quinn),,58,75
266,3,6:41.0,Shooting foul by M. Gortat (drawn by B. Jennings),,58,75
267,3,6:41.0,B. Jennings makes free throw 1 of 1,,59,75
268,3,6:24.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),59,78
269,3,6:03.0,C. Lee makes 2-pt jump shot from 6 ft (assist by B. Jennings),,61,78
270,3,5:47.0,,O. Porter misses 3-pt jump shot from 27 ft,61,78
271,3,5:46.0,Defensive rebound by W. Hernangómez,,61,78
272,3,5:33.0,K. O'Quinn misses 2-pt layup from 1 ft,,61,78
273,3,5:32.0,Offensive rebound by K. O'Quinn,,61,78
274,3,5:31.0,K. O'Quinn makes 2-pt layup from 2 ft,,63,78
275,3,5:15.0,,J. Wall misses 2-pt layup from 2 ft (block by K. O'Quinn),63,78
276,3,5:13.0,Defensive rebound by B. Jennings,,63,78
277,3,5:09.0,B. Jennings misses 3-pt jump shot from 27 ft,,63,78
278,3,5:07.0,Offensive rebound by C. Lee,,63,78
279,3,5:04.0,B. Jennings misses 3-pt jump shot from 28 ft,,63,78
280,3,5:03.0,Offensive rebound by K. O'Quinn,,63,78
281,3,4:56.0,C. Lee misses 2-pt jump shot from 8 ft,,63,78
282,3,4:56.0,Offensive rebound by W. Hernangómez,,63,78
283,3,4:56.0,W. Hernangómez makes 2-pt layup from 1 ft,,65,78
284,3,4:56.0,,Washington full timeout,65,78
285,3,4:56.0,,K. Oubre enters the game for M. Morris,65,78
286,3,4:56.0,R. Baker enters the game for B. Jennings,,65,78
287,3,4:33.0,,K. Oubre misses 3-pt jump shot from 24 ft,65,78
288,3,4:32.0,Defensive rebound by C. Lee,,65,78
289,3,4:12.0,W. Hernangómez misses 2-pt layup from 1 ft,,65,78
290,3,4:11.0,,Defensive rebound by O. Porter,65,78
291,3,4:02.0,,O. Porter makes 2-pt layup from 2 ft (assist by M. Gortat),65,80
292,3,3:42.0,R. Baker misses 2-pt jump shot from 20 ft,,65,80
293,3,3:41.0,Offensive rebound by W. Hernangómez,,65,80
294,3,3:37.0,C. Lee misses 2-pt jump shot from 11 ft,,65,80
295,3,3:36.0,Offensive rebound by W. Hernangómez,,65,80
296,3,3:36.0,Shooting foul by O. Porter (drawn by W. Hernangómez),,65,80
297,3,3:36.0,W. Hernangómez makes free throw 1 of 2,,66,80
298,3,3:36.0,,J. Smith enters the game for M. Gortat,66,80
299,3,3:36.0,,T. Burke enters the game for B. Beal,66,80
300,3,3:36.0,W. Hernangómez makes free throw 2 of 2,,67,80
301,3,3:23.0,,O. Porter makes 2-pt layup from 1 ft (assist by J. Wall),67,82
302,3,3:23.0,,Shooting foul by K. O'Quinn (drawn by O. Porter),67,82
303,3,3:23.0,,O. Porter misses free throw 1 of 1,67,82
304,3,3:22.0,Defensive rebound by K. O'Quinn,,67,82
305,3,3:06.0,C. Anthony misses 2-pt jump shot from 17 ft,,67,82
306,3,3:05.0,,Defensive rebound by T. Burke,67,82
307,3,2:55.0,,J. Wall misses 2-pt jump shot from 20 ft,67,82
308,3,2:53.0,Defensive rebound by W. Hernangómez,,67,82
309,3,2:44.0,Turnover by K. O'Quinn (traveling),,67,82
310,3,2:30.0,,Shooting foul by W. Hernangómez (drawn by K. Oubre),67,82
311,3,2:30.0,,K. Oubre makes free throw 1 of 2,67,83
312,3,2:30.0,M. Kuzminskas enters the game for W. Hernangómez,,67,83
313,3,2:30.0,,K. Oubre makes free throw 2 of 2,67,84
314,3,2:12.0,Shooting foul by O. Porter (drawn by C. Anthony),,67,84
315,3,2:12.0,C. Anthony makes free throw 1 of 2,,68,84
316,3,2:12.0,J. Holiday enters the game for C. Lee,,68,84
317,3,2:12.0,C. Anthony makes free throw 2 of 2,,69,84
318,3,1:55.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by O. Porter),69,87
319,3,1:40.0,R. Baker misses 2-pt layup at rim,,69,87
320,3,1:40.0,Offensive rebound by K. O'Quinn,,69,87
321,3,1:34.0,K. O'Quinn makes 2-pt layup from 1 ft (assist by J. Holiday),,71,87
322,3,1:21.0,,J. Wall misses 2-pt jump shot from 19 ft,71,87
323,3,1:20.0,Defensive rebound by C. Anthony,,71,87
324,3,1:07.0,J. Holiday misses 2-pt layup from 1 ft (block by J. Smith),,71,87
325,3,1:05.0,,Defensive rebound by T. Burke,71,87
326,3,1:03.0,,K. Oubre makes 2-pt dunk at rim (assist by T. Burke),71,89
327,3,0:41.0,C. Anthony makes 2-pt jump shot from 16 ft,,73,89
328,3,0:32.0,,J. Wall misses 2-pt jump shot from 14 ft,73,89
329,3,0:30.0,,Offensive rebound by J. Smith,73,89
330,3,0:28.0,,O. Porter makes 2-pt jump shot from 5 ft (assist by J. Smith),73,91
331,3,0:06.0,C. Anthony makes 2-pt layup from 1 ft,,75,91
332,3,0:06.0,Shooting foul by O. Porter (drawn by C. Anthony),,75,91
333,3,0:06.0,C. Anthony makes free throw 1 of 1,,76,91
334,3,0:04.0,,Personal foul by R. Baker (drawn by J. Wall),76,91
335,3,0:01.0,,J. Wall misses 2-pt jump shot from 16 ft,76,91
336,3,0:00.0,,Offensive rebound by Team,76,91
337,4,11:48.0,Offensive foul by B. Jennings (drawn by T. Burke),,76,91
338,4,11:48.0,Turnover by B. Jennings (offensive foul),,76,91
339,4,11:36.0,,K. Oubre makes 2-pt jump shot from 13 ft,76,93
340,4,11:29.0,Shooting foul by K. Oubre (drawn by B. Jennings),,76,93
341,4,11:29.0,B. Jennings makes free throw 1 of 2,,77,93
342,4,11:29.0,B. Jennings makes free throw 2 of 2,,78,93
343,4,11:14.0,,M. Morris makes 2-pt jump shot from 17 ft,78,95
344,4,10:58.0,J. Holiday misses 2-pt jump shot from 19 ft (block by J. Smith),,78,95
345,4,10:57.0,,Defensive rebound by J. Smith,78,95
346,4,10:57.0,Loose ball foul by J. Holiday (drawn by J. Smith),,78,95
347,4,10:41.0,,M. Morris makes 2-pt jump shot from 19 ft,78,97
348,4,10:22.0,J. Holiday misses 3-pt jump shot from 27 ft,,78,97
349,4,10:21.0,Offensive rebound by B. Jennings,,78,97
350,4,10:13.0,Shooting foul by M. Morris (drawn by W. Hernangómez),,78,97
351,4,10:13.0,W. Hernangómez makes free throw 1 of 2,,79,97
352,4,10:13.0,K. O'Quinn enters the game for C. Lee,,79,97
353,4,10:13.0,W. Hernangómez makes free throw 2 of 2,,80,97
354,4,10:01.0,,Personal foul by K. O'Quinn (drawn by M. Morris),80,97
355,4,9:53.0,,T. Burke misses 2-pt jump shot from 19 ft,80,97
356,4,9:52.0,,Offensive rebound by T. Satoranský,80,97
357,4,9:50.0,,T. Satoranský misses 2-pt layup from 2 ft,80,97
358,4,9:50.0,Defensive rebound by W. Hernangómez,,80,97
359,4,9:41.0,B. Jennings makes 2-pt layup from 1 ft (assist by J. Holiday),,82,97
360,4,9:21.0,,K. Oubre misses 3-pt jump shot from 24 ft,82,97
361,4,9:20.0,Defensive rebound by W. Hernangómez,,82,97
362,4,9:09.0,B. Jennings misses 2-pt jump shot from 8 ft,,82,97
363,4,9:08.0,Offensive rebound by W. Hernangómez,,82,97
364,4,9:07.0,W. Hernangómez misses 2-pt layup from 2 ft,,82,97
365,4,9:06.0,Offensive rebound by K. O'Quinn,,82,97
366,4,9:04.0,K. O'Quinn makes 2-pt layup from 2 ft,,84,97
367,4,9:00.0,,T. Burke makes 2-pt layup from 2 ft,84,99
368,4,8:49.0,Personal foul by T. Satoranský (drawn by K. O'Quinn),,84,99
369,4,8:49.0,Official timeout,,84,99
370,4,8:49.0,,B. Beal enters the game for T. Satoranský,84,99
371,4,8:37.0,J. Holiday misses 3-pt jump shot from 25 ft,,84,99
372,4,8:36.0,,Defensive rebound by M. Morris,84,99
373,4,8:13.0,,T. Burke misses 3-pt jump shot from 26 ft,84,99
374,4,8:12.0,,Offensive rebound by J. Smith,84,99
375,4,8:01.0,,M. Morris makes 3-pt jump shot from 26 ft (assist by T. Burke),84,102
376,4,7:53.0,Personal foul by T. Burke (drawn by B. Jennings),,84,102
377,4,7:40.0,R. Baker misses 3-pt jump shot from 29 ft,,84,102
378,4,7:39.0,,Defensive rebound by M. Morris,84,102
379,4,7:16.0,,Turnover by T. Burke (lost ball),84,102
380,4,7:16.0,C. Anthony enters the game for R. Baker,,84,102
381,4,7:06.0,J. Holiday misses 2-pt jump shot from 19 ft,,84,102
382,4,7:05.0,,Defensive rebound by J. Smith,84,102
383,4,6:43.0,,B. Beal misses 3-pt jump shot from 26 ft,84,102
384,4,6:42.0,Defensive rebound by C. Anthony,,84,102
385,4,6:38.0,K. O'Quinn makes 2-pt dunk at rim (assist by J. Holiday),,86,102
