,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CHARLOTTE_ACTION,BROOKLYN_SCORE,CHARLOTTE_SCORE
0,1,11:49.0,Turnover by B. Bogdanović (traveling),,0,0
1,1,11:38.0,,F. Kaminsky misses 2-pt jump shot from 19 ft,0,0
2,1,11:37.0,Defensive rebound by R. Hollis-Jefferson,,0,0
3,1,11:26.0,R. Foye misses 3-pt jump shot from 25 ft,,0,0
4,1,11:25.0,,Defensive rebound by K. Walker,0,0
5,1,11:17.0,,K. Walker misses 2-pt layup from 1 ft (block by B. Lopez),0,0
6,1,11:15.0,Defensive rebound by B. Lopez,,0,0
7,1,11:05.0,Turnover by R. Foye (bad pass),,0,0
8,1,10:53.0,,Turnover by N. Batum (bad pass; steal by S. Dinwiddie),0,0
9,1,10:48.0,S. Dinwiddie makes 2-pt layup at rim,,2,0
10,1,10:27.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by F. Kaminsky),2,2
11,1,10:13.0,B. Bogdanović makes 2-pt dunk at rim (assist by B. Lopez),,4,2
12,1,9:56.0,,M. Williams makes 2-pt jump shot from 8 ft,4,4
13,1,9:46.0,Personal foul by F. Kaminsky (drawn by B. Lopez),,4,4
14,1,9:35.0,R. Foye misses 2-pt jump shot from 21 ft,,4,4
15,1,9:34.0,,Defensive rebound by N. Batum,4,4
16,1,9:21.0,,M. Kidd-Gilchrist makes 2-pt jump shot from 19 ft (assist by K. Walker),4,6
17,1,9:06.0,S. Dinwiddie misses 2-pt layup from 5 ft (block by M. Williams),,4,6
18,1,9:04.0,,Defensive rebound by F. Kaminsky,4,6
19,1,8:55.0,,F. Kaminsky misses 3-pt jump shot from 28 ft,4,6
20,1,8:55.0,Defensive rebound by R. Foye,,4,6
21,1,8:43.0,B. Lopez misses 2-pt jump shot from 18 ft,,4,6
22,1,8:42.0,,Defensive rebound by K. Walker,4,6
23,1,8:34.0,,K. Walker misses 2-pt layup from 1 ft (block by R. Hollis-Jefferson),4,6
24,1,8:34.0,,Offensive rebound by Team,4,6
25,1,8:29.0,,M. Williams misses 2-pt jump shot from 19 ft,4,6
26,1,8:28.0,Defensive rebound by B. Bogdanović,,4,6
27,1,8:15.0,B. Lopez misses 2-pt jump shot from 14 ft,,4,6
28,1,8:14.0,,Defensive rebound by M. Williams,4,6
29,1,8:05.0,,N. Batum misses 2-pt jump shot from 17 ft,4,6
30,1,8:04.0,Defensive rebound by R. Foye,,4,6
31,1,7:59.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,4,6
32,1,7:56.0,,Defensive rebound by F. Kaminsky,4,6
33,1,7:49.0,,F. Kaminsky misses 3-pt jump shot from 27 ft,4,6
34,1,7:48.0,Defensive rebound by R. Foye,,4,6
35,1,7:26.0,R. Hollis-Jefferson misses 2-pt jump shot from 6 ft,,4,6
36,1,7:24.0,,Defensive rebound by F. Kaminsky,4,6
37,1,7:19.0,,N. Batum misses 2-pt layup from 1 ft,4,6
38,1,7:17.0,,Offensive rebound by F. Kaminsky,4,6
39,1,7:12.0,,K. Walker makes 3-pt jump shot from 26 ft (assist by F. Kaminsky),4,9
40,1,6:50.0,B. Lopez misses 2-pt jump shot from 9 ft,,4,9
41,1,6:49.0,,Defensive rebound by M. Williams,4,9
42,1,6:39.0,,F. Kaminsky misses 3-pt jump shot from 24 ft,4,9
43,1,6:37.0,Defensive rebound by B. Lopez,,4,9
44,1,6:21.0,B. Lopez misses 3-pt jump shot from 26 ft,,4,9
45,1,6:20.0,,Defensive rebound by M. Williams,4,9
46,1,6:08.0,,F. Kaminsky makes 2-pt layup from 2 ft (assist by M. Kidd-Gilchrist),4,11
47,1,6:07.0,Brooklyn full timeout,,4,11
48,1,6:07.0,J. Harris enters the game for B. Bogdanović,,4,11
49,1,6:07.0,T. Booker enters the game for R. Hollis-Jefferson,,4,11
50,1,6:07.0,I. Whitehead enters the game for S. Dinwiddie,,4,11
51,1,6:07.0,,J. Lamb enters the game for M. Williams,4,11
52,1,5:54.0,Turnover by B. Lopez (bad pass),,4,11
53,1,5:44.0,,K. Walker misses 2-pt layup from 3 ft (block by B. Lopez),4,11
54,1,5:44.0,,Offensive rebound by Team,4,11
55,1,5:36.0,,K. Walker misses 2-pt jump shot from 10 ft,4,11
56,1,5:35.0,,Offensive rebound by N. Batum,4,11
57,1,5:29.0,,N. Batum makes 3-pt jump shot from 24 ft (assist by F. Kaminsky),4,14
58,1,5:06.0,I. Whitehead misses 2-pt layup from 1 ft (block by J. Lamb),,4,14
59,1,5:06.0,Offensive rebound by Team,,4,14
60,1,5:06.0,J. Hamilton enters the game for B. Lopez,,4,14
61,1,5:06.0,S. Kilpatrick enters the game for R. Foye,,4,14
62,1,5:03.0,J. Hamilton misses 3-pt jump shot from 27 ft,,4,14
63,1,5:03.0,Offensive rebound by Team,,4,14
64,1,5:03.0,Turnover by Team (shot clock),,4,14
65,1,4:51.0,,N. Batum misses 3-pt jump shot from 26 ft,4,14
66,1,4:50.0,Defensive rebound by T. Booker,,4,14
67,1,4:44.0,Personal foul by J. Lamb (drawn by S. Kilpatrick),,4,14
68,1,4:37.0,J. Harris makes 3-pt jump shot from 24 ft (assist by S. Kilpatrick),,7,14
69,1,4:22.0,,K. Walker misses 2-pt jump shot from 13 ft,7,14
70,1,4:21.0,Defensive rebound by T. Booker,,7,14
71,1,4:08.0,I. Whitehead makes 2-pt layup from 1 ft (assist by J. Hamilton),,9,14
72,1,4:08.0,,Charlotte full timeout,9,14
73,1,4:08.0,,M. Plumlee enters the game for F. Kaminsky,9,14
74,1,3:55.0,,N. Batum makes 2-pt layup from 1 ft,9,16
75,1,3:42.0,Turnover by T. Booker (bad pass; steal by N. Batum),,9,16
76,1,3:27.0,,J. Lamb misses 2-pt jump shot from 11 ft,9,16
77,1,3:25.0,,Offensive rebound by M. Plumlee,9,16
78,1,3:23.0,,M. Plumlee makes 2-pt jump shot from 4 ft,9,18
79,1,3:05.0,J. Harris makes 3-pt jump shot from 24 ft (assist by I. Whitehead),,12,18
80,1,2:44.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 15 ft,12,18
81,1,2:43.0,Defensive rebound by J. Hamilton,,12,18
82,1,2:30.0,J. Hamilton makes 2-pt hook shot from 7 ft (assist by S. Kilpatrick),,14,18
83,1,2:08.0,,N. Batum makes 2-pt jump shot from 11 ft,14,20
84,1,1:49.0,T. Booker misses 2-pt layup from 1 ft,,14,20
85,1,1:46.0,,Defensive rebound by J. Lamb,14,20
86,1,1:45.0,,Charlotte full timeout,14,20
87,1,1:45.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,14,20
88,1,1:45.0,,M. Williams enters the game for K. Walker,14,20
89,1,1:45.0,,B. Roberts enters the game for N. Batum,14,20
90,1,1:38.0,,J. Lamb makes 2-pt layup from 3 ft,14,22
91,1,1:21.0,T. Booker misses 2-pt jump shot from 13 ft,,14,22
92,1,1:18.0,,Defensive rebound by J. Lamb,14,22
93,1,1:10.0,,J. Lamb makes 2-pt jump shot from 12 ft,14,24
94,1,0:55.0,I. Whitehead misses 2-pt layup from 2 ft,,14,24
95,1,0:53.0,Offensive rebound by T. Booker,,14,24
96,1,0:53.0,T. Booker misses 2-pt dunk from 1 ft,,14,24
97,1,0:52.0,,Defensive rebound by M. Williams,14,24
98,1,0:44.0,,J. Lamb misses 2-pt jump shot from 6 ft,14,24
99,1,0:43.0,,Offensive rebound by J. Lamb,14,24
100,1,0:39.0,,Personal foul by S. Kilpatrick (drawn by M. Williams),14,24
101,1,0:30.0,,J. Lamb misses 2-pt jump shot from 17 ft,14,24
102,1,0:29.0,Defensive rebound by T. Booker,,14,24
103,1,0:11.0,J. Harris misses 3-pt jump shot from 27 ft,,14,24
104,1,0:09.0,Offensive rebound by J. Hamilton,,14,24
105,1,0:09.0,Shooting foul by M. Plumlee (drawn by J. Hamilton),,14,24
106,1,0:09.0,J. Hamilton makes free throw 1 of 2,,15,24
107,1,0:09.0,J. Hamilton makes free throw 2 of 2,,16,24
108,2,11:50.0,,M. Belinelli makes 2-pt jump shot from 23 ft,16,26
109,2,11:50.0,,Shooting foul by J. Harris (drawn by M. Belinelli),16,26
110,2,11:50.0,,M. Belinelli misses free throw 1 of 1,16,26
111,2,11:49.0,Defensive rebound by J. Hamilton,,16,26
112,2,11:32.0,I. Whitehead misses 3-pt jump shot from 25 ft,,16,26
113,2,11:29.0,Offensive rebound by J. Hamilton,,16,26
114,2,11:29.0,J. Hamilton makes 2-pt layup from 1 ft,,18,26
115,2,11:15.0,,M. Belinelli misses 2-pt jump shot from 19 ft,18,26
116,2,11:14.0,Defensive rebound by T. Booker,,18,26
117,2,11:02.0,S. Kilpatrick misses 3-pt jump shot from 24 ft,,18,26
118,2,11:01.0,,Defensive rebound by M. Williams,18,26
119,2,10:55.0,,Turnover by B. Roberts (bad pass),18,26
120,2,10:37.0,S. Kilpatrick misses 3-pt jump shot from 25 ft,,18,26
121,2,10:34.0,,Defensive rebound by B. Roberts,18,26
122,2,10:21.0,,M. Williams misses 3-pt jump shot from 27 ft,18,26
123,2,10:20.0,Defensive rebound by T. Booker,,18,26
124,2,10:11.0,Turnover by Team (back court),,18,26
125,2,9:53.0,,J. Lamb makes 2-pt jump shot from 4 ft,18,28
126,2,9:53.0,,Shooting foul by S. Kilpatrick (drawn by J. Lamb),18,28
127,2,9:53.0,B. Bogdanović enters the game for J. Harris,,18,28
128,2,9:53.0,,J. Lamb makes free throw 1 of 1,18,29
129,2,9:41.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,18,29
130,2,9:40.0,,Defensive rebound by J. Lamb,18,29
131,2,9:30.0,,Turnover by M. Plumlee (lost ball; steal by I. Whitehead),18,29
132,2,9:23.0,Turnover by I. Whitehead (bad pass; steal by J. Lamb),,18,29
133,2,9:16.0,,Turnover by J. Lamb (bad pass; steal by J. Hamilton),18,29
134,2,9:04.0,J. Hamilton makes 3-pt jump shot from 26 ft (assist by I. Whitehead),,21,29
135,2,8:47.0,,M. Williams makes 2-pt layup from 2 ft (assist by M. Plumlee),21,31
136,2,8:28.0,Turnover by B. Bogdanović (offensive foul),,21,31
137,2,8:28.0,Offensive foul by B. Bogdanović (drawn by M. Plumlee),,21,31
138,2,8:28.0,Official timeout,,21,31
139,2,8:28.0,,N. Batum enters the game for J. Lamb,21,31
140,2,8:28.0,,F. Kaminsky enters the game for M. Plumlee,21,31
141,2,8:28.0,R. Foye enters the game for S. Kilpatrick,,21,31
142,2,8:13.0,,M. Belinelli misses 2-pt jump shot from 20 ft,21,31
143,2,8:12.0,Defensive rebound by B. Bogdanović,,21,31
144,2,8:02.0,T. Booker misses 3-pt jump shot from 25 ft,,21,31
145,2,8:01.0,,Defensive rebound by F. Kaminsky,21,31
146,2,7:49.0,,F. Kaminsky misses 2-pt jump shot from 16 ft,21,31
147,2,7:48.0,Defensive rebound by T. Booker,,21,31
148,2,7:40.0,T. Booker misses 2-pt hook shot from 3 ft,,21,31
149,2,7:36.0,,Defensive rebound by M. Williams,21,31
150,2,7:30.0,,M. Williams misses 3-pt jump shot from 25 ft,21,31
151,2,7:29.0,Defensive rebound by Team,,21,31
152,2,7:29.0,B. Lopez enters the game for J. Hamilton,,21,31
153,2,7:29.0,R. Hollis-Jefferson enters the game for T. Booker,,21,31
154,2,7:29.0,,K. Walker enters the game for B. Roberts,21,31
155,2,7:13.0,Offensive foul by B. Lopez (drawn by K. Walker),,21,31
156,2,7:13.0,Turnover by B. Lopez (offensive foul),,21,31
157,2,6:55.0,,K. Walker misses 2-pt layup from 2 ft,21,31
158,2,6:54.0,Defensive rebound by B. Lopez,,21,31
159,2,6:46.0,I. Whitehead misses 2-pt jump shot from 19 ft,,21,31
160,2,6:44.0,,Defensive rebound by M. Belinelli,21,31
161,2,6:36.0,,M. Belinelli makes 3-pt jump shot from 26 ft,21,34
162,2,6:10.0,B. Lopez makes 2-pt jump shot from 9 ft (assist by R. Foye),,23,34
163,2,5:49.0,,M. Williams makes 2-pt jump shot from 6 ft (assist by K. Walker),23,36
164,2,5:38.0,Shooting foul by M. Williams (drawn by B. Bogdanović),,23,36
165,2,5:38.0,,Charlotte full timeout,23,36
166,2,5:38.0,B. Bogdanović makes free throw 1 of 2,,24,36
167,2,5:38.0,S. Dinwiddie enters the game for I. Whitehead,,23,36
168,2,5:38.0,,M. Kidd-Gilchrist enters the game for M. Williams,23,36
169,2,5:38.0,B. Bogdanović makes free throw 2 of 2,,25,36
170,2,5:22.0,,M. Kidd-Gilchrist makes 2-pt layup from 2 ft (assist by N. Batum),25,38
171,2,5:06.0,B. Bogdanović makes 2-pt jump shot from 5 ft,,27,38
172,2,4:44.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 3 ft (block by B. Lopez),27,38
173,2,4:42.0,,Offensive rebound by M. Kidd-Gilchrist,27,38
174,2,4:35.0,,M. Kidd-Gilchrist misses 2-pt jump shot from 16 ft,27,38
175,2,4:33.0,Defensive rebound by R. Hollis-Jefferson,,27,38
176,2,4:25.0,R. Hollis-Jefferson misses 2-pt jump shot from 11 ft,,27,38
177,2,4:23.0,,Defensive rebound by N. Batum,27,38
178,2,4:18.0,,N. Batum misses 2-pt jump shot from 5 ft,27,38
179,2,4:17.0,Defensive rebound by B. Lopez,,27,38
180,2,4:08.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by R. Hollis-Jefferson),,29,38
181,2,3:53.0,,K. Walker misses 2-pt jump shot from 9 ft,29,38
182,2,3:52.0,,Offensive rebound by K. Walker,29,38
183,2,3:48.0,,K. Walker makes 2-pt jump shot from 18 ft,29,40
184,2,3:21.0,B. Lopez misses 2-pt jump shot from 21 ft,,29,40
185,2,3:21.0,Offensive rebound by Team,,29,40
186,2,3:21.0,Turnover by Team (shot clock),,29,40
187,2,3:10.0,,Shooting foul by R. Foye (drawn by M. Belinelli),29,40
188,2,3:10.0,,M. Belinelli makes free throw 1 of 2,29,41
189,2,3:10.0,J. Harris enters the game for R. Foye,,29,41
190,2,3:10.0,,M. Belinelli makes free throw 2 of 2,29,42
191,2,3:03.0,Turnover by R. Hollis-Jefferson (bad pass; steal by N. Batum),,29,42
