,QUARTER,TIME_REMAINING,BOSTON_ACTION,PORTLAND_ACTION,BOSTON_SCORE,PORTLAND_SCORE
387,4,6:22.0,M. Smart makes 2-pt jump shot from 5 ft (assist by A. Horford),,96,93
388,4,6:22.0,Shooting foul by D. Lillard (drawn by M. Smart),,96,93
389,4,6:22.0,K. Olynyk enters the game for G. Green,,96,93
390,4,6:22.0,M. Smart makes free throw 1 of 1,,97,93
391,4,6:09.0,,D. Lillard misses 3-pt jump shot from 27 ft,97,93
392,4,6:08.0,,Offensive rebound by D. Lillard,97,93
393,4,6:08.0,,Shooting foul by K. Olynyk (drawn by D. Lillard),97,93
394,4,6:08.0,,D. Lillard makes free throw 1 of 2,97,94
395,4,6:08.0,,D. Lillard makes free throw 2 of 2,97,95
396,4,5:54.0,M. Smart makes 2-pt layup from 2 ft (assist by J. Brown),,99,95
397,4,5:43.0,,A. Aminu makes 3-pt jump shot from 25 ft (assist by D. Lillard),99,98
398,4,5:20.0,K. Olynyk makes 3-pt jump shot from 25 ft (assist by I. Thomas),,102,98
399,4,4:56.0,,A. Aminu makes 2-pt dunk at rim,102,100
400,4,4:38.0,,Portland full timeout,102,100
401,4,4:35.0,K. Olynyk misses 2-pt jump shot from 21 ft,,102,100
402,4,4:34.0,Offensive rebound by Team,,102,100
403,4,4:32.0,Turnover by I. Thomas (lost ball),,102,100
404,4,4:17.0,,C. McCollum misses 2-pt jump shot from 20 ft,102,100
405,4,4:17.0,Defensive rebound by J. Brown,,102,100
406,4,3:55.0,I. Thomas misses 3-pt jump shot from 26 ft,,102,100
407,4,3:53.0,Offensive rebound by J. Brown,,102,100
408,4,3:50.0,J. Brown makes 2-pt layup from 1 ft,,104,100
409,4,3:27.0,,D. Lillard makes 2-pt jump shot from 14 ft,104,102
410,4,3:02.0,Personal foul by A. Crabbe (drawn by A. Horford),,104,102
411,4,3:02.0,T. Rozier enters the game for K. Olynyk,,104,102
412,4,2:54.0,I. Thomas makes 2-pt layup from 2 ft,,106,102
413,4,2:39.0,,Shooting foul by A. Horford (drawn by D. Lillard),106,102
414,4,2:39.0,Boston full timeout,,106,102
415,4,2:39.0,,D. Lillard makes free throw 1 of 2,106,103
416,4,2:39.0,,D. Lillard makes free throw 2 of 2,106,104
417,4,2:18.0,J. Brown misses 2-pt jump shot from 3 ft,,106,104
418,4,2:17.0,,Defensive rebound by A. Aminu,106,104
419,4,2:11.0,,Turnover by A. Aminu (lost ball; steal by M. Smart),106,104
420,4,2:10.0,Shooting foul by C. McCollum (drawn by J. Brown),,106,104
421,4,2:10.0,J. Brown makes free throw 1 of 2,,107,104
422,4,2:10.0,J. Brown makes free throw 2 of 2,,108,104
423,4,1:51.0,,A. Aminu misses 3-pt jump shot from 23 ft,108,104
424,4,1:50.0,Defensive rebound by A. Horford,,108,104
425,4,1:41.0,Boston full timeout,,108,104
426,4,1:37.0,A. Horford misses 2-pt layup from 1 ft (block by M. Plumlee),,108,104
427,4,1:36.0,Offensive rebound by M. Smart,,108,104
428,4,1:36.0,M. Smart makes 2-pt layup from 1 ft,,110,104
429,4,1:27.0,Offensive charge foul by D. Lillard (drawn by M. Smart),,110,104
430,4,1:27.0,,Turnover by D. Lillard (offensive foul),110,104
431,4,1:12.0,Shooting foul by D. Lillard (drawn by J. Brown),,110,104
432,4,1:12.0,J. Brown makes free throw 1 of 2,,111,104
433,4,1:12.0,J. Brown makes free throw 2 of 2,,112,104
434,4,1:12.0,,Portland full timeout,112,104
435,4,1:12.0,Violation by Team (jump ball),,112,104
436,4,1:12.0,,P. Connaughton enters the game for M. Plumlee,112,104
437,4,1:12.0,,M. Leonard enters the game for A. Aminu,112,104
438,4,1:08.0,,C. McCollum misses 3-pt jump shot from 25 ft,112,104
439,4,1:06.0,Defensive rebound by M. Smart,,112,104
440,4,1:00.0,I. Thomas makes 2-pt layup from 1 ft,,114,104
441,4,0:48.0,,A. Crabbe makes 3-pt jump shot from 25 ft (assist by M. Leonard),114,107
442,4,0:46.0,Personal take foul by C. McCollum (drawn by I. Thomas),,114,107
443,4,0:46.0,I. Thomas makes free throw 1 of 2,,115,107
444,4,0:46.0,I. Thomas makes free throw 2 of 2,,116,107
445,4,0:39.0,,D. Lillard makes 2-pt layup from 1 ft,116,109
446,4,0:36.0,M. Smart makes 2-pt dunk at rim (assist by J. Brown),,118,109
447,4,0:30.0,,C. McCollum makes 2-pt layup from 1 ft,118,111
448,4,0:28.0,Personal take foul by C. McCollum (drawn by I. Thomas),,118,111
449,4,0:28.0,I. Thomas makes free throw 1 of 2,,119,111
450,4,0:28.0,I. Thomas makes free throw 2 of 2,,120,111
451,4,0:19.0,,D. Lillard misses 3-pt jump shot from 24 ft,120,111
452,4,0:19.0,Defensive rebound by I. Thomas,,120,111
