,QUARTER,TIME_REMAINING,MEMPHIS_ACTION,PHOENIX_ACTION,MEMPHIS_SCORE,PHOENIX_SCORE
0,1,11:40.0,M. Conley makes 3-pt jump shot from 23 ft (assist by M. Gasol),,3,0
1,1,11:23.0,,T. Warren makes 2-pt jump shot from 13 ft,3,2
2,1,11:08.0,M. Conley makes 2-pt layup from 3 ft,,5,2
3,1,10:48.0,,M. Chriss misses 3-pt jump shot from 24 ft,5,2
4,1,10:48.0,Defensive rebound by M. Conley,,5,2
5,1,10:36.0,M. Gasol makes 2-pt jump shot from 21 ft (assist by M. Conley),,7,2
6,1,10:34.0,,Phoenix full timeout,7,2
7,1,10:23.0,,Turnover by M. Chriss (bad pass; steal by M. Conley),7,2
8,1,10:12.0,C. Parsons misses 2-pt layup at rim,,7,2
9,1,10:11.0,,Defensive rebound by D. Booker,7,2
10,1,10:05.0,,D. Booker makes 2-pt jump shot from 18 ft,7,4
11,1,9:49.0,Personal foul by T. Chandler (drawn by T. Allen),,7,4
12,1,9:37.0,T. Allen misses 3-pt jump shot from 24 ft,,7,4
13,1,9:37.0,,Defensive rebound by M. Chriss,7,4
14,1,9:30.0,,Turnover by D. Booker (lost ball; steal by T. Allen),7,4
15,1,9:25.0,T. Allen makes 2-pt layup from 1 ft,,9,4
16,1,9:20.0,,Shooting foul by C. Parsons (drawn by D. Booker),9,4
17,1,9:20.0,,D. Booker misses free throw 1 of 2,9,4
18,1,9:20.0,,Offensive rebound by Team,9,4
19,1,9:20.0,,D. Booker makes free throw 2 of 2,9,5
20,1,9:06.0,Turnover by C. Parsons (lost ball),,9,5
21,1,8:54.0,,D. Booker makes 2-pt jump shot from 21 ft (assist by E. Bledsoe),9,7
22,1,8:40.0,M. Gasol makes 3-pt jump shot from 25 ft (assist by M. Conley),,12,7
23,1,8:28.0,,Turnover by D. Booker (bad pass; steal by M. Gasol),12,7
24,1,8:22.0,M. Conley misses 3-pt jump shot from 26 ft,,12,7
25,1,8:20.0,Offensive rebound by J. Green,,12,7
26,1,8:20.0,J. Green misses 2-pt layup at rim,,12,7
27,1,8:18.0,,Defensive rebound by E. Bledsoe,12,7
28,1,8:12.0,,T. Warren misses 2-pt jump shot from 18 ft,12,7
29,1,8:11.0,Defensive rebound by J. Green,,12,7
30,1,7:51.0,M. Gasol misses 2-pt hook shot from 4 ft,,12,7
31,1,7:50.0,Offensive rebound by M. Gasol,,12,7
32,1,7:46.0,Personal foul by T. Chandler (drawn by M. Gasol),,12,7
33,1,7:46.0,,A. Len enters the game for T. Chandler,12,7
34,1,7:41.0,Shooting foul by A. Len (drawn by C. Parsons),,12,7
35,1,7:41.0,C. Parsons makes free throw 1 of 2,,13,7
36,1,7:41.0,C. Parsons makes free throw 2 of 2,,14,7
37,1,7:23.0,,A. Len makes 2-pt layup from 3 ft (assist by E. Bledsoe),14,9
38,1,7:11.0,M. Conley misses 2-pt layup from 2 ft (block by M. Chriss),,14,9
39,1,7:10.0,Offensive rebound by Team,,14,9
40,1,7:03.0,C. Parsons misses 2-pt jump shot from 12 ft (block by E. Bledsoe),,14,9
41,1,7:02.0,,Defensive rebound by E. Bledsoe,14,9
42,1,6:54.0,,Shooting foul by T. Allen (drawn by E. Bledsoe),14,9
43,1,6:54.0,,E. Bledsoe makes free throw 1 of 2,14,10
44,1,6:54.0,,E. Bledsoe misses free throw 2 of 2,14,10
45,1,6:54.0,J. Ennis enters the game for C. Parsons,,14,10
46,1,6:53.0,Defensive rebound by J. Green,,14,10
47,1,6:39.0,M. Conley makes 2-pt layup from 1 ft,,16,10
48,1,6:30.0,,Personal block foul by J. Green (drawn by E. Bledsoe),16,10
49,1,6:22.0,,M. Chriss makes 3-pt jump shot from 23 ft (assist by E. Bledsoe),16,13
50,1,6:06.0,M. Gasol makes 3-pt jump shot from 26 ft (assist by T. Allen),,19,13
51,1,5:54.0,,E. Bledsoe misses 3-pt jump shot from 28 ft,19,13
52,1,5:53.0,,Offensive rebound by M. Chriss,19,13
53,1,5:52.0,,M. Chriss makes 2-pt jump shot from 8 ft,19,15
54,1,5:46.0,Memphis full timeout,,19,15
55,1,5:46.0,A. Harrison enters the game for M. Conley,,19,15
56,1,5:27.0,Shooting foul by T. Warren (drawn by J. Ennis),,19,15
57,1,5:27.0,J. Ennis makes free throw 1 of 2,,20,15
58,1,5:27.0,Z. Randolph enters the game for J. Green,,20,15
59,1,5:27.0,J. Ennis makes free throw 2 of 2,,21,15
60,1,5:16.0,,A. Len misses 2-pt layup from 2 ft (block by M. Gasol),21,15
61,1,5:15.0,,Offensive rebound by T. Warren,21,15
62,1,5:13.0,,T. Warren misses 2-pt layup from 2 ft,21,15
63,1,5:13.0,Defensive rebound by Team,,21,15
64,1,4:53.0,Turnover by M. Gasol (bad pass; steal by T. Warren),,21,15
65,1,4:45.0,,Shooting foul by J. Ennis (drawn by D. Booker),21,15
66,1,4:45.0,,D. Booker makes free throw 1 of 2,21,16
67,1,4:45.0,V. Carter enters the game for T. Allen,,21,16
68,1,4:45.0,,D. Booker makes free throw 2 of 2,21,17
69,1,4:32.0,Shooting foul by T. Warren (drawn by M. Gasol),,21,17
70,1,4:32.0,M. Gasol makes free throw 1 of 2,,22,17
71,1,4:32.0,,P. Tucker enters the game for T. Warren,22,17
