,QUARTER,TIME_REMAINING,UTAH_ACTION,CHARLOTTE_ACTION,UTAH_SCORE,CHARLOTTE_SCORE
381,4,3:45.0,G. Hayward makes free throw 1 of 1,,91,96
382,4,3:32.0,,K. Walker makes 2-pt jump shot from 16 ft (assist by N. Batum),91,98
383,4,3:20.0,Personal foul by N. Batum (drawn by G. Hayward),,91,98
384,4,3:20.0,G. Hayward makes free throw 1 of 2,,92,98
385,4,3:20.0,,M. Kidd-Gilchrist enters the game for M. Belinelli,92,98
386,4,3:20.0,G. Hayward makes free throw 2 of 2,,93,98
387,4,3:07.0,,N. Batum misses 3-pt jump shot from 25 ft,93,98
388,4,3:07.0,,Offensive rebound by Team,93,98
389,4,3:07.0,Loose ball foul by D. Favors (drawn by C. Zeller),,93,98
390,4,3:07.0,,C. Zeller makes free throw 1 of 2,93,99
391,4,3:07.0,,C. Zeller misses free throw 2 of 2,93,99
392,4,3:05.0,Defensive rebound by G. Hayward,,93,99
393,4,2:42.0,J. Johnson misses 2-pt jump shot from 18 ft,,93,99
394,4,2:40.0,Offensive rebound by D. Favors,,93,99
395,4,2:36.0,G. Hayward misses 3-pt jump shot from 26 ft,,93,99
396,4,2:35.0,,Defensive rebound by M. Williams,93,99
397,4,2:22.0,,K. Walker makes 2-pt layup from 1 ft,93,101
398,4,2:11.0,Shooting foul by C. Zeller (drawn by R. Hood),,93,101
399,4,2:11.0,,Charlotte full timeout,93,101
400,4,2:11.0,R. Hood makes free throw 1 of 2,,94,101
401,4,2:11.0,R. Hood misses free throw 2 of 2,,94,101
402,4,2:10.0,,Defensive rebound by N. Batum,94,101
403,4,2:07.0,,Personal foul by G. Hayward (drawn by K. Walker),94,101
404,4,2:07.0,,K. Walker makes free throw 1 of 2,94,102
405,4,2:07.0,,K. Walker makes free throw 2 of 2,94,103
406,4,1:51.0,Turnover by G. Hayward (bad pass),,94,103
407,4,1:33.0,,K. Walker misses 2-pt jump shot from 18 ft,94,103
408,4,1:33.0,,Offensive rebound by Team,94,103
409,4,1:33.0,Loose ball foul by G. Hayward (drawn by C. Zeller),,94,103
410,4,1:33.0,,C. Zeller misses free throw 1 of 2,94,103
411,4,1:33.0,,Offensive rebound by Team,94,103
412,4,1:33.0,,C. Zeller makes free throw 2 of 2,94,104
413,4,1:33.0,Utah full timeout,,94,104
414,4,1:23.0,R. Hood misses 3-pt jump shot from 25 ft,,94,104
415,4,1:22.0,,Defensive rebound by M. Williams,94,104
416,4,1:09.0,,K. Walker misses 3-pt jump shot from 25 ft,94,104
417,4,1:07.0,Defensive rebound by D. Favors,,94,104
418,4,0:59.0,D. Favors misses 3-pt jump shot from 25 ft,,94,104
419,4,0:59.0,Offensive rebound by Team,,94,104
420,4,0:59.0,,Loose ball foul by K. Walker (drawn by G. Hayward),94,104
421,4,0:59.0,G. Hayward makes free throw 1 of 2,,95,104
422,4,0:59.0,G. Hayward makes free throw 2 of 2,,96,104
423,4,0:59.0,,Charlotte full timeout,96,104
424,4,0:59.0,,M. Belinelli enters the game for M. Kidd-Gilchrist,96,104
425,4,0:44.0,,Turnover by M. Belinelli (bad pass; steal by R. Hood),96,104
426,4,0:39.0,S. Mack misses 2-pt layup from 1 ft,,96,104
427,4,0:38.0,Offensive rebound by J. Johnson,,96,104
428,4,0:34.0,J. Johnson misses 3-pt jump shot from 24 ft,,96,104
429,4,0:33.0,,Defensive rebound by C. Zeller,96,104
430,4,0:09.0,,K. Walker misses 2-pt layup from 1 ft,96,104
431,4,0:08.0,Defensive rebound by J. Johnson,,96,104
432,4,0:03.0,S. Mack makes 2-pt layup from 1 ft (assist by J. Johnson),,98,104
