,QUARTER,TIME_REMAINING,LA LAKERS_ACTION,CLEVELAND_ACTION,LA LAKERS_SCORE,CLEVELAND_SCORE
58,1,3:41.0,,J. Smith makes 3-pt jump shot from 24 ft (assist by K. Love),18,15
59,1,3:33.0,J. Randle misses 2-pt jump shot from 7 ft,,18,15
60,1,3:33.0,,Defensive rebound by Team,18,15
61,1,3:13.0,,J. Smith misses 2-pt jump shot from 18 ft,18,15
62,1,3:12.0,Defensive rebound by L. Nance,,18,15
63,1,3:07.0,Shooting foul by J. Smith (drawn by J. Randle),,18,15
64,1,3:07.0,J. Randle makes 2-pt layup from 1 ft (assist by N. Young),,20,15
65,1,3:07.0,J. Randle misses free throw 1 of 1,,20,15
66,1,3:05.0,,Defensive rebound by K. Love,20,15
67,1,2:57.0,,T. Thompson makes 2-pt dunk at rim (assist by K. Irving),20,17
68,1,2:52.0,LA Lakers full timeout,,20,17
69,1,2:52.0,,I. Shumpert enters the game for L. James,20,17
70,1,2:52.0,,D. Liggins enters the game for J. Smith,20,17
71,1,2:52.0,,R. Jefferson enters the game for K. Irving,20,17
72,1,2:52.0,L. Williams enters the game for J. Randle,,20,17
73,1,2:43.0,N. Young makes 3-pt jump shot from 27 ft (assist by B. Ingram),,23,17
74,1,2:26.0,Violation by B. Ingram (def goaltending),,23,17
75,1,2:26.0,,K. Love makes 2-pt hook shot from 7 ft (assist by D. Liggins),23,19
76,1,2:15.0,Shooting foul by D. Liggins (drawn by L. Williams),,23,19
77,1,2:15.0,L. Williams makes free throw 1 of 3,,24,19
78,1,2:15.0,L. Williams misses free throw 2 of 3,,24,19
79,1,2:15.0,Offensive rebound by Team,,24,19
80,1,2:15.0,L. Williams makes free throw 3 of 3,,25,19
81,1,2:00.0,,K. Love makes 2-pt jump shot from 7 ft,25,21
82,1,1:52.0,Personal foul by I. Shumpert (drawn by L. Nance),,25,21
83,1,1:52.0,L. Deng enters the game for N. Young,,25,21
84,1,1:52.0,,L. James enters the game for T. Thompson,25,21
85,1,1:49.0,Shooting foul by D. Liggins (drawn by J. Clarkson),,25,21
86,1,1:49.0,J. Clarkson makes free throw 1 of 2,,26,21
87,1,1:49.0,J. Clarkson makes free throw 2 of 2,,27,21
88,1,1:33.0,,K. Love misses 2-pt jump shot from 18 ft,27,21
89,1,1:33.0,Defensive rebound by B. Ingram,,27,21
90,1,1:27.0,Personal foul by R. Jefferson,,27,21
91,1,1:27.0,L. Williams makes free throw 1 of 2,,28,21
92,1,1:27.0,L. Williams makes free throw 2 of 2,,29,21
93,1,1:05.0,,K. Love makes 2-pt layup from 2 ft (assist by L. James),29,23
94,1,0:53.0,B. Ingram misses 3-pt jump shot from 24 ft,,29,23
95,1,0:52.0,Offensive rebound by J. Clarkson,,29,23
96,1,0:40.0,B. Ingram makes 2-pt layup from 1 ft (assist by L. Williams),,31,23
97,1,0:29.0,,Def 3 sec tech foul by J. Clarkson,31,23
98,1,0:29.0,,L. James misses technical free throw,31,23
99,1,0:29.0,,Offensive rebound by Team,31,23
100,1,0:16.0,,I. Shumpert misses 3-pt jump shot from 23 ft,31,23
101,1,0:15.0,,Offensive rebound by K. Love,31,23
102,1,0:01.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by L. James),31,26
103,2,11:49.0,J. Clarkson misses 3-pt jump shot from 25 ft,,31,26
104,2,11:49.0,,Defensive rebound by K. Irving,31,26
105,2,11:36.0,,I. Shumpert makes 2-pt layup at rim (assist by C. Frye),31,28
106,2,11:36.0,,Shooting foul by L. Williams (drawn by I. Shumpert),31,28
107,2,11:36.0,,I. Shumpert makes free throw 1 of 1,31,29
108,2,11:14.0,L. Williams misses 3-pt jump shot from 26 ft,,31,29
109,2,11:13.0,,Defensive rebound by I. Shumpert,31,29
110,2,11:05.0,,R. Jefferson misses 3-pt jump shot from 23 ft,31,29
111,2,11:05.0,Defensive rebound by J. Clarkson,,31,29
112,2,11:00.0,Turnover by J. Clarkson (bad pass; steal by K. Irving),,31,29
113,2,10:58.0,,L. James misses 2-pt dunk at rim,31,29
114,2,10:57.0,,Offensive rebound by K. Irving,31,29
115,2,10:56.0,,K. Irving makes 2-pt layup at rim,31,31
116,2,10:30.0,L. Deng misses 2-pt jump shot from 15 ft,,31,31
117,2,10:28.0,,Defensive rebound by L. James,31,31
118,2,10:20.0,,I. Shumpert misses 3-pt jump shot from 25 ft,31,31
119,2,10:18.0,Defensive rebound by L. Deng,,31,31
120,2,10:06.0,L. Nance misses 2-pt jump shot from 18 ft,,31,31
121,2,10:06.0,,Defensive rebound by L. James,31,31
122,2,9:46.0,,R. Jefferson makes 3-pt jump shot from 24 ft (assist by K. Irving),31,34
123,2,9:40.0,LA Lakers full timeout,,31,34
124,2,9:40.0,J. Randle enters the game for L. Deng,,31,34
125,2,9:19.0,J. Clarkson misses 3-pt jump shot from 26 ft,,31,34
126,2,9:19.0,,Defensive rebound by K. Irving,31,34
127,2,9:19.0,,Personal foul by L. Nance (drawn by K. Irving),31,34
128,2,9:06.0,,Shooting foul by N. Young (drawn by L. James),31,34
129,2,9:06.0,,L. James makes free throw 1 of 2,31,35
130,2,9:06.0,,L. James makes free throw 2 of 2,31,36
131,2,8:53.0,Turnover by J. Randle (lost ball; steal by C. Frye),,31,36
132,2,8:47.0,,R. Jefferson makes 2-pt layup at rim (assist by K. Irving),31,38
133,2,8:38.0,J. Randle makes 2-pt layup from 3 ft,,33,38
134,2,8:24.0,,C. Frye makes 2-pt jump shot from 15 ft (assist by K. Irving),33,40
135,2,8:15.0,J. Randle misses 2-pt layup from 3 ft (block by R. Jefferson),,33,40
136,2,8:14.0,Offensive rebound by J. Clarkson,,33,40
137,2,8:06.0,L. Williams misses 2-pt jump shot from 17 ft,,33,40
138,2,8:04.0,,Defensive rebound by K. Irving,33,40
139,2,7:56.0,,Shooting foul by L. Nance (drawn by L. James),33,40
140,2,7:56.0,,L. James makes free throw 1 of 2,33,41
141,2,7:56.0,,L. James misses free throw 2 of 2,33,41
142,2,7:54.0,Defensive rebound by J. Clarkson,,33,41
143,2,7:37.0,J. Clarkson makes 3-pt jump shot from 27 ft (assist by J. Randle),,36,41
144,2,7:12.0,,L. James misses 3-pt jump shot from 26 ft,36,41
145,2,7:12.0,Defensive rebound by L. Williams,,36,41
146,2,7:04.0,L. Williams misses 2-pt jump shot from 6 ft (block by L. James),,36,41
147,2,7:04.0,Offensive rebound by L. Williams,,36,41
148,2,6:56.0,N. Young makes 2-pt jump shot from 15 ft (assist by L. Nance),,38,41
149,2,6:44.0,,K. Irving makes 2-pt layup from 1 ft,38,43
150,2,6:44.0,,Shooting foul by L. Nance (drawn by K. Irving),38,43
151,2,6:44.0,,K. Irving makes free throw 1 of 1,38,44
152,2,6:28.0,J. Randle misses 2-pt jump shot from 7 ft,,38,44
153,2,6:26.0,,Defensive rebound by L. James,38,44
154,2,6:09.0,,I. Shumpert misses 3-pt jump shot from 26 ft,38,44
155,2,6:09.0,,Offensive rebound by L. James,38,44
156,2,6:02.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by L. James),38,47
157,2,5:56.0,Shooting foul by C. Frye (drawn by L. Williams),,38,47
158,2,5:56.0,Official timeout,,38,47
159,2,5:56.0,L. Williams misses free throw 1 of 2,,38,47
160,2,5:56.0,Offensive rebound by Team,,38,47
161,2,5:56.0,B. Ingram enters the game for J. Clarkson,,38,47
162,2,5:56.0,L. Deng enters the game for L. Nance,,38,47
163,2,5:56.0,L. Williams makes free throw 2 of 2,,39,47
164,2,5:45.0,,Turnover by K. Irving (bad pass; steal by L. Deng),39,47
165,2,5:34.0,Shooting foul by I. Shumpert (drawn by L. Williams),,39,47
166,2,5:34.0,L. Williams makes free throw 1 of 3,,40,47
167,2,5:34.0,L. Williams makes free throw 2 of 3,,41,47
168,2,5:34.0,L. Williams makes free throw 3 of 3,,42,47
169,2,5:21.0,,K. Irving misses 2-pt jump shot from 16 ft,42,47
170,2,5:19.0,Defensive rebound by B. Ingram,,42,47
171,2,5:13.0,N. Young makes 3-pt jump shot from 28 ft (assist by B. Ingram),,45,47
172,2,5:06.0,,Personal block foul by N. Young (drawn by K. Irving),45,47
173,2,5:06.0,,K. Irving makes free throw 1 of 2,45,48
174,2,5:06.0,,K. Love enters the game for L. James,45,48
175,2,5:06.0,,J. Smith enters the game for R. Jefferson,45,48
176,2,5:06.0,,T. Thompson enters the game for C. Frye,45,48
177,2,5:06.0,,K. Irving makes free throw 2 of 2,45,49
178,2,4:49.0,L. Deng misses 3-pt jump shot from 23 ft,,45,49
179,2,4:49.0,,Defensive rebound by K. Love,45,49
180,2,4:28.0,,K. Irving makes 2-pt layup from 1 ft,45,51
181,2,4:00.0,J. Randle misses 2-pt jump shot from 9 ft,,45,51
182,2,3:59.0,,Defensive rebound by K. Love,45,51
183,2,3:52.0,,K. Irving makes 3-pt jump shot from 27 ft,45,54
184,2,3:52.0,LA Lakers full timeout,,45,54
185,2,3:52.0,J. Clarkson enters the game for L. Williams,,45,54
186,2,3:30.0,N. Young misses 3-pt jump shot from 26 ft,,45,54
187,2,3:30.0,Offensive rebound by B. Ingram,,45,54
188,2,3:09.0,J. Randle makes 2-pt jump shot from 14 ft,,47,54
189,2,2:57.0,,K. Irving misses 3-pt jump shot from 27 ft,47,54
190,2,2:57.0,Defensive rebound by L. Deng,,47,54
191,2,2:49.0,N. Young makes 3-pt jump shot from 25 ft (assist by B. Ingram),,50,54
192,2,2:48.0,,Cleveland full timeout,50,54
193,2,2:36.0,,K. Love misses 2-pt jump shot from 11 ft,50,54
194,2,2:34.0,Defensive rebound by B. Ingram,,50,54
195,2,2:22.0,Turnover by L. Deng (lost ball; steal by J. Smith),,50,54
196,2,2:15.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Irving),50,57
197,2,1:55.0,L. Deng makes 3-pt jump shot from 26 ft (assist by B. Ingram),,53,57
198,2,1:35.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by K. Irving),53,60
199,2,1:13.0,N. Young misses 3-pt jump shot from 25 ft,,53,60
200,2,1:13.0,,Defensive rebound by J. Smith,53,60
201,2,1:06.0,,J. Smith misses 3-pt jump shot from 25 ft,53,60
202,2,1:03.0,Defensive rebound by L. Deng,,53,60
203,2,0:59.0,J. Randle makes 2-pt layup from 1 ft (assist by L. Deng),,55,60
204,2,0:40.0,,I. Shumpert misses 3-pt jump shot from 25 ft,55,60
205,2,0:40.0,Defensive rebound by L. Deng,,55,60
206,2,0:31.0,J. Randle makes 2-pt hook shot from 9 ft (assist by N. Young),,57,60
207,2,0:06.0,,K. Irving misses 2-pt jump shot from 11 ft,57,60
208,2,0:06.0,,Offensive rebound by K. Love,57,60
209,2,0:06.0,,K. Love makes 2-pt layup from 1 ft,57,62
210,2,0:00.0,J. Clarkson makes 2-pt layup from 1 ft,,59,62
211,3,11:46.0,Turnover by J. Randle (bad pass; steal by K. Irving),,59,62
212,3,11:38.0,Violation by L. Deng (kicked ball),,59,62
213,3,11:30.0,,L. James misses 2-pt jump shot from 16 ft,59,62
214,3,11:30.0,Defensive rebound by J. Randle,,59,62
215,3,11:17.0,Turnover by B. Ingram (bad pass; steal by K. Irving),,59,62
216,3,11:01.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by L. James),59,65
217,3,10:42.0,Turnover by J. Randle (3 sec),,59,65
218,3,10:30.0,,K. Love makes 3-pt jump shot from 24 ft (assist by L. James),59,68
219,3,10:06.0,N. Young makes 3-pt jump shot from 25 ft (assist by J. Randle),,62,68
220,3,9:42.0,,K. Love makes 3-pt jump shot from 24 ft (assist by K. Irving),62,71
221,3,9:28.0,T. Mozgov misses 2-pt layup from 3 ft (block by L. James),,62,71
222,3,9:27.0,,Defensive rebound by L. James,62,71
223,3,9:23.0,,L. James misses 2-pt layup from 3 ft,62,71
224,3,9:21.0,,Offensive rebound by T. Thompson,62,71
225,3,9:21.0,,T. Thompson misses 2-pt dunk at rim,62,71
226,3,9:20.0,,Offensive rebound by T. Thompson,62,71
227,3,9:20.0,,T. Thompson makes 2-pt layup from 2 ft,62,73
228,3,9:20.0,LA Lakers full timeout,,62,73
229,3,9:07.0,T. Mozgov misses 2-pt dunk at rim,,62,73
230,3,9:06.0,Offensive rebound by L. Deng,,62,73
231,3,9:03.0,L. Deng makes 3-pt jump shot from 23 ft,,65,73
232,3,8:49.0,,Turnover by L. James (offensive foul),65,73
233,3,8:49.0,Offensive charge foul by L. James (drawn by L. Deng),,65,73
234,3,8:30.0,J. Randle misses 2-pt jump shot from 10 ft,,65,73
235,3,8:28.0,,Defensive rebound by K. Love,65,73
236,3,8:10.0,,K. Love misses 2-pt jump shot from 15 ft,65,73
237,3,8:09.0,Defensive rebound by T. Mozgov,,65,73
238,3,7:56.0,N. Young makes 3-pt jump shot from 26 ft (assist by J. Randle),,68,73
239,3,7:35.0,,L. James makes 2-pt dunk at rim,68,75
240,3,7:17.0,L. Deng misses 3-pt jump shot from 25 ft,,68,75
241,3,7:17.0,,Defensive rebound by K. Love,68,75
242,3,6:54.0,,T. Thompson misses 2-pt hook shot from 7 ft,68,75
243,3,6:54.0,,Offensive rebound by Team,68,75
244,3,6:54.0,Loose ball foul by N. Young (drawn by K. Love),,68,75
245,3,6:40.0,,T. Thompson misses 2-pt hook shot from 9 ft,68,75
246,3,6:39.0,Defensive rebound by J. Randle,,68,75
247,3,6:21.0,T. Mozgov misses 2-pt dunk at rim,,68,75
248,3,6:21.0,Offensive rebound by Team,,68,75
249,3,6:16.0,N. Young makes 2-pt layup from 1 ft (assist by B. Ingram),,70,75
250,3,5:54.0,,K. Love makes 3-pt jump shot from 23 ft (assist by L. James),70,78
251,3,5:32.0,Turnover by J. Randle (lost ball; steal by K. Love),,70,78
252,3,5:24.0,,Shooting foul by T. Mozgov (drawn by L. James),70,78
253,3,5:24.0,,L. James makes free throw 1 of 2,70,79
254,3,5:24.0,,L. James misses free throw 2 of 2,70,79
255,3,5:23.0,Defensive rebound by L. Deng,,70,79
256,3,5:03.0,B. Ingram makes 2-pt jump shot from 18 ft (assist by J. Randle),,72,79
257,3,4:49.0,,K. Irving misses 2-pt jump shot from 20 ft,72,79
258,3,4:48.0,Defensive rebound by N. Young,,72,79
259,3,4:41.0,T. Mozgov misses 2-pt hook shot from 8 ft,,72,79
260,3,4:38.0,,Defensive rebound by T. Thompson,72,79
261,3,4:31.0,,Personal foul by N. Young (drawn by T. Thompson),72,79
262,3,4:31.0,J. Clarkson enters the game for L. Deng,,72,79
263,3,4:31.0,L. Nance enters the game for T. Mozgov,,72,79
264,3,4:25.0,,Turnover by K. Irving (bad pass; steal by N. Young),72,79
265,3,4:21.0,J. Randle misses 2-pt layup from 1 ft,,72,79
266,3,4:19.0,,Defensive rebound by K. Love,72,79
267,3,3:59.0,,L. James makes 2-pt dunk at rim (assist by K. Irving),72,81
268,3,3:41.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by B. Ingram),,75,81
269,3,3:31.0,,K. Love makes 2-pt jump shot from 10 ft (assist by K. Irving),75,83
270,3,3:31.0,,Shooting foul by N. Young (drawn by K. Love),75,83
271,3,3:31.0,L. Williams enters the game for N. Young,,75,83
272,3,3:31.0,,K. Love makes free throw 1 of 1,75,84
273,3,3:04.0,L. Williams misses 3-pt jump shot from 23 ft,,75,84
274,3,3:03.0,,Defensive rebound by T. Thompson,75,84
275,3,2:48.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by K. Love),75,87
276,3,2:27.0,J. Clarkson makes 3-pt jump shot from 23 ft (assist by J. Randle),,78,87
277,3,2:19.0,,Cleveland full timeout,78,87
278,3,2:19.0,,I. Shumpert enters the game for L. James,78,87
279,3,2:19.0,L. Deng enters the game for J. Randle,,78,87
280,3,2:00.0,,K. Love misses 2-pt hook shot from 5 ft,78,87
281,3,1:59.0,Defensive rebound by B. Ingram,,78,87
282,3,1:37.0,Turnover by Team (shot clock),,78,87
283,3,1:16.0,,K. Irving misses 3-pt jump shot from 27 ft,78,87
284,3,1:16.0,Defensive rebound by B. Ingram,,78,87
285,3,1:03.0,B. Ingram makes 3-pt jump shot from 25 ft (assist by L. Nance),,81,87
286,3,0:43.0,,K. Love misses 2-pt jump shot from 6 ft,81,87
287,3,0:43.0,Defensive rebound by Team,,81,87
288,3,0:33.0,L. Williams misses 2-pt jump shot from 15 ft,,81,87
289,3,0:33.0,,Defensive rebound by K. Love,81,87
290,3,0:25.0,,K. Irving makes 2-pt layup at rim,81,89
291,3,0:06.0,,D. Liggins enters the game for K. Love,81,89
292,3,0:03.0,L. Deng makes 2-pt jump shot from 18 ft (assist by B. Ingram),,83,89
293,3,0:00.0,,K. Irving misses 3-pt jump shot from 26 ft,83,89
294,3,0:00.0,,Offensive rebound by Team,83,89
295,4,11:45.0,,R. Jefferson misses 2-pt jump shot from 19 ft,83,89
296,4,11:44.0,Defensive rebound by L. Nance,,83,89
297,4,11:34.0,Turnover by B. Ingram (bad pass),,83,89
298,4,11:20.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by L. James),83,92
299,4,11:01.0,L. Deng makes 3-pt jump shot from 24 ft (assist by L. Nance),,86,92
300,4,10:46.0,,Personal foul by J. Clarkson (drawn by D. Liggins),86,92
301,4,10:37.0,,L. James makes 3-pt jump shot from 26 ft (assist by C. Frye),86,95
302,4,10:21.0,LA Lakers full timeout,,86,95
303,4,10:10.0,L. Williams misses 3-pt jump shot from 26 ft,,86,95
304,4,10:10.0,,Defensive rebound by D. Liggins,86,95
305,4,9:57.0,,L. James misses 3-pt jump shot from 25 ft,86,95
306,4,9:57.0,Defensive rebound by L. Nance,,86,95
307,4,9:42.0,L. Deng misses 3-pt jump shot from 23 ft,,86,95
308,4,9:42.0,,Defensive rebound by Team,86,95
309,4,9:31.0,,Turnover by I. Shumpert (step out of bounds),86,95
310,4,9:17.0,J. Clarkson makes 2-pt jump shot from 16 ft,,88,95
311,4,8:55.0,,L. James makes 2-pt layup from 1 ft,88,97
312,4,8:49.0,Personal foul by I. Shumpert,,88,97
313,4,8:38.0,L. Williams makes 2-pt jump shot from 5 ft,,90,97
314,4,8:26.0,,L. James misses 2-pt layup from 3 ft (block by L. Nance),90,97
315,4,8:25.0,Defensive rebound by J. Clarkson,,90,97
316,4,8:25.0,Personal foul by R. Jefferson (drawn by J. Clarkson),,90,97
317,4,8:19.0,J. Clarkson misses 2-pt layup from 1 ft,,90,97
318,4,8:18.0,Offensive rebound by L. Deng,,90,97
319,4,8:15.0,L. Deng makes 2-pt layup at rim,,92,97
320,4,7:59.0,,I. Shumpert makes 2-pt jump shot from 19 ft (assist by L. James),92,99
321,4,7:34.0,B. Ingram misses 3-pt jump shot from 24 ft,,92,99
322,4,7:33.0,,Defensive rebound by L. James,92,99
323,4,7:20.0,,L. James makes 2-pt dunk at rim,92,101
324,4,7:18.0,LA Lakers full timeout,,92,101
325,4,7:08.0,N. Young enters the game for B. Ingram,,92,101
326,4,7:00.0,L. Nance makes 2-pt jump shot from 19 ft (assist by L. Williams),,94,101
327,4,6:36.0,,L. James misses 3-pt jump shot from 24 ft,94,101
328,4,6:35.0,,Offensive rebound by I. Shumpert,94,101
329,4,6:29.0,,Personal foul by J. Clarkson (drawn by C. Frye),94,101
330,4,6:16.0,,I. Shumpert misses 3-pt jump shot from 26 ft,94,101
331,4,6:15.0,,Offensive rebound by R. Jefferson,94,101
332,4,6:12.0,,R. Jefferson makes 2-pt layup from 1 ft,94,103
333,4,6:01.0,L. Williams makes 2-pt layup at rim,,96,103
334,4,6:00.0,,Shooting foul by J. Clarkson (drawn by L. James),96,103
335,4,6:00.0,,L. James misses free throw 1 of 2,96,103
336,4,6:00.0,,Offensive rebound by Team,96,103
337,4,6:00.0,B. Ingram enters the game for L. Deng,,96,103
338,4,6:00.0,,K. Irving enters the game for D. Liggins,96,103
339,4,6:00.0,,L. James makes free throw 2 of 2,96,104
340,4,5:44.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by L. Williams),,99,104
341,4,5:22.0,,K. Irving makes 2-pt jump shot from 17 ft (assist by I. Shumpert),99,106
342,4,5:07.0,J. Clarkson misses 2-pt jump shot from 18 ft,,99,106
343,4,5:05.0,,Defensive rebound by I. Shumpert,99,106
344,4,4:57.0,,R. Jefferson misses 2-pt jump shot from 7 ft (block by L. Williams),99,106
345,4,4:57.0,Defensive rebound by L. Williams,,99,106
346,4,4:50.0,N. Young makes 3-pt jump shot from 25 ft (assist by B. Ingram),,102,106
347,4,4:49.0,,Cleveland full timeout,102,106
348,4,4:49.0,,K. Love enters the game for C. Frye,102,106
349,4,4:36.0,,L. James makes 2-pt layup at rim (assist by K. Love),102,108
350,4,4:26.0,Turnover by J. Clarkson (bad pass; steal by L. James),,102,108
351,4,4:17.0,,K. Love misses 3-pt jump shot from 26 ft,102,108
352,4,4:16.0,Defensive rebound by B. Ingram,,102,108
353,4,4:16.0,,J. Smith enters the game for R. Jefferson,102,108
354,4,4:04.0,N. Young misses 3-pt jump shot from 23 ft,,102,108
355,4,4:03.0,Offensive rebound by B. Ingram,,102,108
356,4,3:56.0,N. Young makes 3-pt jump shot from 24 ft (assist by J. Clarkson),,105,108
357,4,3:34.0,,Shooting foul by B. Ingram (drawn by K. Love),105,108
358,4,3:34.0,,K. Love makes free throw 1 of 2,105,109
359,4,3:34.0,,K. Love misses free throw 2 of 2,105,109
360,4,3:33.0,Defensive rebound by L. Nance,,105,109
361,4,3:24.0,Personal foul by I. Shumpert,,105,109
362,4,3:07.0,L. Williams misses 2-pt jump shot from 6 ft,,105,109
363,4,3:06.0,,Defensive rebound by L. James,105,109
364,4,3:04.0,,Shooting foul by L. Nance (drawn by L. James),105,109
365,4,3:04.0,,L. James misses free throw 1 of 2,105,109
366,4,3:04.0,,Offensive rebound by Team,105,109
367,4,3:04.0,,L. James makes free throw 2 of 2,105,110
368,4,2:39.0,N. Young misses 3-pt jump shot from 25 ft,,105,110
369,4,2:38.0,,Defensive rebound by K. Love,105,110
370,4,2:32.0,,L. James makes 3-pt jump shot from 25 ft (assist by K. Love),105,113
371,4,2:32.0,LA Lakers full timeout,,105,113
372,4,2:14.0,L. Nance misses 2-pt jump shot from 17 ft,,105,113
373,4,2:14.0,,Defensive rebound by K. Irving,105,113
374,4,1:51.0,,L. James misses 2-pt jump shot from 22 ft,105,113
375,4,1:50.0,,Offensive rebound by I. Shumpert,105,113
376,4,1:50.0,,I. Shumpert misses 2-pt dunk at rim,105,113
377,4,1:48.0,,Offensive rebound by K. Love,105,113
378,4,1:47.0,,K. Love makes 2-pt layup at rim,105,115
379,4,1:38.0,Personal foul by K. Love (drawn by N. Young),,105,115
380,4,1:29.0,J. Clarkson misses 3-pt jump shot from 26 ft,,105,115
381,4,1:29.0,,Defensive rebound by K. Love,105,115
382,4,1:07.0,,L. James makes 2-pt layup from 1 ft,105,117
383,4,0:49.0,L. Williams misses 3-pt jump shot from 28 ft,,105,117
384,4,0:48.0,Offensive rebound by L. Nance,,105,117
385,4,0:44.0,B. Ingram misses 3-pt jump shot from 26 ft,,105,117
386,4,0:44.0,,Defensive rebound by K. Love,105,117
387,4,0:40.0,,Turnover by K. Love (lost ball),105,117
388,4,0:40.0,,D. Liggins enters the game for L. James,105,117
389,4,0:40.0,,R. Jefferson enters the game for K. Love,105,117
390,4,0:40.0,,J. McRae enters the game for K. Irving,105,117
391,4,0:38.0,N. Young makes 3-pt jump shot from 23 ft (assist by L. Williams),,108,117
392,4,0:22.0,,R. Jefferson makes 2-pt dunk at rim,108,119
