,QUARTER,TIME_REMAINING,MINNESOTA_ACTION,GOLDEN STATE_ACTION,MINNESOTA_SCORE,GOLDEN STATE_SCORE
0,1,11:38.0,Turnover by K. Towns (bad pass; steal by K. Thompson),,0,0
1,1,11:23.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by S. Curry),0,3
2,1,11:11.0,A. Wiggins makes 2-pt layup from 2 ft,,2,3
3,1,10:57.0,,K. Thompson misses 3-pt jump shot from 24 ft,2,3
4,1,10:57.0,Defensive rebound by B. Rush,,2,3
5,1,10:52.0,Turnover by R. Rubio (step out of bounds),,2,3
6,1,10:42.0,,K. Thompson misses 2-pt jump shot from 16 ft,2,3
7,1,10:42.0,Defensive rebound by G. Dieng,,2,3
8,1,10:24.0,A. Wiggins misses 3-pt jump shot from 30 ft,,2,3
9,1,10:24.0,,Defensive rebound by Z. Pachulia,2,3
10,1,10:16.0,,S. Curry misses 2-pt layup from 3 ft,2,3
11,1,10:16.0,Defensive rebound by K. Towns,,2,3
12,1,10:02.0,R. Rubio misses 3-pt jump shot from 25 ft,,2,3
13,1,10:02.0,,Defensive rebound by M. Barnes,2,3
14,1,9:55.0,,S. Curry misses 3-pt jump shot from 26 ft,2,3
15,1,9:54.0,Defensive rebound by G. Dieng,,2,3
16,1,9:45.0,A. Wiggins misses 2-pt jump shot from 17 ft,,2,3
17,1,9:44.0,,Defensive rebound by D. Green,2,3
18,1,9:35.0,,D. Green misses 3-pt jump shot from 26 ft,2,3
19,1,9:34.0,Defensive rebound by R. Rubio,,2,3
20,1,9:21.0,Personal foul by D. Green (drawn by K. Towns),,2,3
21,1,9:12.0,K. Towns makes 2-pt jump shot from 16 ft (assist by R. Rubio),,4,3
22,1,8:59.0,,Z. Pachulia makes 2-pt layup from 2 ft (assist by D. Green),4,5
23,1,8:35.0,A. Wiggins misses 2-pt jump shot from 20 ft,,4,5
24,1,8:35.0,,Defensive rebound by Team,4,5
25,1,8:25.0,,S. Curry misses 3-pt jump shot from 24 ft,4,5
26,1,8:24.0,Defensive rebound by A. Wiggins,,4,5
27,1,8:09.0,Shooting foul by Z. Pachulia (drawn by K. Towns),,4,5
28,1,8:09.0,K. Towns misses free throw 1 of 2,,4,5
29,1,8:09.0,Offensive rebound by Team,,4,5
30,1,8:09.0,K. Towns makes free throw 2 of 2,,5,5
31,1,7:56.0,,K. Thompson makes 2-pt jump shot from 18 ft,5,7
32,1,7:38.0,Turnover by R. Rubio (bad pass),,5,7
33,1,7:31.0,,M. Barnes makes 3-pt jump shot from 23 ft (assist by S. Curry),5,10
34,1,7:15.0,R. Rubio makes 2-pt jump shot from 17 ft,,7,10
35,1,7:09.0,,M. Barnes makes 2-pt layup from 1 ft (assist by S. Curry),7,12
36,1,7:01.0,Minnesota full timeout,,7,12
37,1,6:49.0,K. Towns makes 2-pt hook shot from 7 ft,,9,12
38,1,6:36.0,,Shooting foul by R. Rubio (drawn by S. Curry),9,12
39,1,6:36.0,,S. Curry makes free throw 1 of 2,9,13
40,1,6:36.0,,S. Curry misses free throw 2 of 2,9,13
41,1,6:35.0,Defensive rebound by R. Rubio,,9,13
42,1,6:18.0,K. Towns makes 2-pt layup from 1 ft (assist by A. Wiggins),,11,13
43,1,6:12.0,,D. Green misses 2-pt jump shot from 7 ft,11,13
44,1,6:11.0,Defensive rebound by G. Dieng,,11,13
45,1,5:57.0,R. Rubio misses 3-pt jump shot from 25 ft,,11,13
46,1,5:56.0,Offensive rebound by G. Dieng,,11,13
47,1,5:53.0,K. Towns makes 2-pt layup from 2 ft,,13,13
48,1,5:42.0,,Turnover by S. Curry (bad pass; steal by K. Towns),13,13
49,1,5:38.0,A. Wiggins makes 2-pt layup from 1 ft (assist by K. Towns),,15,13
50,1,5:30.0,,K. Thompson misses 3-pt jump shot from 25 ft,15,13
51,1,5:29.0,Defensive rebound by R. Rubio,,15,13
52,1,5:19.0,Turnover by A. Wiggins (bad pass; steal by M. Barnes),,15,13
53,1,5:13.0,,Turnover by K. Thompson (bad pass; steal by R. Rubio),15,13
54,1,5:05.0,G. Dieng makes 2-pt jump shot from 18 ft (assist by R. Rubio),,17,13
55,1,5:04.0,,Golden State full timeout,17,13
56,1,5:04.0,,A. Iguodala enters the game for M. Barnes,17,13
57,1,5:04.0,,J. McGee enters the game for Z. Pachulia,17,13
58,1,4:45.0,,Shooting foul by K. Towns (drawn by K. Thompson),17,13
59,1,4:45.0,,K. Thompson makes free throw 1 of 2,17,14
60,1,4:45.0,,K. Thompson makes free throw 2 of 2,17,15
61,1,4:32.0,R. Rubio makes 2-pt jump shot from 20 ft (assist by G. Dieng),,19,15
62,1,4:23.0,,Shooting foul by B. Rush (drawn by K. Thompson),19,15
63,1,4:23.0,,K. Thompson makes free throw 1 of 2,19,16
64,1,4:23.0,,K. Thompson makes free throw 2 of 2,19,17
65,1,4:16.0,Shooting foul by A. Iguodala (drawn by R. Rubio),,19,17
66,1,4:16.0,R. Rubio makes free throw 1 of 2,,20,17
67,1,4:16.0,,S. Livingston enters the game for K. Thompson,20,17
68,1,4:16.0,R. Rubio makes free throw 2 of 2,,21,17
69,1,4:08.0,,J. McGee makes 2-pt dunk at rim (assist by D. Green),21,19
70,1,3:47.0,A. Wiggins misses 2-pt jump shot from 20 ft,,21,19
71,1,3:46.0,,Defensive rebound by S. Curry,21,19
72,1,3:40.0,,S. Curry makes 3-pt jump shot from 27 ft,21,22
73,1,3:14.0,R. Rubio makes 2-pt jump shot from 20 ft (assist by G. Dieng),,23,22
74,1,3:04.0,,S. Curry makes 2-pt layup at rim,23,24
75,1,3:02.0,O. Casspi enters the game for K. Towns,,23,24
76,1,3:02.0,S. Muhammad enters the game for B. Rush,,23,24
77,1,2:48.0,G. Dieng misses 2-pt jump shot from 4 ft (block by J. McGee),,23,24
78,1,2:47.0,Offensive rebound by R. Rubio,,23,24
79,1,2:39.0,R. Rubio misses 2-pt jump shot from 17 ft,,23,24
80,1,2:37.0,Offensive rebound by O. Casspi,,23,24
81,1,2:37.0,O. Casspi makes 2-pt layup from 1 ft,,25,24
82,1,2:19.0,,J. McGee makes 2-pt dunk at rim (assist by D. Green),25,26
83,1,1:58.0,A. Wiggins misses 3-pt jump shot from 26 ft,,25,26
84,1,1:58.0,,Defensive rebound by Team,25,26
85,1,1:58.0,,M. Barnes enters the game for D. Green,25,26
86,1,1:48.0,,S. Curry misses 2-pt jump shot from 20 ft,25,26
87,1,1:48.0,Defensive rebound by A. Wiggins,,25,26
88,1,1:32.0,R. Rubio misses 2-pt jump shot from 19 ft,,25,26
89,1,1:31.0,,Defensive rebound by M. Barnes,25,26
90,1,1:26.0,,A. Iguodala makes 2-pt layup from 2 ft (assist by M. Barnes),25,28
91,1,1:06.0,A. Wiggins misses 2-pt layup from 3 ft,,25,28
92,1,1:04.0,Offensive rebound by G. Dieng,,25,28
93,1,1:04.0,Flagrant foul type 1 by J. McGee (drawn by G. Dieng),,25,28
94,1,1:04.0,,Technical foul by J. McGee,25,28
95,1,1:04.0,Technical foul by G. Dieng,,25,28
96,1,1:04.0,G. Dieng makes flagrant free throw 1 of 2,,26,28
97,1,1:04.0,G. Dieng makes flagrant free throw 2 of 2,,27,28
98,1,0:54.0,G. Dieng misses 3-pt jump shot from 24 ft,,27,28
99,1,0:54.0,,Defensive rebound by S. Curry,27,28
100,1,0:47.0,,Shooting foul by O. Casspi (drawn by S. Livingston),27,28
101,1,0:47.0,,S. Livingston makes free throw 1 of 2,27,29
102,1,0:47.0,,S. Livingston makes free throw 2 of 2,27,30
103,1,0:32.0,A. Wiggins makes 2-pt jump shot from 21 ft (assist by G. Dieng),,29,30
104,1,0:19.0,,A. Iguodala makes 2-pt jump shot from 19 ft (assist by M. Barnes),29,32
105,1,0:04.0,A. Wiggins makes 2-pt layup from 3 ft,,31,32
106,1,0:04.0,Shooting foul by M. Barnes (drawn by A. Wiggins),,31,32
107,1,0:04.0,,D. Green enters the game for J. McGee,31,32
108,1,0:04.0,,K. Thompson enters the game for S. Livingston,31,32
109,1,0:04.0,K. Dunn enters the game for G. Dieng,,31,32
110,1,0:04.0,A. Wiggins makes free throw 1 of 1,,32,32
111,1,0:00.0,,S. Curry misses 3-pt jump shot from 29 ft,32,32
112,1,0:00.0,,Offensive rebound by Team,32,32
113,2,11:43.0,,K. Thompson misses 2-pt layup from 1 ft,32,32
114,2,11:43.0,Defensive rebound by K. Towns,,32,32
115,2,11:35.0,K. Dunn misses 2-pt jump shot from 19 ft,,32,32
116,2,11:35.0,Offensive rebound by K. Towns,,32,32
117,2,11:32.0,Shooting foul by M. Barnes (drawn by K. Towns),,32,32
118,2,11:32.0,K. Towns makes 2-pt layup from 2 ft,,34,32
119,2,11:32.0,K. Towns makes free throw 1 of 1,,35,32
120,2,11:12.0,,D. West makes 2-pt layup from 3 ft (assist by K. Thompson),35,34
121,2,10:52.0,K. Towns misses 2-pt hook shot from 8 ft,,35,34
122,2,10:52.0,,Defensive rebound by M. Barnes,35,34
123,2,10:44.0,,I. Clark makes 3-pt jump shot from 26 ft (assist by A. Iguodala),35,37
124,2,10:30.0,Turnover by O. Casspi (bad pass),,35,37
125,2,10:12.0,,K. Thompson makes 2-pt jump shot from 17 ft (assist by D. West),35,39
126,2,9:51.0,S. Muhammad misses 2-pt jump shot from 13 ft,,35,39
127,2,9:51.0,,Defensive rebound by Team,35,39
128,2,9:35.0,,A. Iguodala makes 3-pt jump shot from 24 ft (assist by D. West),35,42
129,2,9:27.0,Minnesota full timeout,,35,42
130,2,9:17.0,T. Jones misses 2-pt jump shot from 20 ft,,35,42
131,2,9:16.0,,Defensive rebound by I. Clark,35,42
132,2,9:13.0,,Shooting foul by T. Jones (drawn by A. Iguodala),35,42
133,2,9:13.0,,A. Iguodala makes free throw 1 of 2,35,43
134,2,9:13.0,,A. Iguodala makes free throw 2 of 2,35,44
135,2,8:58.0,S. Muhammad makes 3-pt jump shot from 26 ft (assist by O. Casspi),,38,44
136,2,8:38.0,,Turnover by A. Iguodala (bad pass; steal by K. Dunn),38,44
137,2,8:31.0,S. Muhammad misses 2-pt dunk at rim,,38,44
138,2,8:31.0,,Defensive rebound by D. West,38,44
139,2,8:26.0,,M. Barnes makes 2-pt layup from 1 ft (assist by D. West),38,46
140,2,8:13.0,T. Jones misses 2-pt jump shot from 10 ft,,38,46
141,2,8:12.0,,Defensive rebound by A. Iguodala,38,46
142,2,8:05.0,,K. Thompson misses 3-pt jump shot from 23 ft,38,46
143,2,8:04.0,Defensive rebound by O. Casspi,,38,46
144,2,8:00.0,S. Muhammad makes 2-pt layup from 2 ft,,40,46
145,2,8:00.0,Shooting foul by M. Barnes (drawn by S. Muhammad),,40,46
146,2,8:00.0,R. Rubio enters the game for T. Jones,,40,46
147,2,8:00.0,,D. Green enters the game for M. Barnes,40,46
148,2,8:00.0,S. Muhammad makes free throw 1 of 1,,41,46
149,2,7:49.0,,I. Clark makes 2-pt layup from 2 ft (assist by D. West),41,48
150,2,7:26.0,O. Casspi makes 2-pt jump shot from 3 ft (assist by K. Towns),,43,48
151,2,7:06.0,,I. Clark misses 2-pt jump shot from 19 ft,43,48
152,2,7:05.0,,Offensive rebound by I. Clark,43,48
153,2,6:58.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by A. Iguodala),43,51
154,2,6:35.0,S. Muhammad makes 2-pt jump shot from 8 ft (assist by R. Rubio),,45,51
155,2,6:35.0,Shooting foul by A. Iguodala (drawn by S. Muhammad),,45,51
156,2,6:35.0,G. Dieng enters the game for O. Casspi,,45,51
157,2,6:35.0,,S. Livingston enters the game for A. Iguodala,45,51
158,2,6:35.0,S. Muhammad makes free throw 1 of 1,,46,51
159,2,6:15.0,,D. Green misses 3-pt jump shot from 26 ft,46,51
160,2,6:15.0,Defensive rebound by K. Towns,,46,51
161,2,5:54.0,K. Towns misses 2-pt jump shot from 7 ft (block by D. Green),,46,51
162,2,5:53.0,Offensive rebound by Team,,46,51
163,2,5:53.0,Official timeout,,46,51
164,2,5:53.0,,S. Curry enters the game for K. Thompson,46,51
165,2,5:50.0,R. Rubio misses 3-pt jump shot from 23 ft,,46,51
166,2,5:49.0,,Defensive rebound by Team,46,51
167,2,5:32.0,,Shooting foul by S. Muhammad (drawn by D. Green),46,51
168,2,5:32.0,,D. Green makes free throw 1 of 2,46,52
169,2,5:32.0,A. Wiggins enters the game for K. Dunn,,46,52
170,2,5:32.0,,P. McCaw enters the game for I. Clark,46,52
171,2,5:32.0,,D. Green makes free throw 2 of 2,46,53
172,2,5:19.0,Turnover by A. Wiggins (lost ball; steal by S. Curry),,46,53
173,2,5:15.0,,P. McCaw makes 2-pt layup from 2 ft (assist by S. Livingston),46,55
174,2,5:04.0,Shooting foul by S. Curry (drawn by R. Rubio),,46,55
175,2,5:04.0,R. Rubio makes 2-pt jump shot from 20 ft,,48,55
176,2,5:04.0,R. Rubio makes free throw 1 of 1,,49,55
177,2,4:56.0,,D. Green makes 2-pt dunk at rim (assist by D. West),49,57
178,2,4:47.0,Minnesota full timeout,,49,57
179,2,4:47.0,,Z. Pachulia enters the game for D. West,49,57
180,2,4:31.0,Personal foul by P. McCaw (drawn by K. Towns),,49,57
181,2,4:31.0,K. Towns makes free throw 1 of 2,,50,57
182,2,4:31.0,K. Towns makes free throw 2 of 2,,51,57
183,2,4:20.0,,Turnover by S. Livingston (bad pass; steal by A. Wiggins),51,57
184,2,4:17.0,A. Wiggins makes 2-pt layup from 1 ft,,53,57
185,2,4:17.0,Shooting foul by S. Livingston (drawn by A. Wiggins),,53,57
186,2,4:17.0,A. Wiggins makes free throw 1 of 1,,54,57
187,2,4:17.0,,Golden State full timeout,54,57
188,2,4:17.0,,K. Thompson enters the game for S. Livingston,54,57
189,2,4:02.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by D. Green),54,60
190,2,3:35.0,R. Rubio misses 2-pt jump shot from 19 ft,,54,60
191,2,3:34.0,Offensive rebound by S. Muhammad,,54,60
192,2,3:34.0,Turnover by Team (shot clock),,54,60
193,2,3:26.0,,S. Curry misses 2-pt layup from 3 ft (block by K. Towns),54,60
194,2,3:25.0,Defensive rebound by G. Dieng,,54,60
195,2,3:19.0,R. Rubio makes 2-pt jump shot from 18 ft,,56,60
196,2,3:08.0,,Personal foul by R. Rubio (drawn by S. Curry),56,60
197,2,2:59.0,,S. Curry misses 3-pt jump shot from 27 ft,56,60
198,2,2:58.0,Defensive rebound by G. Dieng,,56,60
199,2,2:34.0,A. Wiggins misses 2-pt jump shot from 17 ft,,56,60
200,2,2:33.0,Offensive rebound by R. Rubio,,56,60
201,2,2:31.0,R. Rubio misses 3-pt jump shot from 26 ft,,56,60
202,2,2:29.0,,Defensive rebound by Z. Pachulia,56,60
203,2,2:28.0,,Golden State full timeout,56,60
204,2,2:28.0,,A. Iguodala enters the game for P. McCaw,56,60
205,2,2:11.0,,S. Curry misses 2-pt jump shot from 6 ft,56,60
206,2,2:10.0,Defensive rebound by G. Dieng,,56,60
207,2,1:51.0,A. Wiggins misses 2-pt jump shot from 13 ft,,56,60
208,2,1:50.0,,Defensive rebound by Z. Pachulia,56,60
209,2,1:42.0,,K. Thompson makes 3-pt jump shot from 23 ft (assist by A. Iguodala),56,63
210,2,1:18.0,S. Muhammad misses 2-pt jump shot from 5 ft (block by K. Thompson),,56,63
211,2,1:18.0,Offensive rebound by S. Muhammad,,56,63
212,2,1:18.0,Shooting foul by K. Thompson (drawn by S. Muhammad),,56,63
213,2,1:18.0,S. Muhammad misses free throw 1 of 2,,56,63
214,2,1:18.0,Offensive rebound by Team,,56,63
215,2,1:18.0,S. Muhammad misses free throw 2 of 2,,56,63
216,2,1:17.0,,Defensive rebound by A. Iguodala,56,63
217,2,1:00.0,,Turnover by S. Curry (bad pass; steal by K. Towns),56,63
218,2,0:55.0,A. Wiggins makes 2-pt layup from 2 ft (assist by K. Towns),,58,63
219,2,0:48.0,,D. Green makes 2-pt layup from 2 ft (assist by S. Curry),58,65
220,2,0:39.0,A. Wiggins misses 3-pt jump shot from 26 ft,,58,65
221,2,0:38.0,,Defensive rebound by Z. Pachulia,58,65
222,2,0:37.0,,Personal foul by K. Towns (drawn by Z. Pachulia),58,65
223,2,0:31.0,,Turnover by S. Curry (bad pass; steal by A. Wiggins),58,65
224,2,0:09.0,R. Rubio makes 2-pt jump shot from 20 ft,,60,65
225,2,0:04.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by S. Curry),60,68
226,3,11:49.0,,Turnover by D. Green (bad pass; steal by A. Wiggins),60,68
227,3,11:34.0,Turnover by K. Towns (bad pass; steal by K. Thompson),,60,68
228,3,11:26.0,,Z. Pachulia misses 2-pt layup from 3 ft (block by K. Towns),60,68
229,3,11:25.0,Defensive rebound by B. Rush,,60,68
230,3,11:05.0,A. Wiggins misses 2-pt jump shot from 8 ft (block by S. Curry),,60,68
231,3,11:03.0,Offensive rebound by A. Wiggins,,60,68
232,3,10:58.0,R. Rubio misses 3-pt jump shot from 24 ft,,60,68
233,3,10:57.0,Offensive rebound by K. Towns,,60,68
234,3,10:57.0,K. Towns makes 2-pt layup from 1 ft,,62,68
235,3,10:38.0,,K. Thompson makes 3-pt jump shot from 27 ft (assist by D. Green),62,71
236,3,10:19.0,K. Towns makes 2-pt jump shot from 21 ft (assist by A. Wiggins),,64,71
237,3,10:10.0,,K. Thompson misses 2-pt jump shot from 12 ft,64,71
238,3,10:09.0,Defensive rebound by G. Dieng,,64,71
239,3,9:53.0,B. Rush misses 3-pt jump shot from 23 ft,,64,71
240,3,9:52.0,,Defensive rebound by Z. Pachulia,64,71
241,3,9:43.0,,D. Green misses 2-pt layup from 2 ft,64,71
242,3,9:43.0,,Offensive rebound by Team,64,71
243,3,9:41.0,,M. Barnes makes 2-pt layup from 2 ft (assist by S. Curry),64,73
244,3,9:20.0,G. Dieng makes 2-pt layup from 2 ft (assist by K. Towns),,66,73
245,3,9:11.0,,K. Thompson misses 3-pt jump shot from 25 ft,66,73
