,QUARTER,TIME_REMAINING,ORLANDO_ACTION,WASHINGTON_ACTION,ORLANDO_SCORE,WASHINGTON_SCORE
28,1,7:59.0,,J. Wall misses 2-pt jump shot from 17 ft,9,4
29,1,7:57.0,Defensive rebound by A. Gordon,,9,4
30,1,7:47.0,A. Gordon misses 2-pt hook shot from 10 ft,,9,4
31,1,7:46.0,,Defensive rebound by M. Gortat,9,4
32,1,7:39.0,,M. Gortat makes 2-pt layup from 2 ft (assist by J. Wall),9,6
33,1,7:23.0,Turnover by E. Fournier (bad pass; steal by M. Gortat),,9,6
34,1,7:16.0,,B. Beal misses 2-pt jump shot from 6 ft,9,6
35,1,7:15.0,,Offensive rebound by M. Morris,9,6
36,1,7:14.0,,M. Morris misses 2-pt jump shot from 7 ft,9,6
37,1,7:13.0,Defensive rebound by A. Gordon,,9,6
38,1,7:09.0,D. Augustin misses 3-pt jump shot from 26 ft,,9,6
39,1,7:06.0,,Defensive rebound by O. Porter,9,6
40,1,7:00.0,,M. Gortat makes 2-pt layup at rim (assist by J. Wall),9,8
41,1,6:44.0,D. Augustin misses 3-pt jump shot from 24 ft,,9,8
42,1,6:43.0,,Defensive rebound by M. Gortat,9,8
43,1,6:29.0,,M. Gortat misses 2-pt layup at rim (block by B. Biyombo),9,8
44,1,6:27.0,Defensive rebound by Team,,9,8
45,1,6:25.0,Orlando full timeout,,9,8
46,1,6:10.0,A. Gordon misses 2-pt jump shot from 19 ft,,9,8
47,1,6:09.0,,Defensive rebound by M. Gortat,9,8
48,1,5:58.0,,J. Wall makes 2-pt layup from 1 ft,9,10
49,1,5:45.0,S. Ibaka misses 2-pt jump shot from 8 ft,,9,10
50,1,5:44.0,,Defensive rebound by M. Morris,9,10
51,1,5:39.0,,J. Wall misses 2-pt layup from 1 ft (block by S. Ibaka),9,10
52,1,5:37.0,,Offensive rebound by M. Morris,9,10
53,1,5:36.0,,M. Morris makes 2-pt layup from 1 ft,9,12
54,1,5:20.0,A. Gordon makes 2-pt jump shot from 11 ft,,11,12
55,1,4:57.0,,Personal foul by B. Biyombo (drawn by B. Beal),11,12
56,1,4:57.0,,A. Nicholson enters the game for M. Morris,11,12
57,1,4:57.0,N. Vučević enters the game for B. Biyombo,,11,12
58,1,4:57.0,E. Payton enters the game for D. Augustin,,11,12
59,1,4:56.0,,Shooting foul by E. Fournier (drawn by B. Beal),11,12
60,1,4:56.0,,B. Beal misses free throw 1 of 2,11,12
61,1,4:56.0,,Offensive rebound by Team,11,12
62,1,4:56.0,,B. Beal makes free throw 2 of 2,11,13
63,1,4:44.0,S. Ibaka misses 2-pt jump shot from 19 ft,,11,13
64,1,4:43.0,,Defensive rebound by J. Wall,11,13
65,1,4:39.0,,Turnover by A. Nicholson (lost ball),11,13
66,1,4:24.0,Turnover by S. Ibaka (lost ball),,11,13
67,1,4:12.0,,J. Wall makes 2-pt jump shot from 7 ft,11,15
68,1,3:55.0,E. Payton makes 3-pt jump shot from 23 ft (assist by N. Vučević),,14,15
69,1,3:38.0,,M. Gortat misses 2-pt jump shot from 7 ft,14,15
70,1,3:37.0,Defensive rebound by A. Gordon,,14,15
71,1,3:25.0,E. Payton makes 2-pt jump shot from 5 ft,,16,15
72,1,3:14.0,,B. Beal misses 2-pt jump shot from 20 ft,16,15
73,1,3:13.0,Defensive rebound by N. Vučević,,16,15
74,1,2:54.0,E. Payton makes 3-pt jump shot from 26 ft (assist by S. Ibaka),,19,15
75,1,2:53.0,,Washington full timeout,19,15
76,1,2:53.0,,M. Thornton enters the game for B. Beal,19,15
77,1,2:53.0,J. Green enters the game for A. Gordon,,19,15
78,1,2:40.0,,J. Wall makes 2-pt jump shot from 3 ft,19,17
79,1,2:20.0,E. Fournier makes 2-pt jump shot from 6 ft,,21,17
80,1,2:00.0,,M. Gortat makes 2-pt hook shot from 6 ft,21,19
81,1,2:00.0,,Shooting foul by N. Vučević (drawn by M. Gortat),21,19
82,1,2:00.0,,M. Gortat misses free throw 1 of 1,21,19
83,1,1:59.0,Defensive rebound by N. Vučević,,21,19
84,1,1:47.0,S. Ibaka misses 3-pt jump shot from 23 ft,,21,19
85,1,1:46.0,,Defensive rebound by O. Porter,21,19
86,1,1:40.0,,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),21,22
87,1,1:24.0,J. Green makes 2-pt jump shot from 10 ft,,23,22
88,1,1:05.0,,Turnover by J. Wall (bad pass; steal by J. Green),23,22
89,1,0:55.0,Shooting foul by M. Gortat (drawn by J. Green),,23,22
90,1,0:55.0,J. Green makes free throw 1 of 2,,24,22
91,1,0:55.0,,J. Smith enters the game for M. Gortat,24,22
92,1,0:55.0,J. Meeks enters the game for S. Ibaka,,24,22
93,1,0:55.0,,K. Oubre enters the game for O. Porter,24,22
94,1,0:55.0,J. Green makes free throw 2 of 2,,25,22
95,1,0:42.0,,J. Wall makes 2-pt jump shot from 15 ft,25,24
96,1,0:25.0,Turnover by E. Fournier (lost ball),,25,24
97,1,0:03.0,,J. Wall misses 2-pt layup from 1 ft,25,24
98,1,0:02.0,Defensive rebound by N. Vučević,,25,24
99,1,0:01.0,E. Fournier misses 3-pt jump shot from 34 ft,,25,24
100,1,0:00.0,Offensive rebound by Team,,25,24
101,2,11:50.0,,Personal foul by J. Green (drawn by K. Oubre),25,24
102,2,11:45.0,,M. Thornton makes 2-pt jump shot from 17 ft (assist by T. Burke),25,26
103,2,11:31.0,J. Meeks makes 3-pt jump shot from 29 ft (assist by N. Vučević),,28,26
104,2,11:10.0,,A. Nicholson makes 2-pt jump shot from 11 ft (assist by M. Thornton),28,28
105,2,10:54.0,E. Payton makes 3-pt jump shot from 24 ft (assist by N. Vučević),,31,28
106,2,10:41.0,,J. Smith misses 2-pt layup from 2 ft,31,28
107,2,10:40.0,Defensive rebound by N. Vučević,,31,28
108,2,10:28.0,J. Green misses 2-pt jump shot from 17 ft,,31,28
109,2,10:27.0,,Defensive rebound by J. Smith,31,28
110,2,10:19.0,,T. Burke misses 2-pt jump shot from 7 ft,31,28
111,2,10:19.0,Defensive rebound by J. Meeks,,31,28
112,2,10:15.0,Personal foul by M. Thornton (drawn by J. Green),,31,28
113,2,9:55.0,B. Biyombo misses 2-pt jump shot from 8 ft,,31,28
114,2,9:54.0,Offensive rebound by E. Payton,,31,28
115,2,9:53.0,E. Payton makes 2-pt layup from 1 ft,,33,28
116,2,9:40.0,,M. Thornton makes 2-pt jump shot from 6 ft,33,30
117,2,9:23.0,J. Meeks misses 2-pt jump shot from 15 ft,,33,30
118,2,9:22.0,,Defensive rebound by A. Nicholson,33,30
119,2,9:03.0,,Turnover by M. Thornton (lost ball; steal by N. Vučević),33,30
120,2,8:59.0,J. Green makes 2-pt layup from 3 ft (assist by E. Payton),,35,30
121,2,8:59.0,Shooting foul by K. Oubre (drawn by J. Green),,35,30
122,2,8:59.0,Official timeout,,35,30
123,2,8:59.0,,M. Morris enters the game for A. Nicholson,35,30
124,2,8:59.0,J. Green makes free throw 1 of 1,,36,30
125,2,8:45.0,,Shooting foul by N. Vučević (drawn by M. Morris),36,30
126,2,8:45.0,,M. Morris makes free throw 1 of 2,36,31
127,2,8:45.0,,M. Morris makes free throw 2 of 2,36,32
128,2,8:31.0,N. Vučević misses 2-pt jump shot from 11 ft,,36,32
129,2,8:30.0,,Defensive rebound by J. Smith,36,32
130,2,8:22.0,,J. Smith makes 3-pt jump shot from 26 ft (assist by T. Burke),36,35
131,2,8:09.0,Shooting foul by K. Oubre (drawn by B. Biyombo),,36,35
132,2,8:09.0,B. Biyombo misses free throw 1 of 2,,36,35
133,2,8:09.0,Offensive rebound by Team,,36,35
134,2,8:09.0,B. Biyombo misses free throw 2 of 2,,36,35
135,2,8:09.0,,B. Beal enters the game for M. Thornton,36,35
136,2,8:08.0,,Defensive rebound by B. Beal,36,35
137,2,7:55.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by T. Burke),36,37
138,2,7:47.0,Shooting block foul by M. Morris (drawn by J. Green),,36,37
139,2,7:47.0,J. Green makes free throw 1 of 2,,37,37
140,2,7:47.0,J. Green makes free throw 2 of 2,,38,37
141,2,7:34.0,,K. Oubre misses 2-pt jump shot from 3 ft,38,37
142,2,7:33.0,,Offensive rebound by K. Oubre,38,37
143,2,7:32.0,,K. Oubre misses 2-pt layup from 3 ft,38,37
144,2,7:31.0,Defensive rebound by N. Vučević,,38,37
145,2,7:22.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by E. Payton),,41,37
146,2,6:57.0,,J. Smith misses 2-pt jump shot from 17 ft,41,37
147,2,6:56.0,,Offensive rebound by Team,41,37
148,2,6:56.0,,Turnover by Team (shot clock),41,37
149,2,6:40.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by E. Payton),,44,37
150,2,6:29.0,,T. Burke makes 2-pt jump shot from 18 ft,44,39
151,2,6:18.0,E. Payton makes 2-pt jump shot from 9 ft,,46,39
152,2,6:18.0,Shooting foul by T. Burke (drawn by E. Payton),,46,39
153,2,6:18.0,,J. Wall enters the game for T. Burke,46,39
154,2,6:18.0,,M. Gortat enters the game for J. Smith,46,39
155,2,6:18.0,E. Payton makes free throw 1 of 1,,47,39
156,2,6:05.0,,Turnover by B. Beal (bad pass; steal by E. Payton),47,39
157,2,5:57.0,J. Green makes 2-pt layup from 2 ft (assist by E. Payton),,49,39
158,2,5:57.0,Shooting foul by B. Beal (drawn by J. Green),,49,39
159,2,5:57.0,,Washington full timeout,49,39
160,2,5:57.0,J. Green misses free throw 1 of 1,,49,39
161,2,5:56.0,,Defensive rebound by K. Oubre,49,39
162,2,5:38.0,,K. Oubre misses 3-pt jump shot from 23 ft,49,39
163,2,5:37.0,,Offensive rebound by J. Wall,49,39
164,2,5:32.0,,J. Wall makes 3-pt jump shot from 27 ft,49,42
165,2,5:10.0,J. Green makes 2-pt hook shot from 5 ft,,51,42
166,2,4:58.0,,B. Beal misses 2-pt jump shot from 4 ft,51,42
167,2,4:57.0,,Offensive rebound by M. Gortat,51,42
168,2,4:55.0,,Shooting foul by N. Vučević (drawn by J. Wall),51,42
169,2,4:55.0,,J. Wall makes free throw 1 of 2,51,43
170,2,4:55.0,S. Ibaka enters the game for N. Vučević,,51,43
171,2,4:55.0,,J. Wall makes free throw 2 of 2,51,44
172,2,4:44.0,B. Biyombo makes 2-pt jump shot from 8 ft,,53,44
173,2,4:44.0,Shooting foul by J. Wall (drawn by B. Biyombo),,53,44
174,2,4:44.0,B. Biyombo misses free throw 1 of 1,,53,44
175,2,4:44.0,,O. Porter enters the game for K. Oubre,53,44
176,2,4:42.0,,Defensive rebound by M. Gortat,53,44
177,2,4:31.0,,B. Beal misses 2-pt layup from 1 ft,53,44
178,2,4:30.0,,Offensive rebound by B. Beal,53,44
179,2,4:28.0,,B. Beal misses 2-pt layup at rim (block by S. Ibaka),53,44
180,2,4:27.0,Defensive rebound by S. Ibaka,,53,44
181,2,4:20.0,E. Payton makes 2-pt layup from 1 ft,,55,44
182,2,4:15.0,,Shooting foul by J. Meeks (drawn by J. Wall),55,44
183,2,4:15.0,,J. Wall makes free throw 1 of 2,55,45
184,2,4:15.0,E. Fournier enters the game for J. Meeks,,55,45
185,2,4:15.0,,J. Wall makes free throw 2 of 2,55,46
186,2,4:03.0,E. Payton makes 2-pt layup at rim,,57,46
187,2,3:43.0,,M. Morris misses 2-pt jump shot from 4 ft,57,46
188,2,3:42.0,Defensive rebound by S. Ibaka,,57,46
189,2,3:37.0,B. Biyombo misses 2-pt layup from 2 ft (block by M. Morris),,57,46
190,2,3:36.0,,Defensive rebound by J. Wall,57,46
191,2,3:24.0,,J. Wall misses 2-pt jump shot from 6 ft (block by E. Payton),57,46
192,2,3:21.0,Defensive rebound by B. Biyombo,,57,46
193,2,3:19.0,Shooting foul by O. Porter (drawn by E. Payton),,57,46
194,2,3:19.0,E. Payton makes free throw 1 of 2,,58,46
195,2,3:19.0,A. Gordon enters the game for J. Green,,58,46
196,2,3:19.0,E. Payton makes free throw 2 of 2,,59,46
197,2,3:02.0,,O. Porter makes 2-pt jump shot from 16 ft (assist by B. Beal),59,48
198,2,3:02.0,Loose ball foul by E. Fournier (drawn by M. Morris),,59,48
199,2,3:02.0,,M. Morris misses free throw 1 of 1,59,48
200,2,3:01.0,Defensive rebound by B. Biyombo,,59,48
201,2,2:47.0,E. Fournier makes 3-pt jump shot from 23 ft (assist by A. Gordon),,62,48
202,2,2:27.0,,B. Beal makes 2-pt jump shot from 12 ft,62,50
203,2,2:13.0,Turnover by B. Biyombo (step out of bounds),,62,50
204,2,2:13.0,Orlando full timeout,,62,50
205,2,2:04.0,,J. Wall makes 2-pt jump shot from 9 ft,62,52
206,2,1:45.0,Offensive foul by E. Payton (drawn by B. Beal),,62,52
207,2,1:45.0,Turnover by E. Payton (offensive foul),,62,52
208,2,1:31.0,,Turnover by B. Beal (lost ball; steal by E. Payton),62,52
209,2,1:14.0,S. Ibaka makes 2-pt jump shot from 8 ft (assist by B. Biyombo),,64,52
210,2,0:58.0,,J. Wall misses 2-pt jump shot from 11 ft (block by E. Payton),64,52
211,2,0:56.0,Defensive rebound by A. Gordon,,64,52
212,2,0:52.0,A. Gordon misses 2-pt layup from 1 ft,,64,52
213,2,0:51.0,Offensive rebound by B. Biyombo,,64,52
214,2,0:51.0,Shooting foul by B. Beal (drawn by B. Biyombo),,64,52
215,2,0:51.0,B. Biyombo makes free throw 1 of 2,,65,52
216,2,0:51.0,B. Biyombo misses free throw 2 of 2,,65,52
217,2,0:51.0,D. Augustin enters the game for E. Fournier,,65,52
218,2,0:50.0,Offensive rebound by B. Biyombo,,65,52
219,2,0:44.0,Offensive foul by E. Payton (drawn by J. Wall),,65,52
220,2,0:44.0,Turnover by E. Payton (offensive foul),,65,52
221,2,0:44.0,J. Green enters the game for E. Payton,,65,52
222,2,0:28.0,,B. Beal misses 3-pt jump shot from 24 ft,65,52
223,2,0:27.0,Defensive rebound by B. Biyombo,,65,52
224,2,0:20.0,Orlando full timeout,,65,52
225,2,0:20.0,,K. Oubre enters the game for M. Gortat,65,52
226,2,0:20.0,E. Fournier enters the game for A. Gordon,,65,52
227,2,0:20.0,J. Meeks enters the game for J. Green,,65,52
228,2,0:04.0,Turnover by Team (shot clock),,65,52
229,2,0:04.0,J. Green enters the game for E. Fournier,,65,52
230,2,0:04.0,A. Gordon enters the game for J. Meeks,,65,52
231,2,0:04.0,,M. Gortat enters the game for K. Oubre,65,52
232,2,0:01.0,,J. Wall misses 2-pt layup from 2 ft (block by B. Biyombo),65,52
233,2,0:00.0,,Offensive rebound by Team,65,52
234,3,11:41.0,,J. Wall misses 3-pt jump shot from 26 ft,65,52
235,3,11:40.0,Defensive rebound by B. Biyombo,,65,52
236,3,11:17.0,E. Fournier misses 3-pt jump shot from 27 ft,,65,52
237,3,11:16.0,,Defensive rebound by J. Wall,65,52
238,3,11:07.0,,M. Morris misses 2-pt jump shot from 6 ft (block by A. Gordon),65,52
239,3,11:06.0,,Offensive rebound by Team,65,52
240,3,11:05.0,,B. Beal misses 2-pt jump shot from 17 ft,65,52
241,3,11:04.0,Defensive rebound by B. Biyombo,,65,52
242,3,10:53.0,Turnover by B. Biyombo (bad pass; steal by J. Wall),,65,52
243,3,10:49.0,,J. Wall misses 2-pt layup from 1 ft,65,52
244,3,10:47.0,Defensive rebound by S. Ibaka,,65,52
245,3,10:38.0,Shooting foul by O. Porter (drawn by D. Augustin),,65,52
246,3,10:38.0,D. Augustin misses free throw 1 of 2,,65,52
247,3,10:38.0,Offensive rebound by Team,,65,52
248,3,10:38.0,D. Augustin makes free throw 2 of 2,,66,52
249,3,10:17.0,,M. Morris misses 3-pt jump shot from 27 ft,66,52
250,3,10:17.0,Defensive rebound by Team,,66,52
251,3,10:00.0,S. Ibaka makes 2-pt layup from 2 ft,,68,52
252,3,9:50.0,,B. Beal misses 3-pt jump shot from 26 ft,68,52
253,3,9:49.0,Defensive rebound by B. Biyombo,,68,52
254,3,9:39.0,Shooting foul by O. Porter (drawn by B. Biyombo),,68,52
255,3,9:39.0,B. Biyombo misses free throw 1 of 2,,68,52
256,3,9:39.0,Offensive rebound by Team,,68,52
257,3,9:39.0,B. Biyombo makes free throw 2 of 2,,69,52
258,3,9:17.0,,Shooting foul by E. Fournier (drawn by B. Beal),69,52
259,3,9:17.0,,B. Beal makes free throw 1 of 2,69,53
260,3,9:17.0,,B. Beal misses free throw 2 of 2,69,53
261,3,9:16.0,Defensive rebound by S. Ibaka,,69,53
262,3,8:58.0,E. Fournier makes 3-pt jump shot from 27 ft (assist by D. Augustin),,72,53
263,3,8:49.0,,Turnover by O. Porter (offensive foul),72,53
264,3,8:49.0,,Offensive foul by O. Porter (drawn by E. Fournier),72,53
265,3,8:49.0,,K. Oubre enters the game for O. Porter,72,53
266,3,8:30.0,Turnover by E. Fournier (lost ball; steal by J. Wall),,72,53
267,3,8:26.0,,J. Wall makes 2-pt layup from 1 ft (assist by M. Morris),72,55
268,3,8:08.0,A. Gordon makes 2-pt layup from 1 ft (assist by B. Biyombo),,74,55
269,3,7:47.0,,M. Gortat misses 2-pt jump shot from 12 ft,74,55
270,3,7:46.0,Defensive rebound by B. Biyombo,,74,55
271,3,7:38.0,D. Augustin misses 2-pt jump shot from 16 ft,,74,55
272,3,7:37.0,,Defensive rebound by M. Gortat,74,55
273,3,7:30.0,,B. Beal makes 3-pt jump shot from 27 ft (assist by J. Wall),74,58
274,3,7:03.0,S. Ibaka makes 2-pt jump shot from 16 ft,,76,58
275,3,6:50.0,,M. Gortat misses 2-pt layup from 1 ft (block by S. Ibaka),76,58
276,3,6:48.0,Defensive rebound by B. Biyombo,,76,58
277,3,6:39.0,B. Biyombo makes 2-pt dunk at rim (assist by D. Augustin),,78,58
278,3,6:38.0,,Washington full timeout,78,58
279,3,6:38.0,E. Payton enters the game for D. Augustin,,78,58
280,3,6:30.0,,Shooting block foul by E. Fournier (drawn by M. Morris),78,58
281,3,6:30.0,,M. Morris makes free throw 1 of 2,78,59
282,3,6:30.0,D. Augustin enters the game for E. Fournier,,78,59
283,3,6:30.0,,M. Morris makes free throw 2 of 2,78,60
284,3,6:17.0,S. Ibaka misses 3-pt jump shot from 23 ft,,78,60
285,3,6:16.0,,Defensive rebound by K. Oubre,78,60
286,3,6:04.0,,M. Morris makes 2-pt jump shot from 9 ft,78,62
287,3,5:41.0,B. Biyombo misses 2-pt layup from 1 ft,,78,62
288,3,5:40.0,,Defensive rebound by M. Morris,78,62
289,3,5:34.0,,J. Wall makes 3-pt jump shot from 27 ft,78,65
290,3,5:33.0,Orlando full timeout,,78,65
291,3,5:33.0,N. Vučević enters the game for B. Biyombo,,78,65
292,3,5:16.0,S. Ibaka misses 2-pt jump shot from 15 ft,,78,65
293,3,5:14.0,,Defensive rebound by K. Oubre,78,65
294,3,4:51.0,,J. Wall makes 2-pt layup at rim,78,67
295,3,4:40.0,N. Vučević makes 2-pt jump shot from 20 ft (assist by E. Payton),,80,67
296,3,4:21.0,,J. Wall makes 3-pt jump shot from 25 ft (assist by M. Gortat),80,70
297,3,4:07.0,A. Gordon makes 3-pt jump shot from 26 ft (assist by N. Vučević),,83,70
298,3,3:37.0,,J. Wall misses 3-pt jump shot from 31 ft,83,70
299,3,3:37.0,,Offensive rebound by Team,83,70
300,3,3:37.0,,Turnover by Team (shot clock),83,70
301,3,3:37.0,J. Green enters the game for A. Gordon,,83,70
302,3,3:24.0,D. Augustin makes 3-pt jump shot from 24 ft (assist by E. Payton),,86,70
303,3,3:17.0,,B. Beal makes 2-pt dunk at rim (assist by J. Wall),86,72
304,3,2:58.0,Shooting foul by M. Morris (drawn by E. Payton),,86,72
305,3,2:58.0,E. Payton makes 2-pt layup from 2 ft,,88,72
306,3,2:58.0,,J. Smith enters the game for M. Gortat,88,72
307,3,2:58.0,E. Payton makes free throw 1 of 1,,89,72
308,3,2:40.0,,J. Smith makes 2-pt jump shot from 17 ft (assist by B. Beal),89,74
309,3,2:22.0,S. Ibaka misses 2-pt jump shot from 8 ft,,89,74
310,3,2:21.0,,Defensive rebound by M. Morris,89,74
311,3,2:13.0,,J. Wall makes 3-pt jump shot from 27 ft,89,77
312,3,2:03.0,Personal block foul by J. Smith (drawn by E. Payton),,89,77
313,3,2:03.0,J. Meeks enters the game for S. Ibaka,,89,77
314,3,2:02.0,,M. Thornton enters the game for B. Beal,89,77
315,3,1:48.0,N. Vučević makes 2-pt hook shot from 9 ft,,91,77
316,3,1:34.0,,Turnover by J. Wall (bad pass; steal by D. Augustin),91,77
317,3,1:34.0,Personal block foul by K. Oubre (drawn by D. Augustin),,91,77
318,3,1:34.0,D. Augustin misses free throw 1 of 2,,91,77
319,3,1:34.0,Offensive rebound by Team,,91,77
320,3,1:34.0,D. Augustin makes free throw 2 of 2,,92,77
321,3,1:22.0,,M. Thornton misses 2-pt layup from 1 ft,92,77
322,3,1:21.0,Defensive rebound by J. Green,,92,77
323,3,1:17.0,Shooting foul by M. Morris (drawn by J. Green),,92,77
324,3,1:17.0,J. Green makes free throw 1 of 2,,93,77
325,3,1:17.0,J. Green makes free throw 2 of 2,,94,77
326,3,1:03.0,,M. Morris makes 2-pt hook shot from 4 ft (assist by J. Wall),94,79
327,3,0:48.0,N. Vučević misses 2-pt jump shot from 9 ft,,94,79
328,3,0:47.0,,Defensive rebound by J. Smith,94,79
329,3,0:39.0,,Personal foul by J. Green (drawn by M. Morris),94,79
330,3,0:35.0,,Shooting foul by E. Payton (drawn by J. Wall),94,79
331,3,0:35.0,,J. Wall makes free throw 1 of 3,94,80
332,3,0:35.0,,J. Wall misses free throw 2 of 3,94,80
333,3,0:35.0,,Offensive rebound by Team,94,80
334,3,0:35.0,,J. Wall makes free throw 3 of 3,94,81
335,3,0:28.0,N. Vučević makes 2-pt jump shot from 16 ft (assist by E. Payton),,96,81
336,3,0:04.0,,M. Morris misses 3-pt jump shot from 24 ft,96,81
337,3,0:02.0,Defensive rebound by J. Meeks,,96,81
338,3,0:00.0,J. Meeks misses 3-pt jump shot from 53 ft,,96,81
339,3,0:00.0,Offensive rebound by Team,,96,81
340,4,11:50.0,J. Meeks makes 2-pt layup from 1 ft (assist by N. Vučević),,98,81
341,4,11:35.0,,J. Wall makes 2-pt layup from 1 ft,98,83
342,4,11:13.0,A. Gordon misses 2-pt jump shot from 8 ft,,98,83
343,4,11:12.0,,Defensive rebound by M. Gortat,98,83
344,4,10:59.0,,K. Oubre makes 3-pt jump shot from 27 ft (assist by M. Morris),98,86
345,4,10:44.0,N. Vučević misses 3-pt jump shot from 27 ft,,98,86
346,4,10:43.0,,Defensive rebound by K. Oubre,98,86
347,4,10:34.0,,J. Wall makes 2-pt jump shot from 5 ft,98,88
348,4,10:14.0,Shooting foul by M. Thornton (drawn by J. Meeks),,98,88
349,4,10:14.0,J. Meeks makes free throw 1 of 2,,99,88
350,4,10:14.0,J. Meeks makes free throw 2 of 2,,100,88
351,4,10:04.0,,Turnover by J. Wall (bad pass; steal by A. Gordon),100,88
352,4,10:00.0,A. Gordon makes 2-pt dunk at rim (assist by J. Meeks),,102,88
353,4,9:59.0,,Washington full timeout,102,88
354,4,9:59.0,,B. Beal enters the game for M. Morris,102,88
355,4,9:48.0,,M. Thornton misses 3-pt jump shot from 28 ft,102,88
356,4,9:47.0,Defensive rebound by N. Vučević,,102,88
357,4,9:26.0,J. Green misses 3-pt jump shot from 29 ft,,102,88
358,4,9:26.0,,Defensive rebound by M. Thornton,102,88
359,4,9:06.0,,M. Gortat misses 2-pt layup from 1 ft,102,88
360,4,9:05.0,,Offensive rebound by M. Thornton,102,88
361,4,9:00.0,,M. Thornton misses 3-pt jump shot from 26 ft,102,88
362,4,8:59.0,Defensive rebound by N. Vučević,,102,88
363,4,8:51.0,J. Meeks makes 3-pt jump shot from 26 ft (assist by E. Payton),,105,88
364,4,8:34.0,,M. Thornton makes 2-pt layup from 2 ft (assist by B. Beal),105,90
365,4,8:11.0,N. Vučević misses 2-pt jump shot from 13 ft,,105,90
366,4,8:10.0,Offensive rebound by Team,,105,90
367,4,8:10.0,,O. Porter enters the game for K. Oubre,105,90
368,4,8:08.0,Shooting block foul by M. Gortat (drawn by J. Meeks),,105,90
369,4,8:08.0,J. Meeks makes free throw 1 of 2,,106,90
370,4,8:08.0,J. Meeks makes free throw 2 of 2,,107,90
371,4,7:54.0,,B. Beal misses 3-pt jump shot from 27 ft,107,90
372,4,7:53.0,,Offensive rebound by M. Thornton,107,90
373,4,7:51.0,,M. Thornton makes 2-pt layup from 1 ft,107,92
374,4,7:36.0,N. Vučević misses 3-pt jump shot from 26 ft,,107,92
375,4,7:35.0,,Defensive rebound by M. Thornton,107,92
376,4,7:30.0,,J. Wall makes 3-pt jump shot from 26 ft (assist by M. Thornton),107,95
377,4,7:10.0,E. Payton misses 2-pt layup at rim,,107,95
378,4,7:09.0,Offensive rebound by N. Vučević,,107,95
379,4,7:08.0,N. Vučević makes 2-pt layup from 1 ft,,109,95
380,4,6:56.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by J. Wall),109,98
381,4,6:56.0,Orlando full timeout,,109,98
382,4,6:56.0,E. Fournier enters the game for J. Green,,109,98
383,4,6:56.0,B. Biyombo enters the game for J. Meeks,,109,98
384,4,6:31.0,E. Fournier misses 3-pt jump shot from 24 ft,,109,98
385,4,6:30.0,,Defensive rebound by M. Thornton,109,98
386,4,6:26.0,Violation by A. Gordon (def goaltending),,109,98
387,4,6:26.0,,B. Beal makes 2-pt layup from 1 ft (assist by M. Thornton),109,100
388,4,6:05.0,A. Gordon misses 2-pt jump shot from 17 ft,,109,100
389,4,6:03.0,Offensive rebound by N. Vučević,,109,100
