,QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DENVER_ACTION,OKLAHOMA CITY_SCORE,DENVER_SCORE
63,1,3:34.0,Defensive rebound by Team,,16,18
64,1,3:21.0,Personal foul by J. Nelson (drawn by A. Morrow),,16,18
65,1,3:12.0,R. Westbrook makes 2-pt jump shot from 17 ft (assist by E. Freedom),,18,18
66,1,3:02.0,,Turnover by J. Murray (lost ball; steal by J. Grant),18,18
67,1,2:52.0,J. Grant misses 2-pt layup from 1 ft,,18,18
68,1,2:51.0,Offensive rebound by E. Freedom,,18,18
69,1,2:47.0,E. Freedom makes 2-pt layup from 1 ft,,20,18
70,1,2:42.0,,Offensive foul by N. Jokić (drawn by J. Grant),20,18
71,1,2:42.0,,Turnover by N. Jokić (offensive foul),20,18
72,1,2:42.0,,Denver full timeout,20,18
73,1,2:42.0,V. Oladipo enters the game for D. Sabonis,,20,18
74,1,2:42.0,J. Lauvergne enters the game for R. Westbrook,,20,18
75,1,2:40.0,,D. Arthur enters the game for K. Faried,20,18
76,1,2:23.0,A. Morrow makes 2-pt layup from 3 ft,,22,18
77,1,2:09.0,,N. Jokić makes 2-pt layup from 1 ft (assist by J. Nelson),22,20
78,1,1:52.0,Shooting foul by W. Chandler (drawn by J. Grant),,22,20
79,1,1:52.0,J. Grant makes free throw 1 of 2,,23,20
80,1,1:52.0,J. Grant misses free throw 2 of 2,,23,20
81,1,1:52.0,,E. Mudiay enters the game for J. Nelson,23,20
82,1,1:52.0,,A. Gee enters the game for W. Chandler,23,20
83,1,1:50.0,,Defensive rebound by J. Murray,23,20
84,1,1:40.0,,Shooting foul by J. Lauvergne (drawn by A. Gee),23,20
85,1,1:40.0,,A. Gee misses free throw 1 of 2,23,20
86,1,1:40.0,,Offensive rebound by Team,23,20
87,1,1:40.0,,A. Gee makes free throw 2 of 2,23,21
88,1,1:22.0,A. Morrow makes 2-pt jump shot from 14 ft,,25,21
89,1,1:10.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by N. Jokić),25,24
90,1,0:56.0,J. Lauvergne makes 2-pt jump shot from 18 ft,,27,24
91,1,0:51.0,,A. Gee makes 2-pt layup from 3 ft,27,26
92,1,0:51.0,,Shooting foul by J. Lauvergne (drawn by A. Gee),27,26
93,1,0:51.0,,A. Gee makes free throw 1 of 1,27,27
94,1,0:35.0,J. Lauvergne makes 2-pt jump shot from 11 ft (assist by A. Morrow),,29,27
95,1,0:27.0,,J. Murray misses 3-pt jump shot from 26 ft,29,27
96,1,0:25.0,Defensive rebound by J. Grant,,29,27
97,1,0:19.0,V. Oladipo makes 2-pt jump shot from 17 ft,,31,27
98,1,0:05.0,,D. Arthur makes 3-pt jump shot from 24 ft (assist by A. Gee),31,30
99,1,0:01.0,E. Freedom misses 3-pt jump shot from 26 ft,,31,30
100,1,0:00.0,Offensive rebound by Team,,31,30
101,2,11:46.0,,Turnover by J. Murray (bad pass),31,30
102,2,11:34.0,V. Oladipo misses 3-pt jump shot from 23 ft,,31,30
103,2,11:32.0,,Defensive rebound by A. Gee,31,30
104,2,11:23.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by A. Gee),31,33
105,2,11:10.0,Loose ball foul by J. Grant (drawn by A. Gee),,31,33
106,2,11:10.0,Turnover by J. Grant (offensive foul),,31,33
107,2,11:10.0,D. Sabonis enters the game for E. Freedom,,31,33
108,2,10:57.0,,J. Murray misses 2-pt layup from 2 ft,31,33
109,2,10:56.0,,Offensive rebound by A. Gee,31,33
110,2,10:53.0,,A. Gee misses 2-pt layup from 1 ft,31,33
111,2,10:52.0,Defensive rebound by Team,,31,33
112,2,10:52.0,,J. Nurkić enters the game for N. Jokić,31,33
113,2,10:41.0,V. Oladipo makes 2-pt jump shot from 3 ft,,33,33
114,2,10:34.0,,Turnover by E. Mudiay (lost ball; steal by D. Sabonis),33,33
115,2,10:29.0,Turnover by D. Sabonis (bad pass; steal by D. Arthur),,33,33
116,2,10:15.0,,Shooting foul by J. Grant (drawn by E. Mudiay),33,33
117,2,10:15.0,,E. Mudiay makes free throw 1 of 2,33,34
118,2,10:15.0,A. Roberson enters the game for A. Morrow,,33,34
119,2,10:15.0,,E. Mudiay makes free throw 2 of 2,33,35
120,2,10:03.0,J. Lauvergne makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,36,35
121,2,9:52.0,,Turnover by D. Arthur (bad pass; steal by J. Lauvergne),36,35
122,2,9:41.0,J. Grant misses 3-pt jump shot from 24 ft,,36,35
123,2,9:40.0,,Defensive rebound by J. Nurkić,36,35
124,2,9:28.0,,J. Murray misses 2-pt jump shot from 16 ft,36,35
125,2,9:27.0,Defensive rebound by J. Lauvergne,,36,35
126,2,9:20.0,J. Lauvergne misses 3-pt jump shot from 26 ft,,36,35
127,2,9:17.0,Offensive rebound by D. Sabonis,,36,35
128,2,9:15.0,Shooting foul by D. Arthur (drawn by J. Grant),,36,35
129,2,9:15.0,J. Grant makes free throw 1 of 2,,37,35
130,2,9:15.0,J. Grant makes free throw 2 of 2,,38,35
131,2,8:57.0,,E. Mudiay makes 2-pt layup from 2 ft,38,37
132,2,8:49.0,D. Sabonis misses 2-pt jump shot from 3 ft,,38,37
133,2,8:48.0,,Defensive rebound by A. Gee,38,37
134,2,8:36.0,,E. Mudiay misses 3-pt jump shot from 25 ft,38,37
135,2,8:36.0,,Offensive rebound by J. Nurkić,38,37
136,2,8:28.0,,Shooting foul by V. Oladipo (drawn by A. Gee),38,37
137,2,8:28.0,Official timeout,,38,37
138,2,8:28.0,,A. Gee misses free throw 1 of 2,38,37
139,2,8:28.0,,Offensive rebound by Team,38,37
140,2,8:28.0,R. Westbrook enters the game for J. Grant,,38,37
141,2,8:28.0,S. Adams enters the game for J. Lauvergne,,38,37
142,2,8:28.0,,A. Gee makes free throw 2 of 2,38,38
143,2,8:10.0,R. Westbrook misses 2-pt jump shot from 16 ft,,38,38
144,2,8:09.0,,Defensive rebound by J. Nurkić,38,38
145,2,7:58.0,,Personal foul by S. Adams (drawn by J. Nurkić),38,38
146,2,7:49.0,,D. Arthur makes 2-pt jump shot from 19 ft (assist by E. Mudiay),38,40
147,2,7:33.0,D. Sabonis misses 2-pt jump shot from 21 ft,,38,40
148,2,7:32.0,Offensive rebound by R. Westbrook,,38,40
149,2,7:26.0,Turnover by R. Westbrook (bad pass; steal by J. Nurkić),,38,40
150,2,7:25.0,,J. Murray makes 2-pt layup from 2 ft (assist by A. Gee),38,42
151,2,7:25.0,,Shooting foul by A. Roberson (drawn by J. Murray),38,42
152,2,7:25.0,,K. Faried enters the game for D. Arthur,38,42
153,2,7:25.0,,J. Murray makes free throw 1 of 1,38,43
154,2,7:13.0,D. Sabonis makes 2-pt jump shot from 6 ft (assist by R. Westbrook),,40,43
155,2,6:40.0,,E. Mudiay makes 2-pt layup from 2 ft,40,45
156,2,6:30.0,R. Westbrook misses 2-pt layup from 2 ft (block by J. Nurkić),,40,45
157,2,6:29.0,,Defensive rebound by J. Nurkić,40,45
158,2,6:25.0,,A. Gee misses 3-pt jump shot from 23 ft,40,45
159,2,6:24.0,,Offensive rebound by Team,40,45
160,2,6:23.0,Loose ball foul by S. Adams (drawn by J. Nurkić),,40,45
161,2,6:23.0,,J. Nurkić makes free throw 1 of 2,40,46
162,2,6:23.0,E. Freedom enters the game for S. Adams,,40,46
163,2,6:23.0,,J. Nurkić makes free throw 2 of 2,40,47
164,2,6:03.0,Turnover by R. Westbrook (bad pass; steal by A. Gee),,40,47
165,2,5:55.0,,Turnover by J. Nurkić (bad pass; steal by E. Freedom),40,47
166,2,5:49.0,E. Freedom makes 2-pt layup from 2 ft (assist by V. Oladipo),,42,47
167,2,5:28.0,,J. Nurkić misses 2-pt layup from 1 ft,42,47
168,2,5:28.0,Defensive rebound by E. Freedom,,42,47
169,2,5:22.0,V. Oladipo makes 3-pt jump shot from 22 ft (assist by R. Westbrook),,45,47
170,2,5:22.0,,Denver full timeout,45,47
171,2,5:22.0,,J. Nelson enters the game for J. Murray,45,47
172,2,5:22.0,,W. Chandler enters the game for A. Gee,45,47
173,2,4:59.0,,J. Nurkić makes 2-pt layup from 2 ft (assist by J. Nelson),45,49
174,2,4:58.0,Shooting foul by J. Nelson (drawn by R. Westbrook),,45,49
175,2,4:58.0,R. Westbrook makes free throw 1 of 2,,46,49
176,2,4:58.0,R. Westbrook makes free throw 2 of 2,,47,49
177,2,4:38.0,,Turnover by K. Faried (offensive goaltending),47,49
178,2,4:38.0,J. Lauvergne enters the game for D. Sabonis,,47,49
179,2,4:27.0,Turnover by R. Westbrook (lost ball; steal by E. Mudiay),,47,49
180,2,4:19.0,,K. Faried makes 2-pt dunk at rim (assist by E. Mudiay),47,51
181,2,4:07.0,R. Westbrook misses 2-pt jump shot from 15 ft,,47,51
182,2,4:06.0,,Defensive rebound by W. Chandler,47,51
183,2,3:41.0,,W. Chandler makes 3-pt jump shot from 23 ft (assist by E. Mudiay),47,54
184,2,3:25.0,V. Oladipo misses 3-pt jump shot from 24 ft,,47,54
185,2,3:25.0,,Defensive rebound by K. Faried,47,54
186,2,3:19.0,,K. Faried makes 2-pt dunk at rim (assist by J. Nelson),47,56
187,2,3:19.0,Oklahoma City full timeout,,47,56
188,2,3:14.0,,N. Jokić enters the game for J. Nurkić,47,56
189,2,3:04.0,J. Lauvergne makes 3-pt jump shot from 24 ft (assist by R. Westbrook),,50,56
190,2,2:51.0,,Turnover by N. Jokić (lost ball; steal by E. Freedom),50,56
191,2,2:51.0,A. Roberson makes 2-pt layup from 1 ft (assist by R. Westbrook),,52,56
192,2,2:51.0,Shooting foul by W. Chandler (drawn by A. Roberson),,52,56
193,2,2:51.0,A. Roberson misses free throw 1 of 1,,52,56
194,2,2:48.0,,Defensive rebound by Team,52,56
195,2,2:42.0,,W. Chandler misses 3-pt jump shot from 24 ft,52,56
196,2,2:40.0,,Offensive rebound by N. Jokić,52,56
197,2,2:40.0,J. Grant enters the game for A. Roberson,,52,56
198,2,2:28.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by J. Nelson),52,59
199,2,2:09.0,J. Lauvergne makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,55,59
200,2,1:43.0,,W. Chandler makes 2-pt layup from 1 ft (assist by J. Nelson),55,61
201,2,1:29.0,E. Freedom misses 2-pt jump shot from 4 ft (block by K. Faried),,55,61
202,2,1:27.0,Offensive rebound by J. Lauvergne,,55,61
203,2,1:26.0,E. Freedom makes 2-pt layup from 2 ft,,57,61
204,2,1:15.0,,J. Nelson makes 2-pt jump shot from 6 ft,57,63
205,2,1:06.0,Shooting foul by N. Jokić (drawn by E. Freedom),,57,63
206,2,1:06.0,E. Freedom makes 2-pt layup from 1 ft (assist by R. Westbrook),,59,63
207,2,1:06.0,,D. Arthur enters the game for K. Faried,59,63
208,2,1:06.0,E. Freedom makes free throw 1 of 1,,60,63
209,2,0:53.0,,D. Arthur misses 3-pt jump shot from 24 ft,60,63
210,2,0:51.0,,Offensive rebound by W. Chandler,60,63
211,2,0:34.0,,E. Mudiay misses 2-pt jump shot from 10 ft,60,63
212,2,0:33.0,Defensive rebound by R. Westbrook,,60,63
213,2,0:27.0,V. Oladipo makes 2-pt layup from 2 ft,,62,63
214,2,0:03.0,,J. Nelson misses 2-pt jump shot from 16 ft,62,63
215,2,0:03.0,,Offensive rebound by E. Mudiay,62,63
216,2,0:03.0,,Turnover by Team (shot clock),62,63
217,2,0:03.0,Oklahoma City full timeout,,62,63
218,2,0:03.0,,A. Gee enters the game for J. Nelson,62,63
219,2,0:03.0,,J. Murray enters the game for N. Jokić,62,63
220,2,0:01.0,Turnover by R. Westbrook (lost ball; steal by A. Gee),,62,63
221,2,0:00.0,,A. Gee misses 3-pt jump shot from 43 ft,62,63
222,2,0:00.0,,Offensive rebound by Team,62,63
223,3,11:39.0,,W. Chandler misses 2-pt jump shot from 8 ft,62,63
224,3,11:38.0,Defensive rebound by R. Westbrook,,62,63
225,3,11:22.0,S. Adams misses 2-pt jump shot from 8 ft,,62,63
226,3,11:21.0,,Defensive rebound by K. Faried,62,63
227,3,11:04.0,,J. Nelson misses 3-pt jump shot from 26 ft,62,63
228,3,11:03.0,,Offensive rebound by W. Chandler,62,63
229,3,10:53.0,,W. Chandler makes 2-pt dunk at rim (assist by J. Nurkić),62,65
230,3,10:41.0,V. Oladipo makes 2-pt jump shot from 16 ft (assist by R. Westbrook),,64,65
231,3,10:20.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by J. Nelson),64,68
232,3,10:05.0,D. Sabonis makes 3-pt jump shot from 23 ft (assist by R. Westbrook),,67,68
233,3,9:44.0,,K. Faried makes 2-pt dunk at rim (assist by J. Nelson),67,70
234,3,9:34.0,R. Westbrook makes 2-pt jump shot from 18 ft,,69,70
235,3,9:24.0,,J. Nurkić makes 2-pt dunk at rim (assist by W. Chandler),69,72
236,3,9:24.0,Oklahoma City full timeout,,69,72
237,3,9:10.0,A. Roberson misses 3-pt jump shot from 26 ft,,69,72
238,3,9:09.0,,Defensive rebound by J. Nurkić,69,72
239,3,8:58.0,,J. Nurkić misses 2-pt hook shot from 4 ft,69,72
240,3,8:57.0,,Offensive rebound by Team,69,72
241,3,8:43.0,,W. Chandler misses 2-pt layup from 2 ft,69,72
242,3,8:42.0,Defensive rebound by A. Roberson,,69,72
243,3,8:36.0,Turnover by R. Westbrook (lost ball),,69,72
244,3,8:20.0,,J. Nurkić makes 2-pt dunk at rim (assist by W. Chandler),69,74
245,3,8:07.0,R. Westbrook makes 3-pt jump shot from 25 ft (assist by V. Oladipo),,72,74
246,3,7:43.0,,K. Faried misses 2-pt layup from 3 ft,72,74
247,3,7:43.0,Defensive rebound by D. Sabonis,,72,74
248,3,7:29.0,D. Sabonis makes 3-pt jump shot from 27 ft (assist by R. Westbrook),,75,74
249,3,7:10.0,,Shooting foul by R. Westbrook (drawn by E. Mudiay),75,74
250,3,7:10.0,,E. Mudiay misses free throw 1 of 2,75,74
251,3,7:10.0,,Offensive rebound by Team,75,74
252,3,7:10.0,,E. Mudiay misses free throw 2 of 2,75,74
253,3,7:10.0,J. Lauvergne enters the game for D. Sabonis,,75,74
254,3,7:08.0,,Offensive rebound by K. Faried,75,74
255,3,7:04.0,,K. Faried makes 2-pt layup from 2 ft,75,76
256,3,6:54.0,R. Westbrook misses 2-pt jump shot from 22 ft,,75,76
257,3,6:53.0,,Defensive rebound by W. Chandler,75,76
258,3,6:44.0,,Turnover by K. Faried (bad pass; steal by A. Roberson),75,76
259,3,6:34.0,A. Roberson makes 2-pt layup from 2 ft (assist by V. Oladipo),,77,76
260,3,6:15.0,,Turnover by W. Chandler (bad pass; steal by V. Oladipo),77,76
261,3,6:07.0,R. Westbrook misses 3-pt jump shot from 25 ft,,77,76
262,3,6:06.0,,Defensive rebound by W. Chandler,77,76
263,3,5:53.0,,E. Mudiay misses 3-pt jump shot from 25 ft,77,76
264,3,5:51.0,,Offensive rebound by K. Faried,77,76
265,3,5:47.0,,J. Nelson makes 3-pt jump shot from 25 ft (assist by K. Faried),77,79
266,3,5:29.0,Personal foul by J. Nurkić (drawn by J. Lauvergne),,77,79
267,3,5:29.0,A. Morrow enters the game for V. Oladipo,,77,79
268,3,5:29.0,,D. Arthur enters the game for K. Faried,77,79
269,3,5:29.0,,J. Murray enters the game for J. Nelson,77,79
270,3,5:21.0,R. Westbrook misses 2-pt jump shot from 21 ft,,77,79
271,3,5:20.0,,Defensive rebound by W. Chandler,77,79
272,3,5:14.0,Loose ball foul by R. Westbrook (drawn by E. Mudiay),,77,79
273,3,5:01.0,,W. Chandler makes 3-pt jump shot from 23 ft (assist by E. Mudiay),77,82
274,3,4:41.0,A. Morrow misses 2-pt jump shot from 12 ft,,77,82
275,3,4:41.0,,Defensive rebound by J. Murray,77,82
276,3,4:22.0,,Turnover by D. Arthur (lost ball; steal by S. Adams),77,82
277,3,4:18.0,Shooting foul by D. Arthur (drawn by R. Westbrook),,77,82
278,3,4:18.0,R. Westbrook misses free throw 1 of 2,,77,82
279,3,4:18.0,Offensive rebound by Team,,77,82
280,3,4:18.0,D. Sabonis enters the game for A. Roberson,,77,82
281,3,4:18.0,J. Grant enters the game for S. Adams,,77,82
282,3,4:18.0,,N. Jokić enters the game for J. Nurkić,77,82
283,3,4:18.0,R. Westbrook makes free throw 2 of 2,,78,82
284,3,3:59.0,,N. Jokić misses 2-pt jump shot from 11 ft,78,82
285,3,3:59.0,Defensive rebound by R. Westbrook,,78,82
286,3,3:51.0,J. Grant misses 3-pt jump shot from 23 ft,,78,82
287,3,3:51.0,,Defensive rebound by E. Mudiay,78,82
288,3,3:45.0,,W. Chandler makes 2-pt dunk at rim (assist by E. Mudiay),78,84
289,3,3:28.0,D. Sabonis makes 2-pt layup from 3 ft (assist by R. Westbrook),,80,84
290,3,3:19.0,,W. Chandler misses 2-pt layup from 5 ft (block by J. Grant),80,84
291,3,3:19.0,,Offensive rebound by Team,80,84
292,3,3:19.0,,W. Chandler misses 2-pt jump shot from 5 ft,80,84
293,3,3:18.0,,Offensive rebound by Team,80,84
294,3,3:07.0,,W. Chandler misses 3-pt jump shot from 24 ft,80,84
295,3,3:06.0,Defensive rebound by J. Lauvergne,,80,84
296,3,3:00.0,R. Westbrook makes 2-pt layup from 2 ft,,82,84
297,3,2:43.0,,J. Murray misses 3-pt jump shot from 25 ft,82,84
298,3,2:41.0,,Offensive rebound by N. Jokić,82,84
299,3,2:35.0,,D. Arthur misses 3-pt jump shot from 24 ft,82,84
300,3,2:34.0,,Offensive rebound by N. Jokić,82,84
301,3,2:19.0,,Shooting foul by R. Westbrook (drawn by W. Chandler),82,84
302,3,2:19.0,,Denver full timeout,82,84
303,3,2:19.0,,W. Chandler makes free throw 1 of 2,82,85
304,3,2:19.0,,J. Nelson enters the game for E. Mudiay,82,84
305,3,2:19.0,V. Oladipo enters the game for R. Westbrook,,82,85
306,3,2:19.0,,W. Chandler makes free throw 2 of 2,82,86
307,3,1:56.0,J. Lauvergne makes 2-pt jump shot from 22 ft (assist by V. Oladipo),,84,86
308,3,1:34.0,,J. Murray misses 2-pt layup from 4 ft (block by A. Morrow),84,86
309,3,1:32.0,,Offensive rebound by J. Murray,84,86
310,3,1:30.0,,Turnover by D. Arthur (lost ball),84,86
311,3,1:30.0,,A. Gee enters the game for W. Chandler,84,86
312,3,1:18.0,J. Lauvergne misses 2-pt jump shot from 19 ft,,84,86
313,3,1:17.0,,Defensive rebound by J. Murray,84,86
314,3,0:57.0,,N. Jokić misses 2-pt layup from 1 ft (block by J. Lauvergne),84,86
315,3,0:55.0,Defensive rebound by J. Lauvergne,,84,86
316,3,0:43.0,A. Morrow misses 2-pt layup from 2 ft,,84,86
317,3,0:43.0,,Defensive rebound by N. Jokić,84,86
318,3,0:36.0,,A. Gee misses 2-pt layup from 2 ft,84,86
319,3,0:35.0,Defensive rebound by J. Grant,,84,86
320,3,0:27.0,V. Oladipo misses 2-pt jump shot from 18 ft,,84,86
321,3,0:26.0,,Defensive rebound by J. Murray,84,86
322,3,0:04.0,,N. Jokić makes 3-pt jump shot from 23 ft (assist by J. Nelson),84,89
323,3,0:01.0,V. Oladipo misses 2-pt jump shot from 20 ft (block by N. Jokić),,84,89
324,3,0:00.0,Offensive rebound by Team,,84,89
325,4,11:36.0,V. Oladipo misses 2-pt jump shot from 6 ft,,84,89
326,4,11:35.0,,Defensive rebound by D. Arthur,84,89
327,4,11:22.0,Loose ball foul by E. Freedom (drawn by N. Jokić),,84,89
328,4,11:16.0,,J. Murray misses 2-pt layup from 1 ft,84,89
329,4,11:16.0,Defensive rebound by Team,,84,89
330,4,11:16.0,,Loose ball foul by N. Jokić (drawn by V. Oladipo),84,89
331,4,10:58.0,Turnover by A. Morrow (lost ball; steal by J. Murray),,84,89
332,4,10:50.0,,J. Murray makes 2-pt layup from 3 ft (assist by N. Jokić),84,91
333,4,10:31.0,Turnover by V. Oladipo (lost ball; steal by J. Murray),,84,91
334,4,10:08.0,,J. Nelson misses 2-pt jump shot from 6 ft,84,91
335,4,10:06.0,Defensive rebound by D. Sabonis,,84,91
336,4,9:58.0,V. Oladipo misses 2-pt layup from 3 ft (block by N. Jokić),,84,91
337,4,9:57.0,,Defensive rebound by N. Jokić,84,91
338,4,9:57.0,,Shooting foul by D. Sabonis (drawn by J. Murray),84,91
339,4,9:57.0,Oklahoma City full timeout,,84,91
340,4,9:57.0,,J. Murray makes free throw 1 of 2,84,92
341,4,9:57.0,,J. Murray makes free throw 2 of 2,84,93
342,4,9:45.0,A. Morrow misses 2-pt jump shot from 14 ft (block by J. Murray),,84,93
343,4,9:42.0,,Defensive rebound by J. Murray,84,93
344,4,9:33.0,,J. Murray misses 2-pt layup from 1 ft,84,93
345,4,9:32.0,Defensive rebound by D. Sabonis,,84,93
346,4,9:26.0,J. Grant misses 2-pt layup from 1 ft,,84,93
347,4,9:26.0,,Defensive rebound by Team,84,93
348,4,9:11.0,,A. Gee makes 2-pt dunk at rim (assist by N. Jokić),84,95
349,4,8:58.0,V. Oladipo makes 2-pt jump shot from 18 ft,,86,95
350,4,8:47.0,,Personal foul by E. Freedom (drawn by N. Jokić),86,95
351,4,8:47.0,R. Westbrook enters the game for D. Sabonis,,86,95
352,4,8:47.0,S. Adams enters the game for V. Oladipo,,86,95
353,4,8:47.0,A. Roberson enters the game for J. Grant,,86,95
354,4,8:38.0,,N. Jokić makes 2-pt jump shot from 12 ft (assist by J. Nelson),86,97
355,4,8:24.0,S. Adams makes 2-pt hook shot from 5 ft (assist by R. Westbrook),,88,97
356,4,8:05.0,,J. Murray makes 3-pt jump shot from 25 ft (assist by J. Nelson),88,100
357,4,7:53.0,R. Westbrook makes 3-pt jump shot from 25 ft,,91,100
358,4,7:42.0,,Shooting foul by A. Roberson (drawn by J. Nelson),91,100
359,4,7:42.0,,J. Nelson makes free throw 1 of 2,91,101
360,4,7:42.0,,J. Nelson makes free throw 2 of 2,91,102
361,4,7:32.0,Turnover by R. Westbrook (lost ball; steal by A. Gee),,91,102
362,4,7:31.0,,A. Gee misses 2-pt layup from 1 ft (block by R. Westbrook),91,102
363,4,7:30.0,,Offensive rebound by Team,91,102
364,4,7:22.0,,Personal foul by A. Roberson (drawn by J. Murray),91,102
365,4,7:22.0,,J. Murray makes free throw 1 of 2,91,103
366,4,7:22.0,,J. Murray misses free throw 2 of 2,91,103
367,4,7:19.0,Defensive rebound by S. Adams,,91,103
368,4,7:05.0,E. Freedom misses 3-pt jump shot from 25 ft,,91,103
369,4,7:05.0,,Defensive rebound by D. Arthur,91,103
370,4,6:47.0,,D. Arthur misses 3-pt jump shot from 25 ft,91,103
371,4,6:45.0,Defensive rebound by R. Westbrook,,91,103
372,4,6:39.0,E. Freedom makes 2-pt dunk at rim (assist by R. Westbrook),,93,103
373,4,6:24.0,,J. Nelson makes 3-pt jump shot from 24 ft (assist by N. Jokić),93,106
374,4,6:08.0,A. Morrow makes 3-pt jump shot from 25 ft (assist by S. Adams),,96,106
