,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,MINNESOTA_ACTION,WASHINGTON_SCORE,MINNESOTA_SCORE
206,2,0:50.0,,R. Rubio makes 2-pt jump shot from 14 ft,49,62
207,2,0:49.0,Shooting foul by R. Rubio (drawn by J. Wall),,49,62
208,2,0:49.0,J. Wall makes free throw 1 of 2,,50,62
209,2,0:49.0,J. Wall makes free throw 2 of 2,,51,62
210,2,0:38.0,,Technical foul by Team,51,62
211,2,0:38.0,J. Wall makes technical free throw,,52,62
212,2,0:31.0,,A. Wiggins misses 2-pt jump shot from 15 ft,52,62
213,2,0:30.0,Defensive rebound by M. Gortat,,52,62
214,2,0:26.0,J. Wall makes 2-pt layup at rim,,54,62
215,2,0:07.0,,K. Towns makes 2-pt jump shot from 15 ft (assist by R. Rubio),54,64
216,2,0:02.0,B. Beal makes 2-pt layup from 1 ft,,56,64
217,2,0:01.0,,R. Rubio misses 3-pt jump shot from 45 ft,56,64
218,2,0:00.0,,Offensive rebound by Team,56,64
219,3,11:49.0,,Personal block foul by M. Gortat (drawn by A. Wiggins),56,64
220,3,11:46.0,,Shooting foul by O. Porter (drawn by A. Wiggins),56,64
221,3,11:46.0,,A. Wiggins makes free throw 1 of 2,56,65
222,3,11:46.0,,A. Wiggins makes free throw 2 of 2,56,66
223,3,11:31.0,O. Porter misses 2-pt jump shot from 20 ft,,56,66
224,3,11:30.0,,Defensive rebound by G. Dieng,56,66
225,3,11:16.0,,A. Wiggins misses 2-pt jump shot from 12 ft,56,66
226,3,11:15.0,Defensive rebound by O. Porter,,56,66
227,3,11:02.0,B. Beal makes 2-pt layup from 1 ft,,58,66
228,3,10:49.0,,Turnover by R. Rubio (bad pass; steal by O. Porter),58,66
229,3,10:48.0,Personal foul by R. Rubio (drawn by B. Beal),,58,66
230,3,10:34.0,B. Beal misses 3-pt jump shot from 24 ft,,58,66
231,3,10:33.0,,Defensive rebound by K. Towns,58,66
232,3,10:22.0,,A. Wiggins misses 2-pt jump shot from 14 ft,58,66
233,3,10:21.0,Defensive rebound by M. Gortat,,58,66
234,3,10:15.0,J. Wall makes 2-pt layup from 2 ft,,60,66
235,3,9:48.0,,R. Rubio makes 3-pt jump shot from 25 ft,60,69
236,3,9:27.0,J. Wall makes 2-pt layup from 2 ft,,62,69
237,3,9:14.0,,K. Towns makes 2-pt jump shot from 19 ft (assist by R. Rubio),62,71
238,3,8:49.0,J. Wall misses 2-pt jump shot from 19 ft,,62,71
239,3,8:48.0,,Defensive rebound by K. Towns,62,71
240,3,8:34.0,,Shooting foul by B. Beal (drawn by A. Wiggins),62,71
241,3,8:34.0,,A. Wiggins misses free throw 1 of 2,62,71
242,3,8:34.0,,Offensive rebound by Team,62,71
243,3,8:34.0,,A. Wiggins makes free throw 2 of 2,62,72
244,3,8:22.0,M. Morris misses 2-pt jump shot from 20 ft,,62,72
245,3,8:21.0,,Defensive rebound by G. Dieng,62,72
246,3,8:06.0,,K. Towns makes 2-pt hook shot from 10 ft,62,74
247,3,7:52.0,O. Porter makes 2-pt layup from 2 ft,,64,74
248,3,7:36.0,,Turnover by B. Rush (lost ball; steal by J. Wall),64,74
249,3,7:35.0,Personal foul by G. Dieng (drawn by J. Wall),,64,74
250,3,7:24.0,Shooting foul by A. Wiggins (drawn by J. Wall),,64,74
251,3,7:24.0,J. Wall makes free throw 1 of 2,,65,74
252,3,7:24.0,J. Wall misses free throw 2 of 2,,65,74
253,3,7:24.0,,Defensive rebound by K. Towns,65,74
254,3,7:18.0,,Personal foul by M. Gortat (drawn by K. Towns),65,74
255,3,7:14.0,,K. Towns makes 2-pt jump shot from 20 ft (assist by R. Rubio),65,76
256,3,6:55.0,B. Beal misses 3-pt jump shot from 25 ft,,65,76
257,3,6:54.0,,Defensive rebound by A. Wiggins,65,76
258,3,6:40.0,,K. Towns misses 2-pt layup from 1 ft (block by M. Gortat),65,76
259,3,6:39.0,Defensive rebound by J. Wall,,65,76
260,3,6:35.0,J. Wall makes 2-pt layup from 1 ft,,67,76
261,3,6:18.0,,Turnover by R. Rubio (bad pass; steal by M. Morris),67,76
262,3,6:13.0,B. Beal misses 2-pt dunk at rim,,67,76
263,3,6:12.0,Offensive rebound by O. Porter,,67,76
264,3,6:01.0,M. Gortat misses 2-pt jump shot from 8 ft,,67,76
265,3,6:00.0,,Defensive rebound by A. Wiggins,67,76
266,3,5:53.0,,A. Wiggins makes 2-pt jump shot from 20 ft,67,78
267,3,5:50.0,Washington full timeout,,67,78
268,3,5:38.0,O. Porter misses 3-pt jump shot from 24 ft,,67,78
269,3,5:37.0,,Defensive rebound by G. Dieng,67,78
270,3,5:13.0,,G. Dieng misses 2-pt jump shot from 20 ft,67,78
271,3,5:12.0,,Offensive rebound by K. Towns,67,78
272,3,5:07.0,,B. Rush misses 3-pt jump shot from 25 ft,67,78
273,3,5:06.0,Defensive rebound by O. Porter,,67,78
274,3,4:49.0,O. Porter misses 2-pt jump shot from 10 ft,,67,78
275,3,4:48.0,,Defensive rebound by G. Dieng,67,78
276,3,4:33.0,,K. Towns makes 2-pt layup from 1 ft (assist by R. Rubio),67,80
277,3,4:22.0,M. Gortat makes 2-pt layup from 1 ft (assist by J. Wall),,69,80
278,3,4:22.0,Shooting foul by A. Wiggins (drawn by M. Gortat),,69,80
279,3,4:22.0,B. Bogdanović enters the game for M. Morris,,69,80
280,3,4:22.0,,N. Bjelica enters the game for K. Towns,69,80
281,3,4:22.0,M. Gortat makes free throw 1 of 1,,70,80
282,3,4:15.0,,R. Rubio misses 2-pt jump shot from 21 ft,70,80
283,3,4:14.0,,Offensive rebound by N. Bjelica,70,80
284,3,4:10.0,,B. Rush makes 3-pt jump shot from 22 ft (assist by N. Bjelica),70,83
285,3,3:47.0,B. Beal makes 2-pt jump shot from 20 ft (assist by O. Porter),,72,83
286,3,3:28.0,,R. Rubio misses 3-pt jump shot from 25 ft,72,83
287,3,3:26.0,Defensive rebound by M. Gortat,,72,83
288,3,3:16.0,Turnover by J. Wall (lost ball; steal by R. Rubio),,72,83
289,3,3:16.0,,Personal foul by J. Wall (drawn by N. Bjelica),72,83
290,3,3:16.0,,N. Bjelica misses free throw 1 of 2,72,83
291,3,3:16.0,,Offensive rebound by Team,72,83
292,3,3:16.0,I. Mahinmi enters the game for M. Gortat,,72,83
293,3,3:16.0,B. Jennings enters the game for B. Beal,,72,83
294,3,3:16.0,,N. Bjelica makes free throw 2 of 2,72,84
295,3,3:03.0,J. Wall makes 2-pt layup from 2 ft,,74,84
296,3,2:47.0,,R. Rubio makes 2-pt layup from 1 ft,74,86
297,3,2:20.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,74,86
298,3,2:18.0,Offensive rebound by O. Porter,,74,86
299,3,2:16.0,O. Porter makes 2-pt layup from 2 ft,,76,86
300,3,1:56.0,,Shooting foul by I. Mahinmi (drawn by G. Dieng),76,86
301,3,1:56.0,,Minnesota full timeout,76,86
302,3,1:56.0,,G. Dieng makes free throw 1 of 2,76,87
303,3,1:56.0,,G. Dieng makes free throw 2 of 2,76,88
304,3,1:38.0,J. Wall misses 2-pt jump shot from 15 ft,,76,88
305,3,1:37.0,,Defensive rebound by G. Dieng,76,88
306,3,1:30.0,,Turnover by A. Wiggins (lost ball; steal by O. Porter),76,88
307,3,1:23.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,76,88
308,3,1:22.0,,Defensive rebound by N. Bjelica,76,88
309,3,1:10.0,,Turnover by R. Rubio (lost ball),76,88
310,3,1:02.0,Personal foul by B. Rush (drawn by B. Bogdanović),,76,88
311,3,1:02.0,B. Bogdanović makes free throw 1 of 2,,77,88
312,3,1:02.0,B. Bogdanović makes free throw 2 of 2,,78,88
313,3,0:51.0,,R. Rubio misses 2-pt layup from 1 ft,78,88
314,3,0:49.0,Defensive rebound by O. Porter,,78,88
315,3,0:32.0,O. Porter misses 2-pt jump shot from 15 ft,,78,88
316,3,0:31.0,,Defensive rebound by N. Bjelica,78,88
317,3,0:08.0,,Turnover by G. Dieng (lost ball; steal by I. Mahinmi),78,88
318,3,0:05.0,Shooting foul by N. Bjelica (drawn by J. Wall),,78,88
319,3,0:05.0,J. Wall makes free throw 1 of 2,,79,88
320,3,0:05.0,J. Wall makes free throw 2 of 2,,80,88
321,3,0:00.0,,Shooting foul by J. Wall (drawn by A. Wiggins),80,88
322,3,0:00.0,,A. Wiggins misses free throw 1 of 2,80,88
323,3,0:00.0,,Offensive rebound by Team,80,88
324,3,0:00.0,,A. Wiggins makes free throw 2 of 2,80,89
325,4,11:48.0,Offensive foul by I. Mahinmi (drawn by T. Jones),,80,89
326,4,11:48.0,Turnover by I. Mahinmi (offensive foul),,80,89
327,4,11:35.0,,S. Muhammad misses 2-pt jump shot from 13 ft,80,89
328,4,11:34.0,Defensive rebound by B. Bogdanović,,80,89
329,4,11:34.0,Personal foul by S. Muhammad (drawn by B. Bogdanović),,80,89
330,4,11:16.0,Turnover by B. Jennings (bad pass; steal by N. Bjelica),,80,89
331,4,11:11.0,,Turnover by K. Dunn (bad pass; steal by B. Beal),80,89
332,4,11:03.0,Turnover by B. Bogdanović (bad pass; steal by T. Jones),,80,89
333,4,10:44.0,,K. Towns misses 2-pt jump shot from 12 ft,80,89
334,4,10:43.0,Defensive rebound by O. Porter,,80,89
335,4,10:30.0,O. Porter makes 2-pt jump shot from 23 ft (assist by B. Beal),,82,89
336,4,10:14.0,,K. Towns makes 2-pt layup from 2 ft (assist by T. Jones),82,91
337,4,10:00.0,B. Beal misses 2-pt jump shot from 13 ft,,82,91
338,4,9:59.0,Offensive rebound by I. Mahinmi,,82,91
339,4,9:59.0,I. Mahinmi makes 2-pt layup from 1 ft,,84,91
340,4,9:59.0,Shooting foul by N. Bjelica (drawn by I. Mahinmi),,84,91
341,4,9:59.0,M. Morris enters the game for O. Porter,,84,91
342,4,9:59.0,I. Mahinmi makes free throw 1 of 1,,85,91
343,4,9:50.0,,N. Bjelica makes 3-pt jump shot from 25 ft (assist by K. Towns),85,94
344,4,9:40.0,B. Jennings misses 2-pt layup from 1 ft,,85,94
345,4,9:39.0,,Defensive rebound by N. Bjelica,85,94
346,4,9:27.0,,Personal foul by B. Jennings (drawn by T. Jones),85,94
347,4,9:13.0,,K. Towns makes 2-pt jump shot from 15 ft,85,96
348,4,8:57.0,B. Bogdanović misses 3-pt jump shot from 26 ft,,85,96
349,4,8:56.0,Offensive rebound by I. Mahinmi,,85,96
350,4,8:53.0,Turnover by B. Bogdanović (lost ball; steal by K. Towns),,85,96
351,4,8:48.0,,S. Muhammad makes 2-pt jump shot from 5 ft,85,98
352,4,8:48.0,Washington full timeout,,85,98
353,4,8:33.0,Shooting foul by N. Bjelica (drawn by M. Morris),,85,98
354,4,8:33.0,M. Morris makes 2-pt layup from 2 ft,,87,98
355,4,8:33.0,M. Morris makes free throw 1 of 1,,88,98
356,4,8:20.0,,Shooting foul by B. Beal (drawn by N. Bjelica),88,98
357,4,8:20.0,,N. Bjelica makes free throw 1 of 2,88,99
358,4,8:20.0,,N. Bjelica makes free throw 2 of 2,88,100
359,4,8:03.0,Personal foul by T. Jones (drawn by M. Morris),,88,100
360,4,8:03.0,,G. Dieng enters the game for N. Bjelica,88,100
361,4,7:56.0,B. Beal makes 3-pt jump shot from 26 ft,,91,100
362,4,7:56.0,Shooting foul by K. Dunn (drawn by B. Beal),,91,100
363,4,7:56.0,,R. Rubio enters the game for T. Jones,91,100
364,4,7:56.0,,A. Wiggins enters the game for K. Dunn,91,100
365,4,7:56.0,B. Beal makes free throw 1 of 1,,92,100
366,4,7:45.0,,Personal foul by I. Mahinmi (drawn by K. Towns),92,100
367,4,7:45.0,J. Wall enters the game for B. Jennings,,92,100
368,4,7:37.0,,A. Wiggins misses 2-pt jump shot from 21 ft,92,100
369,4,7:37.0,Defensive rebound by B. Bogdanović,,92,100
370,4,7:18.0,J. Wall misses 2-pt jump shot from 19 ft,,92,100
371,4,7:17.0,,Defensive rebound by G. Dieng,92,100
372,4,7:12.0,,Turnover by R. Rubio (bad pass; steal by B. Beal),92,100
373,4,7:04.0,B. Bogdanović misses 3-pt jump shot from 23 ft,,92,100
374,4,7:03.0,,Defensive rebound by K. Towns,92,100
375,4,6:39.0,,S. Muhammad misses 2-pt jump shot from 20 ft,92,100
376,4,6:38.0,Defensive rebound by I. Mahinmi,,92,100
377,4,6:36.0,Turnover by I. Mahinmi (bad pass; steal by R. Rubio),,92,100
378,4,6:33.0,,R. Rubio makes 2-pt layup at rim,92,102
379,4,6:18.0,Personal foul by S. Muhammad (drawn by B. Bogdanović),,92,102
380,4,6:18.0,B. Bogdanović makes free throw 1 of 2,,93,102
381,4,6:18.0,,B. Rush enters the game for S. Muhammad,93,102
