,QUARTER,TIME_REMAINING,ATLANTA_ACTION,CHICAGO_ACTION,ATLANTA_SCORE,CHICAGO_SCORE
0,1,11:39.0,,T. Gibson misses 2-pt layup from 2 ft,0,0
1,1,11:37.0,,Offensive rebound by T. Gibson,0,0
2,1,11:24.0,,J. Butler makes 3-pt jump shot from 24 ft (assist by R. Lopez),0,3
3,1,11:10.0,Turnover by P. Millsap (bad pass; steal by D. Wade),,0,3
4,1,10:57.0,,T. Gibson misses 2-pt jump shot from 20 ft,0,3
5,1,10:55.0,Defensive rebound by D. Howard,,0,3
6,1,10:36.0,P. Millsap misses 2-pt jump shot from 17 ft,,0,3
7,1,10:35.0,,Defensive rebound by D. Wade,0,3
8,1,10:21.0,,T. Gibson makes 2-pt jump shot from 4 ft,0,5
9,1,10:07.0,D. Schröder misses 3-pt jump shot from 26 ft,,0,5
10,1,10:06.0,,Defensive rebound by T. Gibson,0,5
11,1,9:50.0,,Turnover by D. Wade (bad pass; steal by D. Schröder),0,5
12,1,9:48.0,Turnover by P. Millsap (bad pass),,0,5
13,1,9:27.0,,D. Wade makes 2-pt jump shot from 19 ft (assist by J. Butler),0,7
14,1,9:10.0,T. Sefolosha makes 3-pt jump shot from 26 ft (assist by D. Howard),,3,7
15,1,8:55.0,,D. Wade misses 2-pt jump shot from 4 ft (block by K. Bazemore),3,7
16,1,8:44.0,,Offensive rebound by D. Wade,3,7
17,1,8:44.0,,D. Wade makes 2-pt jump shot from 19 ft (assist by J. Butler),3,9
18,1,8:32.0,D. Schröder misses 2-pt jump shot from 4 ft,,3,9
19,1,8:32.0,,Defensive rebound by Team,3,9
20,1,8:14.0,,R. Lopez misses 2-pt jump shot from 18 ft,3,9
21,1,8:13.0,Defensive rebound by K. Bazemore,,3,9
22,1,8:05.0,Personal foul by J. Grant (drawn by P. Millsap),,3,9
23,1,7:58.0,K. Bazemore makes 2-pt jump shot from 18 ft (assist by D. Schröder),,5,9
24,1,7:41.0,,D. Wade makes 2-pt jump shot from 17 ft,5,11
25,1,7:41.0,,Shooting foul by K. Bazemore (drawn by D. Wade),5,11
26,1,7:41.0,T. Hardaway enters the game for K. Bazemore,,5,11
27,1,7:41.0,,D. Wade makes free throw 1 of 1,5,12
28,1,7:29.0,Def 3 sec tech foul by T. Gibson,,5,12
29,1,7:29.0,D. Schröder makes technical free throw,,6,12
30,1,7:24.0,D. Schröder misses 2-pt jump shot from 20 ft,,6,12
31,1,7:23.0,,Defensive rebound by T. Gibson,6,12
32,1,7:11.0,,J. Butler misses 3-pt jump shot from 25 ft,6,12
33,1,7:10.0,Defensive rebound by D. Howard,,6,12
34,1,6:59.0,Turnover by T. Sefolosha (lost ball; steal by J. Butler),,6,12
35,1,6:56.0,,J. Butler makes 2-pt layup from 2 ft,6,14
36,1,6:56.0,,Shooting foul by D. Schröder (drawn by J. Butler),6,14
37,1,6:56.0,Atlanta full timeout,,6,14
38,1,6:56.0,,J. Butler makes free throw 1 of 1,6,15
39,1,6:43.0,D. Schröder makes 2-pt layup from 2 ft,,8,15
40,1,6:24.0,,D. Wade misses 2-pt jump shot from 19 ft,8,15
41,1,6:23.0,Defensive rebound by D. Howard,,8,15
42,1,6:16.0,Turnover by D. Howard (bad pass; steal by D. Wade),,8,15
43,1,6:11.0,,D. Wade makes 2-pt dunk at rim,8,17
44,1,5:50.0,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by T. Hardaway),,11,17
45,1,5:29.0,,J. Grant misses 2-pt jump shot from 17 ft,11,17
46,1,5:28.0,,Offensive rebound by T. Gibson,11,17
