,QUARTER,TIME_REMAINING,BROOKLYN_ACTION,CLEVELAND_ACTION,BROOKLYN_SCORE,CLEVELAND_SCORE
267,3,5:54.0,S. Kilpatrick makes 3-pt jump shot from 25 ft,,63,80
268,3,5:37.0,,L. James makes 2-pt layup at rim (assist by K. Irving),63,82
269,3,5:25.0,R. Foye misses 2-pt layup from 1 ft,,63,82
270,3,5:23.0,,Defensive rebound by K. Love,63,82
271,3,5:17.0,,L. James makes 2-pt jump shot from 13 ft,63,84
272,3,4:56.0,R. Hollis-Jefferson misses 2-pt jump shot from 7 ft,,63,84
273,3,4:54.0,,Defensive rebound by K. Love,63,84
274,3,4:45.0,,L. James makes 2-pt jump shot from 16 ft,63,86
275,3,4:28.0,S. Kilpatrick misses 3-pt jump shot from 26 ft,,63,86
276,3,4:28.0,,Defensive rebound by K. Irving,63,86
277,3,4:23.0,L. Scola enters the game for J. Hamilton,,63,86
278,3,4:23.0,I. Whitehead enters the game for S. Dinwiddie,,63,86
279,3,4:23.0,,Turnover by K. Irving (lost ball; steal by R. Hollis-Jefferson),63,86
280,3,4:06.0,I. Whitehead makes 2-pt layup from 1 ft,,65,86
281,3,3:47.0,,I. Shumpert misses 3-pt jump shot from 25 ft,65,86
282,3,3:46.0,Defensive rebound by L. Scola,,65,86
283,3,3:32.0,S. Kilpatrick makes 3-pt jump shot from 24 ft (assist by R. Foye),,68,86
284,3,3:13.0,,Turnover by L. James (bad pass; steal by L. Scola),68,86
285,3,3:09.0,Personal foul by I. Shumpert (drawn by I. Whitehead),,68,86
286,3,3:09.0,Q. Acy enters the game for R. Foye,,68,86
287,3,3:09.0,B. Bogdanović enters the game for R. Hollis-Jefferson,,68,86
288,3,3:09.0,,R. Jefferson enters the game for L. James,68,86
289,3,3:09.0,,K. Korver enters the game for I. Shumpert,68,86
290,3,2:48.0,L. Scola makes 3-pt jump shot from 25 ft (assist by I. Whitehead),,71,86
291,3,2:22.0,,Turnover by K. Korver (bad pass; steal by B. Bogdanović),71,86
292,3,2:15.0,B. Bogdanović makes 2-pt layup from 1 ft (assist by S. Kilpatrick),,73,86
293,3,2:15.0,,Cleveland full timeout,73,86
294,3,1:56.0,,K. Irving misses 2-pt jump shot from 22 ft,73,86
295,3,1:55.0,Defensive rebound by S. Kilpatrick,,73,86
296,3,1:51.0,Turnover by S. Kilpatrick (bad pass; steal by K. Love),,73,86
297,3,1:38.0,,Turnover by K. Irving (bad pass),73,86
298,3,1:25.0,I. Whitehead misses 2-pt jump shot from 7 ft,,73,86
299,3,1:23.0,,Defensive rebound by T. Thompson,73,86
300,3,1:15.0,,K. Irving makes 3-pt jump shot from 26 ft (assist by R. Jefferson),73,89
301,3,0:56.0,S. Kilpatrick misses 2-pt layup from 3 ft (block by K. Love),,73,89
302,3,0:54.0,,Defensive rebound by K. Love,73,89
303,3,0:48.0,,K. Irving makes 3-pt jump shot from 29 ft,73,92
304,3,0:32.0,B. Bogdanović misses 2-pt jump shot from 19 ft,,73,92
305,3,0:32.0,,Defensive rebound by T. Thompson,73,92
306,3,0:14.0,,K. Irving makes 2-pt layup from 1 ft,73,94
307,3,0:03.0,L. Scola misses 3-pt jump shot from 26 ft,,73,94
308,3,0:03.0,,Defensive rebound by K. Korver,73,94
309,3,0:01.0,,Turnover by K. Irving (traveling),73,94
310,3,0:00.0,I. Whitehead misses 2-pt jump shot from 20 ft,,73,94
311,3,0:00.0,Offensive rebound by Team,,73,94
312,4,11:55.0,,L. James makes 2-pt layup from 2 ft,73,96
313,4,11:55.0,,Shooting foul by B. Bogdanović (drawn by L. James),73,96
314,4,11:55.0,,L. James misses free throw 1 of 1,73,96
315,4,11:54.0,Defensive rebound by Q. Acy,,73,96
316,4,11:42.0,I. Whitehead makes 3-pt jump shot from 26 ft (assist by L. Scola),,76,96
317,4,11:20.0,,L. James misses 3-pt jump shot from 28 ft,76,96
318,4,11:19.0,,Offensive rebound by C. Frye,76,96
319,4,11:15.0,,Inbound foul by S. Kilpatrick,76,96
320,4,11:15.0,,K. Korver makes free throw 1 of 1,76,97
321,4,11:11.0,,K. Korver misses 2-pt jump shot from 21 ft,76,97
322,4,11:10.0,Defensive rebound by I. Whitehead,,76,97
323,4,10:47.0,S. Kilpatrick makes 3-pt jump shot from 25 ft,,79,97
324,4,10:30.0,,K. Korver makes 3-pt jump shot from 25 ft (assist by L. James),79,100
325,4,10:17.0,I. Whitehead makes 3-pt jump shot from 25 ft,,82,100
326,4,10:01.0,,Turnover by R. Jefferson (lost ball),82,100
327,4,9:46.0,Q. Acy makes 3-pt jump shot from 24 ft (assist by L. Scola),,85,100
328,4,9:31.0,,L. James makes 2-pt layup from 1 ft,85,102
329,4,9:18.0,B. Bogdanović makes 2-pt layup from 2 ft (assist by L. Scola),,87,102
330,4,8:56.0,,L. James makes 2-pt jump shot from 14 ft,87,104
331,4,8:38.0,S. Kilpatrick makes 2-pt layup from 2 ft,,89,104
332,4,8:22.0,,L. James makes 2-pt jump shot from 20 ft,89,106
333,4,8:22.0,Brooklyn full timeout,,89,106
334,4,8:22.0,S. Dinwiddie enters the game for I. Whitehead,,89,106
335,4,8:03.0,S. Kilpatrick makes 2-pt jump shot from 15 ft,,91,106
336,4,7:48.0,,K. Korver makes 3-pt jump shot from 23 ft (assist by L. James),91,109
337,4,7:36.0,B. Bogdanović misses 3-pt jump shot from 27 ft,,91,109
338,4,7:35.0,,Defensive rebound by L. James,91,109
339,4,7:20.0,,K. Felder makes 3-pt jump shot from 25 ft (assist by L. James),91,112
340,4,7:12.0,L. Scola misses 3-pt jump shot from 25 ft,,91,112
341,4,7:11.0,,Defensive rebound by L. James,91,112
342,4,7:05.0,,Turnover by L. James (bad pass),91,112
343,4,6:42.0,S. Kilpatrick misses 2-pt layup from 2 ft,,91,112
344,4,6:40.0,,Defensive rebound by C. Frye,91,112
345,4,6:30.0,,L. James misses 2-pt jump shot from 10 ft,91,112
346,4,6:28.0,Defensive rebound by L. Scola,,91,112
347,4,6:23.0,S. Kilpatrick misses 2-pt jump shot from 16 ft,,91,112
348,4,6:21.0,,Defensive rebound by R. Jefferson,91,112
349,4,6:09.0,,Turnover by L. James (bad pass; steal by S. Kilpatrick),91,112
350,4,6:02.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by S. Kilpatrick),,94,112
351,4,6:02.0,,Cleveland full timeout,94,112
352,4,6:02.0,I. Whitehead enters the game for B. Bogdanović,,94,112
353,4,6:02.0,R. Foye enters the game for S. Dinwiddie,,94,112
354,4,5:50.0,,K. Korver makes 2-pt jump shot from 21 ft (assist by L. James),94,114
355,4,5:38.0,R. Foye misses 3-pt jump shot from 25 ft,,94,114
356,4,5:38.0,,Defensive rebound by K. Felder,94,114
357,4,5:32.0,,C. Frye misses 3-pt jump shot from 23 ft,94,114
358,4,5:31.0,,Offensive rebound by C. Frye,94,114
359,4,5:22.0,,R. Jefferson misses 3-pt jump shot from 25 ft,94,114
360,4,5:22.0,Defensive rebound by L. Scola,,94,114
361,4,5:15.0,Turnover by Q. Acy (offensive foul),,94,114
362,4,5:15.0,,Offensive charge foul by Q. Acy (drawn by R. Jefferson),94,114
363,4,4:59.0,,K. Korver misses 2-pt jump shot from 12 ft,94,114
364,4,4:58.0,,Offensive rebound by K. Felder,94,114
365,4,4:58.0,,K. Felder misses 2-pt layup from 1 ft,94,114
366,4,4:58.0,Defensive rebound by Q. Acy,,94,114
367,4,4:49.0,Personal foul by R. Jefferson (drawn by S. Kilpatrick),,94,114
368,4,4:49.0,C. McCullough enters the game for Q. Acy,,94,114
369,4,4:49.0,,J. McRae enters the game for L. James,94,114
370,4,4:41.0,S. Kilpatrick makes 2-pt jump shot from 8 ft,,96,114
371,4,4:26.0,,K. Korver makes 2-pt jump shot from 18 ft (assist by K. Felder),96,116
372,4,4:13.0,R. Foye makes 2-pt layup at rim,,98,116
373,4,3:55.0,,Turnover by J. McRae (bad pass; steal by L. Scola),98,116
374,4,3:51.0,Shooting foul by R. Jefferson (drawn by L. Scola),,98,116
375,4,3:51.0,L. Scola makes free throw 1 of 2,,99,116
376,4,3:51.0,L. Scola makes free throw 2 of 2,,100,116
377,4,3:37.0,,Turnover by K. Felder (lost ball; steal by C. McCullough),100,116
378,4,3:31.0,C. McCullough makes 2-pt dunk at rim (assist by I. Whitehead),,102,116
