,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,GOLDEN STATE_ACTION,WASHINGTON_SCORE,GOLDEN STATE_SCORE
145,2,7:16.0,,I. Clark misses 3-pt jump shot from 25 ft,38,45
146,2,7:15.0,Defensive rebound by B. Jennings,,38,45
147,2,7:04.0,Turnover by I. Mahinmi (bad pass; steal by D. West),,38,45
148,2,6:51.0,,D. West makes 2-pt layup from 1 ft (assist by D. Green),38,47
149,2,6:35.0,Personal foul by D. West (drawn by J. Wall),,38,47
150,2,6:35.0,J. Wall makes free throw 1 of 2,,39,47
151,2,6:35.0,,S. Livingston enters the game for M. Barnes,39,47
152,2,6:35.0,B. Beal enters the game for B. Jennings,,39,47
153,2,6:35.0,M. Morris enters the game for K. Oubre,,39,47
154,2,6:35.0,J. Wall makes free throw 2 of 2,,40,47
155,2,6:14.0,,S. Livingston makes 2-pt jump shot from 10 ft (assist by D. Green),40,49
156,2,5:57.0,Personal foul by I. Clark (drawn by B. Beal),,40,49
157,2,5:57.0,Official timeout,,40,49
158,2,5:57.0,B. Beal makes free throw 1 of 2,,41,49
159,2,5:57.0,,S. Curry enters the game for K. Thompson,40,49
160,2,5:57.0,,A. Iguodala enters the game for I. Clark,40,49
161,2,5:57.0,B. Beal misses free throw 2 of 2,,41,49
162,2,5:56.0,,Defensive rebound by D. Green,41,49
163,2,5:41.0,,S. Livingston makes 2-pt jump shot from 13 ft (assist by D. Green),41,51
164,2,5:27.0,J. Wall makes 2-pt layup from 1 ft,,43,51
165,2,5:10.0,,Turnover by D. Green (bad pass; steal by B. Bogdanović),43,51
166,2,5:07.0,Turnover by B. Bogdanović (bad pass),,43,51
167,2,5:07.0,O. Porter enters the game for I. Mahinmi,,43,51
168,2,4:53.0,,Turnover by D. Green (bad pass; steal by B. Beal),43,51
169,2,4:44.0,J. Wall misses 2-pt layup from 2 ft,,43,51
170,2,4:44.0,,Defensive rebound by D. West,43,51
171,2,4:39.0,,S. Livingston makes 2-pt dunk at rim (assist by D. Green),43,53
172,2,4:18.0,M. Morris makes 3-pt jump shot from 27 ft (assist by B. Beal),,46,53
173,2,4:15.0,,Golden State full timeout,46,53
174,2,4:15.0,,M. Barnes enters the game for D. West,46,53
175,2,4:01.0,,S. Curry misses 3-pt jump shot from 26 ft,46,53
176,2,4:01.0,Defensive rebound by J. Wall,,46,53
177,2,3:55.0,J. Wall misses 2-pt layup from 2 ft (block by A. Iguodala),,46,53
178,2,3:54.0,,Defensive rebound by D. Green,46,53
179,2,3:48.0,,S. Livingston misses 2-pt jump shot from 5 ft (block by M. Morris),46,53
180,2,3:47.0,,Offensive rebound by S. Livingston,46,53
181,2,3:47.0,,S. Livingston misses 2-pt layup from 3 ft,46,53
182,2,3:45.0,Defensive rebound by O. Porter,,46,53
183,2,3:32.0,M. Morris makes 2-pt layup from 1 ft (assist by J. Wall),,48,53
184,2,3:21.0,,Turnover by D. Green (bad pass; steal by M. Morris),48,53
185,2,3:14.0,J. Wall makes 2-pt layup from 1 ft (assist by B. Beal),,50,53
186,2,3:01.0,,D. Green misses 2-pt hook shot from 5 ft,50,53
187,2,3:00.0,Defensive rebound by O. Porter,,50,53
188,2,2:54.0,Turnover by J. Wall (bad pass),,50,53
189,2,2:54.0,,K. Thompson enters the game for S. Livingston,50,53
190,2,2:38.0,,K. Thompson makes 2-pt jump shot from 21 ft,50,55
191,2,2:22.0,,Violation by D. Green (kicked ball),50,55
192,2,2:11.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by B. Beal),,53,55
193,2,1:52.0,,S. Curry makes 3-pt jump shot from 26 ft (assist by D. Green),53,58
194,2,1:33.0,Turnover by B. Beal (lost ball; steal by D. Green),,53,58
195,2,1:25.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by A. Iguodala),53,61
196,2,1:23.0,Washington full timeout,,53,61
197,2,1:23.0,K. Oubre enters the game for B. Bogdanović,,53,61
198,2,1:18.0,Turnover by J. Wall (bad pass; steal by S. Curry),,53,61
199,2,1:14.0,Violation by J. Wall (def goaltending),,53,61
200,2,1:14.0,,S. Curry makes 2-pt layup from 3 ft,53,63
201,2,1:00.0,Turnover by M. Morris (bad pass),,53,63
202,2,0:50.0,,S. Curry makes 2-pt layup from 1 ft (assist by A. Iguodala),53,65
203,2,0:44.0,Personal foul by S. Curry (drawn by J. Wall),,53,65
204,2,0:44.0,J. Wall makes free throw 1 of 2,,54,65
205,2,0:44.0,J. Wall makes free throw 2 of 2,,55,65
206,2,0:29.0,,S. Curry misses 3-pt jump shot from 25 ft,55,65
207,2,0:28.0,Defensive rebound by O. Porter,,55,65
208,2,0:24.0,M. Morris makes 2-pt dunk from 1 ft (assist by J. Wall),,57,65
209,2,0:01.0,,Shooting foul by K. Oubre (drawn by D. Green),57,65
210,2,0:01.0,,D. Green makes free throw 1 of 2,57,66
211,2,0:01.0,,P. McCaw enters the game for S. Curry,57,66
212,2,0:01.0,,D. Green makes free throw 2 of 2,57,67
213,3,11:43.0,,K. Thompson makes 3-pt jump shot from 26 ft,57,70
214,3,11:23.0,O. Porter makes 3-pt jump shot from 26 ft (assist by J. Wall),,60,70
215,3,11:10.0,,K. Thompson misses 2-pt jump shot from 18 ft,60,70
216,3,11:10.0,,Offensive rebound by Z. Pachulia,60,70
217,3,11:05.0,,Turnover by K. Thompson (bad pass; steal by O. Porter),60,70
218,3,11:01.0,O. Porter makes 2-pt layup from 3 ft,,62,70
219,3,11:01.0,Shooting foul by Z. Pachulia (drawn by O. Porter),,62,70
220,3,11:01.0,O. Porter makes free throw 1 of 1,,63,70
221,3,10:43.0,,K. Thompson makes 3-pt jump shot from 26 ft (assist by D. Green),63,73
222,3,10:29.0,Shooting foul by D. Green (drawn by M. Gortat),,63,73
223,3,10:29.0,M. Gortat misses free throw 1 of 2,,63,73
224,3,10:29.0,Offensive rebound by Team,,63,73
225,3,10:29.0,M. Gortat makes free throw 2 of 2,,64,73
226,3,10:09.0,,Shooting foul by M. Gortat (drawn by P. McCaw),64,73
227,3,10:09.0,,P. McCaw makes free throw 1 of 2,64,74
228,3,10:09.0,,P. McCaw makes free throw 2 of 2,64,75
229,3,9:58.0,Turnover by B. Beal (bad pass; steal by K. Thompson),,64,75
230,3,9:48.0,,P. McCaw makes 2-pt layup from 3 ft (assist by K. Thompson),64,77
231,3,9:33.0,O. Porter makes 2-pt layup from 2 ft (assist by M. Morris),,66,77
232,3,9:19.0,,S. Curry makes 3-pt jump shot from 27 ft (assist by D. Green),66,80
233,3,9:01.0,O. Porter misses 3-pt jump shot from 24 ft,,66,80
234,3,9:00.0,,Defensive rebound by D. Green,66,80
235,3,8:44.0,,S. Curry misses 2-pt jump shot from 18 ft,66,80
236,3,8:43.0,Defensive rebound by B. Beal,,66,80
237,3,8:32.0,B. Beal makes 2-pt jump shot from 5 ft,,68,80
238,3,8:16.0,,Z. Pachulia makes 2-pt jump shot from 19 ft (assist by D. Green),68,82
239,3,7:54.0,M. Gortat misses 2-pt layup from 2 ft,,68,82
240,3,7:53.0,Offensive rebound by O. Porter,,68,82
241,3,7:53.0,O. Porter misses 2-pt layup from 1 ft,,68,82
242,3,7:52.0,Offensive rebound by O. Porter,,68,82
243,3,7:50.0,B. Beal misses 2-pt jump shot from 8 ft (block by K. Thompson),,68,82
244,3,7:50.0,Offensive rebound by Team,,68,82
245,3,7:48.0,Turnover by Team (shot clock),,68,82
246,3,7:48.0,,Personal foul by M. Gortat (drawn by Z. Pachulia),68,82
247,3,7:46.0,,K. Thompson makes 2-pt jump shot from 13 ft (assist by S. Curry),68,84
248,3,7:46.0,,Shooting foul by B. Beal (drawn by K. Thompson),68,84
249,3,7:46.0,,K. Thompson makes free throw 1 of 1,68,85
250,3,7:27.0,B. Beal makes 2-pt jump shot from 16 ft (assist by O. Porter),,70,85
251,3,7:22.0,,Shooting foul by M. Gortat (drawn by Z. Pachulia),70,85
252,3,7:22.0,Washington full timeout,,70,85
253,3,7:22.0,,Z. Pachulia makes free throw 1 of 2,70,86
254,3,7:22.0,K. Oubre enters the game for M. Gortat,,70,85
255,3,7:22.0,,Z. Pachulia makes free throw 2 of 2,70,87
256,3,7:08.0,J. Wall misses 2-pt layup from 1 ft,,70,87
257,3,7:08.0,,Defensive rebound by Z. Pachulia,70,87
258,3,6:59.0,Violation by M. Morris (kicked ball),,70,87
259,3,6:59.0,,J. McAdoo enters the game for Z. Pachulia,70,87
260,3,6:56.0,,K. Thompson makes 3-pt jump shot from 28 ft (assist by S. Curry),70,90
261,3,6:43.0,B. Beal misses 2-pt jump shot from 7 ft,,70,90
262,3,6:42.0,,Defensive rebound by K. Thompson,70,90
263,3,6:33.0,,Turnover by J. McAdoo (lost ball; steal by J. Wall),70,90
264,3,6:27.0,O. Porter makes 2-pt dunk at rim (assist by J. Wall),,72,90
265,3,6:13.0,,P. McCaw misses 3-pt jump shot from 24 ft,72,90
266,3,6:13.0,Defensive rebound by M. Morris,,72,90
267,3,6:05.0,O. Porter makes 3-pt jump shot from 23 ft (assist by J. Wall),,75,90
268,3,5:52.0,,Shooting foul by K. Oubre (drawn by D. Green),75,90
269,3,5:52.0,,D. Green makes free throw 1 of 2,75,91
270,3,5:52.0,,S. Livingston enters the game for P. McCaw,75,91
271,3,5:52.0,,D. Green makes free throw 2 of 2,75,92
272,3,5:28.0,J. Wall misses 3-pt jump shot from 25 ft,,75,92
273,3,5:28.0,Offensive rebound by Team,,75,92
274,3,5:28.0,,Loose ball foul by S. Curry (drawn by O. Porter),75,92
275,3,5:28.0,,A. Iguodala enters the game for D. Green,75,92
276,3,5:13.0,M. Morris misses 2-pt jump shot from 20 ft,,75,92
277,3,5:13.0,,Defensive rebound by S. Livingston,75,92
278,3,5:07.0,,K. Thompson misses 3-pt jump shot from 27 ft,75,92
279,3,5:07.0,Defensive rebound by J. Wall,,75,92
280,3,5:00.0,J. Wall misses 2-pt layup from 1 ft,,75,92
281,3,5:00.0,,Defensive rebound by J. McAdoo,75,92
282,3,4:45.0,,Turnover by A. Iguodala (bad pass; steal by O. Porter),75,92
283,3,4:45.0,Personal foul by S. Livingston (drawn by J. Wall),,75,92
284,3,4:32.0,Shooting foul by J. McAdoo (drawn by K. Oubre),,75,92
285,3,4:32.0,K. Oubre misses free throw 1 of 2,,75,92
286,3,4:32.0,Offensive rebound by Team,,75,92
287,3,4:32.0,K. Oubre makes free throw 2 of 2,,76,92
288,3,4:13.0,,S. Curry makes 2-pt layup from 3 ft,76,94
289,3,4:13.0,,Shooting foul by M. Morris (drawn by S. Curry),76,94
290,3,4:13.0,,S. Curry makes free throw 1 of 1,76,95
291,3,3:58.0,J. Wall misses 2-pt layup from 2 ft,,76,95
292,3,3:57.0,Offensive rebound by M. Morris,,76,95
293,3,3:57.0,M. Morris misses 2-pt layup from 2 ft (block by S. Livingston),,76,95
294,3,3:55.0,Offensive rebound by M. Morris,,76,95
295,3,3:55.0,M. Morris misses 2-pt layup from 1 ft,,76,95
296,3,3:54.0,,Defensive rebound by J. McAdoo,76,95
297,3,3:50.0,,K. Thompson misses 3-pt jump shot from 26 ft,76,95
298,3,3:48.0,Defensive rebound by M. Morris,,76,95
299,3,3:46.0,Personal foul by S. Livingston (drawn by J. Wall),,76,95
300,3,3:46.0,J. Wall makes free throw 1 of 2,,77,95
301,3,3:46.0,I. Mahinmi enters the game for M. Morris,,77,95
302,3,3:46.0,J. Wall makes free throw 2 of 2,,78,95
303,3,3:36.0,,S. Curry makes 2-pt layup from 2 ft,78,97
304,3,3:15.0,Turnover by B. Beal (dbl dribble),,78,97
305,3,3:15.0,,J. McGee enters the game for J. McAdoo,78,97
306,3,3:15.0,,D. Green enters the game for K. Thompson,78,97
307,3,3:06.0,,S. Curry makes 3-pt jump shot from 27 ft,78,100
308,3,2:49.0,K. Oubre misses 3-pt jump shot from 23 ft,,78,100
309,3,2:49.0,,Defensive rebound by D. Green,78,100
310,3,2:44.0,,Shooting foul by I. Mahinmi (drawn by D. Green),78,100
311,3,2:44.0,,Golden State full timeout,78,100
312,3,2:44.0,,D. Green misses free throw 1 of 2,78,100
313,3,2:44.0,,Offensive rebound by Team,78,100
314,3,2:44.0,,D. Green misses free throw 2 of 2,78,100
315,3,2:44.0,B. Jennings enters the game for O. Porter,,78,100
316,3,2:44.0,B. Bogdanović enters the game for J. Wall,,78,100
317,3,2:42.0,Defensive rebound by B. Bogdanović,,78,100
318,3,2:23.0,B. Beal makes 2-pt jump shot from 14 ft (assist by I. Mahinmi),,80,100
319,3,2:04.0,,A. Iguodala misses 3-pt jump shot from 26 ft,80,100
320,3,2:04.0,Defensive rebound by B. Jennings,,80,100
321,3,1:54.0,B. Bogdanović makes 3-pt jump shot from 23 ft (assist by B. Beal),,83,100
322,3,1:42.0,,S. Curry misses 3-pt jump shot from 25 ft,83,100
323,3,1:42.0,,Offensive rebound by J. McGee,83,100
324,3,1:41.0,,Turnover by J. McGee (traveling),83,100
325,3,1:27.0,I. Mahinmi makes 2-pt layup from 1 ft (assist by B. Beal),,85,100
326,3,1:12.0,,Shooting foul by I. Mahinmi (drawn by S. Curry),85,100
327,3,1:12.0,,S. Curry makes free throw 1 of 2,85,101
328,3,1:12.0,,S. Curry makes free throw 2 of 2,85,102
329,3,1:06.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by B. Jennings),,88,102
330,3,0:50.0,,S. Curry makes 2-pt jump shot from 12 ft (assist by A. Iguodala),88,104
331,3,0:36.0,B. Beal misses 2-pt layup from 2 ft (block by J. McGee),,88,104
332,3,0:35.0,Offensive rebound by B. Jennings,,88,104
333,3,0:31.0,K. Oubre misses 3-pt jump shot from 28 ft,,88,104
334,3,0:30.0,,Defensive rebound by J. McGee,88,104
335,3,0:22.0,,S. Livingston makes 2-pt layup from 2 ft,88,106
336,3,0:01.0,B. Bogdanović misses 3-pt jump shot from 25 ft,,88,106
337,3,0:00.0,Offensive rebound by Team,,88,106
338,4,11:44.0,K. Oubre misses 3-pt jump shot from 26 ft,,88,106
339,4,11:43.0,,Defensive rebound by I. Clark,88,106
340,4,11:25.0,,Turnover by I. Clark (lost ball; steal by I. Mahinmi),88,106
341,4,11:25.0,,Loose ball foul by I. Clark (drawn by I. Mahinmi),88,106
342,4,11:05.0,K. Oubre makes 2-pt layup from 2 ft,,90,106
343,4,10:59.0,,K. Thompson misses 3-pt jump shot from 26 ft,90,106
344,4,10:58.0,Defensive rebound by B. Jennings,,90,106
345,4,10:49.0,B. Jennings makes 3-pt jump shot from 26 ft,,93,106
346,4,10:35.0,,M. Barnes misses 3-pt jump shot from 23 ft,93,106
347,4,10:34.0,Defensive rebound by B. Jennings,,93,106
348,4,10:27.0,B. Jennings misses 3-pt jump shot from 25 ft,,93,106
349,4,10:26.0,,Defensive rebound by Team,93,106
350,4,10:19.0,,Turnover by D. West (bad pass),93,106
351,4,10:14.0,Turnover by B. Bogdanović (lost ball),,93,106
352,4,9:55.0,,K. Thompson misses 2-pt layup from 2 ft,93,106
353,4,9:55.0,Defensive rebound by K. Oubre,,93,106
354,4,9:49.0,B. Jennings misses 2-pt layup from 2 ft,,93,106
355,4,9:48.0,,Defensive rebound by A. Iguodala,93,106
356,4,9:43.0,,Turnover by A. Iguodala (bad pass; steal by B. Bogdanović),93,106
357,4,9:40.0,Personal foul by K. Thompson (drawn by K. Oubre),,93,106
358,4,9:40.0,K. Oubre misses free throw 1 of 2,,93,106
359,4,9:40.0,Offensive rebound by Team,,93,106
360,4,9:40.0,K. Oubre makes free throw 2 of 2,,94,106
361,4,9:15.0,,D. West misses 2-pt layup from 1 ft,94,106
362,4,9:14.0,Defensive rebound by I. Mahinmi,,94,106
363,4,9:08.0,T. Satoranský makes 2-pt layup from 3 ft (assist by B. Jennings),,96,106
364,4,9:08.0,,Golden State full timeout,96,106
365,4,8:52.0,,K. Thompson misses 3-pt jump shot from 28 ft,96,106
366,4,8:51.0,,Offensive rebound by I. Clark,96,106
367,4,8:38.0,,M. Barnes misses 3-pt jump shot from 26 ft,96,106
368,4,8:37.0,Defensive rebound by I. Mahinmi,,96,106
369,4,8:29.0,K. Oubre misses 2-pt jump shot from 8 ft,,96,106
370,4,8:29.0,,Defensive rebound by Team,96,106
371,4,8:29.0,Loose ball foul by K. Oubre (drawn by A. Iguodala),,96,106
372,4,8:10.0,,K. Thompson makes 2-pt jump shot from 18 ft (assist by M. Barnes),96,108
373,4,7:56.0,B. Bogdanović makes 3-pt jump shot from 26 ft (assist by I. Mahinmi),,99,108
374,4,7:40.0,,D. West makes 2-pt jump shot from 17 ft (assist by A. Iguodala),99,110
375,4,7:30.0,B. Bogdanović misses 3-pt jump shot from 29 ft,,99,110
376,4,7:29.0,Offensive rebound by Team,,99,110
377,4,7:29.0,,D. Green enters the game for M. Barnes,99,110
378,4,7:27.0,Shooting foul by D. West (drawn by B. Bogdanović),,99,110
379,4,7:27.0,B. Bogdanović makes free throw 1 of 2,,100,110
380,4,7:27.0,B. Bogdanović makes free throw 2 of 2,,101,110
381,4,7:13.0,,K. Thompson makes 2-pt layup from 2 ft,101,112
382,4,7:00.0,B. Jennings misses 2-pt jump shot from 17 ft,,101,112
