,QUARTER,TIME_REMAINING,UTAH_ACTION,ATLANTA_ACTION,UTAH_SCORE,ATLANTA_SCORE
387,4,5:05.0,G. Hayward makes free throw 1 of 2,,105,86
388,4,5:05.0,,M. Dunleavy enters the game for P. Millsap,104,86
389,4,5:05.0,,M. Muscala enters the game for K. Bazemore,104,86
390,4,5:05.0,,T. Hardaway enters the game for M. Delaney,104,86
391,4,5:05.0,G. Hayward makes free throw 2 of 2,,106,86
392,4,4:49.0,,M. Dunleavy makes 3-pt jump shot from 23 ft (assist by M. Muscala),106,89
393,4,4:35.0,Turnover by G. Hayward (bad pass; steal by M. Muscala),,106,89
394,4,4:16.0,,D. Schröder misses 2-pt layup from 2 ft (block by A. Burks),106,89
395,4,4:16.0,Defensive rebound by Team,,106,89
396,4,3:58.0,G. Hill makes 3-pt jump shot from 24 ft (assist by B. Diaw),,109,89
397,4,3:38.0,,Turnover by D. Schröder (bad pass),109,89
398,4,3:38.0,,T. Prince enters the game for T. Hardaway,109,89
399,4,3:38.0,,L. Patterson enters the game for D. Schröder,109,89
400,4,3:38.0,,D. Bembry enters the game for M. Dunleavy,109,89
401,4,3:38.0,J. Johnson enters the game for G. Hayward,,109,89
402,4,3:38.0,T. Lyles enters the game for B. Diaw,,109,89
403,4,3:27.0,T. Lyles misses 2-pt layup from 1 ft (block by M. Muscala),,109,89
404,4,3:27.0,Offensive rebound by Team,,109,89
405,4,3:27.0,Utah full timeout,,109,89
406,4,3:22.0,R. Gobert makes 2-pt jump shot from 12 ft (assist by A. Burks),,111,89
407,4,3:00.0,,D. Bembry makes 2-pt dunk at rim (assist by M. Muscala),111,91
408,4,2:44.0,T. Lyles makes 3-pt jump shot from 24 ft (assist by G. Hill),,114,91
409,4,2:27.0,,M. Scott makes 2-pt jump shot from 11 ft (assist by T. Prince),114,93
410,4,2:10.0,T. Lyles makes 2-pt jump shot from 13 ft (assist by G. Hill),,116,93
411,4,1:51.0,,L. Patterson misses 2-pt layup from 1 ft,116,93
412,4,1:50.0,Defensive rebound by T. Lyles,,116,93
413,4,1:37.0,T. Lyles misses 3-pt jump shot from 25 ft,,116,93
414,4,1:34.0,Offensive rebound by J. Johnson,,116,93
415,4,1:20.0,T. Lyles makes 2-pt layup at rim (assist by A. Burks),,118,93
416,4,1:19.0,,Personal take foul by G. Hill (drawn by L. Patterson),118,93
417,4,1:19.0,,L. Patterson makes free throw 1 of 2,118,94
418,4,1:19.0,S. Mack enters the game for R. Gobert,,118,93
419,4,1:19.0,D. Exum enters the game for G. Hill,,118,93
420,4,1:19.0,J. Withey enters the game for A. Burks,,118,93
421,4,1:19.0,R. Neto enters the game for J. Johnson,,118,93
422,4,1:19.0,,L. Patterson makes free throw 2 of 2,118,95
423,4,1:04.0,Turnover by D. Exum (lost ball),,118,95
424,4,0:47.0,,L. Patterson misses 3-pt jump shot from 26 ft,118,95
425,4,0:45.0,Defensive rebound by J. Withey,,118,95
426,4,0:24.0,D. Exum makes 2-pt hook shot from 5 ft,,120,95
427,4,0:05.0,,L. Patterson misses 2-pt layup from 2 ft,120,95
428,4,0:04.0,Defensive rebound by J. Withey,,120,95
