,QUARTER,TIME_REMAINING,DETROIT_ACTION,MILWAUKEE_ACTION,DETROIT_SCORE,MILWAUKEE_SCORE
0,1,11:44.0,A. Drummond misses 2-pt jump shot from 5 ft,,0,0
1,1,11:41.0,,Defensive rebound by T. Maker,0,0
2,1,11:20.0,,M. Dellavedova misses 2-pt jump shot from 13 ft,0,0
3,1,11:18.0,Defensive rebound by J. Leuer,,0,0
4,1,11:12.0,A. Drummond misses 2-pt hook shot from 4 ft,,0,0
5,1,11:11.0,,Defensive rebound by T. Maker,0,0
6,1,10:58.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),0,3
7,1,10:44.0,Turnover by A. Drummond (3 sec),,0,3
8,1,10:32.0,,Turnover by T. Snell (traveling),0,3
9,1,10:18.0,J. Leuer makes 3-pt jump shot from 26 ft (assist by R. Jackson),,3,3
10,1,10:06.0,,M. Beasley makes 2-pt jump shot from 23 ft (assist by G. Antetokounmpo),3,5
11,1,9:50.0,A. Drummond makes 2-pt hook shot from 6 ft (assist by M. Morris),,5,5
12,1,9:34.0,,T. Maker misses 3-pt jump shot from 28 ft,5,5
13,1,9:33.0,Defensive rebound by M. Morris,,5,5
14,1,9:22.0,A. Drummond misses 2-pt hook shot from 9 ft,,5,5
15,1,9:21.0,,Defensive rebound by M. Beasley,5,5
16,1,9:11.0,,T. Snell misses 2-pt layup from 3 ft,5,5
17,1,9:09.0,Defensive rebound by A. Drummond,,5,5
18,1,9:02.0,Turnover by K. Caldwell-Pope (bad pass; steal by M. Beasley),,5,5
19,1,8:56.0,,M. Beasley makes 2-pt layup from 1 ft,5,7
20,1,8:44.0,K. Caldwell-Pope misses 2-pt jump shot from 19 ft,,5,7
21,1,8:44.0,Offensive rebound by Team,,5,7
22,1,8:44.0,,Loose ball foul by T. Maker (drawn by A. Drummond),5,7
23,1,8:23.0,J. Leuer makes 2-pt jump shot from 11 ft,,7,7
24,1,8:10.0,,M. Beasley makes 2-pt jump shot from 16 ft,7,9
25,1,7:59.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,9,9
26,1,7:32.0,,M. Beasley makes 2-pt dunk at rim,9,11
27,1,7:14.0,M. Morris misses 2-pt jump shot from 18 ft,,9,11
28,1,7:13.0,,Defensive rebound by M. Dellavedova,9,11
29,1,6:55.0,,Turnover by T. Maker (bad pass; steal by R. Jackson),9,11
30,1,6:49.0,M. Morris makes 2-pt dunk at rim (assist by R. Jackson),,11,11
31,1,6:34.0,,T. Snell misses 2-pt jump shot from 11 ft,11,11
32,1,6:32.0,,Offensive rebound by T. Maker,11,11
33,1,6:32.0,,Shooting foul by R. Jackson (drawn by T. Snell),11,11
34,1,6:32.0,,T. Snell makes free throw 1 of 2,11,12
35,1,6:32.0,,M. Brogdon enters the game for T. Maker,11,12
36,1,6:32.0,,G. Monroe enters the game for M. Dellavedova,11,12
37,1,6:32.0,,T. Snell makes free throw 2 of 2,11,13
38,1,6:22.0,K. Caldwell-Pope misses 2-pt jump shot from 11 ft,,11,13
39,1,6:21.0,Offensive rebound by A. Drummond,,11,13
40,1,6:20.0,A. Drummond makes 2-pt dunk at rim,,13,13
41,1,5:59.0,,M. Beasley makes 2-pt jump shot from 11 ft (assist by M. Brogdon),13,15
42,1,5:35.0,M. Morris makes 2-pt layup at rim,,15,15
43,1,5:06.0,,T. Snell misses 3-pt jump shot from 25 ft,15,15
44,1,5:05.0,Defensive rebound by R. Jackson,,15,15
45,1,5:01.0,A. Drummond makes 2-pt layup from 1 ft (assist by R. Jackson),,17,15
46,1,5:01.0,,Milwaukee full timeout,17,15
47,1,5:01.0,,M. Teletović enters the game for M. Beasley,17,15
48,1,5:01.0,T. Harris enters the game for J. Leuer,,17,15
49,1,4:43.0,,T. Snell misses 3-pt jump shot from 24 ft,17,15
50,1,4:42.0,Defensive rebound by A. Drummond,,17,15
51,1,4:33.0,T. Harris misses 2-pt jump shot from 8 ft,,17,15
52,1,4:32.0,,Defensive rebound by G. Monroe,17,15
53,1,4:21.0,,Personal foul by A. Drummond (drawn by G. Monroe),17,15
54,1,4:15.0,,M. Brogdon misses 2-pt jump shot from 15 ft,17,15
55,1,4:14.0,,Offensive rebound by Team,17,15
56,1,4:02.0,Violation by A. Drummond (kicked ball),,17,15
57,1,3:49.0,,M. Teletović misses 3-pt jump shot from 26 ft,17,15
