,QUARTER,TIME_REMAINING,PHOENIX_ACTION,BROOKLYN_ACTION,PHOENIX_SCORE,BROOKLYN_SCORE
249,2,1:30.0,,Q. Acy makes free throw 1 of 2,48,47
250,2,1:30.0,,Q. Acy makes free throw 2 of 2,48,48
251,2,1:20.0,L. Barbosa misses 2-pt jump shot from 17 ft,,48,48
252,2,1:19.0,,Defensive rebound by C. LeVert,48,48
253,2,1:14.0,,J. Lin makes 2-pt jump shot from 23 ft (assist by C. LeVert),48,50
254,2,1:01.0,D. Booker makes 2-pt jump shot from 22 ft,,50,50
255,2,0:54.0,,Turnover by J. Lin (bad pass; steal by J. Dudley),50,50
256,2,0:50.0,Turnover by D. Booker (bad pass),,50,50
257,2,0:30.0,,Shooting foul by J. Dudley (drawn by J. Lin),50,50
258,2,0:30.0,,J. Lin makes free throw 1 of 2,50,51
259,2,0:30.0,,J. Lin makes free throw 2 of 2,50,52
260,2,0:10.0,D. Booker misses 2-pt jump shot from 15 ft,,50,52
261,2,0:09.0,,Defensive rebound by I. Whitehead,50,52
262,2,0:02.0,,Q. Acy misses 3-pt jump shot from 23 ft,50,52
263,2,0:00.0,,Offensive rebound by Team,50,52
264,3,11:47.0,,B. Lopez misses 3-pt jump shot from 25 ft,50,52
265,3,11:46.0,Defensive rebound by M. Chriss,,50,52
266,3,11:34.0,D. Booker misses 2-pt jump shot from 15 ft,,50,52
267,3,11:33.0,,Defensive rebound by Team,50,52
268,3,11:33.0,Loose ball foul by M. Chriss (drawn by R. Hollis-Jefferson),,50,52
269,3,11:24.0,Violation by D. Booker (kicked ball),,50,52
270,3,11:22.0,,Personal foul by M. Chriss (drawn by J. Lin),50,52
271,3,11:16.0,,R. Hollis-Jefferson makes 2-pt dunk at rim (assist by J. Lin),50,54
272,3,11:02.0,Personal foul by R. Hollis-Jefferson (drawn by M. Chriss),,50,54
273,3,10:59.0,T. Ulis misses 2-pt jump shot from 19 ft,,50,54
274,3,10:56.0,,Defensive rebound by R. Hollis-Jefferson,50,54
275,3,10:51.0,,Shooting block foul by M. Chriss (drawn by R. Hollis-Jefferson),50,54
276,3,10:51.0,,R. Hollis-Jefferson makes free throw 1 of 2,50,55
277,3,10:51.0,,R. Hollis-Jefferson misses free throw 2 of 2,50,55
278,3,10:51.0,L. Barbosa enters the game for M. Chriss,,50,55
279,3,10:50.0,,Offensive rebound by R. Hollis-Jefferson,50,55
280,3,10:47.0,,R. Hollis-Jefferson misses 2-pt hook shot from 4 ft,50,55
281,3,10:46.0,,Offensive rebound by B. Lopez,50,55
282,3,10:45.0,,B. Lopez makes 2-pt jump shot from 4 ft,50,57
283,3,10:28.0,D. Booker makes 2-pt jump shot from 15 ft (assist by T. Ulis),,52,57
284,3,10:15.0,,J. Lin misses 2-pt jump shot from 13 ft,52,57
285,3,10:13.0,Defensive rebound by A. Len,,52,57
286,3,10:05.0,D. Jones misses 2-pt jump shot from 16 ft,,52,57
287,3,10:04.0,Offensive rebound by Team,,52,57
288,3,10:04.0,,Loose ball foul by B. Lopez (drawn by A. Len),52,57
289,3,9:58.0,D. Booker makes 3-pt jump shot from 25 ft (assist by T. Ulis),,55,57
290,3,9:43.0,,Turnover by B. Lopez (lost ball; steal by L. Barbosa),55,57
291,3,9:39.0,L. Barbosa misses 2-pt layup from 1 ft,,55,57
292,3,9:37.0,,Defensive rebound by R. Hollis-Jefferson,55,57
293,3,9:30.0,,Shooting foul by A. Len (drawn by C. LeVert),55,57
294,3,9:30.0,,C. LeVert misses free throw 1 of 2,55,57
295,3,9:30.0,,Offensive rebound by Team,55,57
296,3,9:30.0,,C. LeVert misses free throw 2 of 2,55,57
297,3,9:29.0,Defensive rebound by A. Len,,55,57
298,3,9:22.0,T. Ulis makes 2-pt layup from 3 ft,,57,57
299,3,9:13.0,,B. Lopez misses 2-pt layup from 2 ft,57,57
300,3,9:12.0,Defensive rebound by T. Ulis,,57,57
301,3,9:05.0,T. Ulis misses 3-pt jump shot from 24 ft,,57,57
302,3,9:01.0,,Defensive rebound by Team,57,57
303,3,8:52.0,,B. Lopez misses 3-pt jump shot from 24 ft,57,57
304,3,8:49.0,Defensive rebound by L. Barbosa,,57,57
305,3,8:45.0,D. Booker misses 3-pt jump shot from 25 ft,,57,57
306,3,8:42.0,,Defensive rebound by B. Lopez,57,57
307,3,8:34.0,,B. Lopez makes 2-pt dunk at rim (assist by R. Hollis-Jefferson),57,59
308,3,8:18.0,D. Jones misses 3-pt jump shot from 23 ft,,57,59
309,3,8:17.0,,Defensive rebound by R. Hollis-Jefferson,57,59
310,3,8:12.0,,Shooting foul by D. Jones (drawn by C. LeVert),57,59
311,3,8:12.0,,C. LeVert makes 2-pt jump shot from 5 ft (assist by R. Hollis-Jefferson),57,61
312,3,8:12.0,,C. LeVert makes free throw 1 of 1,57,62
313,3,7:59.0,L. Barbosa misses 2-pt jump shot from 20 ft,,57,62
314,3,7:58.0,,Defensive rebound by R. Hollis-Jefferson,57,62
315,3,7:45.0,,R. Hollis-Jefferson makes 2-pt jump shot from 10 ft,57,64
316,3,7:40.0,Personal foul by R. Hollis-Jefferson (drawn by D. Booker),,57,64
317,3,7:30.0,A. Len misses 2-pt jump shot from 13 ft,,57,64
318,3,7:29.0,,Defensive rebound by J. Lin,57,64
319,3,7:20.0,,B. Lopez makes 2-pt jump shot from 14 ft (assist by J. Lin),57,66
320,3,7:20.0,Phoenix full timeout,,57,66
321,3,7:20.0,,S. Dinwiddie enters the game for R. Foye,57,66
322,3,7:20.0,J. Dudley enters the game for L. Barbosa,,57,66
323,3,7:05.0,J. Dudley makes 2-pt jump shot from 18 ft (assist by T. Ulis),,59,66
324,3,6:47.0,,B. Lopez misses 2-pt layup from 2 ft,59,66
325,3,6:46.0,,Offensive rebound by R. Hollis-Jefferson,59,66
326,3,6:44.0,,R. Hollis-Jefferson misses 2-pt layup from 1 ft,59,66
327,3,6:43.0,Defensive rebound by A. Len,,59,66
328,3,6:35.0,T. Ulis misses 2-pt jump shot from 17 ft,,59,66
329,3,6:33.0,,Defensive rebound by R. Hollis-Jefferson,59,66
330,3,6:28.0,,B. Lopez makes 2-pt layup from 1 ft (assist by J. Lin),59,68
331,3,6:12.0,D. Booker misses 2-pt jump shot from 9 ft,,59,68
332,3,6:11.0,Offensive rebound by A. Len,,59,68
333,3,6:10.0,A. Len makes 2-pt dunk at rim,,61,68
334,3,5:55.0,,R. Hollis-Jefferson misses 2-pt jump shot from 18 ft,61,68
335,3,5:54.0,,Offensive rebound by B. Lopez,61,68
336,3,5:51.0,,B. Lopez misses 2-pt hook shot from 8 ft,61,68
337,3,5:50.0,,Offensive rebound by B. Lopez,61,68
338,3,5:49.0,,Shooting foul by J. Dudley (drawn by B. Lopez),61,68
339,3,5:49.0,,B. Lopez misses free throw 1 of 2,61,68
340,3,5:49.0,,Offensive rebound by Team,61,68
341,3,5:49.0,,I. Whitehead enters the game for C. LeVert,61,68
342,3,5:49.0,,B. Lopez makes free throw 2 of 2,61,69
343,3,5:43.0,D. Booker misses 3-pt jump shot from 24 ft,,61,69
344,3,5:42.0,,Defensive rebound by S. Dinwiddie,61,69
345,3,5:33.0,,I. Whitehead misses 3-pt jump shot from 26 ft,61,69
346,3,5:33.0,Defensive rebound by A. Len,,61,69
347,3,5:26.0,J. Dudley misses 3-pt jump shot from 25 ft,,61,69
348,3,5:25.0,,Defensive rebound by I. Whitehead,61,69
349,3,5:20.0,,Turnover by I. Whitehead (lost ball; steal by J. Dudley),61,69
350,3,5:16.0,,Offensive charge foul by D. Jones (drawn by J. Lin),61,69
351,3,5:16.0,Turnover by D. Jones (offensive foul),,61,69
352,3,5:16.0,Technical foul by Team,,61,69
353,3,5:16.0,,Q. Acy enters the game for R. Hollis-Jefferson,61,69
354,3,5:16.0,,B. Lopez makes technical free throw,61,70
355,3,5:07.0,,Offensive foul by Q. Acy (drawn by D. Booker),61,70
356,3,5:07.0,,Turnover by Q. Acy (offensive foul),61,70
357,3,4:58.0,T. Ulis makes 2-pt jump shot from 15 ft,,63,70
358,3,4:47.0,,Q. Acy misses 3-pt jump shot from 26 ft,63,70
359,3,4:46.0,Defensive rebound by Team,,63,70
360,3,4:33.0,D. Booker misses 2-pt jump shot from 20 ft,,63,70
361,3,4:32.0,,Defensive rebound by S. Dinwiddie,63,70
362,3,4:25.0,,J. Lin makes 2-pt layup from 2 ft,63,72
363,3,4:19.0,Turnover by A. Len (bad pass),,63,72
364,3,4:19.0,,K. McDaniels enters the game for J. Lin,63,72
365,3,4:04.0,A. Williams enters the game for A. Len,,63,72
366,3,4:04.0,,Brooklyn full timeout,63,72
367,3,4:02.0,,B. Lopez makes 2-pt dunk at rim (assist by I. Whitehead),63,74
368,3,3:46.0,T. Ulis misses 2-pt jump shot from 17 ft,,63,74
369,3,3:45.0,Offensive rebound by A. Williams,,63,74
370,3,3:41.0,A. Williams misses 2-pt jump shot from 6 ft,,63,74
371,3,3:40.0,,Defensive rebound by S. Dinwiddie,63,74
372,3,3:27.0,,S. Dinwiddie makes 2-pt jump shot from 21 ft (assist by Q. Acy),63,76
373,3,3:09.0,Turnover by A. Williams (lost ball; steal by I. Whitehead),,63,76
374,3,3:07.0,,Personal foul by D. Booker (drawn by I. Whitehead),63,76
375,3,3:07.0,,I. Whitehead makes free throw 1 of 2,63,77
376,3,3:07.0,,T. Booker enters the game for B. Lopez,63,77
377,3,3:07.0,,I. Whitehead makes free throw 2 of 2,63,78
378,3,3:00.0,Personal foul by I. Whitehead (drawn by D. Jones),,63,78
379,3,2:43.0,D. Booker misses 3-pt jump shot from 26 ft,,63,78
380,3,2:42.0,,Defensive rebound by S. Dinwiddie,63,78
381,3,2:33.0,,T. Booker misses 2-pt jump shot from 10 ft,63,78
382,3,2:32.0,,Offensive rebound by T. Booker,63,78
