,QUARTER,TIME_REMAINING,ATLANTA_ACTION,MILWAUKEE_ACTION,ATLANTA_SCORE,MILWAUKEE_SCORE
0,1,11:42.0,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),,2,0
1,1,11:24.0,,Turnover by K. Middleton (bad pass; steal by E. İlyasova),2,0
2,1,11:17.0,D. Schröder misses 2-pt layup from 1 ft,,2,0
3,1,11:15.0,,Defensive rebound by G. Antetokounmpo,2,0
4,1,11:13.0,,Offensive foul by T. Maker (drawn by D. Schröder),2,0
5,1,11:13.0,,Turnover by T. Maker (offensive foul),2,0
6,1,11:01.0,Turnover by T. Sefolosha (bad pass; steal by T. Snell),,2,0
7,1,10:55.0,,T. Maker makes 2-pt dunk at rim (assist by T. Snell),2,2
8,1,10:38.0,D. Howard misses 2-pt layup from 1 ft (block by T. Maker),,2,2
9,1,10:38.0,Offensive rebound by Team,,2,2
10,1,10:35.0,D. Schröder makes 2-pt jump shot from 12 ft (assist by T. Hardaway),,4,2
11,1,10:07.0,,G. Antetokounmpo makes 3-pt jump shot from 26 ft (assist by M. Brogdon),4,5
12,1,9:56.0,D. Howard makes 2-pt dunk at rim (assist by D. Schröder),,6,5
13,1,9:40.0,,T. Snell makes 2-pt jump shot from 16 ft (assist by G. Antetokounmpo),6,7
14,1,9:26.0,T. Hardaway makes 3-pt jump shot from 30 ft (assist by D. Schröder),,9,7
15,1,9:26.0,Loose ball foul by D. Howard (drawn by T. Maker),,9,7
16,1,9:15.0,,G. Antetokounmpo makes 2-pt jump shot from 19 ft,9,9
17,1,9:00.0,T. Hardaway misses 3-pt jump shot from 30 ft,,9,9
18,1,8:58.0,,Defensive rebound by G. Antetokounmpo,9,9
19,1,8:51.0,,G. Antetokounmpo misses 2-pt layup at rim,9,9
20,1,8:51.0,Defensive rebound by D. Schröder,,9,9
21,1,8:51.0,Personal foul by G. Antetokounmpo (drawn by D. Schröder),,9,9
22,1,8:37.0,Turnover by D. Howard (3 sec),,9,9
23,1,8:26.0,,G. Antetokounmpo makes 2-pt layup from 2 ft,9,11
24,1,8:09.0,D. Schröder misses 3-pt jump shot from 25 ft,,9,11
25,1,8:09.0,Offensive rebound by Team,,9,11
26,1,8:09.0,,Loose ball foul by K. Middleton (drawn by D. Howard),9,11
27,1,8:00.0,Shooting foul by K. Middleton (drawn by T. Sefolosha),,9,11
28,1,8:00.0,T. Sefolosha makes free throw 1 of 2,,10,11
29,1,8:00.0,T. Sefolosha misses free throw 2 of 2,,10,11
30,1,7:54.0,,Defensive rebound by G. Antetokounmpo,10,11
31,1,7:45.0,,K. Middleton misses 2-pt layup at rim,10,11
32,1,7:43.0,Defensive rebound by T. Sefolosha,,10,11
33,1,7:23.0,D. Howard makes 2-pt layup from 1 ft (assist by E. İlyasova),,12,11
34,1,7:09.0,,T. Snell makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),12,14
35,1,6:49.0,E. İlyasova makes 2-pt layup at rim,,14,14
36,1,6:36.0,,K. Middleton misses 2-pt jump shot from 17 ft,14,14
37,1,6:35.0,Defensive rebound by D. Howard,,14,14
38,1,6:25.0,T. Hardaway misses 2-pt layup at rim,,14,14
39,1,6:23.0,,Defensive rebound by G. Antetokounmpo,14,14
40,1,6:16.0,,G. Antetokounmpo misses 2-pt jump shot from 18 ft,14,14
41,1,6:15.0,Defensive rebound by D. Howard,,14,14
42,1,6:03.0,Turnover by D. Schröder (bad pass; steal by T. Snell),,14,14
43,1,6:03.0,,Personal foul by T. Sefolosha (drawn by K. Middleton),14,14
44,1,6:03.0,,G. Monroe enters the game for K. Middleton,14,14
45,1,6:03.0,,J. Terry enters the game for T. Maker,14,14
46,1,6:03.0,T. Prince enters the game for T. Sefolosha,,14,14
47,1,5:52.0,,M. Brogdon misses 3-pt jump shot from 28 ft (block by D. Schröder),14,14
48,1,5:49.0,Defensive rebound by E. İlyasova,,14,14
49,1,5:40.0,D. Howard makes 2-pt layup at rim (assist by T. Hardaway),,16,14
50,1,5:22.0,,T. Snell misses 3-pt jump shot from 24 ft,16,14
51,1,5:21.0,Defensive rebound by T. Prince,,16,14
52,1,5:08.0,T. Hardaway makes 2-pt dunk at rim (assist by T. Prince),,18,14
53,1,4:44.0,,G. Monroe misses 2-pt hook shot from 4 ft,18,14
54,1,4:43.0,Defensive rebound by E. İlyasova,,18,14
55,1,4:36.0,T. Prince misses 2-pt jump shot from 13 ft,,18,14
56,1,4:35.0,,Defensive rebound by G. Monroe,18,14
57,1,4:16.0,,G. Antetokounmpo misses 2-pt hook shot from 1 ft,18,14
58,1,4:15.0,,Offensive rebound by G. Antetokounmpo,18,14
59,1,4:15.0,,G. Antetokounmpo misses 2-pt layup from 1 ft,18,14
60,1,4:14.0,,Offensive rebound by G. Antetokounmpo,18,14
61,1,4:14.0,,G. Antetokounmpo makes 2-pt layup at rim,18,16
62,1,4:13.0,Atlanta full timeout,,18,16
63,1,4:13.0,,M. Dellavedova enters the game for M. Brogdon,18,16
64,1,3:57.0,D. Howard misses 2-pt hook shot from 7 ft,,18,16
65,1,3:56.0,,Defensive rebound by G. Monroe,18,16
66,1,3:46.0,,G. Monroe makes 2-pt layup from 1 ft,18,18
67,1,3:27.0,T. Hardaway misses 3-pt jump shot from 25 ft,,18,18
68,1,3:25.0,Offensive rebound by D. Howard,,18,18
69,1,3:25.0,D. Howard misses 2-pt layup from 3 ft,,18,18
70,1,3:24.0,Offensive rebound by E. İlyasova,,18,18
71,1,3:24.0,E. İlyasova misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,18,18
72,1,3:24.0,Offensive rebound by Team,,18,18
73,1,3:24.0,M. Muscala enters the game for E. İlyasova,,18,18
74,1,3:21.0,T. Hardaway misses 2-pt layup from 1 ft (block by G. Antetokounmpo),,18,18
75,1,3:19.0,Offensive rebound by T. Hardaway,,18,18
76,1,3:17.0,T. Hardaway misses 2-pt hook shot from 4 ft,,18,18
77,1,3:14.0,Offensive rebound by D. Schröder,,18,18
78,1,3:08.0,D. Schröder makes 3-pt jump shot from 26 ft,,21,18
79,1,2:54.0,,T. Snell makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),21,21
80,1,2:45.0,D. Schröder misses 2-pt layup from 3 ft,,21,21
81,1,2:44.0,,Defensive rebound by M. Dellavedova,21,21
82,1,2:40.0,,Shooting foul by T. Prince (drawn by G. Antetokounmpo),21,21
83,1,2:40.0,,Milwaukee full timeout,21,21
84,1,2:40.0,Violation by Team (delay of game),,21,21
85,1,2:40.0,,G. Antetokounmpo makes free throw 1 of 2,21,22
86,1,2:40.0,M. Dunleavy enters the game for D. Howard,,21,21
87,1,2:40.0,K. Humphries enters the game for T. Hardaway,,21,21
88,1,2:40.0,,G. Antetokounmpo makes free throw 2 of 2,21,23
89,1,2:27.0,D. Schröder misses 2-pt layup from 2 ft (block by G. Antetokounmpo),,21,23
90,1,2:26.0,,Defensive rebound by Team,21,23
91,1,2:09.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by J. Terry),21,25
92,1,1:52.0,Personal block foul by G. Monroe (drawn by K. Humphries),,21,25
93,1,1:52.0,M. Delaney enters the game for D. Schröder,,21,25
94,1,1:43.0,M. Muscala misses 2-pt jump shot from 15 ft,,21,25
95,1,1:42.0,,Defensive rebound by G. Antetokounmpo,21,25
96,1,1:31.0,,G. Monroe misses 2-pt hook shot from 7 ft,21,25
97,1,1:30.0,Defensive rebound by Team,,21,25
98,1,1:15.0,Turnover by M. Delaney (bad pass; steal by G. Antetokounmpo),,21,25
99,1,1:11.0,,G. Antetokounmpo makes 2-pt dunk at rim,21,27
100,1,0:49.0,T. Prince misses 2-pt layup at rim,,21,27
101,1,0:48.0,,Defensive rebound by G. Antetokounmpo,21,27
102,1,0:39.0,,Shooting foul by K. Humphries (drawn by G. Antetokounmpo),21,27
103,1,0:39.0,,G. Antetokounmpo makes free throw 1 of 2,21,28
104,1,0:39.0,,G. Antetokounmpo makes free throw 2 of 2,21,29
105,1,0:24.0,M. Muscala misses 3-pt jump shot from 28 ft,,21,29
106,1,0:23.0,,Defensive rebound by G. Monroe,21,29
107,1,0:04.0,,G. Monroe misses 2-pt layup at rim,21,29
108,1,0:02.0,Defensive rebound by M. Muscala,,21,29
109,1,0:00.0,M. Delaney misses 3-pt jump shot from 40 ft,,21,29
110,1,0:00.0,Offensive rebound by Team,,21,29
111,2,11:42.0,,M. Brogdon misses 2-pt layup from 1 ft,21,29
112,2,11:41.0,,Offensive rebound by G. Monroe,21,29
113,2,11:33.0,,M. Brogdon misses 3-pt jump shot from 24 ft,21,29
114,2,11:33.0,Defensive rebound by Team,,21,29
115,2,11:17.0,K. Humphries makes 3-pt jump shot from 26 ft (assist by M. Dunleavy),,24,29
116,2,11:01.0,,M. Brogdon makes 2-pt dunk at rim (assist by G. Monroe),24,31
117,2,10:40.0,K. Humphries misses 2-pt jump shot from 12 ft,,24,31
118,2,10:38.0,,Defensive rebound by G. Monroe,24,31
119,2,10:29.0,,M. Teletović misses 3-pt jump shot from 24 ft,24,31
120,2,10:28.0,Defensive rebound by M. Muscala,,24,31
121,2,10:17.0,K. Humphries misses 2-pt layup from 1 ft (block by J. Terry),,24,31
122,2,10:17.0,,Defensive rebound by Team,24,31
123,2,10:17.0,T. Hardaway enters the game for T. Prince,,24,31
124,2,10:06.0,,Personal foul by T. Hardaway (drawn by M. Brogdon),24,31
125,2,9:51.0,,M. Teletović misses 3-pt jump shot from 28 ft,24,31
126,2,9:50.0,Defensive rebound by K. Humphries,,24,31
127,2,9:40.0,M. Delaney misses 3-pt jump shot from 24 ft,,24,31
128,2,9:39.0,,Defensive rebound by M. Teletović,24,31
129,2,9:21.0,,M. Teletović makes 2-pt layup at rim (assist by M. Brogdon),24,33
130,2,9:06.0,Turnover by M. Muscala (bad pass; steal by M. Dellavedova),,24,33
131,2,8:44.0,,J. Terry makes 3-pt jump shot from 28 ft (assist by M. Dellavedova),24,36
132,2,8:44.0,Atlanta full timeout,,24,36
133,2,8:44.0,T. Sefolosha enters the game for M. Muscala,,24,36
134,2,8:32.0,Personal foul by M. Dellavedova (drawn by M. Delaney),,24,36
135,2,8:26.0,T. Hardaway makes 2-pt jump shot from 15 ft (assist by M. Dunleavy),,26,36
136,2,8:00.0,,G. Monroe misses 2-pt jump shot from 10 ft,26,36
137,2,7:59.0,Defensive rebound by M. Delaney,,26,36
138,2,7:45.0,K. Humphries misses 3-pt jump shot from 26 ft,,26,36
139,2,7:44.0,Offensive rebound by M. Dunleavy,,26,36
140,2,7:40.0,K. Humphries makes 2-pt layup from 1 ft (assist by M. Dunleavy),,28,36
141,2,7:25.0,,Personal foul by M. Delaney (drawn by M. Brogdon),28,36
142,2,7:25.0,D. Howard enters the game for K. Humphries,,28,36
143,2,7:25.0,D. Schröder enters the game for M. Delaney,,28,36
144,2,7:21.0,,S. Hawes enters the game for G. Monroe,28,36
145,2,7:15.0,,M. Dellavedova makes 2-pt jump shot from 6 ft (assist by M. Brogdon),28,38
146,2,7:01.0,T. Hardaway misses 3-pt jump shot from 28 ft,,28,38
147,2,6:59.0,,Defensive rebound by S. Hawes,28,38
148,2,6:42.0,,M. Brogdon makes 2-pt dunk at rim (assist by M. Dellavedova),28,40
149,2,6:22.0,Turnover by T. Hardaway (traveling),,28,40
150,2,6:22.0,E. İlyasova enters the game for M. Dunleavy,,28,40
151,2,6:22.0,Violation by Team (delay of game),,28,40
152,2,6:07.0,,Turnover by M. Brogdon (bad pass),28,40
153,2,5:45.0,T. Hardaway makes 2-pt jump shot from 7 ft (assist by D. Schröder),,30,40
154,2,5:32.0,,M. Teletović misses 3-pt jump shot from 27 ft,30,40
155,2,5:30.0,Defensive rebound by D. Schröder,,30,40
156,2,5:23.0,Turnover by D. Schröder (bad pass; steal by S. Hawes),,30,40
157,2,5:08.0,,Shooting foul by T. Hardaway (drawn by M. Brogdon),30,40
158,2,5:08.0,,M. Brogdon makes 2-pt layup from 1 ft (assist by S. Hawes),30,42
159,2,5:08.0,Official timeout,,30,42
160,2,5:08.0,,G. Antetokounmpo enters the game for M. Dellavedova,30,42
161,2,5:08.0,,K. Middleton enters the game for M. Teletović,30,42
162,2,5:08.0,,M. Brogdon makes free throw 1 of 1,30,43
163,2,4:58.0,Personal foul by M. Brogdon (drawn by D. Howard),,30,43
164,2,4:46.0,D. Schröder makes 2-pt layup at rim,,32,43
165,2,4:23.0,,J. Terry misses 3-pt jump shot from 25 ft,32,43
166,2,4:22.0,Defensive rebound by T. Sefolosha,,32,43
167,2,4:15.0,,T. Snell enters the game for J. Terry,32,43
168,2,4:08.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,32,43
169,2,4:07.0,Offensive rebound by Team,,32,43
170,2,4:01.0,T. Hardaway misses 2-pt jump shot from 9 ft,,32,43
171,2,4:00.0,Offensive rebound by Team,,32,43
172,2,3:52.0,T. Hardaway makes 3-pt jump shot from 27 ft (assist by D. Schröder),,35,43
173,2,3:34.0,,T. Snell makes 2-pt jump shot from 17 ft (assist by S. Hawes),35,45
174,2,3:19.0,Personal block foul by S. Hawes (drawn by D. Schröder),,35,45
175,2,3:11.0,D. Schröder makes 2-pt jump shot from 16 ft,,37,45
176,2,2:54.0,,Turnover by M. Brogdon (bad pass; steal by E. İlyasova),37,45
177,2,2:50.0,T. Hardaway makes 2-pt layup from 2 ft (assist by D. Howard),,39,45
178,2,2:34.0,,T. Snell misses 3-pt jump shot from 26 ft,39,45
179,2,2:33.0,Defensive rebound by D. Howard,,39,45
180,2,2:15.0,Turnover by E. İlyasova (traveling),,39,45
181,2,2:15.0,,Milwaukee full timeout,39,45
182,2,2:15.0,T. Prince enters the game for T. Hardaway,,39,45
183,2,2:04.0,,Turnover by K. Middleton (bad pass),39,45
184,2,1:46.0,Personal foul by S. Hawes (drawn by D. Howard),,39,45
185,2,1:46.0,T. Hardaway enters the game for T. Sefolosha,,39,45
186,2,1:34.0,D. Howard makes 2-pt hook shot from 1 ft,,41,45
187,2,1:14.0,,S. Hawes misses 3-pt jump shot from 25 ft,41,45
188,2,1:13.0,Defensive rebound by E. İlyasova,,41,45
189,2,0:59.0,,Violation by S. Hawes (def goaltending),41,45
190,2,0:59.0,D. Schröder makes 2-pt layup from 1 ft,,43,45
191,2,0:39.0,T. Sefolosha enters the game for T. Hardaway,,43,45
192,2,0:34.0,,K. Middleton misses 2-pt jump shot from 17 ft,43,45
193,2,0:33.0,Defensive rebound by E. İlyasova,,43,45
194,2,0:18.0,D. Schröder misses 2-pt jump shot from 11 ft,,43,45
195,2,0:16.0,,Defensive rebound by M. Brogdon,43,45
196,2,0:03.0,,Personal block foul by T. Sefolosha (drawn by K. Middleton),43,45
197,2,0:03.0,M. Delaney enters the game for D. Howard,,43,45
198,2,0:00.0,,M. Brogdon misses 2-pt jump shot from 15 ft,43,45
199,2,0:00.0,,Offensive rebound by Team,43,45
200,3,11:46.0,,G. Antetokounmpo makes 2-pt dunk at rim (assist by T. Snell),43,47
