,QUARTER,TIME_REMAINING,WASHINGTON_ACTION,PHILADELPHIA_ACTION,WASHINGTON_SCORE,PHILADELPHIA_SCORE
0,1,11:44.0,,R. Covington misses 3-pt jump shot from 26 ft,0,0
1,1,11:43.0,Defensive rebound by J. Wall,,0,0
2,1,11:27.0,Offensive foul by M. Morris (drawn by E. İlyasova),,0,0
3,1,11:27.0,Turnover by M. Morris (offensive foul),,0,0
4,1,11:11.0,,E. İlyasova misses 3-pt jump shot from 26 ft,0,0
5,1,11:10.0,Defensive rebound by O. Porter,,0,0
6,1,11:06.0,Offensive foul by M. Morris (drawn by G. Henderson),,0,0
7,1,11:06.0,Turnover by M. Morris (offensive foul),,0,0
8,1,11:06.0,A. Nicholson enters the game for M. Morris,,0,0
9,1,10:55.0,,G. Henderson misses 2-pt jump shot from 17 ft,0,0
10,1,10:54.0,Defensive rebound by Team,,0,0
11,1,10:54.0,,Loose ball foul by J. Okafor (drawn by M. Gortat),0,0
12,1,10:49.0,Personal foul by S. Rodríguez (drawn by S. Mac),,0,0
13,1,10:40.0,S. Mac makes 2-pt jump shot from 18 ft,,2,0
14,1,10:13.0,,S. Rodríguez makes 2-pt jump shot from 18 ft (assist by G. Henderson),2,2
15,1,9:58.0,S. Mac makes 2-pt jump shot from 14 ft,,4,2
16,1,9:40.0,,J. Okafor misses 2-pt hook shot from 10 ft,4,2
17,1,9:39.0,,Offensive rebound by Team,4,2
18,1,9:36.0,,R. Covington misses 3-pt jump shot from 26 ft,4,2
19,1,9:35.0,Defensive rebound by M. Gortat,,4,2
20,1,9:24.0,J. Wall misses 2-pt jump shot from 17 ft,,4,2
21,1,9:23.0,,Defensive rebound by E. İlyasova,4,2
22,1,9:13.0,,Turnover by R. Covington (bad pass),4,2
23,1,8:57.0,M. Gortat misses 2-pt hook shot from 7 ft,,4,2
24,1,8:56.0,,Defensive rebound by E. İlyasova,4,2
25,1,8:44.0,,J. Okafor makes 2-pt layup from 1 ft,4,4
26,1,8:33.0,Personal foul by J. Okafor (drawn by M. Gortat),,4,4
27,1,8:33.0,,R. Holmes enters the game for J. Okafor,4,4
28,1,8:17.0,J. Wall misses 2-pt jump shot from 17 ft,,4,4
29,1,8:16.0,Offensive rebound by Team,,4,4
30,1,8:16.0,,Loose ball foul by R. Holmes (drawn by M. Gortat),4,4
31,1,8:04.0,O. Porter misses 2-pt layup from 2 ft,,4,4
32,1,8:03.0,,Defensive rebound by R. Covington,4,4
33,1,7:57.0,,S. Rodríguez makes 2-pt jump shot from 12 ft (assist by R. Covington),4,6
34,1,7:42.0,O. Porter misses 2-pt jump shot from 16 ft,,4,6
35,1,7:41.0,,Defensive rebound by R. Covington,4,6
36,1,7:34.0,,E. İlyasova makes 3-pt jump shot from 25 ft (assist by S. Rodríguez),4,9
37,1,7:18.0,Turnover by J. Wall (bad pass; steal by R. Holmes),,4,9
38,1,7:12.0,,G. Henderson misses 2-pt jump shot from 6 ft,4,9
39,1,7:11.0,,Offensive rebound by E. İlyasova,4,9
40,1,7:09.0,,E. İlyasova makes 2-pt layup from 2 ft,4,11
41,1,7:04.0,Washington full timeout,,4,11
42,1,6:54.0,Turnover by J. Wall (lost ball; steal by R. Holmes),,4,11
43,1,6:39.0,,G. Henderson misses 2-pt jump shot from 8 ft,4,11
44,1,6:38.0,Defensive rebound by M. Gortat,,4,11
45,1,6:32.0,O. Porter makes 2-pt layup from 1 ft,,6,11
46,1,6:19.0,,R. Covington misses 3-pt jump shot from 25 ft,6,11
47,1,6:18.0,Defensive rebound by M. Gortat,,6,11
48,1,6:06.0,S. Mac misses 3-pt jump shot from 27 ft,,6,11
49,1,6:05.0,Offensive rebound by O. Porter,,6,11
50,1,5:56.0,Personal foul by R. Holmes (drawn by J. Wall),,6,11
51,1,5:56.0,J. Wall makes free throw 1 of 2,,7,11
52,1,5:56.0,,D. Šarić enters the game for R. Covington,7,11
53,1,5:56.0,,N. Stauskas enters the game for R. Holmes,7,11
54,1,5:56.0,M. Thornton enters the game for S. Mac,,7,11
55,1,5:56.0,J. Wall makes free throw 2 of 2,,8,11
56,1,5:41.0,,D. Šarić misses 2-pt jump shot from 17 ft,8,11
57,1,5:40.0,Defensive rebound by O. Porter,,8,11
58,1,5:30.0,J. Wall makes 2-pt layup from 2 ft,,10,11
59,1,5:15.0,,N. Stauskas makes 3-pt jump shot from 26 ft,10,14
60,1,5:02.0,M. Gortat makes 2-pt hook shot from 7 ft (assist by J. Wall),,12,14
61,1,4:45.0,,D. Šarić makes 2-pt layup from 2 ft (assist by S. Rodríguez),12,16
62,1,4:33.0,J. Wall misses 2-pt jump shot from 17 ft,,12,16
63,1,4:32.0,,Defensive rebound by Team,12,16
64,1,4:32.0,,Personal foul by A. Nicholson (drawn by G. Henderson),12,16
65,1,4:32.0,,T. McConnell enters the game for S. Rodríguez,12,16
66,1,4:32.0,,H. Thompson enters the game for G. Henderson,12,16
67,1,4:32.0,T. Satoranský enters the game for J. Wall,,12,16
68,1,4:17.0,,E. İlyasova misses 2-pt jump shot from 11 ft,12,16
69,1,4:16.0,Defensive rebound by M. Gortat,,12,16
70,1,4:04.0,O. Porter misses 2-pt jump shot from 15 ft,,12,16
71,1,4:03.0,,Defensive rebound by D. Šarić,12,16
72,1,3:55.0,,D. Šarić makes 3-pt jump shot from 25 ft (assist by H. Thompson),12,19
73,1,3:35.0,M. Thornton misses 3-pt jump shot from 26 ft,,12,19
