,QUARTER,TIME_REMAINING,ATLANTA_ACTION,TORONTO_ACTION,ATLANTA_SCORE,TORONTO_SCORE
84,1,2:21.0,,Offensive rebound by L. Nogueira,19,28
85,1,2:12.0,,C. Joseph misses 2-pt jump shot from 11 ft,19,28
86,1,2:11.0,Defensive rebound by T. Sefolosha,,19,28
87,1,1:59.0,D. Howard makes 2-pt layup from 2 ft (assist by T. Sefolosha),,21,28
88,1,1:43.0,,D. DeRozan makes 2-pt jump shot from 13 ft,21,30
89,1,1:26.0,Turnover by T. Sefolosha (bad pass; steal by L. Nogueira),,21,30
90,1,1:14.0,,D. Carroll misses 3-pt jump shot from 27 ft,21,30
91,1,1:13.0,Defensive rebound by D. Howard,,21,30
92,1,0:59.0,Shooting foul by L. Nogueira (drawn by T. Hardaway),,21,30
93,1,0:59.0,T. Hardaway misses free throw 1 of 2,,21,30
94,1,0:59.0,Offensive rebound by Team,,21,30
95,1,0:59.0,T. Hardaway misses free throw 2 of 2,,21,30
96,1,0:58.0,,Defensive rebound by D. Carroll,21,30
97,1,0:36.0,,C. Joseph makes 2-pt jump shot from 18 ft,21,32
98,1,0:28.0,T. Hardaway misses 2-pt jump shot from 7 ft,,21,32
99,1,0:27.0,Offensive rebound by D. Howard,,21,32
100,1,0:27.0,Shooting foul by P. Patterson (drawn by D. Howard),,21,32
101,1,0:27.0,D. Howard makes free throw 1 of 2,,22,32
102,1,0:27.0,D. Howard misses free throw 2 of 2,,22,32
103,1,0:26.0,,Defensive rebound by D. DeRozan,22,32
104,1,0:02.0,,D. DeRozan misses 2-pt jump shot from 16 ft (block by T. Sefolosha),22,32
105,1,0:02.0,,Offensive rebound by Team,22,32
106,1,0:02.0,,Turnover by Team (shot clock),22,32
107,1,0:00.0,K. Bazemore misses 3-pt jump shot from 43 ft,,22,32
108,1,0:00.0,Offensive rebound by Team,,22,32
109,2,11:36.0,M. Delaney misses 3-pt jump shot from 22 ft,,22,32
110,2,11:36.0,,Defensive rebound by C. Joseph,22,32
111,2,11:25.0,,C. Joseph misses 2-pt jump shot from 8 ft,22,32
112,2,11:24.0,Defensive rebound by D. Howard,,22,32
113,2,11:14.0,T. Sefolosha makes 2-pt jump shot from 15 ft (assist by K. Bazemore),,24,32
114,2,10:56.0,,P. Patterson misses 2-pt jump shot from 23 ft,24,32
115,2,10:55.0,,Offensive rebound by J. Valančiūnas,24,32
116,2,10:52.0,,J. Valančiūnas misses 2-pt layup from 3 ft,24,32
117,2,10:51.0,Defensive rebound by D. Howard,,24,32
118,2,10:44.0,K. Bazemore makes 2-pt layup from 2 ft,,26,32
119,2,10:35.0,,J. Valančiūnas makes 2-pt jump shot from 17 ft (assist by C. Joseph),26,34
120,2,10:19.0,K. Bazemore misses 2-pt jump shot from 15 ft,,26,34
121,2,10:19.0,Offensive rebound by K. Bazemore,,26,34
122,2,10:13.0,T. Sefolosha makes 3-pt jump shot from 24 ft (assist by M. Delaney),,29,34
123,2,10:02.0,,Shooting foul by M. Delaney (drawn by K. Lowry),29,34
124,2,10:02.0,,K. Lowry makes free throw 1 of 2,29,35
125,2,10:02.0,M. Scott enters the game for T. Hardaway,,29,35
126,2,10:02.0,,K. Lowry makes free throw 2 of 2,29,36
127,2,9:50.0,K. Bazemore misses 3-pt jump shot from 23 ft,,29,36
128,2,9:50.0,,Defensive rebound by P. Patterson,29,36
129,2,9:40.0,,C. Joseph misses 3-pt jump shot from 25 ft,29,36
130,2,9:39.0,Defensive rebound by M. Scott,,29,36
131,2,9:38.0,Personal foul by K. Lowry (drawn by M. Scott),,29,36
132,2,9:38.0,K. Korver enters the game for T. Sefolosha,,29,36
133,2,9:23.0,D. Howard makes 2-pt dunk at rim (assist by K. Bazemore),,31,36
134,2,9:05.0,,T. Ross misses 2-pt jump shot from 16 ft,31,36
135,2,9:05.0,Defensive rebound by M. Scott,,31,36
136,2,8:45.0,K. Bazemore misses 2-pt jump shot from 21 ft,,31,36
137,2,8:45.0,,Defensive rebound by Team,31,36
138,2,8:45.0,Official timeout,,31,36
139,2,8:25.0,,T. Ross makes 2-pt jump shot from 7 ft,31,38
140,2,8:05.0,M. Delaney misses 2-pt jump shot from 19 ft,,31,38
141,2,8:04.0,,Defensive rebound by C. Joseph,31,38
142,2,7:48.0,,T. Ross makes 3-pt jump shot from 22 ft (assist by K. Lowry),31,41
143,2,7:38.0,K. Korver misses 3-pt jump shot from 26 ft,,31,41
144,2,7:37.0,,Defensive rebound by C. Joseph,31,41
145,2,7:29.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by C. Joseph),31,44
146,2,7:27.0,Atlanta full timeout,,31,44
147,2,7:27.0,K. Humphries enters the game for D. Howard,,31,44
148,2,7:27.0,M. Muscala enters the game for M. Delaney,,31,44
149,2,7:27.0,D. Schröder enters the game for M. Scott,,31,44
150,2,7:16.0,Personal foul by K. Lowry (drawn by K. Bazemore),,31,44
151,2,7:13.0,K. Bazemore misses 2-pt layup from 1 ft,,31,44
152,2,7:12.0,,Defensive rebound by P. Patterson,31,44
153,2,7:00.0,,Turnover by C. Joseph (offensive foul),31,44
154,2,7:00.0,Offensive charge foul by C. Joseph (drawn by K. Bazemore),,31,44
155,2,6:48.0,M. Muscala misses 2-pt layup from 2 ft,,31,44
156,2,6:48.0,,Defensive rebound by J. Valančiūnas,31,44
157,2,6:39.0,,J. Valančiūnas misses 2-pt layup from 2 ft,31,44
158,2,6:39.0,,Offensive rebound by J. Valančiūnas,31,44
159,2,6:39.0,,Personal foul by K. Humphries (drawn by J. Valančiūnas),31,44
160,2,6:39.0,,D. DeRozan enters the game for C. Joseph,31,44
161,2,6:33.0,,Turnover by J. Valančiūnas (lost ball; steal by K. Korver),31,44
162,2,6:26.0,K. Bazemore misses 3-pt jump shot from 24 ft,,31,44
163,2,6:26.0,Offensive rebound by M. Muscala,,31,44
164,2,6:22.0,M. Muscala makes 2-pt layup from 2 ft,,33,44
165,2,6:11.0,,P. Patterson misses 3-pt jump shot from 23 ft,33,44
166,2,6:10.0,Defensive rebound by K. Humphries,,33,44
167,2,5:56.0,K. Humphries makes 2-pt jump shot from 16 ft (assist by D. Schröder),,35,44
168,2,5:31.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by D. DeRozan),35,47
169,2,5:03.0,K. Humphries misses 2-pt jump shot from 15 ft,,35,47
170,2,5:03.0,,Defensive rebound by J. Valančiūnas,35,47
171,2,4:43.0,,D. DeRozan makes 2-pt jump shot from 11 ft,35,49
172,2,4:26.0,Turnover by M. Muscala (bad pass; steal by P. Patterson),,35,49
173,2,4:15.0,,P. Patterson makes 2-pt dunk at rim (assist by K. Lowry),35,51
174,2,4:15.0,,Shooting foul by K. Humphries (drawn by P. Patterson),35,51
175,2,4:15.0,D. Howard enters the game for K. Humphries,,35,51
176,2,4:15.0,T. Sefolosha enters the game for K. Bazemore,,35,51
177,2,4:15.0,,P. Patterson makes free throw 1 of 1,35,52
178,2,4:04.0,K. Korver makes 2-pt jump shot from 19 ft (assist by D. Howard),,37,52
179,2,3:52.0,,P. Patterson makes 3-pt jump shot from 24 ft (assist by K. Lowry),37,55
180,2,3:34.0,D. Schröder makes 2-pt jump shot from 4 ft,,39,55
181,2,3:22.0,,T. Ross makes 3-pt jump shot from 24 ft (assist by P. Patterson),39,58
182,2,3:22.0,Atlanta full timeout,,39,58
183,2,3:22.0,,P. Siakam enters the game for P. Patterson,39,58
184,2,3:22.0,K. Humphries enters the game for M. Muscala,,39,58
185,2,3:07.0,Turnover by D. Howard (bad pass),,39,58
186,2,3:01.0,,K. Lowry misses 3-pt jump shot from 26 ft,39,58
187,2,3:00.0,Defensive rebound by T. Sefolosha,,39,58
188,2,2:51.0,K. Korver misses 3-pt jump shot from 25 ft,,39,58
189,2,2:50.0,Offensive rebound by D. Howard,,39,58
190,2,2:49.0,D. Howard misses 2-pt layup from 3 ft,,39,58
191,2,2:49.0,,Defensive rebound by Team,39,58
192,2,2:49.0,,Toronto full timeout,39,58
193,2,2:49.0,,D. Carroll enters the game for K. Lowry,39,58
194,2,2:49.0,,C. Joseph enters the game for T. Ross,39,58
195,2,2:30.0,,P. Siakam misses 2-pt jump shot from 16 ft,39,58
196,2,2:30.0,Defensive rebound by D. Howard,,39,58
197,2,2:15.0,Turnover by T. Sefolosha (lost ball; steal by D. Carroll),,39,58
198,2,1:57.0,,D. Carroll makes 2-pt jump shot from 19 ft,39,60
199,2,1:40.0,D. Schröder makes 2-pt layup from 1 ft,,41,60
200,2,1:16.0,,C. Joseph makes 2-pt layup from 2 ft,41,62
201,2,1:08.0,T. Sefolosha misses 2-pt layup from 2 ft,,41,62
202,2,1:07.0,,Defensive rebound by C. Joseph,41,62
203,2,0:58.0,,Offensive foul by D. DeRozan (drawn by K. Korver),41,62
204,2,0:58.0,,Turnover by D. DeRozan (offensive foul),41,62
205,2,0:58.0,,L. Nogueira enters the game for J. Valančiūnas,41,62
206,2,0:58.0,T. Hardaway enters the game for K. Korver,,41,62
207,2,0:38.0,T. Hardaway misses 3-pt jump shot from 24 ft,,41,62
208,2,0:37.0,Offensive rebound by K. Humphries,,41,62
209,2,0:37.0,K. Humphries makes 2-pt layup from 2 ft,,43,62
210,2,0:37.0,Shooting foul by C. Joseph (drawn by K. Humphries),,43,62
211,2,0:37.0,K. Humphries makes free throw 1 of 1,,44,62
212,2,0:30.0,,C. Joseph misses 2-pt jump shot from 20 ft,44,62
213,2,0:29.0,Defensive rebound by D. Howard,,44,62
214,2,0:08.0,T. Hardaway makes 3-pt jump shot from 25 ft (assist by D. Schröder),,47,62
215,3,11:36.0,D. Schröder makes 2-pt layup from 2 ft,,49,62
216,3,11:17.0,,P. Siakam misses 2-pt hook shot from 3 ft,49,62
217,3,11:17.0,Defensive rebound by D. Howard,,49,62
218,3,11:05.0,Shooting foul by K. Lowry (drawn by K. Bazemore),,49,62
219,3,11:05.0,K. Bazemore misses free throw 1 of 2,,49,62
220,3,11:05.0,Offensive rebound by Team,,49,62
221,3,11:05.0,K. Bazemore makes free throw 2 of 2,,50,62
222,3,10:51.0,,Turnover by J. Valančiūnas (lost ball; steal by K. Korver),50,62
223,3,10:44.0,Turnover by K. Korver (lost ball; steal by J. Valančiūnas),,50,62
224,3,10:44.0,,D. DeRozan misses 2-pt jump shot from 7 ft,50,62
225,3,10:44.0,Defensive rebound by D. Howard,,50,62
226,3,10:36.0,D. Schröder misses 3-pt jump shot from 25 ft,,50,62
227,3,10:35.0,Offensive rebound by M. Muscala,,50,62
228,3,10:32.0,M. Muscala misses 2-pt layup from 1 ft (block by K. Lowry),,50,62
229,3,10:30.0,,Defensive rebound by K. Lowry,50,62
230,3,10:26.0,,D. Carroll makes 2-pt layup from 1 ft (assist by D. DeRozan),50,64
231,3,10:17.0,K. Korver misses 3-pt jump shot from 24 ft,,50,64
232,3,10:16.0,Offensive rebound by D. Howard,,50,64
233,3,10:07.0,Shooting foul by P. Siakam (drawn by K. Bazemore),,50,64
234,3,10:07.0,K. Bazemore misses free throw 1 of 2,,50,64
235,3,10:07.0,Offensive rebound by Team,,50,64
236,3,10:07.0,K. Bazemore makes free throw 2 of 2,,51,64
237,3,9:55.0,,P. Siakam makes 2-pt dunk at rim (assist by K. Lowry),51,66
238,3,9:35.0,Turnover by K. Bazemore (bad pass; steal by J. Valančiūnas),,51,66
239,3,9:20.0,,D. DeRozan makes 2-pt jump shot from 10 ft,51,68
240,3,8:58.0,D. Schröder makes 2-pt layup from 2 ft,,53,68
241,3,8:32.0,,K. Lowry misses 3-pt jump shot from 54 ft,53,68
242,3,8:32.0,,Offensive rebound by Team,53,68
243,3,8:32.0,,Turnover by Team (shot clock),53,68
244,3,8:21.0,K. Bazemore misses 3-pt jump shot from 22 ft,,53,68
245,3,8:20.0,,Defensive rebound by D. Carroll,53,68
246,3,8:14.0,,Turnover by D. Carroll (bad pass; steal by D. Schröder),53,68
247,3,8:09.0,D. Schröder misses 2-pt layup from 2 ft,,53,68
248,3,8:09.0,,Defensive rebound by D. Carroll,53,68
249,3,8:03.0,,P. Siakam misses 2-pt jump shot from 2 ft (block by D. Howard),53,68
250,3,8:03.0,,Offensive rebound by Team,53,68
251,3,7:57.0,,D. DeRozan misses 2-pt layup from 2 ft (block by M. Muscala),53,68
252,3,7:55.0,,Offensive rebound by J. Valančiūnas,53,68
253,3,7:53.0,,J. Valančiūnas misses 2-pt layup from 2 ft (block by D. Howard),53,68
254,3,7:52.0,Defensive rebound by M. Muscala,,53,68
255,3,7:45.0,K. Korver makes 2-pt jump shot from 13 ft (assist by D. Schröder),,55,68
256,3,7:39.0,,Toronto full timeout,55,68
257,3,7:27.0,,D. DeRozan makes 2-pt jump shot from 10 ft,55,70
258,3,7:27.0,,Shooting foul by D. Howard (drawn by D. DeRozan),55,70
259,3,7:27.0,,D. DeRozan makes free throw 1 of 1,55,71
260,3,7:00.0,K. Korver makes 2-pt jump shot from 21 ft (assist by D. Schröder),,57,71
261,3,6:50.0,K. Humphries enters the game for D. Howard,,57,71
262,3,6:41.0,,Personal foul by K. Korver (drawn by D. DeRozan),57,71
263,3,6:41.0,T. Sefolosha enters the game for K. Bazemore,,57,71
264,3,6:32.0,,D. DeRozan misses 2-pt jump shot from 19 ft,57,71
265,3,6:31.0,Defensive rebound by Team,,57,71
266,3,6:19.0,M. Muscala misses 3-pt jump shot from 26 ft,,57,71
267,3,6:18.0,,Defensive rebound by K. Lowry,57,71
268,3,6:12.0,,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),57,73
269,3,5:59.0,K. Humphries makes 2-pt jump shot from 16 ft (assist by M. Muscala),,59,73
270,3,5:38.0,,D. Carroll misses 3-pt jump shot from 25 ft,59,73
271,3,5:38.0,,Offensive rebound by K. Lowry,59,73
272,3,5:24.0,,P. Siakam makes 2-pt jump shot from 10 ft (assist by D. DeRozan),59,75
273,3,5:08.0,K. Humphries makes 3-pt jump shot from 24 ft (assist by D. Schröder),,62,75
274,3,4:47.0,,P. Siakam misses 2-pt jump shot from 14 ft,62,75
275,3,4:46.0,Defensive rebound by D. Schröder,,62,75
276,3,4:36.0,D. Schröder misses 2-pt jump shot from 11 ft,,62,75
277,3,4:35.0,,Defensive rebound by D. DeRozan,62,75
278,3,4:22.0,,K. Lowry makes 2-pt layup from 2 ft (assist by J. Valančiūnas),62,77
279,3,4:02.0,Turnover by K. Korver (lost ball; steal by D. Carroll),,62,77
280,3,4:01.0,,Personal foul by K. Korver (drawn by D. Carroll),62,77
281,3,4:01.0,,L. Nogueira enters the game for J. Valančiūnas,62,77
282,3,4:01.0,T. Hardaway enters the game for K. Korver,,62,77
283,3,3:44.0,,D. Carroll makes 3-pt jump shot from 24 ft (assist by D. DeRozan),62,80
284,3,3:27.0,D. Schröder misses 2-pt jump shot from 19 ft,,62,80
285,3,3:26.0,,Defensive rebound by K. Lowry,62,80
286,3,3:22.0,,P. Siakam makes 2-pt dunk at rim (assist by K. Lowry),62,82
287,3,3:22.0,Atlanta full timeout,,62,82
288,3,3:22.0,,C. Joseph enters the game for P. Siakam,62,82
289,3,3:22.0,,P. Patterson enters the game for K. Lowry,62,82
290,3,3:22.0,M. Delaney enters the game for M. Muscala,,62,82
291,3,3:22.0,D. Howard enters the game for D. Schröder,,62,82
292,3,3:04.0,T. Hardaway makes 2-pt jump shot from 13 ft (assist by M. Delaney),,64,82
293,3,2:46.0,,D. Carroll misses 3-pt jump shot from 24 ft,64,82
294,3,2:46.0,Defensive rebound by D. Howard,,64,82
295,3,2:21.0,T. Hardaway makes 3-pt jump shot from 26 ft,,67,82
296,3,1:54.0,,C. Joseph makes 2-pt jump shot from 3 ft,67,84
297,3,1:38.0,D. Howard misses 2-pt layup from 2 ft,,67,84
298,3,1:37.0,Offensive rebound by D. Howard,,67,84
299,3,1:35.0,D. Howard makes 2-pt layup from 1 ft,,69,84
300,3,1:25.0,,D. DeRozan misses 3-pt jump shot from 24 ft,69,84
301,3,1:24.0,Defensive rebound by K. Humphries,,69,84
302,3,1:20.0,Turnover by T. Hardaway (lost ball; steal by D. DeRozan),,69,84
303,3,1:13.0,,D. DeRozan misses 2-pt layup from 1 ft (block by T. Hardaway),69,84
304,3,1:12.0,,Offensive rebound by D. Carroll,69,84
305,3,1:11.0,,T. Ross enters the game for D. Carroll,69,84
306,3,1:02.0,,D. DeRozan misses 2-pt jump shot from 20 ft,69,84
307,3,1:01.0,Defensive rebound by D. Howard,,69,84
308,3,0:49.0,K. Humphries misses 2-pt layup from 2 ft,,69,84
309,3,0:49.0,Offensive rebound by D. Howard,,69,84
310,3,0:49.0,Shooting foul by P. Patterson (drawn by D. Howard),,69,84
311,3,0:49.0,D. Howard makes free throw 1 of 2,,70,84
312,3,0:49.0,D. Howard misses free throw 2 of 2,,70,84
313,3,0:49.0,K. Bazemore enters the game for K. Humphries,,70,84
314,3,0:48.0,,Defensive rebound by L. Nogueira,70,84
315,3,0:34.0,,C. Joseph misses 2-pt jump shot from 19 ft,70,84
316,3,0:33.0,Defensive rebound by T. Sefolosha,,70,84
317,3,0:26.0,M. Delaney misses 3-pt jump shot from 25 ft,,70,84
318,3,0:25.0,,Defensive rebound by P. Patterson,70,84
319,3,0:05.0,,L. Nogueira makes 2-pt jump shot from 17 ft (assist by C. Joseph),70,86
320,3,0:00.0,K. Bazemore misses 3-pt jump shot from 34 ft,,70,86
321,3,0:00.0,Offensive rebound by Team,,70,86
322,4,11:39.0,,T. Ross misses 3-pt jump shot from 23 ft,70,86
323,4,11:39.0,,Offensive rebound by L. Nogueira,70,86
324,4,11:36.0,,L. Nogueira makes 2-pt dunk at rim,70,88
325,4,11:10.0,T. Sefolosha misses 2-pt jump shot from 8 ft,,70,88
326,4,11:10.0,Offensive rebound by D. Howard,,70,88
327,4,11:08.0,D. Howard makes 2-pt dunk at rim,,72,88
328,4,10:58.0,,Shooting foul by K. Bazemore (drawn by L. Nogueira),72,88
329,4,10:58.0,,L. Nogueira makes 2-pt layup from 2 ft (assist by T. Ross),72,90
330,4,10:58.0,,L. Nogueira makes free throw 1 of 1,72,91
331,4,10:45.0,T. Sefolosha misses 3-pt jump shot from 25 ft,,72,91
332,4,10:44.0,Offensive rebound by D. Howard,,72,91
333,4,10:42.0,Personal foul by C. Joseph (drawn by D. Howard),,72,91
334,4,10:35.0,Shooting foul by K. Lowry (drawn by M. Delaney),,72,91
335,4,10:35.0,M. Delaney misses free throw 1 of 2,,72,91
336,4,10:35.0,Offensive rebound by Team,,72,91
337,4,10:35.0,M. Delaney makes free throw 2 of 2,,73,91
338,4,10:16.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by T. Ross),73,94
339,4,10:03.0,Turnover by K. Bazemore (bad pass; steal by C. Joseph),,73,94
340,4,9:56.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),73,96
341,4,9:56.0,Atlanta full timeout,,73,96
342,4,9:32.0,K. Bazemore misses 2-pt jump shot from 15 ft,,73,96
343,4,9:31.0,,Defensive rebound by K. Lowry,73,96
344,4,9:23.0,,L. Nogueira makes 2-pt dunk at rim (assist by K. Lowry),73,98
345,4,9:12.0,Turnover by K. Bazemore (bad pass; steal by L. Nogueira),,73,98
346,4,9:02.0,,Personal foul by K. Bazemore (drawn by K. Lowry),73,98
347,4,9:02.0,T. Prince enters the game for K. Bazemore,,73,98
348,4,9:02.0,M. Muscala enters the game for D. Howard,,73,98
349,4,9:02.0,K. Humphries enters the game for T. Sefolosha,,73,98
350,4,8:49.0,,P. Patterson makes 2-pt jump shot from 14 ft,73,100
351,4,8:35.0,K. Humphries misses 2-pt layup from 3 ft (block by L. Nogueira),,73,100
352,4,8:34.0,,Defensive rebound by T. Ross,73,100
353,4,8:21.0,,Personal block foul by T. Hardaway (drawn by C. Joseph),73,100
354,4,8:20.0,,Offensive foul by P. Patterson (drawn by T. Prince),73,100
355,4,8:20.0,,Turnover by P. Patterson (offensive foul),73,100
356,4,8:07.0,T. Prince misses 2-pt jump shot from 16 ft,,73,100
357,4,8:06.0,Offensive rebound by M. Delaney,,73,100
358,4,8:01.0,M. Delaney makes 2-pt jump shot from 18 ft (assist by T. Prince),,75,100
359,4,7:47.0,,C. Joseph misses 2-pt layup from 3 ft,75,100
360,4,7:46.0,,Offensive rebound by L. Nogueira,75,100
361,4,7:42.0,,P. Patterson makes 3-pt jump shot from 22 ft (assist by L. Nogueira),75,103
362,4,7:31.0,T. Hardaway misses 3-pt jump shot from 28 ft,,75,103
363,4,7:30.0,,Defensive rebound by P. Patterson,75,103
364,4,7:13.0,,K. Lowry makes 3-pt jump shot from 25 ft (assist by P. Patterson),75,106
365,4,6:51.0,T. Hardaway makes 2-pt dunk at rim (assist by M. Muscala),,77,106
366,4,6:50.0,,Toronto full timeout,77,106
367,4,6:50.0,,P. Siakam enters the game for K. Lowry,77,106
368,4,6:50.0,,N. Powell enters the game for P. Patterson,77,106
369,4,6:50.0,M. Scott enters the game for M. Muscala,,77,106
370,4,6:50.0,D. Bembry enters the game for M. Delaney,,77,106
371,4,6:34.0,,T. Ross makes 2-pt jump shot from 7 ft (assist by C. Joseph),77,108
372,4,6:08.0,D. Bembry misses 2-pt jump shot from 4 ft (block by L. Nogueira),,77,108
373,4,6:08.0,Offensive rebound by Team,,77,108
374,4,6:08.0,Turnover by Team (shot clock),,77,108
375,4,5:57.0,,T. Ross makes 3-pt jump shot from 25 ft,77,111
376,4,5:43.0,T. Hardaway makes 2-pt dunk at rim (assist by M. Scott),,79,111
377,4,5:24.0,,C. Joseph misses 2-pt hook shot from 5 ft,79,111
378,4,5:22.0,,Offensive rebound by C. Joseph,79,111
