,QUARTER,TIME_REMAINING,TORONTO_ACTION,CLEVELAND_ACTION,TORONTO_SCORE,CLEVELAND_SCORE
96,1,0:44.0,D. DeRozan misses 2-pt jump shot from 5 ft,,23,28
97,1,0:42.0,,Defensive rebound by T. Thompson,23,28
98,1,0:32.0,,T. Thompson makes 2-pt dunk at rim (assist by I. Shumpert),23,30
99,1,0:23.0,C. Joseph makes 2-pt layup from 2 ft,,25,30
100,1,0:03.0,,Offensive foul by T. Thompson (drawn by C. Joseph),25,30
101,1,0:03.0,,Turnover by T. Thompson (offensive foul),25,30
102,1,0:00.0,C. Joseph misses 3-pt jump shot from 26 ft,,25,30
103,1,0:00.0,Offensive rebound by Team,,25,30
104,2,11:38.0,,C. Frye makes 2-pt jump shot from 15 ft (assist by L. James),25,32
105,2,11:16.0,P. Patterson misses 2-pt jump shot from 13 ft,,25,32
106,2,11:16.0,Offensive rebound by L. Nogueira,,25,32
107,2,11:13.0,P. Patterson misses 3-pt jump shot from 25 ft,,25,32
108,2,11:11.0,,Defensive rebound by L. James,25,32
109,2,11:04.0,,C. Frye misses 3-pt jump shot from 25 ft,25,32
110,2,11:03.0,Defensive rebound by P. Patterson,,25,32
111,2,10:48.0,K. Lowry misses 3-pt jump shot from 24 ft,,25,32
112,2,10:47.0,,Defensive rebound by J. McRae,25,32
113,2,10:38.0,,Turnover by J. McRae (bad pass; steal by K. Lowry),25,32
114,2,10:34.0,K. Lowry makes 2-pt layup at rim,,27,32
115,2,10:17.0,,Personal foul by L. Nogueira (drawn by C. Frye),27,32
116,2,10:09.0,,Personal foul by L. Nogueira (drawn by L. James),27,32
117,2,10:03.0,,L. James makes 2-pt dunk at rim,27,34
118,2,10:03.0,,Shooting foul by L. Nogueira (drawn by L. James),27,34
119,2,10:03.0,P. Siakam enters the game for L. Nogueira,,27,34
120,2,10:03.0,,L. James makes free throw 1 of 1,27,35
121,2,9:51.0,P. Siakam makes 2-pt layup from 2 ft (assist by K. Lowry),,29,35
122,2,9:28.0,,L. James makes 2-pt jump shot from 20 ft,29,37
123,2,9:08.0,K. Lowry misses 2-pt jump shot from 15 ft,,29,37
124,2,9:08.0,Offensive rebound by P. Siakam,,29,37
125,2,9:08.0,Personal foul by C. Frye (drawn by P. Siakam),,29,37
126,2,8:50.0,K. Lowry makes 2-pt layup from 1 ft (assist by C. Joseph),,31,37
127,2,8:40.0,Official timeout,,31,37
128,2,8:29.0,,J. McRae misses 2-pt layup from 2 ft (block by P. Siakam),31,37
129,2,8:28.0,Defensive rebound by Team,,31,37
130,2,8:21.0,C. Joseph makes 2-pt jump shot from 19 ft,,33,37
131,2,8:07.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by M. Dunleavy),33,40
132,2,7:53.0,C. Joseph misses 2-pt jump shot from 19 ft,,33,40
133,2,7:51.0,Offensive rebound by P. Siakam,,33,40
134,2,7:47.0,K. Lowry misses 3-pt jump shot from 27 ft,,33,40
135,2,7:45.0,,Defensive rebound by M. Dunleavy,33,40
136,2,7:38.0,,Turnover by L. James (lost ball; steal by P. Patterson),33,40
137,2,7:34.0,P. Siakam makes 2-pt layup at rim (assist by P. Patterson),,35,40
138,2,7:14.0,,L. James misses 3-pt jump shot from 26 ft,35,40
139,2,7:14.0,,Offensive rebound by C. Frye,35,40
140,2,7:07.0,,I. Shumpert makes 3-pt jump shot from 25 ft (assist by M. Dunleavy),35,43
141,2,6:54.0,C. Joseph makes 2-pt layup at rim,,37,43
142,2,6:54.0,Shooting foul by C. Frye (drawn by C. Joseph),,37,43
143,2,6:54.0,C. Joseph misses free throw 1 of 1,,37,43
144,2,6:50.0,,Defensive rebound by L. James,37,43
145,2,6:45.0,,Personal foul by P. Siakam (drawn by I. Shumpert),37,43
146,2,6:38.0,,C. Frye makes 3-pt jump shot from 24 ft (assist by L. James),37,46
147,2,6:29.0,Personal foul by J. McRae (drawn by C. Joseph),,37,46
148,2,6:29.0,J. Valančiūnas enters the game for P. Siakam,,37,46
149,2,6:29.0,D. DeRozan enters the game for C. Joseph,,37,46
150,2,6:16.0,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),,40,46
151,2,6:03.0,,Shooting foul by P. Patterson (drawn by L. James),40,46
152,2,6:03.0,,L. James makes free throw 1 of 2,40,47
153,2,6:03.0,,L. James misses free throw 2 of 2,40,47
154,2,6:03.0,,K. Irving enters the game for J. McRae,40,47
155,2,6:03.0,N. Powell enters the game for P. Patterson,,40,47
156,2,6:01.0,Defensive rebound by J. Valančiūnas,,40,47
157,2,5:41.0,N. Powell misses 3-pt jump shot from 24 ft,,40,47
158,2,5:41.0,,Defensive rebound by K. Irving,40,47
159,2,5:23.0,,M. Dunleavy makes 2-pt jump shot from 15 ft (assist by L. James),40,49
160,2,5:14.0,T. Ross makes 3-pt jump shot from 25 ft (assist by K. Lowry),,43,49
161,2,5:01.0,,K. Irving misses 2-pt jump shot from 16 ft,43,49
162,2,4:58.0,Defensive rebound by D. DeRozan,,43,49
163,2,4:56.0,N. Powell makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,46,49
164,2,4:56.0,,Cleveland full timeout,46,49
165,2,4:56.0,,T. Thompson enters the game for L. James,46,49
166,2,4:56.0,,R. Jefferson enters the game for M. Dunleavy,46,49
167,2,4:56.0,,K. Love enters the game for C. Frye,46,49
168,2,4:42.0,,Turnover by K. Irving (lost ball; steal by D. DeRozan),46,49
169,2,4:35.0,K. Lowry makes 3-pt jump shot from 27 ft (assist by D. DeRozan),,49,49
170,2,4:19.0,,K. Love makes 2-pt layup from 3 ft,49,51
171,2,4:19.0,,Shooting foul by N. Powell (drawn by K. Love),49,51
172,2,4:19.0,,K. Love makes free throw 1 of 1,49,52
173,2,4:01.0,D. DeRozan makes 2-pt jump shot from 22 ft (assist by N. Powell),,51,52
174,2,3:52.0,,Personal foul by N. Powell (drawn by K. Love),51,52
175,2,3:52.0,,K. Love makes free throw 1 of 2,51,53
176,2,3:52.0,P. Patterson enters the game for N. Powell,,51,53
177,2,3:52.0,,K. Love makes free throw 2 of 2,51,54
178,2,3:38.0,D. DeRozan misses 2-pt jump shot from 19 ft (block by I. Shumpert),,51,54
179,2,3:37.0,,Defensive rebound by I. Shumpert,51,54
180,2,3:30.0,,R. Jefferson misses 3-pt jump shot from 26 ft,51,54
181,2,3:28.0,Defensive rebound by D. DeRozan,,51,54
182,2,3:24.0,D. DeRozan makes 2-pt layup at rim,,53,54
183,2,3:10.0,,K. Love misses 2-pt jump shot from 18 ft,53,54
184,2,3:09.0,Defensive rebound by T. Ross,,53,54
185,2,2:53.0,K. Lowry misses 2-pt jump shot from 5 ft,,53,54
186,2,2:49.0,Offensive rebound by J. Valančiūnas,,53,54
187,2,2:49.0,J. Valančiūnas makes 2-pt layup from 2 ft,,55,54
188,2,2:24.0,,R. Jefferson misses 2-pt jump shot from 10 ft,55,54
189,2,2:24.0,Defensive rebound by D. DeRozan,,55,54
190,2,2:20.0,Shooting foul by K. Irving (drawn by D. DeRozan),,55,54
191,2,2:20.0,Toronto full timeout,,55,54
192,2,2:20.0,D. DeRozan misses free throw 1 of 2,,55,54
193,2,2:20.0,Offensive rebound by Team,,55,54
194,2,2:20.0,C. Joseph enters the game for K. Lowry,,55,54
195,2,2:20.0,,M. Dunleavy enters the game for K. Irving,55,54
196,2,2:20.0,D. DeRozan makes free throw 2 of 2,,56,54
197,2,1:57.0,,T. Thompson makes 2-pt jump shot from 5 ft (assist by I. Shumpert),56,56
198,2,1:41.0,D. DeRozan misses 2-pt jump shot from 18 ft,,56,56
199,2,1:40.0,,Defensive rebound by K. Love,56,56
200,2,1:31.0,,K. Love makes 3-pt jump shot from 26 ft (assist by I. Shumpert),56,59
201,2,1:02.0,Shooting foul by K. Love (drawn by D. DeRozan),,56,59
202,2,1:02.0,D. DeRozan misses free throw 1 of 2,,56,59
203,2,1:02.0,Offensive rebound by Team,,56,59
204,2,1:02.0,D. DeRozan makes free throw 2 of 2,,57,59
205,2,0:37.0,,Turnover by K. Love (lost ball; steal by P. Patterson),57,59
206,2,0:31.0,T. Ross misses 2-pt layup from 2 ft,,57,59
207,2,0:28.0,,Defensive rebound by K. Love,57,59
208,2,0:24.0,,Shooting foul by P. Patterson (drawn by K. Love),57,59
209,2,0:24.0,,K. Love makes free throw 1 of 2,57,60
210,2,0:24.0,Toronto full timeout,,57,60
211,2,0:24.0,,K. Love makes free throw 2 of 2,57,61
212,2,0:00.0,D. DeRozan misses 3-pt jump shot from 26 ft,,57,61
213,2,0:00.0,Offensive rebound by Team,,57,61
214,3,11:44.0,,T. Thompson makes 2-pt layup from 1 ft (assist by L. James),57,63
215,3,11:30.0,Shooting foul by R. Jefferson (drawn by D. DeRozan),,57,63
216,3,11:30.0,D. DeRozan misses free throw 1 of 2,,57,63
217,3,11:30.0,Offensive rebound by Team,,57,63
218,3,11:30.0,D. DeRozan makes free throw 2 of 2,,58,63
219,3,11:17.0,,Personal foul by P. Siakam (drawn by T. Thompson),58,63
220,3,11:09.0,,Turnover by K. Irving (bad pass),58,63
221,3,10:47.0,Shooting block foul by T. Thompson (drawn by N. Powell),,58,63
222,3,10:47.0,N. Powell makes free throw 1 of 2,,59,63
223,3,10:47.0,N. Powell misses free throw 2 of 2,,59,63
224,3,10:45.0,,Defensive rebound by K. Love,59,63
225,3,10:34.0,,K. Irving makes 2-pt layup from 2 ft,59,65
226,3,10:17.0,D. DeRozan misses 3-pt jump shot from 26 ft,,59,65
227,3,10:16.0,,Defensive rebound by T. Thompson,59,65
228,3,10:10.0,,Turnover by K. Irving (lost ball; steal by K. Lowry),59,65
229,3,10:04.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by J. Valančiūnas),,62,65
230,3,9:37.0,,L. James makes 3-pt jump shot from 24 ft,62,68
231,3,9:20.0,J. Valančiūnas makes 2-pt layup at rim,,64,68
232,3,9:11.0,,T. Thompson makes 2-pt layup at rim (assist by K. Irving),64,70
233,3,9:11.0,,Shooting foul by D. DeRozan (drawn by T. Thompson),64,70
234,3,9:11.0,,T. Thompson makes free throw 1 of 1,64,71
235,3,8:55.0,K. Lowry makes 2-pt jump shot from 4 ft,,66,71
236,3,8:38.0,,K. Love misses 3-pt jump shot from 23 ft,66,71
237,3,8:36.0,,Offensive rebound by T. Thompson,66,71
238,3,8:33.0,,K. Irving misses 2-pt jump shot from 23 ft,66,71
239,3,8:32.0,Defensive rebound by D. DeRozan,,66,71
240,3,8:27.0,D. DeRozan makes 2-pt layup from 1 ft,,68,71
241,3,8:13.0,,Turnover by L. James (bad pass; steal by D. DeRozan),68,71
242,3,8:07.0,N. Powell misses 2-pt layup from 1 ft,,68,71
243,3,8:06.0,,Defensive rebound by L. James,68,71
244,3,8:02.0,,Turnover by K. Irving (traveling),68,71
245,3,7:50.0,D. DeRozan misses 2-pt layup from 2 ft,,68,71
246,3,7:46.0,,Defensive rebound by K. Love,68,71
247,3,7:37.0,,K. Irving makes 2-pt jump shot from 14 ft (assist by L. James),68,73
248,3,7:30.0,Toronto full timeout,,68,73
249,3,7:22.0,D. DeRozan makes 3-pt jump shot from 26 ft (assist by P. Siakam),,71,73
250,3,7:05.0,,Turnover by L. James (bad pass; steal by K. Lowry),71,73
251,3,6:58.0,D. DeRozan makes 3-pt jump shot from 24 ft (assist by N. Powell),,74,73
252,3,6:35.0,,K. Love misses 2-pt layup from 1 ft (block by P. Siakam),74,73
253,3,6:32.0,,Offensive rebound by T. Thompson,74,73
254,3,6:30.0,,K. Irving misses 2-pt layup at rim,74,73
255,3,6:30.0,,Offensive rebound by Team,74,73
256,3,6:18.0,,R. Jefferson makes 3-pt jump shot from 23 ft (assist by L. James),74,76
257,3,6:03.0,D. DeRozan misses 2-pt jump shot from 5 ft,,74,76
258,3,6:03.0,Offensive rebound by J. Valančiūnas,,74,76
259,3,6:01.0,J. Valančiūnas misses 2-pt layup from 2 ft (block by T. Thompson),,74,76
260,3,6:01.0,,Defensive rebound by L. James,74,76
261,3,5:57.0,,Personal foul by K. Lowry (drawn by L. James),74,76
262,3,5:54.0,,Offensive foul by R. Jefferson (drawn by D. DeRozan),74,76
263,3,5:54.0,,Turnover by R. Jefferson (offensive foul),74,76
264,3,5:54.0,,Violation by Team (jump ball),74,76
265,3,5:44.0,Offensive foul by P. Siakam (drawn by K. Irving),,74,76
266,3,5:44.0,Turnover by P. Siakam (offensive foul),,74,76
267,3,5:44.0,P. Patterson enters the game for P. Siakam,,74,76
268,3,5:29.0,,L. James makes 2-pt dunk at rim,74,78
269,3,5:06.0,N. Powell makes 3-pt jump shot from 25 ft (assist by K. Lowry),,77,78
270,3,4:45.0,,K. Irving misses 3-pt jump shot from 24 ft,77,78
271,3,4:44.0,,Offensive rebound by K. Love,77,78
272,3,4:35.0,,T. Thompson makes 2-pt jump shot from 3 ft (assist by K. Irving),77,80
273,3,4:21.0,D. DeRozan misses 2-pt jump shot from 5 ft,,77,80
274,3,4:18.0,,Defensive rebound by K. Love,77,80
275,3,4:12.0,,L. James makes 3-pt jump shot from 27 ft,77,83
276,3,3:54.0,J. Valančiūnas misses 2-pt jump shot from 17 ft,,77,83
277,3,3:53.0,,Defensive rebound by K. Love,77,83
278,3,3:46.0,,L. James misses 3-pt jump shot from 27 ft,77,83
279,3,3:46.0,Defensive rebound by N. Powell,,77,83
280,3,3:41.0,N. Powell makes 2-pt layup from 2 ft,,79,83
281,3,3:25.0,,K. Irving misses 3-pt jump shot from 26 ft,79,83
282,3,3:24.0,,Offensive rebound by Team,79,83
283,3,3:24.0,,I. Shumpert enters the game for R. Jefferson,79,83
284,3,3:24.0,C. Joseph enters the game for K. Lowry,,79,83
285,3,3:12.0,,K. Love makes 2-pt jump shot from 14 ft (assist by L. James),79,85
286,3,2:55.0,P. Patterson misses 3-pt jump shot from 25 ft,,79,85
287,3,2:55.0,,Defensive rebound by L. James,79,85
288,3,2:48.0,,L. James makes 2-pt layup at rim,79,87
289,3,2:27.0,Turnover by N. Powell (step out of bounds),,79,87
290,3,2:27.0,,Cleveland full timeout,79,87
291,3,2:27.0,L. Nogueira enters the game for N. Powell,,79,87
292,3,2:27.0,T. Ross enters the game for J. Valančiūnas,,79,87
293,3,2:27.0,,M. Dunleavy enters the game for L. James,79,87
294,3,2:09.0,,K. Irving makes 2-pt jump shot from 20 ft,79,89
295,3,1:52.0,D. DeRozan misses 2-pt jump shot from 13 ft (block by K. Love),,79,89
296,3,1:50.0,,Defensive rebound by T. Thompson,79,89
297,3,1:35.0,,K. Irving misses 2-pt jump shot from 4 ft (block by L. Nogueira),79,89
298,3,1:32.0,Defensive rebound by L. Nogueira,,79,89
299,3,1:28.0,D. DeRozan misses 2-pt jump shot from 9 ft,,79,89
300,3,1:27.0,,Defensive rebound by M. Dunleavy,79,89
301,3,1:20.0,,M. Dunleavy misses 3-pt jump shot from 27 ft,79,89
302,3,1:17.0,,Offensive rebound by T. Thompson,79,89
303,3,1:17.0,,T. Thompson makes 2-pt dunk at rim,79,91
304,3,1:06.0,C. Joseph misses 2-pt jump shot from 5 ft (block by K. Love),,79,91
305,3,1:06.0,Offensive rebound by Team,,79,91
306,3,1:06.0,,C. Frye enters the game for K. Love,79,91
307,3,1:02.0,D. DeRozan misses 2-pt jump shot from 6 ft (block by I. Shumpert),,79,91
308,3,1:02.0,,Defensive rebound by I. Shumpert,79,91
309,3,0:51.0,,C. Frye misses 3-pt jump shot from 24 ft,79,91
310,3,0:50.0,Defensive rebound by P. Patterson,,79,91
311,3,0:45.0,P. Patterson misses 2-pt layup from 1 ft,,79,91
312,3,0:42.0,,Defensive rebound by T. Thompson,79,91
313,3,0:34.0,,I. Shumpert misses 3-pt jump shot from 27 ft,79,91
314,3,0:32.0,Defensive rebound by C. Joseph,,79,91
315,3,0:29.0,,Violation by T. Thompson (def goaltending),79,91
316,3,0:29.0,C. Joseph makes 2-pt layup from 1 ft,,81,91
317,3,0:29.0,Shooting foul by K. Irving (drawn by C. Joseph),,81,91
318,3,0:29.0,C. Joseph makes free throw 1 of 1,,82,91
319,3,0:09.0,,Turnover by K. Irving (bad pass; steal by T. Ross),82,91
320,3,0:04.0,T. Ross misses 2-pt layup from 1 ft,,82,91
321,3,0:03.0,Offensive rebound by D. DeRozan,,82,91
322,3,0:00.0,D. DeRozan makes 2-pt jump shot from 10 ft,,84,91
323,4,11:49.0,T. Ross misses 3-pt jump shot from 25 ft,,84,91
324,4,11:48.0,Offensive rebound by P. Patterson,,84,91
325,4,11:44.0,P. Patterson makes 2-pt layup from 1 ft,,86,91
326,4,11:25.0,,I. Shumpert misses 3-pt jump shot from 25 ft,86,91
327,4,11:24.0,Defensive rebound by L. Nogueira,,86,91
328,4,11:16.0,K. Lowry misses 2-pt jump shot from 9 ft,,86,91
329,4,11:14.0,Offensive rebound by K. Lowry,,86,91
330,4,11:02.0,T. Ross makes 2-pt layup from 1 ft (assist by P. Patterson),,88,91
331,4,10:45.0,,C. Frye makes 2-pt layup at rim (assist by L. James),88,93
332,4,10:25.0,K. Lowry makes 2-pt jump shot from 13 ft,,90,93
333,4,10:17.0,,Personal foul by L. Nogueira (drawn by C. Frye),90,93
334,4,10:09.0,,L. James misses 2-pt layup at rim,90,93
335,4,10:06.0,Defensive rebound by L. Nogueira,,90,93
336,4,10:00.0,T. Ross misses 3-pt jump shot from 25 ft,,90,93
337,4,9:59.0,,Defensive rebound by C. Frye,90,93
338,4,9:50.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),90,96
339,4,9:34.0,Personal foul by I. Shumpert (drawn by K. Lowry),,90,96
340,4,9:24.0,Turnover by L. Nogueira (lost ball; steal by J. McRae),,90,96
341,4,9:16.0,,Turnover by I. Shumpert (bad pass),90,96
342,4,9:01.0,K. Lowry makes 3-pt jump shot from 26 ft,,93,96
343,4,8:45.0,,Shooting foul by L. Nogueira (drawn by C. Frye),93,96
344,4,8:45.0,Official timeout,,93,96
345,4,8:45.0,,C. Frye makes free throw 1 of 2,93,97
346,4,8:45.0,,C. Frye makes free throw 2 of 2,93,98
347,4,8:34.0,K. Lowry misses 3-pt jump shot from 25 ft,,93,98
348,4,8:33.0,,Defensive rebound by C. Frye,93,98
349,4,8:06.0,,L. James misses 2-pt jump shot from 19 ft,93,98
350,4,8:04.0,Defensive rebound by T. Ross,,93,98
351,4,7:57.0,T. Ross makes 2-pt jump shot from 15 ft (assist by K. Lowry),,95,98
352,4,7:44.0,,C. Frye misses 3-pt jump shot from 26 ft,95,98
353,4,7:43.0,Defensive rebound by P. Patterson,,95,98
354,4,7:36.0,Shooting foul by J. McRae (drawn by K. Lowry),,95,98
355,4,7:36.0,K. Lowry makes free throw 1 of 2,,96,98
356,4,7:36.0,J. Valančiūnas enters the game for L. Nogueira,,96,98
357,4,7:36.0,,K. Irving enters the game for J. McRae,96,98
358,4,7:36.0,,K. Love enters the game for M. Dunleavy,96,98
359,4,7:36.0,N. Powell enters the game for C. Joseph,,96,98
360,4,7:36.0,K. Lowry makes free throw 2 of 2,,97,98
361,4,7:26.0,,Def 3 sec tech foul by T. Ross,97,98
362,4,7:26.0,,K. Irving misses technical free throw,97,98
363,4,7:26.0,,Offensive rebound by Team,97,98
364,4,7:10.0,,K. Love misses 3-pt jump shot from 26 ft,97,98
365,4,7:10.0,Defensive rebound by J. Valančiūnas,,97,98
366,4,7:01.0,Shooting foul by L. James (drawn by J. Valančiūnas),,97,98
367,4,7:01.0,J. Valančiūnas makes free throw 1 of 2,,98,98
368,4,7:01.0,J. Valančiūnas makes free throw 2 of 2,,99,98
369,4,6:49.0,,K. Irving misses 2-pt jump shot from 20 ft,99,98
370,4,6:48.0,Defensive rebound by T. Ross,,99,98
371,4,6:37.0,J. Valančiūnas makes 2-pt dunk at rim (assist by K. Lowry),,101,98
372,4,6:19.0,,C. Frye makes 3-pt jump shot from 25 ft (assist by L. James),101,101
373,4,6:01.0,K. Lowry misses 2-pt layup from 1 ft (block by K. Love),,101,101
374,4,6:00.0,Offensive rebound by J. Valančiūnas,,101,101
375,4,5:58.0,J. Valančiūnas misses 2-pt hook shot from 6 ft,,101,101
376,4,5:57.0,Offensive rebound by K. Lowry,,101,101
377,4,5:52.0,T. Ross makes 3-pt jump shot from 26 ft (assist by K. Lowry),,104,101
378,4,5:35.0,,I. Shumpert misses 3-pt jump shot from 23 ft,104,101
379,4,5:33.0,Defensive rebound by J. Valančiūnas,,104,101
380,4,5:23.0,Turnover by K. Lowry (bad pass; steal by K. Irving),,104,101
381,4,5:17.0,,Turnover by L. James (bad pass; steal by T. Ross),104,101
382,4,5:08.0,T. Ross makes 3-pt jump shot from 25 ft (assist by N. Powell),,107,101
383,4,5:08.0,,Cleveland full timeout,107,101
384,4,5:08.0,,R. Jefferson enters the game for I. Shumpert,107,101
385,4,4:52.0,,K. Irving makes 2-pt layup from 2 ft (assist by L. James),107,103
