,QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,ORLANDO_ACTION,MILWAUKEE_SCORE,ORLANDO_SCORE
0,1,11:38.0,Turnover by G. Antetokounmpo (bad pass; steal by A. Gordon),,0,0
1,1,11:32.0,,A. Gordon misses 2-pt jump shot from 5 ft,0,0
2,1,11:30.0,,Offensive rebound by A. Gordon,0,0
3,1,11:23.0,,D. Augustin misses 3-pt jump shot from 23 ft,0,0
4,1,11:22.0,Defensive rebound by G. Antetokounmpo,,0,0
5,1,11:13.0,J. Henson misses 2-pt hook shot from 9 ft,,0,0
6,1,11:12.0,,Defensive rebound by B. Biyombo,0,0
7,1,10:53.0,,E. Fournier makes 3-pt jump shot from 26 ft,0,3
8,1,10:39.0,Turnover by J. Parker (discontinued dribble),,0,3
9,1,10:26.0,,D. Augustin makes 3-pt jump shot from 23 ft (assist by A. Gordon),0,6
10,1,10:10.0,Shooting foul by B. Biyombo (drawn by J. Henson),,0,6
11,1,10:10.0,J. Henson makes free throw 1 of 2,,1,6
12,1,10:10.0,J. Henson makes free throw 2 of 2,,2,6
13,1,10:03.0,,Personal foul by M. Dellavedova (drawn by D. Augustin),2,6
14,1,9:50.0,,S. Ibaka misses 2-pt jump shot from 10 ft (block by G. Antetokounmpo),2,6
15,1,9:48.0,,Offensive rebound by A. Gordon,2,6
16,1,9:48.0,,A. Gordon misses 2-pt layup from 2 ft,2,6
17,1,9:46.0,Defensive rebound by J. Parker,,2,6
18,1,9:42.0,,Violation by B. Biyombo (def goaltending),2,6
19,1,9:42.0,J. Parker makes 2-pt layup from 3 ft (assist by M. Dellavedova),,4,6
20,1,9:24.0,,E. Fournier misses 2-pt jump shot from 11 ft,4,6
21,1,9:22.0,Defensive rebound by J. Henson,,4,6
22,1,9:17.0,M. Dellavedova makes 3-pt jump shot from 25 ft,,7,6
23,1,9:00.0,,A. Gordon misses 2-pt jump shot from 17 ft,7,6
24,1,8:58.0,Defensive rebound by J. Henson,,7,6
25,1,8:51.0,T. Snell misses 3-pt jump shot from 26 ft,,7,6
26,1,8:50.0,Offensive rebound by J. Henson,,7,6
27,1,8:46.0,J. Henson makes 2-pt hook shot from 7 ft,,9,6
28,1,8:31.0,,S. Ibaka makes 2-pt jump shot from 16 ft (assist by E. Fournier),9,8
29,1,8:21.0,G. Antetokounmpo makes 2-pt layup from 3 ft,,11,8
30,1,8:12.0,,S. Ibaka makes 3-pt jump shot from 25 ft (assist by D. Augustin),11,11
31,1,8:00.0,M. Dellavedova misses 2-pt layup from 2 ft,,11,11
32,1,7:56.0,Offensive rebound by G. Antetokounmpo,,11,11
33,1,7:56.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,13,11
34,1,7:35.0,,D. Augustin makes 2-pt jump shot from 7 ft,13,13
35,1,7:17.0,Shooting foul by B. Biyombo (drawn by J. Henson),,13,13
36,1,7:17.0,J. Henson misses free throw 1 of 2,,13,13
37,1,7:17.0,Offensive rebound by Team,,13,13
38,1,7:17.0,J. Henson misses free throw 2 of 2,,13,13
39,1,7:17.0,M. Brogdon enters the game for M. Dellavedova,,13,13
40,1,7:17.0,,N. Vučević enters the game for B. Biyombo,13,13
41,1,7:15.0,,Defensive rebound by N. Vučević,13,13
42,1,7:02.0,,E. Fournier misses 2-pt layup from 2 ft (block by J. Henson),13,13
43,1,7:02.0,,Offensive rebound by Team,13,13
44,1,7:02.0,M. Beasley enters the game for G. Antetokounmpo,,13,13
45,1,6:59.0,,N. Vučević misses 2-pt layup from 3 ft,13,13
46,1,6:57.0,,Offensive rebound by N. Vučević,13,13
47,1,6:57.0,,N. Vučević makes 2-pt layup from 2 ft,13,15
48,1,6:44.0,J. Henson misses 2-pt hook shot from 9 ft,,13,15
49,1,6:43.0,,Defensive rebound by A. Gordon,13,15
50,1,6:38.0,,Personal foul by J. Parker (drawn by S. Ibaka),13,15
51,1,6:38.0,G. Monroe enters the game for J. Henson,,13,15
52,1,6:31.0,,S. Ibaka misses 2-pt jump shot from 19 ft,13,15
53,1,6:29.0,Defensive rebound by T. Snell,,13,15
54,1,6:22.0,M. Beasley makes 2-pt layup from 2 ft,,15,15
55,1,6:22.0,Shooting foul by S. Ibaka (drawn by M. Beasley),,15,15
56,1,6:22.0,M. Beasley makes free throw 1 of 1,,16,15
57,1,6:00.0,,D. Augustin makes 2-pt jump shot from 17 ft (assist by S. Ibaka),16,17
58,1,5:46.0,M. Brogdon makes 2-pt jump shot from 15 ft,,18,17
59,1,5:40.0,,Orlando full timeout,18,17
60,1,5:22.0,,S. Ibaka makes 2-pt layup from 2 ft (assist by E. Fournier),18,19
61,1,5:10.0,M. Brogdon makes 2-pt jump shot from 11 ft,,20,19
62,1,5:03.0,,A. Gordon misses 2-pt layup from 2 ft,20,19
63,1,5:02.0,Defensive rebound by M. Beasley,,20,19
64,1,4:52.0,J. Parker misses 2-pt layup from 3 ft,,20,19
65,1,4:51.0,,Defensive rebound by E. Fournier,20,19
66,1,4:46.0,,N. Vučević makes 2-pt layup from 1 ft (assist by E. Fournier),20,21
67,1,4:30.0,M. Beasley misses 2-pt jump shot from 4 ft,,20,21
68,1,4:29.0,,Defensive rebound by E. Fournier,20,21
69,1,4:24.0,,D. Augustin makes 2-pt layup from 1 ft (assist by E. Fournier),20,23
70,1,4:13.0,M. Brogdon misses 2-pt jump shot from 11 ft,,20,23
71,1,4:12.0,,Defensive rebound by N. Vučević,20,23
72,1,4:06.0,,S. Ibaka misses 2-pt jump shot from 17 ft,20,23
73,1,4:05.0,Defensive rebound by G. Monroe,,20,23
74,1,3:49.0,M. Brogdon misses 2-pt layup from 3 ft,,20,23
75,1,3:47.0,Offensive rebound by M. Brogdon,,20,23
76,1,3:47.0,M. Brogdon misses 2-pt layup from 1 ft,,20,23
77,1,3:46.0,Offensive rebound by M. Brogdon,,20,23
78,1,3:38.0,G. Monroe makes 2-pt hook shot from 7 ft,,22,23
79,1,3:27.0,,Personal foul by G. Monroe (drawn by N. Vučević),22,23
80,1,3:27.0,G. Antetokounmpo enters the game for J. Parker,,22,23
81,1,3:27.0,,E. Payton enters the game for A. Gordon,22,23
82,1,3:18.0,,N. Vučević misses 3-pt jump shot from 24 ft,22,23
83,1,3:17.0,Defensive rebound by T. Snell,,22,23
84,1,3:10.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by G. Monroe),,24,23
85,1,2:57.0,,E. Fournier makes 2-pt layup from 3 ft,24,25
86,1,2:47.0,Turnover by M. Beasley (bad pass),,24,25
87,1,2:47.0,Milwaukee full timeout,,24,25
88,1,2:36.0,,N. Vučević misses 2-pt jump shot from 18 ft,24,25
89,1,2:35.0,,Offensive rebound by E. Fournier,24,25
90,1,2:21.0,,S. Ibaka misses 2-pt jump shot from 16 ft,24,25
91,1,2:20.0,Defensive rebound by G. Antetokounmpo,,24,25
92,1,2:09.0,Shooting foul by N. Vučević (drawn by G. Monroe),,24,25
93,1,2:09.0,G. Monroe makes free throw 1 of 2,,25,25
94,1,2:09.0,,C. Watson enters the game for D. Augustin,25,25
95,1,2:09.0,,B. Biyombo enters the game for S. Ibaka,25,25
96,1,2:09.0,J. Terry enters the game for T. Snell,,25,25
97,1,2:09.0,G. Monroe makes free throw 2 of 2,,26,25
98,1,1:53.0,,N. Vučević misses 2-pt jump shot from 15 ft,26,25
99,1,1:52.0,Defensive rebound by G. Monroe,,26,25
100,1,1:45.0,M. Brogdon makes 3-pt jump shot from 25 ft (assist by G. Antetokounmpo),,29,25
101,1,1:25.0,,Shooting foul by G. Antetokounmpo (drawn by B. Biyombo),29,25
102,1,1:25.0,,B. Biyombo makes free throw 1 of 2,29,26
103,1,1:25.0,,B. Biyombo misses free throw 2 of 2,29,26
104,1,1:24.0,Defensive rebound by G. Monroe,,29,26
105,1,1:08.0,G. Monroe makes 2-pt hook shot from 6 ft,,31,26
106,1,0:57.0,,Turnover by E. Payton (bad pass; steal by G. Monroe),31,26
107,1,0:50.0,M. Brogdon makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),,34,26
108,1,0:45.0,,Personal foul by M. Brogdon (drawn by E. Payton),34,26
109,1,0:45.0,,E. Payton misses free throw 1 of 2,34,26
110,1,0:45.0,,Offensive rebound by Team,34,26
111,1,0:45.0,,E. Payton makes free throw 2 of 2,34,27
112,1,0:27.0,G. Antetokounmpo misses 2-pt layup from 2 ft (block by B. Biyombo),,34,27
113,1,0:26.0,,Defensive rebound by E. Fournier,34,27
114,1,0:21.0,,E. Fournier makes 2-pt layup from 2 ft,34,29
115,1,0:21.0,,Shooting foul by G. Monroe (drawn by E. Fournier),34,29
116,1,0:21.0,,E. Fournier misses free throw 1 of 1,34,29
117,1,0:21.0,,A. Gordon enters the game for B. Biyombo,34,29
118,1,0:20.0,Defensive rebound by M. Beasley,,34,29
119,1,0:02.0,G. Antetokounmpo makes 2-pt layup from 2 ft (assist by M. Beasley),,36,29
120,2,11:35.0,,E. Payton makes 2-pt jump shot from 19 ft,36,31
121,2,11:15.0,J. Terry misses 3-pt jump shot from 25 ft,,36,31
122,2,11:14.0,,Defensive rebound by A. Gordon,36,31
123,2,11:06.0,,E. Payton makes 2-pt layup from 2 ft (assist by B. Biyombo),36,33
124,2,10:50.0,J. Henson makes 2-pt dunk at rim (assist by J. Terry),,38,33
125,2,10:34.0,,E. Payton misses 3-pt jump shot from 26 ft,38,33
126,2,10:32.0,Defensive rebound by G. Antetokounmpo,,38,33
127,2,10:15.0,M. Dellavedova misses 2-pt jump shot from 19 ft,,38,33
128,2,10:13.0,,Defensive rebound by N. Vučević,38,33
129,2,9:57.0,,C. Watson misses 2-pt jump shot from 19 ft,38,33
130,2,9:56.0,Defensive rebound by J. Terry,,38,33
